scout_target_id,lane_id,canonical_target_key_sha256,prior_seen_status,duplicate_risk,retained_after_duplicate_avoidance,avoidance_reason
TS4-1-8baabc693d86926a,lane_1,17228f2a51e0167efa708e3fbcd26417fcae8a9f10895b8dc5d8952b7e14f43b,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-534a5997022bc087,lane_1,0afeb82b456a3419cd4dc365f2469e01103690761c94c1faaf23979940f07107,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-7e2c55f0db4b550c,lane_1,6fbced0285c5c6ff7bf7e10b5133b9a3e49e5bdbdfb04c06a8e6947af0f8e6c9,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-770c792635319d17,lane_1,ab871137cdb7cd9b13333b3aff7b38d24d76fa5d8406fca60b5a46aff859f6ca,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-ad59b6dc74394a0e,lane_1,a83f4c1b4f71769933b1fa9abf52da99600dc3714b9c066713e1ed7823d758ac,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-fb36ceca99290b89,lane_1,4d6f8c4ae527aca7344e5c81ba59b4d8494cd07a777bc01cbf808d505ac3a60d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-2fa8def751dc6884,lane_1,db95df0149644a54263166197773333b849019cebaf7a93d87959ba08a76943b,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-497ca793d950e8b9,lane_1,b155045605ecee6782b000a357e37c32c8e7d009f7762f9809bed2c842d9e11a,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-331d95d55fd5dc48,lane_1,add466a5380cd2cd4a5ae1ecb193f23a8c8a94e401faa73102256135554a644a,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a2d8ee79d4555ccd,lane_1,620b8e4ed87cb35e3940ff43c4ff26926ccd06255f9a8ba790def9dbb7e2102e,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-d912903d42ecfebc,lane_1,c11537753519a7fca49af1c7e9df1ff514b8de7a4526d5e57fae36208cb169ca,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-570f99ffa3c34b3c,lane_1,ec761a530c192da4c36a3f90a6eaacd3a1db241c42eb4d6590d90714ce4542f5,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-7b104818fbaa3d5a,lane_1,e063d9aad062cd49552e743f87682b2d66a71aa1251a984744f9314096a90570,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-0bdeee010fc1c9a5,lane_1,7d5279330749140f4b14c17eede793b2459504c5b1ebe238240565dcb56ae91b,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-aa08043751e4841a,lane_1,34b7862dbafebbdc1c45dbc64462b9e37f0c682f4fe7033c88ac3ef95ae093b7,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-33396eb76ca6e3a0,lane_1,be9398bfc317de37afa123662b32d750e9aba03ab53f72970333b6a3f270f8f9,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-ef6d5094c522e244,lane_1,2436fd371dc7771f0e3b96d40ebfaed8c11a3af5dc6ea249631b3de00c9f57f6,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-44d503e5024b99d8,lane_1,ac3ad73a9988e8fe5970c8d2e5bddd0e6e5e188d39715e589c0a8f4d0c9c8a63,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-3ba0d976bc03738b,lane_1,2b5a00de45ef9433455cfa83cd7ac8ab7c9ddda63a551a223670922e0c8a8236,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-5164d356e38e0651,lane_1,a1ae66aaf138f6e202251019b4a5f3c4215920e3c9a4997772345abac9d58b31,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-46b12ca5c8204814,lane_1,e3b39b446f12561a54afdcd224b8ab0df07dc2558de3fdfe5505d33600c04f6d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-6cea6351171d8228,lane_1,cc3a1d805ffd9439e1699fc57152337d4456191e6440b6c04325952293eb4500,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-6239c2149a943ae2,lane_1,75d8dee89b0e3aa24f8e62f1bbbfd23f27560c422aa143e56887b36b696433b9,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-78021e7433df6085,lane_1,e2b76b9bf6710c22dc7418fe394c4e5ef7ae91ba3e27f970d2e6202488c4930b,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-ccfe4a2170d1bea5,lane_1,29e3d495da1d9a45a08406911e031aebc35eb65224bbf4540ce994681432c69e,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-32357c06a8a7667e,lane_1,93bd19c7da42f56cee37c6b0c1689d11056edadc39cc9a3fa79beb3e482cbaa5,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-90e99e841d93f990,lane_1,fea4553b70a22b8abc15987c81762141d594d8bb41fcd555fbaead17b0dc71c3,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-7788720be7a051d6,lane_1,3fefd460b13948438015a92dc7f222d7eef670cb80ea631c51d9d386cfb476f7,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-f2dffee0030294c1,lane_1,8a9caf3b681087b54b24f9eaf41410c3cad5274e1cab6760ee61607db1440169,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-f7c180a320e73ad5,lane_1,5812a71bdb1099da1a77e1a0348720b5d20a411ffc2a3d5f1ac297b3e17a10e5,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-1141cdc76435220a,lane_1,cad99529efc1a805829dbd3f735247f7b29edd81feaef1a8e9ae3f0371ebc43f,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-8d26ff56c9e98acd,lane_1,8fd503bd4abac79df8b0f16e96070fd367ee55f0914bea5769da7186d97ab100,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-f75b8d8866f4c435,lane_1,1d6d0ef69f6f3912f7828896af1c9dd70e65e0e40c683fd81c8dbeaaf7fd7250,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-3ef6ba7dbd2019cc,lane_1,cfc8e8e048f31025c7ed7bb7f5e24b21fe62e3dffb28dea3c9d4ae920a94845c,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-21be30a77c0d7f80,lane_1,bbaf6c89d38807a30728f75dbdd8e424305fddfdf1d16635be8d90fa36ddd78f,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-3d169834e5f73034,lane_1,6e5cea24470b63d44c77fefc14dfaed7de96fb8268c9fc1805a1bd02eb826ea8,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-31a26da778e5299b,lane_1,08c9ea8142ecf0337b0f6ec7baf0c5ccaf2f9f07df979149cc91f7891ebbac35,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-4f5426c919cfe81b,lane_1,d2176148eb05da52cc32bf3d0df4b45e12374d3124fd837c667805cebf531e44,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-8f0a5215cd3d44f5,lane_1,88f367418651f0cd517a2f459fef81f9b78ffca9058d9fdbecc69d3d9e9b271f,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-8f28f02a2d772191,lane_1,f5ca37c1ae9522b437538d6ff082418fa22da0bec2139a9c76e1b604c7fbfdc9,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-c449fe7baf77709f,lane_1,a62ea2b7fb157e64421f93cebd29edf2983ee61cac696aa0f867d507a20e83ac,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-bc8e379193a38be9,lane_1,22f6d942a6230638e9030e1a7204f9c98a31e7934f45b358715e63007cf73c3a,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-cd0e0b7b4cbef6a7,lane_1,dc94b3ceb11f70c28d6beb102ee2c394ec27559b8dcb4cf8c35c4413f9b36177,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-43a7bda5dc41e3d3,lane_1,6874b7c7266e6ed61d86fcc3a2b03d44c32b48d1b39fcfbbae3cfac637ecdc74,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-6fc7bd6332d74fdd,lane_1,09fdaf806d49c15bd506280d878433bc53ebd088d10109f6337663d1b058c7d4,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a4ed54bdb745e1f2,lane_1,3d3a3a77a0042772bffcaf8d09f35374f41fc733ce9bf2decda35a4cf030ea14,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-bbf1c58955ae0fea,lane_1,5663a0f65d9526020e4d2fedce0580abffca14bc6044abe039bc2883fde68400,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-5b6f3d5f4ebf9a73,lane_1,7a1b6293ca7934c6caf10e5bddac1553462f9fe68d205244ef6b55bf3c67adcd,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a3d387dfacca613a,lane_1,5b4b3a4818f976d4be26cef8e62e286e0a2bf38ec93091ebb41498f6b8fb86f8,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-25c97109cbef4a92,lane_1,f32d032fcc7ae91edcd8204caf9d1d700b3b1fa4a2706e8dae7ae1f1838c5dcc,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-68d1b290122945bd,lane_1,bdcf9f6f0c9224ae95592123c3ad2570c6dfad912543a9061dd22dc77e2f5de0,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-150a3037d2a702b2,lane_1,65b8ec3ece7a8a75c021136ee21dc7da034aa9caac8e8e5312dc4a533dec763d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-22e1fab404c020ba,lane_1,94de8d8f2c7ba88f3c48ef896690b3f6f705e293756868d6ec4f36e4ff386c61,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-e25b92b3e01196cc,lane_1,d5222e4d2639530d20117ce7e253a4dec88ebf5941028c68c39f0ea25218849d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-8f86a0273749c946,lane_1,915681afc99ed03903a208564b67e6a25b66a8ce02f0500b932d363270a87bad,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-bfc24c80db5c0792,lane_1,c93642e3e666810e7385676685ec86103afc79e3a1cbcbd7292ca02318c8eb6f,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-4ae31befd1e32833,lane_1,67f05e05c1d4b04a01a914e3d0ccfc6ab05491dee54d50472065e7915c999754,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-819134561f0724b1,lane_1,6d4f78f65ea76110e71ae2344ae083f1ee47d7f1324c8d705fddc574bd05ac16,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-13912260cef0ad37,lane_1,f28efb2f9d38fd0e136100d716de3653bfc48309c1cdf04e4701c93d16602758,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-5e6e320bf52f86e3,lane_1,ce83cd5e88aa0aff4baefdc9e7b2835cdb7e96e8a5bb94380e9f801dc5586975,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-81a6e8d9fa136f18,lane_1,e0a54bd8535500d7699db136916a722c3079113d22a5fdf78b31eb5d4732b3c4,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-266b714a620ee6c5,lane_1,f6a331ac8311e9d6b605f8ff4cb2ba5a7260fcbbaf1c79abb60320aa9d974a1d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a02c4eb1c6e2ebcb,lane_1,d6a39d3b0b9e083c657804687dd236ebe62a5f85c97b91a20af0168c6cec53a8,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-58b3ba0624cc1ff7,lane_1,c5affa163409b8e96516e606cd40baf0b667e9a91d266d95240333d637963f1a,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-4c8a362d3d438185,lane_1,789c35b59297934b0aa5ef7e378422d354d9bc3036cb07b2ae91266bc79b4c18,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-7312bce46ce4ed1a,lane_1,8e683352db5948819ea856d61d3cfcbecfea25642434865f835d63fe2bba6fe2,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-26add4dbf3da5c40,lane_1,564081164f55fb50529f126c72ffeb3b160ee2c12214700186288e7239af27e4,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-c39e9da2d894f159,lane_1,5fb157059e38db94efba9a1ea36622a7fc88a665170b126d466d87fc5bcf8742,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-98e69464d9024892,lane_1,6fe92295258022ca557a50a413779d6589199e6bb005e905d7b576f257bc7565,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a2fc421d92df084c,lane_1,e0756aad548011241cd7704130dc4dc246b8761b42c6be649db6096f3ac254f1,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-849f0ff0433716a4,lane_1,7b0771d6ce1e89f936b6211508167ae843855753eec8d3adc3e105589b04a0c4,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-911261155c9e8c0b,lane_1,d4b2d663d9a8a3b6da6571d46af0b34d549eb1da9dc9fad6ad46b34fc860e003,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-7dda59e826844837,lane_1,2615f717fba84ddfdcb32744c2362c16875b25dfc7512ec79237d752bd45cb2d,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-76de8616cf5bcda1,lane_1,de68150a725ec08740217bb587f0bc52b31c4b616d2c66fc4208671009c09ff1,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-e08c36fa4ea37220,lane_1,cf7a05fcce6912a99611bce929c453ae121610db2f8a413a4972ce6d3a54a3cd,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-713a92e87335f197,lane_1,42920c02c4e1ae4c4ddf7df9000bd700c4a75031a75f4a02de70b0343e9b78da,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-5399eb8df58cb8a1,lane_1,f9f7c99e46164fec37cba0bc4b9377d7f0c779a7f41e322e08a9378962f803da,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-72480d96f4bc159f,lane_1,f6f948866bd964f5f1dfc7439b20f734864b7804b0355cb8510d940074180e76,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-c40052534ec14673,lane_1,e8b66e92dc6a93256cdfe2ae2225b8ba453bb46f6c661d1f6233d6222750a344,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-810a2d2b1142dc58,lane_1,c0198f39356b19ce22e55e1d10cbd0bfb11a1c395eb8b0ee2e930b8c4b24b1e7,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-3d71a7091f056cbb,lane_1,35115c6e061ff809f7838404598e4996bb7239c6fad64fa3d4511f457377f056,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-50bbcb1012e1df6f,lane_1,f2cf833a49627cdd1fc2f54d31a1bbf527d59c8564cb9ed2096a86f09e80257f,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-2948461c31641c91,lane_1,0a73f505e4d668cb453757fc9faed10a072639e22a94a0e8e71d8bc254591092,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-a4b1a306d4fa7a13,lane_1,1a37802883cd46b5e6c2694e073e39403d418b4e27e62831579ca158a3521c9b,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-8222478b348b9fde,lane_1,5dbc6d4d506d6e0aa183fdfec763824030711e065ac7a64ed979f63a94604bd4,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-d8bbef4055fb71e7,lane_1,132eff782b275402363e134a5dd8602f0c4e8c80bfbd3934c09974c03da4e7be,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-964b59108ebe6506,lane_1,a1ea20fca14b9e151192602114305d734239a287105bab1c1410a9a77e149e79,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
TS4-1-127b2b3958a53bb0,lane_1,a3e66c19191bd69d1f2c6dc105ede59d159c2128c32b62fe7bb2209588335e04,municipality_seen_safety_lead_target_unit_not_seen,low,true,new counterpart/mechanism target
