retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes,exclusion_layer,preserved_exclusion_status,verification_timestamp,candidate_only_lineage_status,http_status,notes,excluded_from_readiness_queue
RS429-83b318c4ca1aae0db067,TS4L-a1f72c7eaac5c376d84f,lane_1,tier_a,verification_ready_high,https://readingea.com/forms/REA%20Contract%20Document.pdf,COLLECTIVE BARGAINING AGREEMENT by and between the School District of Reading and the Reading Education Association (Contract Document),Reading,PA,non_safety_comparator,Education (professional/teaching unit),Reading Education Association,"September 1, 2012 through August 31, 2019",2014-01-01,2019-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City/School District of Reading, PA (match)",Overlaps 2014-2019 window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,5904782,79e49dadb4c23c5dc6cd5f6887e92fd89c8055b8e9b7e608935250ac94ad8b99,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-83b318c4ca1aae0db067.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:07Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,43,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-970a9c435d67171cf376,TS4L-ef525a87b5ef8a9814a0,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-04-0658.pdf,Collective bargaining agreement (Westerville City School District Board of Education & Westerville Educational Support Staff Association) — SERB PDF (21-MED-04-0658),Westerville,OH,non_safety_comparator,Educational Support Staff Association (WESSA) (school district support staff bargaining unit),Westerville Educational Support Staff Association (WESSA) / Westerville City School District Board of Education,"Includes salary base increases effective July 1, 2021; July 1, 2022; July 1, 2023 (within expected 2021–2023 window)",2021-07-01,2023-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Westerville match (city/school district named in document context),Overlaps 2021–2023 (salary base effective dates for 2021/2022/2023 shown),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,24116681,5bbb6d399a58c54a8f98051824dd3bc0510974cce84d52ff979123befa34971b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-970a9c435d67171cf376.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:11Z,integrity_pass,oversized_for_text_pass,pdf_exceeds_bounded_text_pass_size_or_page_limit,86,false,unknown,1.6,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,oversized_for_text_pass,,,,,
RS429-a1041591353e2f23459e,TS4L-a9b0c5cebd4af19c46d1,lane_1,tier_a,verification_ready_high,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/schools.rsu1_.2024-2027.pdf,Maine Labor Relations Board: RSU 1 (2024-2027) — schools collective bargaining agreement / contract document,Presque Isle,ME,non_safety_comparator,Schools (non-safety public employees; specific job groups not yet identified),RSU 1 schools bargaining unit (name not yet extracted),2024-2027 (as listed in locator/filename),2024,2027,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_possible_via_locality_context (not yet established),overlapping_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1314602,7966627ca8a2d029be2e6d62e3383adfd95326cee309475c4e93bbecb4831879,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a1041591353e2f23459e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:07Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,22,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-b44f7434fd91c8a89d6e,TS4L-288a414f85335d8df1e8,lane_1,tier_b,verification_ready_medium,https://www.rentonschools.us/fs/resource-manager/view/72918380-8377-4f24-adae-9e70c25c3e45,RPTA 2024-2026 Collective Bargaining Agreement (Renton School District 403 x Renton Professional–Technical Association/Washington Education Association/National Education Association),Renton,WA,non_safety_comparator,Professional-technical (non-safety staff categories as defined in agreement),Renton Professional–Technical Association (RPTA) (WEA/NEA affiliations listed on cover),"September 1, 2024–August 31, 2026",2024-09-01,2026-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"City-of-Renton match (Renton School District 403; Renton, WA)",Exact match to expected 2024–2026 period on cover/title,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,2653522,963851c91964ede540da9d0f9aa488ac73546ad9dc521d586fe7463b2765982d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b44f7434fd91c8a89d6e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:13Z,integrity_pass,needs_review,pdf_encrypted_or_locked,75,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,
RS429-bd959d6f7902a64eede8,TS4L-0ffd423d1376a86041e9,lane_1,tier_a,verification_ready_high,https://seiu73.org/wp-content/uploads/2021/08/Lake-in-the-Hills-Public-Works-Jan-1-2018-Dec-31-2022.pdf,"Agreement by and between the Village of Lake in the Hills and SEIU Local 73 (Public Works) (Jan 1, 2018 – Dec 31, 2022) [PDF]",Lake in the Hills,IL,non_safety_comparator,Public Works (laborers/utilities/water operations) – SEIU Local 73 bargaining unit,"S.E.I.U., Local 73 (Public Works employees bargaining unit)","January 1, 2018 – December 31, 2022",2018-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_2020-2023,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,5506793,7afdae0cfce96ac2c9f5a5483042bdb604bd0d78fcae6232fb602f45a605eb5c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd959d6f7902a64eede8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,104,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-d6aea680b9eb217a999e,TS4L-ddc756009a04bb40d91c,lane_1,tier_b,verification_ready_medium,https://resources.finalsite.net/images/v1715777944/pfsdcom/x0w2yxfdlh3gfufus2pa/AgreementSY24-25FINAL.pdf,Agreement SY24-25 FINAL (Post Falls Education Association),Post Falls,ID,non_safety_comparator,Educators (contract + salary schedule appendix),Post Falls Education Association (PFEA),SY24-25 (as indicated by filename),2024-08-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Post Falls, ID (school district in Post Falls)",unclear (cycle inferred from SY24-25 only),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1840275,f1ad3a131d468984585553bd19e84ee50b53c9d8fdede123b0b8f24e056f3af2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d6aea680b9eb217a999e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:24Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,19,false,false,1.3,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-f344d0fca0fde4ccebd8,TS4L-63f603be0d80a5ca2a39,lane_1,tier_a,verification_ready_high,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/schools.presqueisle.2024-2026.pdf,Maine Labor Relations Board: Presque Isle (2024-2026) — schools collective bargaining agreement / contract document,Presque Isle,ME,non_safety_comparator,Schools (non-safety public employees; specific job groups not yet identified),Presque Isle schools bargaining unit (name not yet extracted),2024-2026 (as listed in locator/filename),2024,2026,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_expected,overlapping_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1501740,754ced64d509951309f98a0bbdecbafe10308e55e9ebf50e462f45a3fe78493b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f344d0fca0fde4ccebd8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:06Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,24,false,false,1.3,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-0ac8a7b9bfc6ace2defa,TS4L-c6c4bcbb5860ad040f45,lane_2,tier_b,verification_ready_medium,https://www.teanecknj.gov/media/wabc4eng/local-42-fmba-contract-2020-2023.pdf,Local 42 FMBA Contract 2020-2023 (Teaneck Township),Teaneck,NJ,safety_and_non_safety_bargaining_units,Firefighters (FMBA Local 42),Teaneck Firemen's Mutual Benevolent Association (FMBA) Local 42,2020-2023,2020-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_teaneck_match,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1806658,4d89aa8ad49830992c74fbaf2ca52e387cfac813cdfc8376ca5ca8d9788b90ed,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0ac8a7b9bfc6ace2defa.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,44,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-0dc8127461056a7c5d8c,TS4L-96ba0592b25db5bf2c2c,lane_2,tier_b,verification_ready_medium,https://www.westportps.org/uploaded/site_files/www/Human_Resources/Nurses_-_Health_Assistants_Contract_July_1_2019_-_June_30_2022.pdf,"Collective Bargaining Agreement: Westport Board of Education and Local 1303, Chapter 153 of Council #4 (Nurses/Health Assistants) (July 1, 2019 – June 30, 2022)",Westport,CT,safety_and_non_safety_bargaining_units,Nurses / Health Assistants (school staff),"Local 1303, Chapter 153 of Council #4 (as named in PDF title/heading)","July 1, 2019 – June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Westport CT match (Westport Public Schools site),Overlaps 2014-2024 window (2019-2022),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1994977,39ff42ea831353b01469f687d16ae88ca671395e657cd841899f0acfc0f01f0e,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0dc8127461056a7c5d8c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:48Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,32,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-38c66f52a97752150772,TS4L-8c09429772620a1fae12,lane_2,tier_b,verification_ready_medium,https://www.waukeganil.gov/DocumentCenter/View/9530,"Metropolitan Alliance of Police (MAP) Waukegan Police Sergeant’s Chapter #285, May 1, 2022 - April 30, 2026 (PDF) — Waukegan, IL (Collective Bargaining Agreements)",Waukegan,IL,safety_and_non_safety_bargaining_units,"Police (Sergeants, MAP)",Metropolitan Alliance of Police (MAP) Waukegan Police Sergeant’s Chapter #285,"May 1, 2022 - April 30, 2026",2022-05-01,2026-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Matched on City of Waukegan CBA listing context,Overlaps target window (2014-2024) via 2022-2024 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,2709879,bf50a4914500c43a81032d86462d8052caace53f1672877cdb679a0a9c02640d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-38c66f52a97752150772.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:46Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,52,false,false,1.6,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-55bd7381b301f9f74ab8,TS4L-91fa45faf804be91e7ee,lane_2,tier_b,verification_ready_medium,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/documents/orders/2014/june/radnor%20association%20of%20township%20employees%20pe14-88.pdf,"Radnor Township v. Radnor Association of Township Employees — Pennsylvania Labor Relations Board (Final Order) (PERA-C-14-88-E) (June 17, 2014)",Radnor,PA,safety_and_non_safety_bargaining_units,Township employees (non-safety public employees; association represents bargaining unit),Radnor Association of Township Employees,Case/order issued in 2014 (grievance settlement / bargaining-unit representation dispute; contract referenced in charge attachments),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Radnor, PA match",Within expected 2014–2024 window (cycle not explicitly inferable from title/locator alone),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,102482,0e88626e270c1fda699da4c68154ae418d193b9e88e015dbe03c70da06cbf856,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-55bd7381b301f9f74ab8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:46Z,integrity_pass,needs_review,pdf_encrypted_or_locked,2,true,unknown,1.6,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,
RS429-6e8a479c3002532653bc,TS4L-d64b7a5e3cd3fd608979,lane_2,tier_b,verification_ready_medium,https://www.bloomfieldtwp.org/media/cfmdekzh/police-command-contract-2020-2026-2.pdf,COLLECTIVE BARGAINING (Bloomfield Township) — Police Command Unit Contract 2020-2026,Bloomfield charter,MI,safety_and_non_safety_bargaining_units,Police (safety),Police Command Officers (POLC) (as indicated in the contract title and township labor agreements),"April 1, 2020 to March 31, 2026",2020-04-01,2026-03-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield Charter Township (MI) matched,Overlaps expected 2014-2024 window (overlap approx. 2020-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,570225,00e460774862dfce8e3897fbf41bbe1cd580b4ee90e6cf3e7506e31f6788ef7f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e8a479c3002532653bc.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:53Z,integrity_pass,needs_review,pdf_encrypted_or_locked,71,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,
RS429-6f58e72bcada7ae53e72,TS4L-8feef858d081f1836282,lane_2,tier_b,verification_ready_medium,https://www.pths209.org/fs/resource-manager/view/7047cf35-b59b-49b7-b4fa-63166864d308,Proviso Custodial and Maintenance Union Agreement (2021-2025) (CBA) [Proviso Township High Schools District 209],Proviso,IL,safety_and_non_safety_bargaining_units,custodial and maintenance,Proviso Custodial and Maintenance Union Agreement,2021-2025,2021,2025,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Proviso municipality match via Proviso Township High Schools District 209 labor contract posting,overlaps target window (2014-2024) for 2021-2024 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1277984,a38a5431a8d392b99bb20273a874a308ee8a1d15d2dbb73765b018872d22f8f4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6f58e72bcada7ae53e72.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:46Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,36,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-789d77c97b66329716a1,TS4L-cb6da7be5f0f4c76d347,lane_2,tier_b,verification_ready_high,https://www.teanecknj.gov/media/mplo0nmf/pba-contract-2022-2026.pdf,PBA Contract 2022-2026 (Teaneck Township),Teaneck,NJ,safety_and_non_safety_bargaining_units,Police (PBA),Teaneck Police Benevolent Association (PBA),2022-2026,2022-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_teaneck_match,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,3256454,9d019e0fea08730800195fe3961c82bcec3e19228dabba988ff72d6c19f77830,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-789d77c97b66329716a1.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,66,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-8d8a4b5c9618c8798ef0,TS4L-126405992b11dd87ffc4,lane_2,tier_b,verification_ready_medium,https://4.files.edl.io/c111/05/25/21/144711-28ba2551-299c-4cc5-a06f-a29257be6372.pdf,Maintenance Agreement through June 2027 — Hempfield Area School District (Collective Bargaining Agreement listing page linked),Hempfield,PA,safety_and_non_safety_bargaining_units,Maintenance / custodial / facilities support staff (maintenance bargaining unit),Maintenance bargaining unit (name not confirmed from listing alone),through June 2027 (maintenance agreement),,2027,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Exact municipality match indicated by district name (Hempfield Area School District).,Likely overlaps the latter part of the target window (2014-2024) only if the agreement includes portions that began by 2024; cycle start not confirmed from listing.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,9944398,64a2abed7db5778446873412db25d7724d9ed28ee8902432c63a489d47394f92,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8d8a4b5c9618c8798ef0.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:27Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,62,false,false,1.7,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-95d3e40bd83110f48c09,TS4L-14b8ef0a6d8d55d517ca,lane_2,tier_b,verification_ready_medium,https://www.pths209.org/fs/resource-manager/view/9b20ba25-70a2-4b82-9512-2ed0dc4b1f76,Proviso Maintenance Staff (2017-2021) (CBA) [Proviso Township High Schools District 209],Proviso,IL,safety_and_non_safety_bargaining_units,maintenance staff,Proviso Maintenance Staff,2017-2021,2017,2021,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Proviso municipality match via Proviso Township High Schools District 209 labor contract posting,overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,960050,551284c385e33a4cdc2817e08bd386b814ee27ea36d95ebba7260e124a803949,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-95d3e40bd83110f48c09.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:27Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,37,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-994b0a6acfc930cd3c0c,TS4L-2d2d8e5e85597f6acc12,lane_2,tier_b,verification_ready_medium,https://www.waukeganil.gov/DocumentCenter/View/9192,"Waukegan Police Benevolent Labor Committee Unit #42 May 1, 2022- April 30, 2026 (PDF) — Waukegan, IL (Collective Bargaining Agreements)",Waukegan,IL,safety_and_non_safety_bargaining_units,Police (Benevolent Labor Committee Unit #42),Waukegan Police Benevolent Labor Committee Unit #42,"May 1, 2022 - April 30, 2026",2022-05-01,2026-04-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Matched on City of Waukegan CBA listing context,Overlaps target window (2014-2024) via 2022-2024 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,3592247,1c822628318b7444c0e6e7f769a4c4bf5a99be0c258a3d6b6810bea967ec8dd6,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-994b0a6acfc930cd3c0c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:29Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,71,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,
RS429-9ec7e22546fde8998fd2,TS4L-be155254fc856829368b,lane_2,tier_b,verification_ready_medium,https://www.dailyherald.com/20160221/news/teachers-union-lake-villa-school-board-pleased-with-new-deal/,"Teachers union, Lake Villa school board pleased with new deal (Daily Herald, Feb. 21, 2016)",Lake Villa,IL,safety_and_non_safety_bargaining_units,Teachers (bargaining unit: Lake Villa Federation of Teachers),Lake Villa Federation of Teachers,2016 (describes a four-year tentative agreement after impasse/mediation),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (press coverage indicating resolution after bargaining impasse),strike_or_no_strike_constraint,"same_city_match (Lake Villa, IL)",overlap_possible (2014-2024 window; article is within 2016),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,text/html,.html,212,d02032286070b4dd9d8fbd985a7bdca8af8edf52b89ff177db3bfcb2c8a9c43d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9ec7e22546fde8998fd2.html,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:51Z,integrity_pass,needs_review,html_visible_text_signal_too_weak,,not_applicable,not_applicable,,0,0,weak_or_noisy,212,0,0,1,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,
