qualitative_observation_id,extraction_case_id,document_identity_id,source_review_id,text_table_detection_id,raw_retained_content_hash,mechanism_type,page_number,bounded_evidence_pointer,bounded_packet_manifest_sources,bounded_page_pointer_exact_match,bounded_text_payload_available,literal_verbatim_evidence_span,span_start,span_end,span_length,span_sha256,span_capture_status,span_capture_reason_code,span_qa_pass
lobs_b9d202876deeb73aa2f4549d,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,implementation_or_effective_date_logic,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=12,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_6cc637f539064f5afeb513a3,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,implementation_or_effective_date_logic,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=11,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9e35c62b251ba6c492f43845,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,implementation_or_effective_date_logic,13,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=13,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ce79cb405b873e74651380ce,cex_a8b0a89bfcd3f21db563404c,doc_3d0b06598d71d840b43df276,sr_5c336396ca5dee10f7c15151,ttd_47afca94785efa8720695f20,f3c5110b05874d3a417767c17e70c35b3a240df060bc2d5629de4e4a2b3b4009,other,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0063_sr_5c336396ca5dee10f7c15151.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_431a2b8e554eaa7895468a3d,cex_634d8c2916509fe7e7dce92c,doc_032ec138ab96d8e495bb72c3,sr_2b64a90c6f6403d9713a2c99,ttd_fbd5fadbb062e75ec84aacaa,e0c2d5d94fdfacfd92b5214f88775beb5351049844db20a6ed6f6c3258a53c72,other,7,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0034_sr_2b64a90c6f6403d9713a2c99.pdf#page=7,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d98fff5255c457eea15cabb3,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,implementation_or_effective_date_logic,14,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=14,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_292d9796370207a0579edcf2,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,implementation_or_effective_date_logic,15,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=15,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_3b71a7769a9603c9ab4b1525,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,arbitration_or_factfinding_reasoning,16,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_6cbf1c39b0f51086f0e11eea,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,arbitration_or_factfinding_reasoning,16,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_95764190f29134137cd01e50,cex_33977d3af49d1e09bf99cb6c,doc_391573494520678714847bc7,sr_b3eafc2ef5bb713329952dbb,ttd_2474baf52a21a32eb2a6f8fc,e41f8ce9354db395460251465294d787e9bfcb947627583196d6c48b7d78a92d,collective_bargaining_agreement_terms,21,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0071_sr_b3eafc2ef5bb713329952dbb.pdf#page=21,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ae0339ecb94e46a95189a064,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,implementation_or_effective_date_logic,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_1dd83b919e4ca906ca171ac2,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,other,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=12,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_863c3111652bf3c925800421,cex_141f074f6b04c3604758829d,doc_38be1a40d84fddbc579c5334,sr_5d67ae36c41dcdd50c2a7832,ttd_4f6e0236c7b7414d86104f70,87485965edd921e96ee5be8fa69d148fb2d8cb2214b911a37931dfd4ce40098e,implementation_or_effective_date_logic,13,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0465_sr_5d67ae36c41dcdd50c2a7832.pdf#page=13,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_b6826edf4f5d071e5c03c501,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,sr_699e21fcf09995693a5fcc68,ttd_2ce5b14e34446374d0a0d9e6,91cbf232d869e35f55bb689341326880223a7dd2a7eb357b73479ec4ec5428e3,implementation_or_effective_date_logic,29,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=29,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_21ac4209eef12edb08f872fd,cex_984cbbc236fcfff6e4a419d0,doc_c42d5fc6002f27cfaaf337b0,sr_699e21fcf09995693a5fcc68,ttd_2ce5b14e34446374d0a0d9e6,91cbf232d869e35f55bb689341326880223a7dd2a7eb357b73479ec4ec5428e3,implementation_or_effective_date_logic,29,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_699e21fcf09995693a5fcc68.pdf#page=29,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9efdea2c365fc28d34ed3044,cex_d3bedbd7465b1697d943e559,doc_86284c130e4f45d655b885c6,sr_01d1561c19aa1c306c3e02d3,ttd_d9f42e095b3d0d19b338245b,94b372a9c7eca7945784bb062d1694111b4f810584dbcdd43422b5ec1cfb04de,fiscal_constraint_or_budget_logic,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0124_sr_01d1561c19aa1c306c3e02d3.pdf#page=7,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d3d573231a07293d94e2d104,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,sr_3cfa38419b6ac6da812bae2b,ttd_da31df639e8a22c336d5112e,cd51f7d9285934c97df69c776c2765b7ac49af8d868552e21fedbda028688f6c,implementation_or_effective_date_logic,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=11,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a1f5ab1c333353c445d905c0,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,sr_3cfa38419b6ac6da812bae2b,ttd_da31df639e8a22c336d5112e,cd51f7d9285934c97df69c776c2765b7ac49af8d868552e21fedbda028688f6c,certification_or_education_incentive,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_78dd4f542da8de769ba5a5cf,cex_2493343e2699ca44a4c9900d,doc_338a24240ab9e150cb615385,sr_3cfa38419b6ac6da812bae2b,ttd_da31df639e8a22c336d5112e,cd51f7d9285934c97df69c776c2765b7ac49af8d868552e21fedbda028688f6c,implementation_or_effective_date_logic,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0261_sr_3cfa38419b6ac6da812bae2b.pdf#page=12,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_720565be31168bc3b22fcbc8,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,sr_a72e083524458d0c5609eb25,ttd_09fb6576f51cf2e9174afd53,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,step_movement_or_seniority,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_7f7c22365548f27e2caeea75,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,sr_a72e083524458d0c5609eb25,ttd_09fb6576f51cf2e9174afd53,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,implementation_or_effective_date_logic,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_46d31915d6b1e44f58f9be34,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,sr_a72e083524458d0c5609eb25,ttd_09fb6576f51cf2e9174afd53,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,step_movement_or_seniority,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=15,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_72f606afb1c53d4a8fb1513a,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,sr_a72e083524458d0c5609eb25,ttd_09fb6576f51cf2e9174afd53,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,implementation_or_effective_date_logic,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=15,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a8601879c61cc5ec97b9b4be,cex_10f89b8ade8ce1cb0b9b4b76,doc_87b9746bf3f9c141fd992c88,sr_a72e083524458d0c5609eb25,ttd_09fb6576f51cf2e9174afd53,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,arbitration_or_factfinding_reasoning,30,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf#page=30,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_626a31b27c1f9eaa39014daa,cex_059fe0eff62409749bf63f97,doc_b9d8e95772fd3e65214eeaf0,sr_e77936a08256f24d1ce59358,ttd_d393887e1f88cebcacf984fb,4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,implementation_or_effective_date_logic,14,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf#page=14,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_0093f383300aa7e226eab79f,cex_059fe0eff62409749bf63f97,doc_b9d8e95772fd3e65214eeaf0,sr_e77936a08256f24d1ce59358,ttd_d393887e1f88cebcacf984fb,4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,collective_bargaining_agreement_terms,14,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf#page=14,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_eb01e76072c01b81ff774f2e,cex_059fe0eff62409749bf63f97,doc_b9d8e95772fd3e65214eeaf0,sr_e77936a08256f24d1ce59358,ttd_d393887e1f88cebcacf984fb,4714cc08edafb13bde6e6bf17c8c946e78a719d60d16a87516da4d3f0e4a9c11,collective_bargaining_agreement_terms,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0225_sr_e77936a08256f24d1ce59358.pdf#page=15,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
