state,region,municipality,retained_source_count,text_ready_count,corrupt_or_unreadable_count,encrypted_or_locked_count,html_text_later_count,needs_review_count,ocr_later_or_defer_count,other_document_text_later_count,oversized_for_text_pass_count,parse_text_layer_later_count,readiness_error_count,shell_or_navigation_only_count,unsupported_for_text_extraction_count
AL,South,Scottsboro,1,1,0,0,0,0,0,0,0,1,0,0,0
AL,South,Sheffield,1,1,0,0,1,0,0,0,0,0,0,0,0
AL,South,Southside,3,3,0,0,3,0,0,0,0,0,0,0,0
AL,South,Spanish Fort,1,1,0,0,0,0,0,0,0,1,0,0,0
AL,South,Talladega,4,4,0,0,0,0,0,0,0,4,0,0,0
AR,South,Austin,1,0,0,0,0,0,1,0,0,0,0,0,0
AR,South,Batesville,1,1,0,0,1,0,0,0,0,0,0,0,0
AR,South,Beebe,2,0,0,0,0,2,0,0,0,0,0,0,0
AR,South,Brookland,2,2,0,0,0,0,0,0,0,2,0,0,0
AR,South,Cave City,5,1,0,0,1,1,0,0,0,0,0,3,0
AR,South,Cherokee Village,2,2,0,0,0,0,0,0,0,2,0,0,0
AR,South,Crossett,2,2,0,0,0,0,0,0,0,2,0,0,0
AR,South,Dardanelle,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,El Dorado,4,4,0,0,2,0,0,0,0,2,0,0,0
AR,South,Elkins,3,0,0,0,0,3,0,0,0,0,0,0,0
AR,South,Fairfield Bay,3,0,0,0,0,0,3,0,0,0,0,0,0
AR,South,Farmington,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Forrest City,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Gentry,3,3,0,0,3,0,0,0,0,0,0,0,0
AR,South,Gosnell,1,1,0,0,0,0,0,1,0,0,0,0,0
AR,South,Haskell,3,3,0,0,0,0,0,0,0,3,0,0,0
AR,South,Helena-West Helena,1,1,0,0,1,0,0,0,0,0,0,0,0
AR,South,Hot Springs,1,1,0,0,1,0,0,0,0,0,0,0,0
AR,South,Johnson,2,2,0,0,0,0,0,0,0,2,0,0,0
AR,South,Little Flock,2,1,0,0,1,0,1,0,0,0,0,0,0
AR,South,Little Rock,3,3,0,0,0,0,0,0,0,3,0,0,0
AR,South,Lonoke,3,3,0,0,0,0,0,0,0,3,0,0,0
AR,South,Marion,1,0,0,0,0,1,0,0,0,0,0,0,0
AR,South,Maumelle,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Monticello,1,0,0,0,0,0,1,0,0,0,0,0,0
AR,South,Morrilton,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Mountain Home,2,2,0,0,1,0,0,0,0,1,0,0,0
AR,South,Newport,1,1,0,0,1,0,0,0,0,0,0,0,0
AR,South,Ozark,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Pea Ridge,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Searcy,5,5,0,0,1,0,0,0,0,4,0,0,0
AR,South,Shannon Hills,2,2,0,0,2,0,0,0,0,0,0,0,0
AR,South,Siloam Springs,1,1,0,0,0,0,0,0,0,1,0,0,0
AR,South,Tontitown,2,1,0,0,0,0,1,0,0,1,0,0,0
AR,South,Vilonia,3,3,0,0,2,0,0,0,0,1,0,0,0
AR,South,Ward,1,0,0,0,0,0,1,0,0,0,0,0,0
AR,South,Warren,2,2,0,0,0,0,0,0,0,2,0,0,0
AR,South,Wynne,2,2,0,0,1,0,0,0,0,1,0,0,0
AZ,West,Apache Junction,1,1,0,0,1,0,0,0,0,0,0,0,0
AZ,West,Buckeye,1,0,0,0,0,1,0,0,0,0,0,0,0
AZ,West,Bullhead City,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Carefree,2,1,0,0,0,0,1,0,0,1,0,0,0
AZ,West,Cave Creek,1,1,0,0,1,0,0,0,0,0,0,0,0
AZ,West,Clifton,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Colorado City,2,0,0,0,0,2,0,0,0,0,0,0,0
AZ,West,Coolidge,4,4,0,0,0,0,0,0,0,4,0,0,0
AZ,West,Douglas,1,1,0,0,1,0,0,0,0,0,0,0,0
AZ,West,Duncan,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Eagar,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,El Mirage,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Fountain Hills,4,4,0,0,0,0,0,0,0,4,0,0,0
AZ,West,Fredonia,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Hayden,1,0,0,0,0,0,1,0,0,0,0,0,0
AZ,West,Holbrook,3,1,0,0,1,2,0,0,0,0,0,0,0
AZ,West,Kingman,2,1,0,0,0,0,0,0,1,1,0,0,0
AZ,West,Litchfield Park,2,2,0,0,0,0,0,2,0,0,0,0,0
AZ,West,Miami,3,1,0,0,0,0,2,0,0,1,0,0,0
AZ,West,Nogales,4,3,0,0,0,0,1,0,0,3,0,0,0
AZ,West,Oro Valley,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Page,3,3,0,0,1,0,0,0,0,2,0,0,0
AZ,West,Paradise Valley,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Parker,2,0,0,0,0,2,0,0,0,0,0,0,0
AZ,West,Patagonia,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Payson,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Phoenix,4,4,0,0,0,0,0,0,0,4,0,0,0
AZ,West,Pima,2,2,0,0,1,0,0,0,0,1,0,0,0
AZ,West,Pinetop-Lakeside,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Quartzsite,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Show Low,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Sierra Vista,1,1,0,0,1,0,0,0,0,0,0,0,0
AZ,West,Somerton,3,3,0,0,1,0,0,0,0,2,0,0,0
AZ,West,Springerville,2,2,0,0,0,0,0,0,0,2,0,0,0
AZ,West,Star Valley,3,3,0,0,0,0,0,0,0,3,0,0,0
AZ,West,Tucson,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Wellton,1,1,0,0,0,0,0,0,0,1,0,0,0
AZ,West,Willcox,2,2,0,0,1,0,0,0,0,1,0,0,0
AZ,West,Williams,4,3,0,0,1,0,1,0,0,2,0,0,0
AZ,West,Youngtown,2,1,0,0,1,0,1,0,0,0,0,0,0
CA,West,Agoura Hills,1,0,0,0,0,0,0,0,1,0,0,0,0
CA,West,Anderson,2,1,0,0,0,0,0,0,1,1,0,0,0
CA,West,Antioch,1,0,0,0,0,0,1,0,0,0,0,0,0
CA,West,Artesia,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Auburn,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Avenal,4,4,0,0,2,0,0,0,0,2,0,0,0
CA,West,Beaumont,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Blythe,6,6,0,0,1,0,0,0,0,5,0,0,0
CA,West,Burbank,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,California City,1,0,0,0,0,0,1,0,0,0,0,0,0
CA,West,Calimesa,3,2,0,0,0,0,1,0,0,2,0,0,0
CA,West,Canyon Lake,2,1,0,0,0,1,0,0,0,1,0,0,0
CA,West,Carpinteria,3,2,0,0,0,0,0,0,1,2,0,0,0
CA,West,Ceres,2,1,0,0,1,0,0,0,1,0,0,0,0
CA,West,Citrus Heights,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Colusa,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Concord,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Corning,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Coronado,6,6,0,0,0,0,0,0,0,6,0,0,0
CA,West,Corte Madera,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Covina,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Crescent City,2,1,0,0,0,0,0,0,1,1,0,0,0
CA,West,Exeter,4,1,0,0,0,0,3,0,0,1,0,0,0
CA,West,Fairfax,2,1,0,1,0,0,0,0,0,1,0,0,0
CA,West,Fillmore,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Firebaugh,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,Fontana,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Fortuna,2,1,0,0,0,0,1,0,0,1,0,0,0
CA,West,Gardena,2,2,0,0,1,0,0,0,0,1,0,0,0
CA,West,Gridley,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Guadalupe,6,2,0,0,0,0,4,0,0,2,0,0,0
CA,West,Healdsburg,1,0,0,0,0,0,0,0,1,0,0,0,0
CA,West,Hermosa Beach,1,0,0,0,0,1,0,0,0,0,0,0,0
CA,West,Hollister,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Imperial Beach,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Indio,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Inglewood,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Ione,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Kingsburg,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,La Mesa,2,2,0,0,1,0,0,0,0,1,0,0,0
CA,West,La Palma,3,2,0,0,1,0,1,0,0,1,0,0,0
CA,West,Laguna Woods,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Live Oak,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Los Alamitos,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Los Banos,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Mendota,2,1,0,0,0,0,1,0,0,1,0,0,0
CA,West,Mill Valley,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Montebello,2,0,0,0,0,0,2,0,0,0,0,0,0
CA,West,Monterey Park,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,Moreno Valley,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Morro Bay,3,2,0,0,0,0,0,0,1,2,0,0,0
CA,West,Newman,3,3,0,0,3,0,0,0,0,0,0,0,0
CA,West,Novato,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Orange Cove,2,0,0,0,0,0,2,0,0,0,0,0,0
CA,West,Orinda,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,Orland,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,Oxnard,4,4,0,0,0,0,0,0,0,4,0,0,0
CA,West,Pinole,4,4,0,0,1,0,0,0,0,3,0,0,0
CA,West,Pittsburg,1,0,0,0,0,1,0,0,0,0,0,0,0
CA,West,Placerville,3,2,0,0,0,0,1,0,0,2,0,0,0
CA,West,Rancho Mirage,1,0,0,1,0,0,0,0,0,0,0,0,0
CA,West,Redding,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,Rocklin,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Rohnert Park,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,San Leandro,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,San Marino,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,San Ramon,2,1,0,1,0,0,0,0,0,1,0,0,0
CA,West,Santa Ana,1,0,0,0,0,1,0,0,0,0,0,0,0
CA,West,Santa Maria,2,1,0,0,1,0,0,0,0,0,0,1,0
CA,West,Santa Monica,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Santee,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Seal Beach,1,0,0,0,0,0,0,0,1,0,0,0,0
CA,West,Sebastopol,5,5,0,0,0,0,0,0,0,5,0,0,0
CA,West,Shasta Lake,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Sierra Madre,4,3,0,0,0,0,1,0,0,3,0,0,0
CA,West,Solana Beach,3,3,0,0,0,0,0,0,0,3,0,0,0
CA,West,Sonoma,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Sonora,4,4,0,0,0,0,0,0,0,4,0,0,0
CA,West,South El Monte,1,1,0,0,1,0,0,0,0,0,0,0,0
CA,West,South Gate,1,0,0,0,0,0,0,0,1,0,0,0,0
CA,West,Stockton,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Tehachapi,2,2,0,0,0,0,0,0,0,2,0,0,0
CA,West,Tiburon,1,1,0,0,0,0,0,0,0,1,0,0,0
CA,West,Vallejo,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Aspen,1,0,0,0,0,0,0,0,1,0,0,0,0
CO,West,Buena Vista,1,0,0,0,0,0,1,0,0,0,0,0,0
CO,West,Castle Pines,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Castle Rock,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Cañon City,3,3,0,0,0,0,0,0,0,3,0,0,0
CO,West,Cherry Hills Village,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Commerce City,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Cortez,2,2,0,0,1,0,0,0,0,1,0,0,0
CO,West,Elizabeth,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Englewood,3,3,0,0,0,0,0,0,0,3,0,0,0
CO,West,Evans,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Federal Heights,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Firestone,2,2,0,0,2,0,0,0,0,0,0,0,0
CO,West,Florence,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Fort Morgan,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Frederick,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Granby,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Greenwood Village,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Gypsum,2,1,0,1,0,0,0,0,0,1,0,0,0
CO,West,Johnstown,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Lafayette,3,2,0,0,2,0,0,0,1,0,0,0,0
CO,West,Limon,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Littleton,1,0,0,0,0,1,0,0,0,0,0,0,0
CO,West,Lone Tree,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Manitou Springs,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Mead,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Montrose,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,New Castle,1,0,0,0,0,0,1,0,0,0,0,0,0
CO,West,Northglenn,3,3,0,0,0,0,0,0,0,3,0,0,0
CO,West,Parker,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Rifle,1,1,0,0,0,0,0,0,0,1,0,0,0
CO,West,Snowmass Village,2,2,0,0,2,0,0,0,0,0,0,0,0
CO,West,Steamboat Springs,1,0,0,0,0,1,0,0,0,0,0,0,0
CO,West,Superior,2,2,0,0,2,0,0,0,0,0,0,0,0
CO,West,Timnath,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Trinidad,3,3,0,0,0,0,0,0,0,3,0,0,0
CO,West,Wellington,2,2,0,0,0,0,0,0,0,2,0,0,0
CO,West,Wheat Ridge,1,1,0,0,1,0,0,0,0,0,0,0,0
CO,West,Woodland Park,2,1,0,0,0,0,0,0,1,1,0,0,0
CT,Northeast,Avon,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Berlin,3,3,0,0,0,0,0,0,0,3,0,0,0
CT,Northeast,Brookfield,4,1,0,0,0,0,3,0,0,1,0,0,0
CT,Northeast,Brooklyn,1,1,0,0,1,0,0,0,0,0,0,0,0
CT,Northeast,Cheshire,1,1,0,0,1,0,0,0,0,0,0,0,0
CT,Northeast,Colchester,5,3,0,0,2,0,2,0,0,1,0,0,0
CT,Northeast,Coventry,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,Cromwell,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Durham,1,0,0,1,0,0,0,0,0,0,0,0,0
CT,Northeast,East Haddam,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,East Hartford,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,East Haven,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,East Lyme,3,3,0,0,0,0,0,0,0,3,0,0,0
CT,Northeast,East Windsor,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Ellington,2,0,0,0,0,0,2,0,0,0,0,0,0
CT,Northeast,Fairfield,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,Greenwich,3,3,0,0,0,0,0,0,0,3,0,0,0
CT,Northeast,Guilford,2,2,0,0,1,0,0,0,0,1,0,0,0
CT,Northeast,Hebron,2,0,0,0,0,0,2,0,0,0,0,0,0
CT,Northeast,Killingly,4,2,0,0,0,0,2,0,0,2,0,0,0
CT,Northeast,Litchfield,2,0,0,0,0,0,2,0,0,0,0,0,0
CT,Northeast,Madison,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Mansfield,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Monroe,1,0,0,0,0,1,0,0,0,0,0,0,0
CT,Northeast,Montville,1,0,0,0,0,1,0,0,0,0,0,0,0
CT,Northeast,New Canaan,5,3,0,0,0,0,2,0,0,3,0,0,0
CT,Northeast,New Milford,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,Newtown,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,North Branford,4,3,0,0,0,0,0,0,1,3,0,0,0
CT,Northeast,Orange,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Plainfield,3,2,0,0,1,0,1,0,0,1,0,0,0
CT,Northeast,Plainville,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,Portland,2,0,0,0,0,0,2,0,0,0,0,0,0
CT,Northeast,Prospect,2,1,0,0,0,0,1,0,0,1,0,0,0
CT,Northeast,Ridgefield,1,1,0,0,1,0,0,0,0,0,0,0,0
CT,Northeast,Seymour,3,3,0,0,0,0,0,0,0,3,0,0,0
CT,Northeast,Simsbury,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Southbury,3,2,0,0,0,0,1,0,0,2,0,0,0
CT,Northeast,Southington,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Stratford,1,0,0,0,0,1,0,0,0,0,0,0,0
CT,Northeast,Suffield,3,0,0,0,0,0,3,0,0,0,0,0,0
CT,Northeast,Trumbull,1,1,0,0,1,0,0,0,0,0,0,0,0
CT,Northeast,Vernon,4,2,0,0,1,2,0,0,0,1,0,0,0
CT,Northeast,Wallingford,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Watertown,3,3,0,0,0,0,0,0,0,3,0,0,0
CT,Northeast,Wilton,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Winchester,4,2,0,0,0,0,2,0,0,2,0,0,0
CT,Northeast,Windsor,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Windsor Locks,2,2,0,0,0,0,0,0,0,2,0,0,0
CT,Northeast,Wolcott,1,1,0,0,1,0,0,0,0,0,0,0,0
CT,Northeast,Woodbridge,1,1,0,0,0,0,0,0,0,1,0,0,0
CT,Northeast,Woodbury,3,1,0,0,0,0,1,0,1,1,0,0,0
DE,South,Arden,3,3,0,0,2,0,0,0,0,1,0,0,0
DE,South,Bellefonte,2,2,0,0,0,0,0,0,0,2,0,0,0
DE,South,Blades,2,2,0,0,0,0,0,0,0,2,0,0,0
DE,South,Bowers,1,1,0,0,1,0,0,0,0,0,0,0,0
DE,South,Bridgeville,3,1,0,0,0,0,2,0,0,1,0,0,0
DE,South,Camden,1,1,0,0,0,0,0,0,0,1,0,0,0
DE,South,Cheswold,2,2,0,0,0,0,0,0,0,2,0,0,0
DE,South,Delmar,4,4,0,0,0,0,0,0,0,4,0,0,0
DE,South,Dewey Beach,1,0,0,0,0,0,1,0,0,0,0,0,0
DE,South,Ellendale,1,1,0,0,0,0,0,0,0,1,0,0,0
DE,South,Elsmere,2,2,0,0,1,0,0,0,0,1,0,0,0
DE,South,Frederica,2,2,0,0,0,0,0,0,0,2,0,0,0
DE,South,Greenwood,2,1,0,0,0,0,1,0,0,1,0,0,0
DE,South,Harrington,1,1,0,0,1,0,0,0,0,0,0,0,0
DE,South,Henlopen Acres,1,1,0,0,0,0,0,0,0,1,0,0,0
DE,South,Houston,2,2,0,0,0,0,0,0,0,2,0,0,0
DE,South,Magnolia,3,3,0,0,3,0,0,0,0,0,0,0,0
DE,South,Millville,3,3,0,0,0,0,0,0,0,3,0,0,0
DE,South,Milton,1,1,0,0,0,0,0,0,0,1,0,0,0
DE,South,Ocean View,3,2,0,0,0,0,1,0,0,2,0,0,0
DE,South,Rehoboth Beach,2,2,0,0,1,0,0,0,0,1,0,0,0
DE,South,South Bethany,3,3,0,0,1,0,0,0,0,2,0,0,0
DE,South,Townsend,3,1,0,0,1,0,2,0,0,0,0,0,0
DE,South,Wyoming,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Arcadia,1,1,0,0,1,0,0,0,0,0,0,0,0
FL,South,Atlantic Beach,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Bay Harbor Islands,1,1,0,0,1,0,0,0,0,0,0,0,0
FL,South,Belle Isle,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Belleview,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Dade City,4,4,0,0,3,0,0,0,0,1,0,0,0
FL,South,Daytona Beach Shores,1,1,0,0,1,0,0,0,0,0,0,0,0
FL,South,Dundee,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Flagler Beach,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Fort Meade,3,1,0,0,0,0,0,0,2,1,0,0,0
FL,South,Gulf Breeze,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,High Springs,2,2,0,0,0,0,0,0,0,2,0,0,0
FL,South,Highland Beach,3,2,0,0,0,0,1,0,0,2,0,0,0
FL,South,Indian Harbour Beach,1,1,0,0,0,0,0,0,0,1,0,0,0
FL,South,Indian River Shores,3,3,0,0,0,0,0,0,0,3,0,0,0
FL,South,Jupiter,1,1,0,0,1,0,0,0,0,0,0,0,0
