readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_path,retained_file_type,retained_file_size_bytes,retained_file_sha256,file_extension,detected_file_type,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBRDY-20260728-caa33ec086a0e997e8f0,CBSRD-20260728-5d6d7bc739d5ef01c930,CBCR-20260728-07574,BSSC-20260727-01221,BCV-20260728-02466,broad_490_preserved_review_queue,readiness_lane_003,11,WI,Midwest,Delafield,,Common Council Meeting Agenda (City of Delafield) — Closed Session: tentative agreement with Delafield Professional Police Association for 2024-2026 collective bargaining agreement,https://www.cityofdelafieldwi.gov/AgendaCenter/ViewFile/Agenda/_08192024-1031?MOBILE=ON,https://cityofdelafieldwi.gov/AgendaCenter/ViewFile/Agenda/_08192024-1031,cityofdelafieldwi.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-5d6d7bc739d5ef01c930.pdf,pdf,151643,13b69ba1dc98add1390fc52799da61c9b30c0b9367bffbe2f256bba48fa886eb,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-b20f4f3f084c8ecacb06,CBSRD-20260728-873420c76caebab2ec97,CBCR-20260728-07575,BSSC-20260727-01222,BCV-20260728-06752,broad_490_preserved_review_queue,readiness_lane_003,12,WI,Midwest,Delafield,,Common Council Meeting Minutes (City of Delafield) — ratify/approve tentative agreement with Delafield Professional Police Association for 2024-2026,https://www.cityofdelafieldwi.gov/AgendaCenter/ViewFile/Minutes/_08192024-1031,https://cityofdelafieldwi.gov/AgendaCenter/ViewFile/Minutes/_08192024-1031,cityofdelafieldwi.gov,agenda_packet_or_minutes,meeting_minutes,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-873420c76caebab2ec97.pdf,pdf,157860,fad107f5c6a1b107f698109f9843714634abaeb10e41124e1e2f8b79933378ab,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-7c744a93834b9651e586,CBSRD-20260728-eea339e922bf6c25b95c,CBCR-20260728-07576,BSSC-20260727-01223,BCV-20260728-00322,broad_490_preserved_review_queue,readiness_lane_003,13,WI,Midwest,Delafield,,Common Council Meeting Agenda (City of Delafield) — Closed Session: approve terms for 2018-2020 collective bargaining agreement with City of Delafield Police Union,https://www.cityofdelafieldwi.gov/Archive/ViewFile/Item/3541,https://cityofdelafieldwi.gov/Archive/ViewFile/Item/3541,cityofdelafieldwi.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-eea339e922bf6c25b95c.pdf,pdf,31645,e09d6f2ed77d5a88bba088d04d620d8862ae03d1859d80ce76726420f9045131,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-4b905d867b4ec3ed6eca,CBSRD-20260728-e4f099199cea41753efc,CBCR-20260728-00399,B4XPAR-20260727-000442,BCV-20260728-06363,broad_4x1000_deduped,readiness_lane_003,14,WI,Midwest,Delafield,Waukesha County (55133; primary),Delafield Professional Policemen's Protection Association (WPPA) — Arbitration Award (Decision No. 29386-A),https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia29386.pdf,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia29386.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e4f099199cea41753efc.pdf,pdf,937389,da5268709121e1cd155887caed3662edc246d782760e042fb68e9f85fd0c13a4,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-0658c65bdffc10a116d1,CBSRD-20260728-f61f125afd8f5a95a67e,CBCR-20260728-01995,B4XPAR-20260727-002158,BCV-20260728-02072,broad_4x1000_deduped,readiness_lane_003,15,WI,Midwest,East Troy,Walworth County (55127; primary),"Arbitration Award (holiday pay grievance) — Village of East Troy and East Troy Professional Police Association, Local 310",https://werc.wi.gov/grievance_awards/7500.pdf,https://werc.wi.gov/grievance_awards/7500.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-f61f125afd8f5a95a67e.pdf,pdf,107994,5ba84f51a3b9e9d240986d4e62ddd5851ec48973557f621d9e19839b2780d182,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-6406e03a9da116e7a1a8,CBSRD-20260728-db108e46348332675be9,CBCR-20260728-03671,B4XPAR-20260727-004000,BCV-20260728-02002,broad_4x1000_deduped,readiness_lane_003,16,WI,Midwest,Ellsworth,Pierce County (55093; primary),"Salary & Labor Committee Meeting Agenda (amended) — March 10, 2026",https://villageofellsworth.org/uploads/dm/76032/3102026_Meeting_Agenda_AMENDED_,https://villageofellsworth.org/uploads/dm/76032/3102026_Meeting_Agenda_AMENDED_,villageofellsworth.org,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-db108e46348332675be9.pdf,pdf,255514,76681abf720ad0afde71f4b4bcc5ba4de0a0c9111e02feea8afd8db3be5299ff,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-3455797a8f4c498f8aef,CBSRD-20260728-149d50b5930ff77756a4,CBCR-20260728-03672,B4XPAR-20260727-004001,BCV-20260728-08433,broad_4x1000_deduped,readiness_lane_003,17,WI,Midwest,Ellsworth,Pierce County (55093; primary),"Salary & Labor Committee Meeting Minutes (amended) — March 10, 2026",https://villageofellsworth.org/uploads/dm/77441/3102026_Meeting_Minutes_AMENDED,https://villageofellsworth.org/uploads/dm/77441/3102026_Meeting_Minutes_AMENDED,villageofellsworth.org,agenda_packet_or_minutes,meeting_minutes,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-149d50b5930ff77756a4.pdf,pdf,310092,e7ab9e430176c4fef5250a0b290f1e9252a2100b9e44fb172edb96dfaca4da73,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-8d1b24663e5b571ad92f,CBSRD-20260728-aff77f0442a0ca2af859,CBCR-20260728-03673,B4XPAR-20260727-004002,BCV-20260728-08432,broad_4x1000_deduped,readiness_lane_003,18,WI,Midwest,Ellsworth,Pierce County (55093; primary),"Salary & Labor Committee Meeting Agenda — March 13, 2025",https://villageofellsworth.org/uploads/dm/25170/03132025SLCAgenda.pdf,https://villageofellsworth.org/uploads/dm/25170/03132025SLCAgenda.pdf,villageofellsworth.org,agenda_packet_or_minutes,agenda_cover_sheet,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-aff77f0442a0ca2af859.pdf,pdf,106802,4de4509b9451d43a2440b27dd67b798a783bf88fcb0a2f561d48ae542660e6d0,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-cc418ddbdbdbf9c965f6,CBSRD-20260728-af988743890efe8180aa,CBCR-20260728-03676,B4XPAR-20260727-004005,BCV-20260728-03051,broad_4x1000_deduped,readiness_lane_003,19,WI,Midwest,Elm Grove,Waukesha County (55133; primary),Dispatch Wage Evaluation (wage scale / impact; effective 1/1/24; pay grade progression) — memo to Village Manager,https://www.elmgrovewi.org/AgendaCenter/ViewFile/Agenda/_08012024-1621,https://elmgrovewi.org/AgendaCenter/ViewFile/Agenda/_08012024-1621,elmgrovewi.org,wage_schedule,wage_schedule_or_compensation_plan,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-af988743890efe8180aa.pdf,pdf,1184396,a8a635e5c11a01da3354c8142cce02003b6c21398ccfd5419a91e2576dc2ff4d,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-5f3a105e72681ef0652a,CBSRD-20260728-cb3a0c8fabe88f87d873,CBCR-20260728-00403,B4XPAR-20260727-000446,BCV-20260728-08501,broad_4x1000_deduped,readiness_lane_003,20,WI,Midwest,Evansville,Rock County (55105; primary),WERC grievance arbitration award (Teamsters Local Union No. 579 v. City of Evansville (Police Department)),https://werc.wi.gov/grievance_awards/6213.pdf,https://werc.wi.gov/grievance_awards/6213.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-cb3a0c8fabe88f87d873.pdf,pdf,114735,8670b06d3202391b65633cd03f45386d9523bec19070c44864c13e4bcd6e9214,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-a20fda7aac6eb0659667,CBSRD-20260728-df59bbeeea62001e48fe,CBCR-20260728-00405,B4XPAR-20260727-000448,BCV-20260728-06359,broad_4x1000_deduped,readiness_lane_003,21,WI,Midwest,Genoa City,Walworth County (55127; primary); Kenosha County (55059),"Arbitration Award (Grievance) — Village of Genoa City (Police Department) vs Labor Association of Wisconsin, Inc.",https://werc.wi.gov/grievance_awards/7377.pdf,https://werc.wi.gov/grievance_awards/7377.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-df59bbeeea62001e48fe.pdf,pdf,137784,4c03b195212ff845137d1c1d4ce8565642fe7fd1af3645a44bd2e63c1788df26,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-5be01295c1d2caab11a7,CBSRD-20260728-759f97e5eba5ae38c389,CBCR-20260728-07579,BSSC-20260727-01226,BCV-20260728-04210,broad_490_preserved_review_queue,readiness_lane_003,22,WI,Midwest,Grand Chute,,INTEREST ARBITRATION AWARD (Decision No. 30236-A) — Town of Grand Chute (Police Department) vs. Wisconsin Professional Police Association (WPPA/LEER),https://werc.wi.gov/interest_awards/mia30236.pdf,https://werc.wi.gov/interest_awards/mia30236.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-759f97e5eba5ae38c389.pdf,pdf,112459,e887399784fff50369def768f618cd1bf15781271a0e3adc470af4e9c2ad5c3f,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-1103591773a101aa15ed,CBSRD-20260728-8813914325fb02ca85b2,CBCR-20260728-07580,BSSC-20260727-01227,BCV-20260728-04209,broad_490_preserved_review_queue,readiness_lane_003,23,WI,Midwest,Grand Chute,,"ARBITRATION AWARD (MA-10953) — Grand Chute Local, WPPA/LEER vs. Town of Grand Chute (Police Department)",https://werc.wi.gov/grievance_awards/6086.pdf,https://werc.wi.gov/grievance_awards/6086.pdf,werc.wi.gov,arbitration_award,arbitration_award,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8813914325fb02ca85b2.pdf,pdf,58841,84ad31321ceafd61628fa4e728b3e330ae8ca8a15f819f4766af81ba248b6bab,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
CBRDY-20260728-c87fe330feb0d85b45d0,CBSRD-20260728-da9054d6eeed89bff835,CBCR-20260728-07581,BSSC-20260727-01228,BCV-20260728-03171,broad_490_preserved_review_queue,readiness_lane_003,24,WI,Midwest,Grand Chute,,GC Policy with MASTER - PDF approved (Town of Grand Chute Policy Handbook / personnel policy document referencing collective bargaining agreement conflict control),https://www.grandchutewi.gov/i/f/files/GC%20Policy%20with%20MASTER%20-%20pdf%20approved.pdf,https://grandchutewi.gov/i/f/files/GC%20Policy%20with%20MASTER%20-%20pdf%20approved.pdf,grandchutewi.gov,personnel_policy,ordinance_or_policy,high,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-da9054d6eeed89bff835.pdf,pdf,577122,b8046cedbdea5e41bbed5ea76b3fb2e98c779b7acf0af835f41a6f19d050f783,.pdf,pdf,downloaded_or_retained,retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked local-only readiness row; no extraction, OCR, rendering, rating, ingestion, codification, or analysis."
