relative_path,file_size_bytes,file_size_human,sha256_if_available,hash_status,retention_decision,cleanup_level
tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca.zip,1299760,1.24 MiB,a10dcfa1ee747574d7dcdd1142615a1cddd71530f8643ad25c6a7819a8ad1f6f,computed,replace_with_compact_summary,1_or_2
tmp/compensation_extraction_remaining_parse_text_relay_2026-07-25_16c33b1.zip,1215697,1.16 MiB,e4e892d19e6777227b3b11acca917f042b354e32a26e7245a0070202f3b64a8c,computed,replace_with_compact_summary,1_or_2
tmp/post_pi_wave1_worker_2_prep_relay_2026-07-23_d11015c.zip,34248,33.45 KiB,83062cf8fa78b89f8bfde9fe791efa0d7801c324965798859c96ae24ceb1b159,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_rating_span_synthesis_claim_readiness_relay_2026-08-03_6e3292d45ccf64dcb74b02e0c9efc734f78408f3.zip,12261,11.97 KiB,49e64e82448d44a32f647ea987752906dc84dadaa9cd6a3a32f231e5dab46506,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_visual_production_and_qa_relay_2026-08-06_1fc73b4c.zip,11793,11.52 KiB,4127f6043bfa2b63a3d1b7376b2bf49dca00109bddc136268fd52f0e0d0b0dff,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_targeted_hosted_search_scout_relay_2026-08-04_broad_state_whole_corpus_external_data_hosted_search_scout_hold_integrity_blocker.zip,2973,2.90 KiB,2801b9cbf878760aaafe43cfd78058cdb5574a6b98f92371c1a66d94d2835e57,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_evidence_correction_implementation_event_visual_prep_relay_2026-08-04_d2d9710f6078076f62d9c4e30b2809b566cf597f.zip,41964,40.98 KiB,6a4a02f3e7dba5fb2667bbf2e6f8c3e0ffbe54fd11d227dd804058e00ddd41c9,computed,replace_with_compact_summary,1_or_2
tmp/source_review_pilot1_httpx_retry_relay_2026-07-24_5e14f63_zip_test.txt,63081,61.60 KiB,afe2661fd8faed291cdc2f5114d861e5251a12134bbf516330af392fb00e0d6d,computed,replace_with_compact_summary,1_or_2
tmp/combined_broad_rating_ingestion_codification_16947_relay_2026-07-28_b9e9ec5.zip,37813,36.93 KiB,3a04558fab1f437c787095f1814db06d583923eb6af9f461a6b8559fc9862263,computed,replace_with_compact_summary,1_or_2
tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a.zip,22260,21.74 KiB,0c6470a257946cb363733b85535c9be936128140244c6bd4cd5b46c0eb705068,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_span_extraction_relay_2026-08-02_982f8f81.zip,206197,201.36 KiB,8f3083de6fcd9ddf69e8821aa951920a2686a60457cc764ad3a48887bf02a684,computed,replace_with_compact_summary,1_or_2
tmp/bounded_tier_c_evidence_memo_supplement_relay_2026-07-27_496142896c5a42562123f9f8a6d381ec001547e9.zip,30579,29.86 KiB,d58a86b9f99385b350fdafbf5c97d812e4a5cff49a8ce04c0226ce27f5182488,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_quantitative_normalization_matching_relay_2026-08-03_dd1d53f653e61b42bbd38d774fe6abaaa96df6fd.zip,19411,18.96 KiB,2cbe5f801c6236691287540cce004ec206ba92dfd44475bb58e41ba2a1a07a9b,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_text_extraction_relay_2026-07-30_0952668.zip,2440426,2.33 MiB,8e70828b3e6a2bd0fcc6d1a0d7cff9178c5046ae8e6e5bbeeb2467ba978da3c5,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_verification_relay_2026-07-30_079d27295952.zip,1413010,1.35 MiB,d7c441da86240741aec6cc458da91b81527375eb7275f56b7db07873b94065fb,computed,replace_with_compact_summary,1_or_2
tmp/pdf_readiness_full_retained_relay_2026-07-24_b45876e.zip,1824806,1.74 MiB,3fa82937f0c4a3af0ac86bc159faf3df36244a8bc228d636565c7fe2531b5991,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_source_review_download_relay_2026-08-02_63a0cea36c913590d527ffebe3b3e9402b56edd1.zip,204764,199.96 KiB,a007e9e693fe854d8c91d7f6bd6bd5458926842cc7082c019bb86a56ef03243c,computed,replace_with_compact_summary,1_or_2
tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73.zip,1892275,1.80 MiB,bd2efbb6fe051510e78aedd6fd43682f23a07f0a1fb69a48284ae86b75ecd2d7,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_normalization_matching_prep_relay_2026-08-03_a8205ea8b9f3562de91a455abf56ebd6b80dfb03.zip,13065,12.76 KiB,1d14dc001e7f58fed2a4cd66518e95c72c3be7e0871da46a383f0ce4755551e4,computed,replace_with_compact_summary,1_or_2
tmp/targeted_tier_c_verification_from_bounded_memo_gaps_relay_2026-07-26_24615fa.zip,14849,14.50 KiB,88fc0526484071852441f03807b33f2dc173aeaa9decae989bc05f465b0d50e0,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_normalization_rescue_gap_growth_claims_relay_2026-07-30_74c87c7836b6ce4a277df076db288791b06feaf1.zip,3310846,3.16 MiB,b6a2a229b3110726d81df16cc26bd090441c17eb5ec47978f83ef39ee315750a,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_bounded_qualitative_span_residual_metadata_repair_relay_2026-07-25_5b14af5.zip,703921,687.42 KiB,970a80f2668a7b62b3800d45606a0d6007b9dd3defa9c6b52a75b88831b1f217,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_ma_source_verification_2026-07-20_relay_0227f18.zip,68658376,65.48 MiB,4c6b96fdc4100feac4f7dddd69312af2acdaff185bdb6c0d69bc91817bc277e9,computed,replace_with_compact_summary,1_or_2
tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8.zip,816380,797.25 KiB,27ea889dfe92b2234e6048c21e7b5ba0314bb2319728713c0ca2dfc9dc1e740d,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_local_comparison_qa_claim_readiness_relay_2026-08-03_8489cc0507dfbcf07eaeed0f42b75f08271b62b0.zip,25229,24.64 KiB,1ede20eef709e099bd333753a91c452a867bcd889a35a8789f7c76d73c03a8dd,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_evidence_correction_implementation_event_visual_prep_relay_2026-08-04_ad8fcd4532c40a15dedabdb155b9ebe79e1b3c28.zip,44117,43.08 KiB,384639f5aa4f69e01b7511abe52b1c755aedaa0d30724e81784c8b830996c42e,computed,replace_with_compact_summary,1_or_2
tmp/aggressive_3x300_attempt2_live_collection_relay_2026-07-23_18c3415.zip,754028,736.36 KiB,9e7f9ab5d60267c89bed3fc55a8910af44d85f31bf50ebf70274f09f6fab8725,computed,replace_with_compact_summary,1_or_2
tmp/bounded_tier_c_evidence_memo_supplement_relay_2026-07-27_f3d9ff8fbdcbe402c0163a99c7f7f1468aa15556.zip,30662,29.94 KiB,1111ec8accdab91206a9522db52cdf78a782910c7c8aa1fd318a4fb437b9cdcb,computed,replace_with_compact_summary,1_or_2
tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954.zip,718706,701.86 KiB,a51fd898c648f5f422a41f4ca91881129394decb53336459c4dbfc4a6c67afc8,computed,replace_with_compact_summary,1_or_2
tmp/agent_relay_bundle_2026-07-14_184016.zip,329098,321.38 KiB,e698e4ba830d9a6f5a660e06febc94262e2f744610cf41dae77899322ce85919,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_fix_and_tier_c_source_review_download_556_relay_2026-07-27_09d6cbc.zip,20765,20.28 KiB,c8322398d768a229babbf3f05e6c2fc06e05ce0ca73d540a317938a0c6a7645e,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_ca25_live_direct_sdk_2026-07-21_relay_d4ca8d0.zip,1421154,1.36 MiB,2fa11965a7aea105850f486fe2d128767aa88ac2b1b28f4b60cddde568288705,computed,replace_with_compact_summary,1_or_2
tmp/text_table_calibration_subset1_relay_2026-07-24_610f5e8.zip,747531,730.01 KiB,1fc3de645d2a4e87d9d3c53945bf27b54b0d8f6db438a7ddc3e558f9f2f58eaa,computed,replace_with_compact_summary,1_or_2
tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5.zip,543011,530.28 KiB,af6a7fca2776171f16b43a7980b4e016a60e2463589ef15f75d153544db9bbfb,computed,replace_with_compact_summary,1_or_2
tmp/content_triage_round1_metadata_only_relay_2026-07-24_4a49f93.zip,816649,797.51 KiB,baf5a9dc5633fa3eb67563875c240bdf7a3f30db18089357eb5151106832c07f,computed,replace_with_compact_summary,1_or_2
tmp/post_pi_wave1_worker_1_prep_relay_2026-07-23_11fa202.zip,30504,29.79 KiB,b76c415dae74b916745ed52943e1073bba81d32bc4466ab5fa8f2723b14f9f04,computed,replace_with_compact_summary,1_or_2
tmp/text_table_detection_full_run_relay_2026-07-24_827917b.zip,2114766,2.02 MiB,5ef2013ac681d46be709f1f4215dda6478245d679de816df9760a8ee8cdc93e4,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06.zip,3256208,3.11 MiB,0a9d3a55d2fddc6b9bb1e4ed2d55df829e6ffd56240c71e98646f9b506d17688,computed,replace_with_compact_summary,1_or_2
tmp/hosted_search_transport_diagnostic_relay_2026-07-22_b74e82d.zip,505670,493.82 KiB,3d9dff35455c1a4dd829923f0e7336085c0ab0f98e1edcfa6dc0d69fcedad636,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_rating_ingestion_codification_relay_2026-08-02_79723602.zip,33459,32.67 KiB,30eed4ad5e750e79fccf1cef13f80996985d669fc58d5edd361d1bfa9ad2cd6c,computed,replace_with_compact_summary,1_or_2
tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015.zip,649206,633.99 KiB,601213072d379809ddd75b073c8cc38ee4ba265978a775ab54d63cacbee74490,computed,replace_with_compact_summary,1_or_2
tmp/serialized_parallel_stage1_recovery_2026-07-21_relay_74a96be.zip,1512285,1.44 MiB,44f696fa6d9280f1f174eef1e697abf817e5c1575eebed921f72ab613100abbe,computed,replace_with_compact_summary,1_or_2
tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321.zip,15343,14.98 KiB,fde5519f64056e5e88817af90d3724208b2b3cd818b2de1bd804ca2994eb5971,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_5lane_live_scout_retry_relay_2026-08-01_7a895b676b9c48480d2bdd81ae34b271302aac97.zip,22731243,21.68 MiB,608f367dadde3c72f6f87744de3079db8c5255576bf4cac3a0e0b82d7d621a98,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_normalization_matching_relay_2026-08-05_c1d07d9f.zip,37635,36.75 KiB,66449a62a6275cc3d12310138fde61246f07521596588912fdcf9978124b2985,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_url_baseurl_audit_2026-07-17_relay_3c0d37f.zip,365092,356.54 KiB,2a55afe1c91f577123bdca4ff7723dfac2fdad717469bf876fed6e4522da483e,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9.zip,394044,384.81 KiB,82525297a6c81690af4cd88dda54a6fb11909f86f38bf01f81398fac2d238039,computed,replace_with_compact_summary,1_or_2
tmp/worker_worktree_recreation_2026-07-21_relay_98a203c.zip,9535,9.31 KiB,390e605cd3d4708cf47a5bb7e5712632a107c52cef913d0b4256792c5e073861,computed,replace_with_compact_summary,1_or_2
tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe.zip,14642,14.30 KiB,ac902e4a9fab779a8a3e0d72ea3f9413e11fdd9a3ae54acfac51451a60667de3,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d.zip,3256355,3.11 MiB,43d2cd890cc389a689d444341415e3e8091aff092fdd1ff12a1c3a8dedf31863,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_text_extraction_relay_2026-07-30_0952668f76a0.zip,2440452,2.33 MiB,06b80d9a5089dee81b3c098886bc47da59bffabeb26793116e9df309a1af7101,computed,replace_with_compact_summary,1_or_2
tmp/tier1_wave2_worker_3_prep_relay_2026-07-22_6ae1267.zip,32212,31.46 KiB,e83e3ef74e8319bf3d760dcd5ebe648554f6a5827fd21bf6dc4bb2cb07e2f249,computed,replace_with_compact_summary,1_or_2
tmp/worker_2_nj50_prep_relay_20260721_worker2_nj50_attempt1.zip,37300,36.43 KiB,e891505bd8436452b63aa0459c5d6ed9ec26c1f3615ecb7d290cb276a4891f70,computed,replace_with_compact_summary,1_or_2
tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8.zip,21516,21.01 KiB,cda51a2a63443fd5388526bf6fe79ff7a104f694423b53064e537c9987f7f72f,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_span_extraction_relay_2026-08-02_982f8f81_status.json,4994,4.88 KiB,6a9b4a296de9c104633c610c7e2e321c3c9598696da7ee865cf076472473dec1,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_candidate_review_relay_2026-08-01_2cef9b2e2b9b7d3324a0b5f49c676bcff8d5045a.zip,26347671,25.13 MiB,50b6971bfb17b6577fb590fadca1c57ba349e57edffaddbf1a1c7f5a0a175051,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_source_review_download_relay_status.json,1745,1.70 KiB,d488d7da9be3ec175b473fc0bc3d630a237c44b12b61d7749c47f2b3070b3e4d,computed,replace_with_compact_summary,1_or_2
tmp/gabriel_scout_prompt_templates_2026-07-21_relay_11c92e7.zip,417235,407.46 KiB,1fe944fe0d6cbb875891f4133c5399fbb6e0f6d1c980df180f3732facc686641,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6.zip,342714,334.68 KiB,829c00d32b7e359a8d2fadd5106f8b34a92290c892736a0b004317eaf9b6bb10,computed,replace_with_compact_summary,1_or_2
tmp/branded_project_hub_dashboard_relay_2026-07-22_42dbe52.zip,768704,750.69 KiB,76edd59c95e25a9904aa8d9f371a9ed3f274b2a4e5f503c2336c819cb6d5c1bb,computed,replace_with_compact_summary,1_or_2
tmp/dashboard_geographic_map_upgrade_2026-07-21_relay_f364b32.zip,549654,536.77 KiB,56d687654df762bcb5df7438f7aaa682971e43ee14c771723a95b3076f08cd71,computed,replace_with_compact_summary,1_or_2
tmp/aggressive_3x300_attempt3_serial_merge_relay_2026-07-23_98ad608.zip,5286839,5.04 MiB,9d22812bde1beeff5624349665e0fb3b6a8a017662878c0ae9fe9168bd6d3e5d,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_normalization_matching_paraphrase_repair_relay_2026-07-30_940cb65b657fbb4b0efe91761fe4ad0de60763a5.zip,1053982,1.01 MiB,a162456b75adde75169fb67794a224b28aa524ececaf8c8b1f10d9a879a83fb2,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_limited_exact_span_qualitative_promotion_relay_2026-07-25_9052a30.zip,40211,39.27 KiB,02963adfa9cec3fe559ee8906af9c66861471bf77514d2fdf9315a9ed2ec5c1d,computed,replace_with_compact_summary,1_or_2
tmp/text_table_calibration_refined_review2_relay_2026-07-24_c3580a4.zip,796769,778.09 KiB,c13cec8a257f7f37c79533ae6337b80b96713edcf6985521827964fd1dd6ade3,computed,replace_with_compact_summary,1_or_2
tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d.zip,13379,13.07 KiB,f63fe44fa9b6f4998690ce7be650b99fea98c0c4290884922b7f4417f3e7515c,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_available_external_data_non_ocr_extraction_relay_2026-08-05_8f451fd06d60a69ea7968e554b8871c04d491c74.zip,27546,26.90 KiB,9289b60b2f1fbfad164a731cbb64241b58a58a699533772c3c7bb960fd00fb4a,computed,replace_with_compact_summary,1_or_2
tmp/scout_speed_stability_controls_relay_2026-07-22_bef5077.zip,1788435,1.71 MiB,1a335cd0efab0efd052e5e923e66d5afbf9b4f011a309ba4528290464318a71e,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_pi_report_draft_relay_2026-07-30_0639bff1081b85ffc5698e7dc1063e65c1191369.zip,375989,367.18 KiB,71a2d1af8695f2dc914ce8191d9dffb794e1d6ab33760080686266864665f638,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_claim_critical_semantic_cross_examination_relay_2026-08-06_b5494e73.zip,30329,29.62 KiB,465e2d17d92be62765c573537a147af0732ef96f6b136d81cf7febc91d94e631,computed,replace_with_compact_summary,1_or_2
tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286.zip,12468,12.18 KiB,9d058e0fc365c8a86759d3d8c7a5e74442a2af2bd03e5ca0e085dbe97beaf62d,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_repo_deep_clean_archive_relay_2026-08-03_b85aee44a039b1d4460c3f23c1ab8035a9628255.zip,224273,219.02 KiB,b144048af7cf752af17c91812c97052df75dcb5e8e0ec9a90c4883f311ba1be3,computed,replace_with_compact_summary,1_or_2
tmp/tier1_worker_2_prep_relay_2026-07-22_9ab705e.zip,31000,30.27 KiB,97e7d35ceb6044fc6463b488a361b012dc05ed772d28f2246ef101add824ad82,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_bounded_wage_differential_validation_relay_2026-07-30_df9802202a843f3c734818d39243079910ee7f5b.zip,1125406,1.07 MiB,db3c644c20e8e77aaaa44101bf21d62522171dd3cf8e7c719ad2749174be1432,computed,replace_with_compact_summary,1_or_2
tmp/wave2_worker_1_ca50_prep_relay_20260722_worker1_ca50_attempt1_eaef3c1.zip,36501,35.65 KiB,a70a852c5d9f98b8e2d12e70ed3980ae93eb18524f94db7fda9e166e2dbf9848,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x1000_parallel_live_scout_relay_2026-07-27_c839a853249d96aff7880ed5045da791e0f4f852.zip,28640,27.97 KiB,9182b5c40d6c8dfeea25bfa819e761c310058875f5e3597b8afbffe4a1199520,computed,replace_with_compact_summary,1_or_2
tmp/tier1_wave2_worker_1_prep_relay_2026-07-22_9395a4c.zip,32878,32.11 KiB,ae58747e2e9d0452590690e91d9f6c10a2d4db306e881946c6c5a126bfab476a,computed,replace_with_compact_summary,1_or_2
tmp/huit_openai_request_shape_diagnosis_2026-07-17_relay_7eaf280.zip,371522,362.81 KiB,ed31328de95b37cf2a8e2f8c279dc98ee5ad02de3804be62bb1fa7f0a60cd1d0,computed,replace_with_compact_summary,1_or_2
tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b.zip,582844,569.18 KiB,e1e61f9316223a22b8ae9d110c1532dde4e4c5e978b686e9f6e06eabeca33516,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_ma_live_scout_rerun_2026-07-20_relay_0797c52.zip,427703,417.68 KiB,4e11e1ccb6db39beddf8ac03752c70f64df8e04213fb858a9a07126251054332,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_ma_live_scout_2026-07-16_relay_eab312f.zip,380610,371.69 KiB,d924ef594d8cae96c4cab94c2fd99dddf6614659d0cb42eb44002ef3522b7f1f,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_remaining_municipalities_blocker_rescue_analysis_ready_reclassification_relay_2026-08-03_d8a1f257542ec473033bf5f085f813704e2aa27d.zip,21582,21.08 KiB,0fbe64505c0d1228bf4f8e53ba3b335216015143977099b8cc2d241d6f63a750,computed,replace_with_compact_summary,1_or_2
tmp/agent_relay_bundle_2026-07-14_225015.zip,342073,334.06 KiB,b943f927dc854be2ed40d5cca079ad1effc199d72a4ba983831d15af616c958f,computed,replace_with_compact_summary,1_or_2
tmp/aggressive_3x300_live_collection_relay_2026-07-23_dcf3cd5.zip,1048187,1023.62 KiB,cec9fb009c0330eeb04f7e369fe6b19a71d4e3281178ac044d1e957232a14341,computed,replace_with_compact_summary,1_or_2
tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0.zip,1221303,1.16 MiB,8dedefc811bd0c39144445dafa47c6df07121c0c747536fc12290d73aec8a21e,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_4x2500_span_extraction_relay_status_2026-07-30.json,5255,5.13 KiB,25eb7f25c1ea96c7ab22c1f23928703fd2cbb799b16803349cd2137b19773a5d,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_claim_package_review_report_outline_relay_2026-08-03_4ec21b441e627911678776ecbee85ffc81185839.zip,51361,50.16 KiB,a7a6dc52a6014385051124344acbb7148a2250242ea9ca9c852e52f7149e4445,computed,replace_with_compact_summary,1_or_2
tmp/gov_units_2025.zip,10837128,10.34 MiB,e8b17c3928fb95fa7355a1ce7795fc7de8874c64e9ac7cd9506d6a6515d953f8,computed,replace_with_compact_summary,1_or_2
tmp/compensation_evidence_limited_qualitative_usage_layer_qa_review_relay_2026-07-25_8953392.zip,743290,725.87 KiB,d08624e3f746a24303c6ee5be65e6ace588b2422124626de0a2bfdc950e0c4f5,computed,replace_with_compact_summary,1_or_2
tmp/broad_state_whole_corpus_external_data_deterministic_ingestion_codification_relay_2026-08-05_63cbc2d1.zip,37951,37.06 KiB,5b7e253574e09413038ea1d46a463f91eb1cb2a9b2b03b4affa78da0ae1a5600,computed,replace_with_compact_summary,1_or_2
