artifact_family,relative_path,decision,bytes,reason,physical_action_this_task
script,scripts/test_mechanism_linkage_claim_review_268.py,retain_if_essential,10536,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/content_triage_sources.py,retain_if_essential,26491,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/diagnose_huit_openai_request_shapes.py,retain_if_essential,19828,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_codify_evidence_viewer.py,retain_if_essential,64703,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_layer.py,retain_if_essential,16946,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_post_pi_wave1_worker_inputs.py,retain_if_essential,35716,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_global_analysis_readiness_gate.py,retain_if_essential,32332,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/proxy_pilot_must_have_sources.py,retain_if_essential,35171,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_combined_broad_candidate_review.py,retain_if_essential,8797,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_pdf_text_layer_readiness_387.py,retain_if_essential,15193,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_scouting_four_lane_prep_dry_run.py,retain_if_essential,18823,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_source_review_download_429.py,retain_if_essential,13217,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_remaining_municipality_text_extraction.py,retain_if_essential,2354,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_candidate_verification_4x3000_resume_lane_004.py,retain_if_essential,38953,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_scouting_four_lane_fixed_stagger_live.py,retain_if_essential,54735,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/coordinate_external_data_exhaustive_pipeline.py,retain_if_essential,12660,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_limited_qualitative_usage_layer.py,retain_if_essential,48901,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_scouting_four_lane_staggered_live.py,retain_if_essential,11019,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/prepare_content_triage_batches.py,retain_if_essential,37858,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/finalize_broad_state_4x2500_and_review_candidates.py,retain_if_essential,48068,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_bounded_internal_mechanism_linkage_claim_memo.py,retain_if_essential,47499,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_bounded_schema_repair_followup.py,retain_if_essential,7661,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/repair_compensation_evidence_final_provisional_schemas.py,retain_if_essential,59565,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_tier_c_verification_from_bounded_memo_gaps.py,retain_if_essential,7121,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_extraction_targeted_qa.py,retain_if_essential,38700,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_final_provisional_merge.py,retain_if_essential,8790,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_pdf_text_readiness.py,retain_if_essential,22474,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_available_external_data_readiness.py,retain_if_essential,95709,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/process_inbox.py,retain_if_essential,4663,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_il25_live_candidate_handoff.py,retain_if_essential,4644,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_municipality_search_hints.py,retain_if_essential,4390,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_pdf_text_layer_readiness_387.py,retain_if_essential,48941,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_live_scout_retry_preflight.py,retain_if_essential,18552,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_combined_broad_source_review_download_5589.py,retain_if_essential,9041,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_text_table_calibration_planning.py,retain_if_essential,13149,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_verification_lanes.py,retain_if_essential,14189,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_tier1_worker_batches.py,retain_if_essential,50428,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_build_national_municipality_priority_tiers.py,retain_if_essential,5827,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_ca25_scout_input.py,retain_if_essential,18443,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_external_data_exhaustive_resume.py,retain_if_essential,37866,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/review_text_table_calibration_subset.py,retain_if_essential,76687,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_parallel_stage1_worker_inputs.py,retain_if_essential,22527,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_wave2_3x50_batches.py,retain_if_essential,15426,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/merge_text_table_detection_lanes.py,retain_if_essential,25033,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_qualitative_evidence_contract_followup.py,retain_if_essential,34170,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_pdf_readiness_lanes.py,retain_if_essential,14948,Candidate for clean-repository reproducibility and onboarding.,none
schema,docs/schema.md,retain_if_essential,6824,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_whole_corpus_claim_critical_cross_examination.py,retain_if_essential,108627,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_il25_3_live_candidate_handoff.py,retain_if_essential,4762,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/audit_coverage.py,retain_if_essential,8684,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_quantitative_direct_text_claim_triage_862.py,retain_if_essential,8983,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_tier_c_verification_from_bounded_memo_gaps.py,retain_if_essential,52431,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_blocker_rescue_reclassification.py,retain_if_essential,71764,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_pi_progress_pdf.py,retain_if_essential,21475,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_layer_acceptance.py,retain_if_essential,17087,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_claim_oriented_phase_close.py,retain_if_essential,56151,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_tier1_wave2_worker_batches.py,retain_if_essential,51531,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x2500_text_extraction.py,retain_if_essential,47001,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x2500_bounded_wage_differential_validation.py,retain_if_essential,26609,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_scouting_four_lane_staggered_live.py,retain_if_essential,32341,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/merge_verification_lanes.py,retain_if_essential,26554,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_il25_3_scout_input.py,retain_if_essential,16818,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_content_triage_lanes.py,retain_if_essential,17219,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_pipeline_hardening_readiness_accelerator.py,retain_if_essential,14527,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_scout_coverage_status.py,retain_if_essential,42629,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_candidate_verification_4x3000.py,retain_if_essential,7572,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_limited_qualitative_usage_registry_review.py,retain_if_essential,40078,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/log_api_spend.py,retain_if_essential,4014,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x1000_parallel_live_scout.py,retain_if_essential,36816,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_provisional_claim_review_636.py,retain_if_essential,11202,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/pipeline.py,retain_if_essential,7829,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_content_triage_planning.py,retain_if_essential,42120,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_quantitative_to_qualitative_mechanism_linkage_513.py,retain_if_essential,9525,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/diagnose_direct_sdk_scout_backend_smoke_test.py,retain_if_essential,8122,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/diagnose_direct_sdk_hosted_search_transport.py,retain_if_essential,24173,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_source_review_download.py,retain_if_essential,27972,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x2500_live_scout.py,retain_if_essential,3732,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_layer_qa_review.py,retain_if_essential,16906,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/test_pipeline.py,retain_if_essential,22011,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/prepare_remaining_municipality_5lane_scout.py,retain_if_essential,44399,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_post_pi_wave1_coordinator_input.py,retain_if_essential,9185,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_text_extraction.py,retain_if_essential,32707,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x2500_pdf_text_readiness.py,retain_if_essential,58429,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/checkpoint_external_data_backend_anomaly.py,retain_if_essential,25537,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_pipeline_hardening_readiness_accelerator.py,retain_if_essential,54403,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_combined_broad_text_extraction_4051.py,retain_if_essential,65071,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_repo_deep_clean_archive.py,retain_if_essential,65295,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_available_external_data_full_verification.py,retain_if_essential,101869,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_registry_acceptance.py,retain_if_essential,19404,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_extraction_1000_targeted_qa.py,retain_if_essential,7877,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_limited_qualitative_usage_layer_qa_review.py,retain_if_essential,44504,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_global_analysis_readiness_gate.py,retain_if_essential,9021,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_remaining_5lane_live_scout.py,retain_if_essential,4132,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_available_external_data_candidate_review.py,retain_if_essential,71647,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/extract_text.py,retain_if_essential,5123,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_ca25_live_candidate_handoff.py,retain_if_essential,4824,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_text_layer_extraction_321.py,retain_if_essential,16551,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_ny25_scout_input.py,retain_if_essential,14862,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_post_pi_wave1_dry_run.py,retain_if_essential,7552,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x2500_scout_infrastructure_prep.py,retain_if_essential,40109,Candidate for clean-repository reproducibility and onboarding.,none
script,ingest/fetchers/__init__.py,retain_if_essential,5116,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_external_data_exhaustive_downstream.py,retain_if_essential,149342,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_available_external_data_source_review_download.py,retain_if_essential,100233,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_three_worker_50row_batches.py,retain_if_essential,14322,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_claim_oriented_phase_close.py,retain_if_essential,20631,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/verify_candidate_sources.py,retain_if_essential,31369,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/merge_pdf_readiness_lanes.py,retain_if_essential,24903,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_broad_state_4x2500_source_review_download_relay.py,retain_if_essential,5697,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x2500_source_review_download.py,retain_if_essential,4489,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_extraction_remaining_parse_text.py,retain_if_essential,17204,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_combined_broad_source_review_download_5589.py,retain_if_essential,64220,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_combined_broad_text_extraction_4051.py,retain_if_essential,10963,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_next_wave_municipality_manifest.py,retain_if_essential,23298,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/text_table_detection_sources.py,retain_if_essential,31656,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_scout_candidate_queue.py,retain_if_essential,31005,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/merge_content_triage_lanes.py,retain_if_essential,21471,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_provisional_claim_review_636.py,retain_if_essential,48094,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_remaining_5lane_live_scout.py,retain_if_essential,73034,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_by_state_source_scout_wave.py,retain_if_essential,49423,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_quantitative_direct_text_claim_triage_862.py,retain_if_essential,46872,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_whole_corpus_aggressive_bounded_reanalysis.py,retain_if_essential,74336,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_text_layer_extraction_321.py,retain_if_essential,52456,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_qualitative_evidence_contract_followup.py,retain_if_essential,14540,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_finalize_broad_state_4x2500_and_review_candidates.py,retain_if_essential,5834,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_source_verification_tier_a_b.py,retain_if_essential,11916,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_broad_state_4x2500_bounded_wage_differential_validation_relay.py,retain_if_essential,6976,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_bounded_tier_c_evidence_memo_supplement.py,retain_if_essential,6455,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_bounded_internal_mechanism_linkage_claim_memo.py,retain_if_essential,11529,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x1000_live_scout.py,retain_if_essential,47604,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_scouting_four_lane_candidate_review.py,retain_if_essential,11754,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_extraction_1000.py,retain_if_essential,23547,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_external_data_exhaustive_pipeline.py,retain_if_essential,49505,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_scout_coverage.py,retain_if_essential,40498,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_bounded_tier_c_evidence_memo_supplement.py,retain_if_essential,44415,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_extraction_readable_parse_text_1826_independent_bounded_review.py,retain_if_essential,28670,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_municipality_priority_tiers.py,retain_if_essential,59504,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_final_provisional_schema_repair.py,retain_if_essential,7944,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_scaled_verification_batches.py,retain_if_essential,40163,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_combined_broad_pdf_text_layer_readiness_4961.py,retain_if_essential,10664,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/diagnose_parallel_worker_api_stability.py,retain_if_essential,20150,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_targeted_scouting_four_lane_fixed_stagger_live.py,retain_if_essential,9865,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x1000_scout_dry_run_prep.py,retain_if_essential,48674,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_scouting_four_lane_prep_dry_run.py,retain_if_essential,49028,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_verification.py,retain_if_essential,43937,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/validate_remaining_municipality_5lane_scout.py,retain_if_essential,958,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_extraction_500.py,retain_if_essential,14923,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_candidate_verification_4x3000.py,retain_if_essential,63430,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_broad_state_4x2500_text_extraction_relay.py,retain_if_essential,4688,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_text_table_detection_planning.py,retain_if_essential,31084,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_broad_state_4x2500_live_scout_crash_recovery.py,retain_if_essential,23226,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_final_provisional_merge.py,retain_if_essential,37089,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_broad_state_4x2500_live_scout.py,retain_if_essential,50053,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_mechanism_linkage_claim_review_268.py,retain_if_essential,37125,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/audit_source_review_lanes.py,retain_if_essential,16560,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/merge_source_review_lanes.py,retain_if_essential,41709,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/prepare_source_review_pilot.py,retain_if_essential,32982,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_text_table_calibration_review_refined.py,retain_if_essential,16113,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_extraction_remaining_parse_text.py,retain_if_essential,74528,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_remaining_municipality_local_comparison_qa_claim_readiness.py,retain_if_essential,57683,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_pa_full_state_municipality_manifest.py,retain_if_essential,20300,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/prepare_pdf_readiness_pilot.py,retain_if_essential,26631,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_source_review_download_429.py,retain_if_essential,52521,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_extraction_targeted_qa.py,retain_if_essential,7668,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_parallel_scout_lanes.py,retain_if_essential,15353,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_retained_source_storage_history_repair.py,retain_if_essential,19174,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_source_review_planning.py,retain_if_essential,53175,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_registry_review.py,retain_if_essential,18304,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_compensation_evidence_final_provisional_schema_readiness.py,retain_if_essential,5690,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x2500_text_extraction.py,retain_if_essential,2890,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_retained_source_storage_history_repair.py,retain_if_essential,6291,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_bounded_schema_repair_followup.py,retain_if_essential,49280,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_national_batch01_ny25_live_candidate_handoff.py,retain_if_essential,4774,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_extraction.py,retain_if_essential,141025,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_pdf_readiness_planning.py,retain_if_essential,33180,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x1000_parallel_live_scout.py,retain_if_essential,6625,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x2500_scout_infrastructure_prep.py,retain_if_essential,9836,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_state_4x2500_pdf_text_readiness.py,retain_if_essential,5271,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/prepare_parallel_scout_lanes.py,retain_if_essential,44665,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_evidence_limited_qualitative_usage_registry_acceptance.py,retain_if_essential,39851,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/pdf_readiness_sources.py,retain_if_essential,21818,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_broad_candidate_verification_4x3000_resume_lane_004.py,retain_if_essential,6815,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_compensation_extraction_1000_targeted_qa.py,retain_if_essential,49377,Candidate for clean-repository reproducibility and onboarding.,none
semantic_review,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/staffing_wrong_side.jsonl,retain,0,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",none
mathematical_analysis,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/growth_sparse_cell_review.jsonl,retain,8333,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",none
visual_data,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/mechanisms/mechanism-none-identified_qa.json,retain,264,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",none
semantic_review,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/aggressive_bounded_reanalysis_manifest.json,retain,32822,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",none
