inventory_id,relative_path,artifact_family,artifact_subfamily,file_size_bytes,clean_repo_decision,source_library_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_level,lane_id,lineage,absolute_path_hash,filename,extension,tracked_status,ignored_status,untracked_status,symlink_status,file_size_human,modified_time,created_time_if_available,SHA256_if_available,existing_hash_source,exact_duplicate_group_id,near_duplicate_group_id_if_available,canonical_source_id_if_available,task_id_if_available,source_type_if_available,municipality_if_available,state_if_available,period_if_available,original_URL_pointer_if_available,extraction_status_if_available,claim_or_report_dependency,current_use_status,superseded_status,sensitive_material_risk,machine_specific_path_risk,redistribution_risk,cleanup_priority,estimated_reclaimable_bytes,replacement_summary_path,retention_reason,exclusion_reason,unresolved_question,logical_file_count
INV-3c4cd3f0c2485a19fdbe,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/visual_stage_checkpoint.json,visual_data,bounded_visual_input,365,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-3c8a8044a58d340e0ae0,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/mechanism-overview.png,rendered_visual,png,56572,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,56572,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-9d90e5bfbacc95624268,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/claims/claim-card-unsup-04.png,rendered_visual,png,109057,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,109057,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-51d1d458420642f6e872,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/whole_corpus_visual_production_summary.json,visual_data,bounded_visual_input,9466,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-b341c5a122b5120e2aa7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/claim_card_manifest.jsonl,visual_data,bounded_visual_input,12349,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-c9875c5b2e3c953f8780,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/lanes/visual_lane_003_data_ledger.jsonl,visual_data,bounded_visual_input,1217,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-d10b8ed226a1c818f3b5,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/validation_report.json,visual_data,bounded_visual_input,697,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-abdcd7a2b0436f68da08,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f07_thumb.png,rendered_visual,png,40714,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,40714,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-3ccdef86ecbf5369ffa1,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/figures/F12/figure_qa.json,visual_data,bounded_visual_input,756,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-676088a6c55d2005e65f,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/mechanisms/mechanism-none-identified.png,rendered_visual,png,140344,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,140344,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-a129bb7c7e70777c9c1f,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/mechanisms/mechanism-fiscal-constraint.svg,rendered_visual,svg,224792,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,224792,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-4e7724a09e89ae3cc9a8,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-TARGETED-HOSTED-SEARCH-SCOUT-2026-08-04/mechanism_hex_density_visual_ready_layer.csv,visual_data,bounded_visual_input,1660751,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,1660751,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-40eef5fb91c2bedd3e9d,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/methodology_caption_manifest.jsonl,visual_data,bounded_visual_input,4474,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-35ce15ad92eb3c09635e,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/final_pdf_page_plan.csv,visual_data,bounded_visual_input,2896,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-d8e0192d05e851a66ba6,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/final_figure_caption_stub_manifest.csv,visual_data,bounded_visual_input,3365,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-5bb21ba26ba727effbc0,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/visual_failed_figure_repair_queue.csv,visual_data,bounded_visual_input,6,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-c19d6e9774143d723b4f,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/visual_quality_gate_results.json,visual_data,bounded_visual_input,503,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-6ca4ed8cb11f3b69cc9e,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/methodology/strict-bounded-evidence-lanes.svg,rendered_visual,svg,96195,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,96195,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-24dc3f7a915a6ffabbfb,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EVIDENCE-CORRECTION-IMPLEMENTATION-EVENT-RECODING-AND-VISUAL-PREP-2026-08-04/same_side_evidence_gate.json,visual_data,bounded_visual_input,219,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,219,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-eadf4758c5506d8b0954,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EVIDENCE-CORRECTION-IMPLEMENTATION-EVENT-RECODING-AND-VISUAL-PREP-2026-08-04/lanes/lane_002_checkpoint.json,visual_data,bounded_visual_input,260,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,260,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-b6085573c9def2cabe16,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/limitations/review-limits.png,rendered_visual,png,82346,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,82346,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-e14a3fbb1160478acda0,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/final_figure_asset_manifest.csv,visual_data,bounded_visual_input,5839,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-e58a366452dc0119b0ab,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/local_artifact_storage_audit.json,visual_data,bounded_visual_input,187,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-538cf3eb66c5999a3eb3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/lanes/visual_lane_001_figure_queue.jsonl,visual_data,bounded_visual_input,889,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-b337596228adad40c417,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/final_figure_review_note_manifest.csv,visual_data,bounded_visual_input,7180,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-88f9d7ff914100069da5,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/counterexample_to_figure_crosswalk.csv,visual_data,bounded_visual_input,154,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-c28eec1964602ba0d9eb,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EVIDENCE-CORRECTION-IMPLEMENTATION-EVENT-RECODING-AND-VISUAL-PREP-2026-08-04/external_data_search_target_queue.csv,visual_data,bounded_visual_input,6097064,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,6097064,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-add07d3aa4d66cac839f,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/limitations/coverage-representativeness-limits.png,rendered_visual,png,97814,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,97814,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-94e5f5e09ef27b37eaa9,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/mechanism-non-base-compensation-other.png,rendered_visual,png,44358,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,44358,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-d0ae7ef1022fbab0af2b,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/mechanisms/mechanism-inflation-indexing.png,rendered_visual,png,116682,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,116682,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-fb7047df1eb0d7a7b878,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f04_thumb.png,rendered_visual,png,41723,exclude,exclude,retain,eligible_after_final_asset_selection,2,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,41723,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,
INV-e188877023339c3e299e,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/figures/F07/figure_metadata.json,visual_data,bounded_visual_input,3062,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-053d11154f7a75beb522,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/figures/F05/review_note.json,visual_data,bounded_visual_input,652,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
INV-fb6fcfe1a974bffa8e9a,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-VISUAL-PRODUCTION-AND-QA-2026-08-06/visual_input_audit.json,visual_data,bounded_visual_input,469,retain,exclude,retain,retain,none,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,
