relative_path,artifact_family,primary_decision,clean_repo,source_library,original_archive,post_acceptance_cleanup,cleanup_level,bytes,reason
scripts/run_remaining_municipality_pdf_text_readiness.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,22474,Candidate for clean-repository reproducibility and onboarding.
scripts/run_available_external_data_readiness.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,95709,Candidate for clean-repository reproducibility and onboarding.
ingest/process_inbox.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4663,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_il25_live_candidate_handoff.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4644,Candidate for clean-repository reproducibility and onboarding.
scripts/build_municipality_search_hints.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4390,Candidate for clean-repository reproducibility and onboarding.
scripts/run_targeted_pdf_text_layer_readiness_387.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,48941,Candidate for clean-repository reproducibility and onboarding.
scripts/run_remaining_live_scout_retry_preflight.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,18552,Candidate for clean-repository reproducibility and onboarding.
scripts/test_combined_broad_source_review_download_5589.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9041,Candidate for clean-repository reproducibility and onboarding.
scripts/test_text_table_calibration_planning.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,13149,Candidate for clean-repository reproducibility and onboarding.
scripts/audit_verification_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14189,Candidate for clean-repository reproducibility and onboarding.
scripts/build_tier1_worker_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,50428,Candidate for clean-repository reproducibility and onboarding.
scripts/test_build_national_municipality_priority_tiers.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,5827,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_ca25_scout_input.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,18443,Candidate for clean-repository reproducibility and onboarding.
scripts/run_external_data_exhaustive_resume.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,37866,Candidate for clean-repository reproducibility and onboarding.
scripts/review_text_table_calibration_subset.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,76687,Candidate for clean-repository reproducibility and onboarding.
scripts/build_parallel_stage1_worker_inputs.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,22527,Candidate for clean-repository reproducibility and onboarding.
scripts/build_wave2_3x50_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,15426,Candidate for clean-repository reproducibility and onboarding.
scripts/merge_text_table_detection_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,25033,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_qualitative_evidence_contract_followup.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,34170,Candidate for clean-repository reproducibility and onboarding.
scripts/audit_pdf_readiness_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14948,Candidate for clean-repository reproducibility and onboarding.
docs/schema.md,schema,retain_in_both,retain_if_essential,exclude,retain,retain,none,6824,Candidate for clean-repository reproducibility and onboarding.
scripts/run_whole_corpus_claim_critical_cross_examination.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,108627,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_il25_3_live_candidate_handoff.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4762,Candidate for clean-repository reproducibility and onboarding.
ingest/audit_coverage.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,8684,Candidate for clean-repository reproducibility and onboarding.
scripts/test_quantitative_direct_text_claim_triage_862.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,8983,Candidate for clean-repository reproducibility and onboarding.
scripts/run_targeted_tier_c_verification_from_bounded_memo_gaps.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,52431,Candidate for clean-repository reproducibility and onboarding.
scripts/run_remaining_municipality_blocker_rescue_reclassification.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,71764,Candidate for clean-repository reproducibility and onboarding.
scripts/build_pi_progress_pdf.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,21475,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_limited_qualitative_usage_layer_acceptance.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,17087,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_claim_oriented_phase_close.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,56151,Candidate for clean-repository reproducibility and onboarding.
scripts/build_tier1_wave2_worker_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,51531,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x2500_text_extraction.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,47001,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x2500_bounded_wage_differential_validation.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,26609,Candidate for clean-repository reproducibility and onboarding.
scripts/run_targeted_scouting_four_lane_staggered_live.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,32341,Candidate for clean-repository reproducibility and onboarding.
scripts/merge_verification_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,26554,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_il25_3_scout_input.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,16818,Candidate for clean-repository reproducibility and onboarding.
scripts/audit_content_triage_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,17219,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_pipeline_hardening_readiness_accelerator.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14527,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_scout_coverage_status.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,42629,Candidate for clean-repository reproducibility and onboarding.
scripts/test_broad_candidate_verification_4x3000.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7572,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_limited_qualitative_usage_registry_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,40078,Candidate for clean-repository reproducibility and onboarding.
scripts/log_api_spend.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4014,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x1000_parallel_live_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,36816,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_provisional_claim_review_636.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,11202,Candidate for clean-repository reproducibility and onboarding.
ingest/pipeline.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7829,Candidate for clean-repository reproducibility and onboarding.
scripts/test_content_triage_planning.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,42120,Candidate for clean-repository reproducibility and onboarding.
scripts/test_quantitative_to_qualitative_mechanism_linkage_513.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9525,Candidate for clean-repository reproducibility and onboarding.
scripts/diagnose_direct_sdk_scout_backend_smoke_test.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,8122,Candidate for clean-repository reproducibility and onboarding.
scripts/diagnose_direct_sdk_hosted_search_transport.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,24173,Candidate for clean-repository reproducibility and onboarding.
scripts/run_remaining_municipality_source_review_download.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,27972,Candidate for clean-repository reproducibility and onboarding.
scripts/test_broad_state_4x2500_live_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,3732,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_limited_qualitative_usage_layer_qa_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,16906,Candidate for clean-repository reproducibility and onboarding.
ingest/test_pipeline.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,22011,Candidate for clean-repository reproducibility and onboarding.
scripts/prepare_remaining_municipality_5lane_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,44399,Candidate for clean-repository reproducibility and onboarding.
scripts/build_post_pi_wave1_coordinator_input.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9185,Candidate for clean-repository reproducibility and onboarding.
scripts/run_remaining_municipality_text_extraction.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,32707,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x2500_pdf_text_readiness.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,58429,Candidate for clean-repository reproducibility and onboarding.
scripts/checkpoint_external_data_backend_anomaly.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,25537,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_pipeline_hardening_readiness_accelerator.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,54403,Candidate for clean-repository reproducibility and onboarding.
scripts/run_combined_broad_text_extraction_4051.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,65071,Candidate for clean-repository reproducibility and onboarding.
scripts/run_remaining_municipality_repo_deep_clean_archive.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,65295,Candidate for clean-repository reproducibility and onboarding.
scripts/run_available_external_data_full_verification.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,101869,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_limited_qualitative_usage_registry_acceptance.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,19404,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_extraction_1000_targeted_qa.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7877,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_limited_qualitative_usage_layer_qa_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,44504,Candidate for clean-repository reproducibility and onboarding.
scripts/test_global_analysis_readiness_gate.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9021,Candidate for clean-repository reproducibility and onboarding.
scripts/test_broad_state_remaining_5lane_live_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4132,Candidate for clean-repository reproducibility and onboarding.
scripts/run_available_external_data_candidate_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,71647,Candidate for clean-repository reproducibility and onboarding.
ingest/extract_text.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,5123,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_ca25_live_candidate_handoff.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4824,Candidate for clean-repository reproducibility and onboarding.
scripts/test_targeted_text_layer_extraction_321.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,16551,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_batch01_ny25_scout_input.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14862,Candidate for clean-repository reproducibility and onboarding.
scripts/audit_post_pi_wave1_dry_run.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7552,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x2500_scout_infrastructure_prep.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,40109,Candidate for clean-repository reproducibility and onboarding.
ingest/fetchers/__init__.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,5116,Candidate for clean-repository reproducibility and onboarding.
scripts/run_external_data_exhaustive_downstream.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,149342,Candidate for clean-repository reproducibility and onboarding.
scripts/run_available_external_data_source_review_download.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,100233,Candidate for clean-repository reproducibility and onboarding.
scripts/build_three_worker_50row_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14322,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_claim_oriented_phase_close.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,20631,Candidate for clean-repository reproducibility and onboarding.
scripts/verify_candidate_sources.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,31369,Candidate for clean-repository reproducibility and onboarding.
scripts/merge_pdf_readiness_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,24903,Candidate for clean-repository reproducibility and onboarding.
scripts/build_broad_state_4x2500_source_review_download_relay.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,5697,Candidate for clean-repository reproducibility and onboarding.
scripts/test_broad_state_4x2500_source_review_download.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4489,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_extraction_remaining_parse_text.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,17204,Candidate for clean-repository reproducibility and onboarding.
scripts/run_combined_broad_source_review_download_5589.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,64220,Candidate for clean-repository reproducibility and onboarding.
scripts/test_combined_broad_text_extraction_4051.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,10963,Candidate for clean-repository reproducibility and onboarding.
scripts/build_next_wave_municipality_manifest.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,23298,Candidate for clean-repository reproducibility and onboarding.
scripts/text_table_detection_sources.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,31656,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_scout_candidate_queue.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,31005,Candidate for clean-repository reproducibility and onboarding.
scripts/merge_content_triage_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,21471,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_evidence_provisional_claim_review_636.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,48094,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_remaining_5lane_live_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,73034,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_by_state_source_scout_wave.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,49423,Candidate for clean-repository reproducibility and onboarding.
scripts/run_quantitative_direct_text_claim_triage_862.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,46872,Candidate for clean-repository reproducibility and onboarding.
scripts/run_whole_corpus_aggressive_bounded_reanalysis.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,74336,Candidate for clean-repository reproducibility and onboarding.
scripts/run_targeted_text_layer_extraction_321.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,52456,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_qualitative_evidence_contract_followup.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,14540,Candidate for clean-repository reproducibility and onboarding.
scripts/test_finalize_broad_state_4x2500_and_review_candidates.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,5834,Candidate for clean-repository reproducibility and onboarding.
scripts/test_targeted_source_verification_tier_a_b.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,11916,Candidate for clean-repository reproducibility and onboarding.
scripts/build_broad_state_4x2500_bounded_wage_differential_validation_relay.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,6976,Candidate for clean-repository reproducibility and onboarding.
scripts/test_bounded_tier_c_evidence_memo_supplement.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,6455,Candidate for clean-repository reproducibility and onboarding.
scripts/test_bounded_internal_mechanism_linkage_claim_memo.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,11529,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x1000_live_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,47604,Candidate for clean-repository reproducibility and onboarding.
scripts/test_targeted_scouting_four_lane_candidate_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,11754,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_extraction_1000.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,23547,Candidate for clean-repository reproducibility and onboarding.
scripts/run_external_data_exhaustive_pipeline.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,49505,Candidate for clean-repository reproducibility and onboarding.
scripts/build_scout_coverage.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,40498,Candidate for clean-repository reproducibility and onboarding.
scripts/run_bounded_tier_c_evidence_memo_supplement.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,44415,Candidate for clean-repository reproducibility and onboarding.
scripts/run_compensation_extraction_readable_parse_text_1826_independent_bounded_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,28670,Candidate for clean-repository reproducibility and onboarding.
scripts/build_national_municipality_priority_tiers.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,59504,Candidate for clean-repository reproducibility and onboarding.
scripts/test_compensation_evidence_final_provisional_schema_repair.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7944,Candidate for clean-repository reproducibility and onboarding.
scripts/test_scaled_verification_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,40163,Candidate for clean-repository reproducibility and onboarding.
scripts/test_combined_broad_pdf_text_layer_readiness_4961.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,10664,Candidate for clean-repository reproducibility and onboarding.
scripts/diagnose_parallel_worker_api_stability.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,20150,Candidate for clean-repository reproducibility and onboarding.
scripts/test_targeted_scouting_four_lane_fixed_stagger_live.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9865,Candidate for clean-repository reproducibility and onboarding.
scripts/run_broad_state_4x1000_scout_dry_run_prep.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,48674,Candidate for clean-repository reproducibility and onboarding.
