sample_family,inventory_id,relative_path,artifact_family,file_exists_or_logical,size_verified,retention_decision_present,cleanup_level,QA_status
extracted_text,INV-04bdc109c5538b3b4a24,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8ead42f0b458b4c1106d.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-0507764d10b41f8adcb7,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-55dff6c8ee17ceec9050.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-05b3727233c375468683,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-56fcd37a3d776c47edcc.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-05d545b8ba60ec817ee4,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-145cc75963f5d5b3c67f.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-05fb6d69f22478373762,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-2235473420e3a8293c5f.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-061e3eddb5c9c9df924a,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-34a45fd0f370bbaf0bb7.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-06d22f0c57177a8eb239,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-ff374550b9bc1574136c.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-07be14a32f96f10a9c53,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-88bb4d0fa5d4be0696a7.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-07f26e2b52ba7a5277f3,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-caa9f618361c7949d562.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-08076b1b7b226afc878e,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ca403e6842ab8ab4d34c.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-0847c789359766477af5,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-05c41828654efbc6377a.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-08738f6420d10fe20fa6,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-63d46aa6c8c0b6524d84.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-08acfcfd6f3c1963f5a0,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/html/TXT321-9ba5f89b1d4735f49ecf.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-08af5ca7a1d4fb57dd4e,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-c684924b35670040baed.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-093e9e3d55fda63e92d7,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-135c3e5f94080ca0bbb8.txt,extracted_text,True,True,True,4,pass
extracted_text,INV-097e655ed6f21dd6c837,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-2ccfcbe6731b271a49b1.txt,extracted_text,True,True,True,4,pass
derived,INV-000cf454f6a25d7db3cc,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-RESCUE-GAP-GROWTH-CLAIMS-2026-07-30/partial_repair_results.jsonl,normalization,True,True,True,3,pass
derived,INV-000d40a507426ad12ee6,docs/analysis/compensation_extraction/COMBINED-BROAD-SPAN-EVIDENCE-EXTRACTION-3815-PARALLEL-LANES-2026-07-28/lanes/span_lane_001/lane_001_ambiguous_spans.csv,raw_span,True,True,True,3,pass
derived,INV-000ebb7542160e677427,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/bounded_mathematical_repair_queue.csv,mathematical_analysis,True,True,True,none,pass
derived,INV-005b5da152085e8da581,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/10_EXTERNAL-DATA-RECONCILIATION-LINKAGE/reconciled_safety_non_safety_visual_index.csv,reconciliation,True,True,True,3,pass
derived,INV-005e30467b0cc76429c1,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/09_EXTERNAL-DATA-INGESTION-CODIFICATION/canonical_external_ambiguity_layer_pointer_manifest.csv,ingestion,True,True,True,3,pass
derived,INV-00798e401249bc4804f7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/local_comparison_match_type_summary.json,normalization,True,True,True,3,pass
derived,INV-008aae26a26c04c1e5f7,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/evidence_pipeline_attrition_table.jsonl,mathematical_analysis,True,True,True,none,pass
derived,INV-00be3668b9c6a4b0b10a,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/paid_with_prior_adoption_queue.jsonl,normalization,True,True,True,3,pass
derived,INV-00c3285d7f6c94e712a5,docs/analysis/compensation_extraction/COMBINED-BROAD-SPAN-EVIDENCE-EXTRACTION-3815-PARALLEL-LANES-2026-07-28/lanes/span_lane_001/lane_001_positive_spans.csv,raw_span,True,True,True,3,pass
derived,INV-00d66f1242cd45d12fe3,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/validation_report.json,mathematical_analysis,True,True,True,none,pass
derived,INV-014245c7655b823a0ef6,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/tier_c_text_layer_extraction_378_locked_queue_summary.json,raw_span,True,True,True,3,pass
derived,INV-01426a6d97d82dc56bc4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/incomplete_component_set_queue.csv,normalization,True,True,True,3,pass
derived,INV-0156de6ea1b3c5e13fdb,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/tier_c_text_span_extraction_preserved_readiness_exclusions_summary.json,raw_span,True,True,True,3,pass
derived,INV-0157e092193b81a2dd4b,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/07_EXTERNAL-DATA-FIELD-SPAN-EXTRACTION/qualitative_administrative_span_pointer_manifest.jsonl,raw_span,True,True,True,3,pass
derived,INV-016088a41d200da38b95,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-SPAN-EXTRACTION-2026-07-30/dashboard_browser_smoke_report.json,raw_span,True,True,True,3,pass
derived,INV-017f57f7071c41336c41,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/07_EXTERNAL-DATA-FIELD-SPAN-EXTRACTION/external_administrative_field_record_examples.jsonl,raw_field,True,True,True,3,pass
derived,INV-017fca5d13dc4f0facab,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/10_EXTERNAL-DATA-RECONCILIATION-LINKAGE/reconciliation_lane_003_conflict_ledgers.csv,reconciliation,True,True,True,3,pass
derived,INV-01a415a46b1bc2d327c9,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/no_external_growth_match_note.md,mathematical_analysis,True,True,True,none,pass
derived,INV-01c8138fd40ccaefcff7,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/[logical-reconciliation-reconciliation_output],reconciliation,True,True,True,3,pass
derived,INV-01dd57b9deef3541bf78,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/dashboard_section_reorganization_map.md,raw_span,True,True,True,3,pass
derived,INV-01f08bc584f976b07bc4,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MATHEMATICAL-EXECUTION-AND-DESCRIPTIVE-ANALYSIS-2026-08-05/mathematical_analysis_input_audit.json,mathematical_analysis,True,True,True,none,pass
derived,INV-01f79d0f510f433e5f20,scripts/span_extraction_3815_coordinator.py,raw_span,True,True,True,3,pass
derived,INV-01f8eb821d6c7ebe3028,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/10_EXTERNAL-DATA-RECONCILIATION-LINKAGE/supporting_span_reconciliation_input_manifest.json,raw_span,True,True,True,3,pass
derived,INV-020b5671e52134f2dab7,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-RESCUE-GAP-GROWTH-CLAIMS-2026-07-30/rescue_repaired_supporting_findings.json,normalization,True,True,True,3,pass
derived,INV-0221b911a07fd5915223,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-MATCHED-STRUCTURE-PARAPHRASE-REPAIR-2026-07-30/paraphrase_repair_audit.json,normalization,True,True,True,3,pass
visual_report,INV-00700873fc16e983abf8,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/limitations/extraction-limits.png,rendered_visual,True,True,True,2,pass
visual_report,INV-00aeebd876f6dc90e00c,docs/analysis/pi_report_input_audit_2026-07-22.md,report,True,True,True,2,pass
visual_report,INV-017e2b501e45a4629343,inbox/foia/ma_seekonk_police_mcop_local_215_2022_2025.pdf,report,True,True,True,2,pass
visual_report,INV-01843c1101c15b81fa55,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/thumbnails/mechanism-market-recruitment-retention.png,rendered_visual,True,True,True,2,pass
