inventory_id,relative_path,artifact_family,artifact_subfamily,logical_file_count,file_size_bytes,file_size_human,task_id_if_available,current_use_status,clean_repo_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_level,estimated_reclaimable_bytes,retention_reason,lane_id,lineage
INV-321bc7b77c1ba8a648ab,tmp/gabriel_huit_code_packet_2026-07-17/next_task.md,rating,rating_output,,483,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-efc0593a5b8e138f98a4,scripts/test_compensation_evidence_gabriel_claim_rating_summary_review_636.py,rating,rating_output,,11814,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-8dc492aa2a80da955878,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_source_resolution_2026-07-08.csv,ingestion,ingestion_output,,9350,,,,exclude,retain,eligible_after_reconstruction_validation,3,9350,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-571197874eda85ac57f3,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_websearch_thursday_presentation_outline_2026-07-01.md,rating,rating_output,,3982,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-2d63577b137ad1056a70,scripts/run_compensation_evidence_limited_exact_span_qualitative_readiness_review.py,raw_span,span,,35710,,,,exclude,retain,eligible_after_reconstruction_validation,3,35710,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-45aa264691f9ae65b3a5,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/cost_summary.csv,rating,rating_output,,595,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-f9c9b7647fb8515b7a19,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v9_preliminary_report_2026-06-25.md,rating,rating_output,,13800,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-c1e787d73338029b77ad,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_recognition_clause_extraction_2026-07-08.md,ingestion,ingestion_output,,1787,,,,exclude,retain,eligible_after_reconstruction_validation,3,1787,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-d73c93982b864549f59e,tmp/gabriel_huit_code_packet_2026-07-17/patch_diff_summary.txt,rating,rating_output,,602,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-3837d1b01a5b6aa4260b,scripts/test_gabriel_state_source_scout_prompt.py,rating,rating_output,,17256,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-a01e6820da454c482ac7,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.json,rating,rating_output,,750,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-29ce1ee7cd7ad84fbfe3,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_top_documents.png,rating,rating_output,,95688,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-b211d1bef0eb7546acd1,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/build_input.py,rating,rating_output,,4905,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-3698b5496a06dda1a00b,scripts/test_targeted_evidence_span_extraction_321.py,raw_span,span,,13668,,,,exclude,retain,eligible_after_reconstruction_validation,3,13668,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-30969754eab87ba997bc,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/raw_outputs.csv,rating,rating_output,,695,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-0cdd722d1d32fc331daf,tmp/gabriel_huit_code_packet_2026-07-17/raw_outputs.csv,rating,rating_output,,216,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-ef1e95ce0649230d6ff7,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/run_metadata.json,rating,rating_output,,1597,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-63f81afa3c0a710bdfac,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_source_identity_audit_2026-07-08.md,ingestion,ingestion_output,,16708,,,,exclude,retain,eligible_after_reconstruction_validation,3,16708,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-0b08daa24065239ef559,tmp/gabriel_huit_code_packet_2026-07-17/validation/audit_coverage.txt,rating,rating_output,,668,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-c6793881d3f27df997a8,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_source_resolution_preflight_2026-07-08.md,ingestion,ingestion_output,,4739,,,,exclude,retain,eligible_after_reconstruction_validation,3,4739,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-ccb94689830df24710ed,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/validation/validate.txt,rating,rating_output,,124,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-25c63562e5f5128ef3cf,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_smoke_boston_2026-07-01.csv,rating,rating_output,,643,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-b5d4c6758680691bcf17,scripts/run_combined_broad_span_extraction_3815.py,raw_span,span,,39272,,,,exclude,retain,eligible_after_reconstruction_validation,3,39272,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-0cd060687d4ed2165228,tmp/gabriel_proxy_connection_retest_2026-07-17/next_task.md,rating,rating_output,,578,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-5149e2de8a0c040a1efe,tmp/gabriel_huit_code_packet_2026-07-17/changed_files.txt,rating,rating_output,,1467,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-3f46c6efa26e2f86d087,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_mechanism_excerpt_extraction_2026-07-08.md,ingestion,ingestion_output,,3564,,,,exclude,retain,eligible_after_reconstruction_validation,3,3564,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-e586594d950c823c0640,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_websearch_mass_city_pilot_summary_2026-06-30.md,rating,rating_output,,8754,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-6d70dd0f0a0fc46a1c82,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_approved_source_plan_2026-07-08.csv,ingestion,ingestion_output,,36848,,,,exclude,retain,eligible_after_reconstruction_validation,3,36848,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-223bc94009b012c425ab,tmp/gabriel_proxy_connection_retest_2026-07-17/validation/prompt_test.txt,rating,rating_output,,384,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-d8644ac54a1bae0ea949,scripts/run_compensation_evidence_bounded_local_pdf_text_layer_span_capture.py,raw_span,span,,51472,,,,exclude,retain,eligible_after_reconstruction_validation,3,51472,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-fe3aa025a47b4a97f5e1,scripts/test_targeted_evidence_span_rating_summary_173.py,rating,rating_output,,8558,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-2617a9d330518db2c18b,scripts/build_broad_state_4x2500_span_extraction_relay.py,raw_span,span,,4765,,,,exclude,retain,eligible_after_reconstruction_validation,3,4765,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-80ab2352bba8b975769f,scripts/test_compensation_evidence_bounded_qualitative_span_disambiguation_followup.py,raw_span,span,,15814,,,,exclude,retain,eligible_after_reconstruction_validation,3,15814,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-58123fbe95f77224413d,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/summarize_v9.py,rating,rating_output,,21402,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-d7a6e2dac0a563ffdff7,tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_scout.txt,rating,rating_output,,98,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-353393db8a6f0f54de28,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_fetch_manifest_2026-07-08.csv,ingestion,ingestion_output,,1211,,,,exclude,retain,eligible_after_reconstruction_validation,3,1211,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-a9d4dbda694002e09433,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_boston_graduated_retry_2026-07-01.csv,rating,rating_output,,1863,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-1fd7e6d40d05817dc070,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/run_gabriel.py,rating,rating_output,,25883,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-9d5669b15145f612bd6f,tmp/gabriel_proxy_connection_retest_2026-07-17/smoke_test_metadata.json,rating,rating_output,,1209,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-873d2211a5ac4ede704e,tmp/gabriel_huit_code_packet_2026-07-17/git_status_post_commit.txt,rating,rating_output,,296,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-08dc5edf9729055f96b9,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/console.log,rating,rating_output,,5895,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-4aad12b640e06678a5f8,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.csv,rating,rating_output,,572,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-c796654a23f11ef881cd,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_score_distribution_excluding_arbitration.png,rating,rating_output,,37280,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-3aab8648c3ee82b4546f,scripts/run_compensation_evidence_gabriel_claim_rating_35_quarantine_repair.py,rating,rating_output,,48433,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-847953790f4bfa2b1766,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_cba_only_safety_vs_nonsafety.png,rating,rating_output,,36110,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-e6e2824df0ec450d8ecd,tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_prompt_test.txt,rating,rating_output,,110,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-cf46f64893f2732ced38,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/gabriel_save_dir/gabriel_whatever_raw.csv,rating,rating_output,,445,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-a438e814dd64276ecdfb,tmp/gabriel_huit_code_packet_2026-07-17/tmp/gabriel_proxy_connection_retest_2026-07-17/gabriel_proxy_smoke_test.py,rating,rating_output,,7617,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-c26883d732554ded8f43,docs/archive/acquisition_recon_2026-06/gabriel_websearch_mass_city_pilot_extractions_2026-06-30.csv,rating,rating_output,,16055,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-4db65ac115716f3ccac3,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_boston_graduated_retry_extractions_2026-07-01.csv,rating,rating_output,,629,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-280414bb63b2b5243e8a,scripts/run_broad_state_4x2500_normalization_rescue_gap_growth.py,normalization,normalization_output,,66382,,,,exclude,retain,eligible_after_reconstruction_validation,3,66382,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-6b66a799e20f085fbeb4,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/validation/py_compile_smoke_test.txt,rating,rating_output,,0,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-198601e9b8f3eb913a6f,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_fetch_manifest_2026-07-08.csv,ingestion,ingestion_output,,3580,,,,exclude,retain,eligible_after_reconstruction_validation,3,3580,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-5cbd72b026fb587ac259,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v10_arbitration_impasse_design_2026-06-29.md,rating,rating_output,,12906,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-631e0dcc210dcc7fd5ed,scripts/run_targeted_evidence_span_extraction_321.py,raw_span,span,,64338,,,,exclude,retain,eligible_after_reconstruction_validation,3,64338,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-1cdc88eff29860f85cae,scripts/run_broad_state_wage_growth_continuity_review.py,mathematical_analysis,analysis_output,,47158,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-5adea58f99e796b8cf92,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_mechanism_excerpt_extraction_2026-07-08.md,ingestion,ingestion_output,,41076,,,,exclude,retain,eligible_after_reconstruction_validation,3,41076,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-ea68d98874e5b8315b63,scripts/build_broad_state_4x2500_normalization_rescue_gap_growth_relay.py,normalization,normalization_output,,8463,,,,exclude,retain,eligible_after_reconstruction_validation,3,8463,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-8b0216ad0aa9de376bf9,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/__pycache__/gabriel_proxy_smoke_test.cpython-311.pyc,rating,rating_output,,7133,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-6c342b6caced26d70d46,scripts/test_targeted_evidence_span_rating_201.py,rating,rating_output,,11048,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-e22464c3f6ff3a715d9b,scripts/build_broad_state_4x2500_normalization_matching_paraphrase_repair_relay.py,normalization,normalization_output,,7658,,,,exclude,retain,eligible_after_reconstruction_validation,3,7658,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-84f328da7df67e991ccf,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_v9_summary_city_level.csv,rating,rating_output,,635,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-0edf5134a2d34adb1d82,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_proxy_web_connectivity_diagnostic_2026-07-01.md,rating,rating_output,,2089,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-8cdc1d7d61934825d093,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/cost_summary.json,rating,rating_output,,761,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-50bace6f5fc0d6722022,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_recognition_clause_extraction_2026-07-08.csv,ingestion,ingestion_output,,2155,,,,exclude,retain,eligible_after_reconstruction_validation,3,2155,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-b723e0c44fe1faf6765d,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v10_gold_repaired_dryrun_report_2026-06-30.md,rating,rating_output,,5233,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-ec7a30648107480ccdee,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_acquisition_dry_run_2026-07-08.md,ingestion,ingestion_output,,10643,,,,exclude,retain,eligible_after_reconstruction_validation,3,10643,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-b694ba02c483730c4f67,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_contracts_metadata_additions_2026-07-08.csv,ingestion,ingestion_output,,9484,,,,exclude,retain,eligible_after_reconstruction_validation,3,9484,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-88820708f3462dcfc510,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_final_pre_ingestion_audit_2026-07-08.md,ingestion,ingestion_output,,22357,,,,exclude,retain,eligible_after_reconstruction_validation,3,22357,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-8aa65c2ef33c39eb058a,docs/prompts/gabriel_parallel_coordinator_merge_template.md,rating,rating_output,,8926,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-3d34010fd3e42478d83b,scripts/build_broad_state_4x2500_rating_ingest_codify_pi_evidence_relay.py,rating,rating_output,,8402,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-9e7b5ab36906de94f27c,tmp/gabriel_proxy_connection_retest_2026-07-17/patch_diff_summary.txt,rating,rating_output,,646,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-8829a64fe55def501ba8,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/prompt_preview.md,rating,rating_output,,23279,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-09e7fcef8e5d5e75365e,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_v10_gold_dryrun_audit_2026-06-29.csv,rating,rating_output,,4926,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-da38144a6c6abab5695d,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/run_gabriel_builtin_web_boston_graduated_retry.py,rating,rating_output,,27177,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-398b04c8f8a9bd25df2a,scripts/test_compensation_evidence_bounded_local_pdf_text_layer_span_capture.py,raw_span,span,,14262,,,,exclude,retain,eligible_after_reconstruction_validation,3,14262,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-15d7d713aef5141aff35,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_second_batch_recognition_clause_extraction_2026-07-08.md,ingestion,ingestion_output,,1922,,,,exclude,retain,eligible_after_reconstruction_validation,3,1922,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-001fd96764a8a153c415,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/Graphs V1/graph2_by_source_type.png,rating,rating_output,,33238,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-9f85ea27815cf831c598,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_second_batch_metadata_additions_2026-07-08.csv,ingestion,ingestion_output,,2592,,,,exclude,retain,eligible_after_reconstruction_validation,3,2592,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-59fdcbcbb1facf3da81e,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/input_v10_gold_repaired_2026-06-30.csv,rating,rating_output,,1188559,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-eaf28bc55d9fcf8fa54c,tmp/gabriel_proxy_connection_retest_2026-07-17/git_status_post_commit.txt,rating,rating_output,,203,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
INV-dedaf3bf41a1de31750e,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/build_input_v9.py,rating,rating_output,,5874,,,,exclude,retain,retain,none,0,Preserve project lineage in the original archive.,handoff_inventory_lane_001,filesystem_stat_and_project_path_rules
