relative_path,artifact_family,primary_decision,clean_repo,source_library,original_archive,post_acceptance_cleanup,cleanup_level,bytes,reason
scripts/test_compensation_extraction_readable_parse_text_1826_independent_bounded_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,6689,Candidate for clean-repository reproducibility and onboarding.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/cost_summary.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,595,Preserve project lineage in the original archive.
docs/archive/early_occupation_scoping_2026-07/non_safety_transit_source_gaps_2026-07-06.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,13326,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v9_preliminary_report_2026-06-25.md,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,13800,Preserve project lineage in the original archive.
corpus/ma_wayland/ma_wayland_fire_2020_2023.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,951569,Superseded historical output; retain compact lineage and selected milestones.
tmp/huit_openai_request_shape_diagnosis_2026-07-17/validation_validate.txt,validation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,163,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_recognition_clause_extraction_2026-07-08.md,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,1787,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,5221909,Superseded historical output; retain compact lineage and selected milestones.
docs/dashboard/src/main.jsx,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,241,Preserve project lineage in the original archive.
tmp/gabriel_huit_code_packet_2026-07-17/patch_diff_summary.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,602,Preserve project lineage in the original archive.
corpus/nj_trenton/nj_trenton_other_afscme2281_cba_2019.meta.json,unknown,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1274,Preserve project lineage in the original archive.
scripts/test_gabriel_state_source_scout_prompt.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,17256,Preserve project lineage in the original archive.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.json,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,750,Preserve project lineage in the original archive.
docs/archive/acquisition_recon_2026-06/ma_source_inventory.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,6828,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_top_documents.png,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,95688,Preserve project lineage in the original archive.
docs/archive/acquisition_recon_2026-06/ma_boston_mechanism_source_recon_2026-06-26.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,5131,Superseded historical output; retain compact lineage and selected milestones.
corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,3294354,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/build_input.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,4905,Preserve project lineage in the original archive.
corpus/pa_philadelphia/pa_philadelphia_fire_iaff22_award_2017_2020.meta.json,unknown,retain_in_original_archive_only,exclude,exclude,retain,retain,none,876,Preserve project lineage in the original archive.
scripts/run_whole_corpus_external_data_hosted_search_scout.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,102394,Candidate for clean-repository reproducibility and onboarding.
corpus/ma_franklin/ma_franklin_police_association_2022_2025.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,713664,Superseded historical output; retain compact lineage and selected milestones.
scripts/test_targeted_evidence_span_extraction_321.py,raw_span,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,13668,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
scripts/build_national_batch01_il25_2_scout_input.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,15977,Candidate for clean-repository reproducibility and onboarding.
docs/dashboard/data/content_triage_status_summary.json,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,15708,Preserve project lineage in the original archive.
tmp/national_batch01_ma_live_scout_validation_2026-07-16/audit_coverage.txt,validation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,3579,Superseded historical output; retain compact lineage and selected milestones.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/raw_outputs.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,695,Preserve project lineage in the original archive.
tmp/gabriel_huit_code_packet_2026-07-17/raw_outputs.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,216,Preserve project lineage in the original archive.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/run_metadata.json,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1597,Preserve project lineage in the original archive.
scripts/test_broad_state_4x2500_verification.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,1950,Candidate for clean-repository reproducibility and onboarding.
scripts/build_broad_state_4x2500_pdf_text_readiness_relay.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,7112,Candidate for clean-repository reproducibility and onboarding.
docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_source_identity_audit_2026-07-08.md,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,16708,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
tmp/gabriel_huit_code_packet_2026-07-17/validation/audit_coverage.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,668,Preserve project lineage in the original archive.
scripts/prepare_scaled_verification_batches.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,52816,Candidate for clean-repository reproducibility and onboarding.
corpus/ma_wayland/ma_wayland_afscme_1_2_2020_2023.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1960901,Superseded historical output; retain compact lineage and selected milestones.
corpus/ma_georgetown/ma_georgetown_police_command_staff_2020_2023_ocr.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,524734,Superseded historical output; retain compact lineage and selected milestones.
corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,146618,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_scout_preflight_gate.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,9915,Candidate for clean-repository reproducibility and onboarding.
docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_source_resolution_preflight_2026-07-08.md,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,4739,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
scripts/test_tier_c_readiness_dashboard_map_update.py,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,7426,Preserve project lineage in the original archive.
tmp/gabriel_proxy_connection_diagnosis_2026-07-16/validation/validate.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,124,Preserve project lineage in the original archive.
corpus/nj_trenton/nj_trenton_other_afscme2281_cba_2019.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1544015,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_live_dashboard_content_audit_fix.py,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,36554,Preserve project lineage in the original archive.
corpus/ma_arlington/ma_arlington_afscme_cba_fy2018_2021.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,190346,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/final_report_production_2026-07/report_scaffold_preflight_2026-07-10.md,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,5777,Superseded historical output; retain compact lineage and selected milestones.
scripts/audit_text_table_detection_lanes.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,18349,Candidate for clean-repository reproducibility and onboarding.
scripts/build_whole_corpus_evidence_correction.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,99504,Candidate for clean-repository reproducibility and onboarding.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_smoke_boston_2026-07-01.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,643,Preserve project lineage in the original archive.
scripts/prepare_text_table_calibration_subset.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,31886,Candidate for clean-repository reproducibility and onboarding.
scripts/run_combined_broad_span_extraction_3815.py,raw_span,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,39272,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
tmp/gabriel_proxy_connection_retest_2026-07-17/next_task.md,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,578,Preserve project lineage in the original archive.
docs/archive/early_occupation_scoping_2026-07/national_municipal_workforce_mechanism_scan_2026-07-05.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,59262,Superseded historical output; retain compact lineage and selected milestones.
inbox/foia/ma_seekonk_fire_iaff_local_1931_2022_2025.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,366723,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_whole_corpus_visual_production.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,91640,Candidate for clean-repository reproducibility and onboarding.
tmp/gabriel_huit_code_packet_2026-07-17/changed_files.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1467,Preserve project lineage in the original archive.
scripts/run_remaining_municipality_candidate_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,46244,Candidate for clean-repository reproducibility and onboarding.
docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_mechanism_excerpt_extraction_2026-07-08.md,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,3564,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
corpus/oh_toledo/oh_toledo_local92_fire_cba_2024_2026.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1074907,Superseded historical output; retain compact lineage and selected milestones.
corpus/nj_newark/nj_newark_fire_ffunion_cba_2013_2015.meta.json,unknown,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1737,Preserve project lineage in the original archive.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_websearch_mass_city_pilot_summary_2026-06-30.md,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,8754,Preserve project lineage in the original archive.
inbox/foia/ma_arlington_afscme_cba_thru_june2024.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1724092,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_approved_source_plan_2026-07-08.csv,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,36848,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
tmp/gabriel_proxy_connection_retest_2026-07-17/validation/prompt_test.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,384,Preserve project lineage in the original archive.
scripts/run_quantitative_to_qualitative_mechanism_linkage_513.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,44455,Candidate for clean-repository reproducibility and onboarding.
inbox/foia/ma_somerville_police_spea_cba_2004_2015.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,2626106,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_compensation_evidence_bounded_local_pdf_text_layer_span_capture.py,raw_span,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,51472,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
inbox/foia/ma_peabody_afscme_local_365_school_2018_2021.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1048725,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_tier_c_readiness_dashboard_map_update.py,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,62049,Preserve project lineage in the original archive.
corpus/ma_seekonk/ma_seekonk_library_mlsa_local_4928_2023_2026.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,690948,Superseded historical output; retain compact lineage and selected milestones.
scripts/test_targeted_evidence_span_rating_summary_173.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,8558,Preserve project lineage in the original archive.
scripts/build_broad_state_4x2500_span_extraction_relay.py,raw_span,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,4765,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
scripts/test_compensation_evidence_bounded_qualitative_span_disambiguation_followup.py,raw_span,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,15814,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
scripts/build_national_batch01_il25_2_live_candidate_handoff.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4514,Candidate for clean-repository reproducibility and onboarding.
inbox/foia/ma_franklin_library_2022_2025.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,524781,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_broad_state_4x2500_source_review_download.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,59946,Candidate for clean-repository reproducibility and onboarding.
scripts/run_targeted_source_verification_tier_a_b.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,49283,Candidate for clean-repository reproducibility and onboarding.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/summarize_v9.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,21402,Preserve project lineage in the original archive.
ingest/relevance_filters.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,4724,Candidate for clean-repository reproducibility and onboarding.
tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_scout.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,98,Preserve project lineage in the original archive.
docs/dashboard/data/top_priority_targets.json,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,217464,Preserve project lineage in the original archive.
scripts/run_broad_state_4x2500_verification.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,49925,Candidate for clean-repository reproducibility and onboarding.
docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_fetch_manifest_2026-07-08.csv,ingestion,post_acceptance_cleanup_candidate,exclude,exclude,retain,eligible_after_reconstruction_validation,3,1211,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup."
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_boston_graduated_retry_2026-07-01.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1863,Preserve project lineage in the original archive.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/run_gabriel.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,25883,Preserve project lineage in the original archive.
tmp/gabriel_proxy_connection_retest_2026-07-17/smoke_test_metadata.json,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,1209,Preserve project lineage in the original archive.
tmp/huit_openai_request_shape_diagnosis_2026-07-17/validation_test_pipeline.txt,validation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,4004,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/early_occupation_scoping_2026-07/police_fire_wage_mechanism_synthesis_for_pi_2026-07-03.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,10590,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/early_occupation_scoping_2026-07/non_safety_sanitation_solid_waste_source_gaps_2026-07-05.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,20545,Superseded historical output; retain compact lineage and selected milestones.
corpus/tx_san_antonio/tx_san_antonio_saffa_fire_cba_2024.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,1921747,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/early_occupation_scoping_2026-07/police_fire_wage_trend_occupation_crosswalk_2026-07-03.csv,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,5554,Superseded historical output; retain compact lineage and selected milestones.
tmp/gabriel_huit_code_packet_2026-07-17/git_status_post_commit.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,296,Preserve project lineage in the original archive.
docs/archive/early_occupation_scoping_2026-07/mechanism_source_summary_2026-06-26.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,4017,Superseded historical output; retain compact lineage and selected milestones.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/console.log,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,5895,Preserve project lineage in the original archive.
scripts/test_text_table_calibration_review.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,12499,Candidate for clean-repository reproducibility and onboarding.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,572,Preserve project lineage in the original archive.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_score_distribution_excluding_arbitration.png,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,37280,Preserve project lineage in the original archive.
scripts/run_compensation_evidence_limited_qualitative_usage_layer_acceptance.py,script,retain_in_both,retain_if_essential,exclude,retain,retain,none,35497,Candidate for clean-repository reproducibility and onboarding.
docs/archive/records_requests_2026-06/ma_non_safety_factfinding_packet_2026-06-23.md,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,12478,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/early_occupation_scoping_2026-07/police_fire_wage_mechanism_sources_2026-07-02.csv,documentation,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,8082,Superseded historical output; retain compact lineage and selected milestones.
scripts/run_compensation_evidence_gabriel_claim_rating_35_quarantine_repair.py,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,48433,Preserve project lineage in the original archive.
inbox/foia/ma_seekonk_admin_secretaries_afscme_local_1701_2021_2024.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,639569,Superseded historical output; retain compact lineage and selected milestones.
docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_cba_only_safety_vs_nonsafety.png,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,36110,Preserve project lineage in the original archive.
tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_prompt_test.txt,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,110,Preserve project lineage in the original archive.
inbox/foia/ma_wayland_fire_2020_2023.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,951569,Superseded historical output; retain compact lineage and selected milestones.
docs/dashboard/data/scout_operations_summary.json,dashboard,retain_in_original_archive_only,exclude,exclude,retain,retain,none,12964,Preserve project lineage in the original archive.
inbox/foia/ma_peabody_afscme_local_364_moa_2018_2021.pdf,report,superseded_delete_candidate,exclude,exclude,retain,eligible_after_final_asset_selection,2,119588,Superseded historical output; retain compact lineage and selected milestones.
tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/gabriel_save_dir/gabriel_whatever_raw.csv,rating,retain_in_original_archive_only,exclude,exclude,retain,retain,none,445,Preserve project lineage in the original archive.
