artifact_family,relative_path,decision,bytes,reason,physical_action_this_task
report,corpus/ma_wayland/ma_wayland_fire_2020_2023.pdf,retain,951569,Superseded historical output; retain compact lineage and selected milestones.,none
validation,tmp/huit_openai_request_shape_diagnosis_2026-07-17/validation_validate.txt,retain,163,Superseded historical output; retain compact lineage and selected milestones.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_recognition_clause_extraction_2026-07-08.md,retain,1787,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
report,corpus/oh_cleveland/oh_cleveland_cppa_patrol_police_cba_2025_2028.pdf,retain,5221909,Superseded historical output; retain compact lineage and selected milestones.,none
dashboard,docs/dashboard/src/main.jsx,retain,241,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/patch_diff_summary.txt,retain,602,Preserve project lineage in the original archive.,none
unknown,corpus/nj_trenton/nj_trenton_other_afscme2281_cba_2019.meta.json,retain,1274,Preserve project lineage in the original archive.,none
rating,scripts/test_gabriel_state_source_scout_prompt.py,retain,17256,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.json,retain,750,Preserve project lineage in the original archive.,none
documentation,docs/archive/acquisition_recon_2026-06/ma_source_inventory.md,retain,6828,Superseded historical output; retain compact lineage and selected milestones.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_top_documents.png,retain,95688,Preserve project lineage in the original archive.,none
documentation,docs/archive/acquisition_recon_2026-06/ma_boston_mechanism_source_recon_2026-06-26.md,retain,5131,Superseded historical output; retain compact lineage and selected milestones.,none
report,corpus/oh_columbus/oh_columbus_iaff67_fire_cba_2023_2026.pdf,retain,3294354,Superseded historical output; retain compact lineage and selected milestones.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/build_input.py,retain,4905,Preserve project lineage in the original archive.,none
unknown,corpus/pa_philadelphia/pa_philadelphia_fire_iaff22_award_2017_2020.meta.json,retain,876,Preserve project lineage in the original archive.,none
script,scripts/run_whole_corpus_external_data_hosted_search_scout.py,retain,102394,Candidate for clean-repository reproducibility and onboarding.,none
report,corpus/ma_franklin/ma_franklin_police_association_2022_2025.pdf,retain,713664,Superseded historical output; retain compact lineage and selected milestones.,none
raw_span,scripts/test_targeted_evidence_span_extraction_321.py,retain,13668,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
script,scripts/build_national_batch01_il25_2_scout_input.py,retain,15977,Candidate for clean-repository reproducibility and onboarding.,none
dashboard,docs/dashboard/data/content_triage_status_summary.json,retain,15708,Preserve project lineage in the original archive.,none
validation,tmp/national_batch01_ma_live_scout_validation_2026-07-16/audit_coverage.txt,retain,3579,Superseded historical output; retain compact lineage and selected milestones.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/raw_outputs.csv,retain,695,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/raw_outputs.csv,retain,216,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/run_metadata.json,retain,1597,Preserve project lineage in the original archive.,none
script,scripts/test_broad_state_4x2500_verification.py,retain,1950,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_broad_state_4x2500_pdf_text_readiness_relay.py,retain,7112,Candidate for clean-repository reproducibility and onboarding.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_source_identity_audit_2026-07-08.md,retain,16708,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,tmp/gabriel_huit_code_packet_2026-07-17/validation/audit_coverage.txt,retain,668,Preserve project lineage in the original archive.,none
script,scripts/prepare_scaled_verification_batches.py,retain,52816,Candidate for clean-repository reproducibility and onboarding.,none
report,corpus/ma_wayland/ma_wayland_afscme_1_2_2020_2023.pdf,retain,1960901,Superseded historical output; retain compact lineage and selected milestones.,none
report,corpus/ma_georgetown/ma_georgetown_police_command_staff_2020_2023_ocr.pdf,retain,524734,Superseded historical output; retain compact lineage and selected milestones.,none
report,corpus/tx_houston/tx_houston_hpffa_fire_arbitration_award_2026.pdf,retain,146618,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/run_scout_preflight_gate.py,retain,9915,Candidate for clean-repository reproducibility and onboarding.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_source_resolution_preflight_2026-07-08.md,retain,4739,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
dashboard,scripts/test_tier_c_readiness_dashboard_map_update.py,retain,7426,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/validation/validate.txt,retain,124,Preserve project lineage in the original archive.,none
report,corpus/nj_trenton/nj_trenton_other_afscme2281_cba_2019.pdf,retain,1544015,Superseded historical output; retain compact lineage and selected milestones.,none
dashboard,scripts/run_live_dashboard_content_audit_fix.py,retain,36554,Preserve project lineage in the original archive.,none
report,corpus/ma_arlington/ma_arlington_afscme_cba_fy2018_2021.pdf,retain,190346,Superseded historical output; retain compact lineage and selected milestones.,none
report,docs/archive/final_report_production_2026-07/report_scaffold_preflight_2026-07-10.md,retain,5777,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/audit_text_table_detection_lanes.py,retain,18349,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/build_whole_corpus_evidence_correction.py,retain,99504,Candidate for clean-repository reproducibility and onboarding.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_smoke_boston_2026-07-01.csv,retain,643,Preserve project lineage in the original archive.,none
script,scripts/prepare_text_table_calibration_subset.py,retain,31886,Candidate for clean-repository reproducibility and onboarding.,none
raw_span,scripts/run_combined_broad_span_extraction_3815.py,retain,39272,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,tmp/gabriel_proxy_connection_retest_2026-07-17/next_task.md,retain,578,Preserve project lineage in the original archive.,none
documentation,docs/archive/early_occupation_scoping_2026-07/national_municipal_workforce_mechanism_scan_2026-07-05.md,retain,59262,Superseded historical output; retain compact lineage and selected milestones.,none
report,inbox/foia/ma_seekonk_fire_iaff_local_1931_2022_2025.pdf,retain,366723,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/run_whole_corpus_visual_production.py,retain,91640,Candidate for clean-repository reproducibility and onboarding.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/changed_files.txt,retain,1467,Preserve project lineage in the original archive.,none
script,scripts/run_remaining_municipality_candidate_review.py,retain,46244,Candidate for clean-repository reproducibility and onboarding.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_mechanism_excerpt_extraction_2026-07-08.md,retain,3564,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
report,corpus/oh_toledo/oh_toledo_local92_fire_cba_2024_2026.pdf,retain,1074907,Superseded historical output; retain compact lineage and selected milestones.,none
unknown,corpus/nj_newark/nj_newark_fire_ffunion_cba_2013_2015.meta.json,retain,1737,Preserve project lineage in the original archive.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_websearch_mass_city_pilot_summary_2026-06-30.md,retain,8754,Preserve project lineage in the original archive.,none
report,inbox/foia/ma_arlington_afscme_cba_thru_june2024.pdf,retain,1724092,Superseded historical output; retain compact lineage and selected milestones.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_approved_source_plan_2026-07-08.csv,retain,36848,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,tmp/gabriel_proxy_connection_retest_2026-07-17/validation/prompt_test.txt,retain,384,Preserve project lineage in the original archive.,none
script,scripts/run_quantitative_to_qualitative_mechanism_linkage_513.py,retain,44455,Candidate for clean-repository reproducibility and onboarding.,none
report,inbox/foia/ma_somerville_police_spea_cba_2004_2015.pdf,retain,2626106,Superseded historical output; retain compact lineage and selected milestones.,none
raw_span,scripts/run_compensation_evidence_bounded_local_pdf_text_layer_span_capture.py,retain,51472,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
report,inbox/foia/ma_peabody_afscme_local_365_school_2018_2021.pdf,retain,1048725,Superseded historical output; retain compact lineage and selected milestones.,none
dashboard,scripts/run_tier_c_readiness_dashboard_map_update.py,retain,62049,Preserve project lineage in the original archive.,none
report,corpus/ma_seekonk/ma_seekonk_library_mlsa_local_4928_2023_2026.pdf,retain,690948,Superseded historical output; retain compact lineage and selected milestones.,none
rating,scripts/test_targeted_evidence_span_rating_summary_173.py,retain,8558,Preserve project lineage in the original archive.,none
raw_span,scripts/build_broad_state_4x2500_span_extraction_relay.py,retain,4765,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
raw_span,scripts/test_compensation_evidence_bounded_qualitative_span_disambiguation_followup.py,retain,15814,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
script,scripts/build_national_batch01_il25_2_live_candidate_handoff.py,retain,4514,Candidate for clean-repository reproducibility and onboarding.,none
report,inbox/foia/ma_franklin_library_2022_2025.pdf,retain,524781,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/run_broad_state_4x2500_source_review_download.py,retain,59946,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/run_targeted_source_verification_tier_a_b.py,retain,49283,Candidate for clean-repository reproducibility and onboarding.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/summarize_v9.py,retain,21402,Preserve project lineage in the original archive.,none
script,ingest/relevance_filters.py,retain,4724,Candidate for clean-repository reproducibility and onboarding.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_scout.txt,retain,98,Preserve project lineage in the original archive.,none
dashboard,docs/dashboard/data/top_priority_targets.json,retain,217464,Preserve project lineage in the original archive.,none
script,scripts/run_broad_state_4x2500_verification.py,retain,49925,Candidate for clean-repository reproducibility and onboarding.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_fetch_manifest_2026-07-08.csv,retain,1211,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_boston_graduated_retry_2026-07-01.csv,retain,1863,Preserve project lineage in the original archive.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/run_gabriel.py,retain,25883,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_proxy_connection_retest_2026-07-17/smoke_test_metadata.json,retain,1209,Preserve project lineage in the original archive.,none
validation,tmp/huit_openai_request_shape_diagnosis_2026-07-17/validation_test_pipeline.txt,retain,4004,Superseded historical output; retain compact lineage and selected milestones.,none
documentation,docs/archive/early_occupation_scoping_2026-07/police_fire_wage_mechanism_synthesis_for_pi_2026-07-03.md,retain,10590,Superseded historical output; retain compact lineage and selected milestones.,none
documentation,docs/archive/early_occupation_scoping_2026-07/non_safety_sanitation_solid_waste_source_gaps_2026-07-05.md,retain,20545,Superseded historical output; retain compact lineage and selected milestones.,none
report,corpus/tx_san_antonio/tx_san_antonio_saffa_fire_cba_2024.pdf,retain,1921747,Superseded historical output; retain compact lineage and selected milestones.,none
documentation,docs/archive/early_occupation_scoping_2026-07/police_fire_wage_trend_occupation_crosswalk_2026-07-03.csv,retain,5554,Superseded historical output; retain compact lineage and selected milestones.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/git_status_post_commit.txt,retain,296,Preserve project lineage in the original archive.,none
documentation,docs/archive/early_occupation_scoping_2026-07/mechanism_source_summary_2026-06-26.md,retain,4017,Superseded historical output; retain compact lineage and selected milestones.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/console.log,retain,5895,Preserve project lineage in the original archive.,none
script,scripts/test_text_table_calibration_review.py,retain,12499,Candidate for clean-repository reproducibility and onboarding.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16/cost_summary.csv,retain,572,Preserve project lineage in the original archive.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_score_distribution_excluding_arbitration.png,retain,37280,Preserve project lineage in the original archive.,none
script,scripts/run_compensation_evidence_limited_qualitative_usage_layer_acceptance.py,retain,35497,Candidate for clean-repository reproducibility and onboarding.,none
documentation,docs/archive/records_requests_2026-06/ma_non_safety_factfinding_packet_2026-06-23.md,retain,12478,Superseded historical output; retain compact lineage and selected milestones.,none
documentation,docs/archive/early_occupation_scoping_2026-07/police_fire_wage_mechanism_sources_2026-07-02.csv,retain,8082,Superseded historical output; retain compact lineage and selected milestones.,none
rating,scripts/run_compensation_evidence_gabriel_claim_rating_35_quarantine_repair.py,retain,48433,Preserve project lineage in the original archive.,none
report,inbox/foia/ma_seekonk_admin_secretaries_afscme_local_1701_2021_2024.pdf,retain,639569,Superseded historical output; retain compact lineage and selected milestones.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/figures_v9/v9_cba_only_safety_vs_nonsafety.png,retain,36110,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/validation/py_compile_prompt_test.txt,retain,110,Preserve project lineage in the original archive.,none
report,inbox/foia/ma_wayland_fire_2020_2023.pdf,retain,951569,Superseded historical output; retain compact lineage and selected milestones.,none
dashboard,docs/dashboard/data/scout_operations_summary.json,retain,12964,Preserve project lineage in the original archive.,none
report,inbox/foia/ma_peabody_afscme_local_364_moa_2018_2021.pdf,retain,119588,Superseded historical output; retain compact lineage and selected milestones.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_retry_failed/gabriel_save_dir/gabriel_whatever_raw.csv,retain,445,Preserve project lineage in the original archive.,none
dashboard,docs/dashboard/data/text_table_detection_status_summary.json,retain,12889,Preserve project lineage in the original archive.,none
documentation,docs/archive/early_occupation_scoping_2026-07/non_safety_remaining_groups_source_gaps_2026-07-06.md,retain,9758,Superseded historical output; retain compact lineage and selected milestones.,none
report,corpus/ma_arlington/ma_arlington_afscme_cba_fy2016_2018.pdf,retain,144677,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/run_combined_broad_candidate_review.py,retain,49427,Candidate for clean-repository reproducibility and onboarding.,none
dashboard,docs/dashboard/src/components/DataLimitations.jsx,retain,2232,Preserve project lineage in the original archive.,none
report,docs/dashboard/src/components/PrintableStateReport.jsx,retain,5284,Superseded historical output; retain compact lineage and selected milestones.,none
dashboard,docs/dashboard/data/parallel_scout_status.json,retain,13422,Preserve project lineage in the original archive.,none
rating,tmp/gabriel_huit_code_packet_2026-07-17/tmp/gabriel_proxy_connection_retest_2026-07-17/gabriel_proxy_smoke_test.py,retain,7617,Preserve project lineage in the original archive.,none
rating,docs/archive/acquisition_recon_2026-06/gabriel_websearch_mass_city_pilot_extractions_2026-06-30.csv,retain,16055,Preserve project lineage in the original archive.,none
documentation,docs/archive/misc_diagnostics_2026-07/git_remote_diagnosis_2026-07-10.md,retain,5164,Superseded historical output; retain compact lineage and selected milestones.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_gabriel_builtin_web_boston_graduated_retry_extractions_2026-07-01.csv,retain,629,Preserve project lineage in the original archive.,none
script,scripts/run_compensation_extraction_readable_parse_text_1826_targeted_conflict_qa.py,retain,37666,Candidate for clean-repository reproducibility and onboarding.,none
dashboard,docs/dashboard/scripts/build_map_asset.py,retain,4937,Preserve project lineage in the original archive.,none
normalization,scripts/run_broad_state_4x2500_normalization_rescue_gap_growth.py,retain,66382,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/validation/py_compile_smoke_test.txt,retain,0,Preserve project lineage in the original archive.,none
script,scripts/review_compensation_evidence_final_provisional_schema_readiness.py,retain,23816,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/validate.py,retain,7981,Candidate for clean-repository reproducibility and onboarding.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/houston_fire_fetch_manifest_2026-07-08.csv,retain,3580,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v10_arbitration_impasse_design_2026-06-29.md,retain,12906,Preserve project lineage in the original archive.,none
raw_span,scripts/run_targeted_evidence_span_extraction_321.py,retain,64338,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
report,docs/archive/final_report_production_2026-07/report_appendix_tables_2026-07-10.md,retain,13246,Superseded historical output; retain compact lineage and selected milestones.,none
mathematical_analysis,scripts/run_broad_state_wage_growth_continuity_review.py,retain,47158,Preserve project lineage in the original archive.,none
dashboard,docs/dashboard/package-lock.json,retain,31001,Preserve project lineage in the original archive.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_mechanism_excerpt_extraction_2026-07-08.md,retain,41076,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
script,scripts/test_broad_state_by_state_source_scout_wave.py,retain,5912,Candidate for clean-repository reproducibility and onboarding.,none
normalization,scripts/build_broad_state_4x2500_normalization_rescue_gap_growth_relay.py,retain,8463,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
script,scripts/test_broad_state_4x1000_scout_dry_run_prep.py,retain,8594,Candidate for clean-repository reproducibility and onboarding.,none
rating,tmp/gabriel_proxy_connection_diagnosis_2026-07-16/__pycache__/gabriel_proxy_smoke_test.cpython-311.pyc,retain,7133,Preserve project lineage in the original archive.,none
documentation,docs/archive/early_occupation_scoping_2026-07/sanitation_city_service_structure_scan_2026-07-06.csv,retain,9362,Superseded historical output; retain compact lineage and selected milestones.,none
script,scripts/test_compensation_extraction_readable_parse_text_1826_targeted_conflict_qa.py,retain,6651,Candidate for clean-repository reproducibility and onboarding.,none
dashboard,docs/dashboard/src/styles.css,retain,47274,Preserve project lineage in the original archive.,none
rating,scripts/test_targeted_evidence_span_rating_201.py,retain,11048,Preserve project lineage in the original archive.,none
script,scripts/audit_parallel_scout_lanes.py,retain,24786,Candidate for clean-repository reproducibility and onboarding.,none
script,scripts/test_mechanism_linkage_claim_review_268.py,retain,10536,Candidate for clean-repository reproducibility and onboarding.,none
normalization,scripts/build_broad_state_4x2500_normalization_matching_paraphrase_repair_relay.py,retain,7658,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
script,scripts/content_triage_sources.py,retain,26491,Candidate for clean-repository reproducibility and onboarding.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_pilot/results_v9_summary_city_level.csv,retain,635,Preserve project lineage in the original archive.,none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_proxy_web_connectivity_diagnostic_2026-07-01.md,retain,2089,Preserve project lineage in the original archive.,none
dashboard,docs/dashboard/data/scout_runtime_trends.json,retain,14022,Preserve project lineage in the original archive.,none
script,scripts/diagnose_huit_openai_request_shapes.py,retain,19828,Candidate for clean-repository reproducibility and onboarding.,none
dashboard,docs/dashboard/src/components/README.md,retain,2017,Preserve project lineage in the original archive.,none
script,scripts/build_codify_evidence_viewer.py,retain,64703,Candidate for clean-repository reproducibility and onboarding.,none
rating,tmp/gabriel_state_source_scout/MA/national_batch01_ma_live_2026-07-16_remaining_first_attempt/cost_summary.json,retain,761,Preserve project lineage in the original archive.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_second_matched_city_recognition_clause_extraction_2026-07-08.csv,retain,2155,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,docs/archive/legacy_gabriel_pilot_2026-06/gabriel_v10_gold_repaired_dryrun_report_2026-06-30.md,retain,5233,Preserve project lineage in the original archive.,none
script,scripts/test_compensation_evidence_limited_qualitative_usage_layer.py,retain,16946,Candidate for clean-repository reproducibility and onboarding.,none
documentation,docs/archive/acquisition_recon_2026-06/ma_award_inventory_2026-06.csv,retain,6210,Superseded historical output; retain compact lineage and selected milestones.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_acquisition_dry_run_2026-07-08.md,retain,10643,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
report,inbox/foia/ma_peabody_afscme_local_365_school_2018_2021_ocr.pdf,retain,1173005,Superseded historical output; retain compact lineage and selected milestones.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_contracts_metadata_additions_2026-07-08.csv,retain,9484,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
dashboard,docs/dashboard/data/source_review_status_summary.json,retain,27241,Preserve project lineage in the original archive.,none
ingestion,docs/archive/texas_ohio_ingestion_provenance_2026-07/texas_ohio_final_pre_ingestion_audit_2026-07-08.md,retain,22357,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",none
rating,docs/prompts/gabriel_parallel_coordinator_merge_template.md,retain,8926,Preserve project lineage in the original archive.,none
rating,scripts/build_broad_state_4x2500_rating_ingest_codify_pi_evidence_relay.py,retain,8402,Preserve project lineage in the original archive.,none
script,scripts/build_post_pi_wave1_worker_inputs.py,retain,35716,Candidate for clean-repository reproducibility and onboarding.,none
unknown,corpus/nj_trenton/nj_trenton_fire_fmba206_cba_2021_2026.meta.json,retain,1358,Preserve project lineage in the original archive.,none
documentation,docs/archive/harvard_proxy_early_design_2026-07/harvard_proxy_pilot_usage_2026-07-06.md,retain,13653,Superseded historical output; retain compact lineage and selected milestones.,none
