lane_id,scout_target_id,municipality,state,target_unit_type,match_priority_tier,candidate_source_count,coverage_status
lane_2,TS4-2-870b6b4ffe4d9bb8,Edison,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1bf3af2b6c9bad83,Warren,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-f91381dd27e722ea,Naperville,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-6c4e577e834093d2,Elgin,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-10fe33f005c3d0e0,Woodbridge,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-43b589ca0aab6b64,Bremen,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-72c56241614ad72a,Clay,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-a1f028ce6f843fcd,Clinton charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-ab0f58e7c5d381e4,Toms River,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-5b68b1c55f4b827f,Canton charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-b6b04f2ee0cb858b,Hanover,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-ed8ff21f784fea15,Peoria City,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-4b6a9da401726b51,Orland,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-475febfc769876d7,Greece,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7a6feffd4674fa7f,Portage,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-61d8cd9239b95404,Macomb,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-00c823f7c3259e35,Greenburgh,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-42590cb7e0b9518b,Hamilton,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fa15bce6e6a4406d,Elk Grove,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7f133ac0c7ec16ff,Wheatland,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1ac9601459d190a0,Calumet,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-c095d2af2d561903,Leyden,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-977f868b83a10547,Champaign City,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-80517b6fbf10d9df,Waukegan,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-90b229ba0bbf9880,Cheektowaga,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-531032339e2ced41,Northfield,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1a2e57cec6a820e9,Algonquin,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-6833b1986dd2a362,Du Page,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-afa89101981859a2,Clarkstown,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1b1318f78be1d93c,Colonie,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-bb0e84495cdd6d99,Upper Darby,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e3af4a34516ccf8c,Joliet,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d18873fd99a56b65,Pike,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e0e61d1cdc2a8854,Bloom,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-cf7147f62fe6222e,Castle Rock,CO,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1b1d3967d7005f50,Johns Creek,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-3248e5e3fb5529c6,Shelby charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-23d02eefd9950917,Bloomington City,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d197ce8ac439c758,St. Joseph,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-beae069046cfb17e,Mableton,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-99f2b5aff65cd5dc,Cherry Hill,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1fe35c0f9f06845e,Brick,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e532a3323c802c69,Fall Creek,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-202dbb781bf6f075,Rich,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e4562a31d193a7a2,Jacksonville,NC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-b94c47861ce77edc,Apex,NC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e60fc2dacb872061,Tonawanda,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-8ab32b7bcd13097d,St. John,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-ea8c969595c0b76c,Vernon,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-8a01c9599f069ee2,Southampton,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-2955863e8defee5f,Waterford charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7d7b5640f099c97b,Penn,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-451047e5407cbc77,Commerce City,CO,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-4da96227adc2fb2e,Franklin,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d1f66141aef0b76f,Old Bridge,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-60ee4fe51d65d3b9,Knight,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-5012cf02d3bfdd39,Alpharetta,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e4b186d2fe5c518e,Albany,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-cb281384e77b9b47,Middletown,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-20e22be94f5cd441,Gloucester,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-81e0d8e2f55fbaf6,Franklin,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fa13cea71b09b325,Plymouth,MA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-53ebc7b60ff95479,West Bloomfield charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-cab805be97862f0a,Pleasant,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-f244b988688358c7,Wabash,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-c354400d07a10c04,Warren,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fce6db1a5c3df6e5,Huntersville,NC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-067bef567ae1c233,Lower Merion,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-79c935320dd4fe66,Dundee,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-6e5b98e77059b947,Greenwich,CT,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-26e22140d2aaf978,Fairfield,CT,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-95f199a0ca40bc95,Wayne,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-b180f17c1c4a8e4b,Washington,OH,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-54acf65d1e0ef4c2,Brookline,MA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-6790bd539ecd7146,Avon,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fa8aa16303cf906c,Bensalem,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e4cc359ff02e86b9,Marietta,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-f3322c752a3972c7,Parker,CO,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-b3474e862c30f6d7,Westfield Washington,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e788710d94200224,Piscataway,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-c348ae7fa5d3a561,Stonecrest,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e11318e23d9ff7af,Union,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-14ef36f14b6df51a,Jackson,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-02553eae287ecddd,Hamden,CT,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-358edd075f50b865,Hamburg,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9e11413ea6812d81,Frankfort,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-87b90d63783fe023,Irvington,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9a522d0657904743,Lockport,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-cfd2d023f2839e54,Clay,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-76f19480abc930bf,North Bergen,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-bc4fced1caab3fff,Abington,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d29b3e55ba3052e3,Brookhaven,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-0ff30cd99f285d6c,Grafton,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-4c5be8cbafb7c807,Smyrna,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7de34a1289e7f8cf,Parsippany-Troy Hills,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-2675020167aee5fb,Concord,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-661a5c9a373dfd67,New Trier,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-aed869876c45bef6,Georgetown charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-f3589a10dafa0397,Valdosta,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-cb445c6bc0777ee7,Lower Paxton,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e50557b99cc434b8,Ypsilanti charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7f021019c2a0458c,Palos,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-2a7556f9316e09b4,White River,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fe978a93d9b45121,Union,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d26e05ee4917325b,Bristol,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-4de5775999ea53fd,Howell,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-fc7df298ec81b2fc,Libertyville,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-adddfcf766ad1ba3,Mooresville,NC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-a80e4325251746e7,Bloomfield,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-5aa608bcf329d9d3,Fairfield,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-53db4c7c542da8c8,Millcreek,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-8b4a09fe62e498d7,Wayne,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-610e413ce6d003c6,Stratford,CT,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-34fc12aa129eb1f6,Columbus,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9fda3202b253f6cf,Oak Park,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e69c59f7b2c898b5,New Albany,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-a85a18b131b9a19a,Dunwoody,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-79a37784c1562768,St. Charles,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-df6f10008559ce73,East Hartford,CT,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-246553a34528f2bf,Haverford,PA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-2bd543658a472492,Prescott Valley,AZ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-276113987b8040b2,Irondequoit,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-6b64675f21303f75,Troy,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1f3bcd3c9190959f,East Brunswick,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-e9beaa5ea3979f40,Washington,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9275d5145be6554c,Goose Creek,SC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-c2a91751a5371bb1,Harrison,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-a8d4919ef9e9f0de,Henrietta,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-531cbb591ca52e95,Monroe,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9212cd91bf8c65ac,Ross,IN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-dacffb82610e1d48,Evesham,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-bb4f2abfbbad56df,Oro Valley,AZ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-91d0428592eddf1c,Jackson,OH,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-48602cd5de8c9768,Orangetown,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-01e9356606c19cdb,Rye,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-4bd863ffccfa1c75,West Orange,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-dbb3b13d4046e753,Egg Harbor,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-681a3cffd63bb6cd,Wilson,NC,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-b02541862f09c86d,Prescott,AZ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-9e2e757cd741ad1e,Redford charter,MI,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-3cd9e0359b8532a3,Columbia,TN,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-7b1ad906d045f35f,Gainesville,GA,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-1b71b25b7a151d8c,McHenry,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-00caa01d9bf8edba,Winfield,IL,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-67d26039127b92ca,Perinton,NY,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_2,TS4-2-d19ae27fad700e85,South Brunswick,NJ,safety_and_non_safety_bargaining_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
