review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason
potential_quantitative_conflict,cex_60f545713dd3d64f8f7d2580,36,quantitative,qobs_4eccb7887656c2d01ed5891a|qobs_fa06ad19d5b99b9cbebf7851,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_0bdde108326cd26fbfcd23a1,1,quantitative,qobs_399fb6bc05bb808915e05676|qobs_61022f6cd00d5a01659db83f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_0bdde108326cd26fbfcd23a1,2,quantitative,qobs_ca9ae5f89960cc9ea76a9fdd|qobs_95bdd64c7a0562271046a114|qobs_efa686783a8994c3e2550434,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_579be2561452cc472e1e067c,6,quantitative,qobs_a6794e47f1d9cc906648bc4f|qobs_9e079dcddb40a45c8400d3cb,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_579be2561452cc472e1e067c,5,quantitative,qobs_cadb12ccf757ba3f3e4e3f98|qobs_8267cf3612c5a6568975789c|qobs_89a54513858dc5c2ffc60548,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_0265647a9dfb1ada78c6c015,28,quantitative,qobs_3182599c90ebc7d9a53ce7a8|qobs_deaef29db45f0e484ecf83cb,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_0265647a9dfb1ada78c6c015,28,quantitative,qobs_c378eca908a151025bb9b314|qobs_571970b1da5de4214cdb6e7f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_4ae96d4716c9d16f51e96338,1,quantitative,qobs_8b795385291a2329c660b313|qobs_616ed91fc6e84cac4546b313|qobs_ac972bfdadb3e8da81f13317,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_4ae96d4716c9d16f51e96338,1,quantitative,qobs_1f67d73bb436adb3a6d166ef|qobs_3993b784bdd5dcb1d082fe02,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_9910ffe374d823ba0403d682,1,quantitative,qobs_0aedd9ce7bcafbaa7c006e87|qobs_a32111d0e07be1a417ac3a00|qobs_d3d77c681e1d95d916fb00ea,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_9910ffe374d823ba0403d682,1,quantitative,qobs_d1f487ed8b6a0e4398a22091|qobs_a7ed5daa06348c7ff796e752,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_5c42671b903f2c4c5b1772db,11,quantitative,qobs_7487d85e6da52c266564386c|qobs_3fff7ead5bf92d2bfa54d110|qobs_0ac01ed6fb17d98e9e55f450|qobs_e3f50c415d913677b30993ca,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_03b2c71eb4e4270de7dbae55,4,quantitative,qobs_0594cad82ca893c7036ad446|qobs_3145e5387aceae4bb6a5a020,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_03b2c71eb4e4270de7dbae55,5,quantitative,qobs_58c90faa148bd87f0a301554|qobs_3232855663389a176dfe533e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_89199500d21c2dbab6bb3b4c,22,quantitative,qobs_d27117eb74b19b547ef8b778|qobs_419736e633d6cc58da5b6dc0,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_1fa1e412a821765bf0673616,6,quantitative,qobs_7d59019de0e975088093191b|qobs_696fec269326e7bd405b6a47|qobs_194aeccaaa80ba41e0ff3892|qobs_e68f60236f4804303aaddbdc|qobs_d8cd849b2a621614dad873d6,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_8f53bb6a9675f9abb76a9600,1,quantitative,qobs_4d3a3931bf355999436fd22c|qobs_cc5f044a40ca766cb4438a3b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_87f643314ad06cfa714ced23,1,quantitative,qobs_86b37c56b1fe1e21feca3de6|qobs_c2f2fa840af46be0c91436b4|qobs_7dbde19ab20135b3fa4490de|qobs_a5fd4e6733711a3cfdee4534,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_22d4d1ba800b504466fa6c16,21,quantitative,qobs_eaa8f07c76407a6d0f5f4f28|qobs_27da8538b8c5eac3a2a38a2d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_fa42fc634830b4af7bbd55ed,24,quantitative,qobs_94edfdedfe26072c5f43df88|qobs_209be9a836fa5829749587ef,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_8296db9331be377a157b0421,12,quantitative,qobs_7f2431bdbc1f074e02cdb4cc|qobs_f9f5d6b8ef24338683649db6|qobs_25264e6502ed619b87edd9e3|qobs_63f476f86b21b7372b0b3461,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_16eaf738b05c5647bcaeb569,13,quantitative,qobs_8eb978d47a96e84005c5fbef|qobs_984e79fc6f51b5160bab7d84|qobs_5074c5d9ea5220b2a01f9f00|qobs_3071e41607b1831c315cc24c|qobs_4f2a90d77e431fa982eb64c2,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_8e895c0bb5dce19638945bf4,9,quantitative,qobs_5147ac2932c6d9b799d3d3dd|qobs_175b7b2105562ae4a732734d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_3e940c2d671c549e5967d721,52,quantitative,qobs_11b9469f7e488b96f3668b4b|qobs_228069350461bb0ef04bff48,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_5d3e6a5ba223d51087562180,11,quantitative,qobs_4af0ba6b407ab57b07367956|qobs_f3f8577c32d4a73fd9987088,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_deb2b4781b4fabbbd1b55572,10,quantitative,qobs_426ee8e6885e64c2560a3e1b|qobs_adac346a35aaf58c811439d5|qobs_06f05b2acc3098cf70e0ee9d|qobs_47dd098783ea6cbb8a65ec25|qobs_92ecf1a22c1d175ec9e2979a,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_17f26d91d738a16964d7b0e7,13,quantitative,qobs_aa7a410a9ff632f7aa3e1050|qobs_5295dacce63bfacdfaf6ff9c,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_47fc35f9d528af0ec6185b9d,10,quantitative,qobs_0cfd9130f3db58b13e3ce452|qobs_42d3cc8dbe5f632424a9c61b|qobs_cfbbe915e7ca1784041391f8,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_d007a3ad5fc6446b74229fa0,11,quantitative,qobs_9d14672bd7e20e7d9a3838d7|qobs_da998591c820f25752a7fec8|qobs_6eead01a0a61fe9e35dea3fd,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_c98662d27ee6ff8e0553062e|qobs_8c9efc05fd76f1c0f93f043f,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_e469fdd18c2c380fe9bc356d,8,quantitative,qobs_923e7d8b7a0accd6b9adfba7|qobs_3615ffb918f4da29293b4fe2,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_7ed821d25d407095ec0fd2e4,10,quantitative,qobs_b6146b8f580a62adfd1d8e9c|qobs_3f963ea71cfe2071c653d30c|qobs_9b50901ca6bd7c4fc68707c0,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_7ed821d25d407095ec0fd2e4,14,quantitative,qobs_639d2e509b283ccb11fee1a2|qobs_e77b2d54503fbc1846893dd6,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_c6e7e5d5d28aba07a1596a07,11,quantitative,qobs_29e5b2e0544b49a0acd24502|qobs_02a239d6bba4fc68f0e65149,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_ad7f5c422f9d6418a27c898f,5,quantitative,qobs_97bf8a0c3548f61c4711643b|qobs_6e2912eea630631297329c3d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_88c7246be86ef029ee9ffdb6,9,quantitative,qobs_2a6082628411affd39a3e95a|qobs_c513b4b5923906f3cc0dbb44,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_b6605fd61e2b4c4900508ccc,6,quantitative,qobs_3dd49ff8a7bda42615fbc9f3|qobs_b1669a8a6617915a9734f0f0|qobs_ccae0f73c0893b3b2a3b27f1|qobs_1f649f5321f2b46486843d00,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_470cfefab424214bb4fbdc85,24,quantitative,qobs_8012fcda643879558650e586|qobs_99005e652095489de116971d,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_b9d47fd2cc477ae8962aab4f,2,quantitative,qobs_1b0a916c062b27a12f0e1433|qobs_6a6781510c81b19b2de8e73a,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_0061e768a4924ce0613c5725|qobs_a4e52f92b603d10a4ae720e2|qobs_396bfd3863e6e4b863d82adf,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_55a4686f305f50ca82689d7b,1,quantitative,qobs_58e50c2dd37dbd4de8b61849|qobs_6170f1389be1d3fc340a2022,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_dd6ac7c753c6a5d1210c69e9|qobs_62c2a46baee083c82e9c90ba,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_4a3de13b5fb7f05ac75fb3d5|qobs_d6af0550806e19d2ed366dde|qobs_d3b829b3b7531334cbec2405,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_cee255168d800981c6d73c2c,1,quantitative,qobs_985ddb7a53fed53c92361fdb|qobs_443497d509eb8f225658b2c9,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_20342df70b4375b7d1c4b8bd,22,quantitative,qobs_d09a24584823ec8c2869b691|qobs_6b6b4fc07993d196dbca8c56,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_accd219a6e69307ecfc2e7cf|qobs_72654539f45d350da3772979,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_ba95127c5b7fe60b82867d85,4,quantitative,qobs_db0133a7ce5fe1b737a391ac|qobs_13ef7af45d858a0b18c0fe1e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_2a51ac62e4ed6a1c2984049f,38,quantitative,qobs_d6f39640c4aed18a697d3f6a|qobs_778cafef26338040d9708272,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_10c6eeb6700cce34bb7f2a17|qobs_850c41de0c6719b9c0935b05|qobs_ac159d1e6f029781583b1bc4|qobs_18068778c289a3bb8b395cf4,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_995a391a0e1cd96a38427d0c,7,quantitative,qobs_4917b6e99309266ef7a6dee3|qobs_bf626ad61c78b170a00f609e|qobs_25483f7c98b248266bd5479a|qobs_2d75e2647fe72a0255be3171,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_a3fc313e790624b8b6fe9f5b,7,quantitative,qobs_b32deaf4f9666278f93edd50|qobs_fb95dd39928c3e6e57ab1a77|qobs_e2ce4e63b9777ddff0794a76,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_2725ce85072faaaec2cdbad1,13,quantitative,qobs_9fcb94e9597ebf527d924ee1|qobs_12c1b866c367938eef5b86ab,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_ccb87034d09c9c318fbda67d,14,quantitative,qobs_1b5e9cfe1ec1670f9e9f0ac0|qobs_2137b9da39c0d87acaa7e6f0|qobs_a6b6a8829774d2462ecfa57d,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_7b2db404c0cfea1730f37d20,20,quantitative,qobs_1dfd05fd091516757ac072ff|qobs_a433c4677820a7833c2843c5,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_5859194b8a7b4cad893e9bcf,28,quantitative,qobs_714989237b2555e28db1e58e|qobs_46ef4f1ce9ceadf82bd8c657|qobs_cfba49893a2bc411e040c072,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_e67383f41524bf520ba74c05,13,quantitative,qobs_4be755777768e5d37e92d0d4|qobs_89375c09e462004ed1da8816|qobs_4bb9288f02a680a7a2ef626c,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_ba17edc93c04373253aa56b0,21,quantitative,qobs_12744d8decb3d5913fd5c27d|qobs_af5a6bded3a5e9b0b531b09e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_94eca1be458d3acd471c2557,18,quantitative,qobs_0cf42a3c9837cbbde76681c3|qobs_d7f53dee77e357d1521fb1c0,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_b8904d5f29508df492899b0a,21,quantitative,qobs_f85460f29dfe3a87f39f9c00|qobs_3771a818927eca91ce6b5f02,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_7446140946af23ecead13f5c,15,quantitative,qobs_e0d6fcd606ed5903224d38e0|qobs_dc23fbc5265ee1a68a6271e5,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_7446140946af23ecead13f5c,14,quantitative,qobs_1adc7909cf3fcba80182050a|qobs_c99b831150532a98f8e9e64a,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_f21d2a741f1eed04e42e0c2d,9,quantitative,qobs_12e05d4539d49c320b1275be|qobs_1cae30f385752047fe790fac,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_1b9c6dcb6ff5f24f67c20a67,10,quantitative,qobs_cf92a3dc861c1c2875f3d418|qobs_de6479fbf8ec223f065e14a9|qobs_c05dd38f896d227982e6bea6|qobs_c9060d480445805c2541a7dd|qobs_59342470b69745f2a0d2239b,5,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_a391efc040235ad6112c9602,1,quantitative,qobs_28fd5f79bc84a2ba8317b81b|qobs_5e725b0940b7f4134543e205|qobs_95f1fdcd916d793921457bd2|qobs_ad7d70588a12ab3a9f1ba91e,4,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_bb3325b5f952a15943a62af6,1,quantitative,qobs_183b2015c414fee3027898e5|qobs_154a91a7063a07ac5e9c604b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_b7c0931752f786b9275c9199,15,quantitative,qobs_c3d93736456e6825a049bf36|qobs_723a08942d2ad9b95437898c|qobs_4a0fc6ba1b0b42647e4cbd2b,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_44f394c9033f490c6c4cca58,1,quantitative,qobs_b9e7e5a6d8e658400fb94bb4|qobs_f5e2d18b6945a94f51087dda|qobs_1e0745e102a17d712d919fca,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_3e2fa308fbbb0a768ad0c2b0,25,quantitative,qobs_2fad608dbc273bb26fd34564|qobs_76ac9d3bf9e56fc14a6db28b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_204d00e2bc2b39b20a26e079,11,quantitative,qobs_ec22131a9857b219d74fecf6|qobs_f0dbeeb6f90c1772307ebb2b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_2dc1cda54cffacd6dad38d5f,9,quantitative,qobs_505ba2c3d48e113066f40c7e|qobs_96116a2851122e70545a375b,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_233b9672c51f6fd20d28ed2e,18,quantitative,qobs_f644d9d5bf5249f397e052dd|qobs_6c407de76e46a579d787d43e,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_428a4513531604e90be3225f,21,quantitative,qobs_e358cfb5772df5cf1eec2a1f|qobs_fccaa642b32c214385bdbc11,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_4303959ae15bc715fac3e898,11,quantitative,qobs_9540d91a062288fcc78a0d7c|qobs_09bc4fa10e10a8030ef010f8|qobs_e9133ab40c76068f40176259,3,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_843f43f826cb345797648bc1,2,quantitative,qobs_281c279ecb15bf94b9d46add|qobs_71ca0143475db66011c1e4d5,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
potential_quantitative_conflict,cex_843f43f826cb345797648bc1,4,quantitative,qobs_036ca274c0bac1fabb8a7892|qobs_cceb2ccf592b07b541d82398,2,SAME_EVIDENCE_KEY_DIFFERENT_VALUES
possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,33,quantitative,qobs_67b0ac3d5ac5a2ea83d19275,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,32,quantitative,qobs_3927f2ce7f61932d8c996d04,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,32,quantitative,qobs_a92440905e9762cfdf93f485,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_b26471f64f9e384674c41493,2,quantitative,qobs_a1a46b41b1556d96375afe6a,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_ab58f60853f3f470ab7b4550,3,quantitative,qobs_28d0eb2b0704b50c6dff5f04,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_75324086b02b5f3c320b6db7,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_a97baf8a3d3524554ff90d1b,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_c56668d221f9480553b900eb,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_7668baa0999dbe631fb682c9,10,quantitative,qobs_7ab567e13e301bd18f46a3cb,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_4e525e414c194dd35275c5f1,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_e26706861b1ea7968684c7d3,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_e60554fd01323af3211f0cab,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_a4e210a19ce7aa4dd2fdd918,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_d63002e6c3cd0d25c08242e0,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_38a5d6d6ba59bb2283411321,24,quantitative,qobs_94345e316f94376c5e7c0f3d,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_85f4e36aa58da0a367ebc4e5,25,quantitative,qobs_8783a5579f0ff12bd5feb3eb,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_85f4e36aa58da0a367ebc4e5,62,quantitative,qobs_9c5909b7b2601e2667682da6,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_431b3f8707bedfa99876517c,25,quantitative,qobs_c6d09c42445fcab7790f704f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_431b3f8707bedfa99876517c,25,quantitative,qobs_3738738ee16c14bd0d3e4ebd,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_26e433d95111114d8b776cbd,12,quantitative,qobs_fed6a696e57961b44eba8a1d,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,52,quantitative,qobs_47a077b9d3a7b60babb65b99,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,52,quantitative,qobs_e19e0afa8915eb9473efa8d3,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,51,quantitative,qobs_5d7d3da267389ceb19e43923,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,51,quantitative,qobs_be8d599838d04c2a7141849c,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_fdebcd55032124b69f2223b6,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_e2086de2ee2da3b7b694c970,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_d33ac42aa2b15b535c18ccef,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_7411e7cfe12346a7d59e30e0,17,quantitative,qobs_73886c0047f0682031245ee5,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_03b2c71eb4e4270de7dbae55,4,quantitative,qobs_3145e5387aceae4bb6a5a020,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_03b2c71eb4e4270de7dbae55,4,quantitative,qobs_21f550b9078232ebab411c59,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_7fbd00a6fe7b2543dd1087e6,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_673dbec5ef3b458bc4bde757,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_5ae5f98e2beab26ced8cb794,16,quantitative,qobs_3f39b4ea1c776a2a278bbd81,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_90a52d9038b64c1a1778bdcd,13,quantitative,qobs_baf90652f38a8290b492de8e,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
possible_non_base_wage_in_quantitative_lane,cex_90087bbbbc909a147839a59b,1,quantitative,qobs_4cbcea69a43b58d83d79346f,1,NON_BASE_WAGE_TERM_IN_QUANT_RECORD
