request_phase,extraction_case_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,schema_valid,prompt_sha256,prompt_chars,input_page_count,input_text_chars,input_image_count,input_image_bytes,raw_prompt_saved,raw_response_saved,encoded_image_saved,response_sha256,response_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
live,cex_43e0f3541d71ad9b5fbacbcc,resp_0192ef577e3fdfab006a652330ecf081909620e47ab52963da,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a6042b050ab8c16cdda5ab334ec68b2bca8d12fabd04fc0c18c0bfa587fb39e7,8698,6,5995,0,0,false,false,false,b8afcb0dab40e5135af83c4bdfbc643f4b11ce034e9b1f379f3280782261ea26,6023,2517,2051,4568,30.056801,,,false,false
live,cex_3aa9b7e69b4a086e1dd2e5b5,resp_0c0787119f27b5b6006a65233c86dc8195b4d7aa334ce1589a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,97d3d9d366e6bfbc97dc701b81d9197e9502317db68afaa77bc836c6a7f603ea,8639,6,5999,0,0,false,false,false,00cad5d402b573d98a41a573d497ddd497e6d87ce1b09fc920043fe32de086c1,6371,2909,1890,4799,40.492106,,,false,false
live,cex_c30576f6b358214f6fa8d459,resp_0cd7635283866366006a65233eab008196bb4406cee01d8e15,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,294b198a825ce8255e4cc2db778ddd794810327dc142eb4aee270ac5bc039af1,8568,6,5999,0,0,false,false,false,b1a387aa7eaeb353a5584625ebbec7f8b9e9de3dc4d121c6b7332bb6d76f3743,7611,2673,2177,4850,44.597155,,,false,false
live,cex_8ea7a77ddd735767fff951c8,resp_00470e65df112241006a6523490f98819685c3925baa2b43a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,61111f168f107f7760e1aded14c9615ea1ef05eaca6f3079b5e3c83541140ab6,8565,6,5998,0,0,false,false,false,e5c8ba8fb247c2067beaa2e905ae39c387476b7dfde11dadfc2535ddd892bddc,7851,2437,2143,4580,54.994695,,,false,false
live,cex_88c0af6577ce3501924b2367,resp_07aca1f13818ef0e006a65234d399881948431745490037daa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,89eb4ba10619c3183eb28bd9b6877efc50d1e083727c268d5bb27e14705d7f73,1518,1,124,1,71832,false,false,false,c4a3e0d67470df5f87f64f99125c2ab0584fb23ae22667e0aec85d8c44ea532d,393,2418,154,2572,47.471478,,,false,false
live,cex_7668baa0999dbe631fb682c9,resp_077657b3f2e41ab0006a652350108c8197a93cc7d1e51fc1dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,db6b6bb00ad7dd6cd1d87911ba230a7a9edb8ce6364fed8fae511351f010f21a,8542,6,5991,0,0,false,false,false,c8f69e497d3b8ff482fdfc3a2a072ed751a72fb1f0848a012888ccc5fb28c138,9161,2363,2622,4985,64.777390,,,false,false
live,cex_fb9bd6b64c0ce2ed4a3d933f,resp_05123572bb85e2a9006a6523579b24819597a27f35feb3cdec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,463d976f24143155544d0af8f2ffedbefbb9b13a18c4260148b519120065032b,8561,6,5999,0,0,false,false,false,7ee8c8dcee6e0a876697bb4c0f05b220ce00dbc02c81b445bf490d72964ad3c5,6107,2463,1652,4115,65.798475,,,false,false
live,cex_f86002aabdcccceea3315e2d,resp_06945a58503d4bf7006a652361561481948c8bfa164f6512c9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a12179fd0edf093dc32f33a3217f0bd7b1affe8fcddbf3d4847328c22a1c6912,8588,6,5997,0,0,false,false,false,b544cc901596968b317214323167c4250efcaf7f60a27129dbf882e2bcd4a709,7442,2483,2144,4627,79.467836,,,false,false
live,cex_6f5ea03bb6f2bb57002ce083,resp_0be9d994b5f46fb7006a6523625ccc81908bcfd7aae408e6bb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,df6dc862bf17ed9b0b6207d5aaaa959db2546b67ba425a8cadfb536eeecc0ef3,8579,6,5996,0,0,false,false,false,775d5a057c06e3a8ba484975957cc0cd6303d405df473b053faad0185a31a63d,512,2298,300,2598,68.490315,,,false,false
live,cex_564cbd4d5f8e34edc3912802,resp_02c40df2fe8c509d006a6523650bfc8196b5c916441f2a4849,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d654432de635cd51532860c346ad02d6e69faa873c54e7259c97d3c919beba3d,8526,6,5999,0,0,false,false,false,5186afb416fa1c19ac9fa93a676bdabbaaf867beacb6f37b7fa024fd223b0403,720,2373,229,2602,70.882194,,,false,false
live,cex_99bd10f87d91931f59aacf04,resp_0c263befcce2a626006a65236776e8819492d80f37f13be92c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0de6ebd98c5ddf259ad1d774d2447b58a50d470c956ca603154118b7459adfbd,14362,6,5995,0,0,false,false,false,3309229d1072844d89f7b2eb47bcc65d8114ac3738e456decc32e10eb3dcfa41,670,6227,254,6481,73.473789,,,false,false
live,cex_cb83b81ccf52fc3fd1a7b937,resp_08023e39926ef17c006a65236a1004819799fe2d162a9fb0ef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5c4528c2985f1ace5df1abf8ab127113111fceb4befb911bd91fec3b23f19cea,8590,6,5998,0,0,false,false,false,1c6b6163662095d2be1e4adf5a53d1378911a17d4d12ac05d4e4de8f56714637,8514,2641,2380,5021,92.074088,,,false,false
live,cex_79d1f5614879d876462c1761,resp_0eb6868ee00077ca006a65237012048196a9ab81e0c2be8201,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1b32166c82468a85ff3d747b89a85223205934585b090775f100d6eac5b710b6,8584,6,5998,0,0,false,false,false,4c7b1dbdf838efccaf160f5fcb32b6231b2cc7c2a1ab6a0be97ae165a7a93ce8,3759,2392,1481,3873,91.112687,,,false,false
live,cex_40b4fe14209386021aa54425,resp_0a4e4c7c493a846e006a65237bad8c8197a091baa1d5e11e0d,huit_openai_responses_direct_sdk,gpt-5.4-nano,schema_invalid,false,e26f7af4507d585a331d94a8790d23dd21b46a2d36b391f9f8f7bfe24c16c156,8347,5,5999,0,0,false,false,false,fc4f0f5e405e49d3fb095191836c9eed41c646875992cac84534ee01eeeff22a,2263,2234,794,3028,97.473590,ValueError,mixed disposition missing sub-records,false,false
live,cex_a4743072a2d9345b37f35404,resp_007813bc25f7f3ed006a65237ca8988194bb4eac3f72a1d15e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ebdfe0d102227e4da4c1cc02f1943bfa54f5ceb130f2bd41cb8f2b1f4884acd8,8781,6,5987,0,0,false,false,false,eba9ad8b8b7121cba46f62432a739f4d3fb1f7cb910edac754a9ffd1f017316f,5597,3022,1520,4542,104.947542,,,false,false
live,cex_2be7bdd7287b3a2f00090ecd,resp_058cc39c1463c36b006a6523821a808196944635ab288b6465,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b114537e7bfc3412ce492a90c7764eebd72a9f6bcb1ba63c2a1d9106f0832fde,8621,6,5999,0,0,false,false,false,1f3b3240214998a69a5df285151af8483ab6b42180ec4e5a93739bfe59645420,4070,2725,1385,4110,110.666155,,,false,false
live,cex_6e668077517fb585fd5ecd86,resp_038fbf8743049adb006a6523898c048195b6135bba8c31338c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,97c3bfb1c22ce7cd77eea8870e2b6f60c6867ee1a79227b7b13d02789d1d27b1,8628,6,5997,0,0,false,false,false,ff51c1c0d3dfbc9743bec399c7bf577ee05cb0671f8bcaf8b9da64250e8c6f60,3876,2740,1508,4248,115.817393,,,false,false
live,cex_fbb3342b22f306cadc622a6c,resp_0d4a24be7af0422c006a65238f554c8197a364359444d00aca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,25c6d1b61d5693307b9513229145994d3ab709b23d15be51f320471ff15c61c5,8616,6,5999,2,346412,false,false,false,6735a8e6d3a205108ac554bd8f34830cb8d986b8a72c0697e8e1410d546ea164,6969,5494,1992,7486,125.315327,,,false,false
live,cex_2c62fbbf5daca7cd2c00192d,resp_0b771a38d4f67042006a6523946e008194805aabd34cabc9b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,52f2f376882da3967a7ffd2ca855723c591c1c6c0fa9811685fac5f1b1fffa55,8477,6,5899,0,0,false,false,false,bb688b425d5a0022596ac25057dc5534cfdcce2d710f889935dac57d0d2f4ff2,4138,2834,1292,4126,125.538182,,,false,false
live,cex_38a5d6d6ba59bb2283411321,resp_0453288afe881502006a65239e200481908f41ea0e1a9a0a89,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fac883357a9e4733bb2b6da0607167b5b12dfb243880ad1909bc6535610d2d0c,8549,6,5999,0,0,false,false,false,687a06ea881bf9c3bdc702e7aa8aa7e56925915e7651a80058cced02b10777b9,9126,2592,2572,5164,143.140770,,,false,false
live,cex_35bccb447255f49c5ca6ac6f,resp_07e8a6b3d82aa6e1006a65239e1b248195ae09bc601591bc9f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2d7f6763859f989ce1ab36ff6cb0a7dd057d748ba97719bcac2a79638a4125cf,8587,6,5995,0,0,false,false,false,8e9dbbe2c1e1ac29059d46174ffa8be552d2203fe4f0132a5ca7b224ea22327d,4004,2783,1295,4078,135.710901,,,false,false
live,cex_32fb89b95dcd8a3d3417ae9d,resp_0ac648d268f5d1d9006a6523afd4e881969b606c03c38e138e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,67c21139de14d7785f9baaa64d0b8a56e2fcd8842c7053e8cdde187da1ee82e3,8600,6,5993,0,0,false,false,false,657d8b8d3084fe11623e59951437328c26ca0d6f6980da6946e28fe2517b7840,2196,2852,924,3776,7.135461,,,false,false
live,cex_58d8cbf0484faedc01ef18ad,resp_098f32ebd8fc2942006a6523afc288819381556bbd95631b7d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ad7d57845d366b0ba049299ac7b5cf5de3e68b6af8f91b23f95a46920bec2bda,8540,6,5997,0,0,false,false,false,edb754e1d90e5d8e7562ca6fa1e40d36ed0dc7d57bdc3fc6f6549b03b99461a9,3118,2679,1131,3810,8.166543,,,false,false
live,cex_3909c03b68be38b12449cbaa,resp_0bcb4b783bc80d32006a6523b6dde48197b13bdc1b17a6faf1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4f774df0e9a4cf72aff6836988830190fa58ce5071955212bdd690f26ebe007d,8565,6,5997,0,0,false,false,false,63b1563ca6ee82997fa5d02198f2fb2f6421dd22a008e3b69ea50a10c654f4ae,5397,2661,1418,4079,17.358406,,,false,false
live,cex_39fea6848c4e2ceaaeaab906,resp_0ba0ee6a317dc99d006a6523b7ec4c8194a9d24158c2fe0efa,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,169d11a3ecc49eb5d577797923d749807ae747ca3c2a549547d5bc5a5e129c61,8529,6,5984,0,0,false,false,false,abcc12aa8c31059731b75f63a587e420004dca223dc0b49ba7fa1923cd25e148,4194,2680,1445,4125,18.930289,,,false,false
live,cex_038f065eae9e84fc7a3ad068,resp_055d40648ced29ab006a6523c120548190af146fc063891665,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b909f036be2ba43066daf7c07c891cbbdbe3870d26828afe54c61513337b3edc,8646,6,5995,0,0,false,false,false,520e7aa93fc418021acd259ebdd8215b987377964b9bbe456e245aa1be93ef8c,6288,2932,1629,4561,28.144577,,,false,false
live,cex_8e422fc7cff83da56aec2e17,resp_0854fb405101774f006a6523c2a7948190919e310806eb33cf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,87bc668e524b9fdf171010553254fa54301d32d194b7d2db451fdf9900bd2c21,9346,6,5998,0,0,false,false,false,e4f514290861c21a11e51c84168489c1b50d694d36b93dd5198d56b8c05caf93,4780,3118,1541,4659,28.881595,,,false,false
live,cex_30c9ebec1e14cfcf42c2d306,resp_06f3dac887618e7e006a6523cbe7708193a63b11b5739fc6a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,de7ba933b844d42924fb9da204e1ad3a4b8ebfc800c67f2be666ea4b54fffa99,8591,6,5998,0,0,false,false,false,18ff9d9a4184f2c06f59132c896a9fa07ef997e942cc47d8554f7168e89b22b6,3290,2552,1098,3650,36.140846,,,false,false
live,cex_60f545713dd3d64f8f7d2580,resp_07061ac160d4a827006a6523cc98088195877e87c76e608dea,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5416867ffd0735e53522da35cdd0fbcdc806bccfd203ae28b7d5039758f68f69,8569,6,5997,0,0,false,false,false,f9bd30e681d6612cac838be52f0be64743de055cc38591e87ece675bbb6c79c0,8373,2661,2327,4988,43.969650,,,false,false
live,cex_0bdde108326cd26fbfcd23a1,resp_0cc318015cdba2fd006a6523d41e8c8197826903782dc4f8a0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e902fffb07d69811811cd26d45f1c33026c4bb06d583fda056e86159b6f6019c,8607,6,5999,4,664942,false,false,false,0848742250a9b99c048cf26ccbf01fbdb215477a4ea62fd2fef5e57e292deffb,8512,8423,2306,10729,51.494035,,,false,false
