request_phase,extraction_case_id,started_at,finished_at,local_packet_seconds,gabriel_elapsed_seconds,request_status
live,cex_51501f07ed6b30c1ff55625d,,2026-07-25T21:06:37Z,0.000000,72.140848,success
live,cex_100ff1a536c7cd8a47c93085,,2026-07-25T21:06:37Z,0.000000,79.890170,success
live,cex_5c42671b903f2c4c5b1772db,,2026-07-25T21:06:37Z,0.000000,83.302466,success
live,cex_7411e7cfe12346a7d59e30e0,,2026-07-25T21:06:37Z,0.000000,97.316595,success
live,cex_3968ffb9964b291bba2ec726,,2026-07-25T21:06:37Z,0.000000,92.724125,success
live,cex_7a9626f998f407c9c69284fb,,2026-07-25T21:06:37Z,0.000000,106.110498,success
live,cex_58fd1fd88dcbefa436ab1a05,,2026-07-25T21:06:37Z,0.000000,99.717987,success
live,cex_36238085637ea86b1bd74840,,2026-07-25T21:06:37Z,0.000000,108.725286,success
live,cex_0cae3a90688ce5612e8e9e91,,2026-07-25T21:06:37Z,0.000000,120.973293,success
live,cex_0444c966561f0e694bd255c9,,2026-07-25T21:06:37Z,0.000000,117.116099,success
live,cex_70e70f872e9029172943f060,,2026-07-25T21:06:37Z,0.000000,126.169540,success
live,cex_c6d05d65fa7623ed873ce04b,,2026-07-25T21:06:37Z,0.000000,124.778498,success
live,cex_b9ec44b3bde0e5405568cb77,,2026-07-25T21:08:44Z,0.000000,7.170167,success
live,cex_03b2c71eb4e4270de7dbae55,,2026-07-25T21:08:44Z,0.000000,16.518396,success
live,cex_6ddeb70b96c5080c69455765,,2026-07-25T21:08:44Z,0.000000,18.396038,success
live,cex_5d47500948d1655ea8edeb92,,2026-07-25T21:08:44Z,0.000000,26.149192,success
live,cex_f3315feddef4e4547ee1807c,,2026-07-25T21:08:44Z,0.000000,23.509716,success
live,cex_22f18c16b2a6a7daa7c98c76,,2026-07-25T21:08:44Z,0.000000,28.660579,success
live,cex_9ef5de7ba915e0082c99d79e,,2026-07-25T21:08:44Z,0.000000,31.205024,schema_invalid
live,cex_9eda9ceb393e82f8cbf02c5e,,2026-07-25T21:08:44Z,0.000000,39.024689,success
live,cex_6bc8189fc225ce3a5787d6e8,,2026-07-25T21:08:44Z,0.000000,36.156628,success
live,cex_1452084384a7244b736c7c56,,2026-07-25T21:08:44Z,0.000000,41.072912,success
live,cex_33d1b3d3b6f751e44830f0f6,,2026-07-25T21:08:44Z,0.000000,49.029808,success
live,cex_41625814725c026460bd034a,,2026-07-25T21:08:44Z,0.000000,45.591316,success
live,cex_3fbdcc846468804c39d304c7,,2026-07-25T21:08:44Z,0.000000,58.411801,success
live,cex_89199500d21c2dbab6bb3b4c,,2026-07-25T21:08:44Z,0.000000,59.261516,success
live,cex_1fa1e412a821765bf0673616,,2026-07-25T21:08:44Z,0.000000,69.562639,success
live,cex_978f8512ad830f0e04e4d59b,,2026-07-25T21:08:44Z,0.000000,64.418966,success
live,cex_22fd8486a8983f9881a0f909,,2026-07-25T21:08:44Z,0.000000,73.184808,success
live,cex_521db4c1d2302b418ddb68d1,,2026-07-25T21:08:44Z,0.000000,84.183629,success
live,cex_a867105ad0f1028e785c1523,,2026-07-25T21:08:44Z,0.000000,80.048945,success
live,cex_8f53bb6a9675f9abb76a9600,,2026-07-25T21:08:44Z,0.000000,98.413526,success
live,cex_87f643314ad06cfa714ced23,,2026-07-25T21:08:44Z,0.000000,96.951561,success
live,cex_004c92c09d7977b642cafbfe,,2026-07-25T21:08:44Z,0.000000,108.354550,success
live,cex_ab917507f329592486b29843,,2026-07-25T21:08:44Z,0.000000,111.112037,success
live,cex_77475cce43106235f3f10cd8,,2026-07-25T21:08:44Z,0.000000,116.232707,success
live,cex_854859233d0e5b52960f0d56,,2026-07-25T21:08:44Z,0.000000,126.959563,success
live,cex_16ff780b4cf27e46087761e0,,2026-07-25T21:10:34Z,0.000000,6.245828,success
live,cex_8bceef392695ce5e3441aa5a,,2026-07-25T21:10:34Z,0.000000,10.588567,success
live,cex_efa7726ccaedd5a7c81fc9db,,2026-07-25T21:10:34Z,0.000000,14.723274,success
live,cex_32924f70afd7e7d858e2477a,,2026-07-25T21:10:34Z,0.000000,13.258226,success
live,cex_7fb62cac4d915b216871b5a5,,2026-07-25T21:10:34Z,0.000000,27.022578,success
live,cex_67f5c6c34935f05dcc055ff6,,2026-07-25T21:10:34Z,0.000000,22.637258,success
live,cex_8edceeb0ad4ae0322e14d92d,,2026-07-25T21:10:34Z,0.000000,34.111000,success
live,cex_5ae5f98e2beab26ced8cb794,,2026-07-25T21:10:34Z,0.000000,41.037215,success
live,cex_b6bf42cbfa913bbbe9264282,,2026-07-25T21:10:34Z,0.000000,36.752001,success
live,cex_092470801ccd403f0bba6606,,2026-07-25T21:10:34Z,0.000000,44.029946,success
live,cex_3c9c7530e9b8f5036e78d302,,2026-07-25T21:10:34Z,0.000000,50.277861,success
live,cex_90a52d9038b64c1a1778bdcd,,2026-07-25T21:10:34Z,0.000000,58.793438,success
live,cex_44661af40fa2ef3cd7de725f,,2026-07-25T21:10:34Z,0.000000,57.240820,success
live,cex_8d9a0e2f35959dd202ed1123,,2026-07-25T21:10:34Z,0.000000,61.008291,success
live,cex_c217fde01f076c641eb7da08,,2026-07-25T21:10:34Z,0.000000,61.380300,success
live,cex_22d4d1ba800b504466fa6c16,,2026-07-25T21:10:34Z,0.000000,70.794808,success
live,cex_6d62c932a86e3d568da07acb,,2026-07-25T21:10:34Z,0.000000,69.086690,success
live,cex_0f21f7f72e851886c4e82191,,2026-07-25T21:10:34Z,0.000000,81.376107,success
live,cex_90087bbbbc909a147839a59b,,2026-07-25T21:10:34Z,0.000000,78.524694,success
live,cex_0d2cd0a78c0a6c5a58ec2fc0,,2026-07-25T21:10:34Z,0.000000,87.139440,success
live,cex_e095f5d719d970a328732270,,2026-07-25T21:10:34Z,0.000000,98.200156,success
live,cex_ea7b9f8bedce9c08b1bcc443,,2026-07-25T21:10:34Z,0.000000,88.982771,success
live,cex_a5d2b0d4a353f7667a6bec84,,2026-07-25T21:10:34Z,0.000000,99.534727,success
live,cex_f978d6e4a1639ee32ef82e6f,,2026-07-25T21:10:34Z,0.000000,109.791712,success
live,cex_a475f18769626b24a4c1cba8,,2026-07-25T21:10:34Z,0.000000,104.239967,success
live,cex_96493b49736d6f7327c3e0ce,,2026-07-25T21:12:26Z,0.000000,10.397399,success
live,cex_4a49cbb7f5cd2b82033d52cb,,2026-07-25T21:12:26Z,0.000000,7.714867,success
live,cex_900c12fa52ca5fdf295c8eb9,,2026-07-25T21:12:26Z,0.000000,14.670095,success
live,cex_d24f4335f9d34688ba986ea2,,2026-07-25T21:12:26Z,0.000000,20.582372,success
live,cex_39adfa260d261fefa38565cd,,2026-07-25T21:12:26Z,0.000000,17.449963,success
live,cex_0de7c95a55cb8bd269beedcf,,2026-07-25T21:12:26Z,0.000000,22.481987,success
live,cex_3d261d26bd34f8dd1f7c5b3d,,2026-07-25T21:12:26Z,0.000000,37.845902,success
live,cex_de066cc151e72cddfb51374e,,2026-07-25T21:12:26Z,0.000000,31.770929,success
live,cex_e1512e5448ba73229048ddda,,2026-07-25T21:12:26Z,0.000000,38.469139,schema_invalid
live,cex_fa42fc634830b4af7bbd55ed,,2026-07-25T21:12:26Z,0.000000,49.637019,success
live,cex_8955d4ea66124e254affd749,,2026-07-25T21:12:26Z,0.000000,48.081443,success
live,cex_8296db9331be377a157b0421,,2026-07-25T21:12:26Z,0.000000,64.568494,success
live,cex_5cff60bdcf97c4e84cf3dd69,,2026-07-25T21:12:26Z,0.000000,51.766106,success
live,cex_8b0c73af286572dee6602a84,,2026-07-25T21:12:26Z,0.000000,53.807394,success
live,cex_16eaf738b05c5647bcaeb569,,2026-07-25T21:12:26Z,0.000000,68.709055,success
live,cex_46733de052f5e413208a7eaa,,2026-07-25T21:12:26Z,0.000000,72.660058,success
live,cex_aa3dd53a7c01eb85387c1950,,2026-07-25T21:12:26Z,0.000000,83.427492,success
live,cex_f0043b71068f815915194e68,,2026-07-25T21:12:26Z,0.000000,75.729437,success
live,cex_b59bacf098fdf924c2f31541,,2026-07-25T21:12:26Z,0.000000,79.518719,success
live,cex_f33120cbaef698bd96e46f4f,,2026-07-25T21:12:26Z,0.000000,88.345069,success
live,cex_dbb69ce70a30f89106ab2941,,2026-07-25T21:12:26Z,0.000000,94.012520,success
live,cex_8e895c0bb5dce19638945bf4,,2026-07-25T21:12:26Z,0.000000,98.643796,success
live,cex_bc90ab8c57d7c151b60cc7d6,,2026-07-25T21:12:26Z,0.000000,102.455910,success
live,cex_724828426ce609c87609a14c,,2026-07-25T21:12:26Z,0.000000,104.266675,success
live,cex_bb1ff8652b496af176465a59,,2026-07-25T21:12:26Z,0.000000,111.774439,success
live,cex_635decf17774da065e90dceb,,2026-07-25T21:14:29Z,0.000000,9.657214,success
live,cex_9f6d29a20f2ad34968b1dd8e,,2026-07-25T21:14:29Z,0.000000,3.963830,success
live,cex_8418197edc1c60932ab40857,,2026-07-25T21:14:29Z,0.000000,11.204020,success
live,cex_f09f98cdd100384e9ec8b5aa,,2026-07-25T21:14:29Z,0.000000,15.103496,success
live,cex_3e940c2d671c549e5967d721,,2026-07-25T21:14:29Z,0.000000,24.955122,success
live,cex_8dd8aa1fcc8a369ef4e9b14b,,2026-07-25T21:14:29Z,0.000000,23.906872,success
live,cex_5d3e6a5ba223d51087562180,,2026-07-25T21:14:29Z,0.000000,37.345877,success
live,cex_93d8c41615b89f0990db44d5,,2026-07-25T21:14:29Z,0.000000,32.622318,success
live,cex_deb2b4781b4fabbbd1b55572,,2026-07-25T21:14:29Z,0.000000,47.826653,success
live,cex_271b0edd356bda45209830dc,,2026-07-25T21:14:29Z,0.000000,52.064764,success
live,cex_202712666f1c1a3ba28e239c,,2026-07-25T21:14:29Z,0.000000,50.830929,success
live,cex_eda588e4bd4d32925e2bfe0d,,2026-07-25T21:14:29Z,0.000000,55.040078,success
live,cex_a558c07178db4a720a0891f1,,2026-07-25T21:14:29Z,0.000000,60.711702,success
live,cex_889c66eeeb96430433426c73,,2026-07-25T21:14:29Z,0.000000,68.738830,success
live,cex_fc4afc5000531539b3368c8b,,2026-07-25T21:14:29Z,0.000000,72.467979,success
live,cex_edaff7347bc9159b42d71422,,2026-07-25T21:14:29Z,0.000000,79.617226,success
live,cex_1673b6dcdf53f531acdc832e,,2026-07-25T21:14:29Z,0.000000,86.848176,success
live,cex_348278ef62681564cb00a003,,2026-07-25T21:14:29Z,0.000000,91.822859,success
live,cex_ab94c841d8fb04815f81ca55,,2026-07-25T21:14:29Z,0.000000,91.103757,success
live,cex_6caee7ab05e6af32d9eb0dc7,,2026-07-25T21:14:29Z,0.000000,99.194650,success
live,cex_2736a539edd4f65fb97e8442,,2026-07-25T21:14:29Z,0.000000,103.086186,success
live,cex_bd0f75a449b6f29e0884f990,,2026-07-25T21:14:29Z,0.000000,109.870153,success
live,cex_f2800367486af56f45ff40d1,,2026-07-25T21:14:29Z,0.000000,115.924946,success
live,cex_f39b53ddd7ff5ac421cc2701,,2026-07-25T21:14:29Z,0.000000,118.448879,success
live,cex_b4f7cd9f7ae402b6135afabc,,2026-07-25T21:14:29Z,0.000000,123.082494,success
live,cex_e805f5a961b8bd69fff86507,,2026-07-25T21:16:30Z,0.000000,7.580922,success
live,cex_16cd981b43d44e4606e7d3bb,,2026-07-25T21:16:30Z,0.000000,4.423447,success
live,cex_c7f6a83f0075983e6133362e,,2026-07-25T21:16:30Z,0.000000,11.163973,schema_invalid
live,cex_59751afa5a78253a90fc14e3,,2026-07-25T21:16:30Z,0.000000,18.331998,success
live,cex_3e92d39df7d2ec430a2cf150,,2026-07-25T21:16:30Z,0.000000,13.327736,success
live,cex_1ac85a1f25332de2a72bf50e,,2026-07-25T21:16:30Z,0.000000,29.511487,success
live,cex_17f26d91d738a16964d7b0e7,,2026-07-25T21:16:30Z,0.000000,54.722666,success
live,cex_64407f16710e870946772ea3,,2026-07-25T21:16:30Z,0.000000,35.045670,schema_invalid
live,cex_f481e07c180b3995b1e017c4,,2026-07-25T21:16:30Z,0.000000,38.096598,success
live,cex_805a246ad53fd58d4053d11d,,2026-07-25T21:16:30Z,0.000000,45.009566,success
live,cex_1479248c79b0675874ed5c47,,2026-07-25T21:16:30Z,0.000000,55.047807,success
live,cex_75499eab2bcd803da8331d8d,,2026-07-25T21:16:30Z,0.000000,64.655522,success
live,cex_8d814a0abd401374620e926b,,2026-07-25T21:16:30Z,0.000000,64.668948,success
live,cex_ea0e9b9b593c1fad94b78302,,2026-07-25T21:16:30Z,0.000000,78.377960,success
live,cex_34b684a9209ecd6ff1eaa31b,,2026-07-25T21:16:30Z,0.000000,76.002596,success
live,cex_763be2ad7159463ff71d7f4f,,2026-07-25T21:16:30Z,0.000000,78.810681,success
live,cex_a7c9090459008905315bd791,,2026-07-25T21:16:30Z,0.000000,90.328070,success
live,cex_26be31debabd90daa9246cd8,,2026-07-25T21:16:30Z,0.000000,84.326047,success
live,cex_dc8ca1ca223426bc2c51fb4a,,2026-07-25T21:16:30Z,0.000000,90.328163,success
live,cex_e8174b9b1993df0687cbeb5c,,2026-07-25T21:16:30Z,0.000000,104.492611,success
live,cex_10dba7e8a7f309dbc82d4dbc,,2026-07-25T21:16:30Z,0.000000,92.818753,success
live,cex_47fc35f9d528af0ec6185b9d,,2026-07-25T21:16:30Z,0.000000,109.507142,success
live,cex_d007a3ad5fc6446b74229fa0,,2026-07-25T21:16:30Z,0.000000,121.010398,success
live,cex_cfa31a5021ecc19b7b8a8170,,2026-07-25T21:16:30Z,0.000000,114.834802,success
live,cex_e136763a7fd10013b8ac68d9,,2026-07-25T21:16:30Z,0.000000,117.493954,success
live,cex_7eb5ea33a2c8158cb7467f01,,2026-07-25T21:18:32Z,0.000000,4.417081,success
live,cex_f900a0d73a3e1bce27f60102,,2026-07-25T21:18:32Z,0.000000,8.278911,success
live,cex_e469fdd18c2c380fe9bc356d,,2026-07-25T21:18:32Z,0.000000,23.098198,success
live,cex_76b29cb8595a7d089497a80f,,2026-07-25T21:18:32Z,0.000000,10.707568,success
live,cex_ad0e70b181e332e57b6db5f0,,2026-07-25T21:18:32Z,0.000000,27.010128,success
live,cex_d627789b702c41b7e413f403,,2026-07-25T21:18:32Z,0.000000,34.398982,success
live,cex_cf5859e9b822047195b73c79,,2026-07-25T21:18:32Z,0.000000,47.064484,success
live,cex_30a76e281f5f36b716862289,,2026-07-25T21:18:32Z,0.000000,50.197553,success
live,cex_58591bec8464b5f17856c2bd,,2026-07-25T21:18:32Z,0.000000,49.802965,success
live,cex_fe5ee8fb3e2901e2bc3c2e98,,2026-07-25T21:18:32Z,0.000000,53.502143,success
live,cex_5b450423811da2128f64f1ed,,2026-07-25T21:18:32Z,0.000000,54.614787,success
live,cex_fbf4c917c268029107fa806d,,2026-07-25T21:18:32Z,0.000000,56.355416,success
live,cex_03d71ad8c2b8f58e932deed2,,2026-07-25T21:18:32Z,0.000000,63.964631,success
live,cex_d11f4013a0c62e065fdc969e,,2026-07-25T21:18:32Z,0.000000,58.586512,success
live,cex_24458463ed1a887d5bb2ebbb,,2026-07-25T21:18:32Z,0.000000,62.294732,success
live,cex_70aec99dae2eb1e809d9aac2,,2026-07-25T21:18:32Z,0.000000,64.711446,success
live,cex_f57d0c45d1dfbdbcc96ed385,,2026-07-25T21:18:32Z,0.000000,83.128341,success
live,cex_241fc7520c17a85d9a2d32f5,,2026-07-25T21:18:32Z,0.000000,69.565378,success
live,cex_367aa00bca878b86dd646c99,,2026-07-25T21:18:32Z,0.000000,75.825657,success
live,cex_4c0db0aef26dce6ded2d1639,,2026-07-25T21:18:32Z,0.000000,82.290058,success
live,cex_6a65fad8a5e72e665a4271aa,,2026-07-25T21:18:32Z,0.000000,95.645378,success
live,cex_9523cb185bb9f74794fe3c5e,,2026-07-25T21:18:32Z,0.000000,92.210817,success
live,cex_c07790febc2c17a3e884495b,,2026-07-25T21:18:32Z,0.000000,100.362694,success
live,cex_99249fb9b54c956f04c2bd8d,,2026-07-25T21:18:32Z,0.000000,122.203167,success
