adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,mathematical_result,formula,numerator,denominator,supporting_or_countervailing_role,semantic_question_to_resolve,recommended_review_method,final_adjudication
False,,EXTINGEST-60f6ea9f14053fc9587471e6,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-d9411ae855bce41a718da712,MECH-08,cog_2025_170684,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-64947eb1b594916f33a7fbbe,unclear,8c0c8b1c2faec462f97dc14573bd206c993ced622225fc3dbf531a595cdbc937,,,"Yvette D. Clarke, Gale A. Brewer, Leroy G. Comrie, Jr., Letitia James, G. Oliver Koppell, Michael C. Nelson, Annabel Palma, Bill Perkins, James Sanders, Jr., Larry B. Seabrook, Christine C. Quinn",,8,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-45bfa5423eb09eefac2bd33c,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-f260071034b83a792ab9b3aa,,cog_2025_170147,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-86a3d5b52dcdb13a3654a629,unclear,58854f80911abc9e83466655e1abb32e3a3c051a16e8973dc593dc391f8eae71,44893,44891,76,25,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-d5888a86a4ca12ea969e11c8,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-cd91bf81e79a481db1b1d0cb,,cog_2025_207659,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-5d4b07486ce9edb61a7245d0,unclear,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,1% PAY ADJUSTMENT,,1300,html_table_3,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-64db2f544bb8c89bdcd4962b,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-b819977a544ec83d4177c250,,cog_2025_207659,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-af6f8b7d37df4d9cc97053d0,unclear,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,METRORAIL DAY,,5488,html_table_3,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-c83537bb726a97a6e32bd375,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-a4116aa5723d892a5cdcb4f2,MECH-08,cog_2025_170305,not_applicable,2021,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-c6a761f72435d214d36f9bb8,unclear,05a7e583ad4863f50d4fcf38f0cf222c8f7bb0915d80a61884b9056cfe2f425a,69680,69678,-7,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-a82a11df6c737892a86de4a9,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-91d92c1d031653c295079e30,,cog_2025_208556,not_applicable,undated-source-BRMGRS-20260802-e3c16c3973d13f7f7759f944,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-9f5b707fa9a47c6904c6355b,unclear,a2bb5ec1b1bb87ef180d9d8b5b04ef5196783572aeb2e71edd9f33f792642bb6,529512,529508,-474,116,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-92c166f9c2448e48fce9b265,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-2f3d8b828c784deaee1296d5,MECH-08,cog_2025_170709,not_applicable,2014,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-662b4264390352fb2cd83525,unclear,0f4f3f853d4e223e465dca7e72f63cd52a80db3601d55e385c3a20f9f0236940,1297794,1297791,183,392,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-dd0e090829dd958d7d29e13e,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-370703503d413d6002431767,MECH-08,cog_2025_225354,not_applicable,2022,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-41dffddec91485365fcf3dc0,unclear,2c7f173ad739732af1a25c54ccdff46244bbf26f717073752a7b6296bde14bc5,,,N/A,,2,html_table_5,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-515df75288d612e55bf0a821,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-904a74f62ab0656179b6afcf,MECH-08,cog_2025_211815,not_applicable,2019,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-5d350a1e6ef41d2e0f41f304,unclear,1aa750a72c34738cda2041511536aa3f180874450af4f4ff27ea446ff118250c,29740,29736,2019,19,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-959bb50f265a36955b1e393a,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-beb759fcecdfe2385c474d07,MECH-08,cog_2025_194892,not_applicable,2016,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-d6dbb959f4a9539c510236fe,unclear,33549ea583e86ec33791e48efa79f42a8bb56257c2c850ae4306613f76ac2df2,18782,18780,01,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-301f7af870de1ba932e82381,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c26e1385527006b6f5e72265,,cog_2025_209858,not_applicable,2022,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-5cdb0d9c8fa8f3878cb6b6c2,unclear,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,3664607,3664606,1,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-b6ff4a5a1e2ba7b7a4da0b18,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-4d43ccf6f5afa28acce825c7,,cog_2025_170683,not_applicable,undated,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-f9dbc06c44e35243a47db787,unclear,20a9ae063b27c8024b229e703bcb31eb144e5852add1c2177d2fd729407c9dcd,6025,6021,2025,4,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-e6e6832cfb7fa48e9ac0e09b,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-1d162e9c9be5ac26dfbfcf6e,MECH-08,cog_2025_205404,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-225b6dcf8fbb98393e8a3e89,unclear,61eb0616ae985b9c27c547645d58b405d3b6af33608938c440842117ab2a485b,53984,53982,-8,5,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-8685bc640ae61350797c51d3,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-a961b6c81e5fa6cfecf7dec2,MECH-08,cog_2025_170482,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-8e1c480ff0ba6a6fa467b809,unclear,081df5e0dc9e751421c2402f228ff4b35fffc4dc9e2aa3037f565fa4eb96f42d,43646,43645,4,16,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-41b55af949557db7bf2cddec,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-99502e7fd1494f7b36c48937,,cog_2025_185062,not_applicable,2017,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-bf27feaed0496dea59117ad2,unclear,1c2b1e2ba21fb22e301b2e7600c4e3d88ac3a13f60a0656f8133bf462be45b35,,,proper polling place to vote.,,27,html_table_121,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-261bdbbb6e07f26e0bd61a36,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-d1d1a47ee281b7d71e049390,,cog_2025_207834,not_applicable,2017,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-1963ab44337777254ad2a0f3,unclear,2bcefcf973667de1027edbc939109aa54ce583727b42bcd0144738f7c3edde7a,,,10/15/2022,,4,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-4150dcc96466a6c169a099ca,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-77df1c0b014fe344413999f2,MECH-08,cog_2025_207516,not_applicable,undated,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-2cb4d954b8d941e061a2dc48,unclear,e987c738f731f6c93c9e97f30c3e2d646c1811440c7d705767f9367928835dc0,422710,422706,8902,252,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-cecf4692e50e66a34d11814d,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-1fd36a64d7c4b87a40b75418,,cog_2025_123125,not_applicable,2026,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-f40a619717d3e2076bfd63c9,unclear,0a559335c202bd14345cee67d9bb2e429e32a3691a23a95390a3782e298b1039,,,6/13/2026,,138,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-abf0f0d76f0fd12981d099f6,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-bdc44ed6656361c1c037afb3,,cog_2025_123125,not_applicable,2026,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-29c3043538ccb35f9ed4ee06,unclear,0a559335c202bd14345cee67d9bb2e429e32a3691a23a95390a3782e298b1039,,,6/13/2026,,573,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-0eaf3f5af8664ac6f8ea924e,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-8ed33f014914a5d1f65ae179,MECH-08,cog_2025_211815,not_applicable,2020,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-61c876de39669fabe92d5da1,unclear,61c0e17881e79e606ea82993247725da9280ab7807b5d87aea0c9ea21486dac8,7052,7048,2021,3,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-9076e672c02679bd62a1ce5c,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-92dfe263fe1f4e1347ed1d9a,MECH-08,cog_2025_208165,not_applicable,2020,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-7dacc365d6a6b0fdd9374fa4,unclear,eaaa90cc430231579e22d138765562e22e04b9773eb92ec7ded8ffbaa5a54f4d,117999,117995,"206,",50,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-08ac9228b712ed2edbb7dc8d,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-9710173c0e76f511e70583d1,MECH-08,cog_2025_131201,not_applicable,2022,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-0ec0e48791d2ff5c19771ed7,unclear,4125d17f31aee61c766cc212b44a17234589daafa5b5ad25c7bca4a29d73e55c,10322,10319,530,5,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-1d17e964e95e916fff5c2841,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-89a3e6d0958076748a74dd20,,cog_2025_208475,not_applicable,2026,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-874d97cd9a1b83a27830dca7,unclear,a82dcc09657bacc69777860feb18f21a3e79bd6f525370016825960ecff544ca,97178,97167,"$17,313,956",36,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-8baa399f492cc911d6b4c5dd,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-3a0315d4a94514a4c7131585,MECH-08,cog_2025_212228,not_applicable,2025,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-3a1b7a5081e5a8602e10f619,unclear,d735b2af2611690306423882f24d02e993055b54f5d93a067296ab9d523ef94d,184586,184570,"October 20, 2025",123,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-cb4c1c436f405b2710d66970,event_linked_claim_pending,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-da58ea103d0a8fca3512d32f,,cog_2025_106119,not_applicable,2022,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-7dd1396c702d3c87ff0b9e92,unclear,ae9cdf39ef206caeff3c4bc5c993ff5f6a02ad91385159883f7b56eb03aed51d,1433202,1433194,"$105,000",18,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-142598e6600121b5c9d234df,exact_claim_id_link,not_applicable,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e46511fb661e84ad8b1c1b07,MECH-08,cog_2025_170709,not_applicable,2015,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-22122ecb0c34edb76dd8e31a,unclear,829c913467f0c0f999c88930dc9a8dba5d3ed25116c050f6215637ca706d7310,324962,324958,2010,90,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
