normalization_id,normalization_prep_id,span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,raw_span_snippet,raw_bounded_context_snippet,raw_value_tokens,raw_percent_tokens,raw_period_tokens,normalized_value,normalized_value_candidates,normalized_value_min,normalized_value_max,normalized_value_type,normalized_pay_basis,normalized_period_start,normalized_period_end,normalized_period_label,normalized_period_status,normalized_role_unit,normalized_side_label,compensation_type,normalization_status,normalization_confidence,normalization_caveats,normalization_repair_codes,reconciliation_confidence,reconciliation_reason_codes,source_title,page_location_pointer,source_locator_lineage,bounded_snippet_reference,hourly_annual_conversion_performed,imputed_hours_weeks_fte
BRMQNORM-20260803-4e1a2af2045bd0c3b329784a,BRMNORMPREP-20260803-982e339c7766ebb3c6e5e3ad,BRMGRT-20260802-9b9330e089c4f2e863c3fe5c,BRMGRS-20260802-39f5f2cc39a909a1b751a5fb,BRMSPAN-20260802-98611e587abff65dcb91b310,RMSRD-20260802-06964aba3194bbfaaaad,BRM5C-BRM5-20260731-10421-01,Charlotte,NY,Northeast,pdf,factfinding_report,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,weak_or_not_supported,manual_review_candidate,"increase in its yearly premium effective January 1, 2010.",,[],[],"[""January 1, 2010""]",,[],,,,annual_salary,2010,2010,2010,explicit_or_bounded_repair,unclear_role,remains_unclear,other,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",In the Matter of Fact-Finding (Case No. M2009-118) — Town of Charlotte & Teamsters Local 264,4303,"{""candidate_id"": ""BRM5C-BRM5-20260731-10421-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf"", ""scout_target_id"": ""BRM5-20260731-10421""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-98611e587abff65dcb91b310,false,false
BRMQNORM-20260803-4e1a412352a95d7286ab111a,BRMNORMPREP-20260803-06cbbd8f3ae69a7f047c2bb3,BRMGRT-20260802-bedc8c5dbfb34da817be322b,BRMGRS-20260802-54ec99ac0b59684c58175252,BRMSPAN-20260802-9458bae3aa8230d0ddf122fe,RMSRD-20260802-d1271190a53fc856e544,BRM5C-BRM5-20260731-17686-01,Harrison,WI,Midwest,pdf,compensation_study,non_cba_or_unresolved_hint,quant_longevity_or_service_pay,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"Employee and Child(ren) - $18.87/check, Longevity pay after 5 years of service.",,"[""$18.87""]",[],[],18.87,[18.87],,,currency_amount,unknown_or_mixed,,,,missing_period_anchor,unclear_role,remains_unclear,longevity_service,side_unclear_defer,low,"[""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",Village of Harrison Wage/Compensation study,54838,"{""candidate_id"": ""BRM5C-BRM5-20260731-17686-01"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/harrisonwi-meet-a41624ab5adf4bcd932705a244516892/ITEM-Attachment-001-3d75248de53f4560ae805a59dbe0d505.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/harrisonwi-meet-a41624ab5adf4bcd932705a244516892/ITEM-Attachment-001-3d75248de53f4560ae805a59dbe0d505.pdf"", ""scout_target_id"": ""BRM5-20260731-17686""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-9458bae3aa8230d0ddf122fe,false,false
BRMQNORM-20260803-4e22a4b945c38f77867f1c9b,BRMNORMPREP-20260803-17d90e391bd51cb6262f2429,BRMGRT-20260802-35d5c35f0bb74dc755fb8f15,BRMGRS-20260802-1263318c150ea981cc818db1,BRMSPAN-20260802-fdfd647cd0d43a1349e7459c,RMSRD-20260802-3863b212a9464974f342,BRM5C-BRM5-20260731-10902-01,Scott,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,quant_overtime_or_holiday_rate,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"Overtime $210,594 $340,203 $395,737 $297,534 $267,619 2.56% 6.2%
",,"[""$210,594"",""$267,619"",""$297,534"",""$340,203"",""$395,737""]","[""2.56%"",""6.2%""]",[],,"[210594.0,267619.0,297534.0,340203.0,395737.0]",,,currency_amount,overtime_rate,,,,missing_period_anchor,police_role,police_direct,overtime_holiday,needs_period_review,low,"[""period_anchor_missing_or_unresolved"",""multiple_raw_values_preserved_no_single_value_selected""]",[],high,"[""source_title_anchor:police_direct""]",Scott Township Five-Year Financial Plan (Final) — Workforce/Compensation discussion referencing Scott Township Police Association CBA,43953,"{""candidate_id"": ""BRM5C-BRM5-20260731-10902-01"", ""final"": ""https://scott-twp.com/wp-content/uploads/2025/07/Scott-Twp-Five-Year-Plan-Final.pdf"", ""original"": ""https://scott-twp.com/wp-content/uploads/2025/07/Scott-Twp-Five-Year-Plan-Final.pdf"", ""scout_target_id"": ""BRM5-20260731-10902""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-fdfd647cd0d43a1349e7459c,false,false
BRMQNORM-20260803-4e2974b872acbf33c98df264,BRMNORMPREP-20260803-3ccdbb86cfe280399f8cdc32,BRMGRT-20260802-f5d957eeeb288acccae1396f,BRMGRS-20260802-d0aa84d01a4ede149d76c21b,BRMSPAN-20260802-826b5c05b86ac6ed3ce1fc0a,RMSRD-20260802-794a2a2b0eb1339c061f,BRM5C-BRM5-20260731-01259-02,Torch Lake,MI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_budget_or_pay_plan_amount,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate," Motion by Cook to approve Resolution 2023-02 to set the Clerk’s salary at $28,000 for the fiscal year
2023-24 per the vote of the Torch Lake Township Electors at the Annual Meeting on March 7, 2023.
",,"[""$28,000""]",[],"[""2023-02"",""2023-24"",""March 21, 2023"",""March 7, 2023""]",28000.0,[28000.0],,,currency_amount,budget_amount,2023,2023,2023,explicit_or_bounded_repair,unclear_role,remains_unclear,budget_or_pay_plan,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Torch Lake Township Draft Minutes — March 21, 2023 (budget resolutions; Torch Lake Township Pay Schedule 2023-24 amendments)",2591,"{""candidate_id"": ""BRM5C-BRM5-20260731-01259-02"", ""final"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""original"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""scout_target_id"": ""BRM5-20260731-01259""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-826b5c05b86ac6ed3ce1fc0a,false,false
BRMQNORM-20260803-4e2d48aab99f97614cf82d18,BRMNORMPREP-20260803-9868413e8873a5a162067b46,BRMGRT-20260802-9a2e59c8a945f26f41347b6a,BRMGRS-20260802-fedb6fe050b645fb9f5ff209,BRMSPAN-20260802-59ec71edec9c21c8ba6705d2,RMSRD-20260802-1bd77bb33c92f7c11e8a,BRM5C-BRM5-20260731-02814-01,Richland,WI,Midwest,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"City Full Time - Non-Represented Employees 2.75% Increase from 2025 Rate
",,[],"[""2.75%""]","[""2025"",""2025-14"",""2026""]",2.75,[2.75],,,percentage,percentage_raise,2025,2026,2025–2026,explicit_or_bounded_repair,not_applicable,not_applicable,cola_or_raise,not_applicable_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_not_applicable""]",[],original_rating_preserved,[],RESOLUTION #2025-14 — RESOLUTION TO ESTABLISH 2026 WAGE RATES,437,"{""candidate_id"": ""BRM5C-BRM5-20260731-02814-01"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/richlandwi-meet-9d225318bdbc4f818b5028ef497002d0/ITEM-Attachment-001-92728f7d343e4666b11e9c85445634df.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/richlandwi-meet-9d225318bdbc4f818b5028ef497002d0/ITEM-Attachment-001-92728f7d343e4666b11e9c85445634df.pdf"", ""scout_target_id"": ""BRM5-20260731-02814""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-59ec71edec9c21c8ba6705d2,false,false
BRMQNORM-20260803-4e3177d2f2b11a9f51b6c741,BRMNORMPREP-20260803-bd595ef87b49930d585894f6,BRMGRT-20260802-f191f12811e196e0c732a9ef,BRMGRS-20260802-12b6849bd724179c825ccf65,BRMSPAN-20260802-fb550302132adb13ad6ce1a7,RMSRD-20260802-f05b489c6ef43fdcafe7,BRM5C-BRM5-20260731-10292-02,Pepin,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,the cost of living raise of 3.2% for Mike Shultz which totals $0.97.,,"[""$0.97""]","[""3.2%""]","[""2024""]",3.2,[3.2],,,percentage,budget_amount,2024,2024,2024,explicit_or_bounded_repair,unclear_role,remains_unclear,cola_or_raise,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",2024 Wage Negotiation/Budget Board Meeting — Minutes (cost of living raises; multiple non-safety roles),3448,"{""candidate_id"": ""BRM5C-BRM5-20260731-10292-02"", ""final"": ""https://pepinwisconsin.org/wp-content/uploads/11.06.23-Wage-Negotiation-Budget-Minutes.pdf"", ""original"": ""https://www.pepinwisconsin.org/wp-content/uploads/11.06.23-Wage-Negotiation-Budget-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-10292""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-fb550302132adb13ad6ce1a7,false,false
BRMQNORM-20260803-4e44c3743e7e11351842cfd0,BRMNORMPREP-20260803-52076c41c608a20e7e11656b,BRMGRT-20260802-fd67ea25aedd68f152376b8d,BRMGRS-20260802-8d9b1eb310b502a59fe36d96,BRMSPAN-20260802-3c4fedb8f3feb765bafac443,RMSRD-20260802-228b738d826fb162e722,BRM5C-BRM5-20260731-02286-01,Hocking,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_retroactive_pay_or_lump_sum,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"this Agreement, they shall be entitled to an annual lump sum payment of one thousand
",,[],[],"[""2020 - 2022""]",,[],,,,unknown_or_mixed,2020,2022,2020–2022,explicit_or_bounded_repair,police_role,police_direct,non_base_compensation,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",2020 - 2022 Agreement Between Hocking County 911 and Ohio Patrolmen's Benevolent Association (OPBA),101982,"{""candidate_id"": ""BRM5C-BRM5-20260731-02286-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0787.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0787.pdf"", ""scout_target_id"": ""BRM5-20260731-02286""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3c4fedb8f3feb765bafac443,false,false
BRMQNORM-20260803-4e49763244f47564b2767bc8,BRMNORMPREP-20260803-104b930995c34a7a3a55a01e,BRMGRT-20260802-740e6eae596bf8a6d0341eb7,BRMGRS-20260802-768c0b4e0d6057fafa1e7cff,BRMSPAN-20260802-60f75620f5e94c10095a0c75,RMSRD-20260802-5e9dc1d6cc48b4647eaf,BRM5C-BRM5-20260731-09677-01,Bedford,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,mechanism_summary_candidate,"2015 Effective January 1, 2015- Two and one-half (2.5%) percent increase
",,[],"[""2.5%""]","[""2015"",""January 1, 2015""]",2.5,[2.5],,,percentage,percentage_raise,2015,2015,2015,explicit_or_bounded_repair,police_role,police_direct,other,normalized_growth_or_percentage_only,moderate,[],[],high,"[""source_title_anchor:police_direct""]","Fact-Finding Report (City of Bedford, Ohio vs. Fraternal Order of Police, Lodge 67)",5799,"{""candidate_id"": ""BRM5C-BRM5-20260731-09677-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-60f75620f5e94c10095a0c75,false,false
BRMQNORM-20260803-4e5196b23d7087251b19e3f3,BRMNORMPREP-20260803-241048bb81c8f13c0ed32b5e,BRMGRT-20260802-47c60ed716a20a78f9ecb021,BRMGRS-20260802-7fffafff72f0e0a191982cd2,BRMSPAN-20260802-3e4e20a3af181e1ec7454c5e,RMSRD-20260802-537bfd9560e48538a2ea,BRM5C-BRM5-20260731-15198-02,Forest View,IL,Midwest,pdf,salary_ordinance,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,the rate of twenty-one dollars and thirty-four ($21.34) per hour.,,"[""$21.34""]",[],"[""July 1, 2025""]",21.34,[21.34],,,currency_amount,hourly,2025,2025,2025,explicit_or_bounded_repair,unclear_role,remains_unclear,base_wage,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Ordinance 25-10 — Salary Ordinance (Covering Non-FOP Employees), Effective July 1, 2025",1881,"{""candidate_id"": ""BRM5C-BRM5-20260731-15198-02"", ""final"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""original"": ""https://forestview-il.org/media/4uij5bg4/ordinance-25-10-salary-non-fop-employees.pdf"", ""scout_target_id"": ""BRM5-20260731-15198""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3e4e20a3af181e1ec7454c5e,false,false
BRMQNORM-20260803-4e571a479bf1559a204b3a45,BRMNORMPREP-20260803-a139e08750cc3f09f446e11d,BRMGRT-20260802-047660c8738f3009cd92ed7e,BRMGRS-20260802-1e6381efcb51d86204d6138e,BRMSPAN-20260802-afa63407c8668efee57a2c83,RMSRD-20260802-4fed4b2350c3ed64c538,BRM5C-BRM5-20260731-10428-01,Colden,NY,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,qual_budget_or_fiscal_constraint,qualitative_mechanism,mixed_quant_qual_claim_ready,local_context_candidate,"APPROPRIATED FROM TAX CAP RESERVE 97,245
",,[],[],"[""December 31, 2020""]",,[],,,,budget_amount,2020,2020,2020,explicit_or_bounded_repair,not_applicable,not_applicable,other,not_applicable_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_not_applicable""]",[],low,"[""side_relevance_structurally_not_applicable""]","Town of Colden, NY Adopted Budget - General Fund Salary Schedule (For the Year Ending December 31, 2020)",10922,"{""candidate_id"": ""BRM5C-BRM5-20260731-10428-01"", ""final"": ""https://townofcolden.com/site/wp-content/uploads/2020/05/2020-Colden-Final-Budget.pdf"", ""original"": ""https://www.townofcolden.com/site/wp-content/uploads/2020/05/2020-Colden-Final-Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-10428""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-afa63407c8668efee57a2c83,false,false
BRMQNORM-20260803-4e5cce7395fd1cdf5642fd94,BRMNORMPREP-20260803-0e3aa09e9b94538052cdb802,BRMGRT-20260802-ccace83282612e88a69dc933,BRMGRS-20260802-3ac2d2dca61e1b7c25e4a1ea,BRMSPAN-20260802-4ee170d02645b124aac63b62,RMSRD-20260802-342268ad2902116f3d3a,BRM5C-BRM5-20260731-12273-01,Beaverton,MI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_budget_or_pay_plan_amount,quantitative_compensation,directional_hint_only,local_context_candidate,"Fiscal Year 2025 – Increased / Decreased Revenue and Expenditures
",,[],[],"[""2024"",""2025""]",,[],,,,budget_amount,2024,2025,2024–2025,explicit_or_bounded_repair,police_role,police_direct,budget_or_pay_plan,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]",FY25 City of Beaverton Budget Hearing (6.17.2024) — Current/Proposed Payroll & Benefits (Police rates shown “Per Contract”),12259,"{""candidate_id"": ""BRM5C-BRM5-20260731-12273-01"", ""final"": ""https://beavertonmi.org/wp-content/uploads/2024/06/FY25-City-of-Beaverton-Budget-Hearing-6.17.2024.pdf"", ""original"": ""https://beavertonmi.org/wp-content/uploads/2024/06/FY25-City-of-Beaverton-Budget-Hearing-6.17.2024.pdf"", ""scout_target_id"": ""BRM5-20260731-12273""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-4ee170d02645b124aac63b62,false,false
BRMQNORM-20260803-4e71596448d93df467392b75,BRMNORMPREP-20260803-4074b158bf1a450a634f904b,BRMGRT-20260802-964701db3f289bf4f2d8b00b,BRMGRS-20260802-c26bf18437e3876fab7fdad2,BRMSPAN-20260802-c4913b920b613d170ef9c35a,RMSRD-20260802-5259f5a96d316e476f8f,BRM5C-BRM5-20260731-17861-02,Knowlton,NJ,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_needs_normalization,manual_review_candidate," Snyder receives a stipend in the amount of $________ in connection with the administrative
",,[],[],"[""2023"",""November 13, 2023""]",,[],,,,stipend,2023,2023,2023,explicit_or_bounded_repair,non_safety_role,non_safety_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],original_rating_preserved,[],"Resolution 2023-100 (Amending and Updating the Knowlton Township Personnel/Policy Manual) — embedded in Township of Knowlton November 13, 2023 Meeting Minutes",34571,"{""candidate_id"": ""BRM5C-BRM5-20260731-17861-02"", ""final"": ""https://knowlton-nj.com/wp-content/uploads/2023/12/November-13-Meeting-Minutes.pdf"", ""original"": ""https://knowlton-nj.com/wp-content/uploads/2023/12/November-13-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-17861""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-c4913b920b613d170ef9c35a,false,false
BRMQNORM-20260803-4e7408b69cc47ffcf320d6d2,BRMNORMPREP-20260803-ad6a59ee2e1c735debee96f5,BRMGRT-20260802-645bae7d16cc785dc2fec1a6,BRMGRS-20260802-f0a97e2a7e9f73d975f21f50,BRMSPAN-20260802-91cb661a4960c52633564628,RMSRD-20260802-03f57e22662b13121a95,BRM5C-BRM5-20260731-07676-01,Downs,IL,Midwest,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,quant_retroactive_pay_or_lump_sum,quantitative_compensation,qualitative_mechanism_claim_ready,mechanism_summary_candidate,"Increases will not be paid retroactively except for special circumstances as determined by the Village
",,[],[],"[""November 14, 2024""]",,[],,,,unknown_or_mixed,2024,2024,2024,explicit_or_bounded_repair,unclear_role,remains_unclear,non_base_compensation,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Village of Downs Personnel Policies (Effective: November 14, 2024)",55076,"{""candidate_id"": ""BRM5C-BRM5-20260731-07676-01"", ""final"": ""https://media.rainpos.com/1071/VOD_Personnel_Policies_2024_11_14.pdf"", ""original"": ""https://media.rainpos.com/1071/VOD_Personnel_Policies_2024_11_14.pdf"", ""scout_target_id"": ""BRM5-20260731-07676""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-91cb661a4960c52633564628,false,false
BRMQNORM-20260803-4e80781f4087fb3a27e19db5,BRMNORMPREP-20260803-628c0f07bd2f1d912eb23030,BRMGRT-20260802-f7880e342f0f8bcdc5e11095,BRMGRS-20260802-532d259bcd11a4281f4cf2ac,BRMSPAN-20260802-8359c6fbd0c7f8a5d045bb4f,RMSRD-20260802-210f00699c56e39cc355,BRM5C-BRM5-20260731-18313-01,Newville,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,quant_longevity_or_service_pay,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,"• Longevity pay
",,[],[],"[""2024""]",,[],,,,unknown_or_mixed,2024,2024,2024,explicit_or_bounded_repair,not_applicable,write_off,longevity_service,write_off_exclude,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_write_off""]",[],low,"[""not_useful_for_side_sensitive_downstream_work""]",2024 Amended Recovery Plan (Amended Municipalities Financial Recovery Act Plan) — Newville Borough,81086,"{""candidate_id"": ""BRM5C-BRM5-20260731-18313-01"", ""final"": ""https://newvilleborough.com/sites/default/files/2024-05/amended_recovery_plan_04.30.24_0.pdf"", ""original"": ""https://www.newvilleborough.com/sites/default/files/2024-05/amended_recovery_plan_04.30.24_0.pdf"", ""scout_target_id"": ""BRM5-20260731-18313""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8359c6fbd0c7f8a5d045bb4f,false,false
BRMQNORM-20260803-4e8467ff69cf8e102e1cf9be,BRMNORMPREP-20260803-5c0383edd22d84920c5b99f2,BRMGRT-20260802-6fe4bf680eede82bf777e39c,BRMGRS-20260802-08bc1e5d163a90e2a63f62e5,BRMSPAN-20260802-806621bd3c50f4511fd57bbd,RMSRD-20260802-d8bc5f6aab72f8f4bdbf,BRM5C-BRM5-20260731-04965-01,Riley,MI,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_retroactive_pay_or_lump_sum,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"→ Motion to compensate the deputy clerk at a one-time payment of $962.50 made by Gondert,
",,"[""$962.50""]",[],"[""2026-10""]",962.5,[962.5],,,currency_amount,unknown_or_mixed,2026,2026,2026,explicit_or_bounded_repair,unclear_role,remains_unclear,non_base_compensation,side_unclear_defer,low,"[""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",#2026-10 Compensation & Wages (adopted resolution referenced in minutes; resolution text not provided in this PDF),5169,"{""candidate_id"": ""BRM5C-BRM5-20260731-04965-01"", ""final"": ""https://rileytownship.com/wp-content/uploads/2026/03/2026-02-10-RTB-Mtg-Approved.pdf"", ""original"": ""https://rileytownship.com/wp-content/uploads/2026/03/2026-02-10-RTB-Mtg-Approved.pdf"", ""scout_target_id"": ""BRM5-20260731-04965""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-806621bd3c50f4511fd57bbd,false,false
BRMQNORM-20260803-4e93823679d5b58ee2ecec90,BRMNORMPREP-20260803-7cdca32d29593ed30358fb8c,BRMGRT-20260802-764fcd54d6961889ef23ae07,BRMGRS-20260802-631e89b99eab5e39482b282b,BRMSPAN-20260802-27a908b17fd5b67b1953bd47,RMSRD-20260802-1d5ec5a8d572548f3374,BRM5C-BRM5-20260731-01291-02,Andover,MN,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,qual_comparability_or_parity_language,qualitative_mechanism,quantitative_direct_text_claim_ready,supporting_example_candidate," Makinen explained last year they did a market rate increase at $1.75 per hour for certain
",,"[""$1.75 per hour""]",[],"[""August 27, 2024""]",1.75,[1.75],,,currency_amount,hourly,2024,2024,2024,explicit_or_bounded_repair,unclear_role,remains_unclear,other,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Andover City Council Workshop Meeting – August 27, 2024 (Minutes)",27683,"{""candidate_id"": ""BRM5C-BRM5-20260731-01291-02"", ""final"": ""https://andovermn.gov/AgendaCenter/ViewFile/Minutes/_08272024-1075"", ""original"": ""https://www.andovermn.gov/AgendaCenter/ViewFile/Minutes/_08272024-1075"", ""scout_target_id"": ""BRM5-20260731-01291""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-27a908b17fd5b67b1953bd47,false,false
