calibration_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,pdf_page_count,content_artifact_path,wage_table_signal,contract_period_signal,table_like_structure_signal,candidate_wage_pages,candidate_wage_page_count,detection_notes,calibration_round_id,calibration_selection_rank,calibration_selection_reason,source_review_pilot_id,page_count_bin,text_layer_status,wage_table_signal_confidence,contract_period_confidence,candidate_contract_period_text,extraction_pilot_priority,recommended_next_action,table_detection_method,reviewer,reviewed_at,calibration_status,page_hint_precision_label,wage_table_present_label,wage_table_page_match_label,contract_period_present_label,contract_period_hint_match_label,table_layout_type,extraction_complexity_label,false_positive_family,extraction_schema_notes,recommended_extraction_action,reviewer_confidence,reviewer_notes,review_id,review_method,review_status_detail,artifact_exists_review,artifact_hash_verified_review,artifact_size_verified_review,pdf_opened_review,candidate_pages_requested,candidate_pages_inspected,adjacent_pages_inspected,context_pages_inspected,pages_inspected,pages_with_text_review,bounded_text_chars_inspected,review_elapsed_seconds
cal_8341f144d0dbe9b4f6f2dcda,ttd_e228a9b2bff97168f2546147,pr_f6b4c25b6756389c56ccef2f,sr_767d500d00d33a4b8112ae8b,NSCQ-NJ-20260720-0047,NJ,Harrison,TOWN OF HARRISON,fire,ordinance_or_policy,p2,uncertain,possible,unknown,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,likely,likely,likely,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,40,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,partial,high,high,"ison Firemen’s Mutual Benevo lent Association Local No. 22 (FMBA 22), effective January 1 of the year indica ted: A. FIRE FIGHTER - Hired Before 01/01/2017 Title Step 2023 2024 2025 2026 Fire Fighter Top Step [currency redacted] [currency redacted] [currency redacted] [currency redacted] $ FIRE FIGH",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:11Z,reviewed,correct,yes,exact,yes,correct,rank_step,hard,not_applicable,"preserve rank, step, and effective-date columns",include_after_schema_update,high,Assisted review inspected 2 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,2,"1,2","1,2",2,4475,0.037787
cal_87047e8ea3c1d1bc56da2b90,ttd_620250ce558a3537e65aeb4f,pr_04f52406bbfc1cf100abe1a1,sr_70f70cdfc1b3a3d0bdbc9cf2,NSCQ-MT-20260720-0051,MT,Dillon,CITY OF DILLON,non_safety,cba,p1,official_union,possible,cba_candidate,15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0048_sr_70f70cdfc1b3a3d0bdbc9cf2.pdf,likely,likely,likely,"2,3,4,6,8,15",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,41,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,11_to_25,present,high,high,"AGREEMENT between The City Of Dillon and The Montana Public Employees Association Dillon City Employees Unit July 1, 2018 -June 30, 2019",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:11Z,needs_second_review,correct,yes,exact,yes,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,3,4,6,8,15","2,3,4,8,15",,2,"2,3,4,8,15",5,13509,0.037678
cal_871b8130bf4245601b1a841b,ttd_51c81e66701e4c081685b546,pr_b0aceafb33d9903e685d2ee8,sr_01a6ca1e036caa63d95335f7,NSCQ-NM-20260720-0012,NM,Santa Fe,CITY OF SANTA FE,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,likely,possible,likely,"1,2,3,4",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,42,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,partial,high,medium,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:11Z,reviewed,correct,yes,exact,maybe,unknown,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,medium,Assisted review inspected 4 bounded pages; 3 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4","1,2,3,4",5,"1,2","1,2,3,4,5",4,25979,0.447238
cal_8dc01e6871029b30cc13920c,ttd_8a5fbc53c0679daac572d69a,pr_c4b69437cd93d57d810b83b0,sr_1ddc258e503ab45a893f612d,NSCQ-MA-20260720-0126,MA,Gloucester,CITY OF GLOUCESTER,fire,cba,p1,official_municipal,possible,cba_candidate,85,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0140_sr_1ddc258e503ab45a893f612d.pdf,likely,possible,likely,"29,43,48",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,43,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,51_to_100,partial,high,medium,Rescue Squad beyond one year shall be honored where possible.[Remove effective 7/1/2014] 5. The provisions of paragraph g of this article with respect to the assignments of employees may be reopened for negotiations at any time during the term of this agreement upon written request of either party,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,maybe,correct,rank_step,hard,not_applicable,"preserve rank, step, and effective-date columns",include_after_schema_update,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"29,43,48","29,43,48","28,30",,"29,43,48,28,30",5,12839,0.267694
cal_96ffbdb214517b3a6a6649d0,ttd_275f94d7c161f4a2a469716e,pr_ccf8fca5d0f35d30845afb6a,sr_4df4fd624fdf69f3a89531f7,NSCQ-OK-20260720-0008,OK,Broken Arrow,CITY OF BROKEN ARROW,fire,cba,p1,uncertain,possible,cba_candidate,43,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0215_sr_4df4fd624fdf69f3a89531f7.pdf,likely,likely,likely,"20,22,24",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,44,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,partial,high,high,"1 CO LLECTIVE BARGAINING AGREEMENT B etween T he City of Broken Arrow, Oklahoma and International Association of Firefighters, Local No. [number redacted] For Fiscal Year 2023-2025",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,no,no_period_found,hourly_schedule,hard,not_applicable,retain rate basis and effective-date columns,include_after_schema_update,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"20,22,24","20,22,24","19,21",,"20,22,24,19,21",5,12255,0.057786
cal_9824026160d8547991edff93,ttd_8d2ed01f65bef8787227d0d5,pr_f0f4ec6a8bde10bae3d40480,sr_952118c54eec2305e424bae1,NSCQ-MO-20260720-0007,MO,Columbia,CITY OF COLUMBIA,police,memorandum_or_settlement,p2,uncertain,possible,unknown,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,likely,likely,likely,2,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,45,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,high,"visions of the existing Agreement continue to apply up to the time of expiration on September 30, 2023. Terms defined in the Agreement shall have the same definition in this amendment. Section [number redacted] is replaced in its entirety with the following: S ection [number redacted] Pay Adjustment",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,yes,correct,rank_step,easy,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,high,Assisted review inspected 3 bounded pages; 1 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,2,2,"1,3","1,2","2,1,3",3,4122,0.026367
cal_9b0d02f472072c62b56bf808,ttd_788d16641ddf258434469d0b,pr_b0a9132a2b8b92b477a3d524,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,14,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,likely,likely,likely,"1,2,4,5,7,8,10,13,14",9,deterministic bounded keyword/numeric-structure signals; 9 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,46,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,high,high,"an amended plan for additional compensation for City employees. This memorandum is in three sections. The first section provides an outline of the plan for non- public safety personnel, and statistical summaries for the overall plans. The second section includes a detailed summary of the plan for s",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,needs_second_review,correct,yes,exact,yes,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,4,5,7,8,10,13,14","1,4,7,10,14",,1,"1,4,7,10,14",5,10248,0.056310
cal_9be75c1e7fbfe27a4db1d91e,ttd_560ba6cd01b9b5f045e58218,pr_c136b3d9bfc53f6430cae8c2,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,p2,uncertain,possible,unknown,113,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,likely,likely,likely,"1,2,26,51,63",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,47,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,over_100,present,high,high,"No. [number redacted] on March 14, 2008; and WHEREAS, the March 14, 2008 Award was effective for a term commencing on January 1, 2006 and ending on December 31, 2012; and WHEREAS, the parties, by this Amendment, mutually agree to extend the term of the Basic Labor Agreement in accordance with the t",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,yes,correct,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,26,51,63","1,2,26,51,63",,"1,2","1,2,26,51,63",5,11355,0.037561
cal_a4b5a28529bc2239da93dcb6,ttd_061738b35675f91a4a62378e,pr_357eb5e8a684d181d2962f49,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,p1,uncertain,possible,cba_candidate,38,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf,likely,likely,likely,"13,17,20,22",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,48,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,partial,high,high,"October 1, 2021 – September 30, 2024 COLLECTIVE LABOR AGREEMENT Between the City of Lewiston and the International Association of Firefighters Local #[number redacted]",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,yes,partially_correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"13,17,20,22","13,17,20,22",12,,"13,17,20,22,12",5,12574,0.059507
cal_a59e7db7416b7eda4426b2b0,ttd_17bd30113f7ea497abeb883c,pr_88957832b8077080e01b1823,sr_1d4cde5b33a00f4065852362,NSCQ-NV-20260720-0007,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,fire,cba,p1,official_state_repository,possible,cba_candidate,109,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0047_sr_1d4cde5b33a00f4065852362.pdf,likely,likely,likely,"49,61,108",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,49,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,over_100,partial,high,high,"COLLECTIVE BARGAINING AGREEMENT Between THE CITY OF NORTH LAS VEGAS & INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL [number redacted] Non-Supervisory July 1, 2015 – June 30, 2017 NON-SUPERVISOR AGREEMENT BETWEEN",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,reviewed,correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 3 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"49,61,108","49,61,108","48,50",,"49,61,108,48,50",5,6078,0.052655
cal_a6388ef8c82edf25da71cfe8,ttd_cd5e8ded0c0612ad263211a4,pr_c5a1001904c5023407d7ec25,sr_0021af2764459702bd8418ff,NSCQ-MD-20260720-0009,MD,Rockville,CITY OF ROCKVILLE,non_safety,cba,p1,official_union,possible,cba_candidate,29,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_0021af2764459702bd8418ff.pdf,likely,likely,likely,"4,7,13,15,17,28,29",7,deterministic bounded keyword/numeric-structure signals; 7 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,50,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,present,high,high,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO Effective January 1, 2024 to June 30, 2027 DocuSign Envelope ID: F9C1DB82-DF77-4B6B-B3D8-B20D05FFED84",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:12Z,needs_second_review,correct,yes,exact,yes,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 3 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"4,7,13,15,17,28,29","4,13,15,17,29",,,"4,13,15,17,29",5,15725,0.342776
cal_a64662143119f08d07ec503e,ttd_5c436b38ef56a600f627e20d,pr_c3438e6f1f9f6860d7e3173c,sr_9174b4d1826def91ca26cb37,NSCQ-IA-20260720-0016,IA,Urbandale,CITY OF URBANDALE,non_safety,cba,p1,uncertain,possible,cba_candidate,15,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9174b4d1826def91ca26cb37.pdf,likely,likely,likely,"2,7,9,14",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,51,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,11_to_25,partial,high,high,"AGREEMENT BETWEEN THE CITY OF URBANDALE, IOWA AND THE CONSTRUCTION AND PUBLIC EMPLOYEES LiUNA LOCAL [number redacted] July 1, 2024 – June 30, 2029            ",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,reviewed,partially_correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,7,9,14","2,7,9,14",1,"1,2","2,7,9,14,1",5,8080,0.125369
cal_a697a3efcaf26dad1a05afd8,ttd_7be7b5776a77d722e6e6ef7d,pr_c612b26ccff7661896add24c,sr_29a4bb2364a8400b342e9056,NSCQ-MT-20260720-0052,MT,Columbia Falls,CITY OF COLUMBIA FALLS,police,cba,p1,official_union,possible,cba_candidate,26,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0061_sr_29a4bb2364a8400b342e9056.pdf,likely,likely,likely,"2,4,7",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,52,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,26_to_50,partial,high,high,"COLLECTIVE BARGAINING AGREEMENT between CITY OF COLUMBIA FALLS and ---. --· . .. . - THE COLUMBIA FALLS POLICE PROTECTIVE ASSOCIATION, MPEA July 1, 2016 -June 30, 2019",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,reviewed,correct,yes,exact,yes,correct,rank_step,hard,not_applicable,"preserve rank, step, and effective-date columns",include_after_schema_update,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,4,7","2,4,7","1,3","1,2","2,4,7,1,3",5,10043,0.030532
cal_aa5f30e289f7f1e3c57da1ca,ttd_e84ba18399f30c3bdba5abec,pr_beae8272fa49d2f3b900c0e8,sr_425ec1c96a65ced8db58c100,NSCQ-MN-20260720-0036,MN,Apple Valley,CITY OF APPLE VALLEY,non_safety,cba,p1,official_municipal,possible,cba_candidate,22,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0174_sr_425ec1c96a65ced8db58c100.pdf,likely,likely,likely,"3,10,13",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,53,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,11_to_25,partial,high,high,"2024-2025 AFSCME Contract City of Apple Valley LABOR AGREEMENT CITY OF APPLE VALLEY AND AFSCME COUNCIL 5, LOCAL NO. [number redacted] 2024 - 2025",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,reviewed,correct,yes,exact,yes,correct,rank_step,hard,not_applicable,"preserve rank, step, and effective-date columns",include_after_schema_update,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"3,10,13","3,10,13","2,4",2,"3,10,13,2,4",5,16714,0.127918
cal_ae1da4b80da66307314a0f9a,ttd_21b99bd278e79d487bf4e48c,pr_868ed246c64ce4c5c1c8e735,sr_8685c843b921e528f02463ba,NSCQ-AL-20260720-0007,AL,Tuscaloosa,CITY OF TUSCALOOSA,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0471_sr_8685c843b921e528f02463ba.pdf,likely,unlikely,likely,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,54,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,low,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,reviewed,correct,yes,exact,no,no_period_found,step_grade,easy,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 1 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,,1,1,1,10758,0.057497
cal_affbd685e693a0ed30b460a4,ttd_2dfc736b307830ab5d6607a5,pr_4285107438a9e322132cb41c,sr_5c331c7f7f07d339de05583f,NSCQ-IA-20260720-0019,IA,Iowa City,CITY OF IOWA CITY,fire,arbitration_award,p2,official_state_repository,possible,unknown,27,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0482_sr_5c331c7f7f07d339de05583f.pdf,likely,likely,likely,"1,2,4,7,13,14,26,27",8,deterministic bounded keyword/numeric-structure signals; 8 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,55,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,26_to_50,present,high,high,"collective bargaining amendment shall be amended as follows, with an effective date of July 1, 2024: 1. The Employer’s position on Article 27, section 2 - W ages is awarded ([percent redacted] increase for FY25). 2. The Union’s position on Article 13 - Insurance is awarded (status quo). 3. The Unio",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,needs_second_review,correct,yes,exact,yes,correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 3 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,4,7,13,14,26,27","1,4,13,14,27",,1,"1,4,13,14,27",5,8089,0.039347
cal_b5c70ca19baa946184d7d211,ttd_21035d70e79f171a112ac082,pr_1c93d1125d385e618a51da72,sr_a8ca480ee4ae2f19540ea9c4,NSCQ-IN-20260720-0008,IN,Carmel,CITY OF CARMEL,fire,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,11,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0465_sr_a8ca480ee4ae2f19540ea9c4.pdf,likely,unlikely,likely,"3,4,5,6,7,10",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,56,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,high,low,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:13Z,needs_second_review,correct,yes,exact,yes,unknown,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"3,4,5,6,7,10","3,4,5,7,10",,,"3,4,5,7,10",5,12605,0.048854
