scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_query_family,target_quality_tier,dry_run_status,live_status
B4X2500-20260729-07593,broad_4x2500_shard_004,93,IL,Midwest,Cherry Valley,cog_2025_125093,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07594,broad_4x2500_shard_004,94,IL,Midwest,Christopher,cog_2025_124919,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07595,broad_4x2500_shard_004,95,IL,Midwest,Coal City,cog_2025_194724,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07596,broad_4x2500_shard_004,96,IL,Midwest,Collinsville,cog_2025_163156,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07597,broad_4x2500_shard_004,97,IL,Midwest,Countryside,cog_2025_194723,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07598,broad_4x2500_shard_004,98,IL,Midwest,Diamond,cog_2025_189924,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07599,broad_4x2500_shard_004,99,IL,Midwest,Dupo,cog_2025_125053,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07600,broad_4x2500_shard_004,100,IL,Midwest,East Dundee,cog_2025_207812,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07601,broad_4x2500_shard_004,101,IL,Midwest,Edwardsville,cog_2025_163157,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07602,broad_4x2500_shard_004,102,IL,Midwest,El Paso,cog_2025_162712,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07603,broad_4x2500_shard_004,103,IL,Midwest,Ela,cog_2025_163046,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07604,broad_4x2500_shard_004,104,IL,Midwest,Elburn,cog_2025_124958,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07605,broad_4x2500_shard_004,105,IL,Midwest,Eldorado,cog_2025_102833,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07606,broad_4x2500_shard_004,106,IL,Midwest,Eureka,cog_2025_162713,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07607,broad_4x2500_shard_004,107,IL,Midwest,Farmington,cog_2025_102684,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07608,broad_4x2500_shard_004,108,IL,Midwest,Flora,cog_2025_102586,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07609,broad_4x2500_shard_004,109,IL,Midwest,Fox River Grove,cog_2025_207831,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07610,broad_4x2500_shard_004,110,IL,Midwest,Frankfort,cog_2025_163394,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07611,broad_4x2500_shard_004,111,IL,Midwest,Freeburg,cog_2025_194694,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07612,broad_4x2500_shard_004,112,IL,Midwest,Fulton,cog_2025_125083,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07613,broad_4x2500_shard_004,113,IL,Midwest,Galena,cog_2025_124954,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07614,broad_4x2500_shard_004,114,IL,Midwest,Galesburg City,cog_2025_137905,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07615,broad_4x2500_shard_004,115,IL,Midwest,Georgetown,cog_2025_125072,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07616,broad_4x2500_shard_004,116,IL,Midwest,Gillespie,cog_2025_102769,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07617,broad_4x2500_shard_004,117,IL,Midwest,Hainesville,cog_2025_162429,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07618,broad_4x2500_shard_004,118,IL,Midwest,Hampshire,cog_2025_207813,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07619,broad_4x2500_shard_004,119,IL,Midwest,Havana,cog_2025_125015,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07620,broad_4x2500_shard_004,120,IL,Midwest,Homer,cog_2025_163396,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07621,broad_4x2500_shard_004,121,IL,Midwest,Johnston City,cog_2025_162702,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07622,broad_4x2500_shard_004,122,IL,Midwest,Lakemoor,cog_2025_124990,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07623,broad_4x2500_shard_004,123,IL,Midwest,Lebanon,cog_2025_102828,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07624,broad_4x2500_shard_004,124,IL,Midwest,Long Grove,cog_2025_184991,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07625,broad_4x2500_shard_004,125,IL,Midwest,Lynwood,cog_2025_162275,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07626,broad_4x2500_shard_004,126,IL,Midwest,Madison,cog_2025_162516,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07627,broad_4x2500_shard_004,127,IL,Midwest,Manteno,cog_2025_102723,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07628,broad_4x2500_shard_004,128,IL,Midwest,Marengo,cog_2025_124991,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07629,broad_4x2500_shard_004,129,IL,Midwest,Mascoutah,cog_2025_162607,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07630,broad_4x2500_shard_004,130,IL,Midwest,Metropolis,cog_2025_207843,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07631,broad_4x2500_shard_004,131,IL,Midwest,Milan,cog_2025_207859,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07632,broad_4x2500_shard_004,132,IL,Midwest,Monmouth,cog_2025_162667,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07633,broad_4x2500_shard_004,133,IL,Midwest,Mount Carmel,cog_2025_194699,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07634,broad_4x2500_shard_004,134,IL,Midwest,Naperville,cog_2025_162860,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07635,broad_4x2500_shard_004,135,IL,Midwest,Northfield,cog_2025_102923,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07636,broad_4x2500_shard_004,136,IL,Midwest,Nunda,cog_2025_125265,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07637,broad_4x2500_shard_004,137,IL,Midwest,Palatine,cog_2025_162826,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07638,broad_4x2500_shard_004,138,IL,Midwest,Pekin,cog_2025_125344,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07639,broad_4x2500_shard_004,139,IL,Midwest,Peoria Heights,cog_2025_207852,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07640,broad_4x2500_shard_004,140,IL,Midwest,Petersburg,cog_2025_162536,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07641,broad_4x2500_shard_004,141,IL,Midwest,Pittsfield,cog_2025_102817,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07642,broad_4x2500_shard_004,142,IL,Midwest,Quincy,cog_2025_162726,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07643,broad_4x2500_shard_004,143,IL,Midwest,Riverton,cog_2025_162627,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07644,broad_4x2500_shard_004,144,IL,Midwest,Robinson,cog_2025_207787,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07645,broad_4x2500_shard_004,145,IL,Midwest,Rochester,cog_2025_102838,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07646,broad_4x2500_shard_004,146,IL,Midwest,Rosemont,cog_2025_194712,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07647,broad_4x2500_shard_004,147,IL,Midwest,Round Lake Park,cog_2025_204287,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07648,broad_4x2500_shard_004,148,IL,Midwest,Schiller Park,cog_2025_189918,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07649,broad_4x2500_shard_004,149,IL,Midwest,Smithton,cog_2025_162612,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07650,broad_4x2500_shard_004,150,IL,Midwest,Somonauk,cog_2025_162286,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07651,broad_4x2500_shard_004,151,IL,Midwest,Spring Valley,cog_2025_194705,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07652,broad_4x2500_shard_004,152,IL,Midwest,St. Charles,cog_2025_194945,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07653,broad_4x2500_shard_004,153,IL,Midwest,Sugar Grove,cog_2025_194706,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07654,broad_4x2500_shard_004,154,IL,Midwest,Tilton,cog_2025_125074,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07655,broad_4x2500_shard_004,155,IL,Midwest,Tuscola,cog_2025_194707,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07656,broad_4x2500_shard_004,156,IL,Midwest,University Park,cog_2025_162696,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-07657,broad_4x2500_shard_004,157,IL,Midwest,Vandalia,cog_2025_207800,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
