scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_query_family,target_quality_tier,dry_run_status,live_status
B4X2500-20260729-05014,broad_4x2500_shard_003,14,IA,Midwest,Dexter,cog_2025_126601,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05015,broad_4x2500_shard_003,15,IA,Midwest,Dunkerton,cog_2025_164297,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05016,broad_4x2500_shard_003,16,IA,Midwest,Dysart,cog_2025_201771,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05017,broad_4x2500_shard_003,17,IA,Midwest,Eddyville,cog_2025_208070,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05018,broad_4x2500_shard_003,18,IA,Midwest,Eldon,cog_2025_164587,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05019,broad_4x2500_shard_003,19,IA,Midwest,Ellsworth,cog_2025_164410,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05020,broad_4x2500_shard_003,20,IA,Midwest,Essex,cog_2025_104446,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05021,broad_4x2500_shard_003,21,IA,Midwest,Fairbank,cog_2025_104346,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05022,broad_4x2500_shard_003,22,IA,Midwest,Fairfax,cog_2025_164471,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05023,broad_4x2500_shard_003,23,IA,Midwest,Farnhamville,cog_2025_138196,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05024,broad_4x2500_shard_003,24,IA,Midwest,Fayette,cog_2025_208013,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05025,broad_4x2500_shard_003,25,IA,Midwest,Fontanelle,cog_2025_164280,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05026,broad_4x2500_shard_003,26,IA,Midwest,Fremont,cog_2025_190204,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05027,broad_4x2500_shard_003,27,IA,Midwest,George,cog_2025_204478,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05028,broad_4x2500_shard_003,28,IA,Midwest,Gilbertville,cog_2025_164298,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05029,broad_4x2500_shard_003,29,IA,Midwest,Gilmore City,cog_2025_193311,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05030,broad_4x2500_shard_003,30,IA,Midwest,Goldfield,cog_2025_104502,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05031,broad_4x2500_shard_003,31,IA,Midwest,Grand Mound,cog_2025_164353,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05032,broad_4x2500_shard_003,32,IA,Midwest,Greenfield,cog_2025_126557,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05033,broad_4x2500_shard_003,33,IA,Midwest,Guthrie Center,cog_2025_164406,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05034,broad_4x2500_shard_003,34,IA,Midwest,Guttenberg,cog_2025_164344,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05035,broad_4x2500_shard_003,35,IA,Midwest,Hamburg,cog_2025_126620,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05036,broad_4x2500_shard_003,36,IA,Midwest,Hospers,cog_2025_208065,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05037,broad_4x2500_shard_003,37,IA,Midwest,Hudson,cog_2025_126565,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05038,broad_4x2500_shard_003,38,IA,Midwest,Humeston,cog_2025_164597,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05039,broad_4x2500_shard_003,39,IA,Midwest,Ida Grove,cog_2025_164435,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05040,broad_4x2500_shard_003,40,IA,Midwest,Inwood,cog_2025_164485,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05041,broad_4x2500_shard_003,41,IA,Midwest,Keosauqua,cog_2025_211721,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05042,broad_4x2500_shard_003,42,IA,Midwest,Keota,cog_2025_104417,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05043,broad_4x2500_shard_003,43,IA,Midwest,Kingsley,cog_2025_126688,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05044,broad_4x2500_shard_003,44,IA,Midwest,Lake Mills,cog_2025_126727,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05045,broad_4x2500_shard_003,45,IA,Midwest,Lamoni,cog_2025_164367,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05046,broad_4x2500_shard_003,46,IA,Midwest,Lawton,cog_2025_204493,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05047,broad_4x2500_shard_003,47,IA,Midwest,Le Grand,cog_2025_138229,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05048,broad_4x2500_shard_003,48,IA,Midwest,Lime Springs,cog_2025_126637,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05049,broad_4x2500_shard_003,49,IA,Midwest,Lisbon,cog_2025_185398,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05050,broad_4x2500_shard_003,50,IA,Midwest,Manson,cog_2025_164317,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05051,broad_4x2500_shard_003,51,IA,Midwest,Marcus,cog_2025_126587,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05052,broad_4x2500_shard_003,52,IA,Midwest,McGregor,cog_2025_164345,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05053,broad_4x2500_shard_003,53,IA,Midwest,Mediapolis,cog_2025_208009,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05054,broad_4x2500_shard_003,54,IA,Midwest,Milo,cog_2025_204489,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05055,broad_4x2500_shard_003,55,IA,Midwest,Mount Ayr,cog_2025_164551,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05056,broad_4x2500_shard_003,56,IA,Midwest,Nora Springs,cog_2025_204465,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05057,broad_4x2500_shard_003,57,IA,Midwest,North English,cog_2025_126641,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05058,broad_4x2500_shard_003,58,IA,Midwest,Odebolt,cog_2025_104469,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05059,broad_4x2500_shard_003,59,IA,Midwest,Ossian,cog_2025_126729,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05060,broad_4x2500_shard_003,60,IA,Midwest,Redfield,cog_2025_164363,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05061,broad_4x2500_shard_003,61,IA,Midwest,Riverside,cog_2025_208074,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05062,broad_4x2500_shard_003,62,IA,Midwest,Rockwell City,cog_2025_126578,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05063,broad_4x2500_shard_003,63,IA,Midwest,Ruthven,cog_2025_164526,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05064,broad_4x2500_shard_003,64,IA,Midwest,Schleswig,cog_2025_126600,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05065,broad_4x2500_shard_003,65,IA,Midwest,Shelby,cog_2025_126707,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05066,broad_4x2500_shard_003,66,IA,Midwest,St. Charles,cog_2025_164490,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05067,broad_4x2500_shard_003,67,IA,Midwest,Stacyville,cog_2025_164504,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05068,broad_4x2500_shard_003,68,IA,Midwest,Stratford,cog_2025_190198,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05069,broad_4x2500_shard_003,69,IA,Midwest,Swea City,cog_2025_164467,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05070,broad_4x2500_shard_003,70,IA,Midwest,Tabor,cog_2025_104388,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05071,broad_4x2500_shard_003,71,IA,Midwest,Traer,cog_2025_204486,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05072,broad_4x2500_shard_003,72,IA,Midwest,University Heights,cog_2025_164456,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05073,broad_4x2500_shard_003,73,IA,Midwest,Ventura,cog_2025_126586,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05074,broad_4x2500_shard_003,74,IA,Midwest,Walcott,cog_2025_190209,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05075,broad_4x2500_shard_003,75,IA,Midwest,Wall Lake,cog_2025_164554,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05076,broad_4x2500_shard_003,76,IA,Midwest,Wellman,cog_2025_164594,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05077,broad_4x2500_shard_003,77,IA,Midwest,West Bend,cog_2025_164527,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05078,broad_4x2500_shard_003,78,IA,Midwest,West Union,cog_2025_201759,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05079,broad_4x2500_shard_003,79,IA,Midwest,What Cheer,cog_2025_204474,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05080,broad_4x2500_shard_003,80,IA,Midwest,Winfield,cog_2025_208023,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05081,broad_4x2500_shard_003,81,IA,Midwest,Winthrop,cog_2025_126572,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05082,broad_4x2500_shard_003,82,IA,Midwest,Wyoming,cog_2025_204473,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-05083,broad_4x2500_shard_003,83,IA,Midwest,Zearing,cog_2025_164575,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-05084,broad_4x2500_shard_003,84,IL,Midwest,Aledo,cog_2025_102790,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05085,broad_4x2500_shard_003,85,IL,Midwest,Algonquin,cog_2025_163111,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05086,broad_4x2500_shard_003,86,IL,Midwest,Altamont,cog_2025_207797,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05087,broad_4x2500_shard_003,87,IL,Midwest,Batavia,cog_2025_125218,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05088,broad_4x2500_shard_003,88,IL,Midwest,Benton,cog_2025_189922,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05089,broad_4x2500_shard_003,89,IL,Midwest,Berwyn,cog_2025_125137,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05090,broad_4x2500_shard_003,90,IL,Midwest,Bloomingdale,cog_2025_162859,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05091,broad_4x2500_shard_003,91,IL,Midwest,Braidwood,cog_2025_162688,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05092,broad_4x2500_shard_003,92,IL,Midwest,Broadview,cog_2025_102595,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05093,broad_4x2500_shard_003,93,IL,Midwest,Burnham,cog_2025_162234,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05094,broad_4x2500_shard_003,94,IL,Midwest,Carthage,cog_2025_124936,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05095,broad_4x2500_shard_003,95,IL,Midwest,Casey,cog_2025_162220,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05096,broad_4x2500_shard_003,96,IL,Midwest,Caseyville,cog_2025_163270,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05097,broad_4x2500_shard_003,97,IL,Midwest,Clarendon Hills,cog_2025_184956,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05098,broad_4x2500_shard_003,98,IL,Midwest,Clinton,cog_2025_162289,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05099,broad_4x2500_shard_003,99,IL,Midwest,Coal Valley,cog_2025_162600,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05100,broad_4x2500_shard_003,100,IL,Midwest,Colona,cog_2025_124941,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05101,broad_4x2500_shard_003,101,IL,Midwest,Creve Coeur,cog_2025_207863,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05102,broad_4x2500_shard_003,102,IL,Midwest,Danville,cog_2025_163343,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05103,broad_4x2500_shard_003,103,IL,Midwest,DeKalb,cog_2025_162841,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05104,broad_4x2500_shard_003,104,IL,Midwest,Du Quoin,cog_2025_207853,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05105,broad_4x2500_shard_003,105,IL,Midwest,Dwight,cog_2025_189935,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05106,broad_4x2500_shard_003,106,IL,Midwest,Fairfield,cog_2025_194693,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05107,broad_4x2500_shard_003,107,IL,Midwest,Geneseo,cog_2025_162369,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05108,broad_4x2500_shard_003,108,IL,Midwest,Genoa,cog_2025_162284,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05109,broad_4x2500_shard_003,109,IL,Midwest,Germantown Hills,cog_2025_194720,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05110,broad_4x2500_shard_003,110,IL,Midwest,Grafton,cog_2025_163115,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05111,broad_4x2500_shard_003,111,IL,Midwest,Hamilton,cog_2025_201622,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05112,broad_4x2500_shard_003,112,IL,Midwest,Hanover,cog_2025_102921,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05113,broad_4x2500_shard_003,113,IL,Midwest,Henry,cog_2025_211682,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05114,broad_4x2500_shard_003,114,IL,Midwest,Highwood,cog_2025_162430,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05115,broad_4x2500_shard_003,115,IL,Midwest,Hometown,cog_2025_124887,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05116,broad_4x2500_shard_003,116,IL,Midwest,Johnsburg,cog_2025_162481,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05117,broad_4x2500_shard_003,117,IL,Midwest,Justice,cog_2025_194717,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05118,broad_4x2500_shard_003,118,IL,Midwest,Kankakee,cog_2025_163024,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05119,broad_4x2500_shard_003,119,IL,Midwest,Kildeer,cog_2025_162436,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05120,broad_4x2500_shard_003,120,IL,Midwest,La Grange Park,cog_2025_162252,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05121,broad_4x2500_shard_003,121,IL,Midwest,Lake Barrington,cog_2025_102738,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05122,broad_4x2500_shard_003,122,IL,Midwest,Lawrenceville,cog_2025_194696,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05123,broad_4x2500_shard_003,123,IL,Midwest,Leyden,cog_2025_162820,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05124,broad_4x2500_shard_003,124,IL,Midwest,Lisle,cog_2025_183972,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05125,broad_4x2500_shard_003,125,IL,Midwest,Lockport,cog_2025_163397,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05126,broad_4x2500_shard_003,126,IL,Midwest,Marquette Heights,cog_2025_207864,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05127,broad_4x2500_shard_003,127,IL,Midwest,Metamora,cog_2025_162715,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05128,broad_4x2500_shard_003,128,IL,Midwest,Momence,cog_2025_124962,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05129,broad_4x2500_shard_003,129,IL,Midwest,Monee,cog_2025_102872,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05130,broad_4x2500_shard_003,130,IL,Midwest,Monticello,cog_2025_194709,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05131,broad_4x2500_shard_003,131,IL,Midwest,Moraine,cog_2025_163045,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05132,broad_4x2500_shard_003,132,IL,Midwest,Nashville,cog_2025_185043,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05133,broad_4x2500_shard_003,133,IL,Midwest,New Baden,cog_2025_207775,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05134,broad_4x2500_shard_003,134,IL,Midwest,New Lenox,cog_2025_225540,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05135,broad_4x2500_shard_003,135,IL,Midwest,New Trier,cog_2025_189962,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05136,broad_4x2500_shard_003,136,IL,Midwest,Nokomis,cog_2025_162549,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05137,broad_4x2500_shard_003,137,IL,Midwest,Northfield,cog_2025_207781,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05138,broad_4x2500_shard_003,138,IL,Midwest,Oak Brook,cog_2025_204277,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05139,broad_4x2500_shard_003,139,IL,Midwest,Oak Park,cog_2025_162825,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05140,broad_4x2500_shard_003,140,IL,Midwest,Olympia Fields,cog_2025_102629,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05141,broad_4x2500_shard_003,141,IL,Midwest,Park City,cog_2025_162439,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05142,broad_4x2500_shard_003,142,IL,Midwest,Peotone,cog_2025_125088,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05143,broad_4x2500_shard_003,143,IL,Midwest,Pingree Grove,cog_2025_207814,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05144,broad_4x2500_shard_003,144,IL,Midwest,Pontoon Beach,cog_2025_162522,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05145,broad_4x2500_shard_003,145,IL,Midwest,Princeton,cog_2025_162192,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05146,broad_4x2500_shard_003,146,IL,Midwest,Rich,cog_2025_125140,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05147,broad_4x2500_shard_003,147,IL,Midwest,River Forest,cog_2025_162262,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05148,broad_4x2500_shard_003,148,IL,Midwest,River Grove,cog_2025_194721,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05149,broad_4x2500_shard_003,149,IL,Midwest,Rock Falls,cog_2025_201635,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05150,broad_4x2500_shard_003,150,IL,Midwest,Rockton,cog_2025_162709,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05151,broad_4x2500_shard_003,151,IL,Midwest,Savanna,cog_2025_162198,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05152,broad_4x2500_shard_003,152,IL,Midwest,Savoy,cog_2025_225776,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05153,broad_4x2500_shard_003,153,IL,Midwest,Silvis,cog_2025_125050,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05154,broad_4x2500_shard_003,154,IL,Midwest,South Barrington,cog_2025_189919,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05155,broad_4x2500_shard_003,155,IL,Midwest,South Beloit,cog_2025_162710,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05156,broad_4x2500_shard_003,156,IL,Midwest,Sparta,cog_2025_201630,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-05157,broad_4x2500_shard_003,157,IL,Midwest,Spring Grove,cog_2025_162480,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
