scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_query_family,target_quality_tier,dry_run_status,live_status
B4X2500-20260729-02519,broad_4x2500_shard_002,19,IA,Midwest,Delhi,cog_2025_138212,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02520,broad_4x2500_shard_002,20,IA,Midwest,Dow City,cog_2025_104372,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02521,broad_4x2500_shard_002,21,IA,Midwest,Dumont,cog_2025_164314,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02522,broad_4x2500_shard_002,22,IA,Midwest,Durant,cog_2025_185379,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02523,broad_4x2500_shard_002,23,IA,Midwest,Eldora,cog_2025_138218,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02524,broad_4x2500_shard_002,24,IA,Midwest,Elgin,cog_2025_126617,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-02525,broad_4x2500_shard_002,25,IA,Midwest,Elk Horn,cog_2025_104472,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02526,broad_4x2500_shard_002,26,IA,Midwest,Elkader,cog_2025_164343,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02527,broad_4x2500_shard_002,27,IA,Midwest,Elkhart,cog_2025_126691,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02528,broad_4x2500_shard_002,28,IA,Midwest,Ely,cog_2025_208036,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02529,broad_4x2500_shard_002,29,IA,Midwest,Epworth,cog_2025_164383,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02530,broad_4x2500_shard_002,30,IA,Midwest,Exira,cog_2025_164288,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02531,broad_4x2500_shard_002,31,IA,Midwest,Gilbert,cog_2025_164571,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02532,broad_4x2500_shard_002,32,IA,Midwest,Gilman,cog_2025_126669,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02533,broad_4x2500_shard_002,33,IA,Midwest,Grand Junction,cog_2025_164402,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02534,broad_4x2500_shard_002,34,IA,Midwest,Hartford,cog_2025_201773,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02535,broad_4x2500_shard_002,35,IA,Midwest,Hartley,cog_2025_164517,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02536,broad_4x2500_shard_002,36,IA,Midwest,Hawarden,cog_2025_126709,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02537,broad_4x2500_shard_002,37,IA,Midwest,Hills,cog_2025_126648,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02538,broad_4x2500_shard_002,38,IA,Midwest,Hinton,cog_2025_104450,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02539,broad_4x2500_shard_002,39,IA,Midwest,Holstein,cog_2025_126640,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02540,broad_4x2500_shard_002,40,IA,Midwest,Hopkinton,cog_2025_208008,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02541,broad_4x2500_shard_002,41,IA,Midwest,Hull,cog_2025_164565,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02542,broad_4x2500_shard_002,42,IA,Midwest,Kanawha,cog_2025_164415,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02543,broad_4x2500_shard_002,43,IA,Midwest,Klemme,cog_2025_126628,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02544,broad_4x2500_shard_002,44,IA,Midwest,Latimer,cog_2025_164399,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02545,broad_4x2500_shard_002,45,IA,Midwest,Leon,cog_2025_208006,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02546,broad_4x2500_shard_002,46,IA,Midwest,Little Rock,cog_2025_164487,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02547,broad_4x2500_shard_002,47,IA,Midwest,Logan,cog_2025_208021,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02548,broad_4x2500_shard_002,48,IA,Midwest,Manning,cog_2025_164324,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-02549,broad_4x2500_shard_002,49,IA,Midwest,Mapleton,cog_2025_164505,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02550,broad_4x2500_shard_002,50,IA,Midwest,Maxwell,cog_2025_126713,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02551,broad_4x2500_shard_002,51,IA,Midwest,Moulton,cog_2025_164285,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02552,broad_4x2500_shard_002,52,IA,Midwest,New Hartford,cog_2025_207998,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02553,broad_4x2500_shard_002,53,IA,Midwest,New Sharon,cog_2025_208039,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02554,broad_4x2500_shard_002,54,IA,Midwest,Newell,cog_2025_201754,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02555,broad_4x2500_shard_002,55,IA,Midwest,Olin,cog_2025_138227,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02556,broad_4x2500_shard_002,56,IA,Midwest,Orleans,cog_2025_164377,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02557,broad_4x2500_shard_002,57,IA,Midwest,Parkersburg,cog_2025_164315,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02558,broad_4x2500_shard_002,58,IA,Midwest,Peosta,cog_2025_192047,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02559,broad_4x2500_shard_002,59,IA,Midwest,Primghar,cog_2025_164519,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02560,broad_4x2500_shard_002,60,IA,Midwest,Princeton,cog_2025_126704,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-02561,broad_4x2500_shard_002,61,IA,Midwest,Reinbeck,cog_2025_204468,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02562,broad_4x2500_shard_002,62,IA,Midwest,Richland,cog_2025_190202,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02563,broad_4x2500_shard_002,63,IA,Midwest,Rockford,cog_2025_164396,false,true,salary_wage_schedule,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02564,broad_4x2500_shard_002,64,IA,Midwest,Rockwell,cog_2025_201755,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02565,broad_4x2500_shard_002,65,IA,Midwest,Roland,cog_2025_138240,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02566,broad_4x2500_shard_002,66,IA,Midwest,Sanborn,cog_2025_211328,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02567,broad_4x2500_shard_002,67,IA,Midwest,Scranton,cog_2025_164403,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02568,broad_4x2500_shard_002,68,IA,Midwest,Shellsburg,cog_2025_164294,false,true,agenda_minutes_attachment,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02569,broad_4x2500_shard_002,69,IA,Midwest,Shueyville,cog_2025_126649,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02570,broad_4x2500_shard_002,70,IA,Midwest,Springville,cog_2025_184220,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02571,broad_4x2500_shard_002,71,IA,Midwest,St. Ansgar,cog_2025_193318,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02572,broad_4x2500_shard_002,72,IA,Midwest,State Center,cog_2025_201767,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-02573,broad_4x2500_shard_002,73,IA,Midwest,Strawberry Point,cog_2025_190192,false,true,mou_settlement,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02574,broad_4x2500_shard_002,74,IA,Midwest,Titonka,cog_2025_201763,false,true,arbitration_factfinding,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02575,broad_4x2500_shard_002,75,IA,Midwest,Toledo,cog_2025_208066,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02576,broad_4x2500_shard_002,76,IA,Midwest,Treynor,cog_2025_192050,false,true,budget_pay_plan,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02577,broad_4x2500_shard_002,77,IA,Midwest,Truro,cog_2025_164491,false,true,civil_service_hr_pay,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02578,broad_4x2500_shard_002,78,IA,Midwest,Urbana,cog_2025_138191,false,true,compensation_classification_study,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02579,broad_4x2500_shard_002,79,IA,Midwest,Victor,cog_2025_164437,false,true,personnel_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02580,broad_4x2500_shard_002,80,IA,Midwest,Wapello,cog_2025_164481,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02581,broad_4x2500_shard_002,81,IA,Midwest,Wayland,cog_2025_104400,false,true,local_pay_policy,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02582,broad_4x2500_shard_002,82,IA,Midwest,Wellsburg,cog_2025_126624,false,true,labor_relations_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02583,broad_4x2500_shard_002,83,IA,Midwest,Wheatland,cog_2025_138208,false,true,broad_pay_document_index,strong_source_family_diversification_target,prepared_no_call,not_run
B4X2500-20260729-02584,broad_4x2500_shard_002,84,IA,Midwest,Woodbine,cog_2025_164426,false,true,cba_agreement,acceptable_broad_target,prepared_no_call,not_run
B4X2500-20260729-02585,broad_4x2500_shard_002,85,IL,Midwest,Amboy,cog_2025_102747,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02586,broad_4x2500_shard_002,86,IL,Midwest,Arcola,cog_2025_225769,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02587,broad_4x2500_shard_002,87,IL,Midwest,Auburn,cog_2025_162619,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02588,broad_4x2500_shard_002,88,IL,Midwest,Barrington Hills,cog_2025_162272,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02589,broad_4x2500_shard_002,89,IL,Midwest,Beardstown,cog_2025_162200,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02590,broad_4x2500_shard_002,90,IL,Midwest,Beecher,cog_2025_207871,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02591,broad_4x2500_shard_002,91,IL,Midwest,Berkeley,cog_2025_162231,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02592,broad_4x2500_shard_002,92,IL,Midwest,Bethalto,cog_2025_162510,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02593,broad_4x2500_shard_002,93,IL,Midwest,Bloom,cog_2025_102920,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02594,broad_4x2500_shard_002,94,IL,Midwest,Brighton,cog_2025_207836,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02595,broad_4x2500_shard_002,95,IL,Midwest,Carlinville,cog_2025_102768,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02596,broad_4x2500_shard_002,96,IL,Midwest,Carmi,cog_2025_162681,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02597,broad_4x2500_shard_002,97,IL,Midwest,Caseyville,cog_2025_102826,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02598,broad_4x2500_shard_002,98,IL,Midwest,Davis Junction,cog_2025_207851,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02599,broad_4x2500_shard_002,99,IL,Midwest,Decatur,cog_2025_103034,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02600,broad_4x2500_shard_002,100,IL,Midwest,Deer Park,cog_2025_124971,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02601,broad_4x2500_shard_002,101,IL,Midwest,Du Page,cog_2025_125369,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02602,broad_4x2500_shard_002,102,IL,Midwest,Elgin,cog_2025_125219,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02603,broad_4x2500_shard_002,103,IL,Midwest,Fairbury,cog_2025_102751,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02604,broad_4x2500_shard_002,104,IL,Midwest,Galva,cog_2025_124942,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02605,broad_4x2500_shard_002,105,IL,Midwest,Gibson City,cog_2025_124917,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02606,broad_4x2500_shard_002,106,IL,Midwest,Gilberts,cog_2025_162405,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02607,broad_4x2500_shard_002,107,IL,Midwest,Glencoe,cog_2025_162246,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02608,broad_4x2500_shard_002,108,IL,Midwest,Glenwood,cog_2025_102614,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02609,broad_4x2500_shard_002,109,IL,Midwest,Harlem,cog_2025_163407,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02610,broad_4x2500_shard_002,110,IL,Midwest,Harrisburg,cog_2025_162617,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02611,broad_4x2500_shard_002,111,IL,Midwest,Harvard,cog_2025_162475,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02612,broad_4x2500_shard_002,112,IL,Midwest,Hazel Crest,cog_2025_162249,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02613,broad_4x2500_shard_002,113,IL,Midwest,Hillside,cog_2025_102616,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02614,broad_4x2500_shard_002,114,IL,Midwest,Inverness,cog_2025_162278,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02615,broad_4x2500_shard_002,115,IL,Midwest,Itasca,cog_2025_162298,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02616,broad_4x2500_shard_002,116,IL,Midwest,Joliet,cog_2025_125370,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02617,broad_4x2500_shard_002,117,IL,Midwest,Knoxville,cog_2025_102726,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02618,broad_4x2500_shard_002,118,IL,Midwest,Libertyville,cog_2025_163048,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02619,broad_4x2500_shard_002,119,IL,Midwest,Litchfield,cog_2025_189942,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02620,broad_4x2500_shard_002,120,IL,Midwest,Lyons,cog_2025_162254,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02621,broad_4x2500_shard_002,121,IL,Midwest,Lyons,cog_2025_162821,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02622,broad_4x2500_shard_002,122,IL,Midwest,Manhattan,cog_2025_162691,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02623,broad_4x2500_shard_002,123,IL,Midwest,Marshall,cog_2025_212962,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02624,broad_4x2500_shard_002,124,IL,Midwest,McHenry,cog_2025_193236,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02625,broad_4x2500_shard_002,125,IL,Midwest,Mendota,cog_2025_162445,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02626,broad_4x2500_shard_002,126,IL,Midwest,Millstadt,cog_2025_102830,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02627,broad_4x2500_shard_002,127,IL,Midwest,Milton,cog_2025_225530,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02628,broad_4x2500_shard_002,128,IL,Midwest,Moweaqua,cog_2025_162637,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02629,broad_4x2500_shard_002,129,IL,Midwest,Newton,cog_2025_124949,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02630,broad_4x2500_shard_002,130,IL,Midwest,Niles,cog_2025_162823,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02631,broad_4x2500_shard_002,131,IL,Midwest,North Barrington,cog_2025_162435,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02632,broad_4x2500_shard_002,132,IL,Midwest,North Riverside,cog_2025_189917,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02633,broad_4x2500_shard_002,133,IL,Midwest,O'Fallon,cog_2025_163276,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02634,broad_4x2500_shard_002,134,IL,Midwest,Orland Hills,cog_2025_207786,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02635,broad_4x2500_shard_002,135,IL,Midwest,Oswego,cog_2025_103002,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02636,broad_4x2500_shard_002,136,IL,Midwest,Palos,cog_2025_194944,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02637,broad_4x2500_shard_002,137,IL,Midwest,Pana,cog_2025_124876,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02638,broad_4x2500_shard_002,138,IL,Midwest,Paris,cog_2025_162307,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02639,broad_4x2500_shard_002,139,IL,Midwest,Pawnee,cog_2025_125060,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02640,broad_4x2500_shard_002,140,IL,Midwest,Plainfield,cog_2025_163400,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02641,broad_4x2500_shard_002,141,IL,Midwest,Posen,cog_2025_124896,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02642,broad_4x2500_shard_002,142,IL,Midwest,Richton Park,cog_2025_213159,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02643,broad_4x2500_shard_002,143,IL,Midwest,Riverside,cog_2025_124897,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02644,broad_4x2500_shard_002,144,IL,Midwest,Robbins,cog_2025_102634,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02645,broad_4x2500_shard_002,145,IL,Midwest,Salem,cog_2025_207841,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02646,broad_4x2500_shard_002,146,IL,Midwest,Sauk Village,cog_2025_204273,false,true,arbitration_factfinding,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02647,broad_4x2500_shard_002,147,IL,Midwest,Seneca,cog_2025_162450,false,true,salary_wage_schedule,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02648,broad_4x2500_shard_002,148,IL,Midwest,Shelbyville,cog_2025_102847,false,true,budget_pay_plan,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02649,broad_4x2500_shard_002,149,IL,Midwest,Sheridan,cog_2025_162448,false,true,civil_service_hr_pay,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02650,broad_4x2500_shard_002,150,IL,Midwest,Sherman,cog_2025_125062,false,true,compensation_classification_study,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02651,broad_4x2500_shard_002,151,IL,Midwest,Shields,cog_2025_163049,false,true,personnel_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02652,broad_4x2500_shard_002,152,IL,Midwest,Sleepy Hollow,cog_2025_204284,false,true,agenda_minutes_attachment,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02653,broad_4x2500_shard_002,153,IL,Midwest,South Jacksonville,cog_2025_207848,false,true,local_pay_policy,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02654,broad_4x2500_shard_002,154,IL,Midwest,Stickney,cog_2025_102924,false,true,labor_relations_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02655,broad_4x2500_shard_002,155,IL,Midwest,Stickney,cog_2025_225779,false,true,broad_pay_document_index,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02656,broad_4x2500_shard_002,156,IL,Midwest,Stone Park,cog_2025_162265,false,true,cba_agreement,strong_broad_geographic_target,prepared_no_call,not_run
B4X2500-20260729-02657,broad_4x2500_shard_002,157,IL,Midwest,Summit,cog_2025_162266,false,true,mou_settlement,strong_broad_geographic_target,prepared_no_call,not_run
