scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X2500-20260729-07511,broad_4x2500_shard_004,11,IA,Midwest,Blairstown,cog_2025_104337,104337,Benton County (19011; primary),704,CITY OF BLAIRSTOWN,false,true,broad_discovery_unspecified,police; fire; non_safety,false,mou_settlement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,memorandum MOU settlement agreement labor,mou_or_memorandum; settlement_agreement,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Blairstown"" IA labor agreement MOU settlement","""Blairstown"" IA arbitration factfinding labor","""Blairstown"" IA salary ordinance wage schedule pay plan","""Blairstown"" IA civil service HR compensation classification personnel","""Blairstown"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07512,broad_4x2500_shard_004,12,IA,Midwest,Blue Grass,cog_2025_126701,126701,Scott County (19163; primary); Muscatine County (19139),1686,CITY OF BLUE GRASS,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,arbitration award factfinding impasse report,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Blue Grass"" IA labor agreement MOU settlement","""Blue Grass"" IA arbitration factfinding labor","""Blue Grass"" IA salary ordinance wage schedule pay plan","""Blue Grass"" IA civil service HR compensation classification personnel","""Blue Grass"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07513,broad_4x2500_shard_004,13,IA,Midwest,Breda,cog_2025_164319,164319,Carroll County (19027; primary),494,CITY OF BREDA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedule,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,salary ordinance wage schedule compensation schedule,salary_ordinance; wage_schedule,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Breda"" IA labor agreement MOU settlement","""Breda"" IA arbitration factfinding labor","""Breda"" IA salary ordinance wage schedule pay plan","""Breda"" IA civil service HR compensation classification personnel","""Breda"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07514,broad_4x2500_shard_004,14,IA,Midwest,Brighton,cog_2025_104485,104485,Washington County (19183; primary),589,CITY OF BRIGHTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plan,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,municipal budget pay plan compensation plan,budget_or_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Brighton"" IA labor agreement MOU settlement","""Brighton"" IA arbitration factfinding labor","""Brighton"" IA salary ordinance wage schedule pay plan","""Brighton"" IA civil service HR compensation classification personnel","""Brighton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07515,broad_4x2500_shard_004,15,IA,Midwest,Buffalo,cog_2025_164555,164555,Scott County (19163; primary),1164,CITY OF BUFFALO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_pay,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,civil service HR pay plan classification,civil_service_or_hr_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Buffalo"" IA labor agreement MOU settlement","""Buffalo"" IA arbitration factfinding labor","""Buffalo"" IA salary ordinance wage schedule pay plan","""Buffalo"" IA civil service HR compensation classification personnel","""Buffalo"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07516,broad_4x2500_shard_004,16,IA,Midwest,Calmar,cog_2025_204492,204492,Winneshiek County (19191; primary),1097,CITY OF CALMAR,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_study,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,compensation study classification study pay,compensation_study; classification_study,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Calmar"" IA labor agreement MOU settlement","""Calmar"" IA arbitration factfinding labor","""Calmar"" IA salary ordinance wage schedule pay plan","""Calmar"" IA civil service HR compensation classification personnel","""Calmar"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07517,broad_4x2500_shard_004,17,IA,Midwest,Casey,cog_2025_185387,185387,Guthrie County (19077; primary); Adair County (19001),385,CITY OF CASEY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,personnel_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,personnel policy employee compensation wages,personnel_policy,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Casey"" IA labor agreement MOU settlement","""Casey"" IA arbitration factfinding labor","""Casey"" IA salary ordinance wage schedule pay plan","""Casey"" IA civil service HR compensation classification personnel","""Casey"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07518,broad_4x2500_shard_004,18,IA,Midwest,Collins,cog_2025_126711,126711,Story County (19169; primary),496,CITY OF COLLINS,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_attachment,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,council agenda minutes attached labor pay record,agenda_packet_or_minutes,false,false,strong_source_family_diversification_target,priority=Tier 4; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Collins"" IA labor agreement MOU settlement","""Collins"" IA arbitration factfinding labor","""Collins"" IA salary ordinance wage schedule pay plan","""Collins"" IA civil service HR compensation classification personnel","""Collins"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07519,broad_4x2500_shard_004,19,IA,Midwest,Colo,cog_2025_211249,211249,Story County (19169; primary),842,CITY OF COLO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,local_pay_policy,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,local government pay policy labor relations compensation,other_local_government_pay_policy,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Colo"" IA labor agreement MOU settlement","""Colo"" IA arbitration factfinding labor","""Colo"" IA salary ordinance wage schedule pay plan","""Colo"" IA civil service HR compensation classification personnel","""Colo"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07520,broad_4x2500_shard_004,20,IA,Midwest,Correctionville,cog_2025_208075,208075,Woodbury County (19193; primary),746,CITY OF CORRECTIONVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,labor_relations_index,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,official labor relations agreements awards index,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Correctionville"" IA labor agreement MOU settlement","""Correctionville"" IA arbitration factfinding labor","""Correctionville"" IA salary ordinance wage schedule pay plan","""Correctionville"" IA civil service HR compensation classification personnel","""Correctionville"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07521,broad_4x2500_shard_004,21,IA,Midwest,Dallas Center,cog_2025_164360,164360,Dallas County (19049; primary),1966,CITY OF DALLAS CENTER,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_pay_document_index,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,official municipal pay document source index,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Dallas Center"" IA labor agreement MOU settlement","""Dallas Center"" IA arbitration factfinding labor","""Dallas Center"" IA salary ordinance wage schedule pay plan","""Dallas Center"" IA civil service HR compensation classification personnel","""Dallas Center"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07522,broad_4x2500_shard_004,22,IA,Midwest,De Soto,cog_2025_104374,104374,Dallas County (19049; primary),933,CITY OF DE SOTO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,cba_agreement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,collective bargaining agreement labor contract,cba,false,false,acceptable_broad_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""De Soto"" IA labor agreement MOU settlement","""De Soto"" IA arbitration factfinding labor","""De Soto"" IA salary ordinance wage schedule pay plan","""De Soto"" IA civil service HR compensation classification personnel","""De Soto"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07523,broad_4x2500_shard_004,23,IA,Midwest,Dike,cog_2025_185386,185386,Grundy County (19075; primary),1298,CITY OF DIKE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,mou_settlement,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,memorandum MOU settlement agreement labor,mou_or_memorandum; settlement_agreement,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Dike"" IA labor agreement MOU settlement","""Dike"" IA arbitration factfinding labor","""Dike"" IA salary ordinance wage schedule pay plan","""Dike"" IA civil service HR compensation classification personnel","""Dike"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07524,broad_4x2500_shard_004,24,IA,Midwest,Doon,cog_2025_185399,185399,Lyon County (19119; primary),642,CITY OF DOON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,arbitration award factfinding impasse report,arbitration_award; factfinding_report,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Doon"" IA labor agreement MOU settlement","""Doon"" IA arbitration factfinding labor","""Doon"" IA salary ordinance wage schedule pay plan","""Doon"" IA civil service HR compensation classification personnel","""Doon"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07525,broad_4x2500_shard_004,25,IA,Midwest,Dunlap,cog_2025_201762,201762,Harrison County (19085; primary); Crawford County (19047),1035,CITY OF DUNLAP,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedule,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,salary ordinance wage schedule compensation schedule,salary_ordinance; wage_schedule,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Dunlap"" IA labor agreement MOU settlement","""Dunlap"" IA arbitration factfinding labor","""Dunlap"" IA salary ordinance wage schedule pay plan","""Dunlap"" IA civil service HR compensation classification personnel","""Dunlap"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07526,broad_4x2500_shard_004,26,IA,Midwest,Earlville,cog_2025_164370,164370,Delaware County (19055; primary),717,CITY OF EARLVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plan,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,municipal budget pay plan compensation plan,budget_or_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Earlville"" IA labor agreement MOU settlement","""Earlville"" IA arbitration factfinding labor","""Earlville"" IA salary ordinance wage schedule pay plan","""Earlville"" IA civil service HR compensation classification personnel","""Earlville"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
B4X2500-20260729-07527,broad_4x2500_shard_004,27,IA,Midwest,Early,cog_2025_138237,138237,Sac County (19161; primary),581,CITY OF EARLY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_pay,rotate official local-government labor and pay document families; non-CBA families deliberately included,unscouted municipality selected through state-balanced priority ranking,broad_geographic_source_family_diverse,civil service HR pay plan classification,civil_service_or_hr_pay_plan,false,false,strong_source_family_diversification_target,priority=Tier 3; state_quota=334; unique_unscouted_municipality,police; fire; non_safety/general municipal,broad_geographic_source_family_diverse_discovery,"""Early"" IA labor agreement MOU settlement","""Early"" IA arbitration factfinding labor","""Early"" IA salary ordinance wage schedule pay plan","""Early"" IA civil service HR compensation classification personnel","""Early"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning row only; map inclusion requires a later committed parseable live result.
