candidate_id,lane_id,scout_target_id,municipality,state,prior_seen_status,duplicate_risk,review_duplicate_status,candidate_quality_label,verification_priority_tier,verification_status,review_note
TS4L-911385c4c24131d1a5a7,lane_1,TS4-1-fe8a77939646e0a2,Newton,MA,known_safety_row_counterpart_target_not_satisfied,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-af4eae8b1071bcbd6921,lane_1,TS4-1-96a67be842029337,Nashville-Davidson County,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-764b5ab5e4c1f10ddfe8,lane_1,TS4-1-96a67be842029337,Nashville-Davidson County,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9666f40cd02e302fa525,lane_1,TS4-1-96a67be842029337,Nashville-Davidson County,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e6a9f2ef3984c4b25db0,lane_1,TS4-1-95d9ea9171a3b30f,Memphis,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-6765c128bae5e0d678b2,lane_1,TS4-1-95d9ea9171a3b30f,Memphis,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d90e2792e91d32bc60bf,lane_1,TS4-1-95d9ea9171a3b30f,Memphis,TN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4720eb6bee8c90710aaf,lane_1,TS4-1-1debe54cd8c59c45,Milwaukee,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9bef9dcbad176e502912,lane_1,TS4-1-1debe54cd8c59c45,Milwaukee,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c8875975c36a96fd3c9e,lane_1,TS4-1-1debe54cd8c59c45,Milwaukee,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3bce83ddc6608ba09d91,lane_1,TS4-1-3c3d71be7971a94f,Atlanta,GA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-82dddf7a38f96f1e445d,lane_1,TS4-1-3c3d71be7971a94f,Atlanta,GA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-69810e3a5c7450a2c52b,lane_1,TS4-1-3c3d71be7971a94f,Atlanta,GA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-cd5e61e5bdf5b3f61ef8,lane_1,TS4-1-c20a8e81df938237,Omaha,NE,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-6cd65cefec37490c9adc,lane_1,TS4-1-c20a8e81df938237,Omaha,NE,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-446ccf50e393a7173a58,lane_1,TS4-1-c20a8e81df938237,Omaha,NE,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d552f7b4169c3ff4217d,lane_1,TS4-1-572854261d8b8d43,Aurora,CO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-01e4b54028e3ddedf6a7,lane_1,TS4-1-572854261d8b8d43,Aurora,CO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-92c43d5c16351d92e907,lane_1,TS4-1-572854261d8b8d43,Aurora,CO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-de7812beb4d40d9ed215,lane_1,TS4-1-83de2a162462e3d6,Pittsburgh,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8aa7fe920c90c171f6c4,lane_1,TS4-1-83de2a162462e3d6,Pittsburgh,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-96c329de1d49c0d1be0e,lane_1,TS4-1-83de2a162462e3d6,Pittsburgh,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ea453e3b901a36e1d9a2,lane_1,TS4-1-234069385ee80ad8,Madison,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9e67053eeba050f45330,lane_1,TS4-1-234069385ee80ad8,Madison,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fb7736f912edb9cc496c,lane_1,TS4-1-234069385ee80ad8,Madison,WI,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-768de0c44b0f30af9f0c,lane_1,TS4-1-d5af3b1e19d915bd,Chandler,AZ,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-66b13925a0824df037fd,lane_1,TS4-1-d5af3b1e19d915bd,Chandler,AZ,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-aa5970f8ec6daa115fe6,lane_1,TS4-1-d5af3b1e19d915bd,Chandler,AZ,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-37680e443291e73af340,lane_1,TS4-1-e06976717542dc23,Buffalo,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-46f50a3854e495b449e4,lane_1,TS4-1-e06976717542dc23,Buffalo,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-82574b96344db64cc391,lane_1,TS4-1-e06976717542dc23,Buffalo,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9e01803bf01f926fc4c0,lane_1,TS4-1-0e51a46cf907c2f6,Boise City,ID,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-24ecf76a5bcf2d5dd5b3,lane_1,TS4-1-0e51a46cf907c2f6,Boise City,ID,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e8f583cab77881119b7a,lane_1,TS4-1-0e51a46cf907c2f6,Boise City,ID,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-54c3ce9dc842f962667e,lane_1,TS4-1-1f6ea5e331e2ffc0,Fremont,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f0e8881b6f80a4150c45,lane_1,TS4-1-1f6ea5e331e2ffc0,Fremont,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f32c1927273fd150ab9b,lane_1,TS4-1-1f6ea5e331e2ffc0,Fremont,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bcce517d390bba7d5131,lane_1,TS4-1-e675f6076fced394,Frisco,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-458dae8d3191aac6c2ae,lane_1,TS4-1-800c4746648f748e,Elk Grove,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-82242b7d3dcf633f6ae0,lane_1,TS4-1-800c4746648f748e,Elk Grove,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f9f6d6fc8e550303d2be,lane_1,TS4-1-800c4746648f748e,Elk Grove,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bdee274c0506006b6d09,lane_1,TS4-1-a6c67cbeb3d88e92,Shreveport,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-855b63af21637f8b3703,lane_1,TS4-1-a6c67cbeb3d88e92,Shreveport,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4484d6c60941ca117988,lane_1,TS4-1-a6c67cbeb3d88e92,Shreveport,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8b0cd921f0d56fae6434,lane_1,TS4-1-e8c1043a26580360,Aurora,IL,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-dcfff8db8f59b21b483d,lane_1,TS4-1-e8c1043a26580360,Aurora,IL,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c97ed560ec886c0216f7,lane_1,TS4-1-e8c1043a26580360,Aurora,IL,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-5a7a13fa0fc86496e371,lane_1,TS4-1-d1515912241d416a,Pembroke Pines,FL,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b8fe43b8f28a5276f9d3,lane_1,TS4-1-d1515912241d416a,Pembroke Pines,FL,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d268bdab705aad2b4d86,lane_1,TS4-1-4f5ff8824962f705,Springfield,MO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1230b40db0c91b3c4a49,lane_1,TS4-1-4f5ff8824962f705,Springfield,MO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9549f22d590724b3e5c0,lane_1,TS4-1-4f5ff8824962f705,Springfield,MO,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f163b8717d42d4aee607,lane_1,TS4-1-82046183328a5402,Kansas City,KS,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-327a52164af278d0e51f,lane_1,TS4-1-82046183328a5402,Kansas City,KS,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-99d3ab76f2228d202b72,lane_1,TS4-1-82046183328a5402,Kansas City,KS,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b12a82d22af458e61583,lane_1,TS4-1-d0ea5e56117363bc,Abilene,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bda5119927aa65baa730,lane_1,TS4-1-d0ea5e56117363bc,Abilene,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-41e01eaf50f29dad283c,lane_1,TS4-1-d0ea5e56117363bc,Abilene,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a11991e075a8a242120d,lane_1,TS4-1-3e7db45a62c013d6,Allentown,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8d6f5bdb09d5e36bdd0d,lane_1,TS4-1-3e7db45a62c013d6,Allentown,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f26a2acbcf9bfd031318,lane_1,TS4-1-3e7db45a62c013d6,Allentown,PA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-42b9f495a4f747d3f7e2,lane_1,TS4-1-14feaba90fd3d059,Lafayette,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8113fb008cb4e56e6e2d,lane_1,TS4-1-14feaba90fd3d059,Lafayette,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-10da42fd3c7191537e5b,lane_1,TS4-1-14feaba90fd3d059,Lafayette,LA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9b83962d07f5d64b9ef5,lane_1,TS4-1-770c792635319d17,Allen,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f64992999c70bd8bf23c,lane_1,TS4-1-770c792635319d17,Allen,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3dc69aad1aedf2ac8ecc,lane_1,TS4-1-ad59b6dc74394a0e,Buckeye,AZ,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-7afbdd6128fb7ddb119c,lane_1,TS4-1-ad59b6dc74394a0e,Buckeye,AZ,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-6929f85e25140f973122,lane_1,TS4-1-fb36ceca99290b89,Carmel,IN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-32d09ab2fe2a680ba1c1,lane_1,TS4-1-fb36ceca99290b89,Carmel,IN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bdd3d2484fdd088dc4a7,lane_1,TS4-1-fb36ceca99290b89,Carmel,IN,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2fe4604e1e2864c99a96,lane_1,TS4-1-2fa8def751dc6884,Quincy,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c02d29505c54306c3978,lane_1,TS4-1-2fa8def751dc6884,Quincy,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ec8548404788d8de7cf6,lane_1,TS4-1-2fa8def751dc6884,Quincy,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-88afcea7e1c00cf0c69a,lane_1,TS4-1-497ca793d950e8b9,Albany,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0004eda460008d8c0843,lane_1,TS4-1-497ca793d950e8b9,Albany,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2d08931f281fc52e3e87,lane_1,TS4-1-497ca793d950e8b9,Albany,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0f6866242602749c909b,lane_1,TS4-1-0bdeee010fc1c9a5,Fall River,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a7b61d5f97bd0f57a87f,lane_1,TS4-1-0bdeee010fc1c9a5,Fall River,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4ebac999a9a820cc3540,lane_1,TS4-1-0bdeee010fc1c9a5,Fall River,MA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-147e513240b254b95ec6,lane_1,TS4-1-aa08043751e4841a,Nashua,NH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c1f65896960b59fdacbe,lane_1,TS4-1-aa08043751e4841a,Nashua,NH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-915ccd5079257b4d141a,lane_1,TS4-1-aa08043751e4841a,Nashua,NH,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-68548d54ad3012c1f00a,lane_1,TS4-1-ef6d5094c522e244,Bryan,TX,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d8446e2135ff80321b64,lane_1,TS4-1-44d503e5024b99d8,Citrus Heights,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4870970675bfdc5389b3,lane_1,TS4-1-44d503e5024b99d8,Citrus Heights,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-dbe00daf7dc68b97de59,lane_1,TS4-1-44d503e5024b99d8,Citrus Heights,CA,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-49b4afc651bfe3148a5d,lane_1,TS4-1-5164d356e38e0651,New Rochelle,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8f09ef3d1f44f685cbd0,lane_1,TS4-1-5164d356e38e0651,New Rochelle,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b36910381630c1d58398,lane_1,TS4-1-5164d356e38e0651,New Rochelle,NY,municipality_seen_safety_lead_target_unit_not_seen,low,canonical_locator_unique,verification_ready_high,tier_a,not_verified,Metadata-only prior-seen review; no durable merge.
