implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-f72c201905d76c1ad6e2071d,Blue Lake,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"change, a new job description and revised salary schedule will need to be adopted. blue lake, california, wage schedule, 2024. unclear","[""WCM-80314403698b5b3f7dc232c5""]"
IMPEVT-29b1c4b322fab58936ed4962,Blue Lake,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"amendment number 4 effective 5/12/25 blue lake, california, wage schedule, 2024. unclear","[""WCM-8b9dca1f560b14c6c07ba1c7""]"
IMPEVT-60f3902bee2be9c8b66c9b02,Buellton,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2026 new classification/position in 2025-26 buellton, california, wage schedule, 2026. unclear","[""WCM-312cafebb565647d7ea40665""]"
IMPEVT-6cf04406998df51af52aae3d,Colfax,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2017, the city will discontinue participation in and contributions to colfax, california, memorandum of understanding, 2017. unclear","[""WCM-e44a3b0af7c49cbca324aa89""]"
IMPEVT-1c103b44399aee5208b59aca,Colfax,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2018, the city will contribute 100% of the first $800 and 95% of the colfax, california, memorandum of understanding, 2018. unclear","[""WCM-38a8df9887e02c635c1a2250""]"
IMPEVT-9bd186d05878b0b92e528fe0,Colfax,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"certification pay: employees will receive an additional 5% above their base pay for colfax, california, memorandum of understanding, 2021. unclear","[""WCM-0802ee6ad62132aae404965b"",""WCM-630aa9233d8991d444efb4db"",""WCM-807257f3277c4c36ddcd1367""]"
IMPEVT-86eb2a997c7c71359a5d93ef,Colfax,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2021, cto time will be colfax, california, memorandum of understanding, 2021. unclear","[""WCM-ed801424d59f7ce36bd3d7c8""]"
IMPEVT-b7ca3e3bff80b87d857edec4,Colma,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(1) these positions receive a $1,025 per year uniform allowance ord 773 reinstatement of reserve officer program - up to 4 reserve officers (adopted 12/13/2017) colma, california, wage schedule, 2017. unclear","[""WCM-f3a3bb542a70e55679a3df50""]"
IMPEVT-678b1bcd8a3c42aa081a6869,Colma,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(2) this position receives a 5.0% incentive for cad administrator ord 784 city council compensation (adopted 11/14/2018) colma, california, wage schedule, 2018. unclear","[""WCM-53cd67ab6bc393d0d6175c0b"",""WCM-93c36e5ad1963988f3aa21aa"",""WCM-da06bcd36d1e4334e2b1b915""]"
IMPEVT-b84afd9a82f309eb490b7569,Colma,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"town of colma pay schedule (effective december 26, 2021) colma, california, wage schedule, 2021. unclear","[""WCM-96a5b5283a08c782dc68aafe""]"
IMPEVT-c32d5fbea26decf8a17a40a3,Colma,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"town of colma pay schedule (effective june 26, 2022) colma, california, wage schedule, 2022. unclear","[""WCM-428cd75112f2052113786bec"",""WCM-d361b4af8a4b38591f187f1f""]"
IMPEVT-1d9a166a6f2525c3fecd81e1,Escalon,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 7/1/2025 2,080 yearly hours salary step a step b step c step d step e escalon, california, wage schedule, 2025. unclear","[""WCM-0d70c619ba777c79c993bbd4"",""WCM-3d250aec4c73f8ab3d5be5ac""]"
IMPEVT-582c2039931109a6a4176101,Escalon,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 7/1/2026 2,080 yearly hours salary step a step b step c step d step e escalon, california, wage schedule, 2026. unclear","[""WCM-713ef16a9d14d68efe23f6bf""]"
IMPEVT-48b7aec914c180cb76f6f691,Etna,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"longevity pay to be added to the above steps if approved by council for the 24/25 budget etna, california, wage schedule, 2023. unclear","[""WCM-d78c972c16d74baad3f16daa""]"
IMPEVT-b5dd601b06fbf07635977057,Gustine,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"annual salary schedule effective july 1, 2026 adopted july 21, 2026 annual amounts #ref! a $0 b gustine, california, wage schedule, 2026. unclear","[""WCM-4660f8b6ecb0a496aac1b35d""]"
IMPEVT-1020b1277b3b6957997030da,Gustine,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2026 gustine, california, wage schedule, 2026. unclear","[""WCM-d4ab8ecfd8711e8461a53af4""]"
IMPEVT-bdd6e53df12c41b78877ca95,Lakeport,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"lea = lakeport employees' association, salaries effective 09/18/2021 ‐ resolution no. lakeport, california, wage schedule, 2021. unclear","[""WCM-22a8efaffbcfb846d2d86df9"",""WCM-b6e01cf2f6c8838d95186f30"",""WCM-e6e853d12fbf769ad3e435ae""]"
IMPEVT-f8a1c26896bc2893649a6c2a,San Juan Bautista,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2022 and became effective january 1, 2023, whether or not they were formally adopted by a local san juan bautista, california, other local government pay policy, 2022. unclear","[""WCM-15f81ee8cc185f7ed4c7efd9""]"
IMPEVT-f23397814113e59542e4d7a4,Solvang,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and/or non-represented employees effective july 1, 2025 solvang, california, council packet or minutes, 2025. unclear","[""WCM-35b208348b5cbb3f5761e550"",""WCM-8642e987abba6c69f362630d"",""WCM-bd87e810f5cdda873a5aad6b""]"
IMPEVT-19e0f4fd3dd01a4617bb801e,Tulelake,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"resolution adopted by the city council. the city council, by resolution, shall approve all tulelake, california, civil-service or hr pay plan, 2021. unclear","[""WCM-540f644c6222a8f72ecc752f""]"
IMPEVT-f473a7a33618bd4f44572808,Waterford,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 7/1/25 waterford, california, wage schedule, 2025. unclear","[""WCM-90ced93b315b8ff535ce6c0c""]"
IMPEVT-5f6d3c9413f8895ddd75c250,Westmorland,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the 2024-2025 budget is effective on july 1, 2024 and is based upon public westmorland, california, wage schedule, 2024. unclear","[""WCM-3927e8d3b6ce8efbbaaca824"",""WCM-b0fc90da805db3ee0dd59579""]"
IMPEVT-767919e3b5b106b2126f7a83,Westmorland,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the increase in salary shall be effective on january 1, 2025 westmorland, california, wage schedule, 2025. unclear","[""WCM-a9d2ada822b336b70cb1e3f1""]"
IMPEVT-3f00ac0828907a41e1c4de7f,Wheatland,CA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"association was approved by the wheatland city council on november 25, 2025; and whereas, the city’s salary table has been adjusted to reflect the approved wheatland, california, wage schedule, 2025. unclear","[""WCM-9de01962e314fdcfb6f38e50""]"
IMPEVT-dee17436e03700dd96260d04,Castle Pines,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the city council supports great government, which includes recruiting and retaining quality staff, responsive services, strategic planning for a sustainable future, financial stewardship, and an investment in the future of the city. strategic goals: • update city manuals and policies to produce effective and efficient","[""WCM-d6293cd34c34b8d8d46cb2b8""]"
IMPEVT-d4b0ccf6e5b717799a575bf4,Dinosaur,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3. automatic adjustment of water service rates effective september 1, 2008. on september 1 of each year, commencing on september 1, 2008, existing monthly rates for all water system users shall be adjusted annually for inflation based on the consumer price index, all items, for","[""WCM-241a24fde336f65177ee56d8"",""WCM-c851f0ef2d8eec30e8d75893""]"
IMPEVT-14a42dbcb10b90c3c7f6a659,Dinosaur,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"b. work schedules for officers, professional and exempt employees. full time officers, professional, administrative, and other exempt employees who are ineligible for overtime compensation or compensatory time-off, shall work a minimum of thirty-five (35) hours per week or such additional amount as is necessary, in","[""WCM-6c150a5f980083eea3d94cda""]"
IMPEVT-ba4037fa644c9cf307e7b6af,Dinosaur,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3. automatic adjustment of water service rates effective september 1, 2008. on september 1 of each year, commencing on september 1, 2008, existing monthly rates for all water system users shall be adjusted annually for inflation based on the consumer price index, all items, for","[""WCM-78cd156531aae6edb8c85d20""]"
IMPEVT-5622b215716842426d6a6585,Mountain Village,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side," effective 1/1/2015, seasonal employees starting wage is $14.00/hr. mountain village, co, budget or pay plan, 2015. unclear","[""WCM-6627164e3dcbee3cb9861b74""]"
IMPEVT-c59cc15037021aefb1ab8501,Mountain Village,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this resolution shall become effective on august 20, 2015 (the “effective date”) as herein referenced mountain village, co, budget or pay plan, 2015. unclear","[""WCM-96e54951ecdfe111043f59c1"",""WCM-a2f3f1fdc55789c4161f686f""]"
IMPEVT-aaf5260eee088e98d73359eb,Mountain Village,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective august 18, 1999 (the “original agreement”); mountain village, co, budget or pay plan, 2016. unclear","[""WCM-feb5efe5a5a6ab1b3b6bbc79""]"
IMPEVT-79edf3034ef536fdb1b561df,Yampa,CO,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"rates would become effective january 1, 2026 with users seeing the change in their february billing cycle. yampa, co, wage schedule, 2026. unclear","[""WCM-c0907d268a0e915b4436bf04""]"
IMPEVT-6d3f9e3f9f0a6b656821646c,Andover,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"under public act 15-5 and became effective october 1, 2015. andover, ct, collective bargaining agreement, 2015. unclear","[""WCM-04c8179ba9ce85b8b086e9cc""]"
IMPEVT-d2392343533a3dd71aceb858,Andover,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2024, all wages in effect on june 30, 2024 shall be increased andover, ct, collective bargaining agreement, 2024. unclear","[""WCM-2b300c960e1cfac5daf51a6b""]"
IMPEVT-e4d69a434488b4aedd338085,Andover,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2025, all wages in effect on june 30, 2025 shall be increased andover, ct, collective bargaining agreement, 2025. unclear","[""WCM-37d41cf6fb63fe28eb87865a""]"
IMPEVT-6916c86dcf718911de1e79da,Bethlehem,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"overtime/other hours must be approved by the department head prior to submitting them for bethlehem, ct, collective bargaining agreement, period not explicit. unclear","[""WCM-f5a5598a76bf52773b07cc14""]"
IMPEVT-a4d697d611f5845aad7b4874,Bethlehem,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"wage and salary adjustments are to be approved by the board of selectmen. merit salary and wage adjustments for employees not covered by the above are to be approved by the bethlehem, ct, collective bargaining agreement, period not explicit. unclear","[""WCM-387e18d28e48ad46d2258c44""]"
IMPEVT-118eaf5a7167088a0b8a8249,Fairfield,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"fairfield, ct, arbitration award, period not explicit. unclear","[""WCM-4a74e48768732e72f782598c"",""WCM-64d7b1268f30fa95b15e4626""]"
IMPEVT-1aeda39ac1816176f2ab7b78,Fairfield,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"fairfield, ct, arbitration award, period not explicit. unclear","[""WCM-58b65841df5415d5b57253fb""]"
IMPEVT-6f454525d39ce694bd52cc99,Marlborough,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2024 through june 30, 2027 marlborough, ct, wage schedule, 2024. unclear","[""WCM-227e0219aa036a6e6efd7d9f"",""WCM-479ab02c9949ebc6393ae90a"",""WCM-8945f8bc7d114decdf02b6d6""]"
IMPEVT-2cebaa6e6b3ead568a731191,Marlborough,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2025, the boot allowance shall be two hundred twenty-five dollars marlborough, ct, wage schedule, 2025. unclear","[""WCM-aa7cbc4f4123fffc575bf430""]"
IMPEVT-d092b46f5db0b48350f1a80e,Salisbury,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and the same are hereby adopted as the classification plan for all posi­ salisbury, ct, budget or pay plan, period not explicit. unclear","[""WCM-cef9f82f8cb303a649ab2ae9""]"
IMPEVT-207cf4cbab77d0e5fc50dc09,Union,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2026, the town must comply with paying 1 hour of paid sick leave per 30 hours worked. union, ct, council packet or minutes, 2026. unclear","[""WCM-1ef118fa3917fd167fcdb04a"",""WCM-4de4073f5aa5a5651c6dfae4"",""WCM-aa2ad10b3c04b9f413552b1e""]"
IMPEVT-81fca55bad55e44debf73d25,Vernon,CT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"vernon, ct, arbitration award, period not explicit. unclear","[""WCM-8ae628b5db597e9dc8221513""]"
IMPEVT-a274f7da60f15a50638ed9df,Archer,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"range shall receive a 5% pay increase in base salary or an increase to the minimum step of the archer, fl, budget or pay plan, period not explicit. unclear","[""WCM-680cac03e6e4a43eb2a6d033"",""WCM-ae09106c4b50babbe7572ea6""]"
IMPEVT-38e40ebf842aeec061322e7c,Archer,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"expenses are approved, the employee will receive per diem at a rate of $80.00 per day. archer, fl, budget or pay plan, period not explicit. unclear","[""WCM-b2319ca749ef581824404a6d""]"
IMPEVT-44109e5341823bfcbaa20519,Astatula,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"order,” with the latest amendment approved and effective on december 13, 2022, through astatula, fl, council packet or minutes, 2022. unclear","[""WCM-00ec678def1c9ed0f809f416""]"
IMPEVT-d354c0b2e2bdca9ad97f373f,Atlantic Beach,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"atlantic beach, fl, arbitration award, period not explicit. unclear","[""WCM-db3f92344bc90e8908007a13"",""WCM-effb96cc324d3f0a6348b5e6""]"
IMPEVT-73b782bff30092ebe4a5486b,Atlantic Beach,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"atlantic beach, fl, arbitration award, period not explicit. unclear","[""WCM-6f304c764075567a8e305df0"",""WCM-a799d703f15c67548bfb7de5""]"
IMPEVT-271f22cad0e8cb763fb8c22e,Bonifay,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"revisions and amendments to these policies may be initiated by the mayor, city council, or city clerk and will become effective upon adoption by the city council. bonifay, fl, budget or pay plan, period not explicit. unclear","[""WCM-c898db05101f35fa7aad6d87""]"
IMPEVT-843d72c6909ad24fc367c239,Century,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"incorporated by reference, effective october 1, 2025. century, fl, budget or pay plan, 2025. unclear","[""WCM-d1759963f380185258b83a55""]"
IMPEVT-5e0df47d1a3f853d95565038,Dunnellon,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"jan smith will be retiring from the finance officer position effective december 31, 2024. dunnellon, fl, wage schedule, 2024. unclear","[""WCM-e97852ef4138446c45bda877""]"
IMPEVT-1b90f37d867afcea6f42e5d7,Eagle Lake,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective june 1, 2022 eagle lake, fl, wage schedule, 2022. unclear","[""WCM-495d64352520542a71a10276""]"
IMPEVT-4888c183192effbb9aab7b01,Greenville,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall become effective on october 01, 2024. greenville, fl, budget or pay plan, 2024. unclear","[""WCM-066a5047098e601d6023ced7""]"
IMPEVT-2864c46e93f107c5cc8fdb37,Inglis,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"appointment, effective july 1, 2007. inglis, fl, wage schedule, period not explicit. unclear","[""WCM-a243d7d7441c30a1001b4cba""]"
IMPEVT-2e5d4d8ffe64f81fb504b17b,Melbourne Beach,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this resolution shall become effective on july 17, 2024. melbourne beach, fl, collective bargaining agreement, 2024. unclear","[""WCM-33858d6dbc437ca39563c621""]"
IMPEVT-9e685015d6bb4424d2485f51,Mexico Beach,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the city council, together with rates of pay, are established and approved by the city mexico beach, fl, budget or pay plan, 2022. unclear","[""WCM-ee1321773c876ee4ec5a2ace""]"
IMPEVT-01409901d04313cae5983602,Ocean Ridge,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective october 1, 2022, all sworn bargaining unit employees shall receive an ocean ridge, fl, compensation study, 2022. unclear","[""WCM-7ffc2c4f9f783b679204b398"",""WCM-e9df92dd77a1f40bb490d3f6""]"
IMPEVT-97e8dc07c9366f44c2c263f2,Ocean Ridge,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective april 1, 2023 swo rn members shall receive an adjustment to their minimum salary in an ocean ridge, fl, compensation study, 2023. unclear","[""WCM-1f79a9ca7361208c0b3b9a38""]"
IMPEVT-9f7714f9d6c6d68b5d74973d,Sewall's Point,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"revised effective october 1, 2015 sewall's point, fl, civil-service or hr pay plan, 2015. unclear","[""WCM-311d07994f7024fa2d8ac4d6""]"
IMPEVT-d18bf978748e928f0808bf2c,Sewall's Point,FL,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"amounts allocated in the budget for expenditures effective october 1, 2021 are sewall's point, fl, civil-service or hr pay plan, 2021. unclear","[""WCM-a5e68c137fe256bde885db09""]"
IMPEVT-bd711c191b0f219852be7b7e,Arnoldsville,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"b) city council members: $25.00 per month. adopted, at a regular meeting by a majority of the city council of arnoldsville, arnoldsville, ga, other local government pay policy, period not explicit. unclear","[""WCM-c03f3c861338908cda4a99b5""]"
IMPEVT-b13a2633eb2e0dfeccaaf1bd,Arnoldsville,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinance effective january 1, 1994"" as amended arnoldsville, ga, other local government pay policy, period not explicit. unclear","[""WCM-621ab1678e2088aaee2698e2"",""WCM-740198f18a5691fe75543499"",""WCM-ebd2ddcd7e21fd91427f4f74""]"
IMPEVT-aeb90e8ddfad896378d07caa,Chattahoochee Hills,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"annual merit and/or cost of living allowance (cola) as approved by mayor and chattahoochee hills, ga, council packet or minutes, 2022. unclear","[""WCM-1343b11b31482192a7f3a7bd"",""WCM-d16f1b0946b76ee9cb400f92""]"
IMPEVT-34a7ec2101f4484dc57fae12,Danielsville,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"when appropriate, the decisions will be retroactive to the date of the employee’s original dispute notification. danielsville, ga, civil-service or hr pay plan, period not explicit. unclear","[""WCM-3ac670958a8d6a9fae17de29""]"
IMPEVT-6e12988517d3ebf42d8ffbb4,Guyton,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this resolution shall become effective immediately upon adoption by the city council. adopted this _____ day of february, 2024. guyton, ga, budget or pay plan, 2024. unclear","[""WCM-72223c103a1b5b8f8cdc6253""]"
IMPEVT-8e620009c9b6514f382829f7,Madison,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the increase will be retroactive to the first madison, ga, collective bargaining agreement, 2024. unclear","[""WCM-1a13ab4d2c6b9a89b5e13ed6"",""WCM-643aeb048ec9c9d3b3dcff4c"",""WCM-94240db1210d7cb63280ba88""]"
IMPEVT-c8f4333cea7d45b3146f30f2,Oxford,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this charter shall become effective on july 1, 2001. oxford, ga, budget or pay plan, period not explicit. unclear","[""WCM-0fa0db63e7a9b9e9d8e01e75"",""WCM-e03726012d3625373c3796c0""]"
IMPEVT-cd282929f19c082d040de006,Social Circle,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2018 and effective january 2019 for five years. social circle, ga, budget or pay plan, 2018. unclear","[""WCM-48cb46b123b247b2c88ac4b7"",""WCM-4e0ea0ac53caaae6176bc297""]"
IMPEVT-82b3457e975851f4c9476b88,Social Circle,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"included within the adopted fy2022/23 operating budget is a 3% cost of living adjustment to all salary social circle, ga, budget or pay plan, 2022. unclear","[""WCM-6106f12680aa574273e05e86""]"
IMPEVT-f1cf9de86f17ca010c46a4d8,Statham,GA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"revised and approved by city council july 19, 2022, effective 01/10/2023 statham, ga, budget or pay plan, 2022. unclear","[""WCM-29fb6473e70a90ab4484f4f6"",""WCM-b62c53fecd4cbbe049b2b0b7"",""WCM-f28a15ca7a05942c6b52c338""]"
IMPEVT-6072824f0c02cf12eb4bbfce,Avoca,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$63,000.00, effective july 1, 2026, payable in accordance with the city's payroll practices; avoca, ia, memorandum of understanding, 2026. unclear","[""WCM-5ee642fb27ea43937062c39c"",""WCM-d17446f8a68b3d0f5aa31315"",""WCM-ea93fa6fc3f045d47351ce5f""]"
IMPEVT-02d28e36ac1ae8b739e9638f,Callender,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"council effective january 14, 2025 until dec 31, 2025. callender, ia, personnel policy, 2025. unclear","[""WCM-88fa062771f34acaa9a0b3a5""]"
IMPEVT-2f1da7fd557cf31462b7a887,Clarence,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"year becomes effective july 1 and constitutes the city appropriation for each program and clarence, ia, wage schedule, 2024. unclear","[""WCM-a503e0846170e530c430a485""]"
IMPEVT-a88ebdd48a40cef50c648328,Coggon,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the mayor shall receive an annual salary of $1,500.00 to be paid in quarterly coggon, ia, other local government pay policy, period not explicit. unclear","[""WCM-326152272897892f08be3026""]"
IMPEVT-9d78afbcf375b8d7394943a7,Colfax,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"year becomes effective july 1 and constitutes the city appropriation for each program and colfax, ia, other local government pay policy, 2026. unclear","[""WCM-bc7ac5b709b20dab2d476c07""]"
IMPEVT-0655fdd5155e392269baa35a,Colo,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(effective 7/14/87) colo, ia, budget or pay plan, 2015. unclear","[""WCM-0e23cc4c6510460786d2f87a"",""WCM-fc7fe159173643bd67ad6465""]"
IMPEVT-b73119866da505188b8f4a80,Colo,IA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"officers and employess effective july 1, 2026. colo, ia, council packet or minutes, 2026. unclear","[""WCM-cb4c33518cfd556eee201a13""]"
