tag_id,root_compensation_event_id,tag_family,tag,validation_basis,technical_lineage
TAG-e7db0b52512cfaae3d8e7377,ROOTCOMP-72235c06cc403d6cea3b6108,compensation_outcome,cola_cpi_adjustment,bounded event evidence and corrected compensation metadata,"[""WCM-f62c256138ecff82699a7e59"",""WCM-fb0f939634ca5338578bfc0a""]"
TAG-ef19fc823ce3e89bc0f65ed4,ROOTCOMP-72235c06cc403d6cea3b6108,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-f62c256138ecff82699a7e59"",""WCM-fb0f939634ca5338578bfc0a""]"
TAG-b9df74bcee8de2298669c0f3,ROOTCOMP-8579bd70344616ba47d5c4e0,compensation_outcome,no_direct_compensation_outcome,bounded event evidence and corrected compensation metadata,"[""WCM-02da8c0126a8a8ca4b0a9cca""]"
TAG-b4f08c9ee71f869ab9096493,ROOTCOMP-cd2dd58ddfb43b62d0ba45f8,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-a70c297ef779576e63ac7009""]"
TAG-32a3c4e493e145cde6445bb9,ROOTCOMP-226c66c47fffae6c84293edf,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-c840cf3435c0f6e8f6fe78ea""]"
TAG-09800216603e32e4b1158be2,ROOTCOMP-ad06d93710f6ad3ce533ac78,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-6e267fbf76b2c47a36172d0c""]"
TAG-269a1f15f138d41573b54b34,ROOTCOMP-6aaf42989f0e08cfa5317f84,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-5bec336493ea98dd689f59b1""]"
TAG-19bd26ab3866ac551065dc11,ROOTCOMP-87947013413c80c3384df066,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-6533fc6199fcb1389c208757""]"
TAG-ea779c6918715bfac1afe0b2,ROOTCOMP-e9fb536041986c9ead2da26e,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-6ba1b0c7e88e5ae28047f408""]"
TAG-8fa5c56b96fe77aee9fbe43b,ROOTCOMP-1262eb380252cc321a5399ba,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-961a470fc8373e3b048e1eae"",""WCM-d5a0161ad77d4e185474af39""]"
TAG-7463eff6f73b43310841d9e5,ROOTCOMP-c3de95e9cf6bf33e7194be44,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-fc808071f49a88c72d3e0476""]"
TAG-2b986e75f72fbb3e52223cc3,ROOTCOMP-b486f061948be93581557e31,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-0e013f37fdbe835a8b23458e""]"
TAG-0b52d97db827bfa694c7beb6,ROOTCOMP-77a009d60f6be726a9525f32,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-07320828baa6abf5cfd3efa9"",""WCM-c0ad165933c29101fc894405""]"
TAG-287b5a7497d6dc8d9938e1f0,ROOTCOMP-e3d4b443772a6b6e877e7084,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-e081492ed5379d98b13a6b6c,ROOTCOMP-e3d4b443772a6b6e877e7084,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-e45c16b4bef937263942f8b0,ROOTCOMP-509c255348bfda60c75cce3f,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-80314403698b5b3f7dc232c5""]"
TAG-f4e4f2fc52f32adbcf4579f4,ROOTCOMP-4d65163d3dc538fb2d9ad50b,compensation_outcome,no_direct_compensation_outcome,bounded event evidence and corrected compensation metadata,"[""WCM-23ba53c031304e252fa081a2""]"
TAG-a458e2736a241aad6b0c02c5,ROOTCOMP-14ae680190ee0550ae9da63b,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-8b9dca1f560b14c6c07ba1c7""]"
TAG-668d1bdab713a6dcc155ae69,ROOTCOMP-a971f405851350cd8cd686ce,compensation_outcome,classification_band_change,bounded event evidence and corrected compensation metadata,"[""WCM-312cafebb565647d7ea40665""]"
TAG-c0ee725d6b49e4e3295182b3,ROOTCOMP-a971f405851350cd8cd686ce,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-312cafebb565647d7ea40665""]"
TAG-73c882cda50c1dc5052d9995,ROOTCOMP-f7c869e33ce2212cae287fd7,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-75ceeee2d18f3e77d6faa717""]"
TAG-b69810b35b44ea1a0a1b250a,ROOTCOMP-f7c869e33ce2212cae287fd7,compensation_outcome,classification_band_change,bounded event evidence and corrected compensation metadata,"[""WCM-75ceeee2d18f3e77d6faa717""]"
TAG-85327c80dc4b0da6352aff0b,ROOTCOMP-ceb4551cd1c7a3529346e5c1,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-86afc0ef22cd1f69745b3db0""]"
TAG-512d7e961836bb28dadaa074,ROOTCOMP-ceb4551cd1c7a3529346e5c1,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-86afc0ef22cd1f69745b3db0""]"
TAG-40f70138be04e33fa8dce6ec,ROOTCOMP-8280ebcc4caf526d373b4a05,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-2006495d0dd550a331c36c05"",""WCM-45db2e7cbc338d6c177ec776"",""WCM-88397c64b48e0f7f54da883c""]"
TAG-34d3000a7322a5eaf7488a42,ROOTCOMP-8280ebcc4caf526d373b4a05,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-2006495d0dd550a331c36c05"",""WCM-45db2e7cbc338d6c177ec776"",""WCM-88397c64b48e0f7f54da883c""]"
TAG-1823022424da386ae56fccc5,ROOTCOMP-d86b92376f2d0e2420ab799b,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-9c6f8a60031bd13607846b43""]"
TAG-5291f2ecfcca713dbeae3c9a,ROOTCOMP-13b7692570da921c139b20b2,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-5aadf2f72e5927f7cf88f59e""]"
TAG-d96e637ce50ef163bc948158,ROOTCOMP-13b7692570da921c139b20b2,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-5aadf2f72e5927f7cf88f59e""]"
TAG-d58f03a398e4196fe9c3df0d,ROOTCOMP-f282dc2c99996d2f15ce2381,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-b46d0bfc102eae1c38ee54a3""]"
TAG-68b46d2fb35284a520fa59c0,ROOTCOMP-a13a0553d089c50fd963d4af,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-2dd539ce0076a55b4babda8b"",""WCM-3ec25684d90f21f15ae19910"",""WCM-64b3fc61178cb0045685350e""]"
TAG-74ec6142b5f62dea007b5cd5,ROOTCOMP-996f0e23007d37af866f6dba,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-e44a3b0af7c49cbca324aa89""]"
TAG-a6a07da35a81aed806626a16,ROOTCOMP-43dd7b93bce85f2b5f2b4e39,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-38a8df9887e02c635c1a2250""]"
TAG-cddb40ffdc1f395ed56e8fe4,ROOTCOMP-3d7b140f683fd69d39f731bf,compensation_outcome,non_base_compensation_other,bounded event evidence and corrected compensation metadata,"[""WCM-0802ee6ad62132aae404965b"",""WCM-630aa9233d8991d444efb4db"",""WCM-807257f3277c4c36ddcd1367""]"
TAG-e5d3e4c5bd9bd62240e77516,ROOTCOMP-7b48378c862a1aec13fe6796,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-ed801424d59f7ce36bd3d7c8""]"
TAG-3d48ba08ab759d3b23a77bc1,ROOTCOMP-5f609578975c2a20f72f2d0c,compensation_outcome,uniform_or_equipment_allowance,bounded event evidence and corrected compensation metadata,"[""WCM-f3a3bb542a70e55679a3df50""]"
TAG-91382a5c8ca2a38d02c7477e,ROOTCOMP-678cf9754dfe5e6ea83f8690,compensation_outcome,non_base_compensation_other,bounded event evidence and corrected compensation metadata,"[""WCM-53cd67ab6bc393d0d6175c0b"",""WCM-93c36e5ad1963988f3aa21aa"",""WCM-da06bcd36d1e4334e2b1b915""]"
TAG-fe18914a4670f855c7ab7392,ROOTCOMP-c7f61f8b689a6eb09ae7c638,compensation_outcome,holiday_pay,bounded event evidence and corrected compensation metadata,"[""WCM-813480c86ab2645fe4c2318e"",""WCM-816b92a7c393ee6e371c751d"",""WCM-97e5989ac13a0bfe1efa5820"",""WCM-e383ce45bb52151603dd6c2b""]"
TAG-d80cbfe95ebf0f64f0ed1523,ROOTCOMP-c7f61f8b689a6eb09ae7c638,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-813480c86ab2645fe4c2318e"",""WCM-816b92a7c393ee6e371c751d"",""WCM-97e5989ac13a0bfe1efa5820"",""WCM-e383ce45bb52151603dd6c2b""]"
TAG-a309d47fd83a0e9d32ed08b0,ROOTCOMP-aa89db09d179849a9e4e74d6,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-96a5b5283a08c782dc68aafe""]"
TAG-0feda127bac2211a65eb40eb,ROOTCOMP-f21faad7ba48bee4b7c54228,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-428cd75112f2052113786bec"",""WCM-d361b4af8a4b38591f187f1f""]"
TAG-505401a3b25965313f946429,ROOTCOMP-6113ec41a058ab071fc6ddc8,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-981175f0bfcab801e5c39cd0"",""WCM-aaa20c94dfa794f0dac36f15""]"
TAG-0e6071d84ae8a79a6dfd7e96,ROOTCOMP-06585b784716d718fa13e0bc,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-3673dfd39933da6cd44fa0ce"",""WCM-663bf494e33846a839fe35c5""]"
TAG-1c3ac26a1592d2f62171a19e,ROOTCOMP-b50ed2067a846a02d61c5608,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-7dfa84ec2b8a75c1b1a2de7e""]"
TAG-be7a1631013c5f0567549ea8,ROOTCOMP-ac250e23c3fc676b6ee013e5,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-17100e100173cb11916d6db2"",""WCM-60e605355e19a02e7f737181""]"
TAG-4e5871ef9df9403f5b063709,ROOTCOMP-f037a27bceee674c41aac00c,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-c7daee9b6b3be63a1e75ee5b"",""WCM-e16fa4e094fcc1dc49b2f968""]"
TAG-d39141e95cf6d203191857d0,ROOTCOMP-ee82caf72590329a53d9bfef,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-0d70c619ba777c79c993bbd4"",""WCM-3d250aec4c73f8ab3d5be5ac""]"
TAG-7b441365acd33013ebaa4bbe,ROOTCOMP-ee82caf72590329a53d9bfef,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-0d70c619ba777c79c993bbd4"",""WCM-3d250aec4c73f8ab3d5be5ac""]"
TAG-fe5d756fcddc3bff9a240b5a,ROOTCOMP-365d82ee056fa0874b205c9d,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-8827e22eb3ef2b36ae225784""]"
TAG-a551d807d3baa73cf0c72810,ROOTCOMP-2d90efbdddba8522ee347b53,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-713ef16a9d14d68efe23f6bf""]"
TAG-9fe0697fb090c57f56888dc2,ROOTCOMP-2d90efbdddba8522ee347b53,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-713ef16a9d14d68efe23f6bf""]"
TAG-82f2f31cce19acdeb36d1ad1,ROOTCOMP-e22b462eca61c379b3e99691,compensation_outcome,longevity,bounded event evidence and corrected compensation metadata,"[""WCM-d78c972c16d74baad3f16daa""]"
TAG-6a0d65f2f2796647a03a6052,ROOTCOMP-e22b462eca61c379b3e99691,compensation_outcome,step_progression,bounded event evidence and corrected compensation metadata,"[""WCM-d78c972c16d74baad3f16daa""]"
TAG-8be7556cab571fd8b638f0e6,ROOTCOMP-010642f1c7d7f4ec79b844cb,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-d1a741beb958b8a310b9aae4""]"
TAG-3eb5d806601d4ed269931c1f,ROOTCOMP-d4251540f5c9c1c93e2eaffb,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-4660f8b6ecb0a496aac1b35d""]"
TAG-6516fa65089c3acbd113c4d3,ROOTCOMP-1895f15d36801d4e0f21f6e0,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-d4ab8ecfd8711e8461a53af4""]"
TAG-e4c6fe91384405c8f395b1c7,ROOTCOMP-647f648f8ecd72a7f93fa921,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-16b5acb3e914f5ba714d52c7"",""WCM-5048f6a0c25ff412a901add4""]"
TAG-7f7136dbab01781779b5180f,ROOTCOMP-d5372d0ff75524ff96da86a5,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-5087b3f6f36460ea2965d7b3""]"
TAG-12522b9dd3cb83f2e0dd6ee4,ROOTCOMP-d5372d0ff75524ff96da86a5,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-5087b3f6f36460ea2965d7b3""]"
TAG-d38707de63554bcb4a5b5e4d,ROOTCOMP-08d707c4ce6c3052a80fb400,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-9c420cd1881287940b5297f2"",""WCM-c86d690bd3c6b1943adbdbab""]"
TAG-3e8c693ab235fd27ff076744,ROOTCOMP-7f8ec2282377369884fe4d5d,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-22a8efaffbcfb846d2d86df9"",""WCM-b6e01cf2f6c8838d95186f30"",""WCM-e6e853d12fbf769ad3e435ae""]"
TAG-11a686a6943966263291b13e,ROOTCOMP-7f8ec2282377369884fe4d5d,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-22a8efaffbcfb846d2d86df9"",""WCM-b6e01cf2f6c8838d95186f30"",""WCM-e6e853d12fbf769ad3e435ae""]"
TAG-59e1376c7a9a1b34c99113df,ROOTCOMP-10fab2197c69fecbbcaa0c42,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-15f81ee8cc185f7ed4c7efd9""]"
TAG-29fc28ff0d55a3889fc8173a,ROOTCOMP-0302906b70d6b1d2bba29cc7,compensation_outcome,overtime,bounded event evidence and corrected compensation metadata,"[""WCM-a6e6c44f5eefea41882431bd""]"
TAG-345b03eade2788a3d1d7ce8c,ROOTCOMP-0302906b70d6b1d2bba29cc7,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-a6e6c44f5eefea41882431bd""]"
TAG-4d2db6f9faa7354bb5781556,ROOTCOMP-6eea590c08c4af3bfb842a41,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-3a157b7f31c9c3a98cc1c3f6"",""WCM-8d30fd905ca61f31537a2ee8"",""WCM-e92525cb63cd7faa5076c720""]"
TAG-3bf336097c650c633b3c22e5,ROOTCOMP-6eea590c08c4af3bfb842a41,compensation_outcome,cola_cpi_adjustment,bounded event evidence and corrected compensation metadata,"[""WCM-3a157b7f31c9c3a98cc1c3f6"",""WCM-8d30fd905ca61f31537a2ee8"",""WCM-e92525cb63cd7faa5076c720""]"
TAG-ebb469b3dbd002ccb9fd0385,ROOTCOMP-71fc4510e2ff114c68a82ce3,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-0e1549f09712b32e301a9dfb"",""WCM-da120d221cf5c5f2d2965470""]"
TAG-75d7318f79249d7dc106c185,ROOTCOMP-5625b28fe3823dd416ec1bac,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-0f2d68ad2cfefcb002405a0c"",""WCM-e3ad430ff224c831f86516c9""]"
TAG-4ea0aa06a43da2e92a5aaa6c,ROOTCOMP-5625b28fe3823dd416ec1bac,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-0f2d68ad2cfefcb002405a0c"",""WCM-e3ad430ff224c831f86516c9""]"
TAG-180d53bf4128bb55cccb8059,ROOTCOMP-8ff9c66d61a76f749c424126,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-2ab7b241b3fb43daa482ae12""]"
TAG-22b1d5a6220acaaa24a0fee7,ROOTCOMP-759586009c64d550669c8f8b,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-768987956d4463e0c8bc2281""]"
TAG-f6d38a93df41cac51df918cd,ROOTCOMP-c55722b3a6fbbfbb6bf0f607,compensation_outcome,cola_cpi_adjustment,bounded event evidence and corrected compensation metadata,"[""WCM-3e161a83169a743c9ea7cd51""]"
TAG-3b77dbb56f5eead9aa58fee9,ROOTCOMP-c55722b3a6fbbfbb6bf0f607,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-3e161a83169a743c9ea7cd51""]"
TAG-6fef828d15c66d6e3caf42a5,ROOTCOMP-7ca74f3e487be8b7176e2eff,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-f244146ae6a6235da24297aa""]"
TAG-2f68323a827eb30608b241e8,ROOTCOMP-9114e50085bb152ddd7d318e,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-930e3d044f8f76e4196b390b""]"
TAG-1cf4fe08838244648480702c,ROOTCOMP-99292aff06972e8df6d0edf5,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-35b208348b5cbb3f5761e550"",""WCM-8642e987abba6c69f362630d"",""WCM-bd87e810f5cdda873a5aad6b""]"
TAG-a4ee7ed5ff9f0304f2c81f66,ROOTCOMP-8eaf51f5ac368f0f83e35473,compensation_outcome,no_direct_compensation_outcome,bounded event evidence and corrected compensation metadata,"[""WCM-540f644c6222a8f72ecc752f""]"
TAG-e9d065112b785ed8ba385661,ROOTCOMP-e1cce2e4cc078280f1141815,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-90ced93b315b8ff535ce6c0c""]"
TAG-a98acba3d47cd9169196aad5,ROOTCOMP-b830aedef8c79c31366acb76,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-3927e8d3b6ce8efbbaaca824"",""WCM-b0fc90da805db3ee0dd59579""]"
TAG-aa04047665181702cfefa2d4,ROOTCOMP-0fe4dbe37d66bd85358069bc,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-67b6ec0808007fc70ce1224d""]"
TAG-96ae87ad40a29a4d8c03c44c,ROOTCOMP-b25514e3897f9c276b0c773f,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-faf57a47ccb8209ff0aff123""]"
TAG-87191e348339aec49e88e9e3,ROOTCOMP-477debf8e9c7cd6cdbd88206,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-a9d2ada822b336b70cb1e3f1""]"
TAG-4a6852da6c762f302c3bf374,ROOTCOMP-477debf8e9c7cd6cdbd88206,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-a9d2ada822b336b70cb1e3f1""]"
TAG-8748b8aa5fe968f28f4c7234,ROOTCOMP-ea2ba21531f5c1ef50335d20,compensation_outcome,benefit_cost_change,bounded event evidence and corrected compensation metadata,"[""WCM-25ff76a280a0052b5382fa2b""]"
TAG-1d65136bf6a69e601ec964c9,ROOTCOMP-ea2ba21531f5c1ef50335d20,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-25ff76a280a0052b5382fa2b""]"
TAG-5a3425de969d7e28ac3c547b,ROOTCOMP-1d977f4d794a4cead0799fc6,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-9de01962e314fdcfb6f38e50""]"
TAG-cc8792be63910b355f967e0c,ROOTCOMP-98c342a92b0fe300043e5502,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-a0ef15a5d2431d5125625663"",""WCM-e757946bfc4f80b08ba7ecd5"",""WCM-f2db516e401954320dda3295""]"
TAG-894c5d69846d262f05aaa4d2,ROOTCOMP-ca75d89b46c0ed5311f995c7,compensation_outcome,benefit_cost_change,bounded event evidence and corrected compensation metadata,"[""WCM-d6293cd34c34b8d8d46cb2b8""]"
TAG-fe78d96c9d009934d35deb4c,ROOTCOMP-e436daf894cf91fe6a9006bb,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-241a24fde336f65177ee56d8"",""WCM-c851f0ef2d8eec30e8d75893""]"
TAG-d297fcd4ba856012210a0e1d,ROOTCOMP-8ef3ae30ad55d64d224da752,compensation_outcome,longevity,bounded event evidence and corrected compensation metadata,"[""WCM-c4d9e4c7ccd1a7ba09486578""]"
TAG-1a57c5b796ef618d9a9eca02,ROOTCOMP-0ef92b502abdb6256454c508,compensation_outcome,overtime,bounded event evidence and corrected compensation metadata,"[""WCM-6c150a5f980083eea3d94cda""]"
TAG-4d0c8a503fe850ae0064fb9a,ROOTCOMP-a5260ce8159f7d5fadc2d149,compensation_outcome,cola_cpi_adjustment,bounded event evidence and corrected compensation metadata,"[""WCM-78cd156531aae6edb8c85d20""]"
TAG-fb4bfa2dac627bd4830d5a2a,ROOTCOMP-a5260ce8159f7d5fadc2d149,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-78cd156531aae6edb8c85d20""]"
TAG-d45dfbf3d57c7f0fbcf2c378,ROOTCOMP-7756518a671ebc1a3a5bacc4,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-d219b21c7c746d1419448436""]"
TAG-051b4f0a1460c6896fcb4b69,ROOTCOMP-9ffa0328e5791e5628bd6afe,compensation_outcome,across_the_board_raise,bounded event evidence and corrected compensation metadata,"[""WCM-6627164e3dcbee3cb9861b74""]"
TAG-1efd0f2cd301f3e1a711eb3c,ROOTCOMP-335fd8dff1cadf74ddf9810c,compensation_outcome,base_wage_change,bounded event evidence and corrected compensation metadata,"[""WCM-9254c3062bba376885a7f7c1""]"
TAG-6b446161f1b8b3853d6b554b,ROOTCOMP-335fd8dff1cadf74ddf9810c,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-9254c3062bba376885a7f7c1""]"
TAG-4c5799ccf4cb444f67a30177,ROOTCOMP-d8599a696a3df82a05cccbb1,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-96e54951ecdfe111043f59c1"",""WCM-a2f3f1fdc55789c4161f686f""]"
TAG-dcce3a31c73a3fedd7bfe039,ROOTCOMP-1108a7cc0322da20a24dafad,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-22606a16f110959d9bd3e3d9"",""WCM-6648e7d796a8ad16628e9607"",""WCM-88ff656d98983898894750be"",""WCM-b5b238f74e854c379942e1f7""]"
TAG-b7ab2e4d758df167e37b98d5,ROOTCOMP-de50eb2a90224be807dbfdd2,compensation_outcome,retroactive_pay,bounded event evidence and corrected compensation metadata,"[""WCM-feb5efe5a5a6ab1b3b6bbc79""]"
