tag_id,root_compensation_event_id,tag_family,tag,validation_basis,technical_lineage
TAG-9395e13245b306c36d2f2c1c,ROOTCOMP-e3d4b443772a6b6e877e7084,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-20abccf6c7a14b3dbb463b68""]"
TAG-1dab44d19a60a8c9551093d3,ROOTCOMP-509c255348bfda60c75cce3f,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-80314403698b5b3f7dc232c5""]"
TAG-1caccf6ae4a62ba06e176b19,ROOTCOMP-4d65163d3dc538fb2d9ad50b,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-23ba53c031304e252fa081a2""]"
TAG-acce9dec705a76a3e8e3c7ba,ROOTCOMP-14ae680190ee0550ae9da63b,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-8b9dca1f560b14c6c07ba1c7""]"
TAG-31cd9b19e42f61cb180e9eb2,ROOTCOMP-a971f405851350cd8cd686ce,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-312cafebb565647d7ea40665""]"
TAG-60859be2826d9a75ed5a1d23,ROOTCOMP-f7c869e33ce2212cae287fd7,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-75ceeee2d18f3e77d6faa717""]"
TAG-0047aa11281a7858727fdc92,ROOTCOMP-ceb4551cd1c7a3529346e5c1,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-86afc0ef22cd1f69745b3db0""]"
TAG-f25eaa1c1e1c4ce03c2310ad,ROOTCOMP-8280ebcc4caf526d373b4a05,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-2006495d0dd550a331c36c05"",""WCM-45db2e7cbc338d6c177ec776"",""WCM-88397c64b48e0f7f54da883c""]"
TAG-77cbd414f711aec02104ee46,ROOTCOMP-d86b92376f2d0e2420ab799b,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-9c6f8a60031bd13607846b43""]"
TAG-50d189a00a82c6d3d86b723b,ROOTCOMP-13b7692570da921c139b20b2,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-5aadf2f72e5927f7cf88f59e""]"
TAG-3dbc4dd2872f5d12eb88939b,ROOTCOMP-f282dc2c99996d2f15ce2381,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-b46d0bfc102eae1c38ee54a3""]"
TAG-a4cd05b3d4bfdf7c351bb6b1,ROOTCOMP-a13a0553d089c50fd963d4af,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-2dd539ce0076a55b4babda8b"",""WCM-3ec25684d90f21f15ae19910"",""WCM-64b3fc61178cb0045685350e""]"
TAG-37539e056d1f7d34cb4e49a7,ROOTCOMP-996f0e23007d37af866f6dba,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-e44a3b0af7c49cbca324aa89""]"
TAG-ce9f258de072f80478a94e7e,ROOTCOMP-43dd7b93bce85f2b5f2b4e39,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-38a8df9887e02c635c1a2250""]"
TAG-2d44d8cbc70fc07b12aeb276,ROOTCOMP-3d7b140f683fd69d39f731bf,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-0802ee6ad62132aae404965b"",""WCM-630aa9233d8991d444efb4db"",""WCM-807257f3277c4c36ddcd1367""]"
TAG-260f15e49a44e24ae24f73de,ROOTCOMP-7b48378c862a1aec13fe6796,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-ed801424d59f7ce36bd3d7c8""]"
TAG-961febcdc5fa43104069da3b,ROOTCOMP-5f609578975c2a20f72f2d0c,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-f3a3bb542a70e55679a3df50""]"
TAG-cbcf454acac50335d7e49a49,ROOTCOMP-678cf9754dfe5e6ea83f8690,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-53cd67ab6bc393d0d6175c0b"",""WCM-93c36e5ad1963988f3aa21aa"",""WCM-da06bcd36d1e4334e2b1b915""]"
TAG-c46200b90e8c8e08ea68bd9f,ROOTCOMP-c7f61f8b689a6eb09ae7c638,pressure_channel,market_recruitment_retention,bounded event evidence and corrected compensation metadata,"[""WCM-813480c86ab2645fe4c2318e"",""WCM-816b92a7c393ee6e371c751d"",""WCM-97e5989ac13a0bfe1efa5820"",""WCM-e383ce45bb52151603dd6c2b""]"
TAG-f150b3481e01ca9f72472915,ROOTCOMP-aa89db09d179849a9e4e74d6,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-96a5b5283a08c782dc68aafe""]"
TAG-d495e9d42db7cd2eb42ee552,ROOTCOMP-f21faad7ba48bee4b7c54228,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-428cd75112f2052113786bec"",""WCM-d361b4af8a4b38591f187f1f""]"
TAG-06f07ef47d6838fabba51cf9,ROOTCOMP-6113ec41a058ab071fc6ddc8,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-981175f0bfcab801e5c39cd0"",""WCM-aaa20c94dfa794f0dac36f15""]"
TAG-c31cd3d14aaa33ac092b1bb8,ROOTCOMP-06585b784716d718fa13e0bc,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-3673dfd39933da6cd44fa0ce"",""WCM-663bf494e33846a839fe35c5""]"
TAG-b06c1915a976ad38be3c06d6,ROOTCOMP-b50ed2067a846a02d61c5608,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-7dfa84ec2b8a75c1b1a2de7e""]"
TAG-f6ca322814c6a2776ac73b13,ROOTCOMP-ac250e23c3fc676b6ee013e5,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-17100e100173cb11916d6db2"",""WCM-60e605355e19a02e7f737181""]"
TAG-6102dbff0cddb894cfb05d89,ROOTCOMP-f037a27bceee674c41aac00c,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-c7daee9b6b3be63a1e75ee5b"",""WCM-e16fa4e094fcc1dc49b2f968""]"
TAG-435f2f294fb6ca89087c2f57,ROOTCOMP-ee82caf72590329a53d9bfef,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-0d70c619ba777c79c993bbd4"",""WCM-3d250aec4c73f8ab3d5be5ac""]"
TAG-60c106c75167c845d28005aa,ROOTCOMP-365d82ee056fa0874b205c9d,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-8827e22eb3ef2b36ae225784""]"
TAG-8f6208cc17c41438494ad278,ROOTCOMP-2d90efbdddba8522ee347b53,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-713ef16a9d14d68efe23f6bf""]"
TAG-8633508faa63a93e714b3ad8,ROOTCOMP-e22b462eca61c379b3e99691,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-d78c972c16d74baad3f16daa""]"
TAG-d224eb7e6e1a2a9dc93d4245,ROOTCOMP-010642f1c7d7f4ec79b844cb,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-d1a741beb958b8a310b9aae4""]"
TAG-f1d2c131abfa6fb6cb33aa72,ROOTCOMP-d4251540f5c9c1c93e2eaffb,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-4660f8b6ecb0a496aac1b35d""]"
TAG-35f0bcf1595f5dc98dd9b21f,ROOTCOMP-1895f15d36801d4e0f21f6e0,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-d4ab8ecfd8711e8461a53af4""]"
TAG-5f89e4811396cfa1e3d3ffbf,ROOTCOMP-647f648f8ecd72a7f93fa921,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-16b5acb3e914f5ba714d52c7"",""WCM-5048f6a0c25ff412a901add4""]"
TAG-164beb3031db0904e0297144,ROOTCOMP-d5372d0ff75524ff96da86a5,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-5087b3f6f36460ea2965d7b3""]"
TAG-36fb2b719f8bb379c7154114,ROOTCOMP-08d707c4ce6c3052a80fb400,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-9c420cd1881287940b5297f2"",""WCM-c86d690bd3c6b1943adbdbab""]"
TAG-2923ed2a2382eb14e368c661,ROOTCOMP-7f8ec2282377369884fe4d5d,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-22a8efaffbcfb846d2d86df9"",""WCM-b6e01cf2f6c8838d95186f30"",""WCM-e6e853d12fbf769ad3e435ae""]"
TAG-61d808e61511f88391751bc1,ROOTCOMP-10fab2197c69fecbbcaa0c42,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-15f81ee8cc185f7ed4c7efd9""]"
TAG-72eab0651fae5dc5864f4e57,ROOTCOMP-0302906b70d6b1d2bba29cc7,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-a6e6c44f5eefea41882431bd""]"
TAG-fd814e9b23c5edb4fd0a8642,ROOTCOMP-6eea590c08c4af3bfb842a41,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-3a157b7f31c9c3a98cc1c3f6"",""WCM-8d30fd905ca61f31537a2ee8"",""WCM-e92525cb63cd7faa5076c720""]"
TAG-b0ae55633f65a5836f0576ab,ROOTCOMP-71fc4510e2ff114c68a82ce3,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-0e1549f09712b32e301a9dfb"",""WCM-da120d221cf5c5f2d2965470""]"
TAG-c55038b600c50b5bf25d4f56,ROOTCOMP-5625b28fe3823dd416ec1bac,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-0f2d68ad2cfefcb002405a0c"",""WCM-e3ad430ff224c831f86516c9""]"
TAG-b805a6721ae5db6cc9e987df,ROOTCOMP-8ff9c66d61a76f749c424126,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-2ab7b241b3fb43daa482ae12""]"
TAG-c985009e76ea095ebc8bd86c,ROOTCOMP-759586009c64d550669c8f8b,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-768987956d4463e0c8bc2281""]"
TAG-a35a6a56462e62541926def2,ROOTCOMP-c55722b3a6fbbfbb6bf0f607,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-3e161a83169a743c9ea7cd51""]"
TAG-2b3c4dc8384917e091cb506a,ROOTCOMP-7ca74f3e487be8b7176e2eff,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-f244146ae6a6235da24297aa""]"
TAG-6a4e11e13578b4f6db40afbd,ROOTCOMP-9114e50085bb152ddd7d318e,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-930e3d044f8f76e4196b390b""]"
TAG-417bf73f864a74dac2726744,ROOTCOMP-99292aff06972e8df6d0edf5,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-35b208348b5cbb3f5761e550"",""WCM-8642e987abba6c69f362630d"",""WCM-bd87e810f5cdda873a5aad6b""]"
TAG-ff23e7c5552c05dff5075d50,ROOTCOMP-8eaf51f5ac368f0f83e35473,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-540f644c6222a8f72ecc752f""]"
TAG-be9d316c197e68fc1856aecc,ROOTCOMP-e1cce2e4cc078280f1141815,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-90ced93b315b8ff535ce6c0c""]"
TAG-36ba081a27876ca203736a6f,ROOTCOMP-b830aedef8c79c31366acb76,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-3927e8d3b6ce8efbbaaca824"",""WCM-b0fc90da805db3ee0dd59579""]"
TAG-f1a7d7b2257ab68b84a4f53e,ROOTCOMP-0fe4dbe37d66bd85358069bc,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-67b6ec0808007fc70ce1224d""]"
TAG-fb314893d73ce89ecb9911d2,ROOTCOMP-b25514e3897f9c276b0c773f,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-faf57a47ccb8209ff0aff123""]"
TAG-e1520495828048fbb826fceb,ROOTCOMP-477debf8e9c7cd6cdbd88206,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-a9d2ada822b336b70cb1e3f1""]"
TAG-575916ee39dcb92ae128b5f4,ROOTCOMP-ea2ba21531f5c1ef50335d20,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-25ff76a280a0052b5382fa2b""]"
TAG-66dd570480236bb05f56cde9,ROOTCOMP-1d977f4d794a4cead0799fc6,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-9de01962e314fdcfb6f38e50""]"
TAG-35ec5f882c701fec53d9d700,ROOTCOMP-98c342a92b0fe300043e5502,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-a0ef15a5d2431d5125625663"",""WCM-e757946bfc4f80b08ba7ecd5"",""WCM-f2db516e401954320dda3295""]"
TAG-2037627c8b43148ff72666a3,ROOTCOMP-ca75d89b46c0ed5311f995c7,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-d6293cd34c34b8d8d46cb2b8""]"
TAG-442f58a4d1c5f1cabc33c491,ROOTCOMP-ca75d89b46c0ed5311f995c7,pressure_channel,market_recruitment_retention,bounded event evidence and corrected compensation metadata,"[""WCM-d6293cd34c34b8d8d46cb2b8""]"
TAG-0bbdf5cf8d78acceff583d36,ROOTCOMP-e436daf894cf91fe6a9006bb,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-241a24fde336f65177ee56d8"",""WCM-c851f0ef2d8eec30e8d75893""]"
TAG-73b297c9c9b0537182f6a406,ROOTCOMP-8ef3ae30ad55d64d224da752,pressure_channel,comparability_parity,bounded event evidence and corrected compensation metadata,"[""WCM-c4d9e4c7ccd1a7ba09486578""]"
TAG-2ba4432ff47c2c3147bb0d92,ROOTCOMP-8ef3ae30ad55d64d224da752,pressure_channel,fiscal_constraint,bounded event evidence and corrected compensation metadata,"[""WCM-c4d9e4c7ccd1a7ba09486578""]"
TAG-81ca3489de46414814433c0a,ROOTCOMP-0ef92b502abdb6256454c508,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-6c150a5f980083eea3d94cda""]"
TAG-054a65a2307fe6ddb0a3d3b9,ROOTCOMP-a5260ce8159f7d5fadc2d149,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-78cd156531aae6edb8c85d20""]"
TAG-989064a8407e92865601411c,ROOTCOMP-7756518a671ebc1a3a5bacc4,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-d219b21c7c746d1419448436""]"
TAG-126df4906933d3fb7464bb25,ROOTCOMP-9ffa0328e5791e5628bd6afe,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-6627164e3dcbee3cb9861b74""]"
TAG-603406542a3dda247583e7a4,ROOTCOMP-335fd8dff1cadf74ddf9810c,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-9254c3062bba376885a7f7c1""]"
TAG-9183ab18e77a6636e93e93ce,ROOTCOMP-d8599a696a3df82a05cccbb1,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-96e54951ecdfe111043f59c1"",""WCM-a2f3f1fdc55789c4161f686f""]"
TAG-a3464ca5136dcddb2da47984,ROOTCOMP-1108a7cc0322da20a24dafad,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-22606a16f110959d9bd3e3d9"",""WCM-6648e7d796a8ad16628e9607"",""WCM-88ff656d98983898894750be"",""WCM-b5b238f74e854c379942e1f7""]"
TAG-2f29843ec74784cbf0fa4b0a,ROOTCOMP-de50eb2a90224be807dbfdd2,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-feb5efe5a5a6ab1b3b6bbc79""]"
TAG-233ef0fb217a6f1080c99c35,ROOTCOMP-e32a070c4f7888159973530b,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-c0907d268a0e915b4436bf04""]"
TAG-945b4e9080d8b0484b61b116,ROOTCOMP-11fa77fc068d9ab6dd952e20,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-04c8179ba9ce85b8b086e9cc""]"
TAG-e44c7819ee02e2950c59cde7,ROOTCOMP-3b0e0bfefc882ddc98a9bd94,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-2b300c960e1cfac5daf51a6b""]"
TAG-8364840a331706588de8af96,ROOTCOMP-1805b8e6dbb496b1190a8153,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-37d41cf6fb63fe28eb87865a""]"
TAG-f22c782c21520515d00a8c47,ROOTCOMP-4634a4838821badfe38584fe,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-f5a5598a76bf52773b07cc14""]"
TAG-d296d98e5b0de7d1c2870b63,ROOTCOMP-586ca7b84f063dd36b4075d8,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-387e18d28e48ad46d2258c44""]"
TAG-8922695c2dc60eca3c22746d,ROOTCOMP-568542beaf2541239201fe7b,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-4a74e48768732e72f782598c"",""WCM-64d7b1268f30fa95b15e4626""]"
TAG-ed837c215c63cdfc7e8613bf,ROOTCOMP-156764fc857720910257c45e,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-58b65841df5415d5b57253fb""]"
TAG-c55f4267be4e19c3a3413af8,ROOTCOMP-003681018491e0f80af17b77,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-227e0219aa036a6e6efd7d9f"",""WCM-479ab02c9949ebc6393ae90a"",""WCM-8945f8bc7d114decdf02b6d6""]"
TAG-e4846b45eb22a8415e05508d,ROOTCOMP-0751b2d93ecc42c1b21eaa0d,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-aa7cbc4f4123fffc575bf430""]"
TAG-13eccb9fa0aabe496b69bd8d,ROOTCOMP-f51ccebf1572317a6ca95b5e,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-23891795f63764b893e27b34"",""WCM-65a7fe849bc48dd904e0f501""]"
TAG-2e6e80e6561f22233bf5a7f8,ROOTCOMP-365975f09e392f08b92b5af5,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-eb237140251482f1692fea5f""]"
TAG-d0f971d57b64304e600141e6,ROOTCOMP-edd7bc214a65116ea0521b22,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-cef9f82f8cb303a649ab2ae9""]"
TAG-c0c5ef1b7a5ce7e2816edede,ROOTCOMP-c06f457c22f56f555bd20a1c,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-1ef118fa3917fd167fcdb04a"",""WCM-4de4073f5aa5a5651c6dfae4"",""WCM-aa2ad10b3c04b9f413552b1e""]"
TAG-de5ac0659fa04c619b9a085b,ROOTCOMP-5927c2f74dd7d14580b451c4,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-8ae628b5db597e9dc8221513""]"
TAG-6233170b1e391bb632715fb2,ROOTCOMP-baefca1a69947871639dc1ff,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-680cac03e6e4a43eb2a6d033"",""WCM-ae09106c4b50babbe7572ea6""]"
TAG-d335ac3f6422e3de0039621e,ROOTCOMP-b64ed7697ee120c797b79cd7,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-b2319ca749ef581824404a6d""]"
TAG-d4e14f5c94c5d0bbc94f5a1d,ROOTCOMP-af1ec0547ecec7ed97c696b7,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-00ec678def1c9ed0f809f416""]"
TAG-19783a5614689634fe46a971,ROOTCOMP-8aa7eea6527f9d2f9d800660,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-db3f92344bc90e8908007a13"",""WCM-effb96cc324d3f0a6348b5e6""]"
TAG-49839ef2930f1d6a30dd1333,ROOTCOMP-2231f6f92352d0bd694d8529,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-6f304c764075567a8e305df0"",""WCM-a799d703f15c67548bfb7de5""]"
TAG-dcae2b4ffa725afcd7730792,ROOTCOMP-f38b13102a07cce326db092a,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-fb2f27707b8c33d388d260d9""]"
TAG-e2208af349f17a2fcc2b6cde,ROOTCOMP-fbae2d51501ca53daf5e2466,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-c4dcabfe5cb24a2eb07a4d7f""]"
TAG-f89bf2a22c9e39e19679199c,ROOTCOMP-2fa01605114e0ca6d7450397,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-c898db05101f35fa7aad6d87""]"
TAG-9824c59ba6fa3d757857a4e6,ROOTCOMP-07192482f3bd4db202fa1f70,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-d1759963f380185258b83a55""]"
TAG-f2a0ea9848414ea66f8645a8,ROOTCOMP-bf84997d675400265c590e3e,pressure_channel,none_identified,bounded event evidence and corrected compensation metadata,"[""WCM-e97852ef4138446c45bda877""]"
