municipality_id,municipality,state,state_fips,county_fips,place_fips,county_subdivision_fips,latitude,longitude,coordinate_source,coordinate_reference_year,coordinate_match_method,coordinate_match_confidence,coordinate_conflict_flag,lower_48_flag,alaska_flag,hawaii_flag,coordinate_missing_flag
cog_2025_136703,Antigo,WI,55,55067,,02275,45.164984,-89.100681,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167304,Antrim,MI,26,26155,,03120,42.827682,-84.106104,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194802,Arcade,NY,36,36121,02407,,42.531726,-78.439916,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161571,Archer,FL,12,12001,01775,,29.559697,-82.572915,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170675,Ardsley,NY,36,36119,02506,,41.013479,-73.839289,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209790,Arena,WI,55,55049,02550,,43.163628,-89.907397,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128552,Arlington,MI,26,26159,,03500,42.291284,-86.044616,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161950,Arnoldsville,GA,13,13221,03124,,33.914955,-83.218427,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208652,Arrow Rock,MO,29,29195,02044,,39.07,-92.947247,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_160575,Ashland,AL,01,01027,02860,,33.269892,-85.833706,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194856,Ashtabula,OH,39,39007,02638,,41.879462,-80.798482,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124255,Astatula,FL,12,12069,02250,,28.70732,-81.73419,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_172918,Athens,OH,39,39067,,02764,40.203258,-81.014487,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161617,Atlantic Beach,FL,12,12031,02400,,30.339552,-81.396669,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131705,Atlantic Beach,NC,37,37031,02500,,34.701904,-76.742265,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208363,Atlas,MI,26,26049,,04000,42.919902,-83.517024,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_186669,Attica,NY,36,36121,03001,,42.863897,-78.27968,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_175718,Atwood,TN,47,47017,02380,,35.974723,-88.668898,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128358,Au Train,MI,26,26003,,04460,46.338093,-86.773924,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177824,Auburndale,WI,55,55141,,03800,44.642389,-90.022718,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208165,Audubon Park,KY,21,21111,02656,,38.205045,-85.727002,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164964,Augusta,KS,20,20015,,03325,37.691397,-96.992285,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_106593,Augusta charter,MI,26,26161,,04180,42.131048,-83.5924,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170801,Aurora,NY,36,36029,,03199,42.738761,-78.638561,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193555,Austin,MN,27,27099,02908,,43.672098,-92.977863,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_205481,Avery,TX,48,48387,05072,,33.551195,-94.780084,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_164539,Avoca,IA,19,19155,03970,,41.482816,-95.337261,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131431,Avoca,NY,36,36101,,03342,42.424318,-77.448755,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_131375,Avon,NY,36,36051,,03364,42.898209,-77.720635,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_184042,Avon-by-the-Sea,NJ,34,34025,02440,,40.191418,-74.015105,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208556,Badger,MN,27,27119,,03142,47.70632,-96.018258,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194554,Bagley,MN,27,27029,03196,,47.52439,-95.402771,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209092,Bainbridge,OH,39,39141,03604,,39.226404,-83.269727,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167532,Balaton,MN,27,27083,03250,,44.232947,-95.871071,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_175985,Balcones Heights,TX,48,48029,05384,,29.490225,-98.549138,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211367,Balkan,MN,27,27137,,03322,47.541039,-92.86219,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170985,Ballston,NY,36,36091,,04220,42.951298,-73.887139,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128343,Bangor,MI,26,26159,05140,,42.31243,-86.113441,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_205671,Baraboo,WI,55,55111,04625,,43.468072,-89.738387,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170711,Barker,NY,36,36007,,04429,42.265005,-75.911308,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_162272,Barrington Hills,IL,17,17031,03883,,42.138642,-88.202959,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_177781,Bass Lake,WI,55,55129,,05225,45.93983,-91.596981,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170831,Batavia,NY,36,36037,,04726,42.99698,-78.227889,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_189605,Batesville,AR,05,05063,04030,,35.768572,-91.622652,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209122,Bath,OH,39,39057,,04220,39.811042,-84.016694,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167576,Battle Lake,MN,27,27111,03970,,46.284912,-95.718697,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211757,Baxter,MN,27,27035,04042,,46.343935,-94.276015,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_212039,Bay,MI,26,26029,,06000,45.299358,-85.048367,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225686,Bay,OH,39,39123,,04304,41.48348,-83.016313,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_135159,Bayou Vista,TX,48,48167,06060,,29.32557,-94.939208,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_111011,Bazetta,OH,39,39155,,04444,41.306374,-80.7704,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225684,Beaver,OH,39,39121,,04682,39.901656,-81.276691,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209368,Beaver,PA,42,42065,,04728,41.067754,-79.173749,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167803,Becker,MN,27,27021,,04600,46.414558,-94.717842,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_165980,Bedford,KY,21,21223,04816,,38.59423,-85.317437,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_172800,Bedford,OH,39,39031,,04864,40.269082,-82.046831,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124881,Bedford Park,IL,17,17031,04572,,41.767773,-87.772556,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170340,Bedminster,NJ,34,34035,,04450,40.673089,-74.686325,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170793,Beekman,NY,36,36027,,05452,41.603529,-73.698887,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_175980,Beeville,TX,48,48025,07192,,28.405244,-97.748931,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_134664,Belle,SD,46,46045,,04340,45.549151,-98.914551,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_168410,Belle Plaine,MN,27,27139,,04852,44.583491,-93.710869,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_165840,Bellefonte,KY,21,21089,05374,,38.498682,-82.69032,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128347,Belleville,MI,26,26163,07020,,42.201917,-83.482812,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_207832,Bellflower,IL,17,17113,04897,,40.340552,-88.525638,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211455,Bellmead,TX,48,48309,07408,,31.601451,-97.089037,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_212211,Bellwood,IL,17,17031,04975,,41.882901,-87.87617,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194229,Beloit,WI,55,55105,06500,,42.523506,-89.01766,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_162180,Belvidere,IL,17,17007,05092,,42.265448,-88.887758,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191043,Belville,NC,37,37019,04950,,34.216748,-77.9988,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193561,Bemidji,MN,27,27007,,05086,47.441733,-94.86111,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_108407,Benkelman,NE,31,31057,04230,,40.046826,-101.540193,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194555,Benson,MN,27,27151,05212,,45.315182,-95.60537,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_189922,Benton,IL,17,17055,05300,,38.013187,-88.917281,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_193355,Benton,KS,20,20015,,06200,37.781587,-97.098507,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_202162,Berlin,NJ,34,34007,,05470,39.807116,-74.924178,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225676,Berlin,OH,39,39099,,05858,41.028914,-80.95059,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_194989,Bernards,NJ,34,34035,,05560,40.677455,-74.567277,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_162510,Bethalto,IL,17,17119,05599,,38.90166,-90.044841,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_176963,Bethany,WV,54,54009,06844,,40.204846,-80.560862,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161475,Bethlehem,CT,09,09140,,04930,41.635759,-73.211422,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_123148,Big Bear Lake,CA,06,06071,06434,,34.242888,-116.893893,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_170754,Big Flats,NY,36,36015,,06475,42.13849,-76.913756,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167149,Big Rapids charter,MI,26,26107,,08320,43.679795,-85.502554,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_192100,Bigfork,MN,27,27061,,05716,47.784781,-93.719119,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_225354,Biggs,CA,06,06007,06560,,39.410187,-121.713322,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_207659,Biscayne Park,FL,12,12086,06600,,25.881696,-80.181101,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167627,Biwabik,MN,27,27137,06148,,47.540312,-92.342174,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_140792,Black Earth,WI,55,55025,,07825,43.138104,-89.80574,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208449,Blackduck,MN,27,27007,06256,,47.73191,-94.559553,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_106119,Blandford,MA,25,25013,,06085,42.190191,-72.954263,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_172856,Blendon,OH,39,39049,,06922,40.096611,-82.904031,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166723,Blissfield,MI,26,26091,09000,,41.830273,-83.861739,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_173206,Bloom,OH,39,39147,,07006,41.030493,-83.006089,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_202813,Bloomer,WI,55,55017,08225,,45.102828,-91.49154,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_165956,Bloomfield,KY,21,21179,07516,,37.913637,-85.315553,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167170,Bloomfield,MI,26,26113,,09080,44.466912,-85.276472,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211742,Bloomfield Hills,MI,26,26125,09180,,42.581359,-83.246418,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167204,Bloomfield charter,MI,26,26125,,09110,42.577893,-83.274466,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_168447,Blooming Prairie,MN,27,27147,,06598,43.89298,-93.11009,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208995,Blowing Rock,NC,37,37189,06500,,36.129182,-81.666326,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_208467,Blue Earth,MN,27,27043,06688,,43.640994,-94.100339,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_161149,Blue Lake,CA,06,06023,07162,,40.880993,-123.994912,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_176384,Blue Mound,TX,48,48439,08860,,32.854257,-97.338369,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191566,Bluff City,TN,47,47163,06960,,36.459484,-82.277888,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_191844,Bonduel,WI,55,55115,08725,,44.737994,-88.45135,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_124252,Bonifay,FL,12,12059,07450,,30.781349,-85.688758,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_176226,Borger,TX,48,48233,09556,,35.659435,-101.40236,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_106320,Boyne City,MI,26,26029,09820,,45.213163,-85.012439,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204604,Bradford,ME,23,23019,,06575,45.08826,-68.906681,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_209389,Bradford,PA,42,42083,,08048,41.916967,-78.687943,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166270,Bradley,ME,23,23019,,06680,44.89448,-68.546752,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_167497,Braham,MN,27,27059,07282,,45.722348,-93.172197,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_201617,Breese,IL,17,17027,07913,,38.613802,-89.523713,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_172617,Brewster,OH,39,39151,08504,,40.711517,-81.607777,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_128305,Brighton,MI,26,26093,10620,,42.529705,-83.784545,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_211438,Brighton,PA,42,42007,,08680,40.702589,-80.380924,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_166502,Brimfield,MA,25,25013,,08470,42.128176,-72.205352,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_132731,Brimfield,OH,39,39133,,08840,41.094856,-81.342265,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_102595,Broadview,IL,17,17031,08446,,41.858367,-87.856192,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_127620,Bromley,KY,21,21117,09856,,39.077713,-84.561327,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
cog_2025_204981,Bronxville,NY,36,36119,08532,,40.939493,-73.82644,U.S. Census Bureau 2024 National Gazetteer,2024,stable state/county/local-geography FIPS join,high,false,true,false,false,false
