hex_cell_id,geography_panel,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude,institutional_channel,compensation_outcome,timing_channel,pressure_channel,mechanism_view_name,side,implementation_status_scope,implementation_event_count,root_compensation_event_count,unique_municipality_count,unique_cycle_count,corroborated_event_count,recurring_event_count,one_time_event_count,urban_event_count,rural_event_count,unknown_urbanicity_count,confidence_high_count,confidence_moderate_count,disclosure_flags
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,budget_pay_plan_process,,,,institutional_channel:budget_pay_plan_process,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,step_progression,,,compensation_outcome:step_progression,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,,ordinance_adoption,,timing_implementation:ordinance_adoption,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,,recurring,,timing_implementation:recurring,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,,,fiscal_constraint,pressure_channel:fiscal_constraint,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,,one_time,,timing_implementation:one_time,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122702,alaska_inset,0.0,0.0,61.573919,-159.246921,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_137163,alaska_inset,0.0,0.0,55.215515,-162.775546,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_137163,alaska_inset,0.0,0.0,55.215515,-162.775546,,across_the_board_raise,,,compensation_outcome:across_the_board_raise,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_137163,alaska_inset,0.0,0.0,55.215515,-162.775546,,,recurring,,timing_implementation:recurring,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_137163,alaska_inset,0.0,0.0,55.215515,-162.775546,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_203929,alaska_inset,0.0,0.0,58.205148,-157.521978,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_203929,alaska_inset,0.0,0.0,58.205148,-157.521978,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_203929,alaska_inset,0.0,0.0,58.205148,-157.521978,,,one_time,,timing_implementation:one_time,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_203929,alaska_inset,0.0,0.0,58.205148,-157.521978,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_203929,alaska_inset,0.0,0.0,58.205148,-157.521978,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_100234,alaska_inset,0.0,0.0,59.737057,-154.902414,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_100234,alaska_inset,0.0,0.0,59.737057,-154.902414,,across_the_board_raise,,,compensation_outcome:across_the_board_raise,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_100234,alaska_inset,0.0,0.0,59.737057,-154.902414,,,recurring,,timing_implementation:recurring,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_100234,alaska_inset,0.0,0.0,59.737057,-154.902414,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,none_identified,,,,institutional_channel:none_identified,safety_combined,formally_adopted|implemented|paid_or_observed,1,2,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,stipend_or_premium,,,compensation_outcome:stipend_or_premium,safety_combined,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,,recurring,,timing_implementation:recurring,safety_combined,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,,,none_identified,pressure_channel:none_identified,safety_combined,formally_adopted|implemented|paid_or_observed,1,2,1,1,0,1,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,retroactive_pay,,,compensation_outcome:retroactive_pay,safety_combined,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,,payroll_effective_date,,timing_implementation:payroll_effective_date,safety_combined,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_160773,alaska_inset,0.0,0.0,57.867012,-152.856248,,,retroactive,,timing_implementation:retroactive,safety_combined,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122710,alaska_inset,0.0,0.0,59.052942,-160.396855,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,0,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122710,alaska_inset,0.0,0.0,59.052942,-160.396855,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,0,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122710,alaska_inset,0.0,0.0,59.052942,-160.396855,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,0,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_122710,alaska_inset,0.0,0.0,59.052942,-160.396855,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,0,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_247336,alaska_inset,0.0,0.0,56.082115,-133.067469,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_247336,alaska_inset,0.0,0.0,56.082115,-133.067469,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_247336,alaska_inset,0.0,0.0,56.082115,-133.067469,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_247336,alaska_inset,0.0,0.0,56.082115,-133.067469,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
ALASKA_INSET-cog_2025_247336,alaska_inset,0.0,0.0,56.082115,-133.067469,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00007,lower_48,975000.0,1169134.295,33.105247,-85.465795,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00007,lower_48,975000.0,1169134.295,33.105247,-85.465795,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00007,lower_48,975000.0,1169134.295,33.105247,-85.465795,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00007,lower_48,975000.0,1169134.295,33.105247,-85.465795,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00007,lower_48,975000.0,1169134.295,33.105247,-85.465795,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00005,lower_48,975000.0,995929.214,31.560909,-85.668425,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00005,lower_48,975000.0,995929.214,31.560909,-85.668425,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00005,lower_48,975000.0,995929.214,31.560909,-85.668425,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00005,lower_48,975000.0,995929.214,31.560909,-85.668425,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00005,lower_48,975000.0,995929.214,31.560909,-85.668425,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00009,lower_48,825000.0,1255736.835,34.014419,-86.987501,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00009,lower_48,825000.0,1255736.835,34.014419,-86.987501,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00009,lower_48,825000.0,1255736.835,34.014419,-86.987501,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00009,lower_48,825000.0,1255736.835,34.014419,-86.987501,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00009,lower_48,825000.0,1255736.835,34.014419,-86.987501,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,,cola_cpi_adjustment,,,compensation_outcome:cola_cpi_adjustment,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00013-+00006,lower_48,975000.0,1082531.755,32.333627,-85.56809,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,budget_pay_plan_process,,,,institutional_channel:budget_pay_plan_process,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,settlement_or_mou,,,,institutional_channel:settlement_or_mou,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,,no_direct_compensation_outcome,,,compensation_outcome:no_direct_compensation_outcome,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,,,unclear,,timing_implementation:unclear,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00012-+00010,lower_48,900000.0,1385640.646,35.10336,-86.025446,,,,fiscal_constraint,pressure_channel:fiscal_constraint,side_independent,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00007,lower_48,825000.0,1082531.755,32.46979,-87.162933,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00007,lower_48,825000.0,1082531.755,32.46979,-87.162933,,retroactive_pay,,,compensation_outcome:retroactive_pay,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00007,lower_48,825000.0,1082531.755,32.46979,-87.162933,,,payroll_effective_date,,timing_implementation:payroll_effective_date,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00007,lower_48,825000.0,1082531.755,32.46979,-87.162933,,,retroactive,,timing_implementation:retroactive,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00011-+00007,lower_48,825000.0,1082531.755,32.46979,-87.162933,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,0,1,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00014,lower_48,375000.0,1428941.916,35.838683,-91.810073,none_identified,,,,institutional_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,1,0,0,0,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00014,lower_48,375000.0,1428941.916,35.838683,-91.810073,,across_the_board_raise,,,compensation_outcome:across_the_board_raise,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,1,0,0,0,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00014,lower_48,375000.0,1428941.916,35.838683,-91.810073,,,recurring,,timing_implementation:recurring,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,1,0,0,0,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00014,lower_48,375000.0,1428941.916,35.838683,-91.810073,,,,none_identified,pressure_channel:none_identified,remains_unclear,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,1,0,1,0,0,0,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,none_identified,,,,institutional_channel:none_identified,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,1,0,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,,retroactive_pay,,,compensation_outcome:retroactive_pay,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,0,2,0,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,,,payroll_effective_date,,timing_implementation:payroll_effective_date,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,0,2,0,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,,,retroactive,,timing_implementation:retroactive,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,0,2,0,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,,,,none_identified,pressure_channel:none_identified,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,0,2,0,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,1,0,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,,,ordinance_adoption,,timing_implementation:ordinance_adoption,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,1,0,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,none_identified,,,,institutional_channel:none_identified,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,2,0,2,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,retroactive_pay,,,compensation_outcome:retroactive_pay,police,formally_adopted|implemented|paid_or_observed,3,3,1,3,0,0,2,0,3,0,3,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,,one_time,,timing_implementation:one_time,police,formally_adopted|implemented|paid_or_observed,2,2,1,2,0,0,2,0,2,0,2,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,,retroactive,,timing_implementation:retroactive,police,formally_adopted|implemented|paid_or_observed,3,3,1,3,0,0,2,0,3,0,3,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,,,none_identified,pressure_channel:none_identified,police,formally_adopted|implemented|paid_or_observed,3,3,1,3,0,0,2,0,3,0,3,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,ordinance_council_adoption,,,,institutional_channel:ordinance_council_adoption,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,,ordinance_adoption,,timing_implementation:ordinance_adoption,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00005-+00013,lower_48,375000.0,1342339.376,35.065724,-91.852278,,,payroll_effective_date,,timing_implementation:payroll_effective_date,police,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,0,0,1,0,1,0,event_counts_are_documentary_not_prevalence
CONUS50-+00004-+00013,lower_48,300000.0,1299038.106,34.705229,-92.697704,budget_pay_plan_process,,,,institutional_channel:budget_pay_plan_process,non_safety,formally_adopted|implemented|paid_or_observed,1,1,1,1,0,0,1,1,0,0,1,0,event_counts_are_documentary_not_prevalence
