search_target_id,municipality_id,municipality,state,period_start,period_end,period_label,side_scope,department_or_unit_scope,external_data_family,search_priority,expected_claim_upgrade,expected_public_availability,likely_source_families,query_primary,query_repair,linked_root_event_count,linked_mechanism_exposure_event_count,linked_claim_count,linked_external_gap_count,existing_source_reuse_count,compacted_from_raw_target_count,lane_id,lineage_raw_target_ids
EXTSEARCH-560c3e0e0d87b72e51d14c34,cog_2025_191947,Etna,CA,2023,2023,2023,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Etna"" ""CA"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Etna"" ""CA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,7,0,6,0,6,external_search_lane_002,EXTTARGET-08e90e65336b9bf2f0a04430|EXTTARGET-482561c537eb97c2ed8fafab|EXTTARGET-4d16e34ba8d11704225c3f87|EXTTARGET-9bac4f7e2faefc7a1d6e480a|EXTTARGET-b865387871f5b47e2ed1a32f|EXTTARGET-e99f0343003976afa24f571b
EXTSEARCH-b9f86e1c9e91143a3c683bd9,cog_2025_161211,Gonzales,CA,2024,2024,2024,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Gonzales"" ""CA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Gonzales"" ""CA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_002,EXTTARGET-1cf6669369159bf1093d0252|EXTTARGET-203528a4d29a395e7ca44144|EXTTARGET-34b1fa388c65eacc2dd827dc|EXTTARGET-406979663f9a1c88bb73a77b|EXTTARGET-ad9674536ba5cb68c4c36016|EXTTARGET-f2dc9a63a3c9b29617f7928b
EXTSEARCH-f41f22c34240fe9246e6bcc2,cog_2025_161274,Solvang,CA,2025,2025,2025,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Solvang"" ""CA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Solvang"" ""CA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_002,EXTTARGET-53e9da0ec24008a60f0aae5e|EXTTARGET-827641264d3d21fda7eb0611|EXTTARGET-8797b479dd2017968cbc1d34|EXTTARGET-90cc84f863bd4caa9ea6e3ee|EXTTARGET-e1243130204b0dc3bdc0d79e|EXTTARGET-f919edcac339ba1323f9f835
EXTSEARCH-1ecec2bb3dcffa0c0ac4de2b,cog_2025_193106,Westmorland,CA,2025,2025,2025,non_safety,non_safety,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Westmorland"" ""CA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Westmorland"" ""CA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",3,18,0,12,0,18,external_search_lane_002,EXTTARGET-19fd9b7d35ef1cba73b01918|EXTTARGET-1abbe48504b73cc657f830b4|EXTTARGET-1abbe48504b73cc657f830b4|EXTTARGET-205d13dbd6d06936700810bf|EXTTARGET-205d13dbd6d06936700810bf|EXTTARGET-3a3b20be302adafce0bbcb2f|EXTTARGET-5a6cd714e8ce705ac755533d|EXTTARGET-783bd3d1c9d42aeb188ef654|EXTTARGET-7a315092465d49e01bfaefd4|EXTTARGET-7a315092465d49e01bfaefd4|EXTTARGET-7ec09bdeedfef7b79636c1d3|EXTTARGET-7ec09bdeedfef7b79636c1d3|EXTTARGET-a5ebfbd44ac40b7c621f72a7|EXTTARGET-b9bad961cdc039a10656341b|EXTTARGET-c6bbe3e55f86be8fe9b6220c|EXTTARGET-c6bbe3e55f86be8fe9b6220c|EXTTARGET-e524967a1011f2398680c6f2|EXTTARGET-e524967a1011f2398680c6f2
EXTSEARCH-b81b0a9b6e20aa4f6a34da1e,cog_2025_204119,Dinosaur,CO,,,undated,side_independent,side_independent,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Dinosaur"" ""CO"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Dinosaur"" ""CO"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",4,19,0,6,0,24,external_search_lane_002,EXTTARGET-2dd9b1dbd91fec9457321cb8|EXTTARGET-2dd9b1dbd91fec9457321cb8|EXTTARGET-2dd9b1dbd91fec9457321cb8|EXTTARGET-2dd9b1dbd91fec9457321cb8|EXTTARGET-36ad8b20aa76c19cc3a7ed01|EXTTARGET-36ad8b20aa76c19cc3a7ed01|EXTTARGET-36ad8b20aa76c19cc3a7ed01|EXTTARGET-36ad8b20aa76c19cc3a7ed01|EXTTARGET-675418f3981c28ccb00bff6f|EXTTARGET-675418f3981c28ccb00bff6f|EXTTARGET-675418f3981c28ccb00bff6f|EXTTARGET-675418f3981c28ccb00bff6f|EXTTARGET-e0e262acdc417dfd6517c745|EXTTARGET-e0e262acdc417dfd6517c745|EXTTARGET-e0e262acdc417dfd6517c745|EXTTARGET-e0e262acdc417dfd6517c745|EXTTARGET-e51fff2c92ff304c6882b48b|EXTTARGET-e51fff2c92ff304c6882b48b|EXTTARGET-e51fff2c92ff304c6882b48b|EXTTARGET-e51fff2c92ff304c6882b48b|EXTTARGET-e767813d4a22cd6dc6382339|EXTTARGET-e767813d4a22cd6dc6382339|EXTTARGET-e767813d4a22cd6dc6382339|EXTTARGET-e767813d4a22cd6dc6382339
EXTSEARCH-ed92b86f69a50360346178ef,cog_2025_123758,Mountain Village,CO,2016,2016,2016,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Mountain Village"" ""CO"" ""2016"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Mountain Village"" ""CO"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,11,0,12,0,12,external_search_lane_002,EXTTARGET-0c4fbbf169e70bc2c4101e7c|EXTTARGET-1a135659569e6d3a7716e54d|EXTTARGET-521c907f87ba6e49d4099ef4|EXTTARGET-87edc709123986b8f4cc90a1|EXTTARGET-92ad3f9837aeb2c2b7c76063|EXTTARGET-937026100082204323552b7a|EXTTARGET-956a0a6833800e38826caede|EXTTARGET-b766d58f13bb9adc65f8e1bc|EXTTARGET-d75c354a1e99a09588dcdf8d|EXTTARGET-d80abd34422be67d4848e8b4|EXTTARGET-ee59184a000726040f169271|EXTTARGET-f4011832ea533c86d0aa2954
EXTSEARCH-4f17c9a8457b833da94013f4,cog_2025_161475,Bethlehem,CT,,,undated,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Bethlehem"" ""CT"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Bethlehem"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,7,0,6,0,12,external_search_lane_002,EXTTARGET-25e5b5fce2dbcf18d3bf935b|EXTTARGET-25e5b5fce2dbcf18d3bf935b|EXTTARGET-3cb328227637a19e62d7b952|EXTTARGET-3cb328227637a19e62d7b952|EXTTARGET-847b18c6250bcca842eaa3ff|EXTTARGET-847b18c6250bcca842eaa3ff|EXTTARGET-aa5f1a897a8cec0ebf7e74fa|EXTTARGET-aa5f1a897a8cec0ebf7e74fa|EXTTARGET-bed9901a8d821e3122de4ebc|EXTTARGET-bed9901a8d821e3122de4ebc|EXTTARGET-eb9ab370464d8af2997c4761|EXTTARGET-eb9ab370464d8af2997c4761
EXTSEARCH-ebeedf8c1acbca9a5bd3626d,cog_2025_101716,Marlborough,CT,2024,2024,2024,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Marlborough"" ""CT"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Marlborough"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_002,EXTTARGET-03569a55257449374fcd1d22|EXTTARGET-3e6bcada7dcb0c883aac7c09|EXTTARGET-3ed577757a0ac6d80bbbe1d8|EXTTARGET-7bc15265a14e28d2dbaf9493|EXTTARGET-9f72267f240f176379f99cb3|EXTTARGET-f81dbe8e58b330e602f182de
EXTSEARCH-d3794758575ec8f5ed17fac6,cog_2025_161481,New Hartford,CT,2018,2018,2018,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""New Hartford"" ""CT"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""New Hartford"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_002,EXTTARGET-3ebc25df11f94a55eff1f1b7|EXTTARGET-41119d21274231d648789b6f|EXTTARGET-64242cc1e30373aef8ad49a3|EXTTARGET-c26333fe6f167c191603ecc2|EXTTARGET-c56075ced2a581279af19172|EXTTARGET-e645d5a2120ff930dfc2aae5
EXTSEARCH-d293d80080dd1b38785d66fe,cog_2025_161571,Archer,FL,,,undated,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Archer"" ""FL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Archer"" ""FL"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,7,0,6,0,12,external_search_lane_002,EXTTARGET-1411f426f854df12ef74e43d|EXTTARGET-1411f426f854df12ef74e43d|EXTTARGET-5553ded5d5ef40a6757fa62f|EXTTARGET-5553ded5d5ef40a6757fa62f|EXTTARGET-5f8238b27410e758c16816c0|EXTTARGET-5f8238b27410e758c16816c0|EXTTARGET-758f8c83c13b0471f237985d|EXTTARGET-758f8c83c13b0471f237985d|EXTTARGET-9117700ceb2ad71003687cbe|EXTTARGET-9117700ceb2ad71003687cbe|EXTTARGET-ca71865930ed52e4b7fa2345|EXTTARGET-ca71865930ed52e4b7fa2345
EXTSEARCH-b916ebcce24c8780e83b8598,cog_2025_124264,Dunnellon,FL,2024,2024,2024,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Dunnellon"" ""FL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Dunnellon"" ""FL"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_002,EXTTARGET-11724c0207afc5662119c3df|EXTTARGET-2552bfac78bae2cf7428cbb4|EXTTARGET-7b362d0ff26755750ece92b6|EXTTARGET-9ca44d89bfe4eea99379beb3|EXTTARGET-b80209e0d508bc5d189cf8be|EXTTARGET-dc52bdf9d21c08de9a7e773a
EXTSEARCH-5a4f9692b16f167b2526c35d,cog_2025_207660,Golden Beach,FL,2020,2020,2020,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Golden Beach"" ""FL"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Golden Beach"" ""FL"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,8,0,6,0,12,external_search_lane_002,EXTTARGET-056decf2204b4fb7567949c8|EXTTARGET-056decf2204b4fb7567949c8|EXTTARGET-0d9c06d4a7c9e18b3435a785|EXTTARGET-0d9c06d4a7c9e18b3435a785|EXTTARGET-42b86ce99a10aea332f180b2|EXTTARGET-42b86ce99a10aea332f180b2|EXTTARGET-511565c250bbf80d46f7425e|EXTTARGET-511565c250bbf80d46f7425e|EXTTARGET-914bfe71324c5c32236ec22f|EXTTARGET-914bfe71324c5c32236ec22f|EXTTARGET-d4c6769bdacae1ece53b52e7|EXTTARGET-d4c6769bdacae1ece53b52e7
