hex_cell_id,geography_panel,mechanism_view_name,safety_event_count,non_safety_event_count,event_count_difference,interpretation_guard
ALASKA_INSET-cog_2025_160773,alaska_inset,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00027,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00000-+00027,lower_48,institutional_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00000-+00027,lower_48,pressure_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00000-+00027,lower_48,timing_implementation:payroll_effective_date,4,0,4,event-count difference; not prevalence difference
CONUS50-+00000-+00027,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00000-+00028,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00028,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00028,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00028,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00028,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,compensation_outcome:cola_cpi_adjustment,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00029,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,compensation_outcome:no_direct_compensation_outcome,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,institutional_channel:budget_pay_plan_process,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,institutional_channel:ordinance_council_adoption,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,pressure_channel:fiscal_constraint,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,timing_implementation:ordinance_adoption,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00000-+00030,lower_48,timing_implementation:unclear,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00000-+00031,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,timing_implementation:budget_appropriation,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,timing_implementation:ordinance_adoption,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00007,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00010,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00010,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00010,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00010,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00010,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00015,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00018,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00018,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00018,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00018,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00018,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00020,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00020,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00020,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00020,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00020,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00024,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00024,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00024,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00024,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00024,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,compensation_outcome:across_the_board_raise,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,institutional_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,pressure_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,timing_implementation:payroll_effective_date,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,timing_implementation:recurring,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00026,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,compensation_outcome:no_direct_compensation_outcome,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,compensation_outcome:uniform_or_equipment_allowance,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,institutional_channel:budget_pay_plan_process,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,institutional_channel:settlement_or_mou,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,pressure_channel:fiscal_constraint,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,timing_implementation:payroll_effective_date,1,1,0,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00027,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00028,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00028,lower_48,institutional_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00028,lower_48,pressure_channel:none_identified,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00028,lower_48,timing_implementation:payroll_effective_date,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00028,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,compensation_outcome:across_the_board_raise,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,compensation_outcome:no_direct_compensation_outcome,0,4,-4,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,compensation_outcome:retroactive_pay,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,institutional_channel:budget_pay_plan_process,0,4,-4,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,institutional_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,institutional_channel:ordinance_council_adoption,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,pressure_channel:fiscal_constraint,0,4,-4,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,pressure_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,timing_implementation:budget_appropriation,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,timing_implementation:ordinance_adoption,0,2,-2,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,timing_implementation:payroll_effective_date,5,2,3,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00029,lower_48,timing_implementation:retroactive,5,0,5,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,compensation_outcome:stipend_or_premium,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,institutional_channel:settlement_or_mou,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00001-+00031,lower_48,timing_implementation:unclear,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00023,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00023,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00023,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00023,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00023,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,compensation_outcome:base_wage_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,compensation_outcome:retroactive_pay,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,pressure_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,timing_implementation:budget_appropriation,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,timing_implementation:payroll_effective_date,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00024,lower_48,timing_implementation:retroactive,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:base_wage_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:classification_band_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:retroactive_pay,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,compensation_outcome:stipend_or_premium,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,institutional_channel:none_identified,4,0,4,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,institutional_channel:settlement_or_mou,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,pressure_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,timing_implementation:payroll_effective_date,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,timing_implementation:retroactive,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00026,lower_48,timing_implementation:unclear,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,compensation_outcome:benefit_cost_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,compensation_outcome:retroactive_pay,3,0,3,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,compensation_outcome:salary_range_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,compensation_outcome:step_progression,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,institutional_channel:budget_pay_plan_process,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,institutional_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,pressure_channel:fiscal_constraint,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,pressure_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,timing_implementation:payroll_effective_date,7,0,7,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,timing_implementation:recurring,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00027,lower_48,timing_implementation:retroactive,3,0,3,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:benefit_cost_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:lump_sum,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:non_base_compensation_other,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,institutional_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,pressure_channel:none_identified,5,0,5,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:one_time,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:payroll_effective_date,3,0,3,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00028,lower_48,timing_implementation:unclear,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:benefit_cost_change,1,1,0,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:non_base_compensation_other,3,0,3,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:retroactive_pay,2,2,0,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:salary_range_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:step_progression,0,1,-1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,compensation_outcome:uniform_or_equipment_allowance,2,0,2,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,institutional_channel:none_identified,8,2,6,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,pressure_channel:none_identified,9,2,7,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,timing_implementation:payroll_effective_date,6,2,4,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,timing_implementation:recurring,3,1,2,event-count difference; not prevalence difference
CONUS50-+00002-+00029,lower_48,timing_implementation:retroactive,2,2,0,event-count difference; not prevalence difference
CONUS50-+00002-+00030,lower_48,compensation_outcome:non_base_compensation_other,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00030,lower_48,institutional_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00030,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00002-+00030,lower_48,timing_implementation:unclear,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,compensation_outcome:no_direct_compensation_outcome,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,institutional_channel:none_identified,2,0,2,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,pressure_channel:comparability_parity,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,pressure_channel:market_recruitment_retention,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00007,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,compensation_outcome:base_wage_change,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,pressure_channel:none_identified,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,timing_implementation:ordinance_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,timing_implementation:payroll_effective_date,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00011,lower_48,timing_implementation:retroactive,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,compensation_outcome:across_the_board_raise,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,compensation_outcome:step_progression,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,institutional_channel:budget_pay_plan_process,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,institutional_channel:ordinance_council_adoption,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,pressure_channel:fiscal_constraint,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,timing_implementation:budget_appropriation,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00020,lower_48,timing_implementation:recurring,1,0,1,event-count difference; not prevalence difference
CONUS50-+00003-+00025,lower_48,compensation_outcome:no_direct_compensation_outcome,2,0,2,event-count difference; not prevalence difference
CONUS50-+00003-+00025,lower_48,compensation_outcome:retroactive_pay,1,0,1,event-count difference; not prevalence difference
