search_target_id,municipality_id,municipality,state,period_start,period_end,period_label,side_scope,department_or_unit_scope,external_data_family,search_priority,expected_claim_upgrade,expected_public_availability,likely_source_families,query_primary,query_repair,linked_root_event_count,linked_mechanism_exposure_event_count,linked_claim_count,linked_external_gap_count,existing_source_reuse_count,compacted_from_raw_target_count,lane_id,lineage_raw_target_ids
EXTSEARCH-1f40737709e9291a0388268c,cog_2025_161481,New Hartford,CT,2014,2014,2014,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""New Hartford"" ""CT"" ""2014"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""New Hartford"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-2b73619c1cb991e54fdda46e|EXTTARGET-535cd17d3f0fa4cde7c49b1c|EXTTARGET-a9111efa225e24bc4b1b6d8e|EXTTARGET-d209f0627b10a52c94f941c9|EXTTARGET-da4b3bb09e443ef1f07d65e7|EXTTARGET-e7424816bed124aa545f9af1
EXTSEARCH-d9256612618cf5c54707edd2,cog_2025_101723,Salisbury,CT,,,undated,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Salisbury"" ""CT"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Salisbury"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-09214ec83573a434d6c8b708|EXTTARGET-494792f60f53da59981e612e|EXTTARGET-4b4f7c3c8e3ce99079735dbe|EXTTARGET-5c4f98b9c7500fb997cc87c0|EXTTARGET-5f6463f189ce257f8e2aa7f8|EXTTARGET-6629032078b2e09401a8d8b7
EXTSEARCH-fe1ff96aa6430099a9531e23,cog_2025_161513,Vernon,CT,,,undated,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Vernon"" ""CT"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Vernon"" ""CT"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-151ab1780d9a088461f7220d|EXTTARGET-84d14dfc144a98311728704e|EXTTARGET-ba0f0c2d9ced26239a084aca|EXTTARGET-c59eb6e11934d0831158f246|EXTTARGET-ca6b9e285504f9403e977c16|EXTTARGET-f8d81fe24be743564e68919f
EXTSEARCH-4b545dd9f5f7b601d7427439,cog_2025_194770,Holly Hill,FL,,,undated,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Holly Hill"" ""FL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Holly Hill"" ""FL"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-753fa2139161b178101c0a47|EXTTARGET-a4a26bf3f2faa520ee7060f1|EXTTARGET-ae1f7ad34b2c90e8985e54a8|EXTTARGET-bde76f17ccb8d3acfd020585|EXTTARGET-d8a0ea72934e0a92a668da88|EXTTARGET-f1377e256753d1f0bec00a82
EXTSEARCH-5ab0e2349a98514769e5d140,cog_2025_161660,Key Colony Beach,FL,2025,2025,2025,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Key Colony Beach"" ""FL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Key Colony Beach"" ""FL"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-1df0b1868de52869f729acc8|EXTTARGET-3f6f081c60d9b8459f090a2e|EXTTARGET-8a9558a413f9b097274daad0|EXTTARGET-a11881d3a4a80e3325dc3330|EXTTARGET-a2ab37b932e635b9f50a3c41|EXTTARGET-ee27766a51a295f5e9832ab5
EXTSEARCH-abed06d3d9a407d5466cd239,cog_2025_219891,Chattahoochee Hills,GA,2022,2022,2022,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Chattahoochee Hills"" ""GA"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Chattahoochee Hills"" ""GA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-2b3517d7c9344852b787373e|EXTTARGET-2d82683bc08a29348437aa8c|EXTTARGET-488447e1b7bafce18cf9c4a2|EXTTARGET-5d1a23172798ad5b49b7e758|EXTTARGET-b50c8c2496f938fbdc3c4247|EXTTARGET-ff42f60f725973c8d3144bb0
EXTSEARCH-395eaf1eaa1e941612a39eab,cog_2025_124457,Pinehurst,GA,2024,2024,2024,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Pinehurst"" ""GA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Pinehurst"" ""GA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-29b57e0c7e7ba7cb615e6c08|EXTTARGET-4593c1098a8faf916b216456|EXTTARGET-57f0d2cbbe0049a1b2024079|EXTTARGET-60f67a76810dd3dbeb073e9a|EXTTARGET-ea2f029a489ff85155042eb1|EXTTARGET-fd08968a022cea16832685e4
EXTSEARCH-462774d48e53776226dd45a2,cog_2025_211249,Colo,IA,2015,2015,2015,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Colo"" ""IA"" ""2015"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Colo"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,5,0,6,0,6,external_search_lane_001,EXTTARGET-248591212a6886d369d6c85e|EXTTARGET-854ce9711b09195ba83ef118|EXTTARGET-a0b4ce7df7784c9d8071af0e|EXTTARGET-be33791250b24ad7ee0701e4|EXTTARGET-e85f4ca6218e936a970b8308|EXTTARGET-fb80bfb6a0a8b340b201c53a
EXTSEARCH-2dd3edd842757d26d97b6955,cog_2025_104472,Elk Horn,IA,2026,2026,2026,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Elk Horn"" ""IA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Elk Horn"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",2,7,0,6,0,12,external_search_lane_001,EXTTARGET-1eb345ba22c683e507c53722|EXTTARGET-1eb345ba22c683e507c53722|EXTTARGET-4fd4a0c8699f80b59fb3c6e0|EXTTARGET-4fd4a0c8699f80b59fb3c6e0|EXTTARGET-7e3102c70ae7fa9235dc8eaa|EXTTARGET-7e3102c70ae7fa9235dc8eaa|EXTTARGET-93b258b1b24f6eb927ce7541|EXTTARGET-93b258b1b24f6eb927ce7541|EXTTARGET-aa516e1a1c69e7500d18f5ea|EXTTARGET-aa516e1a1c69e7500d18f5ea|EXTTARGET-b2c0829111e5acf6561fd874|EXTTARGET-b2c0829111e5acf6561fd874
EXTSEARCH-df90a98ceb6ad16427eb77d9,cog_2025_164284,Moravia,IA,2024,2024,2024,non_safety,non_safety,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Moravia"" ""IA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Moravia"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,6,0,6,0,6,external_search_lane_001,EXTTARGET-2ad728014c87a66b82b42ff2|EXTTARGET-32e003e814fc013cfc103e54|EXTTARGET-826e01b427fde7c980fc469e|EXTTARGET-92dfc232fe954e139e1c5eb3|EXTTARGET-a7bd4dc0eb6a2233d9acf9a9|EXTTARGET-bafd69c4f4382c3ffe1a4d33
EXTSEARCH-1217ab8de2ee235a1fc41db5,cog_2025_138232,Ocheyedan,IA,,,undated,police,police,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Ocheyedan"" ""IA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Ocheyedan"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,4,0,6,0,6,external_search_lane_001,EXTTARGET-0b2e64b0a0b0b9e5ee742d19|EXTTARGET-593447fe24f7c38f0a6321a9|EXTTARGET-6b0e7831fa1ed1b696993cd3|EXTTARGET-b1b465c6c077b91650222642|EXTTARGET-d9c08ad865c6cc496e9e74ce|EXTTARGET-f483e82de686e7550a29b2a7
EXTSEARCH-4c8cf7d26fa127d245dd4d25,cog_2025_104435,Pleasantville,IA,2025,2025,2025,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""Pleasantville"" ""IA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""Pleasantville"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,7,0,6,0,6,external_search_lane_001,EXTTARGET-2c72805a0e68dd9ad96386b4|EXTTARGET-435aba73ea46804a7b73af06|EXTTARGET-6e22e3fef51730f06160bb26|EXTTARGET-7ed6d2cbba2c83303ace6f65|EXTTARGET-e36c85c310ad0a81a57a9d41|EXTTARGET-fe410b37b2c10d595abbd764
EXTSEARCH-3040cb8ef1769601d9782288,cog_2025_193318,St. Ansgar,IA,2018,2018,2018,all_units,all_units,benefits_and_total_compensation|implementation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,Tier 1,"implementation, payroll, workforce, progression, benefit, and staffing gaps linked to this municipality-period action bundle",moderate,official municipal payroll/open data|adopted budget|HR/staffing report|ordinance/resolution|compensation study|benefits schedule,"""St. Ansgar"" ""IA"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study","""St. Ansgar"" ""IA"" site:.gov (budget OR payroll OR ""salary schedule"" OR staffing OR vacancies OR ""compensation study"")",1,6,0,6,0,6,external_search_lane_001,EXTTARGET-17adbf8dc5fc54bd1d75edbf|EXTTARGET-26b0672eea67be3d47efce9f|EXTTARGET-5eb98766912959c6e5c3a405|EXTTARGET-6dbc6227bea2350ef37d49f2|EXTTARGET-8056538b095afd5664bb13f8|EXTTARGET-a42fa1d47f111310611634a9
