call_type,candidate_source_count,failure_class,finished_at,input_tokens,lane_id,output_tokens,query,reasoning_tokens,response_id_present,retry_linkage,search_call_id,search_target_id,started_at,terminal_status,total_tokens
production_primary,20,,2026-08-04T23:06:32.998499+00:00,8752,external_search_lane_001,796,"""Moravia"" ""IA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-f8a7090f9e36be31d3a2d2fd,EXTSEARCH-df90a98ceb6ad16427eb77d9,2026-08-04T23:06:25.855888+00:00,success,9548
production_primary,26,,2026-08-04T23:06:42.421234+00:00,8838,external_search_lane_001,804,"""Ocheyedan"" ""IA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",117,True,,SEARCHCALL-71fc6435b9af156d546d8db4,EXTSEARCH-1217ab8de2ee235a1fc41db5,2026-08-04T23:06:33.008690+00:00,success,9642
production_primary,30,,2026-08-04T23:06:49.764261+00:00,8846,external_search_lane_001,779,"""Pleasantville"" ""IA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-9062e602e5650b7d1ac548b1,EXTSEARCH-4c8cf7d26fa127d245dd4d25,2026-08-04T23:06:42.428367+00:00,success,9625
production_primary,20,,2026-08-04T23:06:57.657220+00:00,8478,external_search_lane_001,897,"""St. Ansgar"" ""IA"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",109,True,,SEARCHCALL-14bbf0944de9c1c8f5ffa714,EXTSEARCH-3040cb8ef1769601d9782288,2026-08-04T23:06:49.776434+00:00,success,9375
production_primary,15,,2026-08-04T23:07:05.574468+00:00,8602,external_search_lane_001,990,"""Moore"" ""ID"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",136,True,,SEARCHCALL-1429e854fbb3d612bae32576,EXTSEARCH-5edb0546b2eb07813753d410,2026-08-04T23:06:57.671617+00:00,success,9592
production_primary,24,,2026-08-04T23:07:13.152195+00:00,8822,external_search_lane_001,811,"""Benton"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-e0a2241455d25ecbb5537455,EXTSEARCH-51135db647b0773ee2b6cc2c,2026-08-04T23:07:05.583515+00:00,success,9633
production_primary,27,,2026-08-04T23:07:22.163433+00:00,8692,external_search_lane_001,1198,"""Broadview"" ""IL"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-b93f2f1dbcdbbbe34678e93b,EXTSEARCH-9bbc6967e4ac5f4736d39c1c,2026-08-04T23:07:13.168899+00:00,success,9890
production_primary,27,,2026-08-04T23:07:32.911258+00:00,8797,external_search_lane_001,1131,"""Carlock"" ""IL"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-b8e061c8341bbf29eef5cf8a,EXTSEARCH-c2af349d8d764c2cf01155c5,2026-08-04T23:07:22.180829+00:00,success,9928
production_primary,24,,2026-08-04T23:07:41.302283+00:00,8531,external_search_lane_001,886,"""Casey"" ""IL"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-d9f8b9f440c84f9fb4d3e403,EXTSEARCH-9d124e8c150eeb2dc10fe5b7,2026-08-04T23:07:32.930350+00:00,success,9417
production_primary,18,,2026-08-04T23:07:52.090196+00:00,8623,external_search_lane_001,1199,"""Casey"" ""IL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",108,True,,SEARCHCALL-20c712feb5477ba192e5d65d,EXTSEARCH-80e0f63f5c434c62a842cd31,2026-08-04T23:07:41.317181+00:00,success,9822
production_primary,30,,2026-08-04T23:08:02.920336+00:00,8792,external_search_lane_001,1132,"""Colona"" ""IL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-18f54301013f08ad24dd01a2,EXTSEARCH-99c7518cd1bd5ea28c8f8662,2026-08-04T23:07:52.108193+00:00,success,9924
production_primary,28,,2026-08-04T23:08:14.031282+00:00,8791,external_search_lane_001,1284,"""Elburn"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-9cb8f67d48125e11d134bdd9,EXTSEARCH-5ff047181709c0428d8bddcb,2026-08-04T23:08:02.941040+00:00,success,10075
production_primary,25,,2026-08-04T23:08:23.720015+00:00,8840,external_search_lane_001,1022,"""Elburn"" ""IL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-7c3ef841b1e11c9cacdeb762,EXTSEARCH-40c670f36a247f7fcf19d593,2026-08-04T23:08:14.055387+00:00,success,9862
production_primary,26,,2026-08-04T23:08:31.389317+00:00,8771,external_search_lane_001,998,"""Elburn"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-b6272772fc4a6c46dc2632c6,EXTSEARCH-baadfa55d1fe374b71ff871d,2026-08-04T23:08:23.740417+00:00,success,9769
production_primary,28,,2026-08-04T23:08:39.581866+00:00,8822,external_search_lane_001,965,"""Flossmoor"" ""IL"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-f319a2d0abf70ede03183d5d,EXTSEARCH-248dc4189879a4ef82f00085,2026-08-04T23:08:31.410393+00:00,success,9787
production_primary,25,,2026-08-04T23:08:49.738584+00:00,8831,external_search_lane_001,1114,"""Flossmoor"" ""IL"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-d974ef260a96ac829a956c64,EXTSEARCH-19885a08b9ffffb745427fd7,2026-08-04T23:08:39.607619+00:00,success,9945
production_primary,20,,2026-08-04T23:08:59.834223+00:00,8469,external_search_lane_001,1063,"""Geneseo"" ""IL"" ""2015"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-efbea07c89e1d108d392ad3c,EXTSEARCH-1fe9652624f359eca2117e98,2026-08-04T23:08:49.759427+00:00,success,9532
production_primary,17,,2026-08-04T23:09:07.442186+00:00,8397,external_search_lane_001,864,"""Geneseo"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-0a0a71a6e8f5b3bd0bc2bb94,EXTSEARCH-66d1eed6db536a3b1cef7b99,2026-08-04T23:08:59.848135+00:00,success,9261
production_primary,28,,2026-08-04T23:09:16.555866+00:00,8517,external_search_lane_001,952,"""Geneva"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-51a579c054c0e5ad87623259,EXTSEARCH-7b959e68052519f3d98d0d96,2026-08-04T23:09:07.463470+00:00,success,9469
production_primary,23,,2026-08-04T23:09:24.124049+00:00,8668,external_search_lane_001,764,"""Hampshire"" ""IL"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-b36cdf7a8497fca1375bbcdb,EXTSEARCH-3434f507714da37a686af170,2026-08-04T23:09:16.577121+00:00,success,9432
production_primary,28,,2026-08-04T23:09:31.599056+00:00,8807,external_search_lane_001,809,"""Hampshire"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",104,True,,SEARCHCALL-58bdf47eed219cdc25b97c0a,EXTSEARCH-ec91e3c5d703d5c436ed7c92,2026-08-04T23:09:24.139638+00:00,success,9616
production_primary,24,,2026-08-04T23:09:39.275453+00:00,8789,external_search_lane_001,811,"""Harrisburg"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-75982393d00e624e078f9ba9,EXTSEARCH-a15859495a686b58729a6dd6,2026-08-04T23:09:31.623587+00:00,success,9600
production_primary,18,,2026-08-04T23:09:48.471862+00:00,8677,external_search_lane_001,933,"""Jerome"" ""IL"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",105,True,,SEARCHCALL-aa8a1d92419a018436bbfdfb,EXTSEARCH-d34bc47f15e6ad0c21c8275d,2026-08-04T23:09:39.300321+00:00,success,9610
production_primary,21,,2026-08-04T23:09:56.136054+00:00,8748,external_search_lane_001,767,"""Kewanee"" ""IL"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-b1d119fc812458f08392b8a6,EXTSEARCH-07bffa4ce87a66ac43f334a7,2026-08-04T23:09:48.490220+00:00,success,9515
production_primary,14,,2026-08-04T23:10:03.450784+00:00,6336,external_search_lane_001,813,"""Lakewood"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",111,True,,SEARCHCALL-4139b9aeae6d330af573531b,EXTSEARCH-e5a72f5c0b773dbb2dd25479,2026-08-04T23:09:56.154024+00:00,success,7149
production_primary,23,,2026-08-04T23:10:09.976601+00:00,8797,external_search_lane_001,637,"""Mount Vernon"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",99,True,,SEARCHCALL-394fcfc61fc26f294d5c333c,EXTSEARCH-418d1d2835583fba6021c396,2026-08-04T23:10:03.477525+00:00,success,9434
production_primary,18,,2026-08-04T23:10:19.829570+00:00,8710,external_search_lane_001,914,"""Noble"" ""IL"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-6bb3e8a7e41da3c97f9c62b6,EXTSEARCH-d506ba30b03180e4e6f99446,2026-08-04T23:10:09.997198+00:00,success,9624
production_primary,19,,2026-08-04T23:10:29.290705+00:00,7024,external_search_lane_001,1047,"""Peoria Heights"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-9b882f3066147dfe4ee78fa9,EXTSEARCH-34e94166ebb5165edea62b96,2026-08-04T23:10:19.853710+00:00,success,8071
production_primary,18,,2026-08-04T23:10:36.613349+00:00,8724,external_search_lane_001,720,"""Princeton"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",117,True,,SEARCHCALL-3ca5c92007ccb95f9b9f050c,EXTSEARCH-633d55cb12d1db50e59a02f6,2026-08-04T23:10:29.317620+00:00,success,9444
production_primary,25,,2026-08-04T23:10:45.136539+00:00,8579,external_search_lane_001,861,"""River Forest"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",136,True,,SEARCHCALL-542ae941649812abaf2162ab,EXTSEARCH-50717ff4bff6abaf490a3fae,2026-08-04T23:10:36.641185+00:00,success,9440
production_primary,22,,2026-08-04T23:10:54.341452+00:00,8722,external_search_lane_001,951,"""Rushville"" ""IL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",121,True,,SEARCHCALL-6634751a769a0d5b074f9e7e,EXTSEARCH-5586cdb0423eed2b400d8ee0,2026-08-04T23:10:45.155698+00:00,success,9673
production_primary,21,,2026-08-04T23:11:02.742865+00:00,8802,external_search_lane_001,818,"""Sesser"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-1957b5253b89aa705e8f7eb9,EXTSEARCH-842598b41d32bfea08156261,2026-08-04T23:10:54.371309+00:00,success,9620
production_primary,27,,2026-08-04T23:11:09.837527+00:00,8722,external_search_lane_001,647,"""Sherman"" ""IL"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-3e2e300fe272e4b2a9ccae2c,EXTSEARCH-3157a895886cc2b164186480,2026-08-04T23:11:02.767141+00:00,success,9369
production_primary,23,,2026-08-04T23:11:17.591907+00:00,8647,external_search_lane_001,695,"""Stone Park"" ""IL"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",113,True,,SEARCHCALL-17092771ee0c228c01764795,EXTSEARCH-0516f77755fcd838359cb1d7,2026-08-04T23:11:09.864573+00:00,success,9342
production_primary,10,,2026-08-04T23:11:27.523564+00:00,6168,external_search_lane_001,1086,"""Stonington"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-0f6081e81853e9ec500ffdee,EXTSEARCH-2a5f8ee7e3755cfd5914226a,2026-08-04T23:11:17.622193+00:00,success,7254
production_primary,20,,2026-08-04T23:11:34.936116+00:00,8706,external_search_lane_001,680,"""Sugar Grove"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",112,True,,SEARCHCALL-2bb00a29869893bc50e56fd2,EXTSEARCH-00cad0944bf4d6175a73d1cb,2026-08-04T23:11:27.554427+00:00,success,9386
production_primary,20,,2026-08-04T23:11:42.297151+00:00,8699,external_search_lane_001,818,"""Thornton"" ""IL"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",131,True,,SEARCHCALL-25b982f891bfb0769106c5d0,EXTSEARCH-99606eb8cf11c6c526f644d1,2026-08-04T23:11:34.957112+00:00,success,9517
production_primary,21,,2026-08-04T23:11:50.942527+00:00,8547,external_search_lane_001,838,"""Thornton"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",103,True,,SEARCHCALL-4016ccc541fff54cdae3c004,EXTSEARCH-5e97ebb90a849b643c5b037c,2026-08-04T23:11:42.328559+00:00,success,9385
production_primary,29,,2026-08-04T23:11:59.727342+00:00,8797,external_search_lane_001,910,"""Winnebago"" ""IL"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-93488b897dcc6c067f2287c5,EXTSEARCH-afe709f2850d64004af55f68,2026-08-04T23:11:50.989207+00:00,success,9707
production_primary,32,,2026-08-04T23:12:08.344293+00:00,8866,external_search_lane_001,610,"""Gentryville"" ""IN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-b6cb5039c0a1ba18c4f31489,EXTSEARCH-b784d2031af6e86bea415628,2026-08-04T23:11:59.760476+00:00,success,9476
production_primary,23,,2026-08-04T23:12:17.156303+00:00,8672,external_search_lane_001,999,"""Grandview"" ""IN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",117,True,,SEARCHCALL-558f844bca5659d65a170067,EXTSEARCH-3afda8d7438613f2faf48937,2026-08-04T23:12:08.380488+00:00,success,9671
production_primary,29,,2026-08-04T23:12:25.068042+00:00,8847,external_search_lane_001,816,"""Greentown"" ""IN"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-a28ba158bc2b8df193c77a2b,EXTSEARCH-69dcfd9898f7a937f981b30d,2026-08-04T23:12:17.189061+00:00,success,9663
production_primary,18,,2026-08-04T23:12:32.526074+00:00,6698,external_search_lane_001,746,"""Hammond"" ""IN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-ae7d75300698ac7434bb671b,EXTSEARCH-181b3903cb36e68d152f58e7,2026-08-04T23:12:25.101365+00:00,success,7444
production_primary,33,,2026-08-04T23:12:41.659951+00:00,10737,external_search_lane_001,921,"""Haubstadt"" ""IN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",212,True,,SEARCHCALL-12ae1bbc57a09c40bb294b6e,EXTSEARCH-6fa3719ce08ef9752347f9ab,2026-08-04T23:12:32.558518+00:00,success,11658
production_primary,18,,2026-08-04T23:12:48.847844+00:00,8684,external_search_lane_001,797,"""Jackson"" ""IN"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-13f6282a1cb247d115029bcf,EXTSEARCH-aac86f5790a91092f5229d23,2026-08-04T23:12:41.694419+00:00,success,9481
production_primary,23,,2026-08-04T23:12:56.329978+00:00,8746,external_search_lane_001,816,"""Jackson"" ""IN"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-d09557a972fea4a180aa6018,EXTSEARCH-ede15613eda2670193120cf6,2026-08-04T23:12:48.882395+00:00,success,9562
production_primary,27,,2026-08-04T23:13:04.383116+00:00,8432,external_search_lane_001,953,"""Jennings"" ""IN"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",106,True,,SEARCHCALL-d76962c87eb32925a7b0c7d4,EXTSEARCH-51d36b4495ec857f2f8fef2c,2026-08-04T23:12:56.361797+00:00,success,9385
