canonical_candidate_id,wave_1_candidate_ids,wave_2_candidate_ids,candidate_url,normalized_url,candidate_title,candidate_snippet,candidate_domain,official_source_flag_from_search,municipality,state,period,side_scope,department_scope,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,expected_claim_upgrades,original_external_data_families,search_priority,source_quality_score,candidate_relevance_score,prior_provisional_bucket,prior_provisional_family,duplicate_linkage_status,search_wave_provenance,search_target_ids,search_call_ids,query_versions,source_candidate_id,discovered_at,likely_source_type_from_search,likely_file_type_from_search,review_id,primary_external_data_family,secondary_external_data_families,direct_staffing_relevance,administrative_source_type,primary_source_quality,claim_upgrade_tags,administrative_directness_score,official_source_score,expected_field_yield_score,event_linkage_score,claim_upgrade_score,verification_priority_score,duplicate_risk_score,navigation_risk_score,review_confidence_score,reason_codes,concise_review_rationale,review_confidence,final_priority_bucket,official_source_flag,review_method,candidate_review_lane_id,reviewed_at
RESCAND-c06b49e32bc310cc4af8bfb7,,RESCAND-c06b49e32bc310cc4af8bfb7,https://www.bedfordva.gov/Archive.aspx?AMID=36,https://www.bedfordva.gov/Archive.aspx?AMID=36,,"I attempted **metadata-only candidate discovery** for **“Bedford” + “OH” + 2015** targeting **police** staffing/HR and budget fields you listed (authorized positions, filled positions, vacancy rate, layoffs/attrition, budget/pay plan, municipal payroll/open data, adopted budget, HR report, Census/USDA official administrative records). ## What I found (candidate sources, metadata only — not verifying/downloading URLs) ### Bedford, OH (city) — budget/financial records (candidate: police pay plan/a",www.bedfordva.gov,true,Bedford,OH,2015,police,police,ROOTCOMP-7cd5956b1d47b7f97738746a,MECHEXP-45add0923d956a9d988c2ea9|MECHEXP-843f11e259499ccf0dcc3ecc|MECHEXP-9aa25c5a73353b8bcca80198|MECHEXP-c41051a624df0be408147cf3,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-e0fd294a72c8100e0c082d4c|EXTTARGET-5e529df6a933d3c9587faee7,RESCALL-e829ef321abb12cc66090ddb,wave2_event_specific_v1,RESCAND-c06b49e32bc310cc4af8bfb7,2026-08-05T02:36:55.045698+00:00,official_government_search_result,aspx,AVAILREVIEW-3c2a54bba1884d01f784403a,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_position_reduction_metric,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,4,4,4,4,4,2,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:39.244836+00:00
RESCAND-c06b8a6f884195a1ba7eca92,,RESCAND-c06b8a6f884195a1ba7eca92,https://www.oversight.gov/reports/audit/independent-service-auditors-report-national-finance-centers-description-its-1,https://www.oversight.gov/reports/audit/independent-service-auditors-report-national-finance-centers-description-its-1,,"I did live, metadata-only candidate discovery for the target pattern: - **Municipality:** *Center, PA* (interpreted as **Center Township, Pennsylvania** because that is the PA “Center” government entity surfaced in results) - **Period:** **2022** - **Side:** unclear → treated as **both “adopted budget” and “HR/payroll/admin record”** targets - **Missing field:** unclear wages categories → attempted to target sources explicitly mentioning **payroll/pay/comp/overtime** rather than general budgets ",www.oversight.gov,true,Center,PA,2022,unclear,unclear,ROOTCOMP-b99303ce4332bcb2360e1332,MECHEXP-0833b5bc100f44aa30a1bdba|MECHEXP-25c510a5226c5ac4ab71b313|MECHEXP-3ff6a3b327edfdfe436f25ef|MECHEXP-be3057ff490ddd3a70b847bf,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|upgrades implementation from documented term to paid outcome,payroll_and_earnings,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-f737527a5e166f332c511f12|EXTTARGET-d8f3e81a1f117e066398a169,RESCALL-809ebe5863cb29d887fa48bd,wave2_event_specific_v1,RESCAND-c06b8a6f884195a1ba7eca92,2026-08-05T03:30:54.735316+00:00,official_government_search_result,web,AVAILREVIEW-5b3ed7bd22bdbec44bc63376,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:39.029124+00:00
RESCAND-c073d2efb211c3b5f9f8664f,,RESCAND-c073d2efb211c3b5f9f8664f,https://www.carthagemo.gov/article/1170316,https://www.carthagemo.gov/article/1170316,,"Candidate discovery results (metadata-only). Target municipality/period/side/event/missing-field/source-family filter applied as closely as possible; **no candidate URLs were verified or opened**. ## Discovered candidate sets (Carthage, TN — undated / administrative-record-family) 1) **Town of Carthage (TN) — Reports repository (annual financial reporting; HR/org handoffs may appear indirectly in annual report metadata)** - **Candidate ID:** `TOWNOF_CARTHAGE_TN_REPORTS_REPO` - **Likely metadata ",www.carthagemo.gov,true,Carthage,TN,undated-source-B4X2500LIVE-20260729-007130,unclear,unclear,ROOTCOMP-5ccadd0d9a8bcf79a5db962d,MECHEXP-04a41822722bbdbdef4f5cef|MECHEXP-50a8b8060c613809d9d60a0d|MECHEXP-71b96305a8c0e8fa3917ed58|MECHEXP-9d77c12eab882273b072b149|MECHEXP-ec63fa573640ef5938bce911|MECHEXP-f2c077041cec5cb09e8ddca8,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,,official_domain_metadata,unreviewed,high_priority_verification_ready,staffing_and_headcount,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-dd917da832165a528eefaacb|EXTTARGET-18f92ff8142f8ab67886f409,RESCALL-c679b8966912ec1a24805873,wave2_event_specific_v1,RESCAND-c073d2efb211c3b5f9f8664f,2026-08-05T03:05:29.863417+00:00,official_government_search_result,web,AVAILREVIEW-0c34ce82b85f9895f0ee22fc,staffing_and_headcount,,unrelated_to_staffing,audit_or_financial_report,direct_official_administrative_source,no_material_upgrade,4,4,3,4,0,3,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates audit or financial report in staffing and headcount. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:39.239983+00:00
RESCAND-c07b32bb50fe0cb31fcae180,,RESCAND-c07b32bb50fe0cb31fcae180,https://orangenj.gov/DocumentCenter/View/1936/2021-Adopted-Budget-8421,https://orangenj.gov/DocumentCenter/View/1936/2021-Adopted-Budget-8421,,"{""targets"":{""city"":""City of Orange"",""state"":""NJ"",""period"":""2021"",""side"":""safety_combined"",""event"":[""pension contributions"",""health-cost shares"",""leave"",""premium eligibility and take-up"",""minimum-staffing overtime effects""],""missing_field"":[""budget_pay_plan municipal payroll/open data"",""adopted budget"",""HR report"",""Census/USDA official municipal administrative record""],""source_family"":[""municipal payroll/open data"",""adopted budget"",""HR report"",""Census/USDA official municipal administrative record",orangenj.gov,true,City of Orange,NJ,2021,safety_combined,safety_combined,ROOTCOMP-e697df48a231c10c69f2022a,MECHEXP-42e440a60757a4b079fcc21d|MECHEXP-abcba7f5561e8acc23c35617|MECHEXP-d0059f6a3cde3a4126d90630|MECHEXP-d98399e215538d2a41ccd891|MECHEXP-e5908d78d2a097f0453aaab9,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-cfbe70ed1b64552683b8d2d0|EXTTARGET-53e9e95b4d2e6c5cfc9e7197,RESCALL-199f571adf58016bb35cfa88,wave2_event_specific_v1,RESCAND-c07b32bb50fe0cb31fcae180,2026-08-05T03:20:47.861397+00:00,official_government_search_result,web,AVAILREVIEW-28e625b456fc2434fe0153c7,multi_family_administrative_source,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,contextual_staffing_only,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,4,4,4,4,4,4,2,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:37.672476+00:00
RESCAND-c081270bb31a371d172b3f03,,RESCAND-c081270bb31a371d172b3f03,https://cfb.mn.gov/reports-and-data/officials-financial-disclosure/official/11528/,https://cfb.mn.gov/reports-and-data/officials-financial-disclosure/official/11528,,"Sorry—I can’t complete that “metadata-only candidate discovery” request as written because it’s underspecified and conflicts with the intent of “candidate discovery”: - The target fields you list (e.g., **payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation**) require *specific document identification* for **Balaton, MN** in **2024**, but you provided **“unclear unclear”** for the key missing parameters (not en",cfb.mn.gov,true,Balaton,MN,2024,unclear,unclear,ROOTCOMP-efe20566368ccb6ecd5a5882,MECHEXP-02cf7e3d44a4b3272a8ec691|MECHEXP-1b342a5c2ea48f77ea09b16a|MECHEXP-2dba81e5204b0859611cd840|MECHEXP-6877af5727967e4ef060e83f|MECHEXP-bb9d3e8955914417ea2fd0e5|MECHEXP-c3c4741aecdd37117fd535e7|MECHEXP-d2c4df343af781ed39ecde0a,,confirms whether negotiated or adopted terms became operative and paid|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,implementation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-c87f4a61c037148d0f6f8014|EXTTARGET-fc09929cc9dbeb2765c80f33,RESCALL-0e8ad9e7524b7fbd6e16c7fc,wave2_event_specific_v1,RESCAND-c081270bb31a371d172b3f03,2026-08-05T02:42:40.949674+00:00,official_government_search_result,web,AVAILREVIEW-79ab1a4d195e3e07dbd9c0a2,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:38.616832+00:00
RESCAND-c0836c15f48571606dfe80a1,,RESCAND-c0836c15f48571606dfe80a1,https://www.hainesalaska.gov/media/10976,https://www.hainesalaska.gov/media/10976,,"I found **Bazetta Township Police Department (Bazetta, OH; Trumbull County)** records that are *metadata-discoverable* for your target year, but I did **not** find (yet) the specific 2016 items you requested (police **payroll-effective date**, **ordinance adoption**, **budget appropriation**, **contract ratification**, and **payment confirmation**) within the pages surfaced so far. Below are the closest **candidate discovery** targets for your specified **municipality/period/event/source-family*",www.hainesalaska.gov,true,Bazetta,OH,2016,police,police,ROOTCOMP-01da1d9a43deb7a29342caed|ROOTCOMP-220054852b11709a732bc595,MECHEXP-5c5541c6c5063cdb316d1f29|MECHEXP-863befe287cca4a58a7deb6b|MECHEXP-a39384b3bc80497898e52aa3|MECHEXP-b62ba547458bc8d876982429|MECHEXP-c64d8dc94f44bd1445eee71a|MECHEXP-d4e72c62801e09809a4d569e,,confirms whether negotiated or adopted terms became operative and paid|confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome,implementation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-eda0f1e54f7544534b9ead12|EXTTARGET-b89734b32157f1e05a233c99,RESCALL-a878644b95ed4734697fc980,wave2_event_specific_v1,RESCAND-c0836c15f48571606dfe80a1,2026-08-05T02:21:10.049737+00:00,official_government_search_result,web,AVAILREVIEW-dc692188b844d54291f31a10,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_001,2026-08-05T14:23:38.595135+00:00
RESCAND-c085ac5c25b7070091f4d84a,,RESCAND-c085ac5c25b7070091f4d84a,https://news.sd.gov/news?id=news_kb_article_view&sys_id=985769441b10a9506e4aa97ae54bcb3e,https://news.sd.gov/news?id=news_kb_article_view&sys_id=985769441b10a9506e4aa97ae54bcb3e,,"I ran live web search for the target metadata string pattern you specified: **municipality = “Belle”**, **state/region = “SD”**, **period = “2021”**, **side = police (police hiring)**, and candidate metrics: **applicant counts, turnover/retention, vacancy duration, recruitment + compensation studies (non_base_compensation), using municipal administrative records** (e.g., **adopted budget, HR report, municipal payroll/open data, HR/city reports, Census/USDA where applicable**). ## Candidate disco",news.sd.gov,true,Belle,SD,2021,police,police,ROOTCOMP-40b77ecd930658466476ef8e|ROOTCOMP-93bb9303eb8c74b24bf2f4ab,MECHEXP-3dc6d91d33d0cb53219a5c92|MECHEXP-3e3cf25a9727f5a4faa344f3|MECHEXP-525f0cb5f04a805a03c20ca6|MECHEXP-848a8dc0fe13756a7b4bcdb2|MECHEXP-89e3c222f4d030c9bfd9ea3a|MECHEXP-aa1dde17198904b9ddfa0da4|MECHEXP-ddf6cb34bb82a4dab4587cbe|MECHEXP-f1095f5cf10c2446e16d4e37,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests recruitment and retention pressure with comparable administrative outcomes,recruitment_and_retention,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,canonical_with_upstream_raw_duplicate_links,external_search_wave_002_exhaustive_residual,EXTSEARCH-6302e37bde1d7c690272e1a5|EXTTARGET-74bba413464a5e9d61291972,RESCALL-34ea7c0ae6bb46ea8050dd74,wave2_event_specific_v1,RESCAND-c085ac5c25b7070091f4d84a,2026-08-05T02:47:14.990292+00:00,official_government_search_result,web,AVAILREVIEW-2697dd5b27bf5e12379f13ec,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,direct_vacancy_metric,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,4,4,4,4,4,2,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:38.938625+00:00
RESCAND-c0862947c213d92d4d329e6b,,RESCAND-c0862947c213d92d4d329e6b,https://findingaids.nysed.gov/do/9ab69887-1109-5552-bda8-08dd6441a54a,https://findingaids.nysed.gov/do/9ab69887-1109-5552-bda8-08dd6441a54a,,"I ran live web search for your target: **“Carlisle” (NY), 2014**, seeking metadata-only candidate discovery for **unclear / unclear** (authorized positions, filled positions, vacancy rate, layoffs, attrition, budget/pay plan, municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record**), filtered by **missing field = unclear** and **source-family = Census/USDA official municipal administrative record**. ## Result: no matching municipality-level c",findingaids.nysed.gov,true,Carlisle,NY,2014,unclear,unclear,ROOTCOMP-bd9e26d9a23c7d757c6d803c,MECHEXP-705f665e438cc1e18a084220|MECHEXP-88b20201ce175a99eef8db24|MECHEXP-910a6b2dbde2dada77e22a4c|MECHEXP-cfac650a98a1c9260c14cba9,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|tests vacancy and staffing-reduction mechanisms with denominators,staffing_and_headcount,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-ada60520d603147565ef59ba|EXTTARGET-1c279cfe9e41cdce29aebe6f,RESCALL-43e560afc31b8ac35b430e01,wave2_event_specific_v1,RESCAND-c0862947c213d92d4d329e6b,2026-08-05T03:09:59.040945+00:00,official_government_search_result,web,AVAILREVIEW-4df65b28dc41f3f9e2157e9d,multi_family_administrative_source,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,direct_position_reduction_metric,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|direct_staffing_relevance|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in multi family administrative source. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_003,2026-08-05T14:31:39.135908+00:00
RESCAND-c087dac9bf65334fb04dbdd2,,RESCAND-c087dac9bf65334fb04dbdd2,https://www.belleplainemn.gov/232/Elections,https://www.belleplainemn.gov/232/Elections,,"## Metadata-only candidate discovery (Belle Plaine, MN • target “2024 • police” • municipal administrative records family) ### Candidate A — Adopted budget / budget narrative (police-related spending) - **Municipality/Period:** Belle Plaine, MN • **2024** - **Side:** adopted budget - **Event/Source family:** municipal budget / finance department records - **Missing-field targets (as metadata extraction fields):** - police pension contributions - health-cost shares (employer/employee cost split) ",www.belleplainemn.gov,true,Belle Plaine,MN,2024,police,police,ROOTCOMP-740fbfb0b70d916f93c3dd40|ROOTCOMP-b9aaada94cd8288420b6cf2b,MECHEXP-3260ddf67d2cdaa55c72d69a|MECHEXP-77326dd4bc1d59cea11a8b0d|MECHEXP-8fe3f097b17f5de49752249a|MECHEXP-9579a28ecd58af36c10e1c41|MECHEXP-b264c533d3dda2b737b669f8|MECHEXP-f47ae274e59cde17188af868,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|separates wages from benefits and measures recurring total-compensation effects,benefits_and_total_compensation,,official_domain_metadata,unreviewed,medium_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-eb436d8dbaab862c94d88665|EXTTARGET-5ef6cadc482d46c1565be693,RESCALL-134b6306a0de5e30859b13a5,wave2_event_specific_v1,RESCAND-c087dac9bf65334fb04dbdd2,2026-08-05T02:56:09.618942+00:00,official_government_search_result,web,AVAILREVIEW-6ddbf6bea938eb6897a7b144,implementation_confirmation,benefits_and_total_compensation,unrelated_to_staffing,pension_or_retirement_document,direct_official_administrative_source,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_total_compensation_comparison,4,4,3,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates pension or retirement document in implementation confirmation. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_002,2026-08-05T14:27:37.684320+00:00
RESCAND-c08a6cffd4d7caa1c5bb90a8,,RESCAND-c08a6cffd4d7caa1c5bb90a8,https://quod.lib.umich.edu/u/umregproc/ACW7513.1917.001?rgn=main%3Bview%3Dfulltext,https://quod.lib.umich.edu/u/umregproc/ACW7513.1917.001?rgn=main%3Bview%3Dfulltext,,"I searched for metadata-only candidate discovery for **“Center Line” (MI)** targeting municipal payroll/open-data style records that could cover **actual wages paid / total earnings / overtime / premiums / retroactive payments (retroactivity + implementation)**, and also cross-looked for **adopted budget / HR report / Census or USDA official municipal administrative records**. ### Candidate(s) found (metadata only; no URL verification/download) 1) **Municipal administrative record (audit/financi",quod.lib.umich.edu,unconfirmed,Center Line,MI,undated-source-CBSRD-20260728-866a717685765606272b,unclear,unclear,ROOTCOMP-cc9bdbd431a0d6bba6d20b28,MECHEXP-3e8d3af2bcc46442aa99f66c|MECHEXP-889ed8025b4eba3ce6e66efe|MECHEXP-b24706279b1a06173fed18c0|MECHEXP-c46c8035169ebd297c559984,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|upgrades implementation from documented term to paid outcome,payroll_and_earnings,,unreviewed,unreviewed,deferred_low_signal,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-a0c4b72aba1ad7da1b702e59|EXTTARGET-da0ee657bb5f4c1687b99fff,RESCALL-09889f454137c4c0fb5b1c20,wave2_event_specific_v1,RESCAND-c08a6cffd4d7caa1c5bb90a8,2026-08-05T03:08:37.495092+00:00,public_source_candidate_unconfirmed,001,AVAILREVIEW-2a6a7ecf213e1de8dd9e53ce,payroll_and_earnings,implementation_confirmation,unrelated_to_staffing,payroll_roster,likely_official_primary_source,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,4,3,4,4,4,4,0,0,3,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|root_event_linked,likely official primary source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,moderate,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_004,2026-08-05T14:35:38.919902+00:00
RESCAND-c09094ec26d6c54ef685c633,,RESCAND-c09094ec26d6c54ef685c633,https://dec.ny.gov/news/environmental-notice-bulletin/2025-05-14/completed-application/town-of-canaan-canaan-town-park,https://dec.ny.gov/news/environmental-notice-bulletin/2025-05-14/completed-application/town-of-canaan-canaan-town-park,,"I can’t complete your requested “candidate discovery” for **employee tenure/step placement/rank progression/promotion timing** for **Canaan, NY (2023)** from the sources I found, because I did **not** find any *municipal payroll HR report / pay plan / workforce roster* that contains those HR-level fields for that specific municipality and year in a metadata-discoverable form. What I *did* find via live web search (metadata only; no candidate URL verification/download): ## Municipal administrativ",dec.ny.gov,true,Canaan,NY,2023,unclear,unclear,ROOTCOMP-7d871ba2513e788c215c94ff,MECHEXP-28b3d6a46c36a0b74fc812fc|MECHEXP-3ff0a7c6af5775fefaaa56b9|MECHEXP-6e311d949f7d10d816776705|MECHEXP-ea85e70d117fd0f5758319bf,,confirms whether negotiated or adopted terms became operative and paid | distinguishes contractual progression from compositional or tenure differences | separates wages from benefits and measures recurring total-compensation effects | tests recruitment and retention pressure with comparable administrative outcomes | tests vacancy and staffing-reduction mechanisms with denominators | upgrades implementation from documented term to paid outcome|distinguishes contractual progression from compositional or tenure differences,tenure_and_progression,,official_domain_metadata,unreviewed,high_priority_verification_ready,multi_family_administrative_source,none_at_final_canonical_input,external_search_wave_002_exhaustive_residual,EXTSEARCH-a96b47d94b17a9b50a7e17b1|EXTTARGET-dd6a8376202eb50316af3fb4,RESCALL-ac47a588613390be0e5cf518,wave2_event_specific_v1,RESCAND-c09094ec26d6c54ef685c633,2026-08-05T03:01:25.941822+00:00,official_government_search_result,web,AVAILREVIEW-11e75f471779910db03a7a37,payroll_and_earnings,tenure_and_progression,unrelated_to_staffing,payroll_roster,direct_official_administrative_source,upgrades_growth_analysis|upgrades_local_wage_comparison,4,4,4,4,4,4,0,0,4,administrative_source_type_signal|direct_or_likely_official_administrative_evidence|mechanism_event_linked|official_domain|official_source_search_hint|root_event_linked,direct official administrative source; metadata indicates payroll roster in payroll and earnings. Final bucket: high priority verification ready.,high,high_priority_verification_ready,true,deterministic_local_metadata_only,candidate_review_lane_005,2026-08-05T14:39:39.579467+00:00
