duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_confidence,duplicate_wave,canonical_wave,duplicate_action,linkage_scope
RESCAND-cbb47368c20f8f88922bbd60,EXTCAND-7ff48c3cf85aba7826cb89bd,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-2d97e4b57db8efdce44cb8df,RESCAND-a11e2b2aca4bb34fadb22554,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1385554b17a0d9d546d79ea2,RESCAND-01a821ab9f3f5ea4eae9953c,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-34148b629d3a26b38f410130,EXTCAND-ca18446ae3d793410e14294a,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-c24511c922d077ed253877ac,EXTCAND-876e0513eacf84cb1396edff,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-ba8a338c5d2276b9c745a9a0,RESCAND-330bf24ab5be08a08cb6d980,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-655f638c59ad7df2861472a6,EXTCAND-cbd294e52a22e87edcc3284d,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8b03af4a1c15660d8e7304b7,EXTCAND-13fbbe2301e4b41dabe3b967,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-51e931f268a523cced45f306,RESCAND-51e931f268a523cced45f306,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-cf535b90e79a78e0301df0c3,RESCAND-71bb1d6fd987fa8baee01bac,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-0731101a3e3922849a9f6c8c,RESCAND-b95ca92c2660f417e822726d,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-ca81c0b2e4e046522690c4a5,RESCAND-ca81c0b2e4e046522690c4a5,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-a24b2cd231a5d7004cad67f5,RESCAND-4599e7226a4bbc92f808e58b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-a934b091a2963ee3733ddfd6,RESCAND-606f2bedeee6a2e589491578,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-73bc66bbb8cce66edddc18b8,RESCAND-10305aee5e5092fbd17857a0,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-e0f09c875ebcecc39c3c44d6,EXTCAND-dcc4a44fb0fef6aad92bd8bc,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-96a0bd731dd54deb150b7b5c,RESCAND-2a8ac729b9a2dca8dd4b4c62,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-e9457ac5277af076f4a00a8f,EXTCAND-e271196c120fe45fb4614b64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-454c9046867390f86ea5423c,EXTCAND-bf741687afc6170597b21a64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-f0fbef6ac181f7356fead84c,RESCAND-b89eb7151b569ceea380e8fb,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-dcea2bc4e416d1e5fdb2a71c,RESCAND-aec1f35bdf64fc1a6f01109b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-c49c672dffeb33fc1c9cd47d,RESCAND-d0b6b67f713dce1dc4128f11,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-d615eb5acbf927189f505f2b,RESCAND-15b81fa34599837b77abd2f2,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-87a62acdc4b8f6df29dcb5cb,RESCAND-b056fc59583dfcdaa03d8d54,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-cc9b224a7461948f160905a6,RESCAND-eb608451a5f3fe9d6160d4b1,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-38500e7cd5f102d613c16a97,EXTCAND-e271196c120fe45fb4614b64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-b6baf5d426060c563763139d,EXTCAND-e4a69b8a6d42784ef49e2714,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-20bc7a5f13e73959e968cfca,EXTCAND-dcc4a44fb0fef6aad92bd8bc,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-4dcb8a19cace749a39f9341b,RESCAND-b89eb7151b569ceea380e8fb,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8bf6c27001782923988d5d47,EXTCAND-48ee17f72bc77c6f73f46dbe,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-3f328f6b4feca3b68a9552cb,EXTCAND-5cdf7cabbfbd3d0b486b1d7e,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8a63d5ca5de194fdfd07729e,RESCAND-108bb669c361549a12fea755,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-98f8a00b2d41bf09a1207e1d,RESCAND-0b022a01b96259fe2a1644c8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1ba6a5b48eb2d0492481a287,EXTCAND-b6ee2bd124d00fd51052b592,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-9f65b4377266eb360daef197,RESCAND-ceaa4ea61a3ff3aacdb66c53,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-5205308a028680806689c463,RESCAND-b948a03217715fd877ab9886,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-3a1ace66a8708cdecfd65b4b,RESCAND-fd7424a6ccf75745306cf838,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-e7ae0992b7ca4653026182fe,RESCAND-055ce992c43c536b511481b3,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-9c10066da4d8dc5d06a07030,RESCAND-635ac3e4cb6984b48bb76c3a,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-536ab7d330e35db46fe97e07,RESCAND-b04db981752f322282f313a8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8838f8e18488559c345ccf41,RESCAND-15510bace93da8628c580e5e,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-021790fc876078b46fdc0b5d,EXTCAND-6674451949a4e346db3c8ef9,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-3b419f8eea640f73bcfdc24f,EXTCAND-e80e673834471456329662f7,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-97fbcd30db18a0200625af1d,EXTCAND-ad8cec3dcfda263cfff26f02,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-addb193735d5b27e631b5ba1,RESCAND-814588926f0940c2355fcbea,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-59be91e9aeffc08cb4c270a5,RESCAND-079c3b2f8403d61061f894d8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1175da4300e097400e6e9613,RESCAND-15b81fa34599837b77abd2f2,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-66ad605fbdce71c001e99fa6,EXTCAND-e271196c120fe45fb4614b64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-29d4a8fe59906c64574d4580,RESCAND-bc494756e3597b0eb1f70ab0,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-c9d20ace9842ac7b66c0d1ab,EXTCAND-bf741687afc6170597b21a64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-6768b9156a0bf81c46927637,EXTCAND-e4a69b8a6d42784ef49e2714,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-041c7783ef448465d8b27400,RESCAND-eb8a02b10a7d46e4f91621c3,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-559b6741fa04d34b928ebcd8,RESCAND-3ed6fff5e539d34a9f10ea97,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-92591cb87ccf953a050adbb9,RESCAND-a4eff8ef58e89ba8cc62156c,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-0a5c1db7517f199181f2eafc,RESCAND-11f2e8b8bf1a71a901611e53,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1e497444029f70851eaf7d9b,EXTCAND-54e43f52777263b50c0f3714,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1efd3760e793b11f8d7250ba,EXTCAND-59ce9a47114d1e7c1a1c06c7,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-2aa5a91e205a92c95ad7a9bf,RESCAND-aec1f35bdf64fc1a6f01109b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-41a40a3d7c7e16f3a24330ea,RESCAND-68963471a550e2a8566f00d7,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-257f0394ce62f8f915dae6b5,EXTCAND-8a24107824f6f9fbda21e726,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-3688238e5a61a2f7a8f11030,RESCAND-d5973c8f3801aa3e653bd7b5,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-b4c3dc2de5f10d689459f6ca,EXTCAND-d5fa2ea8ed1f038688d28027,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-4b73e0768e156f3325478164,EXTCAND-51be7f0c22d72e6317dfb258,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-6f026612f64a94ccbc327ef8,RESCAND-559d53d80ff02a2a6ad175f3,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-51c7bc75cf5599f6a227dd61,RESCAND-055ce992c43c536b511481b3,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8ce26c9646d96319477f34ad,RESCAND-b04db981752f322282f313a8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-d14bae44cb7b6cd67e8095d2,RESCAND-ddcfb121c351e4c89a253afc,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-9b95fdd58cd56ca46f6758b7,RESCAND-4a244fd7e6d9e3ef55fe5508,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-4720c0919cb199e8a87e6045,RESCAND-4193e44275d1f7684a7295eb,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-b51d88339762ea4b6503fb15,RESCAND-2a8ac729b9a2dca8dd4b4c62,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-9bf606620bd76398e2a33257,RESCAND-a820cf8a5e2799a2b37940e8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-f1916466da7dfa5131d11a8b,RESCAND-1a7c4f630013227339eb41a9,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-030ad8aa6cd2ca0b1862e5ed,EXTCAND-e5432f3e2514d430c8197f8c,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-97bfdd9cc74e3a7224ed638d,RESCAND-2fe24e2568e32455a56949d2,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-cc6e24f8708236b7511679a8,RESCAND-fb516235d83f45d1691b6551,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-218a0f7d850ba0e06c521e04,RESCAND-c70dc57bfcb18c7c51adedc7,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-9979501c02ffc443649155b8,RESCAND-7bede5e06e31995003383ec7,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-339d1e8bcf35b5a24c7a194a,RESCAND-07055b69b8c40e7329cecc4b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-59be91e9aeffc08cb4c270a5,RESCAND-079c3b2f8403d61061f894d8,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-b51d88339762ea4b6503fb15,RESCAND-2a8ac729b9a2dca8dd4b4c62,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-6768b9156a0bf81c46927637,EXTCAND-e4a69b8a6d42784ef49e2714,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-66ad605fbdce71c001e99fa6,EXTCAND-e271196c120fe45fb4614b64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-1175da4300e097400e6e9613,RESCAND-15b81fa34599837b77abd2f2,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-4720c0919cb199e8a87e6045,RESCAND-4193e44275d1f7684a7295eb,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-2aa5a91e205a92c95ad7a9bf,RESCAND-aec1f35bdf64fc1a6f01109b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-cbd21a96921199270e19439d,EXTCAND-1b68bf84645c74af8709a997,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-293b2b215a41f7b5d61535ca,EXTCAND-12c2d748f2f228da2ccdfae1,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-fe4a029ef5ecf13a22768df1,RESCAND-3ed6fff5e539d34a9f10ea97,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-240793679eb42f018ca2b284,EXTCAND-8a54f64e58c1ac6e2140677b,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-de0522cdd8f7dc26b1c8bc03,EXTCAND-bf741687afc6170597b21a64,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_001_compacted,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
RESCAND-8b21ca945ef3539b5e1fdbdc,RESCAND-ec5e86f7099da941b43676ac,same canonical URL across waves,high,external_search_wave_002_exhaustive_residual,external_search_wave_002_exhaustive_residual,upstream_link_preserved,raw_or_precanonical_candidate_to_available_canonical_candidate
