canonical_payload_id,extraction_result_id,structured_record_count,embedded_artifact_pointer
EXTPAYLOAD-0131240c6fc2b7daa962e497,EXTEXTRACT-0a94a774b62a6d4df1cb03ca,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-0131240c6fc2b7daa962e497.embedded_structured.jsonl.gz
EXTPAYLOAD-0148fafad63e2f30869c71b6,EXTEXTRACT-a89dbc07ade644861ecab9d4,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/91/EXTPAYLOAD-0148fafad63e2f30869c71b6.embedded_structured.jsonl.gz
EXTPAYLOAD-0162f7b1bfa7141ceb5f7c69,EXTEXTRACT-7e20e11bfded1b0086b2f4e2,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8d/EXTPAYLOAD-0162f7b1bfa7141ceb5f7c69.embedded_structured.jsonl.gz
EXTPAYLOAD-01d96eb432b0593a63c90ead,EXTEXTRACT-2df27a0b12352cefdc4ce8d1,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/99/EXTPAYLOAD-01d96eb432b0593a63c90ead.embedded_structured.jsonl.gz
EXTPAYLOAD-01f7a616673c3e41f7c03aa7,EXTEXTRACT-0cf6ba6b539db138c659b5a8,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/28/EXTPAYLOAD-01f7a616673c3e41f7c03aa7.embedded_structured.jsonl.gz
EXTPAYLOAD-0258326abc2e13ae8a8add90,EXTEXTRACT-cae99f8dc3bcc158edbf691a,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/65/EXTPAYLOAD-0258326abc2e13ae8a8add90.embedded_structured.jsonl.gz
EXTPAYLOAD-025ca2fa2e15b35677d62205,EXTEXTRACT-26b25426169de19c32a7cc59,5,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/34/EXTPAYLOAD-025ca2fa2e15b35677d62205.embedded_structured.jsonl.gz
EXTPAYLOAD-0260fbbd8721d1e1a5d36e5d,EXTEXTRACT-003f91422de95a560cccd101,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/75/EXTPAYLOAD-0260fbbd8721d1e1a5d36e5d.embedded_structured.jsonl.gz
EXTPAYLOAD-0296f29d675228332b91b193,EXTEXTRACT-14178444f677ca2830126996,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c6/EXTPAYLOAD-0296f29d675228332b91b193.embedded_structured.jsonl.gz
EXTPAYLOAD-02ef688acc1c2719e7179425,EXTEXTRACT-f94e6d96a9352a5bfa3eab7f,9,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/16/EXTPAYLOAD-02ef688acc1c2719e7179425.embedded_structured.jsonl.gz
EXTPAYLOAD-02f4f5affcf60bed10abef01,EXTEXTRACT-a36faa0a54186af499a88b08,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5d/EXTPAYLOAD-02f4f5affcf60bed10abef01.embedded_structured.jsonl.gz
EXTPAYLOAD-02ff5f680b6aa9ba760780ac,EXTEXTRACT-4fb41580d7667aa074dcb3b5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d2/EXTPAYLOAD-02ff5f680b6aa9ba760780ac.embedded_structured.jsonl.gz
EXTPAYLOAD-0309f6bdd9324c1fe4554251,EXTEXTRACT-15644adeaf323fbeebed1ed1,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/93/EXTPAYLOAD-0309f6bdd9324c1fe4554251.embedded_structured.jsonl.gz
EXTPAYLOAD-0350b7fee8ba81b9efc46bc0,EXTEXTRACT-eed49cbd094be530bf471fb1,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e5/EXTPAYLOAD-0350b7fee8ba81b9efc46bc0.embedded_structured.jsonl.gz
EXTPAYLOAD-038e4265cbb66c5f4312519a,EXTEXTRACT-51df12bfd512143fabce4a5e,9,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/90/EXTPAYLOAD-038e4265cbb66c5f4312519a.embedded_structured.jsonl.gz
EXTPAYLOAD-03a4d1dae2c0effd9adaa00d,EXTEXTRACT-c5ce4d4c667c06504478f889,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eb/EXTPAYLOAD-03a4d1dae2c0effd9adaa00d.embedded_structured.jsonl.gz
EXTPAYLOAD-03ad92daef2fc4a2fa61424f,EXTEXTRACT-f33cc4817e61e2cb3f9a42aa,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-03ad92daef2fc4a2fa61424f.embedded_structured.jsonl.gz
EXTPAYLOAD-03ae25016df9dd52c6751092,EXTEXTRACT-3bc4e43ec873c4aab0826885,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/09/EXTPAYLOAD-03ae25016df9dd52c6751092.embedded_structured.jsonl.gz
EXTPAYLOAD-03c10c39c819afd8e8b844d0,EXTEXTRACT-1f7893850ecb0fe6c6c2b1ed,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ae/EXTPAYLOAD-03c10c39c819afd8e8b844d0.embedded_structured.jsonl.gz
EXTPAYLOAD-03ca3c7e0bf8e0211dafa732,EXTEXTRACT-10bb86a24681b55491b05015,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-03ca3c7e0bf8e0211dafa732.embedded_structured.jsonl.gz
EXTPAYLOAD-03dff7524eb5efbe8224fefa,EXTEXTRACT-7d51b2c5c4f982dcce1ef210,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/64/EXTPAYLOAD-03dff7524eb5efbe8224fefa.embedded_structured.jsonl.gz
EXTPAYLOAD-03fb5e04ae707ff8d5636b6c,EXTEXTRACT-588024e1b2b7e7b3744283a9,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e6/EXTPAYLOAD-03fb5e04ae707ff8d5636b6c.embedded_structured.jsonl.gz
EXTPAYLOAD-044cc5d672052db36522411c,EXTEXTRACT-c0e12048eeb841e0141e7978,3077,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/46/EXTPAYLOAD-044cc5d672052db36522411c.embedded_structured.jsonl.gz
EXTPAYLOAD-045665671c11d6e7524f9330,EXTEXTRACT-a3d76d768533f6933c54837a,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d5/EXTPAYLOAD-045665671c11d6e7524f9330.embedded_structured.jsonl.gz
EXTPAYLOAD-0459b7f96ca75993d3a0976c,EXTEXTRACT-975fd477905add26e6c65846,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/26/EXTPAYLOAD-0459b7f96ca75993d3a0976c.embedded_structured.jsonl.gz
EXTPAYLOAD-04a358c2e04b5d47eda04abb,EXTEXTRACT-e85420cffc18de620c539f4c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b9/EXTPAYLOAD-04a358c2e04b5d47eda04abb.embedded_structured.jsonl.gz
EXTPAYLOAD-050f03f2506fd110abdf6a72,EXTEXTRACT-54eec4559c454c39ea7fd646,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83/EXTPAYLOAD-050f03f2506fd110abdf6a72.embedded_structured.jsonl.gz
EXTPAYLOAD-05103f74c7dc33f000b59c82,EXTEXTRACT-21e77da37f36e92024580bc7,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/63/EXTPAYLOAD-05103f74c7dc33f000b59c82.embedded_structured.jsonl.gz
EXTPAYLOAD-0513917cd16f25f10393904c,EXTEXTRACT-3f1cfb503458425bc132b50c,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5e/EXTPAYLOAD-0513917cd16f25f10393904c.embedded_structured.jsonl.gz
EXTPAYLOAD-05194ebd165332e3d1ab3e28,EXTEXTRACT-4e4deccb3de88bc4e16344bc,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8e/EXTPAYLOAD-05194ebd165332e3d1ab3e28.embedded_structured.jsonl.gz
EXTPAYLOAD-053b63e7355d7811b94c8d73,EXTEXTRACT-7129eea29ab4247f17e7141a,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/71/EXTPAYLOAD-053b63e7355d7811b94c8d73.embedded_structured.jsonl.gz
EXTPAYLOAD-0572980d08065144b5bdd93d,EXTEXTRACT-7ae6c9e9957994dce9d922be,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/28/EXTPAYLOAD-0572980d08065144b5bdd93d.embedded_structured.jsonl.gz
EXTPAYLOAD-058e15e93866f0c21b1a0966,EXTEXTRACT-ca09227a3d9d380a5586420a,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a9/EXTPAYLOAD-058e15e93866f0c21b1a0966.embedded_structured.jsonl.gz
EXTPAYLOAD-05b04c70904c92d734105aac,EXTEXTRACT-d49ba8f867407268dbfce4fd,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3a/EXTPAYLOAD-05b04c70904c92d734105aac.embedded_structured.jsonl.gz
EXTPAYLOAD-05b33275319553ec15ee630e,EXTEXTRACT-e8ff6f9e9714919331a82183,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1a/EXTPAYLOAD-05b33275319553ec15ee630e.embedded_structured.jsonl.gz
EXTPAYLOAD-05c9943ac9a8eb27cad2006b,EXTEXTRACT-7e5ce3c03da9a925cae8b40d,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-05c9943ac9a8eb27cad2006b.embedded_structured.jsonl.gz
EXTPAYLOAD-05e76f7c9318ce2f206136f8,EXTEXTRACT-02b0d0f2ddae9547a6a4a188,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0b/EXTPAYLOAD-05e76f7c9318ce2f206136f8.embedded_structured.jsonl.gz
EXTPAYLOAD-05ef155f639e7e65f14f71ee,EXTEXTRACT-3b517ffedd9e08ca37d7bfc6,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/88/EXTPAYLOAD-05ef155f639e7e65f14f71ee.embedded_structured.jsonl.gz
EXTPAYLOAD-05f023e286fd24cc35756c15,EXTEXTRACT-5b010b7ff5d7b9e771ca6e03,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b5/EXTPAYLOAD-05f023e286fd24cc35756c15.embedded_structured.jsonl.gz
EXTPAYLOAD-0610039079081a1bd4d73c43,EXTEXTRACT-8267392474979e0f300e2ebc,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/08/EXTPAYLOAD-0610039079081a1bd4d73c43.embedded_structured.jsonl.gz
EXTPAYLOAD-06342c2e95a11367a514d676,EXTEXTRACT-dda07ee1457c1f51e1a4cc68,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c4/EXTPAYLOAD-06342c2e95a11367a514d676.embedded_structured.jsonl.gz
EXTPAYLOAD-063dfb34b9bf12cb7993af24,EXTEXTRACT-7390dbb72b03ad0fbeabb0e5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3a/EXTPAYLOAD-063dfb34b9bf12cb7993af24.embedded_structured.jsonl.gz
EXTPAYLOAD-06546fa5f4c51cce82ea3cb1,EXTEXTRACT-caaa05d68c47d71b77ac6e6d,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/60/EXTPAYLOAD-06546fa5f4c51cce82ea3cb1.embedded_structured.jsonl.gz
EXTPAYLOAD-0678a014aee2c3fdc56345c9,EXTEXTRACT-0d3f244668965ac31aeab0b9,3121,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/34/EXTPAYLOAD-0678a014aee2c3fdc56345c9.embedded_structured.jsonl.gz
EXTPAYLOAD-06868c47886f793dd9a26808,EXTEXTRACT-b598c609130c3c21c09f60a5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e4/EXTPAYLOAD-06868c47886f793dd9a26808.embedded_structured.jsonl.gz
EXTPAYLOAD-06bfa831a5f16d5b09681219,EXTEXTRACT-cb2da8bbc775ea56666c90fc,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f9/EXTPAYLOAD-06bfa831a5f16d5b09681219.embedded_structured.jsonl.gz
EXTPAYLOAD-06dc91a07a3896dfb326f3fa,EXTEXTRACT-02890498f2413bde6dca0c6a,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/62/EXTPAYLOAD-06dc91a07a3896dfb326f3fa.embedded_structured.jsonl.gz
EXTPAYLOAD-06e350747040a704363a22ce,EXTEXTRACT-37b270c69567cb85c85f4069,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/86/EXTPAYLOAD-06e350747040a704363a22ce.embedded_structured.jsonl.gz
EXTPAYLOAD-0712dbc5e6f976bd76cb3d41,EXTEXTRACT-4484b31d3afd38f2ac0d5992,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/51/EXTPAYLOAD-0712dbc5e6f976bd76cb3d41.embedded_structured.jsonl.gz
EXTPAYLOAD-07255b0f7fc0f283d0471d93,EXTEXTRACT-b481ff7c4c8fab620b00ae5e,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e8/EXTPAYLOAD-07255b0f7fc0f283d0471d93.embedded_structured.jsonl.gz
EXTPAYLOAD-07613898dc1e9ae20fa400b4,EXTEXTRACT-f4175f1ecb83955d5254c8dc,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6b/EXTPAYLOAD-07613898dc1e9ae20fa400b4.embedded_structured.jsonl.gz
EXTPAYLOAD-076a289c76f9cbbdd01eb4a5,EXTEXTRACT-0d1334fa15bb1cc5aca69ec9,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/92/EXTPAYLOAD-076a289c76f9cbbdd01eb4a5.embedded_structured.jsonl.gz
EXTPAYLOAD-076d1e30384896802c3f7c47,EXTEXTRACT-80ae3faa983111b4ef9a51fd,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0/EXTPAYLOAD-076d1e30384896802c3f7c47.embedded_structured.jsonl.gz
EXTPAYLOAD-078185e2f98a042d2c6df34b,EXTEXTRACT-0fe27d3981c7401fd47a11a8,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6b/EXTPAYLOAD-078185e2f98a042d2c6df34b.embedded_structured.jsonl.gz
EXTPAYLOAD-07c51e1854ae2d10c7255a9a,EXTEXTRACT-6729be73b58bebf5aaafe568,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/21/EXTPAYLOAD-07c51e1854ae2d10c7255a9a.embedded_structured.jsonl.gz
EXTPAYLOAD-07cc1bd28ef4568d7d1b4d0d,EXTEXTRACT-617a8f9a22e0db97d39655a9,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/60/EXTPAYLOAD-07cc1bd28ef4568d7d1b4d0d.embedded_structured.jsonl.gz
EXTPAYLOAD-07f1a080ecb2a43e7a2eb3da,EXTEXTRACT-3abb82cc26c6cb81e6062b78,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/58/EXTPAYLOAD-07f1a080ecb2a43e7a2eb3da.embedded_structured.jsonl.gz
EXTPAYLOAD-080f5f14b523d26aacda3901,EXTEXTRACT-1a351bc8ae4af9899c9ec7e4,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a4/EXTPAYLOAD-080f5f14b523d26aacda3901.embedded_structured.jsonl.gz
EXTPAYLOAD-0819b034ba45f17a6af2082d,EXTEXTRACT-9cb72a42ebf4c979eded60df,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a1/EXTPAYLOAD-0819b034ba45f17a6af2082d.embedded_structured.jsonl.gz
EXTPAYLOAD-083c53033d7a658475436832,EXTEXTRACT-27ff99bc204760690cde5ce8,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e3/EXTPAYLOAD-083c53033d7a658475436832.embedded_structured.jsonl.gz
EXTPAYLOAD-083ed7ba42da3c0b53d2cf73,EXTEXTRACT-a586c8c46f7c445ef9a03ea5,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f9/EXTPAYLOAD-083ed7ba42da3c0b53d2cf73.embedded_structured.jsonl.gz
EXTPAYLOAD-08425356eb39c1e6cc75481c,EXTEXTRACT-934d4b36aa2dacaafb3bd54e,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d9/EXTPAYLOAD-08425356eb39c1e6cc75481c.embedded_structured.jsonl.gz
EXTPAYLOAD-08438f0cc3bc487afb5c2fd1,EXTEXTRACT-e2c2a0c722259f9fe183997d,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b2/EXTPAYLOAD-08438f0cc3bc487afb5c2fd1.embedded_structured.jsonl.gz
EXTPAYLOAD-085b8f547a00f6587c7e137d,EXTEXTRACT-e9519faa847f5ac18d869b4a,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fb/EXTPAYLOAD-085b8f547a00f6587c7e137d.embedded_structured.jsonl.gz
EXTPAYLOAD-086cd9a3348fc21d947fa8bc,EXTEXTRACT-436afb73a66a92255c3f79b7,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/13/EXTPAYLOAD-086cd9a3348fc21d947fa8bc.embedded_structured.jsonl.gz
EXTPAYLOAD-0885aeaa0163b6d2710136d7,EXTEXTRACT-b295ea2fe934eb090d3cae1b,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0d/EXTPAYLOAD-0885aeaa0163b6d2710136d7.embedded_structured.jsonl.gz
EXTPAYLOAD-08921fdad7b4a24f21b22748,EXTEXTRACT-f8479763366a3d59a7f2b251,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-08921fdad7b4a24f21b22748.embedded_structured.jsonl.gz
EXTPAYLOAD-08a1cf39e4b5a615b9e7dd62,EXTEXTRACT-3b8b47b88d9db28cbcee6c95,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0e/EXTPAYLOAD-08a1cf39e4b5a615b9e7dd62.embedded_structured.jsonl.gz
EXTPAYLOAD-08a4c33b1ab9289588fcdf44,EXTEXTRACT-010ae754446cb555db9e92ef,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40/EXTPAYLOAD-08a4c33b1ab9289588fcdf44.embedded_structured.jsonl.gz
EXTPAYLOAD-08ad27753e406467cba9a299,EXTEXTRACT-9e56a7e9cc5f3e347cc8512f,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/25/EXTPAYLOAD-08ad27753e406467cba9a299.embedded_structured.jsonl.gz
EXTPAYLOAD-08d94236e10e2dad664b1495,EXTEXTRACT-9ecc662cd08531c466adb1b8,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/13/EXTPAYLOAD-08d94236e10e2dad664b1495.embedded_structured.jsonl.gz
EXTPAYLOAD-08e14cfd89f804c86c1ffc2a,EXTEXTRACT-671e6668704df0b2f6f7821e,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2e/EXTPAYLOAD-08e14cfd89f804c86c1ffc2a.embedded_structured.jsonl.gz
EXTPAYLOAD-090457cb322058558c1390c6,EXTEXTRACT-e9929ba1945caf75248c19ab,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8a/EXTPAYLOAD-090457cb322058558c1390c6.embedded_structured.jsonl.gz
EXTPAYLOAD-0943c641ac2d5a945789bfa9,EXTEXTRACT-6eb6fa9f324147f73e8b2bee,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0a/EXTPAYLOAD-0943c641ac2d5a945789bfa9.embedded_structured.jsonl.gz
EXTPAYLOAD-094feef9ba6a0e00620393d3,EXTEXTRACT-736f2368179d53df4e35658d,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/55/EXTPAYLOAD-094feef9ba6a0e00620393d3.embedded_structured.jsonl.gz
EXTPAYLOAD-095a3809d9e285ad9ba4017d,EXTEXTRACT-bc11773c635fe99af712082c,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f7/EXTPAYLOAD-095a3809d9e285ad9ba4017d.embedded_structured.jsonl.gz
EXTPAYLOAD-09665c3e464cd48c667e6a21,EXTEXTRACT-357c942f5e0230955dcf5d61,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/84/EXTPAYLOAD-09665c3e464cd48c667e6a21.embedded_structured.jsonl.gz
EXTPAYLOAD-09b4c5eff178c2dcd3c890d1,EXTEXTRACT-87c2afb836860d19692c6c74,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b0/EXTPAYLOAD-09b4c5eff178c2dcd3c890d1.embedded_structured.jsonl.gz
EXTPAYLOAD-0a3de33b3b81e07826695ec8,EXTEXTRACT-9cb8f28aa5ed88d9670af7a5,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6d/EXTPAYLOAD-0a3de33b3b81e07826695ec8.embedded_structured.jsonl.gz
EXTPAYLOAD-0a47d04ff92f664fe2b4f393,EXTEXTRACT-10a1a0b37f579cd89ce56539,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/92/EXTPAYLOAD-0a47d04ff92f664fe2b4f393.embedded_structured.jsonl.gz
EXTPAYLOAD-0a5bec8597abf88eb057212f,EXTEXTRACT-80e993cde30dbf826fd27b20,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c2/EXTPAYLOAD-0a5bec8597abf88eb057212f.embedded_structured.jsonl.gz
EXTPAYLOAD-0a60e6620fd7cca8c505a5ed,EXTEXTRACT-5536f920360dd0fdd166a266,4,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/93/EXTPAYLOAD-0a60e6620fd7cca8c505a5ed.embedded_structured.jsonl.gz
EXTPAYLOAD-0a78e75f9b9338a6cd490a02,EXTEXTRACT-f4ea8fa94ab69984891f8ebf,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/64/EXTPAYLOAD-0a78e75f9b9338a6cd490a02.embedded_structured.jsonl.gz
EXTPAYLOAD-0a7acde2b08791e119b2c9e6,EXTEXTRACT-0b00d8840343f60851fefd29,1,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/07/EXTPAYLOAD-0a7acde2b08791e119b2c9e6.embedded_structured.jsonl.gz
