at,canonical_payload_id,extraction_result_id,modality_status,terminal_status,warning_codes
2026-08-05T19:40:17.943509+00:00,EXTPAYLOAD-3dd125d61973caeed83c76b7,EXTEXTRACT-377c00de43b65bdb0618df5f,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:22.087604+00:00,EXTPAYLOAD-493caf436f559bfc9bd7b748,EXTEXTRACT-a74c4b772c4f829b976e6129,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:22.595217+00:00,EXTPAYLOAD-4c0a3e19409d5e17ce9db2f1,EXTEXTRACT-b80507d51cb45069758d9820,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:24.756633+00:00,EXTPAYLOAD-4ecea982138f07cbc6d87dd8,EXTEXTRACT-50844b2be661459de192945d,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:25.646693+00:00,EXTPAYLOAD-4ed0cd1e1e8f8038ec0dcc44,EXTEXTRACT-9060f170cdb923e426048378,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:31.419346+00:00,EXTPAYLOAD-6290a6f2c970dc4ad48d1660,EXTEXTRACT-ec794eb82721d271edd2408b,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:32.774973+00:00,EXTPAYLOAD-68a746a34380e52ee1cb1fd3,EXTEXTRACT-bd0a28ab21ad6f31451709fd,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:34.547042+00:00,EXTPAYLOAD-6ea249cc58fda57cd048d155,EXTEXTRACT-5525b076b768d6f40da972b7,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:40:34.580253+00:00,EXTPAYLOAD-6f60215540508a25da8992da,EXTEXTRACT-ee32fddfaf34740c153cc880,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:34.945658+00:00,EXTPAYLOAD-7075b30f721c966080acadb2,EXTEXTRACT-98937994ca7947315e14ce3a,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:40:34.956335+00:00,EXTPAYLOAD-709a0a5bd48705fde5eb2415,EXTEXTRACT-66350da7977edf5b76db0033,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:35.525817+00:00,EXTPAYLOAD-76d80412e1132cda15d169ce,EXTEXTRACT-0b9d88e45bafa3fce731806a,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:36.556196+00:00,EXTPAYLOAD-7fb4316cb7770be8b1c9fc6d,EXTEXTRACT-7d488762313fac3b8782c33a,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:40:39.495688+00:00,EXTPAYLOAD-7fbe9df71a4eeb0e41947663,EXTEXTRACT-97d8b7e3e0cfcadd2397004d,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:13.545519+00:00,EXTPAYLOAD-822a054e69f916bd61dbfa61,EXTEXTRACT-8f6e2945c78bb64abfd13af3,html_parse_timeout,parse_timeout,['html_child_process_wall_timeout']
2026-08-05T20:11:17.123262+00:00,EXTPAYLOAD-8c4f7cf54f824ececc6c407d,EXTEXTRACT-b6e76daa136f235facf29067,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:30.040212+00:00,EXTPAYLOAD-91924abdcd13d5607297c28d,EXTEXTRACT-835fc6495b37962906500229,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:30.175473+00:00,EXTPAYLOAD-9299b9989a64aa84fabf0e8f,EXTEXTRACT-6484887415107dff8db0950a,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:30.366411+00:00,EXTPAYLOAD-93b657b67c32b37d1bd5f459,EXTEXTRACT-19b45a800eabb05ff269d8f5,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:30.376593+00:00,EXTPAYLOAD-93f3cd0cdc15b6e657655c3e,EXTEXTRACT-c08c229c692de495c839deb6,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'iso8859_15''""]"
2026-08-05T20:11:32.604892+00:00,EXTPAYLOAD-9571fc1a64fa618f202ca464,EXTEXTRACT-fe0b551a5bdc2f4728eefa7e,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:41.723820+00:00,EXTPAYLOAD-97b157ec139544e527084847,EXTEXTRACT-0f5e992a1cd79d7392abe9cf,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:51.080076+00:00,EXTPAYLOAD-9b183e01ff8fd9bbc5eec247,EXTEXTRACT-c8e1503591e03a6149ae59ce,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:51.660718+00:00,EXTPAYLOAD-9d31e87722c595595e65f5c6,EXTEXTRACT-c53e88dee0cc8abb13aaf73d,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:55.223165+00:00,EXTPAYLOAD-a7ebdb4ff6e00f7894360150,EXTEXTRACT-0a90340991977faa093ce3a8,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:55.468448+00:00,EXTPAYLOAD-aa396c9ad4203aeb211a587b,EXTEXTRACT-8d020752b874c20dfbf8cc8a,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:55.469611+00:00,EXTPAYLOAD-aa7e642891b35487ecd9b1e5,EXTEXTRACT-719adc1ceeac0d1c61a8585f,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:55.908724+00:00,EXTPAYLOAD-ac282819edd004f11575ee1d,EXTEXTRACT-23a01665347f08d106356db1,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:57.502934+00:00,EXTPAYLOAD-b3ceb0a9dfaf4bb4c7462439,EXTEXTRACT-7efd06a4584026924440f118,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:12:00.199503+00:00,EXTPAYLOAD-b9aad7db279d2247394c9bab,EXTEXTRACT-1c7a5abe8db683b5db32620e,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:12:00.344528+00:00,EXTPAYLOAD-ba48d416884db27783140bdf,EXTEXTRACT-c801f70426eefb0c93ea6de1,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:12:03.782579+00:00,EXTPAYLOAD-bac1ed606a7808854c5e6a40,EXTEXTRACT-bd889277bcf2b3aa117771bb,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'cp775''""]"
2026-08-05T20:12:06.433478+00:00,EXTPAYLOAD-c00be395a7a00c50d4a8e6dc,EXTEXTRACT-bcf69040ada0d87ee0b36812,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:12:06.817729+00:00,EXTPAYLOAD-c3f8e47c6f997ec741c6f8a8,EXTEXTRACT-ba30fac151eb05d72686a1d7,html_text_extracted_ok,extracted_text_ok,['embedded_json_1_parse_error']
2026-08-05T20:12:07.517358+00:00,EXTPAYLOAD-c609827dff27c1096b259b9c,EXTEXTRACT-322c6f6bcb81c6a2d6a4d2fa,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:12:31.221860+00:00,EXTPAYLOAD-d19e95d1aecd7ce180c017d9,EXTEXTRACT-f2632fdd8651ac6f8d295458,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:12:31.451068+00:00,EXTPAYLOAD-d1cbc8d124614556d917763a,EXTEXTRACT-9e2a5d5926445c88547e60ea,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:12:36.345360+00:00,EXTPAYLOAD-d9dfa7510e646045d860016c,EXTEXTRACT-d222dd7a54bdee56d0031703,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:12:57.814914+00:00,EXTPAYLOAD-ddc6b492da7248b80d636866,EXTEXTRACT-629bfda96db7513a128ca393,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:12:58.286878+00:00,EXTPAYLOAD-e0e7e591a92a11df39b6fe1c,EXTEXTRACT-bc8149520164dfd9be15e503,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:12:58.654354+00:00,EXTPAYLOAD-e2e1c975925633c580b4d2be,EXTEXTRACT-6cca98fd4f8b266a3be31ef0,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:20:00.384018+00:00,EXTPAYLOAD-e54e5c894d15ff88dbb445d3,EXTEXTRACT-c0b0e8bd7944ef56d309c9ad,html_parse_timeout,parse_timeout,['parse_timeout']
2026-08-05T20:20:03.990143+00:00,EXTPAYLOAD-e85590bb9ec16b1e52f0db69,EXTEXTRACT-bf97165ae8a390bdb0d48991,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:20:04.623139+00:00,EXTPAYLOAD-e90820c292fe134860ffad3c,EXTEXTRACT-3fc5f14a36a2604a144f4315,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:20:09.990110+00:00,EXTPAYLOAD-ee0d71aafad5e274f9d7dd26,EXTEXTRACT-b199d8a0982ad5d99bcb4529,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:20:11.807143+00:00,EXTPAYLOAD-f4095d32f2b000f72a748c81,EXTEXTRACT-533aa6db4def2ddfc2d1c0b8,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:20:15.343552+00:00,EXTPAYLOAD-f4fd56b5f7a1a320196b6b2c,EXTEXTRACT-14255c5c5397467b9b09a34a,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
