canonical_source_record_id,canonical_payload_id,extraction_result_id,primary_terminal_status,modality_status,artifact_count,artifact_bytes,character_count,page_count,table_count,structured_record_count,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,municipality,state,period,side_scope,department_scope,source_family,administrative_source_type,extraction_priority,propagation_basis
EXTREADYQ-f35f28b07232f58e59ee2d74,EXTPAYLOAD-d78ca96200651d55830e20c4,EXTEXTRACT-007832457285e124ad1d3cde,extracted_text_and_structured_ok,html_text_tables_and_structured_extracted_ok,5,17879,26123,0,11,2,RESCAND-dce0c46f8b3dca5253073d60,ROOTCOMP-3b834027b3192e3098816e18,MECHEXP-0a38c4ac28a51c244888c487|MECHEXP-70cc48aee65892b1b1f8e72a|MECHEXP-89673c339206942ed001d5c3|MECHEXP-f7ee9cf7febd7a20bf287008,,Austin,MN,2019,unclear,unclear,payroll_and_earnings,budget,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-7bece338e4891bfe781a12fe,EXTPAYLOAD-d78df987ec8e3a5d83a60d9a,EXTEXTRACT-14a5270ddca1e4240306d8e5,extracted_text_ok,pdf_extracted_ok,3,6423,16320,7,0,0,EXTCAND-9332b5f6eaa9d52b85bcac2a,ROOTCOMP-6c2e465ff3d2d3ada6bfc6a9,MECHEXP-2a0c7be76e232622a5fcac5a|MECHEXP-8330c491271b1677670ddf70|MECHEXP-aba9df569def50d36415aa63|MECHEXP-f00b9497ca04c0d4241846b7,,Grand Chute,WI,undated,all_units,all_units,multi_family_administrative_source,staffing_table,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-480872392c17b52a106e6268,EXTPAYLOAD-d78fb7c9117cb5215044b8cc,EXTEXTRACT-7afb2bf7295679eee26148e6,extracted_text_ok,pdf_extracted_ok,3,88510,273626,199,0,0,EXTCAND-935b3c6ce7db2655ecdcb5fe,ROOTCOMP-aac18810472644d0c020da0d|ROOTCOMP-f989fbb3c7c88956c14e54a6,MECHEXP-39c9bcf802050e85d74d3a74|MECHEXP-4442d2ce1318ef9a2bdaf640|MECHEXP-8272eff21149ea0dadb2edfe|MECHEXP-a6b543c8656eb327188a1aed|MECHEXP-b174b66c7199cb62cfb628b7|MECHEXP-ee32a0dfa8ba300d633467da,,Tarrytown,NY,undated,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-e7296e67ffceb85fa379420f,EXTPAYLOAD-d7906212f5cce0124886bffd,EXTEXTRACT-064247f4630ee48aa230cd89,extracted_text_and_structured_ok,html_text_tables_and_structured_extracted_ok,5,7864,8150,0,1,1,EXTCAND-46ebab1442a9a683306258f3,ROOTCOMP-4061a5f649e72331d8f0cdfb,MECHEXP-26cc0cbc9bdecff088e336f1|MECHEXP-3226af2c7980e1f4579921a2|MECHEXP-7a2efce03f42cdc7916990ed|MECHEXP-c72f8b210552ab7be978d18e,,Hocking,OH,2019,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-2354ad0e0a705daa6ebef830,EXTPAYLOAD-d79194252da0c5e1bd329451,EXTEXTRACT-f9e7597556325c10885a2a4f,extracted_text_ok,pdf_extracted_ok,3,7340,18219,4,0,0,EXTCAND-14b41d3b98dc53a3452c7e43,ROOTCOMP-9d7d1d9cbf3aa77b3101fda0,MECHEXP-12d7cd92aa6a1075259f8ff2|MECHEXP-bcffff4685dac26c534bce01|MECHEXP-caaeabaf65985b05332ea47f|MECHEXP-ebd2dd05242e95c94d2df9f9,,Warren,OH,2020,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-c1e5b983b08d255870731346,EXTPAYLOAD-d793061ebb62b52694113db2,EXTEXTRACT-c6a25ed8e7379ed1f712d04e,extracted_text_ok,html_text_extracted_ok,5,2909,1641,0,0,0,RESCAND-1c77dcd01b31f4c8cc3a1b9a,ROOTCOMP-51f1fc8bbc5b6e8f8db8ec30|ROOTCOMP-59c240767cd962f7d5de5400,MECHEXP-0575d38021783bfe665bdd91|MECHEXP-461c609bbb4de8ed3abc44b2|MECHEXP-4afbf19d05c7563d7976dd4a|MECHEXP-4fed45257b34ea629882a8f4|MECHEXP-5176250561fe2e208238789e|MECHEXP-9447e432d3506acda0f63977|MECHEXP-c429e9dd8cf3241c9d644355|MECHEXP-d020fad5c0c52b7ae9622262,,Bradford,PA,2026,fire,fire,tenure_and_progression,budget,extraction_priority_medium,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-375059a8ee15a9ddc1a37766,EXTPAYLOAD-d795ce5ae3cfe481e5c6a61e,EXTEXTRACT-1d4a29e3c6a617d7015eaa49,extracted_text_ok,pdf_extracted_ok,3,2342,5288,2,0,0,EXTCAND-dd47ce64209650f445706aaf,ROOTCOMP-460a4f6521dc75f2abc1212a|ROOTCOMP-673d8d951d45337cc650e90c,MECHEXP-13e033d6ebb09a0e61e53e55|MECHEXP-441943f25a17808355e81f46|MECHEXP-6e78df33062da551506c203f|MECHEXP-7549facab16d87e351e7286a|MECHEXP-7b613ad50956ad3996e0701f|MECHEXP-7eba8f4907703e10081daf15|MECHEXP-bbc481beb79650c60fa9b897|MECHEXP-d56a19906edff6dc45b280bf,,Colby,WI,undated,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-9bdf9eae582c363b5e74d501,EXTPAYLOAD-d79a531099bec9c7ad9c7005,EXTEXTRACT-47db629ccede25656f40b198,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,6731,6502,0,1,0,EXTCAND-9385e10da396e23e6def00e3,ROOTCOMP-5374544dcbecb89f77eb884d|ROOTCOMP-84e33d91754e6c4ecfbc5c62,MECHEXP-0882ba60a5961d0ea9f6261d|MECHEXP-0a2a34428590f5735cd9c7d8|MECHEXP-60fa202cb022f5cc3497f0da|MECHEXP-79edfb09262b54d5addef303|MECHEXP-7d590d61deabbbf23f69ebad|MECHEXP-986811fe41ceb63f3de08515|MECHEXP-db603b521050880452be3bc0|MECHEXP-ee3c62e64fc9dffe07c8b1d6,,Bradley,ME,2026,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-536b062b6bfbb9091b153871,EXTPAYLOAD-d7a45e16f0406205643f0d50,EXTEXTRACT-0da0c33a1010999369ca7ef0,extracted_text_ok,html_text_extracted_ok,5,4745,4787,0,0,0,EXTCAND-afc84839001ab7dfd526aa92,ROOTCOMP-158abc069b7357213108775d,MECHEXP-57437febf3235f66e9b6e776|MECHEXP-58486c72638e98092c33b672|MECHEXP-96184b537489fb9419cdd4c6|MECHEXP-97665186a058f716eff88ab2|MECHEXP-f14597e7f8312c061598dafe,,Cold Spring,NY,2014,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-ef0e87ccff2f6082a0f1bc89,EXTPAYLOAD-d7aab67726d48da987d80676,EXTEXTRACT-e14a2d7fd210a594910285f5,extracted_text_ok,pdf_extracted_ok,3,20368,100946,22,0,0,EXTCAND-4c8977e0e422c2e0325ec4f3,ROOTCOMP-2941c6f358f48954ca30c637|ROOTCOMP-7731540f8c507e3c2f4d82f2,MECHEXP-0a303551fdaf6a2c59fa77c0|MECHEXP-5719d4990bfb7089f2546d4b|MECHEXP-60b2b9d3cc85caebb9c07911|MECHEXP-89cd45cfe53b183c0898743d|MECHEXP-9f8b518c06d25c1b5f266e58|MECHEXP-b87a275741337744541fb709,,Port Jervis,NY,undated,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-00d43e9cf3b69a56e60ebd73,EXTPAYLOAD-d7b8efa0a87ca4a4bafc8280,EXTEXTRACT-0e1271a48be3e77289f9e86e,extracted_text_ok,html_text_extracted_ok,5,8225,10673,0,0,0,RESCAND-e1d6d480ae94eb31c2efe430,ROOTCOMP-f6a5356e1966b7ce1b190a17,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,,Alban,WI,2022,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-0711376218971b98daf3a981,EXTPAYLOAD-d7bc294bb2780c93163a7575,EXTEXTRACT-8d3c062797cd3d80c610ecd5,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,3350,1899,0,1,0,RESCAND-8c1931409904b3c50cb857da,ROOTCOMP-7b8f19181f53eeb579164bc9,MECHEXP-0d5b845a5a4d4d6a8f29ab4a|MECHEXP-578dac32cfa4823a7dd919e0|MECHEXP-85571ba3f61b1cec2897ccc6|MECHEXP-97dcae472fbe93e32468fd63|MECHEXP-ac417e0651a78ef5690818d9|MECHEXP-f356c47e5f6ed397f9022667,,Badger,MN,undated-source-BRMGRS-20260802-e3c16c3973d13f7f7759f944,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-40de7a77b54cc286022df5d0,EXTPAYLOAD-d7bdce0339021a610701e426,EXTEXTRACT-9c06885a260049487f1f8739,extracted_text_ok,html_text_extracted_ok,5,45242,103227,0,0,0,EXTCAND-b57673d6d2f1b469bdb40eb4|EXTCAND-e4bf290c86e3efddaaf0c1fd,ROOTCOMP-74c72d23b09aff4b56108fd3,MECHEXP-587df589b56d17103b25b19c|MECHEXP-67d92e0dc6b77b0cf7507b23|MECHEXP-7101eb1b5d4458c02e207e3f|MECHEXP-984b97fb2bb268eab567bff1|MECHEXP-b3c836b0cbefca597fff43a1,,Green,NJ,2021,all_units,all_units,contextual_controls,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-84043d1b7a4dcf7d27ffd019,EXTPAYLOAD-d7bf0876d96e2922a1665f25,EXTEXTRACT-50a420dad7e606bb7388e3d2,extracted_text_ok,html_text_extracted_ok,5,7327,10592,0,0,0,EXTCAND-7098c1392c7446a25d4c7b68,ROOTCOMP-ec47ee36ee49b3fb65d3021f,MECHEXP-51708251a38491b5d0fc3683|MECHEXP-81150dbc3d51ed6e779d5da5|MECHEXP-bbbbf7648a3131c637ad7a22|MECHEXP-e5ff30e23ca43f6cf47c2e9f,,Macedon,NY,2021,side_independent,side_independent,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-3fc7c16e73b388f9a2ef0932,EXTPAYLOAD-d7c55a85bca6fda392548451,EXTEXTRACT-bfe214b7a2cb0d502673c89e,extracted_text_ok,html_text_extracted_ok,5,5908,6801,0,0,0,EXTCAND-fca6a364d7b4a0124da22f5e,ROOTCOMP-71720d60084703e7b494b5b4,MECHEXP-24d492f902dffc5dea077ae4|MECHEXP-a6d2685d8ee4b885819f6b17|MECHEXP-babdb43db24999e93755f59c|MECHEXP-f45cf6923359fbc50b518e2b,,Columbus,WI,2024,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-2301b6f0b4111ee7ae7fe597,EXTPAYLOAD-d7cbfbf27e22aeaa335f54a2,EXTEXTRACT-5ac51af63e7dd773cb8e6ecf,extracted_text_ok,html_text_extracted_ok,5,3259,1687,0,0,0,RESCAND-e22626e6a260d02ce48fef31,ROOTCOMP-a3bd736deb6f4f567ca04181|ROOTCOMP-bccf67bcad76c5f9ec62e8d0,MECHEXP-04bd21559872af7193b7ca26|MECHEXP-1fcf03efad371a04442a7ca8|MECHEXP-2ce379d8e780c2a122cdf82d|MECHEXP-36cf6bbc78972b8c6455c6e3|MECHEXP-5a2393c69d29611ace1ad0cb|MECHEXP-60ebd05f8163c9371afe4939|MECHEXP-665098d92813e331b8d2b4e5|MECHEXP-f49a44f0fc966475368e3861,,Cohasset,MA,2022,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-9b12489d1376934e27978740,EXTPAYLOAD-d7cccaf107991fe367cd070f,EXTEXTRACT-4c4658d0a22b1af6173613a7,extracted_text_ok,pdf_extracted_ok,3,5927,12045,6,0,0,RESCAND-17fae452e3d3b5626590754c,ROOTCOMP-a10fb9661ca8ba6d53cd59f9,MECHEXP-317ff466bfd0d4ba338e735c|MECHEXP-ad9b24f15ba0d2478cb374ac|MECHEXP-c0cc1191a99810a179acb666|MECHEXP-c2c1ffca4794d8cf19eef74c,,Beaver,PA,2020,police,police,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-0aad9be4ae08aa19db0465ed,EXTPAYLOAD-d7e2cc37021034e075b41c7b,EXTEXTRACT-3f92a3a03073993210b7f42f,extracted_text_ok,pdf_extracted_ok,3,33441,100593,45,0,0,EXTCAND-9988c01f981d952366f23be3,ROOTCOMP-fcb026bf1a9030066b607435,MECHEXP-24851e90cfc688ed413f971d|MECHEXP-585fae79959362b4ceabb05d|MECHEXP-6e972c1f13acdd379d9c5083|MECHEXP-70c784a65ded9d30c640d7f4|MECHEXP-b5c9b39a072d95007fa1cdf0,,Springfield,OH,2017,fire,fire,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-96dd50bef2a4c992965e9df5,EXTPAYLOAD-d7e4a4e45e67f23289979375,EXTEXTRACT-308bb7f19ba0b20e908017f4,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,4348,3458,0,1,0,RESCAND-df300387207324c02e37f16a,ROOTCOMP-2231f6f92352d0bd694d8529|ROOTCOMP-8aa7eea6527f9d2f9d800660,MECHEXP-0bfd3d9659861bf08caf3f21|MECHEXP-28f2028c87919a57a2e64f64|MECHEXP-3fb4812e39a264bc0ce7dfc4|MECHEXP-40b8d6cd7f6a085a65b4ad16|MECHEXP-74c48447a99dca9c80ad2f8d|MECHEXP-decebb909ffeba3d16572cf3,,Atlantic Beach,FL,undated-source-CBSRD-20260728-6fc976296b9ad19d0711,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-9dd04607cd435a47ea1e33fc,EXTPAYLOAD-d7e643d5ed477834603cfec7,EXTEXTRACT-5b37a4d4e1095745c45bdeec,extracted_low_yield_usable,html_low_text_extracted,5,1678,113,0,0,0,RESCAND-e0c2a4f6e555fcc9b8fc546b,ROOTCOMP-566dd54168967470cf0b58ce,MECHEXP-22a220a728fb8642e8efedda|MECHEXP-9901b0dd8fb2ee4382cef415|MECHEXP-cd37e6cdcafccf9b2bf28ad1|MECHEXP-d54df36ba5a25ae904b78d99,,Avoca,NY,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,unclear,unclear,tenure_and_progression,other,extraction_priority_medium,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-cbfebfcbb0ae85b08120fa1b,EXTPAYLOAD-d7eacf445e5ed852e1ff2a4c,EXTEXTRACT-08b3e2094fac0aa6ec893fa6,extracted_text_ok,html_text_extracted_ok,5,11973,24134,0,0,0,RESCAND-ab70525efdfec607690818e1,ROOTCOMP-870b69c284e81540c80d3be8|ROOTCOMP-cb727826f267c7b095d6952e,MECHEXP-09dba2367587baa38e3775cf|MECHEXP-4060c820550be4ea17f775f7|MECHEXP-50e5514e5f9b7ebacb10c8b0|MECHEXP-5cef9e0b106059e99a5121ae|MECHEXP-89e9b5c5145908a677f62426|MECHEXP-a89379d83367f5f2ebfcd55a|MECHEXP-c41cf0984c87c572909bbbbe,,Beloit,WI,undated-source-B4X2500LIVE-20260729-003392,police,police,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-ef40132bcd73082e68a8248e,EXTPAYLOAD-d7ed348c344c0687a726631e,EXTEXTRACT-760b9e64a1afd75782a850ac,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,89693,79135,0,1,0,EXTCAND-1063f80f8776be663021310c,ROOTCOMP-908521977587cbb39b39d52f,MECHEXP-18177929092018c14ee485ff|MECHEXP-4f5e15de7f145957384a64a2|MECHEXP-81730c5e2d80cf64b526708e|MECHEXP-cb0f0544fba9ba3d9f9800fb,,Summerhill,NY,undated,side_independent,side_independent,staffing_and_headcount,staffing_table,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-0bc19c73495bc4aecde6ac64,EXTPAYLOAD-d7ede4856c697945d37c8614,EXTEXTRACT-cdd1755ca864351c9315f972,extracted_text_ok,pdf_extracted_ok,3,8348,22482,10,0,0,RESCAND-b372bdf8fc2cec097bfbf55c,ROOTCOMP-42022e29e283ec382dd248bc|ROOTCOMP-b5c7f0bb096b9dbbfbd420f8,MECHEXP-1f55baa9fbcacd00a677dbc7|MECHEXP-6a6c07d83bf382db68d43587|MECHEXP-792949196570bc814f38801d|MECHEXP-a1aba3fd1bbf65f675b93d52|MECHEXP-ae2a3f50519b4f65c9e6f565|MECHEXP-d189b5801c0145f9889f2b4b|MECHEXP-f5a069660daecbce2ccc8972,,Brownstown charter,MI,undated-source-B4X2500LIVE-20260729-005363,police,police,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-ce491a34665cdc2eb2fbb381,EXTPAYLOAD-d7f2126b2d31fcff53d22917,EXTEXTRACT-d812ea5ea965e89d43385bed,extracted_text_ok,pdf_extracted_ok,3,60172,210156,140,0,0,EXTCAND-c9f68868e4c8bc8184cacb6e,ROOTCOMP-d6644b8b20f29a446d425c63,MECHEXP-3949da394ca0f0b4c9ac3149|MECHEXP-39e96415a11e168ccc2072ae|MECHEXP-5e2d8ea2773146382cd17717|MECHEXP-7596e07fb7279a8299720249|MECHEXP-a4c863522509494279a0bfba,,Shelby,WI,2021,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-69ad518ee96787640c842dec,EXTPAYLOAD-d7f42b7ae59f5cf9de9da6db,EXTEXTRACT-a9dbc7cb8871549bf987fa77,extracted_text_ok,html_text_extracted_ok,5,4531,4241,0,0,0,EXTCAND-5f7602ba35980490bd6d3854,ROOTCOMP-8ef49b02c4f7f36640e1191d,MECHEXP-13666b0b08eebc0bf8b1f6c6|MECHEXP-47073de407dca2a8f5117a9f|MECHEXP-5b1b2476fcef2f67f302d986|MECHEXP-6352e72608a89ad31f0feab1|MECHEXP-859b70094230135e9e75827c,,Pecatonica,IL,2026,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
