at,canonical_payload_id,extraction_result_id,modality_status,terminal_status,warning_codes
2026-08-05T19:43:35.523920+00:00,EXTPAYLOAD-5e78af1bd90384828714aa7b,EXTEXTRACT-ebda4d4af0ca2cedfe4f94ff,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:43:39.673995+00:00,EXTPAYLOAD-73d54c6186c5992ade8c581d,EXTEXTRACT-cb59cf29143c56f7e90671ea,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:39.674549+00:00,EXTPAYLOAD-73ed5863969cc7d102437adc,EXTEXTRACT-b187f5da0803085266df15a6,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T19:43:40.833006+00:00,EXTPAYLOAD-792eac26882a0d4f0568826c,EXTEXTRACT-73925877ce9b8771f0b8d61b,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'iso8859_15''""]"
2026-08-05T19:43:41.547738+00:00,EXTPAYLOAD-7b0e486230728820cfbcd7cf,EXTEXTRACT-ff623b227d992e1f8d67aa23,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:44:14.770973+00:00,EXTPAYLOAD-7ce72f1a8283224b8b051714,EXTEXTRACT-603be0862e8df651bd6019d8,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:44:16.239882+00:00,EXTPAYLOAD-815bdc6c9751a320b84fa800,EXTEXTRACT-32d7be7319c8a6edc81ce89a,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T19:44:16.290444+00:00,EXTPAYLOAD-81bfa3113f28baf5927ef144,EXTEXTRACT-905a40aa9f19154d64df39e1,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['embedded_json_1_parse_error']
2026-08-05T19:44:23.078906+00:00,EXTPAYLOAD-8b1cf77abe201c40cd09165c,EXTEXTRACT-c9cb8035464152721e5eac2d,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T19:44:23.810696+00:00,EXTPAYLOAD-91084845618c26ab4c66da42,EXTEXTRACT-138c360573c3f604f204f149,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:13.543373+00:00,EXTPAYLOAD-9f38a3873cce5b1f51bbd076,EXTEXTRACT-bc2764e3bae22b62a5070642,html_parse_timeout,parse_timeout,['html_child_process_wall_timeout']
2026-08-05T20:11:15.241467+00:00,EXTPAYLOAD-9f71c0ca3f03eabffc6fb758,EXTEXTRACT-e563d595385674fcefd634c2,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:15.999638+00:00,EXTPAYLOAD-a140d6996a2875374dfefbd3,EXTEXTRACT-3a185a75444c7cef497dc334,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:28.016526+00:00,EXTPAYLOAD-a9e121730f99988e06fa5b6e,EXTEXTRACT-ce2e703f6fb3f4bad4bbf53d,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:37.628911+00:00,EXTPAYLOAD-ab521272cca8f90f728a56d6,EXTEXTRACT-44dc97a9926d67b890ac63d5,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:41.475049+00:00,EXTPAYLOAD-b1519ce307f5dbf8aaa4c019,EXTEXTRACT-cf8b27f6bd3f6b01bf40b3c6,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:43.482303+00:00,EXTPAYLOAD-b21fb6762fc34eecafac6dd7,EXTEXTRACT-b1242e24dabc3ef8b384c68e,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:11:43.844642+00:00,EXTPAYLOAD-b2cfa899db691fed2a4b6218,EXTEXTRACT-e39072aa9963e5a26c05956a,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:44.800289+00:00,EXTPAYLOAD-b7d229f25001424355d734b2,EXTEXTRACT-54749671220eabf896bbda00,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:45.711884+00:00,EXTPAYLOAD-b8e8542dd69263898b59b9af,EXTEXTRACT-59dd5baf959110b61383a181,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:51.053861+00:00,EXTPAYLOAD-bf46d5ab82997e46f26758b2,EXTEXTRACT-6356d134efc3cbde94116ed1,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:51.377954+00:00,EXTPAYLOAD-c1a9aa69d1323f33c0cf957c,EXTEXTRACT-15bd8a214c5da715da46f2e6,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:54.176301+00:00,EXTPAYLOAD-c7276353b374fc8ce372eb81,EXTEXTRACT-901329d3f6caa43fb3b4daec,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:11:54.273048+00:00,EXTPAYLOAD-c7b0f3437164516c9a704a4e,EXTEXTRACT-442b14d47bc205597129ea4d,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:11:58.784407+00:00,EXTPAYLOAD-ce40cb762f38f70adf88488f,EXTEXTRACT-0872068e29562f9a1f5e8428,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:13:22.969784+00:00,EXTPAYLOAD-d041a88b65fe8c2a4a0f7df3,EXTEXTRACT-6ba4fcfbb11a7d5c54c70dba,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:13:25.965250+00:00,EXTPAYLOAD-dd334e6a0cfae58ee7df562c,EXTEXTRACT-6492603563b5ffac029c1bdb,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:13:26.534685+00:00,EXTPAYLOAD-df919f28d38bf38539928f80,EXTEXTRACT-edc24330254fb0ed706a8d43,html_text_and_tables_extracted_ok,extracted_text_and_structured_ok,['non_utf8_decoded']
2026-08-05T20:13:26.628269+00:00,EXTPAYLOAD-e07a6a7fb6af12fab6c9c79c,EXTEXTRACT-cf96ca5d9a914fc57ac61080,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:13:26.701722+00:00,EXTPAYLOAD-e0da4244a8bcc080d2eab53f,EXTEXTRACT-ad33149b40ee0f43b94155f1,html_parse_error,parse_error,"[""html_parse_error:LookupError:unknown encoding: 'b'utf-8-sig''""]"
2026-08-05T20:13:28.070424+00:00,EXTPAYLOAD-e289e03a13e8ac71706463a4,EXTEXTRACT-a042c38878844a2a0c7daf24,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
2026-08-05T20:13:34.925177+00:00,EXTPAYLOAD-fcc726987755bfeedb40e8e0,EXTEXTRACT-9a5479b8c7b186cf35e4e6f3,html_text_extracted_ok,extracted_text_ok,['non_utf8_decoded']
