extraction_result_id,canonical_payload_id,retained_source_id,linkage_basis
EXTEXTRACT-e27762c293fc61088efcd353,EXTPAYLOAD-90342b1870631de8a9fd19be,EXTSOURCE-90342b1870631de8a9fd19be,readiness_preserved_lineage
EXTEXTRACT-b227b479b26c80f70cee87aa,EXTPAYLOAD-903b0946f373ff95b9677744,EXTSOURCE-903b0946f373ff95b9677744,readiness_preserved_lineage
EXTEXTRACT-1b301456d49b0cab341b60fd,EXTPAYLOAD-903b68f961e7c7eb4c644b7b,EXTSOURCE-903b68f961e7c7eb4c644b7b,readiness_preserved_lineage
EXTEXTRACT-7d7fbeb8a460fb1f4886fef1,EXTPAYLOAD-903c9faabb967f620febcc34,EXTSOURCE-903c9faabb967f620febcc34,readiness_preserved_lineage
EXTEXTRACT-26c6d7496fa972bdec70c662,EXTPAYLOAD-90432f4e0d590568fe106d4e,EXTSOURCE-90432f4e0d590568fe106d4e,readiness_preserved_lineage
EXTEXTRACT-3d51b6e2e442e3de23f18309,EXTPAYLOAD-90439b79d0cd65d936748c43,EXTSOURCE-90439b79d0cd65d936748c43,readiness_preserved_lineage
EXTEXTRACT-9ccdb14e7caea4895d93c430,EXTPAYLOAD-9052d3ddaacabe98246c375a,EXTSOURCE-9052d3ddaacabe98246c375a,readiness_preserved_lineage
EXTEXTRACT-f3654f6be222a6d6ebba0e89,EXTPAYLOAD-905ffe2ebfb2436ffeefb10d,EXTSOURCE-905ffe2ebfb2436ffeefb10d,readiness_preserved_lineage
EXTEXTRACT-f6367bd1d44b29eeb1b7afbf,EXTPAYLOAD-906733d9c18e92ee9a89196b,EXTSOURCE-906733d9c18e92ee9a89196b,readiness_preserved_lineage
EXTEXTRACT-ea264652a7fff867bd8aa268,EXTPAYLOAD-9068064f95a3d397b52e72a7,EXTSOURCE-9068064f95a3d397b52e72a7,readiness_preserved_lineage
EXTEXTRACT-b16b191eb9dae705d362ad90,EXTPAYLOAD-9068d36000bddc250145f860,EXTSOURCE-9068d36000bddc250145f860,readiness_preserved_lineage
EXTEXTRACT-9422c1aecdfbd9773347d3ac,EXTPAYLOAD-9068e3d64a21975e5b9fc62e,EXTSOURCE-9068e3d64a21975e5b9fc62e,readiness_preserved_lineage
EXTEXTRACT-20b4c900eadd6bd573d45603,EXTPAYLOAD-906a15b9f8c45f89c7724dce,EXTSOURCE-906a15b9f8c45f89c7724dce,readiness_preserved_lineage
EXTEXTRACT-80fbf0b9727bf020810d937b,EXTPAYLOAD-906aad2947d27474028ee67f,EXTSOURCE-906aad2947d27474028ee67f,readiness_preserved_lineage
EXTEXTRACT-8d3e70fb35b41f945ad17b29,EXTPAYLOAD-906ed1d57e1f28da8791e257,EXTSOURCE-906ed1d57e1f28da8791e257,readiness_preserved_lineage
EXTEXTRACT-2d07fe6cc1f47d3915ee0987,EXTPAYLOAD-906f2e3fdb9b23bfbc1b9a27,EXTSOURCE-906f2e3fdb9b23bfbc1b9a27,readiness_preserved_lineage
EXTEXTRACT-a72c78bae4f26961be1b7015,EXTPAYLOAD-90701b689a16e41714d65ce6,EXTSOURCE-90701b689a16e41714d65ce6,readiness_preserved_lineage
EXTEXTRACT-53ab16ece71a640f5a74ae21,EXTPAYLOAD-9077056766a2b3f519244ec0,RMSRD-20260802-02ded5897080174f79b2,readiness_preserved_lineage
EXTEXTRACT-185439e28805e1b172401d37,EXTPAYLOAD-9078a48dea2472ee57aa8954,EXTSOURCE-9078a48dea2472ee57aa8954,readiness_preserved_lineage
EXTEXTRACT-56e50f68083a393c70895558,EXTPAYLOAD-9078c233e651df616542cf77,EXTSOURCE-9078c233e651df616542cf77,readiness_preserved_lineage
EXTEXTRACT-a59aed33e62fbe79a9fb3d28,EXTPAYLOAD-908839dcbde0346f13088704,EXTSOURCE-908839dcbde0346f13088704,readiness_preserved_lineage
EXTEXTRACT-8015105fa91272ddc4760bb9,EXTPAYLOAD-90912c4f59d60a0634ef792d,EXTSOURCE-90912c4f59d60a0634ef792d,readiness_preserved_lineage
EXTEXTRACT-c68c2f67b526feefb17e12d1,EXTPAYLOAD-909a20d6f21965530dcf98f7,EXTSOURCE-909a20d6f21965530dcf98f7,readiness_preserved_lineage
EXTEXTRACT-a38f4e7edb05fc46d5da95ec,EXTPAYLOAD-909af59faf21860d8148e5b3,EXTSOURCE-909af59faf21860d8148e5b3,readiness_preserved_lineage
EXTEXTRACT-2bb3d675552f93db3f3a3e43,EXTPAYLOAD-90a1ee00803877dcaa8e1006,EXTSOURCE-90a1ee00803877dcaa8e1006,readiness_preserved_lineage
EXTEXTRACT-66228ac6cbf1c182b4348435,EXTPAYLOAD-90a2826ed749bf04d28f223d,EXTSOURCE-90a2826ed749bf04d28f223d,readiness_preserved_lineage
EXTEXTRACT-bdd804e2bfb1ba85e5eea0bf,EXTPAYLOAD-90a95230457e3cfb605517ec,EXTSOURCE-90a95230457e3cfb605517ec,readiness_preserved_lineage
EXTEXTRACT-77074513b4e8d57981598c29,EXTPAYLOAD-90b1b3d33d7c59def0f32cb3,EXTSOURCE-90b1b3d33d7c59def0f32cb3,readiness_preserved_lineage
EXTEXTRACT-181ecf1293d5b15d4eaeba4e,EXTPAYLOAD-90b5ab27f01c02bf7d3a29a5,EXTSOURCE-90b5ab27f01c02bf7d3a29a5,readiness_preserved_lineage
EXTEXTRACT-d422d456f00ca8b74e5179d5,EXTPAYLOAD-90b985ef200c612620a67a95,EXTSOURCE-90b985ef200c612620a67a95,readiness_preserved_lineage
EXTEXTRACT-9943d15737c41d3bad809ee6,EXTPAYLOAD-90c300f025891ea61b3af9eb,EXTSOURCE-90c300f025891ea61b3af9eb,readiness_preserved_lineage
EXTEXTRACT-695a7c41ff9ccee3980e45aa,EXTPAYLOAD-90c95abd0a984beec1c8ffe1,EXTSOURCE-90c95abd0a984beec1c8ffe1,readiness_preserved_lineage
EXTEXTRACT-caaddb16c63bf18bb62b32bd,EXTPAYLOAD-90cd38f77b63f03524f1f6fd,EXTSOURCE-90cd38f77b63f03524f1f6fd,readiness_preserved_lineage
EXTEXTRACT-7a8e971ec7420bd57daa4ec3,EXTPAYLOAD-90d0a7f19577131ab915da47,EXTSOURCE-90d0a7f19577131ab915da47,readiness_preserved_lineage
EXTEXTRACT-67f70a32d6808919d6685f35,EXTPAYLOAD-90d4abb0ac66104015d431bb,EXTSOURCE-90d4abb0ac66104015d431bb,readiness_preserved_lineage
EXTEXTRACT-ca92cb90d3c795a145b7ff96,EXTPAYLOAD-90e129fbe11466de2fabc72e,EXTSOURCE-90e129fbe11466de2fabc72e,readiness_preserved_lineage
EXTEXTRACT-02f734cc92598fbc709177f4,EXTPAYLOAD-90e1dbbc7f6a0ea6e0824e29,EXTSOURCE-90e1dbbc7f6a0ea6e0824e29,readiness_preserved_lineage
EXTEXTRACT-858562100e448cbfba0cb56d,EXTPAYLOAD-90e57fcb179ea3a40e3cbe06,EXTSOURCE-90e57fcb179ea3a40e3cbe06,readiness_preserved_lineage
EXTEXTRACT-9dde8cdf2f5e6da704fcb27b,EXTPAYLOAD-90ebf339682a679161a3f198,EXTSOURCE-90ebf339682a679161a3f198,readiness_preserved_lineage
EXTEXTRACT-43b335811c88203ffe8a44ce,EXTPAYLOAD-90f48144df65b13a71f8e578,EXTSOURCE-90f48144df65b13a71f8e578,readiness_preserved_lineage
EXTEXTRACT-d30f4b53160fd42539a56571,EXTPAYLOAD-90fc2659631f2ba44032fc38,EXTSOURCE-90fc2659631f2ba44032fc38,readiness_preserved_lineage
EXTEXTRACT-7eacfceff319d3d711289977,EXTPAYLOAD-90fcbebbcd73016882a0a01f,EXTSOURCE-90fcbebbcd73016882a0a01f,readiness_preserved_lineage
EXTEXTRACT-a1eae4353e7d0d3a3e76811a,EXTPAYLOAD-90fcf81f81914f97de6aa857,EXTSOURCE-90fcf81f81914f97de6aa857,readiness_preserved_lineage
EXTEXTRACT-a32d6bf38d07823433477906,EXTPAYLOAD-90ff86870f0c6a3f5220e618,EXTSOURCE-90ff86870f0c6a3f5220e618,readiness_preserved_lineage
EXTEXTRACT-6927fe66ce7331f0094b5d95,EXTPAYLOAD-910252080bff4f5052bf2351,EXTSOURCE-910252080bff4f5052bf2351,readiness_preserved_lineage
EXTEXTRACT-5ea8c6c500f51ec714512fa4,EXTPAYLOAD-91033bcc224b82805474cb18,EXTSOURCE-91033bcc224b82805474cb18,readiness_preserved_lineage
EXTEXTRACT-f0a231d91ce5f411ed4c96b2,EXTPAYLOAD-9107fc5fc4a95f31893ad5b8,EXTSOURCE-9107fc5fc4a95f31893ad5b8,readiness_preserved_lineage
EXTEXTRACT-138c360573c3f604f204f149,EXTPAYLOAD-91084845618c26ab4c66da42,EXTSOURCE-91084845618c26ab4c66da42,readiness_preserved_lineage
EXTEXTRACT-9de885d0193fe203f129512f,EXTPAYLOAD-9110e1d3b04e3418f79dc991,EXTSOURCE-9110e1d3b04e3418f79dc991,readiness_preserved_lineage
EXTEXTRACT-8c649bc7d92c9d314966050d,EXTPAYLOAD-91191c3a0c55bb4a5f3fbe4e,EXTSOURCE-91191c3a0c55bb4a5f3fbe4e,readiness_preserved_lineage
EXTEXTRACT-cf520c0b122a3a8ccac9b0a6,EXTPAYLOAD-911a8ea5ed205739a9007aff,EXTSOURCE-911a8ea5ed205739a9007aff,readiness_preserved_lineage
EXTEXTRACT-59e9029f4795c3067430b54f,EXTPAYLOAD-9121bc558d64246954e2f3d2,EXTSOURCE-9121bc558d64246954e2f3d2,readiness_preserved_lineage
EXTEXTRACT-de3119a9ab1b61c39e98d434,EXTPAYLOAD-9122f953ea642ed10beebf02,EXTSOURCE-9122f953ea642ed10beebf02,readiness_preserved_lineage
EXTEXTRACT-03108346ab2bf0c916326492,EXTPAYLOAD-91256756f19dcf38af509d38,EXTSOURCE-91256756f19dcf38af509d38,readiness_preserved_lineage
EXTEXTRACT-b1f01082b23663dde4f57198,EXTPAYLOAD-912711fe5f90d528f822e10a,EXTSOURCE-912711fe5f90d528f822e10a,readiness_preserved_lineage
EXTEXTRACT-df1d30169f4c00119f1b8655,EXTPAYLOAD-912771bf7879f4fe54bd9428,EXTSOURCE-912771bf7879f4fe54bd9428,readiness_preserved_lineage
EXTEXTRACT-87bef8190ddcfe02bb437b00,EXTPAYLOAD-912d7f2431ec364353093157,EXTSOURCE-912d7f2431ec364353093157,readiness_preserved_lineage
EXTEXTRACT-d071bbb2d0852b3679764028,EXTPAYLOAD-912dde5b7fa96ec7e2e3f0c1,EXTSOURCE-912dde5b7fa96ec7e2e3f0c1,readiness_preserved_lineage
EXTEXTRACT-e7444bc77a8eef244cad798d,EXTPAYLOAD-914100eecfa5dbcc1103d0cb,EXTSOURCE-914100eecfa5dbcc1103d0cb,readiness_preserved_lineage
EXTEXTRACT-3980c02d58f76bd1767a5e15,EXTPAYLOAD-9141a177f5e1e4c21010fef2,EXTSOURCE-9141a177f5e1e4c21010fef2,readiness_preserved_lineage
EXTEXTRACT-3a201f7d55e9722f283baa0a,EXTPAYLOAD-914303fc2cc30e350485c7a1,EXTSOURCE-914303fc2cc30e350485c7a1,readiness_preserved_lineage
