MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/html,c65d3a07d13d8cb5a213f64005589e2e719679713e62436cd8573cd940631250,payroll_roster,0,483038,1,EXTPAYLOAD-9d133d3e9dd08f2c9e834c53,EXTSOURCE-9d133d3e9dd08f2c9e834c53,1,EXTREADYQ-15599b39c47ebedc86edf516,6,,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":483038,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":400,""navigation_density"":0.016836,""payload_bytes"":483038,""row_element_count"":213,""script_count"":4,""structured_data_script_count"":0,""table_count"":39,""valid_html_structure"":true,""visible_text_characters"":154228}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:45.355376+00:00,0.012924,EXTCAND-87e9a5cc322b363f12fd2704,,MECHEXP-2251ef8e71cfa479d74e55ec|MECHEXP-23f292bbd31a834b0f2d3708|MECHEXP-3dcab06bac0faee05b0b95a0|MECHEXP-db18948103c77c59919bef1d,ROOTCOMP-eb94194fd4263736f13b1578,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c65d3a07d13d8cb5a213f64005589e2e719679713e62436cd8573cd940631250.html,Kirkersville,False,index.html,current_30_gib_store,2025,html_table_candidate_queue,,readiness_lane_005,1110,html_table_structure_present,EXTREADINESS-16b2105ebe50cee08d4d101b,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,non_safety,multi_family_administrative_source,official_administrative_summary,OH,,EXTSOURCE-9d133d3e9dd08f2c9e834c53,,,EXTCAND-87e9a5cc322b363f12fd2704,external_search_wave_001_compacted,Kirkersville,OH,2025,non_safety,non_safety,multi_family_administrative_source,ROOTCOMP-eb94194fd4263736f13b1578,MECHEXP-2251ef8e71cfa479d74e55ec|MECHEXP-23f292bbd31a834b0f2d3708|MECHEXP-3dcab06bac0faee05b0b95a0|MECHEXP-db18948103c77c59919bef1d,,extraction_lane_003,1078
text/html; charset=UTF-8,8b42dbc93f7c623773e6144116c20f57060ac8b19124f4bece78ec05f01c1603,ordinance_or_resolution,0,165003,1,EXTPAYLOAD-9d1520803474f4a130e4cca6,EXTSOURCE-9d1520803474f4a130e4cca6,1,EXTREADYQ-06093f9c8204a8ca85704643,6,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":165003,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":6,""link_count"":77,""navigation_density"":0.167028,""payload_bytes"":165003,""row_element_count"":23,""script_count"":24,""structured_data_script_count"":2,""table_count"":2,""valid_html_structure"":true,""visible_text_characters"":3255}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:45.068795+00:00,0.001918,EXTCAND-0e971a72c1a9b2737addea7e,,MECHEXP-041839bbb48df1a8656712e7|MECHEXP-5d9182de16615a5dca19d291|MECHEXP-6fc33180d40fb8b429c47793|MECHEXP-8f18849858afeec362276245|MECHEXP-c2c7ce850e1f3d8ab63706a0|MECHEXP-de0cfc68f2bf71d75d2451bd,ROOTCOMP-3a4ee2a733e15b0dcf6b84df,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8b42dbc93f7c623773e6144116c20f57060ac8b19124f4bece78ec05f01c1603.html,Howland,False,financial-report-2024,current_30_gib_store,2021,html_table_candidate_queue,,readiness_lane_004,1118,structured_data_or_dataset_signal,EXTREADINESS-9fd9a0e6ca9b20bfa3331061,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,fire,implementation_confirmation,official_administrative_summary,OH,,EXTSOURCE-9d1520803474f4a130e4cca6,,,EXTCAND-0e971a72c1a9b2737addea7e,external_search_wave_001_compacted,Howland,OH,2021,fire,fire,implementation_confirmation,ROOTCOMP-3a4ee2a733e15b0dcf6b84df,MECHEXP-041839bbb48df1a8656712e7|MECHEXP-5d9182de16615a5dca19d291|MECHEXP-6fc33180d40fb8b429c47793|MECHEXP-8f18849858afeec362276245|MECHEXP-c2c7ce850e1f3d8ab63706a0|MECHEXP-de0cfc68f2bf71d75d2451bd,,extraction_lane_003,1079
text/html,51c0c38f8ad13c11c24cf644a9c67c4cc572c6a8c2383f132b6399414734ccc1,pension_or_retirement_document,0,17851,1,EXTPAYLOAD-9d1572ac5a7d9566f651e41b,EXTSOURCE-9d1572ac5a7d9566f651e41b,1,EXTREADYQ-d300ffcc1706a9e2b651a3bc,3,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":17851,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":17851,""row_element_count"":21,""script_count"":0,""structured_data_script_count"":0,""table_count"":5,""valid_html_structure"":true,""visible_text_characters"":7401}",,13,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_medium,True,2026-08-05T18:54:44.068108+00:00,0.001341,RESCAND-b8debfb82cf430b1a913f6e1,,MECHEXP-0b1c42628eeb866fdda8776b|MECHEXP-426c018eb79d0cc8ba17e0bc|MECHEXP-5064f9ca39fc5b99017ea85e|MECHEXP-5bb4c1cc0797b658777c4d4f|MECHEXP-6c3ac019dc0e12c486308fd2|MECHEXP-7836f128371429fcdea7b871|MECHEXP-8477bc03f42927975e303631|MECHEXP-890f995ed15825dd0aea1799|MECHEXP-a0d081fadfd17d14aebd68b1|MECHEXP-c4b7fc1fe4cbfb2943950d80|MECHEXP-d13cad4a0fe6c284fc564328,ROOTCOMP-89422670b68c61033ed50880|ROOTCOMP-9ab6bc79d3d664742172b29b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/51c0c38f8ad13c11c24cf644a9c67c4cc572c6a8c2383f132b6399414734ccc1.html,Balcones Heights,False,HB03340IA.htm,current_30_gib_store,2022,html_table_candidate_queue,,readiness_lane_001,1109,html_table_structure_present,EXTREADINESS-15d7351ff7ae34188cbb6504,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings,police,multi_family_administrative_source,official_administrative_summary,TX,,EXTSOURCE-9d1572ac5a7d9566f651e41b,,,RESCAND-b8debfb82cf430b1a913f6e1,external_search_wave_002_exhaustive_residual,Balcones Heights,TX,2022,police,police,multi_family_administrative_source,ROOTCOMP-89422670b68c61033ed50880|ROOTCOMP-9ab6bc79d3d664742172b29b,MECHEXP-0b1c42628eeb866fdda8776b|MECHEXP-426c018eb79d0cc8ba17e0bc|MECHEXP-5064f9ca39fc5b99017ea85e|MECHEXP-5bb4c1cc0797b658777c4d4f|MECHEXP-6c3ac019dc0e12c486308fd2|MECHEXP-7836f128371429fcdea7b871|MECHEXP-8477bc03f42927975e303631|MECHEXP-890f995ed15825dd0aea1799|MECHEXP-a0d081fadfd17d14aebd68b1|MECHEXP-c4b7fc1fe4cbfb2943950d80|MECHEXP-d13cad4a0fe6c284fc564328,,extraction_lane_002,1088
application/pdf,e2b104ddf1eda0cd53bdadbe4e161fe92ad34a649c81f037a462f46a31ffaf17,payroll_roster,0,1337090,1,EXTPAYLOAD-9d19325ff4c44572ba21201e,EXTSOURCE-9d19325ff4c44572ba21201e,1,EXTREADYQ-067f93006f25cdb957ff70ee,5,,non_safety,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":15,""page_height_max"":792.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":2,""sampled_page_count"":5,""sampled_text_characters"":7342,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:02:16.167769+00:00,0.053707,EXTCAND-0a5a57f4e0c21f758d0f421c,,MECHEXP-2afa844579c452ea37243a50|MECHEXP-9b676cc9b1b2a93a073e31a5|MECHEXP-c0c87948e2a712f44a0f639e|MECHEXP-cf52f20ab5d7a217902b197d,ROOTCOMP-bb8adcfe2b587a20a451f310,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e2b104ddf1eda0cd53bdadbe4e161fe92ad34a649c81f037a462f46a31ffaf17.pdf,Colona,False,240611Handout.pdf,current_30_gib_store,2024,parse_text_pdf_extraction_queue,,readiness_lane_003,2503,usable_sampled_text_layer,EXTREADINESS-66a32ee7f25bdaf28c806d2f,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,non_safety,multi_family_administrative_source,direct_official_administrative_record,IL,,EXTSOURCE-9d19325ff4c44572ba21201e,,,EXTCAND-0a5a57f4e0c21f758d0f421c,external_search_wave_001_compacted,Colona,IL,2024,non_safety,non_safety,multi_family_administrative_source,ROOTCOMP-bb8adcfe2b587a20a451f310,MECHEXP-2afa844579c452ea37243a50|MECHEXP-9b676cc9b1b2a93a073e31a5|MECHEXP-c0c87948e2a712f44a0f639e|MECHEXP-cf52f20ab5d7a217902b197d,,extraction_lane_001,2439
text/html; charset=UTF-8,6a9e5ad9aeec1b62ab3005bfaad470dc279a0db0f9636a639f438bea863f89d7,payroll_roster,0,29769,1,EXTPAYLOAD-9d1dc74f3bfffdff850866dc,EXTSOURCE-9d1dc74f3bfffdff850866dc,1,EXTREADYQ-3431cc8470070e1c0e6b1e9a,6,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":29769,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":128,""navigation_density"":0.118299,""payload_bytes"":29769,""row_element_count"":0,""script_count"":32,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":7424}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:54:44.069843+00:00,0.001342,EXTCAND-59f3cd92972fec934ff40eb1,,MECHEXP-0d3615ca33a26e8fe099a463|MECHEXP-5cb19f5349681f53a396aaf8|MECHEXP-60a6e2e43b259ca20a226ea5|MECHEXP-e22fd2c34b9f795041c43656|MECHEXP-e2f9a4c14c91fa6e677bfcc0,ROOTCOMP-8c160410286cee2cbdbb023a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6a9e5ad9aeec1b62ab3005bfaad470dc279a0db0f9636a639f438bea863f89d7.html,Lake Placid,False,north_country_health_systems,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_001,1110,substantive_visible_html_text,EXTREADINESS-2f2497b74dad838d9020cf4f,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,NY,,EXTSOURCE-9d1dc74f3bfffdff850866dc,,,EXTCAND-59f3cd92972fec934ff40eb1,external_search_wave_001_compacted,Lake Placid,NY,undated,all_units,all_units,multi_family_administrative_source,ROOTCOMP-8c160410286cee2cbdbb023a,MECHEXP-0d3615ca33a26e8fe099a463|MECHEXP-5cb19f5349681f53a396aaf8|MECHEXP-60a6e2e43b259ca20a226ea5|MECHEXP-e22fd2c34b9f795041c43656|MECHEXP-e2f9a4c14c91fa6e677bfcc0,,extraction_lane_003,1080
text/html; charset=UTF-8,323236a8ff10eafadc48461587065f1c7b4ced08047afde3bc083bfebc0b1e11,budget,0,170174,1,EXTPAYLOAD-9d23055e6a6030d6860aa851,EXTSOURCE-9d23055e6a6030d6860aa851,1,EXTREADYQ-566383aad6b2d5b6f721619e,3,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":170174,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":9,""link_count"":52,""navigation_density"":0.019425,""payload_bytes"":170174,""row_element_count"":0,""script_count"":70,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":16890}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:45.321289+00:00,0.003022,RESCAND-e10de62640f575d6b7121446,,MECHEXP-069da9114ae7d5b6d266d62a|MECHEXP-52965e678ff2222a3d145a8a|MECHEXP-837d37ea6b1d83aed0ca52ef|MECHEXP-b190da1df256937d3adf5c5e|MECHEXP-fdfe015ff7820731dd279c0c,ROOTCOMP-77b88e5b29a88a6ee39e9637,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/323236a8ff10eafadc48461587065f1c7b4ced08047afde3bc083bfebc0b1e11.html,Casey,False,budget-highlights,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_003,1112,substantive_visible_html_text,EXTREADINESS-b7e6d0831cceaa1d9daa579e,html_text_ready,high,,staffing_and_headcount,police,payroll_and_earnings,official_administrative_summary,IL,,EXTSOURCE-9d23055e6a6030d6860aa851,,,RESCAND-e10de62640f575d6b7121446,external_search_wave_002_exhaustive_residual,Casey,IL,2024,police,police,payroll_and_earnings,ROOTCOMP-77b88e5b29a88a6ee39e9637,MECHEXP-069da9114ae7d5b6d266d62a|MECHEXP-52965e678ff2222a3d145a8a|MECHEXP-837d37ea6b1d83aed0ca52ef|MECHEXP-b190da1df256937d3adf5c5e|MECHEXP-fdfe015ff7820731dd279c0c,,extraction_lane_002,1089
application/pdf,de764eb86b949c89ca82624cf1344ab173cc3c68a9cd820595ec9f843c1fa4c3,payroll_roster,0,403812,1,EXTPAYLOAD-9d2831e1881fb38b67796861,EXTSOURCE-9d2831e1881fb38b67796861,1,EXTREADYQ-94f1ec8d533d96aa510a794c,5,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":42,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":6761,""valid_pdf_signature"":true}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:56:02.478170+00:00,0.0442,EXTCAND-fdf4552b22977e100b2b1064,,MECHEXP-38ec8ef47699f2cf5a9de6d7|MECHEXP-3af7e5776666fbd4cd0c65d0|MECHEXP-71445538e779854842fa5996|MECHEXP-96106bf1320cf48e87f0885b|MECHEXP-d1e95c760b70d2eb98829dae|MECHEXP-e71ef9ae5db73bd8481caac7,ROOTCOMP-2ef79854897785b9f789c533,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/de764eb86b949c89ca82624cf1344ab173cc3c68a9cd820595ec9f843c1fa4c3.pdf,Union,False,Personnel-Rules-and-Regulations-rev-9-2024,current_30_gib_store,2023,parse_text_pdf_extraction_queue,,readiness_lane_001,2504,usable_sampled_text_layer,EXTREADINESS-d41d9644f20528cf590d58f4,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,direct_official_administrative_record,IN,,EXTSOURCE-9d2831e1881fb38b67796861,,,EXTCAND-fdf4552b22977e100b2b1064,external_search_wave_001_compacted,Union,IN,2023,police,police,multi_family_administrative_source,ROOTCOMP-2ef79854897785b9f789c533,MECHEXP-38ec8ef47699f2cf5a9de6d7|MECHEXP-3af7e5776666fbd4cd0c65d0|MECHEXP-71445538e779854842fa5996|MECHEXP-96106bf1320cf48e87f0885b|MECHEXP-d1e95c760b70d2eb98829dae|MECHEXP-e71ef9ae5db73bd8481caac7,,extraction_lane_004,2439
application/pdf,47a74ecb2aa96f0675502c187c0883ca63891fed7b63f8629e81cdcbe415ef9d,staffing_table,0,809366,1,EXTPAYLOAD-9d28f2c57010b59603650fb8,EXTSOURCE-9d28f2c57010b59603650fb8,1,EXTREADYQ-94b7bd651e67224a9bb5f259,4,,side_independent,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":70,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":7851,""valid_pdf_signature"":true}",,5,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:56:02.575087+00:00,0.096278,EXTCAND-8c5d2659af5c67517ef81e8e,,MECHEXP-02cf3739210362455d2594ae|MECHEXP-21ae47769e764b9c9b6e35b5|MECHEXP-31143a3a189cf37d98f93926|MECHEXP-a7027bee60ff3aa9fdd249fe,ROOTCOMP-96ed16f4cc8ca12f1821e18b,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/47a74ecb2aa96f0675502c187c0883ca63891fed7b63f8629e81cdcbe415ef9d.pdf,Biwabik,False,13473-20FY20-20Operations-20Budget.pdf,current_30_gib_store,2019,parse_text_pdf_extraction_queue,,readiness_lane_001,2505,usable_sampled_text_layer,EXTREADINESS-2edca12f6b501fee9f2b313c,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,multi_family_administrative_source,direct_official_administrative_record,MN,,EXTSOURCE-9d28f2c57010b59603650fb8,,,EXTCAND-8c5d2659af5c67517ef81e8e,external_search_wave_001_compacted,Biwabik,MN,2019,side_independent,side_independent,multi_family_administrative_source,ROOTCOMP-96ed16f4cc8ca12f1821e18b,MECHEXP-02cf3739210362455d2594ae|MECHEXP-21ae47769e764b9c9b6e35b5|MECHEXP-31143a3a189cf37d98f93926|MECHEXP-a7027bee60ff3aa9fdd249fe,,extraction_lane_001,2440
application/pdf,72c6b3a3a96facc9bc79eb97efaebdef1df3e7a27b5de32da739d1a66499c334,payroll_roster,0,3769333,1,EXTPAYLOAD-9d2e16967830af63fe634380,EXTSOURCE-9d2e16967830af63fe634380,1,EXTREADYQ-fff181920abb60afe9231365,6,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":163,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":8283,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:07.417509+00:00,0.04979,EXTCAND-39d587647c238bdd66949c9e,,MECHEXP-058d8d924d085a56172504e8|MECHEXP-62becd9a651f9bb533651f19|MECHEXP-7075228786d8e60df7aeec3c|MECHEXP-d1cd29e2c55081cf1fa76e0d,ROOTCOMP-79f2c2f611a8f69a30a99374,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/72c6b3a3a96facc9bc79eb97efaebdef1df3e7a27b5de32da739d1a66499c334.pdf,Big Flats,False,Chemung-County-ACFR---12-31-2023---FINAL,current_30_gib_store,2023,parse_text_pdf_extraction_queue,,readiness_lane_002,2509,usable_sampled_text_layer,EXTREADINESS-27bc87d054fb081cad4cc94f,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,NY,,EXTSOURCE-9d2e16967830af63fe634380,,,EXTCAND-39d587647c238bdd66949c9e,external_search_wave_001_compacted,Big Flats,NY,2023,all_units,all_units,multi_family_administrative_source,ROOTCOMP-79f2c2f611a8f69a30a99374,MECHEXP-058d8d924d085a56172504e8|MECHEXP-62becd9a651f9bb533651f19|MECHEXP-7075228786d8e60df7aeec3c|MECHEXP-d1cd29e2c55081cf1fa76e0d,,extraction_lane_002,2437
application/pdf,e53c71aa56f256b66065267b1c32e5e91b86fae71eb76959881c96b75eb70399,payroll_roster,0,288813,1,EXTPAYLOAD-9d2fca34252eb508a149bd05,EXTSOURCE-9d2fca34252eb508a149bd05,1,EXTREADYQ-13250dac2cfa0ad65b8d1ddf,2,,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":27,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.5\r%âãÏÓ\r\n"",""sampled_image_object_count"":2,""sampled_page_count"":5,""sampled_text_characters"":7138,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison,extraction_priority_high,True,2026-08-05T18:59:07.441442+00:00,0.023383,RESCAND-6041da0cbe48303fe98e6277,,MECHEXP-88b51e616c590ee9203b6a3c|MECHEXP-8ff4dbd351a7ab9b1e4971f6|MECHEXP-a6bc3839fbbdc688abc60770|MECHEXP-adc7b24e8f7c8886745a1e63|MECHEXP-be7cf8eb290076167b286802,ROOTCOMP-62da5a864aa780a538709ea7,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e53c71aa56f256b66065267b1c32e5e91b86fae71eb76959881c96b75eb70399.pdf,Audubon Park,False,city_of_audubon_park_6-30-24__1_.pdf,current_30_gib_store,2020,parse_text_pdf_extraction_queue,,readiness_lane_002,2510,usable_sampled_text_layer,EXTREADINESS-f0e9ac5d19f66c5c5f4e8533,parse_text_pdf_ready,high,,tenure_and_progression,unclear,payroll_and_earnings,direct_official_administrative_record,KY,,EXTSOURCE-9d2fca34252eb508a149bd05,,,RESCAND-6041da0cbe48303fe98e6277,external_search_wave_002_exhaustive_residual,Audubon Park,KY,2020,unclear,unclear,payroll_and_earnings,ROOTCOMP-62da5a864aa780a538709ea7,MECHEXP-88b51e616c590ee9203b6a3c|MECHEXP-8ff4dbd351a7ab9b1e4971f6|MECHEXP-a6bc3839fbbdc688abc60770|MECHEXP-adc7b24e8f7c8886745a1e63|MECHEXP-be7cf8eb290076167b286802,,extraction_lane_005,2424
text/html,c7f28a3687a6b7fb931c7f2f0a829c69a07c6c6bd992c02169471814e8c43c56,payroll_roster,0,18917,1,EXTPAYLOAD-9d31e87722c595595e65f5c6,EXTSOURCE-9d31e87722c595595e65f5c6,1,EXTREADYQ-b33a6299ec7e1cfc83fdc338,4,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":18917,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":57,""navigation_density"":0.140741,""payload_bytes"":18917,""row_element_count"":26,""script_count"":4,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":2997}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:57:46.114358+00:00,0.00079,RESCAND-543af9f4daca058f7726c50f,,MECHEXP-2079c440a069fdc786e62ff3|MECHEXP-2fc11ca12fc890c5f43821a8|MECHEXP-3333a707fdf51396e07fe28f|MECHEXP-b1fc7d9ac7900d4539d7120a,ROOTCOMP-678cf9754dfe5e6ea83f8690,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c7f28a3687a6b7fb931c7f2f0a829c69a07c6c6bd992c02169471814e8c43c56.html,Colma,False,ppsd_payroll_letters_2018.html,current_30_gib_store,2018,html_table_candidate_queue,,readiness_lane_002,1117,html_table_structure_present,EXTREADINESS-a393e1ae96143e8fd28c9339,html_table_candidate_ready,high,table_candidate,implementation_confirmation|tenure_and_progression,unclear,payroll_and_earnings,official_administrative_summary,CA,EXTVERSION-ff1e75494d7dd3ec0419c420,EXTSOURCE-9d31e87722c595595e65f5c6,,,RESCAND-543af9f4daca058f7726c50f,external_search_wave_002_exhaustive_residual,Colma,CA,2018,unclear,unclear,payroll_and_earnings,ROOTCOMP-678cf9754dfe5e6ea83f8690,MECHEXP-2079c440a069fdc786e62ff3|MECHEXP-2fc11ca12fc890c5f43821a8|MECHEXP-3333a707fdf51396e07fe28f|MECHEXP-b1fc7d9ac7900d4539d7120a,,extraction_lane_002,1090
