extraction_result_id,canonical_payload_id,retained_source_id,linkage_basis
EXTEXTRACT-54e0b94e50498278e711f448,EXTPAYLOAD-01a229ea645eb0d80a768fab,EXTSOURCE-01a229ea645eb0d80a768fab,readiness_preserved_lineage
EXTEXTRACT-4c0a17a85611ef9f3d69e37c,EXTPAYLOAD-01a4c03f34a703f054153c0b,EXTSOURCE-01a4c03f34a703f054153c0b,readiness_preserved_lineage
EXTEXTRACT-27245d7a494be64cc2639262,EXTPAYLOAD-01a655cdd474ecfee09555ea,EXTSOURCE-01a655cdd474ecfee09555ea,readiness_preserved_lineage
EXTEXTRACT-7860e68040e5c5d14ec490eb,EXTPAYLOAD-01ab257f61f6de7d06e29ce6,EXTSOURCE-01ab257f61f6de7d06e29ce6,readiness_preserved_lineage
EXTEXTRACT-6ae4d358d27b15bcf0e2b655,EXTPAYLOAD-01add3797ba2ff33350e2fcc,EXTSOURCE-01add3797ba2ff33350e2fcc,readiness_preserved_lineage
EXTEXTRACT-fb5a72e520420e4c4a126c4d,EXTPAYLOAD-01b063224f6ddf892701b52e,EXTSOURCE-01b063224f6ddf892701b52e,readiness_preserved_lineage
EXTEXTRACT-ed536ff3933c8c034a4c8d21,EXTPAYLOAD-01b0c0f9fb78fbeb92fe2b03,EXTSOURCE-01b0c0f9fb78fbeb92fe2b03,readiness_preserved_lineage
EXTEXTRACT-4400f49d85f4a16e3d03af4a,EXTPAYLOAD-01b4faf087ca607aec3c3a39,EXTSOURCE-01b4faf087ca607aec3c3a39,readiness_preserved_lineage
EXTEXTRACT-1edb7ba0814b15fd49e8356d,EXTPAYLOAD-01b69d7c26f2adcd7780d774,EXTSOURCE-01b69d7c26f2adcd7780d774,readiness_preserved_lineage
EXTEXTRACT-92a3498fdcdb16372add5343,EXTPAYLOAD-01b853b2e35c5b88aeed819d,EXTSOURCE-01b853b2e35c5b88aeed819d,readiness_preserved_lineage
EXTEXTRACT-e75f6707522735380a60d1b3,EXTPAYLOAD-01bba12e584f97460402278d,EXTSOURCE-01bba12e584f97460402278d,readiness_preserved_lineage
EXTEXTRACT-688c4484e0b04746fe1b9609,EXTPAYLOAD-01c2990961c97eebcdb5f67d,EXTSOURCE-01c2990961c97eebcdb5f67d,readiness_preserved_lineage
EXTEXTRACT-79c178f843bd3513ccab7806,EXTPAYLOAD-01c9510e9fb88c6152db1597,EXTSOURCE-01c9510e9fb88c6152db1597,readiness_preserved_lineage
EXTEXTRACT-825e385155e2f8b4e155197c,EXTPAYLOAD-01caddfd681f21057c0dcbb5,EXTSOURCE-01caddfd681f21057c0dcbb5,readiness_preserved_lineage
EXTEXTRACT-902ee0c40a518f1246ab10a6,EXTPAYLOAD-01cbca7eebbe64ceb35d05dc,EXTSOURCE-01cbca7eebbe64ceb35d05dc,readiness_preserved_lineage
EXTEXTRACT-05a50d78d8deccbaef37965b,EXTPAYLOAD-01cf1e2e5825cda5126ff4a8,EXTSOURCE-01cf1e2e5825cda5126ff4a8,readiness_preserved_lineage
EXTEXTRACT-b4227adae1069ec253911bdd,EXTPAYLOAD-01d8737db796473b1bd18824,EXTSOURCE-01d8737db796473b1bd18824,readiness_preserved_lineage
EXTEXTRACT-2df27a0b12352cefdc4ce8d1,EXTPAYLOAD-01d96eb432b0593a63c90ead,EXTSOURCE-01d96eb432b0593a63c90ead,readiness_preserved_lineage
EXTEXTRACT-f00c47502878e75faeed0d42,EXTPAYLOAD-01de8bf20f7b975d349dc3b0,EXTSOURCE-01de8bf20f7b975d349dc3b0,readiness_preserved_lineage
EXTEXTRACT-6187ed995cf0e3a61e053f1f,EXTPAYLOAD-01df3eb9e91037e7d6c3c6d9,EXTSOURCE-01df3eb9e91037e7d6c3c6d9,readiness_preserved_lineage
EXTEXTRACT-d1b7e60e9f504b620b28d5f5,EXTPAYLOAD-01e61f209485e455e2c263f8,EXTSOURCE-01e61f209485e455e2c263f8,readiness_preserved_lineage
EXTEXTRACT-af96a5dd2f47ee7ae5d64b05,EXTPAYLOAD-01eb62c7b1dd801db46c166e,EXTSOURCE-01eb62c7b1dd801db46c166e,readiness_preserved_lineage
EXTEXTRACT-96e5b23836d8c475f821b75c,EXTPAYLOAD-01ec37d12ffab733808936a7,EXTSOURCE-01ec37d12ffab733808936a7,readiness_preserved_lineage
EXTEXTRACT-a040c71e0f045d42904970ba,EXTPAYLOAD-01ecd274e11d960ad324a10e,EXTSOURCE-01ecd274e11d960ad324a10e,readiness_preserved_lineage
EXTEXTRACT-8c81b00dd6831f2e8100bed2,EXTPAYLOAD-01f2c8917243c7a4f5103941,EXTSOURCE-01f2c8917243c7a4f5103941,readiness_preserved_lineage
EXTEXTRACT-1ecf193743af5bc4f62e300e,EXTPAYLOAD-01f373ea2ae582d16e236e3d,EXTSOURCE-01f373ea2ae582d16e236e3d,readiness_preserved_lineage
EXTEXTRACT-a281f84a522d6e52e41bb2e5,EXTPAYLOAD-01f681a6ccf171760f11e3fb,EXTSOURCE-01f681a6ccf171760f11e3fb,readiness_preserved_lineage
EXTEXTRACT-132e02f049cac21f65356896,EXTPAYLOAD-01f786d62bd5aa73617c1201,EXTSOURCE-01f786d62bd5aa73617c1201,readiness_preserved_lineage
EXTEXTRACT-0cf6ba6b539db138c659b5a8,EXTPAYLOAD-01f7a616673c3e41f7c03aa7,EXTSOURCE-01f7a616673c3e41f7c03aa7,readiness_preserved_lineage
EXTEXTRACT-dc69e7971bf85e830d4d8996,EXTPAYLOAD-01fc3efc54aaa8c8686e6c42,EXTSOURCE-01fc3efc54aaa8c8686e6c42,readiness_preserved_lineage
EXTEXTRACT-06caf3d39fc94e1ab935d9e3,EXTPAYLOAD-020bc057c3774746f65fa67a,EXTSOURCE-020bc057c3774746f65fa67a,readiness_preserved_lineage
EXTEXTRACT-6952420999a81ae0fe253901,EXTPAYLOAD-020e68f72165f2a469e4e522,EXTSOURCE-020e68f72165f2a469e4e522,readiness_preserved_lineage
EXTEXTRACT-fb73fa5aa047972ebb87e63c,EXTPAYLOAD-021ac0465b5acd8a3ae92cb3,EXTSOURCE-021ac0465b5acd8a3ae92cb3,readiness_preserved_lineage
EXTEXTRACT-c923edde871039897eb210a2,EXTPAYLOAD-022122ba173c77580afe5c57,EXTSOURCE-022122ba173c77580afe5c57,readiness_preserved_lineage
EXTEXTRACT-67d6d7b00b01cd995a36d243,EXTPAYLOAD-0227c5acb21a2b32151bb746,EXTSOURCE-0227c5acb21a2b32151bb746,readiness_preserved_lineage
EXTEXTRACT-8cefaa22e0e1b85f511e484c,EXTPAYLOAD-0227e7801455573e4538a499,EXTSOURCE-0227e7801455573e4538a499,readiness_preserved_lineage
EXTEXTRACT-51d3eec8e13d0453acbac5bf,EXTPAYLOAD-022f9ef86e445bac7aa2a16a,EXTSOURCE-022f9ef86e445bac7aa2a16a,readiness_preserved_lineage
EXTEXTRACT-4095f8c4a6581e5048bc0105,EXTPAYLOAD-02342c7ff8d2f7aefe40b68b,EXTSOURCE-02342c7ff8d2f7aefe40b68b,readiness_preserved_lineage
EXTEXTRACT-b49d9caa45001f81ec431383,EXTPAYLOAD-023505428aa881207313b282,EXTSOURCE-023505428aa881207313b282,readiness_preserved_lineage
EXTEXTRACT-51a4dc04c574b08a6afe803a,EXTPAYLOAD-023a4a2a71cc295ae54dacd3,EXTSOURCE-023a4a2a71cc295ae54dacd3,readiness_preserved_lineage
EXTEXTRACT-cae99f8dc3bcc158edbf691a,EXTPAYLOAD-0258326abc2e13ae8a8add90,EXTSOURCE-0258326abc2e13ae8a8add90,readiness_preserved_lineage
EXTEXTRACT-3b9f7bde6c1daa70b32836e4,EXTPAYLOAD-025880dd4b32d6f934d9613e,EXTSOURCE-025880dd4b32d6f934d9613e,readiness_preserved_lineage
EXTEXTRACT-26b25426169de19c32a7cc59,EXTPAYLOAD-025ca2fa2e15b35677d62205,EXTSOURCE-025ca2fa2e15b35677d62205,readiness_preserved_lineage
EXTEXTRACT-003f91422de95a560cccd101,EXTPAYLOAD-0260fbbd8721d1e1a5d36e5d,EXTSOURCE-0260fbbd8721d1e1a5d36e5d,readiness_preserved_lineage
EXTEXTRACT-1d4e6ff669cb2639bda694e6,EXTPAYLOAD-02741aed51b21581eed36b30,EXTSOURCE-02741aed51b21581eed36b30,readiness_preserved_lineage
EXTEXTRACT-9006e5d914765e3c1fa78890,EXTPAYLOAD-027567f1b34c9f73a9e3f489,RMSRD-20260802-9fa07d5b44b364b615cd,readiness_preserved_lineage
EXTEXTRACT-ffc055b0c0aeea98259e7a3d,EXTPAYLOAD-027580a602a1b43be420641a,EXTSOURCE-027580a602a1b43be420641a,readiness_preserved_lineage
EXTEXTRACT-5ef2f69d67d1e54035574caa,EXTPAYLOAD-0277b640867c85bb476ab4d4,EXTSOURCE-0277b640867c85bb476ab4d4,readiness_preserved_lineage
EXTEXTRACT-2cebba49ebe071e26a98f30a,EXTPAYLOAD-0281ef687d09691d8ff25df5,EXTSOURCE-0281ef687d09691d8ff25df5,readiness_preserved_lineage
EXTEXTRACT-629abde86c67b900a23fabfb,EXTPAYLOAD-02869b81c3d9af0ea628b049,EXTSOURCE-02869b81c3d9af0ea628b049,readiness_preserved_lineage
EXTEXTRACT-728682afba5059e30a560bd3,EXTPAYLOAD-028faf008329224b1d746ff1,EXTSOURCE-028faf008329224b1d746ff1,readiness_preserved_lineage
EXTEXTRACT-0045e3fd3a33cf4dd536d9a7,EXTPAYLOAD-02914225cde6e1ef51ec50db,EXTSOURCE-02914225cde6e1ef51ec50db,readiness_preserved_lineage
EXTEXTRACT-465ceb01b874015af806d24b,EXTPAYLOAD-02936d089409b6911e006952,EXTSOURCE-02936d089409b6911e006952,readiness_preserved_lineage
EXTEXTRACT-9cf2f50b20f0723816af24d7,EXTPAYLOAD-0294499b23aedef9f6434a84,EXTSOURCE-0294499b23aedef9f6434a84,readiness_preserved_lineage
EXTEXTRACT-14178444f677ca2830126996,EXTPAYLOAD-0296f29d675228332b91b193,EXTSOURCE-0296f29d675228332b91b193,readiness_preserved_lineage
EXTEXTRACT-01ef89a5c3992e37eb48b280,EXTPAYLOAD-029d1d070be28c27fe11f14b,EXTSOURCE-029d1d070be28c27fe11f14b,readiness_preserved_lineage
EXTEXTRACT-05da08d6f3f15ce197cccc09,EXTPAYLOAD-02a309aec12ed756103b5490,EXTSOURCE-02a309aec12ed756103b5490,readiness_preserved_lineage
EXTEXTRACT-874779b3f4f0832c1bc5de97,EXTPAYLOAD-02a528ef57318404e9c169e3,EXTSOURCE-02a528ef57318404e9c169e3,readiness_preserved_lineage
EXTEXTRACT-7a04ab5e881915e4c790f18f,EXTPAYLOAD-02a723945c7eb0c831712ecf,EXTSOURCE-02a723945c7eb0c831712ecf,readiness_preserved_lineage
EXTEXTRACT-5556ff899a00fdf285b76322,EXTPAYLOAD-02b14e750378b66368ddb958,EXTSOURCE-02b14e750378b66368ddb958,readiness_preserved_lineage
EXTEXTRACT-d8ce33b5bdec92f5856b0f95,EXTPAYLOAD-02b3b2909cd9b10ea609b3b6,EXTSOURCE-02b3b2909cd9b10ea609b3b6,readiness_preserved_lineage
EXTEXTRACT-675531060c845fbcf2f40780,EXTPAYLOAD-02b5039cd46839e0f6a70184,EXTSOURCE-02b5039cd46839e0f6a70184,readiness_preserved_lineage
EXTEXTRACT-61fe5d6756eb1a027fc7e824,EXTPAYLOAD-02c529d86a6a042391e38790,EXTSOURCE-02c529d86a6a042391e38790,readiness_preserved_lineage
EXTEXTRACT-931cbb868220e2ebecb49950,EXTPAYLOAD-02c674d8ad9c488ebea89eb8,EXTSOURCE-02c674d8ad9c488ebea89eb8,readiness_preserved_lineage
EXTEXTRACT-586dbe53bdce5dd712690cd9,EXTPAYLOAD-02c9ed367b5d9c17787a3832,EXTSOURCE-02c9ed367b5d9c17787a3832,readiness_preserved_lineage
EXTEXTRACT-a4cfed1a73a339195242bc4f,EXTPAYLOAD-02ce61ad05d36420b9142705,EXTSOURCE-02ce61ad05d36420b9142705,readiness_preserved_lineage
EXTEXTRACT-4f648551d750e174a43f021b,EXTPAYLOAD-02d059b87bd4bcf604f5201b,EXTSOURCE-02d059b87bd4bcf604f5201b,readiness_preserved_lineage
EXTEXTRACT-631f8d196f92d1e6af45bcc9,EXTPAYLOAD-02d677ccf4a92099b0d16969,EXTSOURCE-02d677ccf4a92099b0d16969,readiness_preserved_lineage
EXTEXTRACT-5756344f2e199297ab580947,EXTPAYLOAD-02dae2fdba5ef4d602817240,EXTSOURCE-02dae2fdba5ef4d602817240,readiness_preserved_lineage
EXTEXTRACT-42e1f23cde48e85ed53d2bac,EXTPAYLOAD-02db9f4b76635dc7fe644827,EXTSOURCE-02db9f4b76635dc7fe644827,readiness_preserved_lineage
