canonical_source_record_id,canonical_payload_id,extraction_result_id,primary_terminal_status,modality_status,artifact_count,artifact_bytes,character_count,page_count,table_count,structured_record_count,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,municipality,state,period,side_scope,department_scope,source_family,administrative_source_type,extraction_priority,propagation_basis
EXTREADYQ-0a5b1a601e65b88951f956da,EXTPAYLOAD-48e9ee513d015ac0827d4633,EXTEXTRACT-e95af1365bdc74af5cd22d56,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,10197,8952,0,40,0,EXTCAND-d522b3213ef584d600e1a817,ROOTCOMP-cb056d020a3319fd77927354,MECHEXP-4c682ad950086243c7d390c4|MECHEXP-6aaa559b6856e5c4a30bf118|MECHEXP-b248ec46040dfa9580d15c85|MECHEXP-c83c61673cffaafe525d9fed|MECHEXP-fd90255a51576d5a6909c5fa,,Camillus,NY,undated,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-50109fb5c8362b3b34e46e15,EXTPAYLOAD-48edfc42a819e701df546bee,EXTEXTRACT-456e130441abd3b9a5ffbf6f,extracted_text_ok,pdf_extracted_ok,3,52476,182949,103,0,0,EXTCAND-c19ab27b11829baa9a4664a9,ROOTCOMP-41f1516422252b25d54e6845|ROOTCOMP-934ec1922a8d565c9f239815,MECHEXP-2b4f0372d348409ebaa810eb|MECHEXP-646aa837c6c191c92ba20270|MECHEXP-691c3d9200695843394142bf|MECHEXP-69cae30a5c24c669dd6c18a4|MECHEXP-dbeb355fbcbe63acbb26cf46|MECHEXP-e58ea6e086f0e0a0b3da2b6a|MECHEXP-f9a1167c7adaafc2b840f16d,,Union charter,MI,2015,all_units,all_units,multi_family_administrative_source,staffing_table,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-02ce02eec422cea46e9ebc90,EXTPAYLOAD-48ef4bf8d5d2a29b5bb3aa86,EXTEXTRACT-f69b36be01aad0fc8eab0e2f,extracted_text_ok,pdf_extracted_ok,3,5598,12271,6,0,0,EXTCAND-80ecd8be8337204a718b6e36,ROOTCOMP-b8017f64ed99714a31849e8a|ROOTCOMP-d4c2c986b41f5b5c81c52edc,MECHEXP-0056b1c1ae045eefdf351e86|MECHEXP-3f7f3bad877190e46d8ba67d|MECHEXP-57b79d533b3c9b80ea8f58eb|MECHEXP-989cc02a018e1988dfa3d934|MECHEXP-a3a2a400caa59b96874024e3|MECHEXP-c4d22d1652e974bc68626ceb|MECHEXP-ecfc5361339a3a3fc3f4fdde,,Spooner,WI,undated,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-5886fa09a56a56e8f22014a2,EXTPAYLOAD-48f65f54d8fac41bac3720b3,EXTEXTRACT-07d132bd8107c2919afec713,extracted_text_ok,html_text_extracted_ok,5,4323,3641,0,0,0,RESCAND-577a20ae1d936262a44f4624,ROOTCOMP-cc9bdbd431a0d6bba6d20b28,MECHEXP-3e8d3af2bcc46442aa99f66c|MECHEXP-889ed8025b4eba3ce6e66efe|MECHEXP-b24706279b1a06173fed18c0|MECHEXP-c46c8035169ebd297c559984,,Center Line,MI,undated-source-CBSRD-20260728-866a717685765606272b,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-c44b2bc077f7308bbe6cb4f2,EXTPAYLOAD-48fa74115d63d626fe1e66fa,EXTEXTRACT-adaccfd698b9caeaed0ae00c,extracted_text_ok,pdf_extracted_ok,3,52752,169819,58,0,0,EXTCAND-e62fe924c367e53a1cfc7cf5,ROOTCOMP-2cf90a24e74c3bab8bf04b16,MECHEXP-1fb634122dca75b7af997735|MECHEXP-2b39207f598cc6ae3dd94c09|MECHEXP-b227cc16adbab6779c065e11|MECHEXP-c6193b9c18d586ca2baa1a41,,Au Train,MI,2022,all_units,all_units,implementation_confirmation,ordinance_or_resolution,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-b9c7febc4bd8f91e95419ccb,EXTPAYLOAD-48faa19d7ebb267f85613c48,EXTEXTRACT-1f1f73f029fab1dd9a1e2fa7,extracted_text_and_structured_ok,html_text_tables_and_structured_extracted_ok,5,14058,9595,0,4,4,RESCAND-278267c704471ec5f251f823,ROOTCOMP-b827e8e576c6384badcece77,MECHEXP-66cda5d53573383f7590abfb|MECHEXP-9582935ea8440607391f3565|MECHEXP-9784b473a0ca18c2bc5c1702|MECHEXP-dae045aaf5c3962c9403b2a9,,Belle Plaine,MN,2023,police,police,contextual_controls,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-87cd2e228123314173068126,EXTPAYLOAD-48fbed71a6aa8256ed7f971b,EXTEXTRACT-fffe16c628119cfb3ab6d3b6,extracted_text_and_structured_ok,html_text_and_tables_extracted_ok,5,6752,4234,0,4,0,EXTCAND-ba3e6c5a77aa29b5d498733a,ROOTCOMP-0d46aaa23fb56a253093e6c2,MECHEXP-2d3db72d25c11a2e8f389910|MECHEXP-3025d2d956f72b2189ca8fd1|MECHEXP-90772679f0e01ebee38aa5dc|MECHEXP-a4916bc2ca6d610461cb7db6|MECHEXP-ec5277a0f30b110a4d949bbb,,Comanche,OK,2026,all_units,all_units,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-ac06eaf233888bcdf1060ce3,EXTPAYLOAD-48fe635d139a7ab2240d7cf7,EXTEXTRACT-8646c5e08279dce495df8248,extracted_text_ok,html_text_extracted_ok,5,3346,2106,0,0,0,EXTCAND-16088e854310ded2a41aa3a0,ROOTCOMP-20062bfaa9108b493abf327a|ROOTCOMP-ceef2f6e224ceccd90743c96,MECHEXP-022b662ace45890ef89f7c51|MECHEXP-08c83aba864309f3a09d7ce7|MECHEXP-225ca4fd34b3d26edc61bf9e|MECHEXP-322aab28c9d2898742c846f0|MECHEXP-4fe151f577120765435c140f|MECHEXP-55234ff5b5f587a1e20cd33c|MECHEXP-6ad072c2fbfde6acdfd3b717|MECHEXP-f7b334c2c84db8e7e2db3a82,,Franklin,WI,2021,police,police,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-c4880c22f20de4480a71acf2,EXTPAYLOAD-4903bbb76f3c65042adbe796,EXTEXTRACT-352a9f051cb2ce66e3423126,extracted_text_ok,html_text_extracted_ok,5,6388,7228,0,0,0,EXTCAND-bc30e223ee4f48d18131d0ed,ROOTCOMP-b9b7a2f20266b93987d1355b,MECHEXP-05417436f59e136a37792ecc|MECHEXP-85a740eb17baa1ac0f69812f|MECHEXP-8c52580618c7a9e2580d2f09|MECHEXP-b0ef3309df5c605fcfd6b68a|MECHEXP-b7c2adc356570f50342d711e,,Andrew,IA,undated,side_independent,side_independent,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-b8d60a346f050c444f2df763,EXTPAYLOAD-49051cfde151bd5dda06d544,EXTEXTRACT-9f50a47d91b8305d703eaa3b,extracted_text_and_structured_ok,html_text_and_structured_extracted_ok,5,7826,6985,0,0,1,RESCAND-7ac3d7885c184f4796184187,ROOTCOMP-6b6d4507011e0682cdae31a7,MECHEXP-6f9b12cdfe5aca81d6605043|MECHEXP-7c43a4f39883a05c3bc01a7a|MECHEXP-ab47a04a9906be60fc3b8a78|MECHEXP-e77bb4cce46a1373f5027394,,Champaign,IL,2025,unclear,unclear,payroll_and_earnings,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-7fc5cb15b92de5206cfccd17,EXTPAYLOAD-490b1c2516c4b412a7b04dac,EXTEXTRACT-2a4e4f2a9f0633a1c2e442b3,extracted_text_and_structured_ok,html_text_and_structured_extracted_ok,5,8659,12545,0,0,1,RESCAND-a9abae73339dea0ad8feaeb7,ROOTCOMP-bcee675006ab0bc76dc40543,MECHEXP-19b1ac52108e507b414f2e80|MECHEXP-1bb0d069084f2a27c77d8783|MECHEXP-3f4284f67f26230d390bb00d|MECHEXP-5240c2e610de719315058a4c,,Big Flats,NY,2021,unclear,unclear,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-77bef796ee8a80870c7dd19a,EXTPAYLOAD-490fc89f876e58372b1d265a,EXTEXTRACT-8104a1f0ba57ae1cb24d9d31,extracted_text_and_structured_ok,html_text_and_structured_extracted_ok,5,7408,7147,0,0,1,EXTCAND-e780a7ec39d6045213d60286,ROOTCOMP-19bcbb05aa068acd6a3d41e7,MECHEXP-0f18823a827acae9563fcf99|MECHEXP-5876fc8ea20a3487eb0e3081|MECHEXP-5f252941f5147f92663f6fb6|MECHEXP-77adfcfce160dc9c41412bab|MECHEXP-9bafbe21c8351c8388760c14,,Broome,NY,2025,side_independent,side_independent,multi_family_administrative_source,staffing_table,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
EXTREADYQ-fe8927faccdca6ee11c4072d,EXTPAYLOAD-49100c71be0a47f5bea5ec85,EXTEXTRACT-7a90f17432660ad7807980d7,extracted_low_yield_usable,html_low_text_extracted,5,1675,113,0,0,0,RESCAND-5bf59e2aac62611d44256e8f,ROOTCOMP-1ef8c8046e84ef7da8725bfb|ROOTCOMP-464e8869fabb29235a4308b2,MECHEXP-054390848538ef2e14c6ea21|MECHEXP-1c6ccfa90945ef450498ab94|MECHEXP-388f6a4ed5e7c27350d26772|MECHEXP-4b553ef949dd8d19695b95d4|MECHEXP-726518ecc97af78db4b1932f|MECHEXP-9670a563039438bc2f36c6bc|MECHEXP-a3586bae1b50038b4eec784f|MECHEXP-b62b2013eaccf5861a1bcfc2|MECHEXP-ba2e2cd22dd4271eabf3f49f|MECHEXP-bd9d314b739ce36fbae996da|MECHEXP-d2ca2e231c21c2c8ac3e053f,,Blackduck,MN,2018,unclear,unclear,multi_family_administrative_source,payroll_roster,extraction_priority_high,one_physical_extraction_to_all_canonical_source_lineage
