external_staffing_unit_id,observation_id,municipality,department,side,period,observation_type,field_name,raw_value,normalized_value,unit,staffing_hypothesis_type,terminal_match_status,source_SHA_256,source_coordinate_input_sha256,claim_ids
EXTSTAFF-9b8f3de5b1f4205e9b888ede,EXTRECON-24a6b68e850f7de42d65893a,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,2,2,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,e739339fe6cdd7a3156eadbf1eecc237eed18c7f533f0c3c7be0d92cee6a0f8f,
EXTSTAFF-29882583e64801288337e233,EXTRECON-a98141068f2ab17f3b09da5b,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,54f37a4ac11a22321705e50c00cea824102c1ae454d215948836641b8ffab75f,
EXTSTAFF-7ddff8db25c706f3613897a3,EXTRECON-c9aacac3c20f22479fbebdf1,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,ac84fa0d44fa338e2a43e101054c9a1d082023e2cdf85d3a6a33718e990660b5,
EXTSTAFF-11ce96d5a781353fbe94c05c,EXTRECON-f896086ca82eb8be515283a4,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,330035f2e471c99ff28eae914369fae8ec966d20a45077d61e05455f49212782,
EXTSTAFF-5e9cfa3dd244ddfadba4cafc,EXTRECON-a2b382f0cd75b737ddda5122,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,1,1,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,8ce411b311e28a04e7fb65cc0b69cfb21350f014e2006a267a0cc7640c260d85,
EXTSTAFF-a15635f5f4f2f5e99638360b,EXTRECON-eb157e043dbdb2d1a7b991fb,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,2,2,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,6a414e8cb9f03ae6e3ad01e993f21643123366bffb23b04f56249ecd2e3aed1f,
EXTSTAFF-d9cb34ea7c35de1131e2e8c5,EXTRECON-1ee668ff531d4071e695d1cd,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,82,82,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,8b2419f9c5b8c91b52b1d1bdfbda6a40d0c6edd878defadf4a7b82a9d76cbb6c,
EXTSTAFF-32e816eb8bfd23617f6cf0db,EXTRECON-6aabb49f7dbabdd46005f844,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,86c6d06ee323379150d34261fc6f2f3c5cfcd7bf5507741b21916425d6d08e03,
EXTSTAFF-7ab8c49304f6a33428090ef9,EXTRECON-0994f174a40dcb9ee2ea15b8,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,290,290,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,5198b087cf7c9df07064ebd65887d3e94f487d7adc8499c75edd77fb2892f83c,
EXTSTAFF-f0a41c030e99189d7420a458,EXTRECON-599b5da45e5e320baaee35a3,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,a090870ecf52b96ad1ed66367e9e63e80b1dc671d59cefd90a523d60e0881d6f,
EXTSTAFF-819b53141f6aacbba946a422,EXTRECON-36a34f74574ebe2ded534440,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,11340cfaf88b0308fb06ef773ae80bffe96563ce07cee30c7f50c0946dfc5505,
EXTSTAFF-0071121ec530f8951d29816e,EXTRECON-05043fac0b0e2800f5e31ec8,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,f2c9f550f00b2f27335d67d8c34335691a523990a353ab5829601319c47f9cf3,
EXTSTAFF-ac4f1e20207b1e9850622b7e,EXTRECON-b19b8d0a4337a051ba3b71bd,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,1,1,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,9ab0430e15f5be4b0e59d2f92af1ad799c6d79b848875fe890af1ea03561f35b,
EXTSTAFF-51fdabd993865003651dd9b1,EXTRECON-039a055c50f26b128de8e2cb,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,1,1,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,55ad370b97ac9e04a04ac894e7af8955425da4cf5b2a0772655346ca61d718ea,
EXTSTAFF-ce8e12a0d3bbdeb7d91e10ad,EXTRECON-e13852d06172a5aacd78096d,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,3,3,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,1b353f57f6404071ed736d68f39bfe969e8c54e97e2aeed8e4387855b60a464a,
EXTSTAFF-b2c1c0d83a401acd446d2c11,EXTRECON-2d050f23ac2ea4b443c7d7f6,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,758ffbbfc26a6cc3e126c7668b32589cc0e9b39323b282b3085f95f12259335a,
EXTSTAFF-3acedb38a02c6144ce983650,EXTRECON-fa52b4f85a8034ead1272df4,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,2,2,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,d53f5af29c0e19369dca36ebabd9cda1e0d83299d4160f542e8065c94138883a,
EXTSTAFF-4e9aab09f78063f953495343,EXTRECON-94966677334286f8cb9afc47,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,9,9,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,6d19c093ad5c2ab9b8e178735568ce83084478419920706218b95e24c5117b28,
EXTSTAFF-cf710c6bcdc7637abc935cf7,EXTRECON-332a01fdefeb8a6e2a56a8a0,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,2df698b04adf40ab9f2e2abe029a86a383532e93497aed6b9925c386966d930c,
EXTSTAFF-1ce24cd1e9610f84ffe40785,EXTRECON-494b2d88c1a228961271a0b0,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,42,42,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,7c3e13af2f09d1d54f3be8699793b2888843f4afcb4bc1a6525f02060dadb242,
EXTSTAFF-a680e1759d4739ff6df689f5,EXTRECON-d5571e5c9d007aebe59327c8,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,-1,-1,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,40945884b73b8ad309153fd01e050a60eabc227bfa564ac201772f61c1d78a6e,
EXTSTAFF-07f83e952ec7addddaca0cb1,EXTRECON-0af41336f07cb6090cc2d9cc,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,1ca443d12c3e0245e4223a8a69d0ceb1510a98784d69470133400f7c65c58d2e,
EXTSTAFF-ad8fc90e2c09f5ddbce9ad8e,EXTRECON-c2dd87a05718e2f157e98557,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,8fbb3a80e6bb3b108c24be0bc75f4a5025b43604c1f2c3ef026fb65a1058b060,
EXTSTAFF-664aab121253169caa9f4c62,EXTRECON-b4bc88dd54ca087493f5ddee,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,193,193,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,5eb101fcb485fa70c447513a1fe67b4a6ed0d9bdab1ebbb69f80d97f1c8e69e0,
EXTSTAFF-707b53d7926015d753cd196f,EXTRECON-4f9c64e1d430f3772a5f6b39,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,aa08c8dd8511222ca4703208b72e4c863d7b012a07dcecc3ae5940eeb433a556,
EXTSTAFF-740265255faae9d4f4f49932,EXTRECON-41d076a647b43d7c8a37e0aa,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,2fd1dd76ac49e7778245ae3037905129d5e9cb06e6182e2ebf49216ea6c25540,
EXTSTAFF-cb7c35f17d22c9b02b07b8e6,EXTRECON-6eb9ac219fa096553993a9f0,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,3cdb81ef34c3caf298a292178d1f12a2d9ee60d3c511655ec7f4fdcc55299121,
EXTSTAFF-cd0311498b04d3ba9d763bb9,EXTRECON-f9af1951f67771dc2e23f9cf,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,154f1145aad9e9a424050bdc408104f1a74458da6a392181190c233904c86ab4,
EXTSTAFF-e27b927e4453e7d437804b69,EXTRECON-17c3c8c937c8103e966ad4b6,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,1,1,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,da393efc195282517d1500c5fde97742ec69e2189e98751414cc066fbd77c611,
EXTSTAFF-55d9f61b940b1adfc82fd38a,EXTRECON-5117839b6b20ac2b35d7eaab,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,4,4,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,faeff6c561358e34c2868a5ed64415a278f5b1afde66fe50e2e774be8690a036,
EXTSTAFF-bddbdce6d8c096563b455456,EXTRECON-0043de97e1312f8e04bd1ef0,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,0,0,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,be4b53591b82401cd6833c75b907124a90a36739582b1e712893603c21cf6eaa,
EXTSTAFF-0acad511e9de6510588b707d,EXTRECON-9498b70df4ff118fc6773b05,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,1084,1084,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,f11a47a80a7e2cea3a576cb27de216ac3834d442f3872f0b5804d2ce84eb8ba9,
EXTSTAFF-2139f53efb5234450f8d1613,EXTRECON-91c2a173ec5c0ab63c10e256,cog_2025_209858,unclear,unclear,2023,authorized_position_observation,authorized_positions,-4,-4,,authorized_position_reduction,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,91e928ef8fd5110dc2642140ba15862773d18648097ce66198859b87386406f5,
EXTSTAFF-5806bbe464beaa32b370c0d7,EXTRECON-61b48645373fe1200161b586,cog_2025_209858,unclear,unclear,2023,vacant_position_observation,vacant_positions,"2024,",2024,,vacancy_without_elimination,matched_staffing_ready,adba70ecd7ef52610323f1cc6a9828d16a4e7186d9229931e7f81766d5742e33,a1fde887672b4ca1592bbebcf595e2375328e00167d9c5b85aef294dbaaaeddb,MECH-06
EXTSTAFF-47e33cd3647c57e9b42eaecc,EXTRECON-c8d51832cbfda8245d8e4128,cog_2025_207659,unclear,unclear,2014,layoff_observation,layoffs,169,169,,layoff,matched_staffing_ready,47696ec670f110ca667c84671f8a54e816150b4c1b247ac9930a3bb7ee0585e6,9e469cc28991126a43fcd0f1b4a53c05ea3d0e877d41c80b6abf55be38f6f29f,
EXTSTAFF-b65be3e9b319566cba41b640,EXTRECON-df81dcf53911597fe56f97d2,cog_2025_207659,unclear,unclear,2014,layoff_observation,layoffs,17,17,,layoff,matched_staffing_ready,47696ec670f110ca667c84671f8a54e816150b4c1b247ac9930a3bb7ee0585e6,f8986fac22cfdc97cb6b90e65ab1281e3794c53ddb82a7c71bcf339c1dd7a19b,
EXTSTAFF-dc1d631031ec791b7773c187,EXTRECON-a15336c733aebcac35fcf106,cog_2025_207659,unclear,unclear,2014,vacant_position_observation,vacant_positions,"$200,000",200000,,vacancy_without_elimination,matched_staffing_ready,47696ec670f110ca667c84671f8a54e816150b4c1b247ac9930a3bb7ee0585e6,64cccaba4ec8bee253302b26e348a2e54380723cf35636ca03fed83342237d7c,MECH-06
EXTSTAFF-5e15e917a040638c7932f564,EXTRECON-c262d322f736ee75c2903bff,cog_2025_165980,unclear,unclear,2021,vacant_position_observation,vacancy_rate_explicit,5.6%,5.6,,vacancy_without_elimination,matched_staffing_ready,77a1711effd1c6edc2c028bf120a66a81cf045f74d8e283956e70c62c6ddd09b,6504fc135552c769dfa1a8515f021818f081861bfb0ef5ff7d91e241616a0137,
