observation_id,status,reason
EXTRECON-b3bbb0706c33d03df2366a5c,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-a4cd417af98e016a7c0ff438,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-722bf929cead9364490c411a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f1973d30fc8c535a92def078,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-94c309c05c51275a3eec39a9,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c894d3e243ee1a0e656d082b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f849e1caa24ecee7e5ec7c85,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7b66f83d88894098f71c2571,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c5816bef100543a8473dff1b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-85aadc6cc84b2edec75c9dea,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8d438bcccf9aac228aa52e47,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-3f8e2d6949c7657c22e66f6b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7d421f5b9425ecbc8180b9fa,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-cec83cb55b8340611397fc50,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-8ba620f9853ab7fd38ac0f6e,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-6f94acf8e72fe35215f47456,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e861dd1a2ec7bd4f219d605a,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-12260fef2bf2fa903c2ca545,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-45529a32d02822b9b2c5cc47,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-67e40cabec57bed38d5a6ba7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5ddcd977c6f154a719273267,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c3384023a771b06b87609685,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-80aef4b01f7e5a0527659510,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5dd11cbf2b6a2c2154278106,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-105cc831be4206c18393760d,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-19907fb3d83df81a359153ee,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b57dd02cf599a17e3fbab8bf,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-66057ca025f73d35d216fe6e,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-b155907c0c65a9be6e375532,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-30636a8007d7625a8b1204a7,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-e6e0fa6565931bf5ff2ecc3b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-c96a38856925dc6ce3114c64,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-aa5f8490d849b9de0c812791,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-25c9f1e12829cf8120f08021,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-981da454cbbcbc8fec9aaccd,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-bed9996ab9f17537fac8c11e,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-7bd8f319eca2f45d144b8e56,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-76fd45cbefe6593681e74bc8,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-f38b63ba97f0389d26ea0bd2,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-5ccafd15e2f55d3fc174b24f,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
EXTRECON-66e788f6eae23c5be1c5992b,no_compatible_match,"no opposite-side record with identical municipality, period, pay basis, compensation basis, recurring status, identity class, and field"
