external_total_compensation_unit_id,observation_id,municipality,period,side,component_type,raw_value,normalized_value,status,component_sum_calculated,source_SHA_256,source_coordinate_input_sha256
EXTTOTAL-2c2ca005182e6a7e0bd484f5,EXTRECON-2202a1a26bb4d654d0950bc0,cog_2025_100715,2017,side_independent,unclear,"14,",14,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,997ac27907913dfc6ca3281579b8c198678bafde3b960d2141d31266c31cd8f8
EXTTOTAL-1553816e4f2f76f0d57d7c31,EXTRECON-640615c438e3cbbf1504b1b2,cog_2025_100715,2017,side_independent,unclear,2019,2019,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,1393b4fe408a05afcad47c9bb46c74394070e6431cf52b0228782688e7d2d5f0
EXTTOTAL-895a488bd29c28003c6a072e,EXTRECON-e45e269e9d0b0f2aa8a45d8d,cog_2025_100715,2017,side_independent,unclear,19,19,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,c3205767c113078d069053265088456d73e18c448d37eab8e67db7886b3d0735
EXTTOTAL-fcc47a2fade18fa52b964411,EXTRECON-bd5fde081adacb0d25aef94a,cog_2025_100715,2017,side_independent,unclear,"13,",13,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,c7415382bcaace6ad71c5c0f20683ed9df04939e64a76dd87eace6fa570e9e26
EXTTOTAL-0f0276c2ce4869c7cfc0f49d,EXTRECON-64a5bb7ca6f09d200d37031d,cog_2025_100715,2017,side_independent,unclear,"10,",10,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,b499fadcb0b3c2d6b93ece636763241b7a7588c824fb57a8182a1b054e8d54d2
EXTTOTAL-ed96b98c55ac11f405e78e4d,EXTRECON-e54329ac30f89007a42d2e82,cog_2025_100715,2017,side_independent,unclear,19,19,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,5cd24d7e953fb3fad0357c0e59fc83981d669b0db9f85570c1f5ae682c318dba
EXTTOTAL-e63f5e7930ebdffb695fb270,EXTRECON-30174615648648bfdc9d5615,cog_2025_100715,2017,side_independent,unclear,"16,",16,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,9e2f08dd6002f0a37fa134a1a8b03eeaaaa68e10019ced58ef63f3c87ba4e5ff
EXTTOTAL-472eed4b17a65f02f2d1bf37,EXTRECON-008e92e786d8edcdf2fee9f0,cog_2025_100715,2017,side_independent,unclear,"4,",4,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,3d9c8f4252b8ed17c5edc0bad7ce0604d3df49463cf5bd4d0080aeebcb504f07
EXTTOTAL-8edf9e362f3ea29968f20d1e,EXTRECON-5ce9cdfe0308d63d151bd746,cog_2025_100715,2017,side_independent,unclear,"20,",20,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,a2c392deecd02eb1d514de2fb6c1d521e21acce3615af3576f95a31b96628f4a
EXTTOTAL-07220c6c035970cf2beee85b,EXTRECON-288a547a0dbdb1162a0cff21,cog_2025_100715,2017,side_independent,unclear,"11,",11,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,306e4521e7ec57d3de1a3d33013d612b1a1f01adc2d7f0ef556e0b26d9528963
EXTTOTAL-06bd2638ebb71e3356983ea5,EXTRECON-68278dd6288b7a56f04b5c9e,cog_2025_100715,2017,side_independent,unclear,21,21,incomplete_component_set,False,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,d4fa4c95b8f3cdad145f604d1390bd46d9ca4cc03517391bf88d25cfae67e731
EXTTOTAL-18dc0194f630bb5b30a670b7,EXTRECON-aa197d2361730c3bc1bd55c8,cog_2025_209092,2022,side_independent,benefit_component,"9,675",9675,incomplete_component_set,False,15bb9b74fda7fa88b5ab715ad498fde7b1103bea4921fb7afb0ba3be126f0a32,bd6f1f648134096e1f22ae5cb037b8d2bdf14ea0d951516ca3ea82add68e7b34
EXTTOTAL-ee4e12c5ffcab47e3a9b983c,EXTRECON-14acd8205e5625845f6b9af3,cog_2025_209092,2022,side_independent,benefit_component,"2,000",2000,incomplete_component_set,False,15bb9b74fda7fa88b5ab715ad498fde7b1103bea4921fb7afb0ba3be126f0a32,c97ea53190e485fdfed0ae2b81d8a1fe6207a2eb6f7b694b347ce9f0ac0f4ccd
EXTTOTAL-f014fb611a0726e154adf585,EXTRECON-c46cbed00bc650e802b9d19f,cog_2025_205481,2017,side_independent,benefit_component,0,0,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,16d1001ec84cf6b1aa559da8ebae622e8a2e22c227a88064522124bcb0a244e1
EXTTOTAL-63e3edf830effe148b935ce8,EXTRECON-16520b5f43cb087cfcb756f4,cog_2025_205481,2017,side_independent,benefit_component,"6,960",6960,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,43209602b5f1fa2347db927c6798184cd92521b4efc7e879666c5f13de32792a
EXTTOTAL-b724184080db30e19827b501,EXTRECON-de78fea4235ca3a0b730adbc,cog_2025_205481,2017,side_independent,benefit_component,"1,920",1920,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,859ef382ce665a3cae2f0d590df725d7cbeb562d46bafb976f9ae9ae7f070959
EXTTOTAL-f8e6b12678ed454c6c2c1b19,EXTRECON-fb3483a3955fb0fdc867daff,cog_2025_205481,2017,side_independent,benefit_component,"4,980",4980,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,1dfb75155966827cfa0528a3668944add0dad894459ffe49c9ac7d983384ed34
EXTTOTAL-9c61fa1cb0ef3d3c40586f1b,EXTRECON-0fa56362976fbb668bf4323f,cog_2025_205481,2017,side_independent,benefit_component,"1,620",1620,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,872ea0c25b75d8504060c2d792a39aca7bb774c03f2cb22491184099691f49ff
EXTTOTAL-6852061669cff43fa6e07e51,EXTRECON-51384ae544d1546ea1e1c10d,cog_2025_205481,2017,side_independent,benefit_component,0,0,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,2df978ea3f7c32cd1b1877a15b78f6c4965032986dea12f495275ada8661600a
EXTTOTAL-512bdf4d5f08eae1f567db7b,EXTRECON-9500ab372c9faddf1affdc12,cog_2025_205481,2017,side_independent,benefit_component,"1,020",1020,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,714d00d132067cb0480aac6d82b26009baf669fef7a34501d529e198bf864dad
EXTTOTAL-5a81fd94ebcf392385462cf2,EXTRECON-86b3565615ec8c093fe13704,cog_2025_205481,2017,side_independent,benefit_component,0,0,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,ee2cbc8c3babdf3eb1ab9edb5d67064325018b37b979fed388921d27feabab87
EXTTOTAL-b0a020ac1c0c3edb46526d2a,EXTRECON-39e363e6fa0b82b668e96503,cog_2025_205481,2017,side_independent,benefit_component,"1,176",1176,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,b4ca09ce31a4221afbbc55060052023286de03a5fdbc73012cdca55de0259e9c
EXTTOTAL-e8281e8e795d8b22e691a862,EXTRECON-9098f331193725d238d8636a,cog_2025_205481,2017,side_independent,benefit_component,"1,500",1500,incomplete_component_set,False,d9ae8c9600e735e47eaf49c6b750c09d49ea73087720356867f2c9caa09b60a3,bfef505e0a7496c9825e6069c507980c57c7dd39fe0c10008357125aaf2fcc68
EXTTOTAL-ead2993f6a42f7ab538c7554,EXTRECON-b09fdf418ffe426e6e90ac92,cog_2025_170340,2020,side_independent,benefit_component,$250.00,250,incomplete_component_set,False,1b7bac1e2490ade5494a693f5e7f1648d6e6d52fed150fa6061645860a636606,12d88342d074881336ca5ce989d1b8c1422ab4ab5dd46c87bae15e0b5c4a24e7
EXTTOTAL-d25bcfc32f869b4d8e0765a8,EXTRECON-2441038d6d23e2195fc0b012,cog_2025_100699,2024,side_independent,benefit_component,0724,724,incomplete_component_set,False,d23a63efe120f81d8b160b49d887320c67fc5c94ac5d872e8c6fab55d362ee8d,ce46fb00a461e411c0cbc8e59c8721521f0dd913033f767d7e4ba75fd852c489
EXTTOTAL-f228233ffa9662f84a96467f,EXTRECON-e6ceae88832ad3e5b4303b48,cog_2025_208995,2023,side_independent,benefit_component,"3,369",3369,incomplete_component_set,False,1e71bf5280740835ae4f81f88dc83320e8e2991bbb7be76de1102532e476b9bb,5ad111985788c47f1ef006e0fd3c810d5ee718cf5a7bcca2d101db2794991364
EXTTOTAL-3510b71afbcda6e5fb01d504,EXTRECON-89f96fc471f5c885ec7d8a29,cog_2025_193555,2026,side_independent,benefit_component,$29.40,29.4,incomplete_component_set,False,1200cd5a93501bd430c057277db8551db95ea9923516fcfed2079020a2567b40,de3576b3b15550aa5a928dce1364cc667583e6a970c8d928d978e0c478a05217
EXTTOTAL-a1662d0cfd9d3cbad39d33a6,EXTRECON-2063bccfa4b7566327668ed0,cog_2025_170530,undated-source-B4X2500LIVE-20260729-006401,side_independent,benefit_component,"82,295",82295,incomplete_component_set,False,3edbad97c62529b4b956341856135b731b5ac2e431bedaa89451a550151f56c2,3c9ca794b140ad344159c7b0ebc7a2d68af5bae26c1f16a116596e4abd5d2491
EXTTOTAL-cca74bdf254d5a7c0b748a70,EXTRECON-bef55b306f17e0112dc46a9c,cog_2025_170530,undated-source-B4X2500LIVE-20260729-006401,side_independent,benefit_component,"11,000",11000,incomplete_component_set,False,3edbad97c62529b4b956341856135b731b5ac2e431bedaa89451a550151f56c2,11f21596c83000cea9bfa392c04c8b76c9ef9ffb5212f61b9a31a89c3f62ac63
EXTTOTAL-83a84119aa4fa3f87d43daac,EXTRECON-1d6329b532e7a26d3c750590,cog_2025_205283,2022,side_independent,benefit_component,$200,200,incomplete_component_set,False,0c82ff7001114c29651342e4d1d1ad33eca7f7648eae52eedceb91ace63ad11b,03ebaa188bb13be0e4b8512662c86e42bbdff2405d578862d523307c399b3f55
EXTTOTAL-6b658a5cd03549b8aea3cb6b,EXTRECON-d44e25f06f62039856c95966,cog_2025_225869,2024,police,benefit_component,$ 800,800,incomplete_component_set,False,ced5e7a83c6de56413c18ce210755ebef86c7111a18e2c2d1005577d474a6c82,2ebf4a73db27f1e37ba3e92c286fccaaed660495797b1927f763bdd697ec7781
EXTTOTAL-802fc8f0ef0b4af5cfdce678,EXTRECON-6d79a5c0bc763a92dd1c6c00,cog_2025_126659,undated,side_independent,benefit_component,"279,517",279517,incomplete_component_set,False,ac0fe12a12aec378374d89b91f3c6134d386481b98728c378c7c785aa55001b7,567a87998c33575fccf733e1940f6fcce101ba35bb2b0ab31e18c512c3285a1f
EXTTOTAL-711bb3adc6f566e5dfb38334,EXTRECON-f40ecde58171f4c80001afed,cog_2025_100715,2018,side_independent,benefit_component,Vacation leave with pay shall be credited to all,Vacation leave with pay shall be credited to all,incomplete_component_set,False,7822da9d7cb69b7387f0cc8ee9e0f4bbfcbd2008155d084f49041ae968c132ce,5c0e1b096e3b3948c9b1039e9d01350743f633f17568aeef5c753ba845f961f0
EXTTOTAL-1e9f35b2deb6283e40dac44e,EXTRECON-dcf6434b55e5f9e1b5637f16,cog_2025_161481,2014,side_independent,benefit_component,$950,950,incomplete_component_set,False,abfb07ad2a04bdfa89646faebf22af31a13ee7fee77c8a75b4135b425f23e8d6,e6756c6ad28a59e03e48496cf55a62c23f3fd099d7ed77453cf71083f0a33c77
EXTTOTAL-ff962493e34932f704fcfd52,EXTRECON-b5c2f7b10dbcdb0dee8a08f7,cog_2025_176498,2024,side_independent,benefit_component,$0.00,0,incomplete_component_set,False,28dbacda734cc0d54aaf4607a8f30496f20310b289abc862236b1c940b8272ac,05e76381a8479ab367f2cf5b48ae44ff7a327a5622e918bcc8cc91a1b69579ca
EXTTOTAL-09dd7866f81effefc889c08e,EXTRECON-4ea128f8e42a8447b5b59046,cog_2025_173126,2026,side_independent,benefit_component,"300,000",300000,incomplete_component_set,False,7576fcd369e7e0806076b9bef6c4ff86c3472c1a8a988ac0041b9863743de30a,d7a991b1d7a1e0a63965538565b15013f5c53e337bfe6b9b61d9398e369bb36b
EXTTOTAL-c58e1033e0ef2b7ccff919ec,EXTRECON-fee83f061c0572c40d113038,cog_2025_170610,undated,side_independent,benefit_component,"18,000.00",18000,incomplete_component_set,False,a9241d01881b16dcd17253b7e8864f85d1100d8342a08c11f441fe4383181a46,565dafb1e886ab5c2860d1edd575b4252715da0b0e1680363aef5d8afd225ba9
EXTTOTAL-97cb6a5c4215534d9eb56243,EXTRECON-74d1d9a2788eca19a5355af7,cog_2025_204667,2022,side_independent,unclear,26,26,incomplete_component_set,False,fa33375eec687afa0736916196a3d1b7c827ecd3e63055bb684a53d8c0035a2a,7cbf6b45f997fa14ff0a0397347252fc4888359165bb1bfb1e75a7066ca21836
EXTTOTAL-6036b4f804e3ca47a57fe37c,EXTRECON-dc7a7fb5ec7100c46e5b8015,cog_2025_140792,2025,side_independent,benefit_component,4.3%,4.3,incomplete_component_set,False,4aa24dbdbf364b0242099c3894b9f88412be61a0d100ee51047f066c54dc0a2e,b9cbefd14d94026b9a9da1be6a7d2c4f6a9087d102ef74d5b0a6ffcdd1a96670
EXTTOTAL-e4778d16ed3d48291e71c8bc,EXTRECON-35c429e2827c9d9b906049f8,cog_2025_173206,2021,side_independent,benefit_component,360,360,incomplete_component_set,False,76add8b16476bb3ea51c967c0e8992c5aede2bede120f89191f607224857c1c4,45cbeb115fa0f6578b84aed693a0d678363faba2c8d975c5c8cb206d4cdad3c3
EXTTOTAL-cd764de8f1cfc4c8c737d2f5,EXTRECON-e8036d04e9f8226588bd8221,cog_2025_209858,2022,side_independent,benefit_component,3,3,incomplete_component_set,False,422773524fe1985068b34733e426d46add938f5aaa2a59aaa693ce0169d3b791,6e7973f12cbaef6b3d34110228dca24735951b20b3e44a0c3d9b8ec9f5731924
EXTTOTAL-d4a08bcbfa99cb53de0ed12b,EXTRECON-9bc9238e2732f5585b6618f3,cog_2025_106761,2026,side_independent,benefit_component,$650,650,incomplete_component_set,False,b845a8c7f7042be1649cf4946a6b1a6f8897e33a592445fe5a2425f94a42f090,bf778d02b08c05ec7c9c42fe2d445f02d6d2d4b1ede766108862387846c18a06
EXTTOTAL-5eef0bddbd14b5373c85a822,EXTRECON-9a6218d7a6b98f195bc03a31,cog_2025_106761,2026,side_independent,benefit_component,-19,-19,incomplete_component_set,False,b845a8c7f7042be1649cf4946a6b1a6f8897e33a592445fe5a2425f94a42f090,401628ac0238b691251b81908f37afc956dc9b8587b3d3116861084593feb7fc
EXTTOTAL-7d267edee9e2921743322818,EXTRECON-5a21a58b25458cf9ab55de16,cog_2025_106761,2026,side_independent,benefit_component,5,5,incomplete_component_set,False,b845a8c7f7042be1649cf4946a6b1a6f8897e33a592445fe5a2425f94a42f090,33c2b3a5611858253397ba57680aa0b3dfb6b1ac7ca176c766a07c9b663f1201
EXTTOTAL-2e0166aafe7dd8c524ff63cc,EXTRECON-c4db6fc64073f19752c77d1e,cog_2025_106761,2026,side_independent,benefit_component,$900,900,incomplete_component_set,False,b845a8c7f7042be1649cf4946a6b1a6f8897e33a592445fe5a2425f94a42f090,80d9fd19c5f4fd1c3a472d121ab77e9910ab5b852acac7279117bd2737d05a0e
EXTTOTAL-f26329215c3ffcee4a5bd59f,EXTRECON-e8eca83cc03e059acfcffb30,cog_2025_106761,2026,side_independent,benefit_component,"$1,400",1400,incomplete_component_set,False,b845a8c7f7042be1649cf4946a6b1a6f8897e33a592445fe5a2425f94a42f090,96832c0074440c2af835baa49f2bf45a09aeb0e8767f2664bda5a0f85cf98350
EXTTOTAL-28174c2d34ba35aeaef2eb1c,EXTRECON-dc6d9b65193fd94cb8642907,cog_2025_170299,2026,side_independent,benefit_component,4.0,4,incomplete_component_set,False,d96cc0c88d677c6bd7bf32e6402c1b7289d7d64adc86b41ab69d30c76dcb5725,9e501dd40be5456f87119704ee852397bbea109f0c06d7d195720e235b3dfbfb
EXTTOTAL-92af620f1815f867204e7a24,EXTRECON-77b23732b4fd12e776cf9418,cog_2025_177824,2023,side_independent,unclear,"2,653,056",2653056,incomplete_component_set,False,d0abee2dfe3bc96145dc39972d752520bb866fc6f88a66e0ad00c831503f20a0,ba80a58ddbe6a651f028afae12334f0bcb7c9e8ce68990b78df6823fd3144413
EXTTOTAL-c183d255af7f6d3d9b040028,EXTRECON-b92ed29c7c7d4f5d536ed044,cog_2025_177824,2023,side_independent,unclear,"709,353",709353,incomplete_component_set,False,d0abee2dfe3bc96145dc39972d752520bb866fc6f88a66e0ad00c831503f20a0,322fc56394715a520cacf0eb175dce9118cb4e0eea0fab220d4b6f93ee29f9aa
EXTTOTAL-02e775aae216ccb1530dc685,EXTRECON-ffd7b2b3600459f12e558ff8,cog_2025_176226,2024,side_independent,benefit_component,"3,600.00",3600,incomplete_component_set,False,b42540830f10f8d4dd9c67ec2fbc55a87e946abb49639de756932c00dde9db9c,2c27715195fa053a9f774dd0f8d3120501fbbe276c3a76d40ee41bc61c285d2f
EXTTOTAL-99a1b6b24b0481f206443372,EXTRECON-947f0d74f92c5f4515d278eb,cog_2025_215232,2024,side_independent,benefit_component,"3,600",3600,incomplete_component_set,False,632dab3963e03a0e9ba709416b71f420a315d66b5d4a2b55a51408f2237213f4,f31ced424fbb43bfffa8f88db6cf2f685434727a738f691b12c94a0d1666e7c6
EXTTOTAL-a2ffb6302ad9a900b11bda39,EXTRECON-17383cd9e06da76dcf9e75b1,cog_2025_111013,2024,side_independent,benefit_component,"2,748,142",2748142,incomplete_component_set,False,b578be96749942d94bf5dd8fa9311187a68fb5fa82477738c832cec95bd44619,232ba4921ad55da999de8e19649f23d2cb392f88bf36cdd777d59fea76a98b04
EXTTOTAL-3f36bf857c6d3f28f2b6e976,EXTRECON-a141b71ff62f33d1f8d70854,cog_2025_111013,2024,side_independent,benefit_component,"2,509,996",2509996,incomplete_component_set,False,b578be96749942d94bf5dd8fa9311187a68fb5fa82477738c832cec95bd44619,1025623cd7ecf22033ccc520fd16d330d917b7eac6911f6bffc0dd95513186e4
EXTTOTAL-74841caa1260093a2321c017,EXTRECON-fa488941deb192e7ee4a8fe5,cog_2025_208481,2022,side_independent,benefit_component,2022,2022,incomplete_component_set,False,7c6ac8603a7280173addfc44ba0224b9e94aa327a34a34522ecf6d717be240db,c06671cee2b7c2710308533ee9a54bdd758b83cfc310dae361b6d0d18195b7ae
EXTTOTAL-8f9ef0f1170fc3153c49ab5b,EXTRECON-df6f9c413c47bed98daa8a3c,cog_2025_176161,2022,side_independent,benefit_component,"$5,650",5650,incomplete_component_set,False,35553c71ee32caa7ca40efa677ecfa91feb4b8a7d528eb74a0fc33b996eb219e,014d56850e1e13748e59f2efd7590e550a5e292e3ce54efe17545265a7b1cdde
EXTTOTAL-eea10392741170c75ab9ee73,EXTRECON-4084500ab32871fce4ab7d87,cog_2025_208051,2025,side_independent,benefit_component,0,0,incomplete_component_set,False,aaa13fcc4c32365dea258819ea3b56bf9472f883eba96ea68fda0d114b9cf61d,d0039c20316f6f91a38c0509755c8758c2ad7a3b7758e54779e7fbcb284fed9d
EXTTOTAL-756313fabe26bcae10c80f33,EXTRECON-95dac695346bf82c9b9d2cc1,cog_2025_208051,2025,side_independent,benefit_component,0,0,incomplete_component_set,False,aaa13fcc4c32365dea258819ea3b56bf9472f883eba96ea68fda0d114b9cf61d,2779a9d2d1eaf743b27dd0f5f695da870595c9d7460248653daf77921978848d
EXTTOTAL-b64ebe9500ff49bf5f83c0f5,EXTRECON-9abd2490475548ad9aa51cdd,cog_2025_208051,2025,side_independent,benefit_component,17,17,incomplete_component_set,False,aaa13fcc4c32365dea258819ea3b56bf9472f883eba96ea68fda0d114b9cf61d,b94ea03573eb70a1f9e98ae4be847b68fd5f886a4dae4b706b3a1b03c3be138e
EXTTOTAL-39f62f17ea4c634fc284587f,EXTRECON-4439c2e5512b013210079287,cog_2025_208920,undated,side_independent,benefit_component,"$62,000",62000,incomplete_component_set,False,92ea1ff0a580fbd228758b8dcfdad9dcaf1a12097c37e57260e4b65492da3fbb,98261a8e2932caf2e5370275db1a1babbc41d53462c5a1cc1cea4c988e6475bc
EXTTOTAL-e0d29e7b01226d72f7655c61,EXTRECON-6d4b4134bedf93c79c47209e,cog_2025_207834,2017,side_independent,benefit_component,2,2,incomplete_component_set,False,b08fd742367dfb15e1da85be4d2d5ee163bc33b78ff3a2474c4ae0d2c612f25c,03ed707c2244c875e6c325e4fd86c62a671ee9872909508df990e1de5864802b
