scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,discovery_run_id,lane_completed_at,candidate_id,canonical_review_locator,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,source_review_status
B4X2500LIVE-20260729-000754,B4X2500-20260729-00750,scout_lane_001,broad_4x2500_shard_001,worker_001,NE,Midwest,Winnebago,Thurston County (31173; primary),non_safety,non_safety,,unclear,Village of Winnebago Letter (Nebraska Accountability & Disclosure / audit materials) — excerpts referencing Personnel Management Policies on overtime/compensation,https://govdocs.nebraska.gov/epubs/A9000/T518-2020.pdf,govdocs.nebraska.gov,https://govdocs.nebraska.gov/epubs/A9000/T518-2020.pdf,unknown_or_needs_review,insufficient_source,low,non_safety_constraint_signal,Contains quoted policy language on municipal compensation/overtime that may be used to frame non-safety wage/compensation mechanics (if the referenced underlying Village Personnel Management Policies are located elsewhere and verified).,civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000754,https://govdocs.nebraska.gov/epubs/A9000/T518-2020.pdf,36,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_insufficient_source:-10;family_confidence_low:0;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-000842,B4X2500-20260729-00809,scout_lane_001,broad_4x2500_shard_001,worker_001,OH,Midwest,New Vienna,Clinton County (39027; primary),unclear,unclear,,unclear,"Ohio Auditor of State audit report referencing Village approval of a ""Wage Guideline Document A"" (established wages/benefits for full-time employees)",https://ohioauditor.gov/auditsearch/Reports/2002/village_of_new_vienna_00_01-clinton.pdf,ohioauditor.gov,https://ohioauditor.gov/auditsearch/Reports/2002/village_of_new_vienna_00_01-clinton.pdf,unknown_or_needs_review,context_only,low,non_safety_constraint_signal,"Potential non-safety/general municipal compensation setting document exists, but only a citation to it is visible in the audit report.",budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000842,https://ohioauditor.gov/auditsearch/Reports/2002/village_of_new_vienna_00_01-clinton.pdf,48,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_context_only:3;family_confidence_low:0;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-000896,B4X2500-20260729-00904,scout_lane_001,broad_4x2500_shard_001,worker_001,SD,Midwest,Tabor,Bon Homme County (46009; primary),unclear,unclear,,unclear,"Town Board Meeting Agenda (July 7, 2026) PDF",https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a4bd6bce016b5692091d4f7/1783355068880/26-07-07.pdf,static1.squarespace.com,https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a4bd6bce016b5692091d4f7/1783355068880/26-07-07.pdf,agenda_packet_or_minutes,blocked_or_unreadable,high,,Municipal agendas can attach wage/pay policies or executed labor-related documents.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000896,https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a4bd6bce016b5692091d4f7/1783355068880/26-07-07.pdf,31,upstream_quality_low_candidate:5;source_family_agenda_packet_or_minutes:9;document_type_blocked_or_unreadable:-10;family_confidence_high:8;unit_hint_unclear:2;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-000897,B4X2500-20260729-00904,scout_lane_001,broad_4x2500_shard_001,worker_001,SD,Midwest,Tabor,Bon Homme County (46009; primary),unclear,unclear,,unclear,"Town Board Meeting Agenda/Minutes (June 2, 2026) PDF",https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a2cce9ffa999936c0e7efc7/1781321375277/26-06-02.pdf,static1.squarespace.com,https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a2cce9ffa999936c0e7efc7/1781321375277/26-06-02.pdf,agenda_packet_or_minutes,blocked_or_unreadable,high,,Municipal meeting materials can include labor/pay-related attachments.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000897,https://static1.squarespace.com/static/650ddc208bad883e9992178e/t/6a2cce9ffa999936c0e7efc7/1781321375277/26-06-02.pdf,26,upstream_quality_low_candidate:5;source_family_agenda_packet_or_minutes:9;document_type_blocked_or_unreadable:-10;family_confidence_high:8;unit_hint_unclear:2;structured_web_locator:5;document_shaped_locator:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-000942,B4X2500-20260729-00959,scout_lane_001,broad_4x2500_shard_001,worker_001,WI,Midwest,Hayward,Sawyer County (55113; primary),non_safety,non_safety,,unclear,"Table of Contents: City of Hayward, WI (Ecode360) — Chapter 82 Salaries and Compensation entry",https://ecode360.com/HA3080,ecode360.com,https://ecode360.com/HA3080,unknown_or_needs_review,index_page,low,,"Provides navigation to the City of Hayward, WI compensation code chapter.",labor_relations_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000942,https://ecode360.com/HA3080,32,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_non_safety:10;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-000951,B4X2500-20260729-00965,scout_lane_001,broad_4x2500_shard_001,worker_001,WI,Midwest,Loyal,Clark County (55019; primary),unknown,unknown,,unclear,Ordinances (City Government) - City of Loyal,https://loyalwi.com/city-government/ordinances.php,loyalwi.com,https://loyalwi.com/city-government/ordinances.php,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,May contain municipal pay/compensation or classification policy ordinances affecting non-safety/general municipal employees (and possibly safety-related provisions).,budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-000951,https://loyalwi.com/city-government/ordinances.php,39,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_unknown:2;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001003,B4X2500-20260729-01020,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Berlin,Worcester County (25027; primary),police,police,"Berlin Police Union Local 264 (Mass. Coalition of Police, IUPA, AFL-CIO)",unclear,Town contracts (Google Drive folder) — includes Berlin Police Union Local 264 agreement,https://drive.google.com/drive/folders/1mJMOfkNkgfxAk-PKsULfYY8RQ8e5WHmG?usp=sharing,drive.google.com,https://drive.google.com/drive/folders/1mJMOfkNkgfxAk-PKsULfYY8RQ8e5WHmG,unknown_or_needs_review,index_page,low,,Town of Berlin states the Drive includes the Berlin Police Union Local 264 agreement.,broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001003,https://drive.google.com/drive/folders/1mJMOfkNkgfxAk-PKsULfYY8RQ8e5WHmG?usp=sharing,39,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_police:10;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001004,B4X2500-20260729-01020,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Berlin,Worcester County (25027; primary),police,police,"Berlin Police Union Local 264 (Mass. Coalition of Police, IUPA, AFL-CIO)","July 1, 2021 thru June 30, 2024 (term stated)",Town Report 2022 — contract ratified/accepted term (Berlin Police Union Local 264),https://www.townofberlin.com/DocumentCenter/View/1162/2022-Annual-Town-Report,townofberlin.com,https://townofberlin.com/DocumentCenter/View/1162/2022-Annual-Town-Report,unknown_or_needs_review,insufficient_source,low,,Provides a publicly stated duration for the police union contract ratified by the Select Board.,broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001004,https://townofberlin.com/DocumentCenter/View/1162/2022-Annual-Town-Report,26,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_insufficient_source:-10;family_confidence_low:0;unit_hint_police:10;cycle_or_year_present:5;structured_web_locator:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001007,B4X2500-20260729-01020,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Berlin,Worcester County (25027; primary),non_safety,non_safety,,"July 1, 2023 through June 30, 2024 (title-based evidence only)","July 1, 2023 through June 30, 2024 pay/classification spreadsheet PDF (source link failed to fetch)",https://ma-berlin.civicplus.com/DocumentCenter/View/923/July-1-2023-through-June-30-2024-PDF,ma-berlin.civicplus.com,https://ma-berlin.civicplus.com/DocumentCenter/View/923/July-1-2023-through-June-30-2024-PDF,unknown_or_needs_review,blocked_or_unreadable,low,non_safety_constraint_signal;fiscal_constraint_signal,"If accessible, it would likely contain the operative non-police civilian wage/classification grid for the specified fiscal period.",broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001007,https://ma-berlin.civicplus.com/DocumentCenter/View/923/July-1-2023-through-June-30-2024-PDF,32,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_blocked_or_unreadable:-10;family_confidence_low:0;unit_hint_non_safety:10;mechanism_hint_present:8;cycle_or_year_present:5;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001042,B4X2500-20260729-01035,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Hinsdale,Berkshire County (25003; primary),unclear,unclear,New England PBA,unclear,"Shawn M. Boyne, Chief of Police — Posting for Officers (Job Posting; Union Affiliation: New England PBA; salary range stated)",https://www.hinsdalemass.com/sites/g/files/vyhlif7501/f/pages/fy24_-_chief_boyne_posting_for_officers.pdf,hinsdalemass.com,https://hinsdalemass.com/sites/g/files/vyhlif7501/f/pages/fy24_-_chief_boyne_posting_for_officers.pdf,unknown_or_needs_review,context_only,low,strike_or_no_strike_constraint;market_or_comparability_pressure,Suggests a police-related compensation framework and union affiliation; may help locate the governing agreement.,arbitration_factfinding,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001042,https://hinsdalemass.com/sites/g/files/vyhlif7501/f/pages/fy24_-_chief_boyne_posting_for_officers.pdf,37,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_context_only:3;family_confidence_low:0;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;document_shaped_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001047,B4X2500-20260729-01039,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Marion,Plymouth County (25023; primary),police,police,Marion Police Brotherhood,unclear,"Request For Private Detail Officer (note: ""Detail Rate set by Marion Police Brotherhood Contract"")",https://www.marionma.gov/DocumentCenter/View/577/Detail-Officer-Request-PDF,marionma.gov,https://marionma.gov/DocumentCenter/View/577/Detail-Officer-Request-PDF,mou_or_memorandum,insufficient_source,high,,Indicates the existence of a police bargaining agreement affecting pay/detail rates; may be a pointer to the underlying contract/MOU.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001047,https://marionma.gov/DocumentCenter/View/577/Detail-Officer-Request-PDF,53,upstream_quality_low_candidate:5;source_family_mou_or_memorandum:24;document_type_insufficient_source:-10;family_confidence_high:8;unit_hint_police:10;structured_web_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001048,B4X2500-20260729-01039,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Marion,Plymouth County (25023; primary),unknown,unknown,Marion Town Employees Association,unclear,CITE AS 30 MLC 11 (In the Matter of TOWN OF MARION and MARION TOWN EMPLOYEES ASSOCIATION),https://www.mass.gov/doc/massachusetts-labor-cases-volume-30-mlc-11/download,mass.gov,https://mass.gov/doc/massachusetts-labor-cases-volume-30-mlc-11/download,unknown_or_needs_review,context_only,low,non_safety_constraint_signal,State labor-board decisions can help locate the union(s) and bargaining unit(s) applicable to Town of Marion employees.,compensation_classification_study,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001048,https://mass.gov/doc/massachusetts-labor-cases-volume-30-mlc-11/download,31,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_context_only:3;family_confidence_low:0;unit_hint_unknown:2;mechanism_hint_present:8;structured_web_locator:5;government_domain_hint:4;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001064,B4X2500-20260729-01048,scout_lane_001,broad_4x2500_shard_001,worker_001,MA,Northeast,Rehoboth,Bristol County (25005; primary),unclear,unclear,,unclear,Town of Rehoboth — Personnel Policies Manual (March 2024 version landing/file),https://www.rehobothma.gov/personnel-board/files/personnel-policy-manual-march-2024,rehobothma.gov,https://rehobothma.gov/personnel-board/files/personnel-policy-manual-march-2024,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,May contain updated classification/compensation language relevant to non-safety municipal wage comparisons.,salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001064,https://rehobothma.gov/personnel-board/files/personnel-policy-manual-march-2024,36,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;government_domain_hint:4;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001119,B4X2500-20260729-01093,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Hancock,Hancock County (23009; primary),police,police,,unclear,"Police & Fire (Hancock, ME) — Non-emergency police info / departmental contacts",https://hancockmaine.org/police-fire/,hancockmaine.org,https://hancockmaine.org/police-fire,unknown_or_needs_review,context_only,low,,Municipal police contact/dept page can be a starting point to locate any posted labor documents (if any) for Town of Hancock police-related positions.,cba_agreement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001119,https://hancockmaine.org/police-fire,27,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_context_only:3;family_confidence_low:0;unit_hint_police:10;structured_web_locator:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001123,B4X2500-20260729-01098,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Kingfield,Franklin County (23007; primary),unknown,unknown,,unclear,"Ordinances, Plans & Permits — landing page for ordinance PDFs (may include municipal pay/compensation ordinances if present)",https://www.kingfield.me/ordinances/,kingfield.me,https://kingfield.me/ordinances,unknown_or_needs_review,index_page,low,,"If Kingfield uses an ordinance/policy to set employee wages or compensation classifications, it would likely appear under ordinances.",civil_service_hr_pay,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001123,https://kingfield.me/ordinances,24,upstream_quality_low_candidate:5;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_unknown:2;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001125,B4X2500-20260729-01104,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Livermore Falls,Androscoggin County (23001; primary),police,police,Teamsters Local Union No. 340 and/or Fraternal Order of Police (FOP) (election choices listed),unclear,Notice of Decertification/Bargaining Agent Election — Livermore Falls Police Unit (Patrol Officer included; other positions excluded),https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/Notice%20of%20Election%2C%20Livermore%20Falls%20Police%20Unit_0.pdf,maine.gov,https://maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/Notice%20of%20Election%2C%20Livermore%20Falls%20Police%20Unit_0.pdf,unknown_or_needs_review,index_page,low,,Official state labor-board document identifying the Livermore Falls Police bargaining unit scope and bargaining-agent election.,broad_pay_document_index,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001125,https://maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/Notice%20of%20Election%2C%20Livermore%20Falls%20Police%20Unit_0.pdf,43,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_police:10;structured_web_locator:5;document_shaped_locator:5;government_domain_hint:4;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001131,B4X2500-20260729-01109,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Mars Hill,Aroostook County (23003; primary),unclear,unclear,,unclear,Meeting Records (index/landing page for town council records and attachments),https://marshillmaine.org/meeting-records/,marshillmaine.org,https://marshillmaine.org/meeting-records,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,"Town council meeting records/attachments can include enacted personnel/pay changes or wage-setting policies (authoritative non-safety comparator), but this requires inspection of each linked document.",budget_pay_plan,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001131,https://marshillmaine.org/meeting-records,39,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;compensation_or_labor_terms:5;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001149,B4X2500-20260729-01141,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Wales,Androscoggin County (23001; primary),unclear,unclear,,unclear,Police Department page (states Wales has no local law enforcement; covered by county and Maine State Police),https://walesmaine.gov/police,walesmaine.gov,https://walesmaine.gov/police,unknown_or_needs_review,context_only,low,strike_or_no_strike_constraint;market_or_comparability_pressure,Helps determine unit comparability for 'police' safety labor sourcing for the Town of Wales.,cba_agreement,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001149,https://walesmaine.gov/police,44,upstream_quality_high_candidate:18;source_family_unknown_or_needs_review:2;document_type_context_only:3;family_confidence_low:0;unit_hint_unclear:2;mechanism_hint_present:8;structured_web_locator:5;government_domain_hint:4;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
B4X2500LIVE-20260729-001150,B4X2500-20260729-01144,scout_lane_001,broad_4x2500_shard_001,worker_001,ME,Northeast,Westport Island,Lincoln County (23015; primary),non_safety,non_safety,AFSCME Council No. 93 (listed in Westport Island Admin. Unit entry),unclear,"Petitions Filed - Maine Labor Relations Board (includes “Westport Island, Admin. Unit” petition entries)",https://www.maine.gov/mlrb/internet-bulletin-board/petitions-filed,maine.gov,https://maine.gov/mlrb/internet-bulletin-board/petitions-filed,unknown_or_needs_review,index_page,low,non_safety_constraint_signal,"Indicates state labor-board activity involving Westport Island and an “Admin. Unit,” which is plausibly ordinary/non-safety municipal labor representation context.",salary_wage_schedule,unscouted municipality selected through state-balanced priority ranking,rotate official local-government labor and pay document families; non-CBA families deliberately included,false,false,false,medium_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Sanitized discovery metadata only; candidate review deferred.,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,2026-07-30T01:00:23.506104-04:00,B4X2500LIVE-20260729-001150,https://maine.gov/mlrb/internet-bulletin-board/petitions-filed,46,upstream_quality_medium_candidate:12;source_family_unknown_or_needs_review:2;document_type_index_page:3;family_confidence_low:0;unit_hint_non_safety:10;mechanism_hint_present:8;structured_web_locator:5;government_domain_hint:4;non_cba_source_diversity:2,repair_needed,repair_needed,,non_cba_or_other_hint,local_metadata_title_snippet_url_only,not_source_reviewed
