readiness_queue_id,retained_source_id,canonical_source_review_id,local_artifact_path,SHA_256,byte_size,detected_file_type,MIME_type,readiness_hint,source_quality,primary_content_family,administrative_source_type,linked_source_review_ids,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,source_review_only,analytical_extraction_performed
EXTREADYQ-2b2e66d85ccd640619833341,B4X2500SRD-20260730-11904f581480f6598ca2,EXTSRCREV-f3f4b199e63271371c4aca66,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-11904f581480f6598ca2.pdf,50477c3d326aa56988ba482f871a4358a1895725db4a470d0c264b41024e1626,76842,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-f3f4b199e63271371c4aca66,EXTCAND-5816d8bc1252c73dbb016111,ROOTCOMP-e713776327833cd1b0d68233,MECHEXP-042bee0d57ea155d7d8fb22e|MECHEXP-0a1a8588068dc4939abf793f|MECHEXP-2700ac3c0ca00269302f4d89|MECHEXP-3310e029529c5c3a7b99abca|MECHEXP-51b03044319a94540d02f3cf,,True,False
EXTREADYQ-349b7c5a61a14817c1ff02c6,B4X2500SRD-20260730-128657fff75ea8c6fb89,EXTSRCREV-302ceced62bc3d5b5973d4da,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-128657fff75ea8c6fb89.pdf,895a0fa9325f23abff5ab9f919a33840b74aea362d0a633398d1d28133abb13f,1020992,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-302ceced62bc3d5b5973d4da,RESCAND-d5576f5725894bf9da744065,ROOTCOMP-563a29dec913be98b896ed8d|ROOTCOMP-6533d469dedb49e66474e19c|ROOTCOMP-698963aa96704a21788a0c7c|ROOTCOMP-ef699e72c9f7359e26949fec,MECHEXP-308d058bf2a08094e4f548b6|MECHEXP-3792a76a48c88d049c1c81bc|MECHEXP-3a47a0f282936724f2759b68|MECHEXP-3b6ac662d75083ea24dea8bf|MECHEXP-3f75327c42ebfb86113aee71|MECHEXP-41c33f3fe7b9b859159b3792|MECHEXP-45f0989d12365e9eef39d680|MECHEXP-5b09f55f8a45b75939dcf2f0|MECHEXP-6ceba3d5f7af393df82dfeb3|MECHEXP-72108b284c24f6f65379d6e0|MECHEXP-7503a5ed40d11d2be44d4e8d|MECHEXP-76e9720fcfd7f7058652aafd|MECHEXP-997bbb4316e8f4081f9b779d|MECHEXP-a764aeeb3fb4f6a6bbdc15dd|MECHEXP-b0bd0fa86bf404f302347218|MECHEXP-ca7ae4836d647a9ce9c9e35a|MECHEXP-d18906137e7a58ef326c834d|MECHEXP-f30ee38bb31a49d8f9dbb302,,True,False
EXTREADYQ-895969ce77218f9def28dbdf,B4X2500SRD-20260730-1360059711b6aa3f7a03,EXTSRCREV-3a226d96379726b93622b3a9,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-1360059711b6aa3f7a03.pdf,5aaa165679970a97de813f48e20bb84bdc2f30bfb9a95dfbdf43e62a25747bc6,233050,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-3a226d96379726b93622b3a9,RESCAND-f56de83ed3bf4eddf210d2c0,ROOTCOMP-f43d984ec31986447600721f,MECHEXP-654c16f3bc9a2b6a5b2ae0b4|MECHEXP-91b46ae90b50674d3d7129a6|MECHEXP-cda1a3d4110410d825ba913c|MECHEXP-e24a0514d64c80743985635e|MECHEXP-e90ddfd9665ac4ee0192ac61,,True,False
EXTREADYQ-4aa57798ad6ab14bccce1930,B4X2500SRD-20260730-15c498cc7eda8f316589,EXTSRCREV-2b0744f1d83d258598abf421,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-15c498cc7eda8f316589.pdf,bf9b61813cff44299a0f5d54d79980e6e73d3f1ef41b2ccc7759c80bb178f71c,11351422,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-2b0744f1d83d258598abf421,EXTCAND-210711e4c282cf98c65a0255,ROOTCOMP-64802d775b246ffeb989ee8f|ROOTCOMP-f4ac5458cb946a139e63466d,MECHEXP-0ca11d2993eba740a3100206|MECHEXP-174e8cae4415de9fa2e0017d|MECHEXP-330b016bd187b4881a8d9487|MECHEXP-46bfda300c1e05e6b73f4c61|MECHEXP-53495f77b5f0a7fee41078ea|MECHEXP-a687f23a56c8d7c0195952b9|MECHEXP-bfc091ce05450eac1d256668|MECHEXP-c9cf1a0da63a7de734b57953|MECHEXP-cecbb751004b1f6f78d14d05,,True,False
EXTREADYQ-c6b355663c25362cb3c9bec5,B4X2500SRD-20260730-15daeef8f0efc9043bd6,EXTSRCREV-6a8e585407e4509fb546953b,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-15daeef8f0efc9043bd6.pdf,a5dc3b1cd179a03085d33d2e89ec3b2959665450b9c5e25a439108605eabb786,15364869,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-6a8e585407e4509fb546953b,RESCAND-0b1f2777ec9aa3dc2a439985,ROOTCOMP-fbae2d51501ca53daf5e2466,MECHEXP-676893c2edb8f86dac608a4b|MECHEXP-8b7c4a0e5123587427ced9fd|MECHEXP-8dc25b8c2a8af86bc9960870|MECHEXP-ae697d61dc380f91dda936e0|MECHEXP-be8b115d9b74430b410f40c5,,True,False
EXTREADYQ-a7994794db59df171d991a3a,B4X2500SRD-20260730-1865066f5a9f0282b1ab,EXTSRCREV-1403aaa18451f81589527ff2,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-1865066f5a9f0282b1ab.pdf,9c8dce3ba3d9f9b29f216eead97d0cf50d466dc6078a453bd2697360aa09a7e2,1299541,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-1403aaa18451f81589527ff2,EXTCAND-847c52adb08fbad81599f90b,ROOTCOMP-88a6d0ddb7713ae58ab38cdf,MECHEXP-0ad35c9118fa8499eedb0368|MECHEXP-683fd1c25a25da5e8fc6c276|MECHEXP-96c321699ac3515085dd04d1|MECHEXP-e05824a64ed81063a5d1743c|MECHEXP-ec6491b9ecd8ac9864864919,,True,False
EXTREADYQ-3e3fc25972fc3a4dafb993ad,B4X2500SRD-20260730-1b3d27fc6f5ceec46895,EXTSRCREV-d6ae7ac9680ce6b66797fbf7,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-1b3d27fc6f5ceec46895.pdf,3a858d808b44ce9ebdc32da00b90e4fbfb6a4ee5afd27e06d9c798aab2e81039,3155271,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-d6ae7ac9680ce6b66797fbf7,EXTCAND-f858ba08cee0ec8728cc4976,ROOTCOMP-877fbb696b8f5f1a117b086f,MECHEXP-3f5277c122df40b55bf05dba|MECHEXP-441c2bc89830e6d9df859974|MECHEXP-6e37a25fcf184ec23f29bed7|MECHEXP-73f48ed696c597c85914c503|MECHEXP-bbb10cf6729135179c1a48a1|MECHEXP-ffa4c9432c07fe4217e739dc,,True,False
EXTREADYQ-c3cae3e8f633e48ecf1635a7,B4X2500SRD-20260730-207befc954eb13fbdf44,EXTSRCREV-43993ec007cefe640d413e0e,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-207befc954eb13fbdf44.pdf,2824b47e7e5944a137da0c43baca0db810cc11776423da71bbe4ddc72936e62e,2075952,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-43993ec007cefe640d413e0e,RESCAND-1025073f6d6ff52fe2a344b8,ROOTCOMP-350f0ae41b4929fc78a3770f|ROOTCOMP-a19c06e4994e417433a87874,MECHEXP-093526e3ff841ee10ad2e4fe|MECHEXP-1264e69ca03576a5c97013d5|MECHEXP-1eb5d489df082a20580060b4|MECHEXP-8733899aecf9e9163f987c7f|MECHEXP-ab3702f46b04c63d0130ebb1|MECHEXP-ce5eaa2ab795d641c178ad1d|MECHEXP-f00c4586ce3dae7d5ef976da,,True,False
EXTREADYQ-38550f7068f1c5efb020f435,B4X2500SRD-20260730-22453a74387cdde883e5,EXTSRCREV-30c853083b1184c3937d9cba,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-22453a74387cdde883e5.pdf,8bc359cd8df7ace9816ab163be6f805012365dc9cb737972c067b17734630f06,4406311,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-30c853083b1184c3937d9cba,EXTCAND-ff14eb901409e25e9777ad4d,ROOTCOMP-a7aa197ba0e7daa48f7954d3,MECHEXP-4b1dac98a6abb887e56b4e1b|MECHEXP-63e04a7ff585cbd90d8bbb4b|MECHEXP-c036f05c3f48b5ef3e85938b|MECHEXP-d1c37d54dbc3198fd46a71ba|MECHEXP-f039b98d6c60a5e9e9417be3,,True,False
EXTREADYQ-2ff07c95278061e2923e0e3a,B4X2500SRD-20260730-2277bf3590be08864654,EXTSRCREV-0c63aa584eaedabf612d28ea,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2277bf3590be08864654.pdf,8b0e9ce7d9ec84ee2efa309a644fc97385c5561c4d5f38dec1557f2a8a9ba498,1598684,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-0c63aa584eaedabf612d28ea,RESCAND-9a64679cddddddbb1b0ce463,ROOTCOMP-0ebcf61c0687db47dba316b2|ROOTCOMP-28fdda973cfe62f16b9c1559,MECHEXP-196ee985f6483ebaf168f3bd|MECHEXP-412e451bfdd4e2f648f5d456|MECHEXP-4a4bc0fe8966f39a5077c2a9|MECHEXP-a9beb4cfce66e7f466967445|MECHEXP-ab0fce37b0daf6044de19405|MECHEXP-b9149ebba2904535461838b7|MECHEXP-d17e0d4eabc8e1e5ac8e049f,,True,False
EXTREADYQ-52379e2182f83365903d7849,B4X2500SRD-20260730-23b614bf0b43edcb6825,EXTSRCREV-29037a83e6d86d26fac4ecec,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-23b614bf0b43edcb6825.pdf,116ab3d9d90262b40182de829db0d4d1d18df610ab2ed352c67b9ac9c42588cc,547608,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-29037a83e6d86d26fac4ecec,EXTCAND-75a3d8d1890c46949ab5dd3b,ROOTCOMP-075079b11f8ed3eb53b5b89d,MECHEXP-6b8cb5bf584b0e343bb9ff3e|MECHEXP-6d2cd7c6d57f1eaa6e017940|MECHEXP-8a3265b371b0b8bf792a288e|MECHEXP-acc246570e494928452edb6e|MECHEXP-b267522f3ec51da4c3ab7a3e,,True,False
EXTREADYQ-6cce9f5dd54b40f09ec3f505,B4X2500SRD-20260730-23c43ae15f7c74218737,EXTSRCREV-fe6537302656254d996ad295,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-23c43ae15f7c74218737.pdf,2ec62c681e3b14b7a82b0c20e38b30d0a2ca63783ab3cb8b75186187db113a7d,183353,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-fe6537302656254d996ad295,EXTCAND-2f2b1b86fafb19ce4295c8ce,ROOTCOMP-c80d743e5caa62123a685b10,MECHEXP-1726b85a38f4b064b6c7d956|MECHEXP-230e67e4496b7681cc6ff0af|MECHEXP-643e2a294e23c0a5bdd50128|MECHEXP-f032d316adcaf630e683bc9f,,True,False
EXTREADYQ-473ad9cc6ff8d8d8aac8ba22,B4X2500SRD-20260730-2451d797abfd5a1b0391,EXTSRCREV-1a970aaeab301e6e3a2b6923,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2451d797abfd5a1b0391.pdf,fc96bee5e6ea281ad8b245e2c833c15e2a09b5ef5c0fd06c24623f8a0ed90291,901583,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-1a970aaeab301e6e3a2b6923,EXTCAND-69770bebdbd170a37dc3c563,ROOTCOMP-64b301f73b321c9c409a60a7,MECHEXP-a74bf4a9f425f04e46f42181|MECHEXP-ad7e3ed612f2d386c861c2d4|MECHEXP-e2389c5e46790babee36e38c|MECHEXP-f88c07a7c3ce0f4b3abf04b5|MECHEXP-f98899920edff17c0c468e60,,True,False
EXTREADYQ-910eb572dd7cc49fd0fa7d5b,B4X2500SRD-20260730-24e9669c472dfa5d1a5a,EXTSRCREV-4baa0b28b4a896759f02733d,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-24e9669c472dfa5d1a5a.pdf,73cfc1b258074f57d893139ed4bc68d314debae5964219ca423fb507ea0f97eb,1600263,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-4baa0b28b4a896759f02733d,EXTCAND-a9d6da7a504e385b1a96afa5,ROOTCOMP-87947013413c80c3384df066,MECHEXP-374f0b60694b250f92129169|MECHEXP-55b04e16dc7e20050e59aa01|MECHEXP-88b29833ff3108b5e297d025|MECHEXP-b458249cb4b5375a689b0588|MECHEXP-ea994a8b3667de9d4c2a2194,,True,False
EXTREADYQ-0c8f20006bdaa39514f8486c,B4X2500SRD-20260730-2a9576ececfc29d4d009,EXTSRCREV-19d8c853e15179df428ffa7e,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2a9576ececfc29d4d009.pdf,6c21bdc7336e24deaced1fe24aef2d80e750504fb224fae034db096220269e94,9306595,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-19d8c853e15179df428ffa7e|EXTSRCREV-5ce7126ac93ccd432249efa3,EXTCAND-6bc1d2538550930a42d7e9d3|RESCAND-363facad069bb705e4fb6a26,ROOTCOMP-0ebfa6a88ca8b19b0175ab6e|ROOTCOMP-6442cfb1fa2faae863d4b38c,MECHEXP-2f427a10e3ed9834812d82f5|MECHEXP-6f0f24ab7ccfb6a58ad96bcc|MECHEXP-9b575bfd2bfa86c547cb32b2|MECHEXP-a7ec486f449b0592bb954f88|MECHEXP-becc8d86b97719117b61d5f6|MECHEXP-d8fbd71e866eaf6c138cb1c8|MECHEXP-f26dbd3d556cddc05502331e|MECHEXP-ff4d73c8e10f685d1ff771f2,,True,False
EXTREADYQ-ca0e74cf24139957ce6339ae,B4X2500SRD-20260730-2b9df80d94fbb4fdbd41,EXTSRCREV-1ed1dc4b13634397a0d25d6a,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-2b9df80d94fbb4fdbd41.pdf,49206f6357ea781a406c000b551613e6d8e0343b298196bcc5d69470d9d63f06,368914,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-1ed1dc4b13634397a0d25d6a,EXTCAND-c76b3ad8e331647027ddced4,ROOTCOMP-f8994669062af3d4fce013d7,MECHEXP-8b58971525ca4cdafdf96523|MECHEXP-9246d26143d42f1098205c7a|MECHEXP-bb103ad22cd9bb2abc3173eb|MECHEXP-eb14dfd0b89254c282d52fdd,,True,False
EXTREADYQ-a3066fae18739bfb6b124933,B4X2500SRD-20260730-30f2b8b35ae515f8edc0,EXTSRCREV-3e6446e1da697c7159481122,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-30f2b8b35ae515f8edc0.pdf,56895180ca6f40a09d2755d2281c7020b1f0bb31c7f5e4b12ea057e2e78c2735,55312341,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,payroll_and_earnings,payroll_roster,EXTSRCREV-3e6446e1da697c7159481122,RESCAND-47c018f61931b80b1c9b2086,ROOTCOMP-d3b7faae6885fa541d53a82a,MECHEXP-44bab91d8f5639b3563f20a6|MECHEXP-5401fb3907152aca8818873b|MECHEXP-57953c37db6445d1ebda71f0|MECHEXP-749c6798a73cb5934d4e166c|MECHEXP-75166c2d4997ad8768b4ba40|MECHEXP-c09efa04d81e82f9854345fc|MECHEXP-c4815a7937b4bcb86edb4d61,,True,False
