retained_source_id,source_review_id,canonical_locator_id,canonical_candidate_id,linkage_basis
EXTSOURCE-be6c808d3f560d942b57aa92,EXTSRCREV-d8d06a91313621d2f9c5cbbe,EXTLOC-808629b3b416df56ee03cc88,RESCAND-2d74702e8abcaa56a8454ad5,verified locator candidate lineage
EXTSOURCE-1f91b9e6e11d09ef70789b0c,EXTSRCREV-98b2400dd18834cbf5f15560,EXTLOC-80918a04b5c18927e507efe6,EXTCAND-5d7850b83ae4ee6d02c1c486,verified locator candidate lineage
EXTSOURCE-2bb49522919f2d28045aa3b3,EXTSRCREV-2731424e2deb79fe5a88dceb,EXTLOC-809341ef6cfc73603fa35e1c,RESCAND-b8e4f789b239c1e78ad07e79,verified locator candidate lineage
EXTSOURCE-5672f8ff6ad3140f4016ea9a,EXTSRCREV-d84aa9c81d438fe2ddb5743b,EXTLOC-8095eb8fe066b0952c95fc14,RESCAND-79b266a970c1a0e1f2be16b9,verified locator candidate lineage
EXTSOURCE-9c4449fa641fe5cb60e23b1f,EXTSRCREV-e6918250ea64527c107899db,EXTLOC-8098eabb1b39fcf9d0f1c755,EXTCAND-135588b0512134c9ae60a44f,verified locator candidate lineage
EXTSOURCE-61036495faf8b9a195c6892c,EXTSRCREV-800159b8d6c67d4d86fe7e86,EXTLOC-8099011c1ee446ecf308d9ec,RESCAND-a4c59461c4ea7645f4bda6f1,verified locator candidate lineage
EXTSOURCE-f46386fb56260bf91df576bb,EXTSRCREV-8fded1d3a95570834e5c55dd,EXTLOC-809acd23a395d3087c831e5e,EXTCAND-f5aedc349e42140651d14515,verified locator candidate lineage
EXTSOURCE-b546ca07ebcabc56bd57efb3,EXTSRCREV-23c44699596ada8ec62c1653,EXTLOC-809c3c6d57b3e218ee710234,RESCAND-55d5d11ebff4fb7b94c20324,verified locator candidate lineage
EXTSOURCE-ac4cc9ef70b5d8bb575795c2,EXTSRCREV-81dcbb51275b5f25bc4cca79,EXTLOC-809dceea80aa0703158c8f48,EXTCAND-2f2f0933a4637dc9402ae44b,verified locator candidate lineage
EXTSOURCE-6b34eccf9c0bf7c54d33573b,EXTSRCREV-6d9ab491d7eb091fcd154726,EXTLOC-809fbf3204681e604366fb1d,EXTCAND-d50f8b0e1b0b2985c74e3e5f,verified locator candidate lineage
EXTSOURCE-5dca1c098ee01be995f0806e,EXTSRCREV-3836e73567a0e13174d3b2c3,EXTLOC-80a19b5b0c0a028175f7c33c,RESCAND-753fcae56f6abc955a688cce,verified locator candidate lineage
EXTSOURCE-eac7154f24865ac82b58400e,EXTSRCREV-87d44f11a0b9018909c7526d,EXTLOC-80a1b30203e73d4c8a2b0019,EXTCAND-9a027ebc41b646e3eb59ac78,verified locator candidate lineage
EXTSOURCE-7d01563ea65daa964f844ef0,EXTSRCREV-8be826646ddd563de073905d,EXTLOC-80a5764cd2f13ac5d86aa48a,EXTCAND-d943e489c87f87a0ca056769,verified locator candidate lineage
EXTSOURCE-c691638088a80331d758d19e,EXTSRCREV-f7005b05e5f07b2ed2571750,EXTLOC-80b26521dbb5aee315ac4801,EXTCAND-b28caecb231fe394210ecc42,verified locator candidate lineage
EXTSOURCE-fb9721837564ef2c8768a7dd,EXTSRCREV-2e799b5ec5a923bfd3bc4eac,EXTLOC-80b63c36ee212b8080c809bb,RESCAND-2f7dead36b3c937bc631593b,verified locator candidate lineage
EXTSOURCE-f38bf6160581c79ba3fdd61c,EXTSRCREV-10439126a16214eacdc5b5ef,EXTLOC-80be79de583e025ebdebb4d9,RESCAND-579cc1464b11854ea405b5d8,verified locator candidate lineage
EXTSOURCE-445af99ef031ecc9db290cf9,EXTSRCREV-9caac983663d37237f0e5ce0,EXTLOC-80c5996d074f3929c383eb19,EXTCAND-7e098483fb600f4d3eb6fd2a,verified locator candidate lineage
B4X2500SRD-20260730-7c0d2d1f4829938d751a,EXTSRCREV-cdfc06d9abe586b2156e1177,EXTLOC-80c96349fd6f5e98e44f5bb9,EXTCAND-f966a874f342a565db739b4c,verified locator candidate lineage
EXTSOURCE-1e5a6d65b36568efed0fee5b,EXTSRCREV-3ac809716c6fa6bcd487cc9f,EXTLOC-80ce79f939a21e806de45489,RESCAND-24345bedfc4274bc7ddad0d4,verified locator candidate lineage
EXTSOURCE-0940c349b0eebe2a3083f10c,EXTSRCREV-b9ee2bffbf2dab2ffd914d67,EXTLOC-80d1e14729d282deff1c4cc8,RESCAND-f5bfa04d1edb870f6f5942e5,verified locator candidate lineage
EXTSOURCE-8dac65d007c79fbc77af46bb,EXTSRCREV-3a95b8fe7b79ab5eafb6d9b8,EXTLOC-80d60b3aeac8378a177a3a9a,RESCAND-9d8d4d75879393de2438a00a,verified locator candidate lineage
EXTSOURCE-5fee725f209e3dd2d814cbfa,EXTSRCREV-2d18a0d70033cf432850fa49,EXTLOC-80dd34a0d21f43a771f1fa92,RESCAND-08c53c607d820902fe858970,verified locator candidate lineage
EXTSOURCE-d966f59a32eec6a0adfeb3cf,EXTSRCREV-5a844c565c740368f1559c4e,EXTLOC-80e7218db49f591ab20dac32,RESCAND-e07df13a95f6ecd5a8e2756f,verified locator candidate lineage
EXTSOURCE-9e84cb3c5035dc84b883d064,EXTSRCREV-6055bbcb871ce5dc5db667f4,EXTLOC-80ebabaf311c31e4161eab3f,EXTCAND-df2a897955d79d4acc082ddb,verified locator candidate lineage
EXTSOURCE-0bef06f2055ddf5f55a8a3f9,EXTSRCREV-2b31894b9bb7f24204c021ed,EXTLOC-80ec32fff99941ed3b971a6e,RESCAND-c4a21fc69ff7cf498dc01cf5,verified locator candidate lineage
EXTSOURCE-63896ff772e42261cb4ec19b,EXTSRCREV-2e51dfce3fcd37f262fc5547,EXTLOC-80ed89b47daf7a3ee156df0b,RESCAND-6774702e2231180ae0614afc,verified locator candidate lineage
EXTSOURCE-d6bb8f2076b510e95e51ec01,EXTSRCREV-7b597b4de65d793b5afee9a5,EXTLOC-80f1bb480f5f1690daf8932b,RESCAND-b20d6406117feaab4f4cc3f0,verified locator candidate lineage
EXTSOURCE-045dddf8492ee4fb70fdce76,EXTSRCREV-648b492d2526df5c058fb76f,EXTLOC-80f52d67de9401cecaaf6d71,RESCAND-07f8cb664b418cacaee2d8da,verified locator candidate lineage
EXTSOURCE-4f09f39dc54a10e12b484234,EXTSRCREV-6e8871e6656f2c6dbb682e30,EXTLOC-80f6cc0e384270a62d58bcac,RESCAND-3b5dd28cb723f8e30b80ea85,verified locator candidate lineage
EXTSOURCE-9240f5443d21ec563e023e89,EXTSRCREV-c4367c84093c07e518c7d402,EXTLOC-80faabde3bfc65e71b4bcc71,RESCAND-a22c945e47c828f0265d2e2e,verified locator candidate lineage
EXTSOURCE-c66df6ed131d8511f4ecff4f,EXTSRCREV-7d80af8ae6539e11f9e5df54,EXTLOC-80fb058c4ee76edf7e529bec,RESCAND-1b73a394eabccb61a1abda46,verified locator candidate lineage
EXTSOURCE-da6fb0f1aea89c23d3a6d293,EXTSRCREV-34fa82b3a8fcc7e2951bbc91,EXTLOC-80ff5f7c1bfcc1b6a7ea6820,EXTCAND-2fde5a9757eb8f646faa2373,verified locator candidate lineage
EXTSOURCE-f4d4694584e6e1d9f6b450a1,EXTSRCREV-375419194336c684c683c719,EXTLOC-8104c454940d07a1e1bf5f12,RESCAND-d721e9d1f0b4332ac810a9a7,verified locator candidate lineage
EXTSOURCE-5f558b699cdab07a2430ae13,EXTSRCREV-8085bc84ff48d56e694bdc5d,EXTLOC-810654339d48ad006db6b70c,RESCAND-5fe689e161b757fe485d58be,verified locator candidate lineage
EXTSOURCE-a977ab2afc903a771c652453,EXTSRCREV-40f91b41f5b40a3ea3be2a78,EXTLOC-8106fd81918a9c14a60cd3b5,EXTCAND-f06f993d71fdc9d3a2b157be,verified locator candidate lineage
EXTSOURCE-1662fd854e089ffefceaf319,EXTSRCREV-8a0de6a9cac8ff89daabb407,EXTLOC-810bfc5ce54e9e2643f37247,EXTCAND-5980039c9e2e6f92c3c87e5f,verified locator candidate lineage
EXTSOURCE-770be1239217002247d0180d,EXTSRCREV-be4daab501896d034cfc3d5d,EXTLOC-810c423216c364c5a65c7dc0,EXTCAND-1d2883afff1cbebcf784e878,verified locator candidate lineage
EXTSOURCE-aa54367b41b33e56d1374e22,EXTSRCREV-59b46040d8bb64ceff1e556e,EXTLOC-8113f72f7e5098188ff25945,RESCAND-e33882ecbef6859b6077ea31,verified locator candidate lineage
EXTSOURCE-3dbd609785216c828686d25e,EXTSRCREV-5adaaab905ef67f9595c17f1,EXTLOC-8115f037ebd68316081a1b82,RESCAND-9480caa507898ffd829cad8a,verified locator candidate lineage
EXTSOURCE-c2b36e5d21e5fb1b8a582695,EXTSRCREV-4f01be4b6cf766dc5efc9599,EXTLOC-811bfd0a2cf2496575baf465,EXTCAND-1f47aa2d9af227f3e6e49d44,verified locator candidate lineage
EXTSOURCE-1a1a9c61bce5fe5a992b322f,EXTSRCREV-5aa1c296a5bb4d7186277779,EXTLOC-8120576468c2b57b071f5a87,RESCAND-01716b2e3f87cd80a2e47af0,verified locator candidate lineage
EXTSOURCE-68b1942d640ed9119dc8b2cf,EXTSRCREV-0e56de53d72f75c95613d555,EXTLOC-8121132eed683bca7ba284db,RESCAND-6a96ad5574f3a72186306bc6,verified locator candidate lineage
EXTSOURCE-3de2ad2c8b390b9af076b0be,EXTSRCREV-2fbdc79e5688c65c95121946,EXTLOC-8126e9071133516581b3d12e,RESCAND-a85a870b7c81c2e15b7fe3dd,verified locator candidate lineage
EXTSOURCE-5310466c8f83febe4f270267,EXTSRCREV-581b463569f9bfac875907fb,EXTLOC-8129ab0d0fc2108735ed6983,EXTCAND-fe6f9986cc5be885d2d94aa2,verified locator candidate lineage
EXTSOURCE-ee457016a479eabe6345be8a,EXTSRCREV-c033e7c7df9f9806eefa5f29,EXTLOC-812beebbefdca481ab2b919a,RESCAND-e507a31f77912e47b2316018,verified locator candidate lineage
EXTSOURCE-c79f538e94117258d45291f7,EXTSRCREV-a82958655d712cdf0b6c380b,EXTLOC-812cf10b884ea21b15b39300,EXTCAND-21984e6027130c05cdf1d498,verified locator candidate lineage
EXTSOURCE-9008087c5cf8ddae8be92de6,EXTSRCREV-5aa3bb9f021beb063b43a90f,EXTLOC-812e0d53f32beeeccba4f584,EXTCAND-65124d4f74e77a9e201d4d63,verified locator candidate lineage
EXTSOURCE-99cec22bebf64dcde648d154,EXTSRCREV-275e8d6362cdab648654af57,EXTLOC-812fb4adbf6ae65ab85051ea,RESCAND-710e45a6552a731af67cfd90,verified locator candidate lineage
EXTSOURCE-78a9c955cecec30fdfc470a7,EXTSRCREV-eca0dd3aaf6a2d6b634f0d6f,EXTLOC-81341217b3d7ab113bd5ae7e,EXTCAND-19147629eb2062309c1f6563,verified locator candidate lineage
EXTSOURCE-0f4887aac0f99c3ab43b8d0a,EXTSRCREV-5fc47a70d3dba021b5761d75,EXTLOC-8138795ee68dbc2412656543,EXTCAND-d6238b7a7dbc76b46a02c917,verified locator candidate lineage
EXTSOURCE-7218e000c4707fd07cdc4d74,EXTSRCREV-427a048ab5551ac782195fd4,EXTLOC-813ca29df77a2cc3d44d438a,RESCAND-e8d589e67a6ac9e5632c3ff9,verified locator candidate lineage
EXTSOURCE-dc6b8b9d6d1f7af361608cb0,EXTSRCREV-793525b2279007e42c20ea27,EXTLOC-8144f022eadfae65de171024,EXTCAND-0508744f9a1e7fbbc041dcf5,verified locator candidate lineage
EXTSOURCE-4c18303ddb79ef5780abe3ed,EXTSRCREV-65e17262d1f2b7e1814e13e3,EXTLOC-814bf5dbe7e1eb7a4b35cb08,EXTCAND-6918facd90232adfab97ba6f,verified locator candidate lineage
EXTSOURCE-72c566e6451a9eb128793982,EXTSRCREV-cd1f73a9346774ee1821272c,EXTLOC-814c5068ea4a4099e6afa05d,RESCAND-71cd51a8ce49493cf0619e3b,verified locator candidate lineage
EXTSOURCE-4b589cc0cce99a48cef64842,EXTSRCREV-21a3df616ea02103dc3b229e,EXTLOC-814efe9b709d2d6d1381fee9,EXTCAND-41a64b8643fa05fc5da1fcee,verified locator candidate lineage
EXTSOURCE-147f3fa4b7d97f62506f31fe,EXTSRCREV-9ae2577f80347525410e69e3,EXTLOC-81559b6070d92df0768bf805,RESCAND-42a5f33b61c83a682bf8ce96,verified locator candidate lineage
EXTSOURCE-82c22e9c54adcedd114b5744,EXTSRCREV-988d2008fe769cbb446a0e61,EXTLOC-81608f5c7b9e130821fa905f,EXTCAND-fe8de6f19beb3daa7b87f0fb,verified locator candidate lineage
EXTSOURCE-ccbd3142283ad0feb9efd6a5,EXTSRCREV-a002c11af6e2f1324e2e65c4,EXTLOC-8164bb29eed742c372d2c274,EXTCAND-270cbfb6583eb491d91f2afd,verified locator candidate lineage
EXTSOURCE-60968e7e4b4210af7a661739,EXTSRCREV-05e5222dbbf88f66fe90d33e,EXTLOC-8164fe4dd7cb853670d5bd09,RESCAND-99228e38b1d5a21a35da6258,verified locator candidate lineage
EXTSOURCE-07d363b0c6e6eabec6eb94d3,EXTSRCREV-bcabb76ce672d5acc6623b50,EXTLOC-8166fff49f933611304ec0e2,EXTCAND-c31dcf21b230b038ce93d638,verified locator candidate lineage
EXTSOURCE-63eefc6e3a2131825b70b56e,EXTSRCREV-d71cd5d20053429944fb2de7,EXTLOC-81674329f8aae6f8348be3cb,RESCAND-2f0bd793113c25c5202a3559,verified locator candidate lineage
EXTSOURCE-25b62d89240af2198fc0de46,EXTSRCREV-82650b7d06956d7398b49f80,EXTLOC-816b7185ac43650200b760fe,RESCAND-ba5f718bb3a3456fad72525c,verified locator candidate lineage
RMSRD-20260802-63ead57058312c0c77b7,EXTSRCREV-cfcfc4ecd00f3259a36b4c01,EXTLOC-8177a23202996e147420a5e1,RESCAND-765a8918d1c3538eda9d6b62,verified locator candidate lineage
EXTSOURCE-bad433c8c721d46fec196746,EXTSRCREV-5527e7f2b90047b87cfc2ca8,EXTLOC-818317befa4544def4697ac9,RESCAND-0e39a2a96de31899823ce9e0,verified locator candidate lineage
EXTSOURCE-1db7910c052fa40bfcd0488a,EXTSRCREV-d63c63887f27ffa6391f6b79,EXTLOC-8185cdc38a64e9eefb524700,EXTCAND-c2fa990e65a8e99fae67d27b,verified locator candidate lineage
EXTSOURCE-af08d5e3469e5713fa4e5960,EXTSRCREV-8bbf5f76c02aaccbcb5b1714,EXTLOC-818c2ee9787c4f32ac8e974f,RESCAND-37d1b5c0c24b14406b284746,verified locator candidate lineage
EXTSOURCE-4de55b1d233de0da80b06d50,EXTSRCREV-15649268260a5988d7d68a6f,EXTLOC-8196b4fc4d3ce7609199ade1,EXTCAND-b00cda4e7a844ac2bdfdefb8,verified locator candidate lineage
EXTSOURCE-900e164864cc116cd45ba863,EXTSRCREV-d4ef7c7f18d4974c5373af7a,EXTLOC-8197e486f67742448696c1f5,RESCAND-c792ac883a7db14da0151205,verified locator candidate lineage
EXTSOURCE-538f8356aac73b7b3e1443c3,EXTSRCREV-ab9006a92da7e15063e61f71,EXTLOC-819a3f141930f454ca146d1c,RESCAND-6a97c009f02c30736f3f7b64,verified locator candidate lineage
EXTSOURCE-dcbf0848970c7662d976c7f3,EXTSRCREV-78682d3460ecbd18c12df677,EXTLOC-819f7243018bcfe0eb22fc2d,EXTCAND-ade69e8c7a28da100b2e6ff3,verified locator candidate lineage
EXTSOURCE-3f5015b5e7808ddee86e10d5,EXTSRCREV-e7d0f7a854e5fe48f6a021af,EXTLOC-81a1a1ee2a1c9e4608c8951a,EXTCAND-d56add17274c862f39b05c5d,verified locator candidate lineage
EXTSOURCE-3d1c782c1ac7fb4b7b2b0a96,EXTSRCREV-02ca65cbb08b6afb8042f17d,EXTLOC-81a1ca2a0cad1bfca7953e81,RESCAND-e8e4cab4622d5ab8d926a097,verified locator candidate lineage
EXTSOURCE-afd0caad452efd6d6ff6b636,EXTSRCREV-bf659c328fe4ce69f8b65698,EXTLOC-81a209ed3944c2cd99a531fa,RESCAND-89bcb4543d266dd7f1109387,verified locator candidate lineage
EXTSOURCE-07b8856d0a65029be692865e,EXTSRCREV-fdb00546a0f49967fb9f4c0a,EXTLOC-81a2aa1e5f40669a3093cf86,RESCAND-eeebb038f89c72e2b3477442,verified locator candidate lineage
EXTSOURCE-be7b03fa76ff2cae29fbddea,EXTSRCREV-77c357fc198b128e29152d5f,EXTLOC-81a652d6850c13cefecb9ad2,EXTCAND-495f642f646ed53ec124e14a,verified locator candidate lineage
EXTSOURCE-53839984ac012c2140513d63,EXTSRCREV-145316f14c9a68776f6e9890,EXTLOC-81a692d76297c821d0c9721b,EXTCAND-f95d8820eeb320bf36396897,verified locator candidate lineage
EXTSOURCE-1146ae1ac9e53e80acc744c1,EXTSRCREV-97d287d380b23538023e2928,EXTLOC-81ab0435de990207c9b3e78d,RESCAND-6f354615909385d59046951c,verified locator candidate lineage
EXTSOURCE-f235a518e4e7d33b9fe7e285,EXTSRCREV-b2aadf3fc14682c32a093eac,EXTLOC-81ad42fd7c1a580d428c96ca,EXTCAND-f26bd640c0e4ad5c023ef9f0,verified locator candidate lineage
EXTSOURCE-add5ed9a29566c4c06f86b29,EXTSRCREV-53e220b0c2a807e54aae557d,EXTLOC-81b4ccea0eec36d381c549f2,RESCAND-8860cb555d582d9fe58e5cb7,verified locator candidate lineage
EXTSOURCE-87d4fcc8fc6a800c28255459,EXTSRCREV-f2b0498ff55bd7daa1492df7,EXTLOC-81b4e628f9d95ce791a223e0,EXTCAND-e6c22b68de1179358821a514,verified locator candidate lineage
EXTSOURCE-4a4b21ea3b95bbeb9bef8c0e,EXTSRCREV-eed105238087976c05bd44ee,EXTLOC-81b6050ca7ba2008c0d23165,RESCAND-f4a9b85b39fc272e7e7a579f,verified locator candidate lineage
EXTSOURCE-46e0caa8967240c4b535d868,EXTSRCREV-2c5ea90b6cb43b1c54262204,EXTLOC-81bf76d95ec038838f596f7a,RESCAND-9487b6871c0327fd75a75d3a,verified locator candidate lineage
EXTSOURCE-5bdb8b2cab7fef4fc58abecc,EXTSRCREV-19371374f8ba36ca7a35317f,EXTLOC-81c1a70a5b54e3bd803b917b,RESCAND-e792409f9d3ed9579c7c7df6,verified locator candidate lineage
EXTSOURCE-3296ddb4a0a47f2357292fdb,EXTSRCREV-28d484b3d3b6f599a23430ae,EXTLOC-81c4e7be39539dce7aebf64c,RESCAND-77ee72abf98bf33799bd843e,verified locator candidate lineage
EXTSOURCE-ce4d57ae3ba56979a68fd97c,EXTSRCREV-f209e99d73d31ad3a91babae,EXTLOC-81c5cef74c4740911aab3983,EXTCAND-9406903997b54acd3d065581,verified locator candidate lineage
EXTSOURCE-0ddcf47264143c84e27a9588,EXTSRCREV-45a35edb8a7b4c22211a6269,EXTLOC-81dae765ad12e39d96aefd11,EXTCAND-0adef560f240249d814187c6,verified locator candidate lineage
EXTSOURCE-7f053054ba85f47f493f9578,EXTSRCREV-b3d19ad7c85554f36e6c266b,EXTLOC-81dc0fb2348253c1e2df5d11,EXTCAND-baf65a55bfd0be9bd7a444a0,verified locator candidate lineage
EXTSOURCE-b9fdb2c07488a5a25e794a60,EXTSRCREV-39a0dda59d3a0b2384741009,EXTLOC-81dd583fbb1199b3b62a4717,RESCAND-6d33cba59beedd84fc267043,verified locator candidate lineage
EXTSOURCE-567828f1c0ccf8b6a3dd5640,EXTSRCREV-26efa1f04ddbf0bda0f6e33b,EXTLOC-81e34a2d6d56c67be71dd6f0,RESCAND-b930ecbf60ccc59b3bb0e35b,verified locator candidate lineage
EXTSOURCE-d1399bdfcd2867bd0d0d2b42,EXTSRCREV-2c6b0d84f13f1dc35c247723,EXTLOC-81f0a0b40c2bd11202d2d5c6,EXTCAND-8f52bb2402a3bbdd2e893b14,verified locator candidate lineage
EXTSOURCE-adf10059a4d3fd16fd0dfddd,EXTSRCREV-96ee0e01b0234fd646cff3df,EXTLOC-81f0d79d88721f0a69f59d95,EXTCAND-9564974e0305243ea8d60573,verified locator candidate lineage
EXTSOURCE-194f2d0aa22d79adf906dcfb,EXTSRCREV-54e64983fa49fbd7f2862833,EXTLOC-81f47666da76ceded6d196c9,EXTCAND-ca9ee73fc64453034b8aa888,verified locator candidate lineage
EXTSOURCE-a4e677ae34775a64ad9bf2b3,EXTSRCREV-33de5179281ae67f20842601,EXTLOC-81fe70a1deaf67e719af27fb,EXTCAND-07a30e8ddbc447b7e72706e5,verified locator candidate lineage
EXTSOURCE-b5d1ba9732ca0b92d6e6c6a5,EXTSRCREV-7751bc51716fb5c0dc441fc5,EXTLOC-81ff899e1c2722782061dfd6,EXTCAND-9c7799d7311515d802ea5d0b,verified locator candidate lineage
EXTSOURCE-063c18ef89da6219f1483364,EXTSRCREV-2b9f76af2e2831f41347e069,EXTLOC-8203e4bbe1803f772c019b16,EXTCAND-9d668b62bb4c12ee9ac3c852,verified locator candidate lineage
EXTSOURCE-d5a244a554d5775065307e72,EXTSRCREV-1ea8fe364bcbe2c4a5dca7a4,EXTLOC-8203f83486027e643b078092,EXTCAND-97afa2b0e51b6981fc677068,verified locator candidate lineage
EXTSOURCE-3f5b26868daa978677e1e745,EXTSRCREV-99f4760f2e7cb1a8a4ae1561,EXTLOC-8209dea89ce3b58b570d9ad0,EXTCAND-3e8c67e3184fc922e58a50eb,verified locator candidate lineage
EXTSOURCE-cfd19f01991ce916f9d9db85,EXTSRCREV-e67129aec1cbee65b35e3958,EXTLOC-820b02742aa54cf78a74e197,EXTCAND-6aa0722a8f6ad4e4aa72ae46,verified locator candidate lineage
