attempt,reason,recorded_at,request_id,retry_after,source_review_id
1,ConnectError,2026-08-05T18:01:41.065816+00:00,EXTDLREQ-21c466002f113e92d41dff61,,EXTSRCREV-7021e8913f004c809fa12f26
1,ReadTimeout,2026-08-05T18:02:49.854948+00:00,EXTDLREQ-0ccd3be346f4b8a94f79e71c,,EXTSRCREV-dc1a9e9c5993df7392a25c9e
1,HTTP 503,2026-08-05T17:12:17.856276+00:00,EXTDLREQ-ab6acebe5eed36a7c24fdeda,60,EXTSRCREV-833a7cf138320bf8ecbfb931
1,ReadTimeout,2026-08-05T17:13:07.158268+00:00,EXTDLREQ-71c80c7a56321f1f55dbacae,,EXTSRCREV-5da988e905fdf6b184ca0a25
1,ReadTimeout,2026-08-05T17:13:16.989215+00:00,EXTDLREQ-76fcaada8b4343304d78e3ec,,EXTSRCREV-d465d188ffe7dae8734b0fc0
1,ReadTimeout,2026-08-05T17:15:39.998011+00:00,EXTDLREQ-09b03878b081ac7d4027a8bf,,EXTSRCREV-271278c9e8dbed664cc452c2
1,ReadTimeout,2026-08-05T17:15:43.815029+00:00,EXTDLREQ-53f2f0112c3a950ba45e11ee,,EXTSRCREV-e1f11c860aeac017a4e884fd
1,HTTP 503,2026-08-05T17:16:04.321257+00:00,EXTDLREQ-d5287cce2d20307a9e53ed67,60,EXTSRCREV-3ce2a6dcda671fa82b080d93
1,HTTP 503,2026-08-05T17:16:44.850531+00:00,EXTDLREQ-444643bf7c3a493f18018b04,60,EXTSRCREV-c4ef1ec5fadbde90e3e450ee
1,HTTP 504,2026-08-05T17:17:08.258605+00:00,EXTDLREQ-d3af15948645140b8ea361e1,,EXTSRCREV-a55ed293434e7cf8ec099eaa
1,ReadTimeout,2026-08-05T17:16:47.615798+00:00,EXTDLREQ-75344334eb8bee87afd70fcb,,EXTSRCREV-467c3a5c45c83ecc3d546c90
1,HTTP 503,2026-08-05T17:17:40.016448+00:00,EXTDLREQ-35442b21bffd4d44f5438d5c,60,EXTSRCREV-43abad7de81ccb82a6aefa33
1,HTTP 503,2026-08-05T17:18:01.353746+00:00,EXTDLREQ-da68e23c8cefc5b9bbf7e6d4,60,EXTSRCREV-25510287d77fb2981f2084c4
1,HTTP 503,2026-08-05T17:18:17.586635+00:00,EXTDLREQ-fbe81950c8a9dee81674aea2,60,EXTSRCREV-ed21bc232b54c3e70f47ed13
1,ConnectTimeout,2026-08-05T17:18:31.988415+00:00,EXTDLREQ-69949eb369ee1af80a2bda7a,,EXTSRCREV-b076ff73438191019e2bb5dc
1,ReadTimeout,2026-08-05T17:17:59.185807+00:00,EXTDLREQ-27dc9c8c70f5fa32426b1292,,EXTSRCREV-d18aa74feed4e91754dbf25c
1,HTTP 503,2026-08-05T17:18:32.960638+00:00,EXTDLREQ-4c8f90c56b5e6482bfc08eb3,60,EXTSRCREV-4fa5aa385d2243a7fad8d65d
1,HTTP 429,2026-08-05T17:24:11.298505+00:00,EXTDLREQ-e9446c228b71953d4d0652ee,10,EXTSRCREV-adc2be3e11242de5f6584366
1,HTTP 429,2026-08-05T17:24:20.681604+00:00,EXTDLREQ-e490742ef0fd822d16616394,10,EXTSRCREV-5ed2a5ec5154b532a638b63c
1,HTTP 503,2026-08-05T17:25:14.027135+00:00,EXTDLREQ-747231979cb80fb5c13e7b2b,,EXTSRCREV-bb3da4b0728b69074b7a6500
1,ConnectTimeout,2026-08-05T17:26:51.486320+00:00,EXTDLREQ-a0ea1503125421e82fc9bdc1,,EXTSRCREV-8d343b09a43e247661931029
1,HTTP 503,2026-08-05T17:29:04.822290+00:00,EXTDLREQ-37de6c77037a1f399d0cdffe,,EXTSRCREV-73f48fdb0bfba7e0c4df20d2
1,ConnectTimeout,2026-08-05T17:29:10.303260+00:00,EXTDLREQ-61eab21e0bf3bc1f9c1fd7ad,,EXTSRCREV-08b5caf9afd882b8e442e140
1,HTTP 429,2026-08-05T17:30:51.256769+00:00,EXTDLREQ-fd06e748d409dcb5f0eca3d6,600,EXTSRCREV-8d0a6b4d90a524a3866bc926
1,HTTP 503,2026-08-05T17:30:57.863641+00:00,EXTDLREQ-a3eb7497c2a0471b355540d3,,EXTSRCREV-ea31eb54b99e3af925a44857
1,HTTP 429,2026-08-05T17:30:56.687126+00:00,EXTDLREQ-d9a2a1b1a1b9488c0bd398ae,600,EXTSRCREV-f22d3e1628afbe10dff43d23
1,HTTP 503,2026-08-05T17:31:09.243861+00:00,EXTDLREQ-ccfeb880f714b1bd22f404c4,,EXTSRCREV-17cb0e72d741cbd731f4fb38
1,HTTP 502,2026-08-05T17:33:25.959623+00:00,EXTDLREQ-ef46629474b80f4520c27015,,EXTSRCREV-b00fa4bac9dc1652f6b1b0ba
1,HTTP 429,2026-08-05T17:34:06.531189+00:00,EXTDLREQ-b1e19247937e1a791a68542b,,EXTSRCREV-5aa12bd1c9de240d274f30f9
1,HTTP 429,2026-08-05T17:34:07.845982+00:00,EXTDLREQ-15329b52549da1c824158dee,,EXTSRCREV-01b9f6a77627478d1e8311a5
1,HTTP 429,2026-08-05T17:34:09.844710+00:00,EXTDLREQ-037f53e23422e822151c1b7b,,EXTSRCREV-9e9a7b9e3f304a3bff707084
1,HTTP 429,2026-08-05T17:34:11.254226+00:00,EXTDLREQ-53d14ec1b03eae7f0d4bf4a4,,EXTSRCREV-6f3b4b15c8c37b4b90c66436
1,HTTP 429,2026-08-05T17:34:12.486812+00:00,EXTDLREQ-22e71a36f026346740c55bf2,,EXTSRCREV-6effd036a28ead39669f2b66
1,HTTP 429,2026-08-05T17:34:14.311957+00:00,EXTDLREQ-4abc486d353383a5323c318b,,EXTSRCREV-ea9c1639734df99532ab37ba
1,HTTP 429,2026-08-05T17:34:15.651858+00:00,EXTDLREQ-844ebe9e949b85043a769c1c,,EXTSRCREV-1292a45b4aacf25cff0ccaec
1,HTTP 429,2026-08-05T17:34:17.830673+00:00,EXTDLREQ-92aa2d68a26c32915725b40b,,EXTSRCREV-6e2ed073642044c688d7234f
1,HTTP 429,2026-08-05T17:34:21.808724+00:00,EXTDLREQ-af776de61062eaeb9ae163fd,,EXTSRCREV-48b4758d04f435ae6f1440fb
1,HTTP 429,2026-08-05T17:34:31.724754+00:00,EXTDLREQ-0791f781ff8010114e52ace0,,EXTSRCREV-0e45113237be34a30aa97056
1,HTTP 429,2026-08-05T17:34:33.286906+00:00,EXTDLREQ-5e5114300cd3cb8371ea3b98,,EXTSRCREV-cade9cf3603775851ab96131
1,HTTP 429,2026-08-05T17:34:34.677243+00:00,EXTDLREQ-08306f124b34990b8e386cf0,,EXTSRCREV-fd235d8111c760935946f08f
1,HTTP 429,2026-08-05T17:34:36.390216+00:00,EXTDLREQ-349b89867c7e7e4f6e0911ac,,EXTSRCREV-67ae12d12c6059a39cc02dd4
1,HTTP 429,2026-08-05T17:34:37.688110+00:00,EXTDLREQ-509dfcc6d7d68bdafc680ef6,,EXTSRCREV-fe7b31e4457a8328f4ebeb77
1,HTTP 429,2026-08-05T17:34:38.933476+00:00,EXTDLREQ-bf6498ecab40c13a9a289512,,EXTSRCREV-c4e011e14d7060a09759d0f6
1,HTTP 429,2026-08-05T17:34:40.185216+00:00,EXTDLREQ-141f553baff9214bec1da5b5,,EXTSRCREV-77e87fe36807a102c27858a7
1,HTTP 429,2026-08-05T17:34:41.476013+00:00,EXTDLREQ-34a274174df7fff4da9da0a1,,EXTSRCREV-dc7b8aad813ead7052730cad
1,HTTP 429,2026-08-05T17:34:42.756504+00:00,EXTDLREQ-c4a7d627d80be13f84b02a83,,EXTSRCREV-83cf3c478fa2847943d8d853
1,HTTP 429,2026-08-05T17:34:44.203635+00:00,EXTDLREQ-cb6ddba97fe22d5711f29d3c,,EXTSRCREV-7367348f4d04471d2042eb50
1,HTTP 429,2026-08-05T17:34:45.431835+00:00,EXTDLREQ-d06d03b84e2504b90cd1b593,,EXTSRCREV-c18d648f8571c075bfbbd21d
1,HTTP 429,2026-08-05T17:34:46.808242+00:00,EXTDLREQ-6c1a0cd296b34cbf80b319e6,,EXTSRCREV-2f7ab55603d294c98cfdb795
1,HTTP 429,2026-08-05T17:34:48.235620+00:00,EXTDLREQ-d5c221b35dc3dfaf3cc7a28e,,EXTSRCREV-9b58c9e8aa4a162275b4f80f
1,HTTP 429,2026-08-05T17:34:49.505815+00:00,EXTDLREQ-655e919eba993ecf7d580f2a,,EXTSRCREV-154d605f782d54991b2df6ea
1,HTTP 429,2026-08-05T17:34:50.815611+00:00,EXTDLREQ-9857ae76901c8e6acc653494,,EXTSRCREV-e1706ad46e8ab6a1c1954a77
1,HTTP 429,2026-08-05T17:34:52.638643+00:00,EXTDLREQ-1811bccda33644a413b1da38,,EXTSRCREV-259a49e3410f841b0fa524a6
1,HTTP 429,2026-08-05T17:34:53.889665+00:00,EXTDLREQ-78c3545aaf60da61d03b836c,,EXTSRCREV-2e4c08472939da1fffb87556
1,HTTP 429,2026-08-05T17:34:55.498926+00:00,EXTDLREQ-e193707b507ebff9e988a896,,EXTSRCREV-d2ad3ac0df0ac08159a01449
1,HTTP 429,2026-08-05T17:34:56.764899+00:00,EXTDLREQ-0554fb4acac84ed7d942ace1,,EXTSRCREV-52ac37a1b5aca700fd71e353
1,HTTP 429,2026-08-05T17:34:58.236773+00:00,EXTDLREQ-8e3dfc209a106f6e118fa69b,,EXTSRCREV-f613c5f451f4dc35a39d95a8
1,HTTP 429,2026-08-05T17:34:59.621667+00:00,EXTDLREQ-92f1b923297547a2d4e10b71,,EXTSRCREV-5b14d391e7866c244e09f927
1,HTTP 429,2026-08-05T17:35:01.090644+00:00,EXTDLREQ-da88af1df2da66c9197466d4,,EXTSRCREV-9c042101a4345f8e3656b7b2
1,HTTP 429,2026-08-05T17:35:02.562754+00:00,EXTDLREQ-308b49d0d3c86b175ec6ac30,,EXTSRCREV-e905b9651851381655036835
1,HTTP 429,2026-08-05T17:35:03.928322+00:00,EXTDLREQ-230040cad0eb3a08b380b824,,EXTSRCREV-c87883f94cc1eeb92fee5233
1,HTTP 429,2026-08-05T17:35:05.490980+00:00,EXTDLREQ-bc749f76541af0a620166f36,,EXTSRCREV-25f36580f3c096a907c7a7f5
1,HTTP 429,2026-08-05T17:35:07.614455+00:00,EXTDLREQ-bcdac9e4051d51a1cc5c14a7,,EXTSRCREV-f47b1751c63afc657ca6e908
1,HTTP 429,2026-08-05T17:35:08.908366+00:00,EXTDLREQ-8fd124c81e05fec7b6acd575,,EXTSRCREV-4a58a6490adf6233675e677e
1,HTTP 429,2026-08-05T17:35:10.440550+00:00,EXTDLREQ-110511577ff2334ad56280e1,,EXTSRCREV-cc69313fc25b6d142798dd35
1,HTTP 429,2026-08-05T17:35:11.754018+00:00,EXTDLREQ-978958a4bcc8a277ea9000c8,,EXTSRCREV-8d4e2115c14519ab45f2998a
1,HTTP 429,2026-08-05T17:35:13.218240+00:00,EXTDLREQ-4f5d6837e79effbedf24ee0d,,EXTSRCREV-8fddd4425b691a8944c99fee
1,HTTP 429,2026-08-05T17:35:14.510161+00:00,EXTDLREQ-db4df6287342845c0e0e7eb4,,EXTSRCREV-4b0ef539c81dc36f143af886
1,HTTP 429,2026-08-05T17:35:15.850097+00:00,EXTDLREQ-3c6badfa622244fdf65e0a4a,,EXTSRCREV-2a68e104771d30f0834a8c5a
1,HTTP 429,2026-08-05T17:35:17.522643+00:00,EXTDLREQ-2821f9b3c51b1defc3e30822,,EXTSRCREV-7b3e2401cfdf82fd59ded6cf
1,HTTP 429,2026-08-05T17:35:18.928607+00:00,EXTDLREQ-5cf8e4ba093a0f2c5302fa89,,EXTSRCREV-3edfd37d4321caf58a154b30
1,HTTP 429,2026-08-05T17:35:21.331448+00:00,EXTDLREQ-0e2759633629babbc094c2a7,,EXTSRCREV-c102e24c36ca2cd6122efa12
1,HTTP 429,2026-08-05T17:35:22.598715+00:00,EXTDLREQ-e0d21331c6cc9f96f70085ea,,EXTSRCREV-6338e79ef5887f8f6298b520
1,HTTP 429,2026-08-05T17:35:23.868647+00:00,EXTDLREQ-27b777da89b02771bf6df4cc,,EXTSRCREV-be77a7c0c720fd9dd75f2407
1,HTTP 429,2026-08-05T17:35:25.789033+00:00,EXTDLREQ-2dd24b5510a582b127531b7d,,EXTSRCREV-72d0f7dcc3c2cf6f85f475cb
1,HTTP 429,2026-08-05T17:35:27.499896+00:00,EXTDLREQ-9c4b93be914a0310187416b5,,EXTSRCREV-50b6bfe00739d720ae9986c0
1,HTTP 429,2026-08-05T17:35:28.813301+00:00,EXTDLREQ-5f52f1c57274da65d66ee986,,EXTSRCREV-8ca716ad4246b78c5706d4d8
1,HTTP 429,2026-08-05T17:35:30.215959+00:00,EXTDLREQ-e6c18fadb92c643da08bb539,,EXTSRCREV-aa528c0419096dbd24ea1f54
1,HTTP 429,2026-08-05T17:35:31.889130+00:00,EXTDLREQ-32b27a8e93bfc5387027e57a,,EXTSRCREV-57f9103f62bb3acb4aedcb4a
1,HTTP 429,2026-08-05T17:35:33.430515+00:00,EXTDLREQ-0705b45b713e1c9cad398d08,,EXTSRCREV-504ff9c4eea5d20248fee9fd
1,HTTP 429,2026-08-05T17:35:34.699162+00:00,EXTDLREQ-0b3625e3f98b5940f08b17f4,,EXTSRCREV-f23db51cb57737e8fe9d677d
1,HTTP 429,2026-08-05T17:35:36.195315+00:00,EXTDLREQ-cc21c3535fe26c3090aba5a2,,EXTSRCREV-4df2454352f1c57b7933d0a0
1,HTTP 429,2026-08-05T17:35:37.456078+00:00,EXTDLREQ-85ece3a21552a72864589e08,,EXTSRCREV-b33c82999778fac63e58c904
1,HTTP 429,2026-08-05T17:35:38.791358+00:00,EXTDLREQ-60c33286c78f0824b5461acb,,EXTSRCREV-a116f82bacd1e46e63b3943d
1,HTTP 429,2026-08-05T17:35:40.592072+00:00,EXTDLREQ-6cd27cb7af880d081ee554be,,EXTSRCREV-4577f8655f9248e826424e1a
1,HTTP 429,2026-08-05T17:35:41.912924+00:00,EXTDLREQ-3bcc3eb2266d312ffc23a603,,EXTSRCREV-35ee960bc1bc3344a63f5b4c
1,HTTP 429,2026-08-05T17:35:43.434450+00:00,EXTDLREQ-1aa4a979b47edc74555f51ea,,EXTSRCREV-dc6e116291cceb4261ef2248
1,HTTP 429,2026-08-05T17:35:44.733827+00:00,EXTDLREQ-beb20c0ca787a0fca3c06f0a,,EXTSRCREV-4d66ffefe07390e1f645c8b7
1,HTTP 429,2026-08-05T17:35:46.225405+00:00,EXTDLREQ-5bfc59d4491a075e1f9f1541,,EXTSRCREV-d1861abe29864d76f8fe6c32
1,HTTP 429,2026-08-05T17:35:47.544654+00:00,EXTDLREQ-9c5fa26d98bc83ccb7e60e9d,,EXTSRCREV-4655039e56780f0d28879842
1,HTTP 429,2026-08-05T17:35:49.727986+00:00,EXTDLREQ-aacea84efcaa55ac40b53355,,EXTSRCREV-85b349668e367664659ace8e
1,HTTP 429,2026-08-05T17:35:51.237464+00:00,EXTDLREQ-6d187df833610649070ccd79,,EXTSRCREV-872a002b65eff0a5109a0510
1,HTTP 429,2026-08-05T17:35:52.820359+00:00,EXTDLREQ-1baf64e82316767b97ee0243,,EXTSRCREV-6ea1b72cdf287d1d38ab4f85
1,HTTP 429,2026-08-05T17:35:54.412959+00:00,EXTDLREQ-dcfb708ac238cb612a8765a7,,EXTSRCREV-33fef81160e326dbdefbf9f5
1,HTTP 429,2026-08-05T17:35:55.748763+00:00,EXTDLREQ-1607477b7164cd16d7c9f62c,,EXTSRCREV-a2938f57428fc760435ce1fe
1,HTTP 429,2026-08-05T17:35:57.618711+00:00,EXTDLREQ-86119c040a5c76afece28d46,,EXTSRCREV-1e25196bdaecb1acbccac661
1,HTTP 429,2026-08-05T17:35:58.877784+00:00,EXTDLREQ-a40d536427a21ef4d419e57b,,EXTSRCREV-6536717beebf877dc6a4428e
1,HTTP 429,2026-08-05T17:36:00.492831+00:00,EXTDLREQ-89f1f9a501409b11469e55fd,,EXTSRCREV-7c3127890bc2ecb18f5fa80a
1,HTTP 429,2026-08-05T17:36:01.737056+00:00,EXTDLREQ-b4b009e798ebb7efaa276bf9,,EXTSRCREV-98c8624163ce23ac0edfd772
1,HTTP 429,2026-08-05T17:36:03.313982+00:00,EXTDLREQ-312e9740c89e8dab32058e55,,EXTSRCREV-43b99022366f4817c75da077
1,HTTP 429,2026-08-05T17:36:04.570912+00:00,EXTDLREQ-89150e5deb568e12130b82c9,,EXTSRCREV-c8e55b86b0c198c62bd807b4
1,HTTP 429,2026-08-05T17:36:05.883678+00:00,EXTDLREQ-32e0a7eec9e178dd76e15d98,,EXTSRCREV-72ac734a6d2d311e39adf20e
1,HTTP 429,2026-08-05T17:36:07.720199+00:00,EXTDLREQ-3d1970bac2a1fd9b5dcf708c,,EXTSRCREV-3a23867f6f630685fe179fb9
1,HTTP 429,2026-08-05T17:36:09.439470+00:00,EXTDLREQ-ab3d6e396ab058b792ecdc92,,EXTSRCREV-a2f6cc37e2a1b8c9763c8655
1,HTTP 429,2026-08-05T17:36:10.739507+00:00,EXTDLREQ-a0646bf1158c0bf1b8293bc7,,EXTSRCREV-e287bf94f4af86d8f229f156
1,HTTP 429,2026-08-05T17:36:12.257906+00:00,EXTDLREQ-413b99ccb9d8486fa7a4754c,,EXTSRCREV-90fcc45d3f0103e2677b8bf4
1,HTTP 429,2026-08-05T17:36:13.606037+00:00,EXTDLREQ-f1df89748745637c727a1b67,,EXTSRCREV-62a1aace61718a310d44ebee
1,HTTP 429,2026-08-05T17:36:15.158434+00:00,EXTDLREQ-327c516732a098a88c0a6ebc,,EXTSRCREV-de7ce527d0b4655bc34e8525
1,HTTP 429,2026-08-05T17:36:16.423779+00:00,EXTDLREQ-ba477a380cda05f4680eef09,,EXTSRCREV-10cf74addd8c2702318f0001
1,HTTP 429,2026-08-05T17:36:19.200475+00:00,EXTDLREQ-567d92908f2ff5a35f556627,,EXTSRCREV-548cfa086653938c09087a52
1,HTTP 429,2026-08-05T17:36:20.659345+00:00,EXTDLREQ-07e9981328329018f3c0ef53,,EXTSRCREV-0dd9f92e7c3a43e2a7b0431c
1,HTTP 429,2026-08-05T17:36:21.914766+00:00,EXTDLREQ-8abb78c7868841a95b4c4224,,EXTSRCREV-6b1963b8aaf668f1b16b3309
1,HTTP 429,2026-08-05T17:36:23.477932+00:00,EXTDLREQ-964b7a59355761e3d8cbe113,,EXTSRCREV-89368715556d0dd23ac323eb
1,HTTP 429,2026-08-05T17:36:25.490304+00:00,EXTDLREQ-8d9ed2cf2f4762c2d4051ee8,,EXTSRCREV-2632b6e0e217bc244072a76f
1,HTTP 429,2026-08-05T17:36:27.635014+00:00,EXTDLREQ-8f5c5f614016f0d8cfd170a6,,EXTSRCREV-876bca5bd9716b564acf025a
1,HTTP 429,2026-08-05T17:36:28.893978+00:00,EXTDLREQ-db6c14e05c446315ffc43320,,EXTSRCREV-6a85e0c61f6686ee5b863b4c
1,HTTP 429,2026-08-05T17:36:30.147493+00:00,EXTDLREQ-d5873781279ce83be40f5df2,,EXTSRCREV-4a182d102ff8d988d130d0de
1,HTTP 429,2026-08-05T17:36:31.520056+00:00,EXTDLREQ-1929be2ae1703a1eac19bd80,,EXTSRCREV-6b7df154fa91fea135072778
1,HTTP 429,2026-08-05T17:36:33.183240+00:00,EXTDLREQ-f70ac4e349f3ec3f8917c678,,EXTSRCREV-f761c4ac6bbd7183ca491949
1,HTTP 429,2026-08-05T17:36:34.444374+00:00,EXTDLREQ-398c5ce3bb76ab3193c10aef,,EXTSRCREV-48e54ff68ac72fb5651589ba
1,HTTP 429,2026-08-05T17:36:35.695854+00:00,EXTDLREQ-9c3c0511d7c61a3d77fe4cf5,,EXTSRCREV-fede4f15bff507303fbcf492
1,HTTP 429,2026-08-05T17:36:37.162815+00:00,EXTDLREQ-15455ac505d9325effddd749,,EXTSRCREV-92f094871bdf51b22838555e
1,HTTP 429,2026-08-05T17:36:38.397092+00:00,EXTDLREQ-454454c20b913f1b1483a067,,EXTSRCREV-65dde4f6c301ed53cddb99b2
1,HTTP 429,2026-08-05T17:36:39.696402+00:00,EXTDLREQ-fe9e865f412070b1899dca77,,EXTSRCREV-5781be43fd975cec59d28324
1,HTTP 429,2026-08-05T17:36:41.236444+00:00,EXTDLREQ-75a711b97dea6e3d6d2aab50,,EXTSRCREV-a3ef0cb0cb227e3ec2772510
1,HTTP 429,2026-08-05T17:36:42.561119+00:00,EXTDLREQ-285f19893d9d92c700e04313,,EXTSRCREV-e53ed00b86cc54d1a301e813
1,HTTP 429,2026-08-05T17:36:43.911993+00:00,EXTDLREQ-ecd3d8404b856002ccf693c8,,EXTSRCREV-50218e603a542d5b7643cd26
1,HTTP 429,2026-08-05T17:36:45.401146+00:00,EXTDLREQ-de5817c0bffecdc93a0bbfd5,,EXTSRCREV-4082dfdbf57d3eaae549e270
1,HTTP 429,2026-08-05T17:36:46.707107+00:00,EXTDLREQ-b2341fe10752a7ffd2d9d183,,EXTSRCREV-a11ca60393dc138913e8d447
1,HTTP 429,2026-08-05T17:36:48.203581+00:00,EXTDLREQ-b25a85a3c36791b72fedf282,,EXTSRCREV-dad9e425f8fa90b6fe3d7b59
