readiness_queue_id,retained_source_id,canonical_source_review_id,local_artifact_path,SHA_256,byte_size,detected_file_type,MIME_type,readiness_hint,source_quality,primary_content_family,administrative_source_type,linked_source_review_ids,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids,source_review_only,analytical_extraction_performed
EXTREADYQ-236faef5d9c53e045a559773,EXTSOURCE-8a33fe7a1819be3c5f4836da,EXTSRCREV-38f2927b5c2a877d11d37345,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/273f36b9d92c23c7755834b1419980954c1ef670e56e6ff5d65ee048106c9000.pdf,273f36b9d92c23c7755834b1419980954c1ef670e56e6ff5d65ee048106c9000,1160682,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-38f2927b5c2a877d11d37345,RESCAND-ab57d968466c46d8d7578048,ROOTCOMP-033acb6807e6a84a45268332,MECHEXP-267ee3ccc5668c08ca86d0ca|MECHEXP-5f14b428b298715ba3c97c60|MECHEXP-6e22be74990ad979d9f3efe8|MECHEXP-7c6891c2ddddeb15a03624f6|MECHEXP-897ea3fa8cbcd9c6af241eb9|MECHEXP-ae7b8ad67712e73abad0c7ba|MECHEXP-bc7fc5fea6855f349e93910e,,True,False
EXTREADYQ-55910dc97e7df59c96d66fc2,EXTSOURCE-8a34baafbeb6c2609396ab35,EXTSRCREV-f69d968de992d080c83b416b,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b30d7db404155d9f0cdf1b9c227f4283452b8fa7bc092beacd7a24ecf7049e8a.html,b30d7db404155d9f0cdf1b9c227f4283452b8fa7bc092beacd7a24ecf7049e8a,86531,html,text/html,html_text_candidate,official_administrative_summary,payroll_and_earnings,payroll_roster,EXTSRCREV-f69d968de992d080c83b416b,RESCAND-4f25f27f7d6e1c025cf2513a,ROOTCOMP-39a0cd1c58eba94878efe9a5|ROOTCOMP-5285ae188a11bc41421bd62b,MECHEXP-16fa7821a96a7a9e2b1fa909|MECHEXP-1cc655e3c91103f82a9f5d8b|MECHEXP-1ede2376bac35c5c1786dd22|MECHEXP-59dc6727cc81126cd79da3a9|MECHEXP-8fb9ec7e3d1d03a0a68d166d|MECHEXP-8fd45e3d4f96067acbefa28d|MECHEXP-97498903a5fd300281901f0b|MECHEXP-ddac8562e6a3a869635d00e3,,True,False
EXTREADYQ-f1a1ede7bc5e9ad9a1224484,EXTSOURCE-8a38067b289d57c3d50b09a2,EXTSRCREV-89f7cca11049f6c0b18277db,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/321b7a7afc16c3d5be9c7353917a80f402c598af1bde5fc4ece08888bf9b854a.html,321b7a7afc16c3d5be9c7353917a80f402c598af1bde5fc4ece08888bf9b854a,165838,html,text/html; charset=UTF-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-89f7cca11049f6c0b18277db,EXTCAND-50d2fce2fadbcc4253582dc6,ROOTCOMP-6813695584fbb5a3de8c83ab,MECHEXP-3eac92d53fc6c51e0c079f10|MECHEXP-441679683e585f3291e75746|MECHEXP-70172c22a02f76c76fc6dda9|MECHEXP-d28169da33a42dedfc38e46e|MECHEXP-f7474addf3279093f6da8f7b,,True,False
EXTREADYQ-5081cd76dada32a8f0ad9750,EXTSOURCE-8a3b95772b81bf23e17308c7,EXTSRCREV-258d7e6e11582c1bed92d1bf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a3d9ea66e779fd3a4ba5c6a8670064b6a8f6b06fe2ad55d55a8f722d9c6c5ae3.html,a3d9ea66e779fd3a4ba5c6a8670064b6a8f6b06fe2ad55d55a8f722d9c6c5ae3,108965,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,contextual_controls,payroll_roster,EXTSRCREV-258d7e6e11582c1bed92d1bf,RESCAND-4b46a3880b5f8c70d36e95f1,ROOTCOMP-b7d62c40dcc310ba0717be6b|ROOTCOMP-caf1561fc01b9db6aac29ea0,MECHEXP-09fadea558d9ff081248a57e|MECHEXP-2fb8098b5a930f48ad2e3987|MECHEXP-4bdde4a3c1e0e782b8bb258b|MECHEXP-c15bba3c10ac1b17ca383b46|MECHEXP-da3acda7f0e1a10967517ea3|MECHEXP-ddf39e967d30abf5f0b7f9f6|MECHEXP-e27af23a9757adbe25502d91|MECHEXP-e4c5f5e60b96118628e2de22,,True,False
EXTREADYQ-bde928f185336062c65fb17d,EXTSOURCE-8a3d5f16f7295a2b288f5257,EXTSRCREV-891abbc193d35f14594ac6cf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/356f2ba4879306a7db0412ee225148ee1d7dff9f06ac5a02e7475a70bb0b39bd.html,356f2ba4879306a7db0412ee225148ee1d7dff9f06ac5a02e7475a70bb0b39bd,136673,html,text/html;charset=utf-8,html_text_candidate,official_administrative_summary,staffing_and_headcount,staffing_table,EXTSRCREV-891abbc193d35f14594ac6cf,RESCAND-28d5c1e6b06f4c70b294ef1d,ROOTCOMP-471a1570145a7be0e7652999|ROOTCOMP-b0f967537f2356da5e4a4bc4|ROOTCOMP-c311975e50c628d0c3b0f2d4,MECHEXP-067203eee148b33ca4611474|MECHEXP-0bd7bbfd371906cf90a1c56d|MECHEXP-1b29e715e15aa590cda029aa|MECHEXP-2940df81e543b43d400cd634|MECHEXP-4f6b464af328856e77f63224|MECHEXP-5b1a1832c4ea2903769c89a4|MECHEXP-7dfeb4cf092ba741e678bfbd|MECHEXP-813fdea20a18231b14d3c07c|MECHEXP-83062d7a7232e9419396fa9a|MECHEXP-cf125c54d5d66f7df426089d|MECHEXP-e395aa2d4c4b67f38265228a,,True,False
EXTREADYQ-094300555e5ba6661825deaa,EXTSOURCE-8a435a8001fa9154fc5ce916,EXTSRCREV-9d60eafcd3378157bcec6928,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eeea76952f24c52be9081ee7354eb6ced65ef43169b9ba42aebd10d94503172a.html,eeea76952f24c52be9081ee7354eb6ced65ef43169b9ba42aebd10d94503172a,132206,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-9d60eafcd3378157bcec6928,EXTCAND-b112a1db9138691cec55d7d3,ROOTCOMP-09884edb699391452777dfc8|ROOTCOMP-37fd6599c5a45b911d93a82f|ROOTCOMP-513d92a56b25effb2c08b3e6|ROOTCOMP-5912e6d58fa4478ec23ba12d,MECHEXP-0e3be0510c40578dc9ae50a8|MECHEXP-10154ebfd224cc11892cd106|MECHEXP-1c4c6f3e822888e4befe33be|MECHEXP-41e2e8fc0a41034344456ea4|MECHEXP-64f7a6c91228a82cbdad8dd6|MECHEXP-69f9279f8a7bb8d479e7806c|MECHEXP-73ba0a74d835deca906f7c04|MECHEXP-78c61d10b770e5542b73ee62|MECHEXP-86f1ca7a79b1c0d221cc9e2d|MECHEXP-a72f3edf6089d8d9b6a40a32|MECHEXP-ac7c058c80a3e10a5209be7d|MECHEXP-bf38df7a017c373599d04730|MECHEXP-fdad236287bf8ad796e6d1a6,,True,False
EXTREADYQ-a342c962a65aef18d63cde6e,EXTSOURCE-8a4397ad085108cfa08969de,EXTSRCREV-41d65182b8c5cafeae3d66a3,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/baf0ff7414117ecd77c4fbe1f50b7816b5e37c59cdf5fa10496d600cdea342f0.html,baf0ff7414117ecd77c4fbe1f50b7816b5e37c59cdf5fa10496d600cdea342f0,96797,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-41d65182b8c5cafeae3d66a3,EXTCAND-21cafc4055ac5700eea1b043,ROOTCOMP-4876764de85df00b8124df32|ROOTCOMP-95c50f6854cffa76ecaf721e,MECHEXP-0b3866c6160685de9c5cbd80|MECHEXP-2a5ce3169248803d8519b37e|MECHEXP-2d6b55931d7fe7303a963716|MECHEXP-761116477fde1c5323f19468|MECHEXP-7e723e40f0eae4cfe69cb42f|MECHEXP-8eb3e6e7593446e92a9befc0|MECHEXP-bd44ab8405e3d73f1786cd4d|MECHEXP-f2172a12d2d3f6f8c7252d4a,,True,False
EXTREADYQ-df669a3e38a4cc84680b5fc1,EXTSOURCE-8a49b710d8b9bba30bf0b3c4,EXTSRCREV-0bbcc4cd487e75c51395d5b9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bb033ca006e2961aaa4df07e7eaabaf80b26a5d70d8e6f212fed0e3fb6308e32.html,bb033ca006e2961aaa4df07e7eaabaf80b26a5d70d8e6f212fed0e3fb6308e32,75652,html,text/html;charset=utf-8,html_text_candidate,official_administrative_summary,contextual_controls,payroll_roster,EXTSRCREV-0bbcc4cd487e75c51395d5b9,RESCAND-197dd685780495716663e211,ROOTCOMP-469580b4763553e8fa04d6db,MECHEXP-1029d4c4bf352d442337ca1c|MECHEXP-61f2d4eeb4966fe61dc2268b|MECHEXP-702b0a872b120e8899b28912|MECHEXP-b37531bfb6674b9846544ea1|MECHEXP-f68e34ca2dcaaeec67d07de7,,True,False
EXTREADYQ-093a4d3902af63b1fc390523,EXTSOURCE-8a51afd380ef77ff02ecb1d6,EXTSRCREV-ff53e21deb4da85fbefc4e05,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/90a85cbfa2771655f0887719936c928b05ed9a4aecbd0ec83cc6124c25368a8f.pdf,90a85cbfa2771655f0887719936c928b05ed9a4aecbd0ec83cc6124c25368a8f,890752,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-ff53e21deb4da85fbefc4e05,RESCAND-cb4dfbe3e9c0784458a1f24d,ROOTCOMP-3d18d88700f4299c7b3e022c,MECHEXP-0ae985671ea14f28b40c4d88|MECHEXP-1e6337a46949fa3418692522|MECHEXP-34059016d32594c04f43d689|MECHEXP-3ff109b5a2618b64b7321a9d|MECHEXP-f9ff0cb10780d9a4f18f177b,,True,False
EXTREADYQ-e9b3f121321d50fd9b24f167,EXTSOURCE-8a5487b91cce6e10d797b451,EXTSRCREV-b793382c7d12fe9b8e0064ae,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d04d41b2ab1339a53ffe95f9ad3aab9eb90c6adca7a8266174043494c912f570.html,d04d41b2ab1339a53ffe95f9ad3aab9eb90c6adca7a8266174043494c912f570,83226,html,text/html; charset=UTF-8,html_text_candidate,official_administrative_summary,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-b793382c7d12fe9b8e0064ae,RESCAND-23be1fc4981a6c0c5f9364be,ROOTCOMP-85ffb70ac427b3a595e60f62,MECHEXP-19d4dd6a6b3153f025fe467b|MECHEXP-2eaf50a6749aa3a4172c723c|MECHEXP-53a9de45eaaf6d17d3b584f4|MECHEXP-632ae2a2e421db09e9f50342|MECHEXP-6f8a66d5119c53ccf7c1f42f|MECHEXP-b9596e62487213e1839042c9|MECHEXP-c98683e52bc99868dfa5c414,,True,False
EXTREADYQ-b91501e58bc286e3d08733d1,EXTSOURCE-8a558b563771c8bfe0cd1e23,EXTSRCREV-7f6215a0cbc4fc99558cecaa,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/10b5855fc36d0a97a48a799a684b7a81b6d1d98fafe57c51be673c1c7201275e.html,10b5855fc36d0a97a48a799a684b7a81b6d1d98fafe57c51be673c1c7201275e,43239,html,text/html,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-7f6215a0cbc4fc99558cecaa,RESCAND-d0ce90f90d5e2aed71ab4bce,ROOTCOMP-2d37a8a5660d4b9f3b6af254,MECHEXP-0840c2377c4beb9cbb298537|MECHEXP-0c6a46c61aa312241d1ea9a2|MECHEXP-5d51df67d8c0109154a7295b|MECHEXP-c254dc04100a1d37a3de7a0b|MECHEXP-d754172da4e6dae20100ee0d,,True,False
EXTREADYQ-e75b415a08f6da3249699e72,EXTSOURCE-8a5902984d9a9e6754de3b96,EXTSRCREV-ef78bb2cd7e7f630e554a21f,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c54dd035cfb16fcb282efd0a7241a2af3adc9fcec63ef895a4961ad04480e3e4.pdf,c54dd035cfb16fcb282efd0a7241a2af3adc9fcec63ef895a4961ad04480e3e4,1885590,pdf,application/pdf,parse_text_pdf_candidate,direct_official_administrative_record,multi_family_administrative_source,payroll_roster,EXTSRCREV-ef78bb2cd7e7f630e554a21f,EXTCAND-0e088b58804f3b738569fa4c,ROOTCOMP-c87a4abf4ad2c77dca1fe47c,MECHEXP-0757f9472b2d49a093345304|MECHEXP-95cb5f1b320e989605d0e445|MECHEXP-9efb2b12d87ad8f6a103e528|MECHEXP-b33bc28687d8cd4929922ebf,,True,False
EXTREADYQ-5d234ef1bac1b3b576d0ce9d,EXTSOURCE-8a5a8dfa022bf85ce063fe14,EXTSRCREV-89f4f852dcc40c3ea4384f06,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1b437a2b25c227cd6aaf8662b20343b7cd07fef5121c8ba565437f51b3214a9c.html,1b437a2b25c227cd6aaf8662b20343b7cd07fef5121c8ba565437f51b3214a9c,252912,html,text/html;charset=utf-8,html_text_candidate,official_administrative_summary,implementation_confirmation,ordinance_or_resolution,EXTSRCREV-89f4f852dcc40c3ea4384f06,EXTCAND-5bcb0cd679bf786bb23a8fb6,ROOTCOMP-37bee382470984616c8ff00e,MECHEXP-3c1df40df8a1fa0dfd7915c2|MECHEXP-43a6bb48d2d1938e99cb1d1b|MECHEXP-9c8c9629e1322a1b54ab8831|MECHEXP-f2b5d575a1a58e310ec6f18b,,True,False
EXTREADYQ-e964481e06be16869177ce9a,EXTSOURCE-8a5af6589c3b5790dbf31b49,EXTSRCREV-4b157ddd372ac47f1af08998,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f0973ce622faf5bd4030b267d4f87ce4ec4b719f00db0686e79b16a1ad7de118.html,f0973ce622faf5bd4030b267d4f87ce4ec4b719f00db0686e79b16a1ad7de118,162938,html,text/html; charset=utf-8,html_text_candidate,official_administrative_summary,multi_family_administrative_source,payroll_roster,EXTSRCREV-4b157ddd372ac47f1af08998,EXTCAND-0f2f8ad7ae305ccc31f523a0,ROOTCOMP-30d038a3a748c0609825fca0|ROOTCOMP-3e2916f42abeb07f56562528,MECHEXP-03f09635e6e0a62ffeca2eb2|MECHEXP-0de5f72eb1f1811bbe667b69|MECHEXP-40abfaabc0257e73c207ecbb|MECHEXP-586655b8fbdb768efc5fae6e|MECHEXP-67d07711867aecc7c9011521|MECHEXP-6ec061468b92d38346856563|MECHEXP-c3045ccdd24bec8dae2df139|MECHEXP-dca1fd88c0c27a16270eecc6|MECHEXP-e6f426483368ea895be6023d,,True,False
EXTREADYQ-9ebfc26c19fcc323bc9685e8,EXTSOURCE-8a5b77bde05c05535a7a41f1,EXTSRCREV-cd892dd7087977136ece4fd1,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fd85cd295f70b68df33463197bf7c721a2859688165656365ef61a6e40a6fc4d.html,fd85cd295f70b68df33463197bf7c721a2859688165656365ef61a6e40a6fc4d,36536,html,text/html; charset=UTF-8,html_text_candidate,official_administrative_summary,payroll_and_earnings,payroll_roster,EXTSRCREV-cd892dd7087977136ece4fd1,RESCAND-48863d74c554ab5a9b5fe60b,ROOTCOMP-67901a4769cc496a778acb60|ROOTCOMP-ae6bb549e09f2b90b2a81869|ROOTCOMP-db53a535d0c480a2bdcfeb20|ROOTCOMP-fc47a8df0cb758c955b7da42,MECHEXP-0582221dff363cc236d5e14b|MECHEXP-1fd67473200d15ca7f2db680|MECHEXP-266e20fb0c737d6c68698508|MECHEXP-277abf3068485e4aa6847c51|MECHEXP-3379b6759ccf46d9b801301f|MECHEXP-3b1349ba874b342b5f21e68e|MECHEXP-4afb001e64e91cea6115e756|MECHEXP-5c999845e8ed7a1890d6a37b|MECHEXP-698b1cabb898c867ceca6094|MECHEXP-6dcbf1b4693560333ed84fb4|MECHEXP-964ddaab06e37b10a8be1d3e|MECHEXP-ac65788179f49357a8f5c23f|MECHEXP-b49a9ca4d4d4ba92697b9dc9|MECHEXP-bb5e82d824aeb52ee412b5e2|MECHEXP-dad6c046f53566eabf375520|MECHEXP-e57c76206a76b9ba3a08debe|MECHEXP-f45b7c37217b457c3b431b3c|MECHEXP-f5420f74f8538fb9f68e2eaf|MECHEXP-fd14e1c10f71562a7ed4a812,,True,False
