MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html; charset=UTF-8,6bcff9d18a429e1ff4bc62a14f4cb9d7ee21bd46d864b4039d34237c98cb8bdf,retained prior type,0,"--> POLICE EMPLOYMENT | villageofhobart top of page HOME YOUR GOVERNMENT VILLAGE BOARD VILLAGE ADMINISTRATOR VILLAGE CLERK & TREASURER PLANNING & CODE COMPLIANCE PUBLIC WORKS MUNICIPAL COURT POLICE DEPARTMENT FIRE DEPARTMENT VILLAGE ASSESSOR COMMITTEES, BOARDS, & COMMISSIONS VILLAGE SERVICES PAY ONLINE DRUG TAKEBACK VILLAGE PARKS VILLAGE MAPS ELECTIONS GARBAGE & RECYCLING SNOW & ICE REMOVAL MUNICIPAL UTILITIES ANIMAL CONTROL VILLAGE DEMOGRAPHICS MUNICIPAL CODE FORMS & PERMITS BUILD FAQ STAY IN TOUCH CONTACT US STAFF DIRECTORY EMPLOYMENT LATEST NEWS VILLAGE CALENDAR More... Use tab to navigate ","{""bounded_link_count"": 47, ""bounded_visible_character_count"": 23421, ""html_title"": ""POLICE EMPLOYMENT | villageofhobart""}",594793,https://www.hobartwi.gov/police-employement,EXTLOC-cb542d75be3324b04b132cf2,,police,html,200,payroll_roster,https://www.hobartwi.gov/police-employement,high,0,0,False,RESCAND-e0c487dc228fdc3a4ae8b11d,,MECHEXP-1713b8166b684d501b1d77ca|MECHEXP-1897b61ecc65ee98d7d11208|MECHEXP-20410f06e577c5ba3ccf5b56|MECHEXP-3bfacfa67226c4650c0c5f54|MECHEXP-4fab7e4be39eb9fe9162001d|MECHEXP-5144f38be3f31cebb87aaa11|MECHEXP-70949c7b8a5eb72c4c3a6bbf|MECHEXP-98069d60c3c8c887483e51a7|MECHEXP-9d904302326f904be2f8a7d4|MECHEXP-bedc0ef8873f554eb26b661e|MECHEXP-c74e2d811315aa774a33a9f7|MECHEXP-d31fd69de5fee5ff08bf082a|MECHEXP-e58131d8c0cc594bf0d6bb96|MECHEXP-e7347b1bb8f503a448a67dc5|MECHEXP-fd51ec460b9d219156abf552,ROOTCOMP-2711bda1675974b47791e063|ROOTCOMP-2e127a1b05ec5065b479cc04|ROOTCOMP-6613b197d5559ecc9aca9d52|ROOTCOMP-c760518e85d2dfed3f5fb38c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/6bcff9d18a429e1ff4bc62a14f4cb9d7ee21bd46d864b4039d34237c98cb8bdf.html,www.hobartwi.gov,Butler,0,true,police-employement,2023,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-b9ed2722a6e2136a25a06084,2026-08-05T17:21:49.601132+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,official_administrative_summary,EXTSRCREV-1c08686c46ceccf8042f4bf3,source_review_lane_004,694,bounded HTML shell contains plausible administrative source signal,retained_html,WI
text/html; charset=utf-8,9fdabd8f7ae7a2958296a6712f3a9e45e40a6e26a1deea8134facfc10c6f24e0,retained prior type,0,"HUMAN RESOURCE & LABOR RELATIONS - City of Highland Park Skip to main navigation Skip to main content Skip to search Toggle search bar Type to search Search Translate Facebook X YouTube Instagram Email Updates MENU GOVERNMENT Toggle subnavigation GOVERNMENT 30TH DISTRICT COURT Toggle subnavigation Case Search Court Calendar Weekly Court Schedule ASSESSOR Toggle subnavigation A Guide To Your Property Taxes Board of Review For Assessments FAQs On Property Tax Assessment Find Property Tax Information Public Act 660 of 2018, Property Assessing Reform Published Policy Tax & Assessing CITY COUNCIL T","{""bounded_link_count"": 286, ""bounded_visible_character_count"": 92020, ""html_title"": ""HUMAN RESOURCE & LABOR RELATIONS - City of Highland Park""}",174211,https://www.highlandparkmi.gov/services/human-resource-labor-relations/,EXTLOC-0ce5a87db9daf15d482aeea2,,all_units,html,200,payroll_roster,https://www.highlandparkmi.gov/services/human-resource-labor-relations/,high,0,0,False,EXTCAND-5bfdd4180a3d0f654b51ff32,,MECHEXP-1b050858bbd1e80c0a0a4342|MECHEXP-81dd622879820cc102ba3f21|MECHEXP-90711ac840314957061aec60|MECHEXP-b3a8da4603192bd58c1e5998|MECHEXP-ec966ba90024211679c53298,ROOTCOMP-e1047ecfc02916034590ff2e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9fdabd8f7ae7a2958296a6712f3a9e45e40a6e26a1deea8134facfc10c6f24e0.html,www.highlandparkmi.gov,Highland charter,0,true,human-resource-labor-relations,2018,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-ce71dad0cd390e9996778f79,2026-08-05T17:21:49.684789+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,official_administrative_summary,EXTSRCREV-f65227a421112ed81332e4cc,source_review_lane_004,692,bounded HTML shell contains plausible administrative source signal,retained_html,MI
text/html; charset=UTF-8,9d0bb8cd1f4157b2b475cbc65c8614a649f521798ad23ac345c0821bbfdaec52,retained prior type,0,"Village Budget - Village of Holmen /********* Compiled CSS - Do not edit *********/ /* devanagari */ @font-face { font-family: 'Poppins'; font-style: italic; font-weight: 400; font-display: swap; src: url(https://www.holmenwi.gov/wp-content/uploads/fusion-gfonts/pxiGyp8kv8JHgFVrJJLucXtAKPY.woff2) format('woff2'); unicode-range: U+0900-097F, U+1CD0-1CF9, U+200C-200D, U+20A8, U+20B9, U+20F0, U+25CC, U+A830-A839, U+A8E0-A8FF, U+11B00-11B09; } /* latin-ext */ @font-face { font-family: 'Poppins'; font-style: italic; font-weight: 400; font-display: swap; src: url(https://www.holmenwi.gov/wp-content/","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 191113, ""html_title"": ""Village Budget - Village of Holmen""}",1136442,https://www.holmenwi.gov/village-departments/clerk-treasurer/village-budget/,EXTLOC-192a0dd454c447d5e154c3d0,,unclear,html,200,payroll_roster,https://www.holmenwi.gov/village-departments/clerk-treasurer/village-budget/,high,0,0,False,RESCAND-2ef252fbfac08c9b062f0d5f,,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,ROOTCOMP-f6a5356e1966b7ce1b190a17,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9d0bb8cd1f4157b2b475cbc65c8614a649f521798ad23ac345c0821bbfdaec52.html,www.holmenwi.gov,Alban,0,true,village-budget,2022,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-51cf9fc830f56f4dda42cccf,2026-08-05T17:21:49.856991+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-5c3e7ae79253fb7393ccc3d7,source_review_lane_004,695,bounded HTML shell contains plausible administrative source signal,retained_html,WI
text/html; charset=utf-8,b6110201113ce443905ad12fe9f99d8abf16d18efd04ba50d49ed030f555bd3b,retained prior type,0,"Archive Center • Highland, CA • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Departments Our Community Business How Do I... Home Archive Center Choose the drop down menus to view archived documents. Select the All Archive Items drop down or use the search feature to access older documents. Adobe Reader may be required to view some documents. www.adobe.com . Search the Archives Adopted Budget: Select an Item All Archive Items Most Recent Archive Item 2025 to 2027 Adopted Budget (PDF) 2021 to 20","{""bounded_link_count"": 32, ""bounded_visible_character_count"": 10470, ""html_title"": ""Archive Center • Highland, CA • CivicEngage""}",93732,https://www.highlandca.gov/Archive.aspx,EXTLOC-f3f5b81cd192e93c353674cc,,all_units,html,200,payroll_roster,https://www.highlandca.gov/Archive.aspx,high,0,0,False,EXTCAND-cc47bc1c29a9d9293255410a,,MECHEXP-1b050858bbd1e80c0a0a4342|MECHEXP-81dd622879820cc102ba3f21|MECHEXP-90711ac840314957061aec60|MECHEXP-b3a8da4603192bd58c1e5998|MECHEXP-ec966ba90024211679c53298,ROOTCOMP-e1047ecfc02916034590ff2e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b6110201113ce443905ad12fe9f99d8abf16d18efd04ba50d49ed030f555bd3b.html,www.highlandca.gov,Highland charter,0,true,Archive.aspx,2018,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-dbcc75ec22a5baa06560abe6,2026-08-05T17:21:49.883446+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,official_administrative_summary,EXTSRCREV-2c96ada88b80cb0f5ec2a9ac,source_review_lane_004,691,bounded HTML shell contains plausible administrative source signal,retained_html,MI
application/pdf,7315d8c2b5de716264157bb84d23cb1832624d52b25e78c63132c3339e84afbe,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",569101,https://www.henrycountyva.gov/Archive/ViewFile/Item/115,EXTLOC-774871ab70d228c8112c6c80,inline;filename=2017 Board of Supervisors Meeting Minutes (PDF).pdf,fire,pdf,200,payroll_roster,https://www.henrycountyva.gov/Archive/ViewFile/Item/115,high,0,0,False,RESCAND-21be9ccdcd9a821235a2ede3,,MECHEXP-1f8413d30cec2cf6a01f46c7|MECHEXP-4bdbab1c1cba20f030d29ed2|MECHEXP-d67a2a3ae0947f874287e450|MECHEXP-d704fde673414e38c0b6d475,ROOTCOMP-acb305f8aa5fd6db77a4c9e5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7315d8c2b5de716264157bb84d23cb1832624d52b25e78c63132c3339e84afbe.pdf,www.henrycountyva.gov,American,0,true,115,2017,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-d81cbd980fd9aae736b03fe9,2026-08-05T17:21:50.217069+00:00,0,tenure_and_progression,fire,direct_official_administrative_record,EXTSRCREV-f5868a50d191d33c779a9e5e,source_review_lane_004,689,supported source format and plausible administrative metadata,retained_pdf,OH
application/pdf,eabc6b5ffc178b6741c118b11b8123242d236542a042d3e385b02e6ac7586f11,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",66701,https://www.hud.gov/sites/dfiles/PIH/documents/PHA_Contact_Report_KS.pdf?cka=33&cko=173&cks1=4321&cks2=200515625&trkid=1,EXTLOC-da6a1cf56b742ff4dd702613,,unclear,pdf,200,payroll_roster,https://www.hud.gov/sites/dfiles/PIH/documents/PHA_Contact_Report_KS.pdf?cka=33&cko=173&cks1=4321&cks2=200515625&trkid=1,high,0,0,False,RESCAND-b7d791926601121366e24602,,MECHEXP-856f41e20bc98af24eaeb506|MECHEXP-9aaa763f2f731500150f2206|MECHEXP-9df5ee00e38047cbca5fb8d0|MECHEXP-c00ccbe0064ee6503d6066d1|MECHEXP-faeb49abe28b27f9f5d84796,ROOTCOMP-6629916798554eb32d714e99,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/eabc6b5ffc178b6741c118b11b8123242d236542a042d3e385b02e6ac7586f11.pdf,www.hud.gov,Cawker City,0,true,PHA_Contact_Report_KS.pdf,2025,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-c17620736e94796f7798833d,2026-08-05T17:21:50.271121+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,direct_official_administrative_record,EXTSRCREV-a2492e16029ebe84df675163,source_review_lane_004,698,supported source format and plausible administrative metadata,retained_pdf,KS
text/html;charset=UTF-8,7103f4acce2b8709cdbb2a8d9a756cd8f9a4bcb2bcc06efe81ac3edbc9f999cd,retained prior type,0,"Census of Governments, 1972: Government Employment and Finance Files Please enable JavaScript in your browser. JavasScript is required to use the core functionality of this site including searching, downloading data, and depositing data. Skip to Main Content Help Search Site Content Data --> Log In --> Find Data Find Data Search & Compare Variables Data-related Publications Data Collections & Projects Share & Manage Data Share & Manage Data Overview Preparing for Deposit Deposit Your Data Data Management Plans & Grant Support Support & Resources Membership Member Overview Member Institutions L","{""bounded_link_count"": 121, ""bounded_visible_character_count"": 10531, ""html_title"": ""Census of Governments, 1972: Government Employment and Finance Files""}",91725,https://www.icpsr.umich.edu/web/ICPSR/studies/69/publications,EXTLOC-3b4c60eb9477ac443fb538ee,,unclear,html,200,payroll_roster,https://www.icpsr.umich.edu/web/ICPSR/studies/69/publications,high,0,0,False,RESCAND-ba6755d9a4935daacbc924f9,,MECHEXP-0f8d01fb929e340f58b9b60d|MECHEXP-2b451f873f67be2609ec30d3|MECHEXP-7331f60fed3d9b3a5e3940d2|MECHEXP-76d29100d2eb592aff32d8cf|MECHEXP-7f4426a8c5520290f0b88d67|MECHEXP-814a0d61b889d12770b8b599|MECHEXP-962880f80d0b9c843634be6d|MECHEXP-be88ce884387bc7680687331,ROOTCOMP-ff4255f01f45c5dd6d23719e,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7103f4acce2b8709cdbb2a8d9a756cd8f9a4bcb2bcc06efe81ac3edbc9f999cd.html,www.icpsr.umich.edu,Chester,0,true,publications,2018,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-7d16e67abd2c2817cfcff53a,2026-08-05T17:21:50.420828+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,official_administrative_summary,EXTSRCREV-be6fd1dd7f2943de0eba135b,source_review_lane_004,699,bounded HTML shell contains plausible administrative source signal,retained_html,OH
application/pdf,5dd98d0d2c95d97c48f87214f320d573e478ecc90cf43012b48c991e49ea5183,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.5""}",409872,https://www.hamiltoncountyny.gov/sites/default/files/2017-03/agenda_res._dec._16_2016.pdf,EXTLOC-9cd9429538b54d2ae2560723,,all_units,pdf,200,payroll_roster,https://www.hamiltoncountyny.gov/sites/default/files/2017-03/agenda_res._dec._16_2016.pdf,high,0,0,False,EXTCAND-926b6cd7eeb6df1f7519663b,,MECHEXP-3c1df40df8a1fa0dfd7915c2|MECHEXP-43a6bb48d2d1938e99cb1d1b|MECHEXP-9c8c9629e1322a1b54ab8831|MECHEXP-f2b5d575a1a58e310ec6f18b,ROOTCOMP-37bee382470984616c8ff00e,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5dd98d0d2c95d97c48f87214f320d573e478ecc90cf43012b48c991e49ea5183.pdf,www.hamiltoncountyny.gov,Hamilton,0,true,agenda_res._dec._16_2016.pdf,2016,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-cd5ac60644f06f71ceef16a7,2026-08-05T17:21:50.561319+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,all_units,direct_official_administrative_record,EXTSRCREV-9b98fae9cd59279866157466,source_review_lane_004,686,supported source format and plausible administrative metadata,retained_pdf,OH
text/html,2ac8fddf7177023e4a348b2fa0d42897a788113dc47cd53731f319513a4451d9,retained prior type,0,"ADMINISTRATIVE CODE TITLE 80: PUBLIC OFFICIALS AND EMPLOYEES SUBTITLE B: PERSONNEL RULES, PAY PLANS, AND POSITION CLASSIFICATIONS CHAPTER I: DEPARTMENT OF CENTRAL MANAGEMENT SERVICES PART 310 PAY PLAN SECTION 310.APPENDIX A NEGOTIATED RATES OF PAY Section 310.APPENDIX A�� Negotiated Rates of Pay Section 310.TABLE N�� RC-010 (Professional Legal Unit, AFSCME) Title Title Code Bargaining Unit Pay Grade Hearings Referee 18300 RC-010 23 Hearings Referee � Intermittent 18301 RC-010 23H Public Service Administrator, Option 8L Departments of Central Management Services, Children and Family Services, H","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 14275, ""html_title"": """"}",121626,https://www.ilga.gov/commission/jcar/admincode/080/08000310ZZ9996AnR.html,EXTLOC-02e8bccc5e85f5536a46fe45,,non_safety,html,200,payroll_roster,https://www.ilga.gov/commission/jcar/admincode/080/08000310ZZ9996AnR.html,high,0,0,False,EXTCAND-6e7b4594a4922ebdb447ca29,,MECHEXP-0de7db8923d8874ca696fdc0|MECHEXP-229786eea8e8963f6c2ab106|MECHEXP-48d1fecbacea2be40045747a|MECHEXP-48f9fd598c56e9fe6d9689c6|MECHEXP-5f2810bfbc970a393f215a56|MECHEXP-7e08f2dc7f4d8101aeba33e1|MECHEXP-8162408e9f8adc0d0063938c|MECHEXP-b6a1fc1d44be1c1ce86793c3|MECHEXP-c384b30a6daad05ec8c54488|MECHEXP-d2e952fed5f5e61383517cd2|MECHEXP-d7878606accd6ca9ac801979,ROOTCOMP-d5a944ff035ab0d84ce00e61|ROOTCOMP-d890e272ce75e618346789b6,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2ac8fddf7177023e4a348b2fa0d42897a788113dc47cd53731f319513a4451d9.html,www.ilga.gov,Colona,0,true,08000310ZZ9996AnR.html,2025,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-2cfbb85a4fc0fb7f1e510ca1,2026-08-05T17:21:50.640246+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,non_safety,official_administrative_summary,EXTSRCREV-248563a900ab139ef19939e5,source_review_lane_004,701,bounded HTML shell contains plausible administrative source signal,retained_html,IL
text/html; charset=utf-8,cb59b9886a438eef3be4f707d7db2d1ea9b58c068b6682352e87c337f6a0309c,retained prior type,0,Government welcomes C&AG Report on Recruitment and Retention Skip to main content Skip to accessibility This website is not compatible with your web browser. You should install a newer browser . If you live in Jersey and need help upgrading call the States of Jersey web team on 440099. gov.je Information and public services for the Island of Jersey L'înformâtion et les sèrvices publyis pouor I'Île dé Jèrri Contacts Translate Login Login Search gov.je Search Search gov.je Search gov.je Home News 2025 news --> Government welcomes C&AG Report on Recruitment and Retention 17 March 2025 The Governm,"{""bounded_link_count"": 46, ""bounded_visible_character_count"": 7816, ""html_title"": ""Government welcomes C&AG Report on Recruitment and Retention""}",35644,https://www.gov.je/News/2025/Pages/RecruitmentAndRetentionReport.aspx,EXTLOC-fb9d8f138a6db2a517811015,,unclear,html,200,payroll_roster,https://www.gov.je/News/2025/Pages/RecruitmentAndRetentionReport.aspx,high,0,0,False,RESCAND-5502ce9f155fb80f502f6eb1,,MECHEXP-63c5ed905018ca5e67d66dfc|MECHEXP-a776cff39be85b2fae84a4f9|MECHEXP-c4ab5fcf6d4fba9b42212e3e|MECHEXP-c93589bccfc089ac6680b1f8,ROOTCOMP-1c160ecf02b82931e0d62302,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/cb59b9886a438eef3be4f707d7db2d1ea9b58c068b6682352e87c337f6a0309c.html,www.gov.je,Brooklawn,0,true,RecruitmentAndRetentionReport.aspx,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-d1323b362988636403d1ff39,2026-08-05T17:21:50.913771+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,official_administrative_summary,EXTSRCREV-22369099e752f9a9cd16cab1,source_review_lane_004,680,bounded HTML shell contains plausible administrative source signal,retained_html,NJ
application/pdf,2edd1a18c7c4d7a124e83d9e2ef3398fae4b673207c24e84baad99fe246127c8,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",983830,https://www.gtcountymi.gov/Archive/ViewFile/Item/797,EXTLOC-92ca9a94c687f65927c1f522,inline;filename=Approved Budget.pdf,police,pdf,200,payroll_roster,https://www.gtcountymi.gov/Archive/ViewFile/Item/797,high,0,0,False,EXTCAND-4ccd631176ab08cd6c76e70b,,MECHEXP-06f1113a36b5e0b452ffdd7e|MECHEXP-665bdbb3d09fd8a52aeda91c|MECHEXP-779d1a79422740d5b3b058f0|MECHEXP-7dbc9cfcff4251095b930523|MECHEXP-7eac0ea7bfb81cac6ca33adb|MECHEXP-9380d00a54c3dce81bd8d6fb|MECHEXP-d87ecdb4fe09d56612c89676,ROOTCOMP-8076d5b345579b96e1ad52b8,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/2edd1a18c7c4d7a124e83d9e2ef3398fae4b673207c24e84baad99fe246127c8.pdf,www.gtcountymi.gov,Cassopolis,0,true,797,2017,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-69f92cc31923bed3d295888c,2026-08-05T17:21:51.050379+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,direct_official_administrative_record,EXTSRCREV-af2929e9f4e44b23f4a81ef4,source_review_lane_004,685,supported source format and plausible administrative metadata,retained_pdf,MI
text/html; charset=utf-8,475d1dfa3d8fc8d909716adfc0ff5587949c3082e297dadc0d573c051f5f784c,retained prior type,0,"Agenda Center • Jacksonville, AR • CivicEngage Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Search Government Services Residents Business Parks & Recreation How Do I... Home Agenda Center Agenda Center View current agendas and minutes for all boards and commissions. Previous years' agendas and minutes can be found in the Archive Center . Tools RSS Notify Me® Search Agendas by: Time Period Time Period Time Period Last Week Last Month Last 6 Months Last Year Start Date End Date Enter Search Terms Select a Category","{""bounded_link_count"": 277, ""bounded_visible_character_count"": 25810, ""html_title"": ""Agenda Center • Jacksonville, AR • CivicEngage""}",202841,https://www.jacksonvillear.gov/AgendaCenter,EXTLOC-0c21fd19b792ce623db23852,,police,html,200,payroll_roster,https://www.jacksonvillear.gov/AgendaCenter,high,0,0,False,RESCAND-ba3a2710529475f14abbaa34,,MECHEXP-69725b44ac3177e0fa642352|MECHEXP-82d056a2e9fb030f93c0df68|MECHEXP-998ff8bfe2a4add7aaccaa5e|MECHEXP-dc2c11b3fbc6ecd903be3506|MECHEXP-e4c81b35da2a8cea198be5f4,ROOTCOMP-ad06d93710f6ad3ce533ac78,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/475d1dfa3d8fc8d909716adfc0ff5587949c3082e297dadc0d573c051f5f784c.html,www.jacksonvillear.gov,Cammack Village,0,true,AgendaCenter,2023,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-74cebf34c9a4d6f35022ca34,2026-08-05T17:21:51.804302+00:00,0,implementation_confirmation,police,official_administrative_summary,EXTSRCREV-c400368fcc915252fd0abaee,source_review_lane_004,705,bounded HTML shell contains plausible administrative source signal,retained_html,AR
application/pdf,5b7fcfefd7affafd1b63563a4b8e7a3d57863238e4c3c4241adb1425bede1245,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",310315,https://www.homesteadtwpmi.gov/downloads/budget.pdf,EXTLOC-8fb56ac20aa9270f4fe229e5,,unclear,pdf,200,payroll_roster,https://www.homesteadtwpmi.gov/downloads/budget.pdf,high,0,0,False,RESCAND-1c64b4bd44a915aee066252a,,MECHEXP-1e2e70bcc918bd871301fc4c|MECHEXP-3103d424f445a1c60521d5a1|MECHEXP-3f446b8d6230377e4fc7cc39|MECHEXP-5b877ae843ae43ce516309e3|MECHEXP-8138a97280c948026c722068|MECHEXP-a96519b1f2a1af23b1adbb15|MECHEXP-bb6b921489a182f87d755c2f|MECHEXP-bfc21ffe9f55850ad250b9cb,ROOTCOMP-976b91aeed59005ff50c1944|ROOTCOMP-d9afe43f5e82fd1ac91f6023,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5b7fcfefd7affafd1b63563a4b8e7a3d57863238e4c3c4241adb1425bede1245.pdf,www.homesteadtwpmi.gov,Burt,0,true,budget.pdf,2019,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-8b617d6279bbfaa78e0bda76,2026-08-05T17:21:51.901824+00:00,0,implementation_confirmation,unclear,direct_official_administrative_record,EXTSRCREV-95c0af7d06583807d3526450,source_review_lane_004,696,supported source format and plausible administrative metadata,retained_pdf,MI
text/html; charset=UTF-8,f2ae08b9edd06ec5153ced04ae1d3873eaf70a071d13027f9f9295963a5969f8,retained prior type,0,"Northeast Kansas | K-State | Kansas State University Powercat chevron double-chevron chat-purple home computer window with a question mark close facebook linkedin menu search twitter youtube apply-purple apply-white chat-white request-purple request-white Jump to main content Jump to footer Kansas State University Canvas OrgCentral Navigate KSIS Time & Leave HRIS Webmail Sign in Browse A-Z Career Center Search Search K-State home Career Center Students Connect with Opportunities Resources Kansas Schools Northeast Kansas Northeast Kansas Atchison County Community Schools, USD 377 District Class","{""bounded_link_count"": 117, ""bounded_visible_character_count"": 79740, ""html_title"": ""Northeast Kansas | K-State | Kansas State University""}",139958,https://www.k-state.edu/careercenter/students/connect/resources/kansas-schools/northeast/,EXTLOC-28869b3eda52d10aa7097ab1,,police,html,200,payroll_roster,https://www.k-state.edu/careercenter/students/connect/resources/kansas-schools/northeast/,high,0,0,False,EXTCAND-3e6f0d8850b1814276c86534,,MECHEXP-43737f7165ceb3999f7302be|MECHEXP-48da7a91a53df60d4750aa2f|MECHEXP-9c72713a0e75a1da88f2e3dd|MECHEXP-d0731f1a73da951d8cceac20|MECHEXP-fa5cedb7459fe95825ef3989,ROOTCOMP-f20af5fdc5f9100192cd1712,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f2ae08b9edd06ec5153ced04ae1d3873eaf70a071d13027f9f9295963a5969f8.html,www.k-state.edu,Valley Falls,0,true,northeast,2022,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-f23281c3c0076ea071b26566,2026-08-05T17:21:52.164605+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-fbf87bb4e9d519e05fe8bf33,source_review_lane_004,707,bounded HTML shell contains plausible administrative source signal,retained_html,KS
