retained_source_id,SHA_256,byte_size,detected_file_type,local_artifact_path
EXTSOURCE-996e7aa3bfa57c53fd110146,e10195fea26ba457cb8f8e1c916dd4008275549f23cd038adf45f54f277194f4,3806230,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e10195fea26ba457cb8f8e1c916dd4008275549f23cd038adf45f54f277194f4.pdf
EXTSOURCE-720c4d1604438d5bd26c2971,28fd9d95a2d28753ba3d24ad9bacca4b5e08a6888e8fea2a56453f992b5ed298,47668,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/28fd9d95a2d28753ba3d24ad9bacca4b5e08a6888e8fea2a56453f992b5ed298.html
EXTSOURCE-bc369e09135a83db283da171,1db9d8aa628197ed5f727947bd72de2ade0e925805ef36588a5ed798810ad82a,7404379,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1db9d8aa628197ed5f727947bd72de2ade0e925805ef36588a5ed798810ad82a.pdf
EXTSOURCE-6919a05aa855cd175ffef85e,d09cc4291a845d8496e97c940f3673dbd088409bd4ff1d41075bca93e3fc507a,55415,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d09cc4291a845d8496e97c940f3673dbd088409bd4ff1d41075bca93e3fc507a.html
EXTSOURCE-5b31e861af36fa2bbe9c60c8,790a6f14ad508808e9989e9323a3dd932c0e117594a1b02d216132d6533da78f,47019,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/790a6f14ad508808e9989e9323a3dd932c0e117594a1b02d216132d6533da78f.html
EXTSOURCE-49478d4254e68ad9165c711a,622eb98b37d54852e58872f7c43bc00bd437898e2989a7da977d5ea9e245fee7,1841821,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/622eb98b37d54852e58872f7c43bc00bd437898e2989a7da977d5ea9e245fee7.pdf
EXTSOURCE-200575c6cb2642cbcdde146f,77a66bc9323f9ec83752908a18471ded8ade1422010b9f40790bad974d5ca755,14776,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/77a66bc9323f9ec83752908a18471ded8ade1422010b9f40790bad974d5ca755.html
EXTSOURCE-d7bdce0339021a610701e426,637c1c445a499ad8514fcd635ad496a4e27dcb606896c253c22c233f737606cd,222773,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/637c1c445a499ad8514fcd635ad496a4e27dcb606896c253c22c233f737606cd.html
EXTSOURCE-f56829735400ca4da35e42d6,1f5ba93c1423eabc05e13cf5c297816bd0f2adb899ff64e0a50098adbe59b543,8296908,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1f5ba93c1423eabc05e13cf5c297816bd0f2adb899ff64e0a50098adbe59b543.pdf
EXTSOURCE-ffa57f6ee6eb65eaf357b00c,c222125fff2b84b97dfc52adb4f89d642dd8eb9d369dc773dedb01e0f868d3c4,944848,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c222125fff2b84b97dfc52adb4f89d642dd8eb9d369dc773dedb01e0f868d3c4.pdf
EXTSOURCE-80541bfc62c5ba3d56972716,1feaccdf83c25bd1925440b4b2f5cdb46e994f4cd995c844c497f0ab036064b0,82979,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1feaccdf83c25bd1925440b4b2f5cdb46e994f4cd995c844c497f0ab036064b0.html
EXTSOURCE-62bab876ff85818cc8f9c494,f8b103f63a604bcc9b3784b8b25c921e540a5dbe07182e2356134cbf1bf3332d,142765,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f8b103f63a604bcc9b3784b8b25c921e540a5dbe07182e2356134cbf1bf3332d.html
EXTSOURCE-20c14105e8ce9b8d2e61437b,5ba1ad54e48cd2d1942e847aaa630a08aad56db39807ba217d95be957c7b637a,151669,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5ba1ad54e48cd2d1942e847aaa630a08aad56db39807ba217d95be957c7b637a.html
EXTSOURCE-db07031eadbb126469e3ffbb,a370b9af79390f97a523bd3bea56186b06b2da979da2f7b0858bced228c9cf02,4673694,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a370b9af79390f97a523bd3bea56186b06b2da979da2f7b0858bced228c9cf02.pdf
EXTSOURCE-7f6161b0ec34b4b94031e45f,048dff0cfc0a72506542afe6d82677c026c344702dbcfcece6b229c9bbd5a9b1,98230,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/048dff0cfc0a72506542afe6d82677c026c344702dbcfcece6b229c9bbd5a9b1.html
EXTSOURCE-d2f950683eeb66c37099a299,f9edab93d4584c4b2ecc010f27f8a676643e540b72c5a8551d09a98068c64866,573151,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f9edab93d4584c4b2ecc010f27f8a676643e540b72c5a8551d09a98068c64866.html
EXTSOURCE-9cc2b9a1028564ad1f00def4,0ae2fb1992e35ca3054cd8ba2e83433077dd84a52cf4e536654c3dd8d0ce422d,86530,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0ae2fb1992e35ca3054cd8ba2e83433077dd84a52cf4e536654c3dd8d0ce422d.html
EXTSOURCE-efb8f0b14a45ac4084e81c2a,e0a084bbfe39c630c7d951e3ef7e0b92a283c9f5cafa8668318a78475616b289,249406,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e0a084bbfe39c630c7d951e3ef7e0b92a283c9f5cafa8668318a78475616b289.pdf
EXTSOURCE-41b2f8a26832f0141dcc802a,47f1ceb71cc5dfc68726f3a79c2edb309f7ff691604366ebb707d8ba20173ead,1074535,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/47f1ceb71cc5dfc68726f3a79c2edb309f7ff691604366ebb707d8ba20173ead.pdf
EXTSOURCE-19057cb806f7b260136d2713,caf3308af58f57093e39df1b90f6f6f70525078ea2d23991cc0c14fa0b7e4b65,323112,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/caf3308af58f57093e39df1b90f6f6f70525078ea2d23991cc0c14fa0b7e4b65.html
EXTSOURCE-04a9854a2e705694805f4913,bc8e682911ded89ecd0842a4550dbe0ba8fb215dccd333159e9c4a567900c4a1,195021,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bc8e682911ded89ecd0842a4550dbe0ba8fb215dccd333159e9c4a567900c4a1.html
EXTSOURCE-4b095ca7f95f1b296db01e11,40a83fbefef76ba2e56968f29acfa1aedf8f84ea351444a1096587a7a1d44d27,83117,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/40a83fbefef76ba2e56968f29acfa1aedf8f84ea351444a1096587a7a1d44d27.html
EXTSOURCE-baed3db58f6a7cff828a88a4,9d258a5d6b331d0b1cb1be3cff6b6ba968f7a2894b62b108c43b378433432525,58414,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9d258a5d6b331d0b1cb1be3cff6b6ba968f7a2894b62b108c43b378433432525.html
EXTSOURCE-c94a7db72f5b0fb638b79874,3fa2fe1fcefbde314f1ad800288212526de42169f4898c3f4c3babc5c6a853de,125675,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3fa2fe1fcefbde314f1ad800288212526de42169f4898c3f4c3babc5c6a853de.html
EXTSOURCE-8b5bb9a6311b0fdb177c8020,66f422744b51116c9eada2da94b0053c65d9967c3bcc20e9dbd27189220bca79,3541,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/66f422744b51116c9eada2da94b0053c65d9967c3bcc20e9dbd27189220bca79.html
EXTSOURCE-372142ab225bd34e35fb986a,32a51db67a1e23c2fe7b0f961e884a144182c9ca291d59131ff46978bca46587,2425589,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/32a51db67a1e23c2fe7b0f961e884a144182c9ca291d59131ff46978bca46587.pdf
EXTSOURCE-29bde173b518f9778963c27e,b3d5d119b71863a566483d95ff9e24e43e8e78909ae8d824966b1f04c40022e6,103488,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b3d5d119b71863a566483d95ff9e24e43e8e78909ae8d824966b1f04c40022e6.html
EXTSOURCE-e051ffc6df2dcd25313d1492,5f030868725cdcf75411d00a4b22f405d5365bb03b06fc4cf8295e8544db8e46,4811694,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/5f030868725cdcf75411d00a4b22f405d5365bb03b06fc4cf8295e8544db8e46.pdf
EXTSOURCE-5681b855e11a2768d8deb5a6,243823aa52760a482a23d51733b7a0f309eed96361ab98c6eeb92685662ee914,897544,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/243823aa52760a482a23d51733b7a0f309eed96361ab98c6eeb92685662ee914.pdf
EXTSOURCE-bacb5579775fab1face9896a,3cab7d47489507b3750311697f26540bd10fff059b06fe6ba32c2746a1b7e7ca,13526,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3cab7d47489507b3750311697f26540bd10fff059b06fe6ba32c2746a1b7e7ca.html
EXTSOURCE-12843d07e2005b88a28c3649,d2f8912499e5482fd47c3931580ee7a3dccf4455f1f180666f36f664d975f8b3,44078,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d2f8912499e5482fd47c3931580ee7a3dccf4455f1f180666f36f664d975f8b3.html
EXTSOURCE-f645639e0d127369527447d1,05fa643b74ac38067937b3c4012986b02ae206dcfe2c41f7bcfed15f0f7ca47e,14214,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/05fa643b74ac38067937b3c4012986b02ae206dcfe2c41f7bcfed15f0f7ca47e.html
EXTSOURCE-c59b292fe6a3d74e7c51a77d,10644f1f5977596e30c15166f9d09c8e49397593911b368e7c9f6cef799b0c66,577292,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/10644f1f5977596e30c15166f9d09c8e49397593911b368e7c9f6cef799b0c66.html
EXTSOURCE-4228468b08c4845c5c62eea6,01db8b84e95e5a59cdf15863246f8fffec1514cdbcef3d7b2a269d01190dffe7,59477,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/01db8b84e95e5a59cdf15863246f8fffec1514cdbcef3d7b2a269d01190dffe7.pdf
EXTSOURCE-307c6e2e83858412367865fd,a2915e610aa6a2a81919c994dda56e8c57b948ac6d2e39c89fae2c2a7e824830,366320,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a2915e610aa6a2a81919c994dda56e8c57b948ac6d2e39c89fae2c2a7e824830.html
EXTSOURCE-09dd8e8940094c4ef5c554b3,209b60bc25b529348b94ddb47b181ecae74616a52eab6cd4b4ff2f8d83033b6b,6001149,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/209b60bc25b529348b94ddb47b181ecae74616a52eab6cd4b4ff2f8d83033b6b.pdf
EXTSOURCE-d3607f196154a3957ce7f3ea,3fde5e65a1339879ed1b15dc494ec3afc9c7cfae62c4ec27bad07288e6316fd3,72338,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3fde5e65a1339879ed1b15dc494ec3afc9c7cfae62c4ec27bad07288e6316fd3.html
EXTSOURCE-cee3a6b752d7d50281211d13,235ede091f1666b392949d52c2e86b74aa90fb75be3438ac42f598b3ed7d83b6,90173,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/235ede091f1666b392949d52c2e86b74aa90fb75be3438ac42f598b3ed7d83b6.html
EXTSOURCE-20026ba9a2df127d68aa3f2d,4c8c63294f08a6f18079f2aa9d7ea7b3d04312e898a4af7a296219db970728af,110951,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4c8c63294f08a6f18079f2aa9d7ea7b3d04312e898a4af7a296219db970728af.html
EXTSOURCE-2cc0f035ca31946943d464ae,deaf23467ef70a817a4843e97450881b1f144fb81eaf75c13beb493419212215,93029,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/deaf23467ef70a817a4843e97450881b1f144fb81eaf75c13beb493419212215.html
EXTSOURCE-b438feb624560ac2f5fa9fef,f39676cca72e2ec5d60dea0c68244c08fa2c006f82d7bf2f7b43f3bbf449daa6,8394,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f39676cca72e2ec5d60dea0c68244c08fa2c006f82d7bf2f7b43f3bbf449daa6.html
EXTSOURCE-3f40c810d2be86c7137665e7,4c24bcfdbbf3b9d8046e72c4045055c92efb65aaa68c332487f5aff5ed932d95,13151054,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4c24bcfdbbf3b9d8046e72c4045055c92efb65aaa68c332487f5aff5ed932d95.pdf
EXTSOURCE-f3a9dacafc5ef4b6b80b602a,2e1e51b391fa33e4044b47aefe03baee1e0be67bdbf743fd433f2522addf6df3,52273,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2e1e51b391fa33e4044b47aefe03baee1e0be67bdbf743fd433f2522addf6df3.html
EXTSOURCE-5357d7556d1c003fe69e5ced,38104b458c86772c4137b14794eba3b781022f313c5827bb1b4afe3490db769f,32387107,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/38104b458c86772c4137b14794eba3b781022f313c5827bb1b4afe3490db769f.pdf
EXTSOURCE-76d1966afd84ca8371836c00,2ea98d0e54d2642c68acb51b3ce59f94716b9daf1f339dc0b14e4587db5d275f,155067,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2ea98d0e54d2642c68acb51b3ce59f94716b9daf1f339dc0b14e4587db5d275f.html
EXTSOURCE-e17601f41012f9af2f147dae,b106f1e073d01cfbad2e3a3986f173b210c7e9f061b2213a807694147dd2d079,22297070,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b106f1e073d01cfbad2e3a3986f173b210c7e9f061b2213a807694147dd2d079.pdf
EXTSOURCE-dcebf4c283b7d8b2d7138ba8,ceca898cbb7826388cfc04b84323e8e4c13351dafa173d0bf46ba00c75792c09,184936,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ceca898cbb7826388cfc04b84323e8e4c13351dafa173d0bf46ba00c75792c09.pdf
EXTSOURCE-09c67b18280e368ef00a1654,d169ee1c576ac6140ef23a5907c92b68ed5004ea648237ddb4438ed654fbf3a2,102324,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d169ee1c576ac6140ef23a5907c92b68ed5004ea648237ddb4438ed654fbf3a2.html
EXTSOURCE-e1a08d3f9938f2c3d5b18a76,1c7677950c033c548939e5dbd0c74b4a63a060caaaa6de768fecf4ef221b527e,1465925,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1c7677950c033c548939e5dbd0c74b4a63a060caaaa6de768fecf4ef221b527e.pdf
EXTSOURCE-629479997f6455c072bbbb43,cf8a7dcaceb9d630a2a13ae60c443348ea45a44389e1d846908d52627563995f,11656275,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/cf8a7dcaceb9d630a2a13ae60c443348ea45a44389e1d846908d52627563995f.pdf
EXTSOURCE-12eb2f3e2acf6c739311ea03,4c43f63455000b51f2ac32f2078c06e62c32638c07b0ebfe8b02c3c5b47f7c23,41608400,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/4c43f63455000b51f2ac32f2078c06e62c32638c07b0ebfe8b02c3c5b47f7c23.pdf
EXTSOURCE-ccb1ad1e448036c5feebc592,d6dd2ffdf6514121cff3c66252673095cdbb5500a1a5b7c4f1fbaffc8c08c9e0,62974,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d6dd2ffdf6514121cff3c66252673095cdbb5500a1a5b7c4f1fbaffc8c08c9e0.html
EXTSOURCE-516b41e53db0c3fdfda7a241,63ca180e2c608c7b1520212ce9db4d021aa57af71768f11ffa443ffb071cfef6,9189989,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/63ca180e2c608c7b1520212ce9db4d021aa57af71768f11ffa443ffb071cfef6.pdf
EXTSOURCE-f1802d55759dae4a62729da6,9c26c5cb0b420abe90f8f6cad4a93dcc80476aecc60ca73a6826f26611d064a7,33046,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9c26c5cb0b420abe90f8f6cad4a93dcc80476aecc60ca73a6826f26611d064a7.html
EXTSOURCE-bf9fd42110dff554faf92702,9f54f16980d652f416ad6a27472d41880aa5039940234f1c42f2121689f19960,382647,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9f54f16980d652f416ad6a27472d41880aa5039940234f1c42f2121689f19960.html
EXTSOURCE-192f40c5c41fa352ab866e50,9edec01c9675966c7ea8cf76742869578cdb8b78355c4a817bb84d7339cda13d,18452,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9edec01c9675966c7ea8cf76742869578cdb8b78355c4a817bb84d7339cda13d.html
EXTSOURCE-d9e56707810ce6a9df393e19,12e7f477787ae63dab646098098f45e9dfe715231dd96e25d77b3d954455af15,623758,pdf,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/12e7f477787ae63dab646098098f45e9dfe715231dd96e25d77b3d954455af15.pdf
EXTSOURCE-41d0320be91841afd85d9359,25ad8471d196ebe29158e41e5c9d6ddf6590f8f555514eaec7a0ec95cad3f320,3122302,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/25ad8471d196ebe29158e41e5c9d6ddf6590f8f555514eaec7a0ec95cad3f320.html
EXTSOURCE-8be07a5aaaa09158bea44134,1d40b23774c28ea1af0092609db21a4a7249d61a0e34c7781c81124d4b57c445,11510,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1d40b23774c28ea1af0092609db21a4a7249d61a0e34c7781c81124d4b57c445.html
EXTSOURCE-ca64709f937293e3842ac1a9,9cd7cc8160392e9583e56a5e8db1d1f7edfbfaf9becd8f490069a7537c68a7b3,27074,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9cd7cc8160392e9583e56a5e8db1d1f7edfbfaf9becd8f490069a7537c68a7b3.html
EXTSOURCE-7bd568e3ad251d082e5a1180,eceb93c071af061609b2db5e1e3d1e5f0f03b96b3ed3fe3e4eecfa7fd529fa1d,212921,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/eceb93c071af061609b2db5e1e3d1e5f0f03b96b3ed3fe3e4eecfa7fd529fa1d.html
EXTSOURCE-6aca5b32e1984a24a1bab32f,480b6d35b4cf324589f01604e88935c82c17a99aa0585fa633cf25ba429bc170,56265,html,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/480b6d35b4cf324589f01604e88935c82c17a99aa0585fa633cf25ba429bc170.html
