source_review_id,canonical_locator_id,duplicate_status,canonical_retained_source_id,SHA_256,canonical_local_artifact_path,linked_candidate_ids,linked_root_event_ids,linked_mechanism_exposure_event_ids,linked_claim_ids
EXTSRCREV-8545aae73642a4f9bf8861d4,EXTLOC-05660fcbcbb5968238baec98,duplicate_known_retained_source,B4X2500SRD-20260730-7f4a90e789fb86cd1612,1d62f7fbff667ada9ce356cadb4bfcd77a0e8c8926265ab93d29186e5019be9f,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-7f4a90e789fb86cd1612.pdf,EXTCAND-aeda41d0d6e97ff2ba987a17,ROOTCOMP-7ce2b342a37b7d2f3df6bc5a|ROOTCOMP-d4a3dd82263d83fc15652087,MECHEXP-1d55062930cd08059f78f209|MECHEXP-3dc485c5fe17253cc837fb39|MECHEXP-5aa973f6ed2637cb8587026b|MECHEXP-8a530d5a231a7c129749ad51|MECHEXP-8bafdb0d3f33c8788efb8185|MECHEXP-8c6ee4372d612f640b3cae23|MECHEXP-a305eed6d7fcbb492fe3ead5|MECHEXP-a78328bfc7543e75b7822966,
EXTSRCREV-3b36a027de53507ef82cdcf7,EXTLOC-065e40dc352898542b80ca82,duplicate_known_retained_source,B4X2500SRD-20260730-41fc5993a6cbcd272940,200cff9111dc9071765e1ac138917dd56bffffe161ce833ed27e42f7751d570c,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-41fc5993a6cbcd272940.pdf,EXTCAND-f5acd970b9815c7c9b11e77a,ROOTCOMP-a2773ea24925872c405c42b7,MECHEXP-2cf1b7d404277671951dda2b|MECHEXP-7723cc292153a603da244361|MECHEXP-b43f74f8a36ba9139befcb1c|MECHEXP-cb6165098a79831a280f0194|MECHEXP-e46372d8391442d0b9c64612,
EXTSRCREV-6d90b3e854467b5b39733a49,EXTLOC-066a68eaa671626627bca5da,duplicate_known_retained_source,RMSRD-20260802-40911572ae313691c8bd,f594294850b29e83a576a29ce58a5e6db0216a1e662d882258bfd2d26a2b6475,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-40911572ae313691c8bd.pdf,RESCAND-c2348ae8c27c90c10bec0b00,ROOTCOMP-4f80a323b3398b1f61e3965d|ROOTCOMP-5351e11bcecf0d5e1f8b84f7,MECHEXP-7e0c4889582e6d67f05313b9|MECHEXP-927c6855887e4e6b6ed5bd64|MECHEXP-accee801fa46e05c50748713|MECHEXP-c2e84451c5210e5757e40eb1|MECHEXP-d12d28bcc6b7068d458c6dae|MECHEXP-d924aafd124dae66da29e59a|MECHEXP-f1fb94a9a1069816b2d91c9e,
EXTSRCREV-1752d00e422758b6891bb3c4,EXTLOC-07e94c8a5a33979bb15f6ad1,duplicate_known_retained_source,RMSRD-20260802-deeec129567caf9d0e2d,e7342f7a0f36cdda0044f476784de42df09cfc32a225a6452d7c539e2fd5a5a2,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_003/RMSRD-20260802-deeec129567caf9d0e2d.pdf,EXTCAND-93be5b167ddb7f742fc3d8bc,ROOTCOMP-0e0ed8c473d2ea48cf587215|ROOTCOMP-7a9294567c04df2af4b573a0,MECHEXP-03fffea04c22cbfbb0fe2cbc|MECHEXP-09575ddc020178b34f6f4026|MECHEXP-238d72beabe873bfa124905b|MECHEXP-268054475fbffe5bec19b0f6|MECHEXP-3fd4b3906e4535a0a8acc38b|MECHEXP-6c51864eb920fd190b1772de|MECHEXP-73c6901c392a7be00d9cf0be|MECHEXP-9fe6caa9ef9827b2787e0f96|MECHEXP-dd71dccf5f0db563394fba70,
EXTSRCREV-f3f4b199e63271371c4aca66,EXTLOC-081ab2fe2fa74d9e97cd4ebc,duplicate_known_retained_source,B4X2500SRD-20260730-11904f581480f6598ca2,50477c3d326aa56988ba482f871a4358a1895725db4a470d0c264b41024e1626,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-11904f581480f6598ca2.pdf,EXTCAND-5816d8bc1252c73dbb016111,ROOTCOMP-e713776327833cd1b0d68233,MECHEXP-042bee0d57ea155d7d8fb22e|MECHEXP-0a1a8588068dc4939abf793f|MECHEXP-2700ac3c0ca00269302f4d89|MECHEXP-3310e029529c5c3a7b99abca|MECHEXP-51b03044319a94540d02f3cf,
EXTSRCREV-f2deff91e84556b4639a955c,EXTLOC-084a4b645dcff79f576c07cd,duplicate_exact_payload,EXTSOURCE-2829947ecd43e00707ef4a83,655173a43c2ac8885422bac0b4e75249f21503e0dc9d625657a0033c7313e727,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/655173a43c2ac8885422bac0b4e75249f21503e0dc9d625657a0033c7313e727.html,EXTCAND-3725df5cd4e5fb3396224883,ROOTCOMP-c399062fbeffd90b31afd5bb,MECHEXP-376091c051f879c6ede93edf|MECHEXP-87d5402cc16a1fb6fbadedda|MECHEXP-c98b0a7fd72cae52cd9e722f|MECHEXP-ce43c182e9510a6eb472141f|MECHEXP-fdafdbaa03cb314152035099,
EXTSRCREV-daf69f4c30063df8cf513399,EXTLOC-089114ff920cbda512628401,duplicate_known_retained_source,RMSRD-20260802-02ded5897080174f79b2,12699017dbef63b23f292c4d6184e6c9689ed18507960e286e1aff1965754777,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-02ded5897080174f79b2.pdf,EXTCAND-b20dd77eb4686da82f6722c8,ROOTCOMP-110494cc88d947b1fb81d9bc,MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5,
EXTSRCREV-03ed47590cf86287240d839e,EXTLOC-08bd508c32bb9629c14afcd3,duplicate_known_retained_source,B4X2500SRD-20260730-7c0fa6ee6669817bf608,23fb31f122e0fd7231d9bc080a69cecfbeaea5cff60bed6cb312c4edb4a4031e,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7c0fa6ee6669817bf608.pdf,EXTCAND-190d364029eb24d3c61f2c70,ROOTCOMP-8e69174565d609cc71fa4575,MECHEXP-63919b14675818a53a2da875|MECHEXP-8936123c3184b9653b485f72|MECHEXP-adfbf06e7ecb6e3bfe5d50ea|MECHEXP-b67850a4cf18e8d3e5603022|MECHEXP-ff9b2e3c9db1367d60dbedef,
EXTSRCREV-98ee9dd7b829756765c1489d,EXTLOC-08e9240422fbeb56c1c304be,duplicate_known_retained_source,B4X2500SRD-20260730-33e17533f2aeaa920502,1024b17dd8c97d7f2a5077c82b2374bc2d0eb059489d250addea451d639d359c,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-33e17533f2aeaa920502.pdf,RESCAND-b69ffc2948e2a0653bf4c8b7,ROOTCOMP-d6fefb719f3dacf660eaa5e1,MECHEXP-25756ef0f05671142aebd86f|MECHEXP-2f2eafa1879a43f69757bb3a|MECHEXP-4823d48bddec2a74409f14d8|MECHEXP-5466a98c1730d03971e66d09|MECHEXP-eeee5738e339a2aa841c1af6|MECHEXP-f304eabd5126e8b1b1a00973,
EXTSRCREV-bb2a8389cf8bb016ee12939e,EXTLOC-0a83c502a936cd290ef29b78,duplicate_exact_payload,EXTSOURCE-d66391dad45801fd9ad70607,130e572ead18a2a4e294db83650a1d7718783fd30581ae42d83729f38f7550ef,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/130e572ead18a2a4e294db83650a1d7718783fd30581ae42d83729f38f7550ef.html,RESCAND-479b7c79f0c1f72ec7fb65d2,ROOTCOMP-fe09082cef3d8d925d81ce0b,MECHEXP-9197406800b3f84c41766b64|MECHEXP-b28170cc288bf1a1fabc699a|MECHEXP-b74e2fb5f74340674d0cb4a3|MECHEXP-db6913f30c385530d23476a7|MECHEXP-fb39475c6f6417880e9a5ebf,
EXTSRCREV-22c6db41e728895fa2925bcf,EXTLOC-0ac5dad2cebf028aea724ff8,duplicate_exact_payload,EXTSOURCE-f86886d1e09b9b93a3d2b6a0,83c768fb273aaa9d26f6772b80b4f32bd167bb4f49d42f25da52f4c71d726a05,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/83c768fb273aaa9d26f6772b80b4f32bd167bb4f49d42f25da52f4c71d726a05.html,EXTCAND-8d3e8ebe60df9726300c2e41,ROOTCOMP-ea8ba4e2e59960aee0922456,MECHEXP-1d66bef1fe97d526dc45ae42|MECHEXP-2c0a4dc0740b20c18a1d6554|MECHEXP-7cd8145678d1eaf8f439f707|MECHEXP-7d51960d059fa52c6cadcaff|MECHEXP-c2603affe3a1c5fbfe692fb5|MECHEXP-f350e5177c7d7fbb113dbbff,
EXTSRCREV-142dc5688b945763db617e15,EXTLOC-0b87d91998642537504eb05c,duplicate_exact_payload,EXTSOURCE-c994bca351e2de0bcbd7b3aa,03b3f537a295a6526d71f3c96036a51ad46e9583b0c30dcb5c8f4468fa4601f2,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/03b3f537a295a6526d71f3c96036a51ad46e9583b0c30dcb5c8f4468fa4601f2.html,RESCAND-f921c9043afa92f89b9b77b3,ROOTCOMP-2657f2ed222bcb6ad8d40319,MECHEXP-86046713fd2161e3d452b4c2|MECHEXP-9b1bea13d2c059a0245d614a|MECHEXP-d0fc3cfd5de705385426f5e0|MECHEXP-df36d81a02efa57524e167ae,
EXTSRCREV-70081f1a72a2fb3bfdbedc56,EXTLOC-0bc1aba4f6472ada4bdcc86d,duplicate_known_retained_source,B4X2500SRD-20260730-3656f9c5967989ca2c79,a997db3a0e30ea82abc7a9e3a416e87e43fd16d68d8147484d0b32b6b3ac39bf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-3656f9c5967989ca2c79.pdf,RESCAND-8bc97a07366b03a8b686a3bb,ROOTCOMP-e4ba53d6c1f0a7e6c06bdae4,MECHEXP-02096d0f17d740764eb71f48|MECHEXP-1c8c681366ef91e2ba2cf70d|MECHEXP-2f8c09a63b90eb412bf28909|MECHEXP-b1ebced1bcc0500c25cdf695|MECHEXP-e5a8a3e5227138397532d281|MECHEXP-ed85b4910577dd11197f2362,
EXTSRCREV-73d9bc313a1416c514be394d,EXTLOC-0c35f286d56d6dc9bf47d221,duplicate_exact_payload,EXTSOURCE-2fbd487bc3a64d19a8e880d3,35486e7fc8aa637491eacab54353d0646db15c6391689b5e3fc647a7d5f4772d,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/35486e7fc8aa637491eacab54353d0646db15c6391689b5e3fc647a7d5f4772d.html,EXTCAND-6366d0a3ad7217972bbb0f2b,ROOTCOMP-00ff490bec9c2bc8a5b14c2d,MECHEXP-2b77bdcc2db3b24c648d8cf5|MECHEXP-5dbf3e3fca030804fbf22b69|MECHEXP-6f19759e6b30ffc922bff5b5|MECHEXP-a5b71530de1fe1fee1fcaea8|MECHEXP-a6c88108bfe9aca5b1fa5da9,
EXTSRCREV-e758054fd88fa68601bc5224,EXTLOC-0cef04efeabe1f5075a0868d,duplicate_exact_payload,EXTSOURCE-9fa1b5a17cccb397ba623f8c,8b1547407406cbb84cb634ef1ede895ff935453c607d2bccf55d27889279b66c,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8b1547407406cbb84cb634ef1ede895ff935453c607d2bccf55d27889279b66c.html,RESCAND-7609638e06b8304b2f6e0532,ROOTCOMP-6bf7974d050ba43f7fe92e70,MECHEXP-0f41c0d83b176ab4124d9788|MECHEXP-241a832782bdc2642df8a429|MECHEXP-34c3538b87c8a94a986e27e4|MECHEXP-b0fa97580ab09d4285c25792|MECHEXP-bb81d88bd43c43059ef47e92|MECHEXP-e7dc8c5bccb4e28e3f07f4bf,
EXTSRCREV-0d2a10009cd0ef409d93dc34,EXTLOC-0d73023a6ef1c61747966100,duplicate_exact_payload,EXTSOURCE-f7cbd49103b7ebf2d03657a2,1023f0e9ebc73b240ec86f7dbe0ec593d716e6302f25d889b75818da4bda2025,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1023f0e9ebc73b240ec86f7dbe0ec593d716e6302f25d889b75818da4bda2025.pdf,EXTCAND-398cf8198c5d301fb14f8481,ROOTCOMP-8706394ec4878eafee4408c3,MECHEXP-3540a928bf5bc2a89c7131cd|MECHEXP-70a0cbd0079ef96b983f328a|MECHEXP-76aa5dda440e4d794f11e589|MECHEXP-edda20b8a42dc87c354198d4,
EXTSRCREV-5865827c898bff09c48aae9e,EXTLOC-0d7f8c8fbb070779d4fd6190,duplicate_known_retained_source,B4X2500SRD-20260730-0d6e266bef41724611d3,9abbb97bc79581417afd6173c0026503b6d73d2d216bb4a93463c13962c61f2d,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-0d6e266bef41724611d3.pdf,EXTCAND-8ccffaf1f189f778d24cf055,ROOTCOMP-ad1639c9a45a77d2b83bc1da,MECHEXP-1736b0ba2b8f94d819f20eff|MECHEXP-1d1ccf1d0239d6e8ded40a2c|MECHEXP-55b99a1ac383a74707972711|MECHEXP-c32441e543b11fa5be36ac8f|MECHEXP-c8de0a2a7144875f44186795,
EXTSRCREV-1a970aaeab301e6e3a2b6923,EXTLOC-0de03ebf4903300fb8dfb1b9,duplicate_known_retained_source,B4X2500SRD-20260730-2451d797abfd5a1b0391,fc96bee5e6ea281ad8b245e2c833c15e2a09b5ef5c0fd06c24623f8a0ed90291,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2451d797abfd5a1b0391.pdf,EXTCAND-69770bebdbd170a37dc3c563,ROOTCOMP-64b301f73b321c9c409a60a7,MECHEXP-a74bf4a9f425f04e46f42181|MECHEXP-ad7e3ed612f2d386c861c2d4|MECHEXP-e2389c5e46790babee36e38c|MECHEXP-f88c07a7c3ce0f4b3abf04b5|MECHEXP-f98899920edff17c0c468e60,
EXTSRCREV-ec2e48d16765ad8acb6f8629,EXTLOC-0eaf9ae623c5f7bfdfb5ebf3,duplicate_known_retained_source,RMSRD-20260802-72c084e000bdaaa691d2,dd89df3feb60e19219188644ec72a9a389ef1015b94c948de2e8458b96289282,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-72c084e000bdaaa691d2.pdf,RESCAND-28b314e3941f6af41a9ba913,ROOTCOMP-50b310ccb083f249de381cc8|ROOTCOMP-55d6d7e5218640ef3a9713a4,MECHEXP-1307204c682b0d9f3b2d41c9|MECHEXP-2c5ca6fff4d022936d049211|MECHEXP-4dc4155acf4ef53fe7f9f6ba|MECHEXP-58e432aace24e5fc86a43ab2|MECHEXP-59046a56bd0e817ecdc29bfb|MECHEXP-910e8c9b62571daa788c1444|MECHEXP-a666337b45757f722b63593e|MECHEXP-cd91b66fb48a1236f8729f66|MECHEXP-d40129bc7d426ffbc7d0200a,
EXTSRCREV-3fbfe806358ff5d40dae46c9,EXTLOC-0edd01ccabca71f82852645c,duplicate_exact_payload,EXTSOURCE-fc3e3137d3fe9a980c001541,770e3fecdf5aaf3e7a3bea1bfad0ed0bf3abb04883d66b5be0e30e73d4b890c9,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/770e3fecdf5aaf3e7a3bea1bfad0ed0bf3abb04883d66b5be0e30e73d4b890c9.html,RESCAND-615d8f8f03f281ad910d86c3,ROOTCOMP-2601dd896315ee2907fbf200|ROOTCOMP-c0893d4e922b105bfc6df71c|ROOTCOMP-e4fc802273c7eaaf7718fd57,MECHEXP-03ec8f47c94414b2ae5076d9|MECHEXP-146eb7e8c1f22258d52d3092|MECHEXP-2138a4f5f556aacdc772aae0|MECHEXP-37883088229cebf1f7b684e9|MECHEXP-54c227c8e106730fd769314e|MECHEXP-7fb964a671acdb5b961c62a6|MECHEXP-817e925471f2bedc14456d04|MECHEXP-9c38ddddb036274b1d5d521a|MECHEXP-9ce4348d1c061d8a8f5e3786|MECHEXP-e4ed27fee3a8002ed15502b1|MECHEXP-f9945c845c83e090d67e0e9f,
EXTSRCREV-c37ccd0b982cdc605b4bc6b3,EXTLOC-0f3a1ca00d4ef3f7bd8182e8,duplicate_known_retained_source,RMSRD-20260802-7bed625ed84314faee15,c5fa22f723d41d17fc97519b38ae6792a291dfe94006be5fe89cde899880c101,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-7bed625ed84314faee15.pdf,EXTCAND-e80f966bcc2d516567a5a662,ROOTCOMP-32c3ce571fa935a1eda7fae4|ROOTCOMP-6b3fec2ff6576e68762c0d82,MECHEXP-14c5d61e9a500ac0861bd80d|MECHEXP-180b16116b4026bfd0f46c5e|MECHEXP-5221343172dbe9daf9031d24|MECHEXP-54cc5df7e89e9dab925818c6|MECHEXP-5a8f5161c5a3d3e8e2a611f1|MECHEXP-63198fab67803cf7ff1e1fef|MECHEXP-9775b79307b8deae202bd8fb|MECHEXP-9e5a0f7d93df6246c916fd1b,
EXTSRCREV-79bcb14f16ccb97f5de57787,EXTLOC-10042be5c9315350bb0a5581,duplicate_exact_payload,EXTSOURCE-2e3a15bbd2ea77490eb12fcc,1556eb2e6ae7374b64d9bfcdfad01dac9fd29c17f9a5beaa6e9d654aa6561cde,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1556eb2e6ae7374b64d9bfcdfad01dac9fd29c17f9a5beaa6e9d654aa6561cde.html,RESCAND-f9778b4d89bca58d72c31b41,ROOTCOMP-9c4cf1076baa69cc8134f7d0|ROOTCOMP-fbcb346e4f4a3e524b19a0cc,MECHEXP-2388c9e718fc638403c4267d|MECHEXP-26a48daba51f580e42d9e529|MECHEXP-3e966d7c5945563a7e836e41|MECHEXP-47b0a865d97a92bf8115807f|MECHEXP-9d7ca9e4a504345172190e52|MECHEXP-c6c1be85327227ce0b507eb5|MECHEXP-dbb0a9ea7b22b50bfc6c4389|MECHEXP-ef1e6355bbe8bffc037bae9e|MECHEXP-f1e8009649516baf98340fd8|MECHEXP-f90a3bceed17cf7bd746e02d,
