extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,source_review_download_status,download_status,local_retained_path,readiness_status,readiness_reason,content_type_hint,file_extension,file_size_bytes,file_sha256,page_count,html_text_readiness_hint,file_integrity_status,extraction_status,extraction_reason,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes,extracted_char_count,extracted_non_whitespace_char_count,extracted_page_count,page_count_metadata,extraction_method,bounded_input_or_output_truncated,ocr_used,pdf_rendering_used,model_api_used,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
TXT378-f8a078b1a317f3b9c112,RS556-c61b4cdd6c2e1d5a78f5,TS4L-82dddf7a38f96f1e445d,lane_1,tier_c,verification_ready_low,https://iatse798portalapp.membership.winmill.net/Main-Menu/Contracts/Live-Theatrical,IATSE 798 ePortal App — Contracts > Live Theatrical (includes “Atlanta Opera collective bargaining agreement” page/entry),Atlanta,GA,South,non_safety_comparator,Stage crew / live-theatrical technical workers (IATSE represented),IATSE Local 798 represented bargaining unit(s) covering Atlanta Opera live-theatrical personnel (per ePortal contract listing),unclear,,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Likely same-city (Atlanta Opera referenced in contract listing context),Unknown (requires identifying the exact contract effective/expiration dates from the linked contract material),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-c61b4cdd6c2e1d5a78f5.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,25242,2be5e12ee933f576bafc2fa05a0b58fbd977daa984fe86b696804d81fd7db819,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-f8a078b1a317f3b9c112.txt,c16aadfadf186568d36e92865e2364f36ad8680b501fbce04544b24d1a7d5900,4621,4607,3906,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-71c8ad36172681f52322,RS556-ce2883df0853fc1c6954,TS4L-35c02d09a37af12461d9,lane_1,tier_c,verification_ready_low,https://mn.gov/bms/arbitration/awards/summaries-index.jsp?id=1075-705001,BMS Arbitration Award Summary Index — City of Brainerd & Teamsters Local 346 (BMS Case No. 25PN0773),Brainerd,MN,Midwest,non_safety_comparator,Teamsters Local 346 bargaining unit (exact job titles not specified on the summary page),Teamsters Local 346,"successor labor agreement 1/1/2025–12/31/2027 (wage provisions referenced for 1/1/25, 7/1/25, 1/1/26, 1/1/27)",2025-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_candidate_lead,overlapping_effective_wage_dates_match_candidate_lead,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-ce2883df0853fc1c6954.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,41451,3530dee775b6c492b53495ae497d5568efbecfb6466b4c857b9b3ef0816f3a0b,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-71c8ad36172681f52322.txt,d916623c6b88a8404175c520737ad2c031b6758c96d2421ea5a20ceda9376e09,3007,3006,2569,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-978d7bd57a33ac877e52,RS556-fb87e6fe262107cd3169,TS4L-ecc5fe71c587788b7664,lane_1,tier_c,verification_ready_low,https://eastcentralreporter.com/city-of-mattoon-city-council-met-june-7/,City of Mattoon City Council met June 7 (includes Special Ordinance No. 2022-1815 establishing 2022/2023 compensation plan schedule),Mattoon,IL,Midwest,non_safety_comparator,Managerial and non-union non-managerial employees (non-represented wage schedule referenced in ordinance text),Not explicitly a CBA bargaining unit (compensation plan for non-union/non-managerial and managerial employees),"2022/2023 Compensation Plan (effective May 1, 2022 per ordinance text)",2022-05-01,2023-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlapping_with_2022-2026_expected_period,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-fb87e6fe262107cd3169.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,141268,200fd8e7b26ea79cfb746dea81a0b7e349fe09baf79ba5815714338696c90e3d,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-978d7bd57a33ac877e52.txt,3232887984bfb7d49f73fe6c26c87a2fbd65e36be072802073a994064c15499c,24613,24551,20736,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-89237eedbadd45b3ae36,RS556-00056396aedcbc3640a8,TS4L-6b242bbc34c97322e576,lane_2,tier_c,verification_ready_low,https://newingtonct.gov/3126/Labor-Contracts,Labor Contracts (Town of Newington) index page linking union contract PDFs,Newington,CT,Northeast,safety_and_non_safety_bargaining_units,Municipal bargaining units (index for multiple unions),(Index page; includes safety and non-safety unit contracts),multiple (includes contracts covering parts of 2014-2024),unknown (per linked ,unknown (per linked ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"exact municipality match (Newington, CT)",likely provides access to at least some contracts overlapping target window (2014-2024),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-00056396aedcbc3640a8.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,96289,c539a81773e74c38658e9ff8c1d5b15e2fc82ea5a1b49bd022eb1bfba78193a2,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-89237eedbadd45b3ae36.txt,0a69c0aa657d7371f6d7244fc108eaebac71368708b383ad0937d70324a80e88,2906,2904,2485,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-403c7dff0f772bb038e3,RS556-0553f41b6122c6e0ca4d,TS4L-e1be638024c6c3fa0267,lane_2,tier_c,verification_ready_low,https://www.gtnj.org/index.php/i-want-to/find-employment-contracts,Galloway Township Municipal Government - Find employment contracts (directory of union CBA documents),Galloway,NJ,Northeast,safety_and_non_safety_bargaining_units,"Non-safety (e.g., Public Works/Clerical/Utilities as listed)",Examples shown: GWU Public Works; Local 68 Clerical; Teamsters #676 Utilities Division; Local 68 PW Supervisor (as listed on the directory),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,exact_same_city_municipality_locator,unknown_overlap_with_2014_2024_target_window,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-0553f41b6122c6e0ca4d.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,70345,9a03eb7fea00631ac16672a09fe725641fef5ff7733a5eb51362397c36ab7362,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-403c7dff0f772bb038e3.txt,2bdf64a81d45fac88f5a455ec21da0ac66bb57858f217d1ae4e0b8cdc357dc2e,5284,5282,4541,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-c70549986aa7e6251d5d,RS556-105b6b38f0440b5e24c2,TS4L-f10bd3ead51eefcf032f,lane_2,tier_c,verification_ready_low,https://www.police1.com/patrol-issues/articles/arbitrator-city-violated-ny-police-contract-by-denying-personal-days-GG39NnGyNYnvT5RN/,"Police1 — “Arbitrator: City violated NY police contract by denying personal days” (Bethlehem, N.Y.) (published Oct. 23, 2015)",Bethlehem,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Bethlehem Police Benevolent Association (PBA) (contextual; referenced as the bargaining unit in the report article),"Article date Oct 23, 2015; references an arbitration outcome",2014 (inferred; with,2016 (inferred; with,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Bethlehem, NY (exact municipality match implied by the article dateline)",Overlaps 2014–2024 window (2015 arbitration coverage),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-105b6b38f0440b5e24c2.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,172638,961cc68befdc6b31639070acbe373e8abf775417c8e963230df86bb9d12036c2,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-c70549986aa7e6251d5d.txt,d5082393ef2c364ae5a3d02192b5726d985cf0635d82b027fae4e438ae6ecb33,6895,6847,5824,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-1801b5032b0d5f923c47,RS556-1414d98585bf67e1141e,TS4L-31ee2d57f210fed90057,lane_2,tier_c,verification_ready_low,https://mariettaga.gov/m/newsflash/home/detail/4364,"Marietta City Council Approves Largest Single Pay Increase for Public Safety Employees • Marietta, GA",Marietta,GA,South,safety_and_non_safety_bargaining_units,public safety (police/fire) employees,,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same_city=likely (City of Marietta, GA)",overlaps_target_window=unknown,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1414d98585bf67e1141e.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,95591,404dd82ee428bb5f1753c650fbff1b79b16e809a8935a8b60343ca0c0be34c9d,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-1801b5032b0d5f923c47.txt,71cf33a2e4340c6376511b79825de9933bd97cad9b4d0f1a7abf18415c12aad5,4549,4532,3839,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-6f957db9194360100376,RS556-179f4564926e6589c7fd,TS4L-8af41e97631316c1cce1,lane_2,tier_c,verification_ready_low,https://www.bloomfieldtwpnj.com/1503/Adopted-Resolutions-2018,"Adopted Resolutions 2018 — Bloomfield Township, NJ (includes entry for 'Settlement Agreement — Bloomfield FMBA Local 19')",Bloomfield,NJ,Northeast,safety_and_non_safety_bargaining_units,Firefighters (FMBA Local 19) — referenced in resolution list,Bloomfield FMBA Local 19 (listed entry),2018 (resolution list for 2018; includes 5/21/18 settlement agreement reference),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Bloomfield (Township page for Bloomfield Township),In-window (2018 within 2014-2024),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-179f4564926e6589c7fd.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,324048,33b3a63b1d2ff98e94cf8c10aac2c173ccb011a3d380cc89d8c7d26f940fcf21,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-6f957db9194360100376.txt,0b83e87d8d7b4cc9a908cfa1928edc53393f43b0e28ed95d47083f25fefcc571,29076,29071,24362,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-2ab67425a51d2ee6476b,RS556-1cc2580fb891e4b1526e,TS4L-b59f8f9d1a611102addc,lane_2,tier_c,verification_ready_low,https://www.statereference.com/items/dlr_cases/13-2784,StateReference: DLR case 13-2784 — Dartmouth Police Brotherhood / Town of Dartmouth (interest arbitration record locator),Dartmouth,MA,Northeast,safety_and_non_safety_bargaining_units,public safety (police),Dartmouth Police Brotherhood,"April 6, 2015 (as indicated by related case identifier listing on referenced index page; exact award period not provided in lead)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality (Dartmouth, MA)",within target window (2014–2024) based on linked case identifier/entry context,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1cc2580fb891e4b1526e.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,9331,6c03a7253af7985f7f99bf75ed0ef2ce8bb595910cb651438f95ec34990da3df,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-2ab67425a51d2ee6476b.txt,2a0f71109f0dc1fb2a58130bf92ca880d81d6e94cbedffa4cefaff043603dd80,1698,1697,1460,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-80555c05ecce3e49546b,RS556-1d0cad66158d0045d648,TS4L-31ea7739fccc0b46e682,lane_2,tier_c,verification_ready_low,https://beavervalleyfop.org/members-only/pa-labor-relations-board-decisions/,Beaver Valley FOP — compiled Pennsylvania Labor Relations Board decisions list (includes an entry referencing “Middletown Borough Police Officers Association” and an impasse leading to interest arbitration),Middletown,PA,Northeast,safety_and_non_safety_bargaining_units,public_safety (police),Middletown Borough Police Officers Association (as referenced by list entry; exact docket/case not shown in locator snippet),2014-2024 (entry likely within broader historical range; exact award/decision date not specified in locator snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,middletown_borough_PA — likely,possibly_overlaps_2014_2024 (page is a decisions index; specific entry date not in locator snippet),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1d0cad66158d0045d648.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,81336,a1fc122cf6f94aa96e18cd2c6d5d0c05e8731c133961347c0cefd7da9e12800f,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-80555c05ecce3e49546b.txt,8ac268758f12618f712082b373430653e7080735f1cbc6be1073472b41e0ebcd,5449,5413,4543,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-7efd8767932d9e23bba6,RS556-1dca0c2a65a1aeada24a,TS4L-87f79f5040f21023d8d8,lane_2,tier_c,verification_ready_low,https://www.spectrumlocalnews.com/nys/buffalo/news/2018/03/28/standoff-between-town-of-tonawanda-and-salaried-workers-association-continues-after-6-years-without-a-union-contract,Spectrum News: Standoff between Town of Tonawanda and Salaried Workers Association continues after 6 years without a union contract (news lead pointing to PERB fact-finding),Tonawanda,NY,Northeast,safety_and_non_safety_bargaining_units,Salaried workers (non-safety unit lead capacity),Salaried Workers Association,2016-2018 (referenced standoff; exact PERB report period not extracted),2016,2018,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,expected_overlap_2014_2024,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-1dca0c2a65a1aeada24a.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,97039,6340f89f500ec9dd9c7a8148c3ab7ebb1893c17919e7f0003a72b4ead875d85f,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-7efd8767932d9e23bba6.txt,27735c0577750ab690104d522b887b014fc9aa9d44a3741f6f625e32dee89f7f,5409,5405,4546,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-c854a2efddb3ebb830df,RS556-25de18978bba9611adff,TS4L-e38e51917dfe3383010d,lane_2,tier_c,verification_ready_low,https://www.local1696.org/,Salt Lake County Firefighters IAFF Local 1696 (site; describes membership mostly Unified Fire Authority firefighters),Cottonwood Heights,UT,West,safety_and_non_safety_bargaining_units,Firefighters (public safety),IAFF Local 1696,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same city indirect (membership largely Unified Fire Authority; UFA includes Cottonwood Heights in service area),non-dated organizational source (used as a lead to find CBA/impasse/arbitration materials for 2014–2024),verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-25de18978bba9611adff.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,822392,f9545fd3602f8c2974cd0ab3c5b5144dc41a728b20c31fd7589fc020cac0c42b,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-c854a2efddb3ebb830df.txt,5ae37c250a5f0ca0d5dbd52179e09af563054fc9b5b21a6fc0a6cff493c90d7b,1719,1709,1444,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-5425e71353185324bf1a,RS556-3042817b0c9b6993ddcd,TS4L-812e414a85803df42608,lane_2,tier_c,verification_ready_low,https://www.cityofgroton.com/280/Union-Contracts,"Union Contracts | Groton, CT",Groton,CT,Northeast,safety_and_non_safety_bargaining_units,Police/Fire/Other bargaining units (as posted by the municipality),"Multiple listed locals/units (e.g., police/fire/other) on the municipality’s contract repository page","Unspecified on landing page; contains links to various CBA periods (some outside 2014–2024, but likely includes relevant time-window documents via related documents listing/archived items)",2014-01-01 (inferred,2024-12-31 (inferred,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_page,likely_overlapping_cycle_not_confirmed,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-3042817b0c9b6993ddcd.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,94332,774133fba310beb09630ccc8dec15e5a62ddb61a0dc5a19f15ba13b481eb06a7,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-5425e71353185324bf1a.txt,6c475b5e0db0d71259fe2300f200c2b00163f73627f74a34e769da7e520230dc,1688,1687,1441,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-15662c8af6e4b0ecc4e1,RS556-36155c5da0f6f4a0bc25,TS4L-5add75b527a041d03bb9,lane_2,tier_c,verification_ready_low,https://www.dracutma.gov/920/Contracts-Agreements,"Contracts & Agreements | Dracut, MA",Dracut,MA,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-match,target_window_not_yet_confirmed,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-36155c5da0f6f4a0bc25.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,92037,d04323e80316b95413584edb3c84743e5f9eae34d39872011c810b002fada081,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-15662c8af6e4b0ecc4e1.txt,9da5c96f493fd72ffe0b4e3c2ff5ad4d5d783613f3f0c3470e9dac06c71c241b,1435,1431,1222,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-cd65c8ba56406c0f2bd5,RS556-361902457fdd69ddf600,TS4L-cdb5fa6d5d6a5e1c2869,lane_2,tier_c,verification_ready_low,https://www.dracutma.gov/921/Union-Contracts,"Union Contracts | Dracut, MA",Dracut,MA,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same-city-match,target_window_not_yet_confirmed,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-361902457fdd69ddf600.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,112715,a2d84ef30c5a8f679e0f39d70babe8c1c35b762a3903a4ab2a41145af626e99d,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-cd65c8ba56406c0f2bd5.txt,b86e33b9c238a25666b3fde4150267f5005fcc891e8d885684db05e5af8a8be5,2370,2366,2041,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
TXT378-e426234b40052f8e3a24,RS556-502346ec8d3fff20d064,TS4L-bb0d3abd1daf4a82f21b,lane_2,tier_c,verification_ready_low,https://scarincihollenbeck.com/firm-news/scarinci-hollenbeck-attorneys-successfully-represent-township-west-orange-arbitration,"Scarinci Hollenbeck Attorneys Successfully Represent Township of West Orange in Arbitration (Mar. 21, 2014)",West Orange,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA),West Orange Policemen’s Benevolent Association (PBA) Local 25,2012-2014 (referenced in arbitration award context),2012,2014,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,overlaps_2014_2024_target_window,verified_source_lead,retained_downloaded_source,downloaded_retained,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-502346ec8d3fff20d064.html,html_text_later,bounded_html_structure_has_usable_visible_text,text/html,.html,201514,37443237481f5ff7ee5df90bc5cfa766855324cb3558dd5837e0386abd696580,,text_ready,integrity_pass,extracted_ok,local_machine_readable_text_extracted_with_closed_downstream_statuses,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/html/TXT378-e426234b40052f8e3a24.txt,06dd3d02929decc4d04030b8f75ac5ef7c2459fe9d075e945fc00e347e803237,8712,8654,7311,,,local_html_visible_text_parser,false,false,false,false,not_rated,not_ingested,not_codified,not_causal_evidence,false,Text extraction is not evidence rating; extracted text is not causal or globally analysis-ready evidence.
