retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,source_review_download_status,download_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,file_integrity_status,readiness_status,readiness_reason,page_count,pdf_encrypted_or_locked,pdf_has_text_layer_hint,pdf_version_hint,bounded_text_probe_pages,bounded_text_signal_character_count,html_text_readiness_hint,html_probe_bytes,html_visible_text_character_count,html_link_count,html_script_count,readiness_review_status,readiness_notes,exclusion_layer,preserved_exclusion_status,gap_priority_score,gap_priority_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status,http_status,notes,excluded_from_readiness_queue
RS556-908bc241244cac387054,TS4L-fc9d41f2fdd63c04a29c,lane_3,tier_c,verification_ready_low,https://townshipoflower.org/uploaded_files/Spvr.pdf,Lower Township (NJ) - Supervisors collective bargaining agreement (Union Contracts list item),Lower,NJ,Northeast,non_safety_municipal_units,Supervisory municipal employees (non-safety unit; specific job classes not extracted),Supervisors (Lower Township),contract period not extracted (document hosted as 'Spvr.pdf'),,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"same_municipality_match_assumed(Lower Township, NJ)",overlap_uncertain_without_period_confirmation,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1332282,e5a07db9706f97cb8d234fbda0e3123347ddcb477cd86a6b97871a5b3f2de89a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-908bc241244cac387054.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:15Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,33,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-937d22df8b461f03975d,TS4L-22f4366ab25233778078,lane_3,tier_c,verification_ready_low,https://www.horizoncity.org/wp-content/uploads/FY-21-Approved-Budget-Recorded-Copy.pdf,Town of Horizon City — FY2021 Approved Budget (Recorded Copy / Operating Budget),Horizon City,TX,South,non_safety_municipal_units,"all employees / administrative & collective-bargaining-covered employees (non-safety focus not specified explicitly, but compensation mechanism is described for “all employees” and additional increases for some collective bargaining employees)",,FY2021 Operating Budget,2020-10-01,2021-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,Horizon City (Town of) — likely same municipality match,Overlaps expected 2014-2024 window (FY2021),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,25054300,b1b8e3d016b46524a7c58d8c018a297dfad722aafa7e1c3cf84f34efe817088a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-937d22df8b461f03975d.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:32Z,integrity_pass,oversized_for_text_pass,pdf_exceeds_bounded_text_pass_size_or_page_limit,57,false,unknown,1.3,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,oversized_for_text_pass,,,,,,,,,,,,,,
RS556-a4f6b640c4fd2c913bad,TS4L-5e4bab4d903930a1a4d0,lane_3,tier_c,verification_ready_low,https://townshipoflower.org/uploaded_files/AFSCME%20Jan%2024%20-%20Dec%2026.pdf,Lower Township (NJ) - AFSCME collective bargaining agreement (Jan 2024–Dec 2026),Lower,NJ,Northeast,non_safety_municipal_units,AFSCME municipal employees (non-safety unit; specific job classes not extracted),AFSCME (Lower Township),January 2024 - December 2026,2024-01-01,2026-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"same_municipality_match_assumed(Lower Township, NJ)",overlaps_2014_2024_window(yes: 2024 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,10113660,02d57d982154769426cc925c4fdfecc6ab114174f77d41a5aadec280a3f42d7b,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a4f6b640c4fd2c913bad.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:45Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,30,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-a5319f14ca3ec04eefc3,TS4L-4cb4a14cb78249cf0581,lane_3,tier_c,verification_ready_low,https://www.fishkill-ny.gov/uploads/3/8/0/7/38072219/2014_adopted_budget.pdf,Town of Fishkill — 2014 Adopted Budget (PDF),Fishkill,NY,Northeast,non_safety_municipal_units,non_safety_municipal_units,,2014 (budget year),2014-01-01,2014-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,likely_same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,7038355,ee79269fe4229f41b5d0551a880d1b3ef7094a84b8131527adc37bb641f3cf45,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a5319f14ca3ec04eefc3.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:39Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,311,false,false,1.6,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-a60d2c41e8286885f80f,TS4L-7cab83e95fb40a17aa39,lane_3,tier_c,verification_ready_low,https://www.marshalltexas.net/Archive/ViewFile/Item/66,"City of Marshall, TX (Archive) — 2018 Budget (PDF)",Marshall,TX,South,non_safety_municipal_units,City of Marshall employees (non-public-safety/general city workforce; exact groups TBD within budget),,2018 Budget (PDF) — fiscal year budget document (exact FY label TBD),2018-10-01,2019-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,inferred_same_city_from_domain_and_archive_section,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,6527039,0a728c14b3444fa6cd2e9406f62d6cf55675a2a078d24d6ef56dde90a3f76060,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-a60d2c41e8286885f80f.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:54Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,163,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-ad123c466475f9d37dc2,TS4L-db0f2854ef999894bce7,lane_3,tier_c,verification_ready_low,https://www.middleboroughma.gov/DocumentCenter/View/4186/AFL-CIO-Department-of-Public-Works-2021-2024-PDF,AFL-CIO Department of Public Works 2021-2024 (PDF),Middleborough,MA,Northeast,non_safety_municipal_units,Department of Public Works,AFL-CIO Department of Public Works,2021-2024,2021-07-01 (inferred,2024-06-30 (inferred,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Likely same city (document hosted on Middleborough, MA site; not verified)",Overlaps 2014-2024 window (2021-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,3814719,12610537c68cab1204e9659112f4a82c9662af00441a46c24e390f0ccf7c1687,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-ad123c466475f9d37dc2.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:12Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,40,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-ada985702e0f686d8d7e,TS4L-3018615e40e7cbb6d036,lane_3,tier_c,verification_ready_low,https://www.middleboroughma.gov/DocumentCenter/View/4203/AFSCME-Clerical-and-COA-2021-2024-PDF,AFSCME Clerical and COA 2021-2024 (PDF),Middleborough,MA,Northeast,non_safety_municipal_units,Clerical/COA (non-public safety),AFSCME Clerical and COA,2021-2024,2021-07-01 (inferred,2024-06-30 (inferred,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Likely same city (document hosted on Middleborough, MA site; not verified)",Overlaps 2014-2024 window (2021-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,4326303,55f0ad8305b0d44de4cd6bd8faab4c72f71b73126d01d5bbfca9f285769c9edb,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-ada985702e0f686d8d7e.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:32Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,42,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-b0ad7448ab83fd3cd8c4,TS4L-9a1983e47820beea6276,lane_3,tier_c,verification_ready_low,https://www.paauditor.gov/Media/Default/Reports/MunLowerSouthamptonTwpNUPP090820.pdf,Pennsylvania Department of the Auditor General — Compliance Audit: Lower Southampton Township Non-Uniformed Pension Plan (MunLowerSouthamptonTwpNUPP090820.pdf),Lower Southampton,PA,Northeast,non_safety_municipal_units,non-uniformed employees (non-safety),,2014-2024 target window,,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,likely_overlaps_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,365847,f377fa77f73b2c0d6e35205b8192394a4f519f921ea317a0c2a94ec2b34c83da,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b0ad7448ab83fd3cd8c4.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:59Z,integrity_pass,needs_review,pdf_encrypted_or_locked,14,true,unknown,1.6,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,,,,,,,,,,
RS556-b76df4fdc28239a87ea4,TS4L-b6790ca04c97fd0a20ee,lane_3,tier_c,verification_ready_low,https://www.lakeway-tx.gov/ArchiveCenter/ViewFile/Item/2720,City Council Special Meeting (Expanded Study – City of Lakeway) — May 04 2020 (Evergreen Solutions) [ArchiveCenter ViewFile Item/2720],Lakeway,TX,South,non_safety_municipal_units,City employees / non-sworn (non-safety) classifications; salary schedules and step plans,Non-represented / non-sworn employees (not specified as a bargaining unit),FY2019/FY2020 pay plan implementation context; mechanism includes annual COLA and merit distribution (effective references to 10/1 and merit/anniversary timing),2019-10-01,2020-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,23386173,42487606b36ae00399ce2757540e2ddf66d776cd25cbd0b4b5018b654f035a07,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b76df4fdc28239a87ea4.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:03Z,integrity_pass,oversized_for_text_pass,pdf_exceeds_bounded_text_pass_size_or_page_limit,173,false,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,oversized_for_text_pass,,,,,,,,,,,,,,
RS556-b850af5abe99d2393581,TS4L-17ee5837f8c459c47d64,lane_3,tier_c,verification_ready_low,https://www.randolphnj.org/Archive.aspx?ADID=113,"Randolph Township, NJ - Archive item ADID=113 (NON-POLICE AND FIRE collective negotiations agreement summary form)",Randolph,NJ,Northeast,non_safety_municipal_units,Municipal employees / clerical employees (RTEA; non-police and fire),RTEA (non-police and fire collective negotiations summary),2024 (PERC non-police and fire collective negotiations agreement summary form),2024-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,847350,ba38dfe994af86d4d0abe41cf4a0638d1f63fcf43d0d16dc89ac38835497b3b7,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b850af5abe99d2393581.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:25Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,3,false,false,1.7,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-b8e88173ddfa4d00b2c9,TS4L-c4316df85ebabf304dc1,lane_3,tier_c,verification_ready_low,https://www.hatfieldborough.com/media/2805/approved-2024-budget.pdf,Borough of Hatfield — Approved 2024 Budget (PDF),Hatfield,PA,Northeast,non_safety_municipal_units,non_safety_municipal_units,,Budget year 2024 (approved 12/20/2023),2024-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,4550246,a286a56da92b8b555119a5fd32889aa13fed719fbe88e984d4d2c445eb30e8fd,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-b8e88173ddfa4d00b2c9.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:10Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,46,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-bce9657182c16f0a6456,TS4L-b961dfc524d0bef03994,lane_3,tier_c,verification_ready_low,https://southoldtownny.gov/Archive/ViewFile/Item/127,ADOPTED 2024 TOWN BUDGET Town of Southold (archived PDF item view),Southold,NY,Northeast,non_safety_municipal_units,Municipal employee compensation context (budgetary pay/benefit lines supporting bargaining outcomes),"CSEA-related benefit line items (e.g., “CSEA BENEFIT FUND” appears in the budget table snippet)",2024 (budget year; supports fiscal constraint/pay plan context across 2014-2024 research window),2024-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_expected,overlap_expected_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1853015,4b901fe155353848301f7c7c31cc26de00b904a9a3a45be78b379ff442dc8d78,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-bce9657182c16f0a6456.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:05Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,42,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-cd7519f0863c010d8be0,TS4L-0504938150cccce931e1,lane_3,tier_c,verification_ready_medium,https://townshipoflower.org/uploaded_files/Signed%20Resolutions%20Feb%2020%2C%202024.pdf,"Lower Township (NJ) - Signed Resolutions Feb 20, 2024 (includes Teamsters MOA re: new CBA effective 1/1/24)",Lower,NJ,Northeast,non_safety_municipal_units,Teamsters municipal bargaining unit employees (non-safety; specific job classes not extracted),Teamsters Local Union No. 676,"MOA economic/non-economic retroactivity to Agreement effective 1/1/24 (replacement for existing CBA expiring Dec 31, 2023)",2024-01-01,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"same_municipality_match_assumed(Lower Township, NJ)",overlaps_2014_2024_window(yes: 2024-portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,754942,eca5d4f91ffddc9c0a5ffd6a54b3b641e5a538c29f0580c321dd5c569de7af4c,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-cd7519f0863c010d8be0.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:19Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,20,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-d16f494538d8beba51e2,TS4L-b57a3f2059a3631cd800,lane_3,tier_c,verification_ready_low,https://windhamct.gov/ArchiveCenter/ViewFile/Item/4581,"FINAL OFFICIAL STATEMENT DATED SEPTEMBER 12, 2024 (includes labor contract expirations and bargaining units, incl. Municipal Employees)",Windham,CT,Northeast,non_safety_municipal_units,Municipal Employees (bargaining unit listed),"AFL-CIO, Local 1303-116 of Council #4 (Municipal Employees)",contract expiration listed as 6/30/2024 (municipal employees),unknown (requires CB,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_expected_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,1737918,f1bab0f4662829d4cfc4d0e871c3a4bc0f4544003ed94782682134cdf2248a2a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-d16f494538d8beba51e2.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:03Z,integrity_pass,needs_review,pdf_encrypted_or_locked,196,true,unknown,1.7,0,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,needs_review,,,,,,,,,,,,,,
RS556-d42cbfe9b221697f1018,TS4L-2349138d766b19f43689,lane_3,tier_c,verification_ready_low,https://www.cartersvillega.gov/Archive.aspx?ADID=60,"City of Cartersville, GA — FY2022 to 2023 City Budget (Archive PDF)",Cartersville,GA,South,non_safety_municipal_units,non_safety_municipal_units,,FY2022-2023 (City budget PDF),2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_expected_city=Cartersville,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,8568219,a25423daf037324f5bec6b90154427f7e5697d0caa63fd9e567d7f436c0bf644,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-d42cbfe9b221697f1018.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:32Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,114,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-d5add76c341d6c07b51c,TS4L-be31509b1328fe618656,lane_3,tier_c,verification_ready_low,https://www.randolphnj.org/Archive/ViewFile/Item/112,AGREEMENT BETWEEN: TOWNSHIP OF RANDOLPH (PDF; includes 2024 effective salary increase language),Randolph,NJ,Northeast,non_safety_municipal_units,Municipal employees / clerical employees (RTEA; non-police and fire unit),RTEA (Randolph Township Employees Association) (as listed on Randolph labor agreements context),"Effective January 1, 2024 (agreement document within 2024-2026 cycle)",2024-01-01,2026-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,709733,fbf48b1f56142ae8f79b5a98cb365963c57ba3fafd51b2ff5b06f00a94806758,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-d5add76c341d6c07b51c.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:05Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,28,false,false,1.4,3,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-db6e77a566aa2effbea1,TS4L-df78f942a6af3a2324e3,lane_3,tier_c,verification_ready_medium,https://www.westmilford.org/FCpdf/AFSCME%203301%202014%20Sidebar-AssistTreasurer%2012-31-14%281%29.pdf,Township of West Milford — AFSCME 3301 2014 SideBar (Assist Treasurer) 12-31-14,West Milford,NJ,Northeast,non_safety_municipal_units,Municipal administrative/finance support (Assist Treasurer),"AFSCME NJ Council 63, Local No. 3301",12-31-2014 (sidebar; referenced as 2014),2014-01-01,2014-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,415145,843074c8d4ed7b8b5ed2328bcacbcb9b48bf3466f0819d062da20a61a783571a,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-db6e77a566aa2effbea1.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:13Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,1,false,false,1.6,1,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
RS556-de7d7ed96a6ef54abdaa,TS4L-b56e6d5a673cee669605,lane_3,tier_c,verification_ready_medium,https://www.westmilford.org/FCpdf/AFSCME%202015-2019.pdf,Township of West Milford — AFSCME 2015-2019 Contract,West Milford,NJ,Northeast,non_safety_municipal_units,Municipal employees in AFSCME bargaining unit (exact job classifications to be identified in source),AFSCME NJ Council 63 (Local no. not specified in filename),2015-2019,2015-01-01,2019-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,retained_downloaded_source,downloaded_retained,application/pdf,.pdf,676459,9b77d78c20352e4b9eb02ee192f6548016e77fb43baba75b537b7877812ed839,docs/analysis/compensation_extraction/DASHBOARD-DEPLOYMENT-FIX-AND-TIER-C-SOURCE-REVIEW-DOWNLOAD-556-2026-07-27/retained_sources/RS556-de7d7ed96a6ef54abdaa.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:41:03Z,integrity_pass,ocr_later_or_defer,bounded_first_pages_do_not_show_usable_text_layer,2,false,false,1.4,2,0,not_applicable,0,0,0,0,reviewed_local_file_metadata_only,"No URL open, download, OCR, rendering, saved page text, evidence extraction, rating, ingestion, codification, model analysis, or causal work occurred.",readiness_review,ocr_later_or_defer,,,,,,,,,,,,,,
