extracted_text_id,retained_source_id,extracted_text_path,extracted_text_sha256,extracted_text_size_bytes
TXT378-68b93d0e2b9943603573,RS556-3ec651852c59751deee3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-68b93d0e2b9943603573.txt,6d8ed89d1bad3f3ac7cefa39b19981b066a37cb9ec0d97b6874dc5c76039bfc3,115120
TXT378-c0d9c78edcef781885f9,RS556-41f7b525b50ab1fdc4d9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c0d9c78edcef781885f9.txt,9297e009584811d9b316ecbe908f29bc0cf516bc60a394177543154fe86e0d5c,162675
TXT378-279f05758631bc584faa,RS556-429008cbccdc67e3e3ab,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-279f05758631bc584faa.txt,3baea1fc5e138ef80acca0940688d0cbf1e8682f6a277635eead30275d898b4c,52161
TXT378-95a8b41bd073fb1668f9,RS556-449be4b2be6cfb02e487,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-95a8b41bd073fb1668f9.txt,24e8ad8b4a64942d99a22111c2de0858323bac8041498329a65dfe98eb796272,166716
TXT378-45f76c88b3c551788441,RS556-458131d7ab8c9212cabe,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-45f76c88b3c551788441.txt,4545ce61fba153a657d7c6e135cd0f60105b957fe41ecddc8ba3552e699c1dad,6518
TXT378-750ba743724f9a9b346c,RS556-47bb2942506fac42c694,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-750ba743724f9a9b346c.txt,d1be34b41b974d299bb5eb658fca06339039d56d0f7036a9fd748ad3f37b89d2,28290
TXT378-53b4aaa4c864ede0ad59,RS556-4b9f832a9e816f04bbf2,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-53b4aaa4c864ede0ad59.txt,000f83fca088fb3d949eeb03f62e2b4b4acc1dc24c1836204cf3b773039ae8b4,57934
TXT378-65327a3004cac63005c3,RS556-4dd7fdacf43c4b0aa64e,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-65327a3004cac63005c3.txt,f4ea78825d4d88064d67d07acc50cb3c6a120e9e55d867c05611217be0b56e2b,90491
TXT378-67f77fbb3d7b21472fcf,RS556-4f1aa4b4207b9fd93f9a,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-67f77fbb3d7b21472fcf.txt,de1e1967c87542a2b15574f216d0d847feba4e41cb4a8694edaf128cdccfaff4,34729
TXT378-925ef3dd363a7ded9d40,RS556-50b290149fea0bd503b9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-925ef3dd363a7ded9d40.txt,61d203c9aa69d0f60a9d66f0ae934953b743717029ce8f88dc2bf8c97cddc963,90693
TXT378-4b47b8f0caf1bbcf66e3,RS556-557a208ef2eb0d0712e3,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4b47b8f0caf1bbcf66e3.txt,d5196f682f77de59128b1077dcf0be8fb2f67ac9123714f75e4477cdc47ed9b3,85640
TXT378-5ec81a0bc01fe9ff311e,RS556-592fbeedba21290df82e,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5ec81a0bc01fe9ff311e.txt,5f9c811c0c7ee0be20d1ffdef9181b372919039de0a99c3da5c72c502aa55cd3,209892
TXT378-52524a80cffa711ae04e,RS556-60dc5422d0888220eb80,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-52524a80cffa711ae04e.txt,c444c5eceaaf41fb069cb80ebc032eba050292b8de8f62cbbe6206103d402d44,7577
TXT378-6a8f4b9586675052b3ad,RS556-621e0c91b278d622fbec,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-6a8f4b9586675052b3ad.txt,1dc8f8688fca5719d4b2019d0a81962a7539b569cb34d8a2f771d1ac9b5e24cc,136669
TXT378-ac6a7023f05a84248a34,RS556-626b7b2f1668f99a5b47,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-ac6a7023f05a84248a34.txt,b4fe8d334cdcc03883d2886534637d72a8bd36f64a9a0cff6462a6936e4d3c74,155934
TXT378-c6406c8a40dcda09f0d1,RS556-646d855e1d67cac9562d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c6406c8a40dcda09f0d1.txt,993cb66410611371fb0114b983aff1f76673c63f82482cf53f07b2853a9aef44,1624
TXT378-1569d597576d34e8c92b,RS556-6dc6ac32d1f2cd0a77c8,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1569d597576d34e8c92b.txt,7be4cdb621c7ae9af5cceeb8e98bbe4d3b1898a0ca415a01b90ca9feb8e45d30,52571
TXT378-71e2a46fe14022316355,RS556-71fdc4116834aae47d47,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-71e2a46fe14022316355.txt,1e3691dfcf13a323d4e3cd72cf12272b4c9d83740c5e7ef3e0db3f44dfa01a0f,146731
TXT378-b2d8cd720990f2698fc2,RS556-75f8acb9b92c1975d9ce,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b2d8cd720990f2698fc2.txt,54e5fdadd425968a5a91b8b38862eb9c5fc35fad39f58cb2c00f2d3dda6aa8b7,5902
TXT378-efd6cd28b379618611af,RS556-7603458f4bfe59b1a1bd,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-efd6cd28b379618611af.txt,3779bcb7b733e0126f82080b4a58c043b930554f5e46f10f857728792caa8a03,20724
TXT378-5f979147901a095e5bee,RS556-7cf367a1825bf44ff355,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5f979147901a095e5bee.txt,257fc7c09a588c953ce78161f258bb2ff6bd20eaf26e1163894755a86f9e2b67,80668
TXT378-cbb1f47ef1a2c07e774c,RS556-7fe6811848b3626a0809,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-cbb1f47ef1a2c07e774c.txt,fdea86626382c314716f78f53bc68e3101759358e6f6940fd0f232a84959cd3a,2606
TXT378-b64aeaba2d1a916843f9,RS556-815032f1117442f8bc6d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b64aeaba2d1a916843f9.txt,a1437fccd00ecd0682ba207abe8ec69253b6403fb0b8d425231a92c67313d8ea,61264
TXT378-1870c650a5d7f40006da,RS556-8d78bb6ec602c1b11e61,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-1870c650a5d7f40006da.txt,5c988a94e9ded28283fd120538078fdf7991470eea0929de35380ba9c0f8603a,124778
TXT378-166fe1e22afda5ad2e3d,RS556-8dcf112b8f1ddb96866d,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-166fe1e22afda5ad2e3d.txt,6ecd3cda13c5003bdb4001c8601b3ba52d0272b7116080154a57ff83ba55663c,59696
TXT378-136ee0f171ed1db1bc9e,RS556-900ca0b3b57a71a8a962,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-136ee0f171ed1db1bc9e.txt,1f7e3fec0f5a9f6dbae544b2bad1883f9a816b95e35e81b36a25c3ab717a1827,13806
TXT378-770b85a295a60a8d4e39,RS556-91c55a4a341ad5bcbd38,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-770b85a295a60a8d4e39.txt,b3211793c52bf959a94d9f67d981e3b922f8ac3a4c969b8997380dbda59e2073,121735
TXT378-301993927abe68890afa,RS556-929597ea3792576422d4,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-301993927abe68890afa.txt,28a0e4fe2ce3876b5de026751dba47224490e6c37067294630dfafd37fc54865,148754
TXT378-c14c22ad9ccfb0faa17b,RS556-9359a627741d8228887f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c14c22ad9ccfb0faa17b.txt,453bf3928e17e2bbd6276931b03e80977c4fe3a022268bc8ae728a4b439712bf,20297
TXT378-b18f26ea52adf090f264,RS556-9379d6d13329358d0d23,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-b18f26ea52adf090f264.txt,ebc993d44289e67ae11492a582a211efb26473f31c2a71648e0647e7d93dd7db,54987
TXT378-688933c3979e58b647ae,RS556-94883acf14af868b0dae,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-688933c3979e58b647ae.txt,3862b326712aac7f6eeb7c0093a6c8e9f7b871a7f2a8e58cb020f296622c8bd7,163409
TXT378-38269a9de77c5534420e,RS556-99be9ed29103158f4a4b,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-38269a9de77c5534420e.txt,a0ac417bead4e76587e237eea2cc56719f755250e8ded14b69e8f7fde658b0ac,154707
TXT378-7b031e6090f037da24a3,RS556-9da5ba2c3a8491b81bb8,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7b031e6090f037da24a3.txt,6298b09506dbb409092c8f3e7fc1833bff49457397af61bab5f1746503e13f80,63237
TXT378-4cfdb73f0d873ad39fcb,RS556-9fa8711d8082fc9a2258,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-4cfdb73f0d873ad39fcb.txt,4c435249fa38452ff036fa3bff5bda531b43421716c2c8d701ba8ef7d62e9708,82430
TXT378-3720c63337fed5c3717d,RS556-a453c4ad600d0c183695,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-3720c63337fed5c3717d.txt,5e3751cd1d119b9da084862663053b588785db5cf78ad79d0414ab4958495a2b,61917
TXT378-cf36eb4019ad8572e8bf,RS556-a54d16738225ae0ecc04,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-cf36eb4019ad8572e8bf.txt,2ac6bbff1ca74fcf39624247e86fa252d4ffd3a9ea25d6f8315774b6a7723963,23549
TXT378-8a9248018b96b4c2eb1d,RS556-a86c54925f8c92ebea4f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-8a9248018b96b4c2eb1d.txt,6e5de7210763657367e0fabdd6d8751d6cd7a3fc42d4e519eb8384799032040b,31207
TXT378-c803d7434e162c5e06ef,RS556-ab92837eb21349211dd9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c803d7434e162c5e06ef.txt,4ed4de2f2194da7b2335bde982dad503cb493e4e2a57dace56fc2a5a7056579d,80827
TXT378-288bb9705061a512decc,RS556-ad5d124632c8049e8418,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-288bb9705061a512decc.txt,f491a632b52f6584b18f731f28715a72b2741be0f85293ec6ac4fb45ddac7bf4,394852
TXT378-7f88ebdbd57265ac4a6e,RS556-af58646a6ed182a19eed,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-7f88ebdbd57265ac4a6e.txt,8da0cca0d3d7d0c6271b4dccf7ce6a3544fc5ae8cf40d6c813ff8d1628d31665,1756
TXT378-0570797a0122470c0ccd,RS556-b0aaf45e0acc2143466e,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-0570797a0122470c0ccd.txt,79173435b36111dceb189bab4c393f043bd39af1e90fe2432ee0f135f9a8c87c,38788
TXT378-5b6412969084997581be,RS556-b3c4af8adeed29a0cece,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-5b6412969084997581be.txt,4b1de77302ab0df11b6938262ad0e82b574c197938ea91804d098e6b31c27ed5,4711
TXT378-231ccdc0498d4d8562fc,RS556-b62eede5552059640a20,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-231ccdc0498d4d8562fc.txt,39295077bd9c040864a12cd60e10db7d443d4f8910210a87f57c1b7ee7a314f1,221012
TXT378-bba6b884ac772f090c00,RS556-b65698aa95c2c51d8a12,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-bba6b884ac772f090c00.txt,a2dbd50f79cb154503e1c0c9a9c039837b89da23ff91c37a0c548851d4660d5f,83611
TXT378-68e2eb7dbbd5615c72a4,RS556-b753a943023bc1ab549b,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-68e2eb7dbbd5615c72a4.txt,b53d11277ec6248b907fbea9f1dd6007c230b1073ab39ceac183fdedbe2da21c,32608
TXT378-c87b9de8ba1eddf75761,RS556-b80eb82294b447ad5d3f,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-c87b9de8ba1eddf75761.txt,8fc42b0f3e190d9dccfd7f177a0206ce437821bb0a2e8ed78535796e27c290dd,41670
TXT378-58114b72662a3652e75b,RS556-b860fd99d376883af3c9,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-58114b72662a3652e75b.txt,7705d6fe427ad7f924663c35c1c2889f18ccb5037f3ba799b8dd6c6add9c8d8d,19370
TXT378-60719b9c06e9ab8e5f9a,RS556-bc3e9387902de11c3252,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-60719b9c06e9ab8e5f9a.txt,11782882e97725a9a23d8c8c2a16d90f914b651fb6ee160a0e428f4fc9913525,152575
