text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_page_count,text_layer_status,text_table_detection_pilot_id,text_table_detection_lane_id,pilot_selection_rank,page_count_bin,artifact_byte_size_bin,sample_selection_reason
ttd_8c223baa04c6c066073d1bec,pr_921eaa72401da0c8ab5f8cd6,sr_b665da111432951bfd16a98f,NSCQ-WI-20260720-0040,TRI-e5cf0b9edbbc64762313,VER-700e0bd8788d569d4266,SOURCE-REVIEW-BATCH2-500-2026-07-24,WI,Fond du Lac,CITY OF FOND DU LAC,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0079_sr_b665da111432951bfd16a98f.pdf,3fb6a8b82fafcc469f113ab3dfd80e2d1a3cb671770c6b552f2520229f76d0f1,470118,application/pdf,39,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,61,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_ad9a38406c481626ff294f64,pr_f567a5a78c96cefea3956fd2,sr_fd8d13d176b6713d6566ec0b,NSCQ-KS-20260720-0027,TRI-ee6365d33a7623247ca3,VER-5514205e230f395413e2,SOURCE-REVIEW-BATCH2-500-2026-07-24,KS,Dodge City,CITY OF DODGE CITY,police,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0190_sr_fd8d13d176b6713d6566ec0b.pdf,0af53796f1f6d950be2a6934d3816ac21e98c58760260b38f8c8068453cc41b6,5381905,application/pdf,107,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,62,over_100,very_large_gt_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_44bfcfabe72a38799cea82de,pr_4702a68f7674533c498bb0f3,sr_0584c9909e395a7de9927bbf,NSCQ-AZ-20260720-0004,TRI-64f6c843ef7c76bc30cc,VER-eaa1a34274d27ae89e0a,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AZ,Mesa,CITY OF MESA,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf,897fa069deb6467194ca79607f8fe867111d7583aa17cff4f5471633d5df69e4,510251,application/pdf,20,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,63,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_e15c2a5aae03a8da9a7a4636,pr_7be15724a711c8f633f1ea67,sr_346a89c5f1515120aa023e79,NSCQ-MD-20260720-0034,TRI-20e11f4567f4283773ed,VER-18f6aae867ba75b67021,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MD,Cumberland,CITY OF CUMBERLAND,fire,ordinance_or_policy,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0481_sr_346a89c5f1515120aa023e79.pdf,5941437361a12f5da81f8ee107f72306dd9b04287a2d61be6549319cd56681df,268904,application/pdf,12,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,64,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_edee906aad7debc64699277e,pr_78068f3a4676fd5045d2582e,sr_41d9585aaa3bb1dcec8dbc88,NSCQ-OH-20260720-0193,TRI-f28bfefa75d05f1dd238,VER-466bf6a98b3163d62d36,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,OH,Athens,CITY OF ATHENS,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0477_sr_41d9585aaa3bb1dcec8dbc88.pdf,56eee3a71e6b1e83c4c2f3d5e3737945a45fda95dba0abdd606c1ec365585c35,613287,application/pdf,25,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,65,11_to_25,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_b7f54aec546fa50b629307e5,pr_92c626d5ace4a422c607fb2d,sr_e280e190518ec5d9e00dc30c,NSCQ-AR-20260720-0012,TRI-cd1d8d6231f9ba1dd34c,VER-6a6bfe30d7989b331772,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AR,Hot Springs,CITY OF HOT SPRINGS,fire,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0471_sr_e280e190518ec5d9e00dc30c.pdf,827f2aa89f5e6e656a8a2e627f9c16b0ee9d0fa1beaaee043748da31f7d6a0f5,405997,application/pdf,1,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,66,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_04863d42cc2c2571543f4d5e,pr_d365eafbec62b9a6926306bf,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,TRI-90b9a7f7e503e5e4a2c3,VER-75f221b12dc3874bd57f,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf,a057527db20ae52d197d3d1605315a1130dfbf918ca8b8b5e399c1cec23d4fd6,225970,application/pdf,5,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,67,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_305f61fe2436a00814bf5c4f,pr_f6b4c25b6756389c56ccef2f,sr_767d500d00d33a4b8112ae8b,NSCQ-NJ-20260720-0047,TRI-585aea117aabbb34812f,VER-dafe5daa0eac42af443e,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NJ,Harrison,TOWN OF HARRISON,fire,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0478_sr_767d500d00d33a4b8112ae8b.pdf,34948224d0aff51f76af400b9371909d734af821d7038fc92920c9cb181dd873,354837,application/pdf,5,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,68,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_eb8ae23945bede29c173ecf2,pr_4285107438a9e322132cb41c,sr_5c331c7f7f07d339de05583f,NSCQ-IA-20260720-0019,TRI-430154a791050fe838f8,VER-b665a109a6243120eb15,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IA,Iowa City,CITY OF IOWA CITY,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0482_sr_5c331c7f7f07d339de05583f.pdf,6ef70bd8bf60671ff01ae090a5258e17b24ee42cb1a1e5643b6ee7fa1e61fd79,284364,application/pdf,27,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,69,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_5367af8e466d3fbdc6bb178d,pr_0c9d9d0038e5cc90de0de111,sr_5133c8d67c412cdec407a7d8,NSCQ-UT-20260720-0002,TRI-c043dd710387c6e7911d,VER-4ceac380df45b3b7dd9e,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,UT,Salt Lake City,CITY OF SALT LAKE CITY,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0480_sr_5133c8d67c412cdec407a7d8.pdf,bb69e5fbbdad3e1befc16e155256f0a8d2228a50420717df534f0218febf76e4,653232,application/pdf,58,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,70,51_to_100,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_1c9ea49fe6d1e8782f4177a4,pr_c136b3d9bfc53f6430cae8c2,sr_2ae5ff049436caf22fe8e1ef,NSCQ-PA-20260720-0058,TRI-3fbb9cfb9b485a83c50d,VER-92074502b6386ac8adf9,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,PA,Harrisburg,CITY OF HARRISBURG,fire,arbitration_award,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf,e57f26d65d5ed55fff23de160df91cd5d9af151305597c35fe27bd8320e9e844,2880802,application/pdf,113,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,71,over_100,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_b2507477f3aaec2c1ee5fc7d,pr_b0a9132a2b8b92b477a3d524,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,TRI-1efe26be681c312c0d21,VER-75cdcb88a507ece1d028,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf,d4912de7c74e67b0ee6b83b9b1e00ed868106194fe837aea7dcb83c3898e6b64,222004,application/pdf,14,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,72,11_to_25,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_97d9614776662a39397c9af0,pr_a8dc276774f2d7a101dfff68,sr_95d5f5cc16e8e5f218da0e09,NSCQ-CO-20260720-0021,TRI-149d3934bf69693fec0d,VER-e64778d47c1751b4ae81,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CO,Brighton,CITY OF BRIGHTON,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0486_sr_95d5f5cc16e8e5f218da0e09.pdf,5650e9370e4a35d0e83ecc74a52308e17b3d816f83bd3a27b5377f07fd4f168c,54943,application/pdf,2,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,73,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_00d957124817535084dd3ad3,pr_b3f02bdc7284604509c80d90,sr_982e3d978294d76b87e6eecc,NSCQ-KS-20260720-0034,TRI-73c7c802b947fb25ef1b,VER-749a0172968ba64025cc,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,KS,Pittsburg,CITY OF PITTSBURG,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,75e5acf6696831fd90e3012c9b750c81ba14f54a35f7678b2cfc081b9efaea28,3944209,application/pdf,7,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,74,1_to_10,large_2_to_5_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_8b1a6c0c4b82eccb94d493e7,pr_7f33a25df6d60de8ccd8d8bd,sr_afc1fc081e6a8d2f3e96038b,NSCQ-MS-20260720-0007,TRI-c70b87dad7ba6e0ff313,VER-1e67584021560969c7a5,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MS,Biloxi,CITY OF BILOXI,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0490_sr_afc1fc081e6a8d2f3e96038b.pdf,58b660b14c2018798fa8f5106d44cb92df96b7b090bc83df75350384f9b45a6e,320212,application/pdf,9,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,75,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_cb431b18c9db12f02889ff17,pr_24fde6bdb8a18daec7cd5fe8,sr_085e00e9c5537c6e4fe3c8f9,NSCQ-NE-20260720-0031,TRI-0e77eca0e3712c6b9de8,VER-ded0cbbc570585cc9020,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NE,La Vista,CITY OF LAVISTA,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0469_sr_085e00e9c5537c6e4fe3c8f9.pdf,e6766d3e2ab16669085957c6188e879c18a2468552c9a7ac95254d7e2fe7347c,121314,application/pdf,9,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,76,1_to_10,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_197cf1119886d25ff9beba0e,pr_b0aceafb33d9903e685d2ee8,sr_01a6ca1e036caa63d95335f7,NSCQ-NM-20260720-0012,TRI-8089fd6fb186b9870a2f,VER-978763acdb07cd73da0d,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NM,Santa Fe,CITY OF SANTA FE,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf,d9abd8c1ff3fdf2f9379616cdfb3faccd9815c0d3d035621bbc8e55f6cf64b67,543556,application/pdf,5,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,77,1_to_10,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_6cee1e7b37e07ff634092fea,pr_8cb9648992ae6c6565f7ce6a,sr_f9aa5e9819cf2c79c486059b,NSCQ-SC-20260720-0001,TRI-08cac052fcf125a56304,VER-2fbb27052e496f9f229b,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,SC,North Charleston,CITY OF NORTH CHARLESTON,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0491_sr_f9aa5e9819cf2c79c486059b.pdf,2e9a9347dcf41578cdf49e5742180d071b0067a13c0c0a847cafde71d816ce87,620446,application/pdf,6,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,78,1_to_10,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_dcecd0fe40210a905405e7d4,pr_4e98a98fc715f44f0b424b4d,sr_2a3285bcb1a040b65a2946a0,NSCQ-ID-20260720-0004,TRI-b40d9794cab141e152a9,VER-54476f01e0f0bd0e3d79,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,ID,Meridian,CITY OF MERIDIAN,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0487_sr_2a3285bcb1a040b65a2946a0.pdf,a9456520712fd8b760dac23f5139dddcf832bec457f3eec56b63460bcbfed086,488724,application/pdf,43,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,79,26_to_50,small_le_512_kib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_4e48be3d21d19e79220cd2c7,pr_4da0b21f4daa5b1243cfe585,sr_d950ee809737f7cc9ed93a71,NSCQ-IL-20260720-0176,TRI-fb6dd7751cf3d4a0c94e,VER-eeb5e2b32f336417123d,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IL,North Chicago,CITY OF NORTH CHICAGO,non_safety,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,20090ecaf42e7d1e6f49efa99438024a54504f86fef6d9807300f81a4f988a09,700787,application/pdf,62,present,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,80,51_to_100,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
ttd_5c893037e8f404547bce8f50,pr_f50e74e654a9797ba08cd96d,sr_8d3f9f4d4411961d23454c19,NSCQ-SC-20260720-0002,TRI-e2b6a6c37d8397399158,VER-d6d390b00b49087e3d2d,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,SC,Mount Pleasant,TOWN OF MOUNT PLEASANT,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0475_sr_8d3f9f4d4411961d23454c19.pdf,02aa6c76be09ce8f6eaf832232df28c8f5ea6fbdd522c6c33d785add0d71339f,738857,application/pdf,62,partial,TEXT-TABLE-DETECTION-PILOT1-150-2026-07-24,lane_2,81,51_to_100,medium_512_kib_to_2_mib,deterministic diversity sample from durable parse_text_layer_later retained PDFs
