missingness_id,municipality,state,compensation_cycle_or_year,side,role_unit,current_claim_family,current_evidence_status,missing_external_variable,why_variable_matters,expected_claim_upgrade,search_priority,search_family,expected_public_availability,likely_source_family,target_query_hints,existing_source_linkage_fields,external_search_executed
EXTMISS-c08bd2bca62a4ade6653443f,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,retroactivity_implementation,formally_adopted,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Acworth NH undated-source-B4X2500LIVE-20260729-006176 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-69b0b047218035ed046c4798,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,retroactivity_implementation,formally_adopted,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Acworth NH undated-source-B4X2500LIVE-20260729-006176 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-28415c0be4540e119b45a800,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,retroactivity_implementation,formally_adopted,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Acworth NH undated-source-B4X2500LIVE-20260729-006176 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-b23a8f3538c62947289c7462,Acworth,NH,undated-source-B4X2500LIVE-20260729-006176,unclear,unclear,retroactivity_implementation,formally_adopted,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Acworth NH undated-source-B4X2500LIVE-20260729-006176 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-2d4a5d5fe40b90a1cb7aac67,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-bb187f2a49b2ba417d213863,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police authorized positions,municipality|state|cycle|side|role,false
EXTMISS-f30aed3cd1b39e74f4b3a3c3,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police applicant counts,municipality|state|cycle|side|role,false
EXTMISS-31027d0a0304ad7954b71d91,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police employee tenure,municipality|state|cycle|side|role,false
EXTMISS-49af80c97801b478be9bd61e,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-061cfa7bd46c148073ef2639,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police pension contributions,municipality|state|cycle|side|role,false
EXTMISS-8d2819788074c2e4bc50b294,Adams,PA,2026,police,police,other_pay_setting_mechanism,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams PA 2026 police authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-c3907fd1ac4c9550857412fb,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-1e147e5e3689448b544277c2,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety authorized positions,municipality|state|cycle|side|role,false
EXTMISS-47942aa45726ea57e8384fc8,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety applicant counts,municipality|state|cycle|side|role,false
EXTMISS-8321dd429743ceb50fd74fa5,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety employee tenure,municipality|state|cycle|side|role,false
EXTMISS-cbea5d6e7e8ea09318aa48b4,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-5e8fde23828174ee270f8101,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety pension contributions,municipality|state|cycle|side|role,false
EXTMISS-945f87cba4904e1f69c5703f,Adams,WI,2024,non_safety,non_safety,budget_pay_plan,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI 2024 non_safety authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-bd98d2d0f07dff100afeacbe,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-d589762e297f0178e39157f7,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-5a6650ed8db59cfad0fbed16,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-a5039a1d9f9ab801273d188b,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-337782440329ea774c9bb221,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-13b5d522436f7bf4f84b3f04,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-be26408c2fafb0984b32c216,Adams,WI,undated-source-B4X2500LIVE-20260729-000902,unclear,unclear,retroactivity_implementation,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Adams WI undated-source-B4X2500LIVE-20260729-000902 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-95d91c9f762be96e52de3b1b,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-aa837059935a61616c7ffb72,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-a81f32d6b81f85f7b84e67f9,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-0d23a3d92c966f5f4ca293a7,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-3f82ff5f58d528bdcc4984f9,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-c42dcb608aebc39138b80c26,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-514efccc7ee78aab8975bbe4,Addison,IL,undated-source-RS429-728fa34f79dffe429f1c,unclear,unclear,budget_pay_plan,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Addison IL undated-source-RS429-728fa34f79dffe429f1c unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-155ea189fb92bc59abbc8fce,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-f2dc5d4996dc60c2674dd4c6,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-c8c64b3e4a6d5ed266da4bf6,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-5a750c285dc2d57f5f1fb4d6,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-bd7eb6cd8257a30efd849798,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-bbb43895227604d78b1de03c,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-e3abb86e4a12d46d63cfbc97,Afton,KS,2025,unclear,unclear,across_the_board_raise,formally_adopted,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Afton KS 2025 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-98cf71f2e76f3d87084c623c,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-22de2a97e87fc016b674f220,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-d846cb166f6f8abe579f8755,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-cc4ab5f7f2302d92ea20f43c,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear employee tenure,municipality|state|cycle|side|role,false
EXTMISS-be691c356ac636c6ac26e65c,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",confirms whether negotiated or adopted terms became operative and paid,confirms whether negotiated or adopted terms became operative and paid,Tier 1,implementation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear payroll-effective date,municipality|state|cycle|side|role,false
EXTMISS-bd5e8b7ec70487fb1fe2d929,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",separates wages from benefits and measures recurring total-compensation effects,separates wages from benefits and measures recurring total-compensation effects,Tier 2,benefits_and_total_compensation,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear pension contributions,municipality|state|cycle|side|role,false
EXTMISS-ae438e161d7c7f03c56d38ef,Alaiedon,MI,2022,unclear,unclear,budget_pay_plan,implemented,"authoritative coordinates, urbanicity, population, fiscal capacity, labor-law regime",enables hex-density placement and contextual interpretation,enables hex-density placement and contextual interpretation,Tier 2,urbanicity_and_context,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alaiedon MI 2022 unclear authoritative coordinates,municipality|state|cycle|side|role,false
EXTMISS-40f5ecd40c58e1b354384984,Alban,WI,2022,unclear,unclear,budget_pay_plan,implemented,"actual wages paid, total earnings, overtime, premiums, retroactive payments",upgrades implementation from documented term to paid outcome,upgrades implementation from documented term to paid outcome,Tier 1,payroll_and_earnings,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alban WI 2022 unclear actual wages paid,municipality|state|cycle|side|role,false
EXTMISS-dbb6dc2344c1bcdba2494804,Alban,WI,2022,unclear,unclear,budget_pay_plan,implemented,"authorized positions, filled positions, vacancy rate, layoffs, attrition",tests vacancy and staffing-reduction mechanisms with denominators,tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,staffing_and_headcount,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alban WI 2022 unclear authorized positions,municipality|state|cycle|side|role,false
EXTMISS-8654ac1f9d2839812ee91962,Alban,WI,2022,unclear,unclear,budget_pay_plan,implemented,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",tests recruitment and retention pressure with comparable administrative outcomes,tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,recruitment_and_retention,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alban WI 2022 unclear applicant counts,municipality|state|cycle|side|role,false
EXTMISS-4c706c8e8178bf3a0c441ac6,Alban,WI,2022,unclear,unclear,budget_pay_plan,implemented,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",distinguishes contractual progression from compositional or tenure differences,distinguishes contractual progression from compositional or tenure differences,Tier 2,tenure_and_progression,moderate,"municipal payroll/open data, adopted budget, HR report, Census/USDA",Alban WI 2022 unclear employee tenure,municipality|state|cycle|side|role,false
