implementation_event_id,municipality,state,region,latitude,longitude,compensation_cycle_id,period_start,period_end,mechanism_class,mechanism_subtype,side,beneficiary_unit,implementation_status,pressure_direction,recurring_or_one_time,compensation_type,pay_basis,source_count,evidence_span_count,corroborating_source_count,strongest_evidence_excerpt,human_readable_citation,implementation_confidence,claim_use_status,urbanicity_status,technical_lineage
IMPEVT-68793e521d7103d1b0a1713e,Whale Pass,AK,West,,,undated-source-B4X2500LIVE-20260729-002312,,,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"hardships the Alaska Legislature amended the Title 29, effective January 1, 1986, and","Whale Pass, AK, Personnel Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-546b103aae2c922f3d39e6ce"",""WCM-b0d3f7cc420485a1e7f1eb12""]"
IMPEVT-27b66460969c33b75539eaea,Ashland,AL,South,,,2017,2017,2017,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"Records Manager/ Communications Supervisor effective November 01, 2017.","Ashland, AL, Council Packet Or Minutes, 2017.",high,implementation_event_ready,missing_not_validated,"[""WCM-3d062c22d85f2adca21af21b"",""WCM-66c24574b8a3c849822c9ace"",""WCM-aaaf24bf2f0cfb2e2e9d0fd7""]"
IMPEVT-6212a7e7f72e4fe92acfd82c,Brundidge,AL,South,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"employees to Tier I status effective October 1, 2025.","Brundidge, AL, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-20a631d9c0de37aed4d0904a""]"
IMPEVT-553f16535e8c0b7bf9887e05,Graysville,AL,South,,,2016,2016,2016,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"This Resolution shall become effective on November 7, 2016.","Graysville, AL, Wage Schedule, 2016.",high,implementation_event_ready,missing_not_validated,"[""WCM-a47e2950de5a3ecce227a477""]"
IMPEVT-1470a5b10fe6c225cb2fac05,Loachapoka,AL,South,,,2022,2022,2022,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,percentage,1,2,0,"a 5.75% Cost Of Living Adjustment effective October 8, 2022 for all eligible county employees.","Loachapoka, AL, Council Packet Or Minutes, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-f62c256138ecff82699a7e59"",""WCM-fb0f939634ca5338578bfc0a""]"
IMPEVT-7889d35ec490944699b69ade,Stevenson,AL,South,,,undated-source-B4X2500LIVE-20260729-009226,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,per_diem,1,1,0,exceed the amount approved by City Council. City Council must approve rates higher than the State Per Diem.,"Stevenson, AL, Budget Or Pay Plan, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-02da8c0126a8a8ca4b0a9cca""]"
IMPEVT-7174c7896e0bf5d281a4b484,Valley Grande,AL,South,,,2020,2020,2020,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"This resolution shall become effective November 2, 2020.","Valley Grande, AL, Wage Schedule, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-a70c297ef779576e63ac7009""]"
IMPEVT-466cc8879841b60362a6f372,Batesville,AR,South,,,undated-source-CBSRD-20260728-229e87b6cec1a609381b,,,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,unknown,1,1,0,,"Batesville, AR, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-c840cf3435c0f6e8f6fe78ea""]"
IMPEVT-d661fab5716ee631cdad4086,Cammack Village,AR,South,,,2023,2023,2023,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Treasurer effective December 31, 2023 and","Cammack Village, AR, Wage Schedule, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-6e267fbf76b2c47a36172d0c""]"
IMPEVT-572c4a601f51998c05158c44,Cammack Village,AR,South,,,2024,2024,2024,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,SECTION 2: The rate set forth in Section 1 of this ordinance shall become effective on January,"Cammack Village, AR, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-5bec336493ea98dd689f59b1""]"
IMPEVT-a58bd6dab0fabfdc516ca6b0,Hazen,AR,South,,,2020,2020,2020,retroactivity_implementation,retroactive_pay,police,police,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"marriage provision shall be retroactive to January 1, 2020.","Hazen, AR, Other Local Government Pay Policy, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-6533fc6199fcb1389c208757""]"
IMPEVT-e1103304ea3cfbf2a13ec429,Hazen,AR,South,,,2023,2023,2023,retroactivity_implementation,retroactive_pay,police,police,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"life of at least one year retroactive to January 1, 2023.","Hazen, AR, Other Local Government Pay Policy, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-6ba1b0c7e88e5ae28047f408""]"
IMPEVT-7986fe5a0c0f1e7a5b07e312,Hazen,AR,South,,,undated-source-B4X2500LIVE-20260729-006727,,,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"effective January 1, 1983, at which time ordinance No.","Hazen, AR, Other Local Government Pay Policy, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-961a470fc8373e3b048e1eae"",""WCM-d5a0161ad77d4e185474af39""]"
IMPEVT-2a5d2d8157dc9af61b7244b1,Hot Springs,AR,South,,,2024,2024,2024,budget_pay_plan,retroactive_pay,non_safety,non_safety,formally_adopted,upward,retroactive_back_pay,retroactive_pay,hourly,1,1,0,"A) All new employees covered by this Agreement shall be paid in accordance to the salary schedule adopted by the Board of Education as set out in Appendix A. B) Current Hot Springs classified staff shall receive a $0.75 per hour pay increase effective June 11, 2024 to June 10, 2024, except for persons who had reached the Salary cap. Salary increases are retroactive. In addition, the hiring schedule will be increased by $0.25 per hour. In addition, the Salary","Hot Springs, AR, Collective Bargaining Agreement Or Moa Or Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-fc808071f49a88c72d3e0476""]"
IMPEVT-e959b21046a5da1c1b988e04,Big Bear Lake,CA,West,,,2015,2015,2015,retroactivity_implementation,mechanism_only,non_safety,non_safety,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective July 1, 2015, ""new members"" hired on or after January 1, 2013 shall contribute from","Big Bear Lake, California, Memorandum of Understanding (MOU) — Teamsters Local 1932, General Employees Unit (Effective July 1, 2023 to June 30, 2026), memorandum of understanding, 2023, § GENERAL EMPLOYEES UNIT.",high,implementation_event_ready,missing_not_validated,"[""WCM-0e013f37fdbe835a8b23458e""]"
IMPEVT-269a68ff053e14d5fa36abcf,Big Bear Lake,CA,West,,,2023,2023,2023,retroactivity_implementation,mechanism_only,non_safety,non_safety,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"EFFECTIVE JULY 1, 2023 TO JUNE 30, 2026","Big Bear Lake, California, Memorandum of Understanding (MOU) — Teamsters Local 1932, General Employees Unit (Effective July 1, 2023 to June 30, 2026), memorandum of understanding, 2023, § GENERAL EMPLOYEES UNIT.",high,implementation_event_ready,missing_not_validated,"[""WCM-07320828baa6abf5cfd3efa9"",""WCM-c0ad165933c29101fc894405""]"
IMPEVT-5350f3ade3dc9d50fe68fc1f,Biggs,CA,West,,,2022,2022,2022,retroactivity_implementation,base_wage,unclear,unclear,implemented,unclear,recurring_base,base_wage,annual_salary,1,1,0,"CITY OF BIGGS Salary Schedule Effective September 1, 2022","Biggs, California, Budget Or Pay Plan, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-20abccf6c7a14b3dbb463b68""]"
IMPEVT-f72c201905d76c1ad6e2071d,Blue Lake,CA,West,,,2024,2024,2024,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,annual_salary,1,1,0,"change, a new job description and revised salary schedule will need to be adopted.","Blue Lake, California, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-80314403698b5b3f7dc232c5""]"
IMPEVT-7af3babb44c9e4d3cf23b79d,Blue Lake,CA,West,,,2024,2024,2024,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,downward,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,contracts or authorize employee raises without prior approval from the City Council. All such matters must be presented to and approved by the Council before execution or,"Blue Lake, California, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-23ba53c031304e252fa081a2""]"
IMPEVT-29b1c4b322fab58936ed4962,Blue Lake,CA,West,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,Amendment Number 4 effective 5/12/25,"Blue Lake, California, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-8b9dca1f560b14c6c07ba1c7""]"
IMPEVT-60f3902bee2be9c8b66c9b02,Buellton,CA,West,,,2026,2026,2026,retroactivity_implementation,classification_band,unclear,unclear,implemented,unclear,unclear_duration,classification_band,unknown,1,1,0,"Effective July 1, 2026 New Classification/Position in 2025-26","Buellton, California, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-312cafebb565647d7ea40665""]"
IMPEVT-b8cd462c13b76e579fa1d56f,Carmel-by-the-Sea,CA,West,,,2024,2024,2024,across_the_board_raise,classification_band,non_safety,non_safety,implemented,unclear,unclear_duration,classification_band,hourly,1,1,0,"For Assistant Planner classification only, effective upon City Council ratification, the hourly rate","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-75ceeee2d18f3e77d6faa717""]"
IMPEVT-67b6babbb99f30b6a8b09bc3,Carmel-by-the-Sea,CA,West,,,2024,2024,2024,retroactivity_implementation,base_wage,fire,fire,implemented,upward,recurring_base,base_wage,annual_salary,1,1,0,"Effective July 1, 2024, the City shall provide an eight percent (8%) increase to base salary for each","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-86afc0ef22cd1f69745b3db0""]"
IMPEVT-6afbda1075f8e526ace434eb,Carmel-by-the-Sea,CA,West,,,2024,2024,2024,retroactivity_implementation,step_progression,non_safety,non_safety,implemented,upward,scheduled_step,step_progression,hourly,1,3,0,"Effective July 1, 2024, the hourly rate salary steps for all classes in this bargaining unit shall be","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-2006495d0dd550a331c36c05"",""WCM-45db2e7cbc338d6c177ec776"",""WCM-88397c64b48e0f7f54da883c""]"
IMPEVT-a5da8fbc4cc109834de273fe,Carmel-by-the-Sea,CA,West,,,2025,2025,2025,retroactivity_implementation,mechanism_only,fire,fire,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"Effective January 1, 2025, the City shall provide an additional four percent (4%) increase to base","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-9c6f8a60031bd13607846b43""]"
IMPEVT-ad74df234dde6e2e44e93db8,Carmel-by-the-Sea,CA,West,,,2025,2025,2025,retroactivity_implementation,step_progression,non_safety,non_safety,implemented,upward,scheduled_step,step_progression,hourly,1,1,0,"Effective July 1, 2025, the hourly rate salary steps for all classes","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-5aadf2f72e5927f7cf88f59e""]"
IMPEVT-ada7babb46241ed8348c480d,Carmel-by-the-Sea,CA,West,,,2025,2025,2025,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"compensation to his/her deferred compensation plan, effective on the first month following approval","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-b46d0bfc102eae1c38ee54a3""]"
IMPEVT-52e316957685b68dfd7815ea,Carmel-by-the-Sea,CA,West,,,2026,2026,2026,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"City of Carmel by the Sea Effective January 16, 2026","Carmel-by-the-Sea, California, Memorandum Of Understanding, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-2dd539ce0076a55b4babda8b"",""WCM-3ec25684d90f21f15ae19910"",""WCM-64b3fc61178cb0045685350e""]"
IMPEVT-6cf04406998df51af52aae3d,Colfax,CA,West,,,2017,2017,2017,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective January 1, 2017, the City will discontinue participation in and contributions to","Colfax, California, Memorandum Of Understanding, 2017.",high,implementation_event_ready,missing_not_validated,"[""WCM-e44a3b0af7c49cbca324aa89""]"
IMPEVT-1c103b44399aee5208b59aca,Colfax,CA,West,,,2018,2018,2018,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,percentage,1,1,0,"Effective January 1, 2018, the City will contribute 100% of the first $800 and 95% of the","Colfax, California, Memorandum Of Understanding, 2018.",high,implementation_event_ready,missing_not_validated,"[""WCM-38a8df9887e02c635c1a2250""]"
IMPEVT-9bd186d05878b0b92e528fe0,Colfax,CA,West,,,2021,2021,2021,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,percentage,1,3,0,Certification Pay: Employees will receive an additional 5% above their base pay for,"Colfax, California, Memorandum Of Understanding, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-0802ee6ad62132aae404965b"",""WCM-630aa9233d8991d444efb4db"",""WCM-807257f3277c4c36ddcd1367""]"
IMPEVT-86eb2a997c7c71359a5d93ef,Colfax,CA,West,,,2021,2021,2021,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective July 1, 2021, CTO time will be","Colfax, California, Memorandum Of Understanding, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-ed801424d59f7ce36bd3d7c8""]"
IMPEVT-b7ca3e3bff80b87d857edec4,Colma,CA,West,,,2017,2017,2017,non_base_compensation,uniform_or_equipment_allowance,unclear,unclear,formally_adopted,unclear,recurring_non_base,uniform_or_equipment_allowance,annual_salary,1,1,0,"(1) These positions receive a $1,025 per year uniform allowance Ord 773 Reinstatement of Reserve Officer Program - up to 4 Reserve Officers (Adopted 12/13/2017)","Colma, California, Wage Schedule, 2017.",high,implementation_event_ready,missing_not_validated,"[""WCM-f3a3bb542a70e55679a3df50""]"
IMPEVT-678b1bcd8a3c42aa081a6869,Colma,CA,West,,,2018,2018,2018,non_base_compensation,other,unclear,unclear,formally_adopted,unclear,unclear_duration,other,percentage,1,3,0,(2) This position receives a 5.0% incentive for CAD Administrator Ord 784 City Council Compensation (Adopted 11/14/2018),"Colma, California, Wage Schedule, 2018.",high,implementation_event_ready,missing_not_validated,"[""WCM-53cd67ab6bc393d0d6175c0b"",""WCM-93c36e5ad1963988f3aa21aa"",""WCM-da06bcd36d1e4334e2b1b915""]"
IMPEVT-f7f9021422d5305aafd60312,Colma,CA,West,,,2019,2019,2019,non_base_compensation,holiday_pay,unclear,unclear,formally_adopted,upward,recurring_non_base,holiday_pay,annual_salary,1,4,0,(3) These positions receive an additional 5% Holiday Pay Reso 2004-36 Establishment of Police Recruit Program - 95% of Police Officer Step 1 (5/12/2004) (4) These positions receive a $774.73 per year uniform allowance Reso 2019-57 City Manager Contract Amendment 3 (Adopted 12/11/2019),"Colma, California, Wage Schedule, 2019.",high,implementation_event_ready,missing_not_validated,"[""WCM-813480c86ab2645fe4c2318e"",""WCM-816b92a7c393ee6e371c751d"",""WCM-97e5989ac13a0bfe1efa5820"",""WCM-e383ce45bb52151603dd6c2b""]"
IMPEVT-b84afd9a82f309eb490b7569,Colma,CA,West,,,2021,2021,2021,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Town of Colma Pay Schedule (Effective December 26, 2021)","Colma, California, Wage Schedule, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-96a5b5283a08c782dc68aafe""]"
IMPEVT-c32d5fbea26decf8a17a40a3,Colma,CA,West,,,2022,2022,2022,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"Town of Colma Pay Schedule (Effective June 26, 2022)","Colma, California, Wage Schedule, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-428cd75112f2052113786bec"",""WCM-d361b4af8a4b38591f187f1f""]"
IMPEVT-271b4520326fcdb22f7a7b45,Dos Palos,CA,West,,,2024,2024,2024,across_the_board_raise,across_the_board_raise,police,police,implemented,upward,percentage_adjustment,across_the_board_raise,percentage,1,2,0,employee will receive 2% pay increase for each new certification.,"Dos Palos, California, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-981175f0bfcab801e5c39cd0"",""WCM-aaa20c94dfa794f0dac36f15""]"
IMPEVT-9b2048a43f98b14524ccb34a,Dos Palos,CA,West,,,2024,2024,2024,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"EFFECTIVE July 1, 2024 -June 30, 2026","Dos Palos, California, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-3673dfd39933da6cd44fa0ce"",""WCM-663bf494e33846a839fe35c5""]"
IMPEVT-97d94a73b742737320ecdfc0,Dos Palos,CA,West,,,2025,2025,2025,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,percentage,1,1,0,"4% effective July I, 2025","Dos Palos, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-7dfa84ec2b8a75c1b1a2de7e""]"
IMPEVT-6fa836f6476e72a7b60137f4,Escalon,CA,West,,,2025,2025,2025,across_the_board_raise,across_the_board_raise,police,police,implemented,upward,percentage_adjustment,across_the_board_raise,annual_salary,1,2,0,"FY 2025-26 a salary increase of 4%, effective July 1, 2025,","Escalon, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-17100e100173cb11916d6db2"",""WCM-60e605355e19a02e7f737181""]"
IMPEVT-23e450740f364ef7ea10e4bc,Escalon,CA,West,,,2025,2025,2025,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"EFFECTIVE JULY 1, 2025","Escalon, California, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-c7daee9b6b3be63a1e75ee5b"",""WCM-e16fa4e094fcc1dc49b2f968""]"
IMPEVT-1d9a166a6f2525c3fecd81e1,Escalon,CA,West,,,2025,2025,2025,retroactivity_implementation,step_progression,unclear,unclear,implemented,upward,scheduled_step,step_progression,annual_salary,1,2,0,"Effective 7/1/2025 2,080 Yearly Hours Salary Step A Step B Step C Step D Step E","Escalon, California, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-0d70c619ba777c79c993bbd4"",""WCM-3d250aec4c73f8ab3d5be5ac""]"
IMPEVT-31ce8a8721b1d6a710a13aea,Escalon,CA,West,,,2026,2026,2026,across_the_board_raise,across_the_board_raise,police,police,implemented,upward,percentage_adjustment,across_the_board_raise,annual_salary,1,1,0,"FY 2026-27 a salary increase of 3%, effective July 1, 2026,","Escalon, California, Memorandum Of Understanding, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-8827e22eb3ef2b36ae225784""]"
IMPEVT-582c2039931109a6a4176101,Escalon,CA,West,,,2026,2026,2026,retroactivity_implementation,step_progression,unclear,unclear,implemented,upward,scheduled_step,step_progression,annual_salary,1,1,0,"Effective 7/1/2026 2,080 Yearly Hours Salary Step A Step B Step C Step D Step E","Escalon, California, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-713ef16a9d14d68efe23f6bf""]"
IMPEVT-48b7aec914c180cb76f6f691,Etna,CA,West,,,2023,2023,2023,non_base_compensation,longevity,unclear,unclear,formally_adopted,upward,recurring_non_base,longevity,step_schedule,1,1,0,Longevity Pay to be added to the above steps if approved by Council for the 24/25 Budget,"Etna, California, Wage Schedule, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-d78c972c16d74baad3f16daa""]"
IMPEVT-dc5efc5b749f94a95f10236e,Gonzales,CA,West,,,2024,2024,2024,retroactivity_implementation,mechanism_only,police,police,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Revised 1-13-25, Effective 01/01/25","Gonzales, California, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-d1a741beb958b8a310b9aae4""]"
IMPEVT-b5dd601b06fbf07635977057,Gustine,CA,West,,,2026,2026,2026,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,annual_salary,1,1,0,"ANNUAL SALARY SCHEDULE Effective July 1, 2026 Adopted July 21, 2026 Annual Amounts #REF! A $0 B","Gustine, California, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-4660f8b6ecb0a496aac1b35d""]"
IMPEVT-1020b1277b3b6957997030da,Gustine,CA,West,,,2026,2026,2026,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"Effective July 1, 2026","Gustine, California, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-d4ab8ecfd8711e8461a53af4""]"
IMPEVT-83ae1b70237f62ac3dd1a569,Holtville,CA,West,,,2023,2023,2023,retroactivity_implementation,mechanism_only,fire,fire,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"employment as provided by this resolution and the agreement are effective July 01, 2023.","Holtville, California, Wage Schedule, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-16b5acb3e914f5ba714d52c7"",""WCM-5048f6a0c25ff412a901add4""]"
