verification_id,candidate_queue_row_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,verification_status,verification_status_detail,url_reachable,http_status_code,final_url,redirect_detected,redirect_chain_length,content_type,content_length_header,bytes_read,fetch_elapsed_seconds,source_officialness_prelim,employer_match_prelim,source_document_type_prelim,wage_data_signal_prelim,mechanism_language_signal_prelim,duplicate_source_group_id,duplicate_fetch_reused_from_verification_id,artifact_path,error_type,error_message_sanitized,verified_at,verification_round_id,verification_merge_id,verification_merged_at,verification_lane_id,verification_stage
VER-a1123b6feee3f3008a32,NSCQ-NV-20260720-0017,cog_2025_194943,194943,NV,Carson,CITY OF CARSON CITY,https://www.carsoncity.gov/home/showpublisheddocument/86896/638285780671430000,"Collective Bargaining Agreement between Carson City and the Carson City Fire Fighters Association, Local #2251 of the International Association of Fire Fighters — regarding Supervisory Unit (Battalion Chiefs)",cba,high,scheduled,blocked_or_forbidden,bounded request completed with terminal HTTP classification,no,403,https://www.carsoncity.gov/home/showpublisheddocument/86896/638285780671430000,no,0,text/html,471,0,1.418976,unknown,needs_content_review,unknown,unknown,unknown,URL-48288e443a6eab46c9d0,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-a1123b6feee3f3008a32_response_metadata.json,,,2026-07-24T15:29:46Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-5b814c16139b9914cad8,NSCQ-NV-20260720-0024,cog_2025_108907,108907,NV,Mesquite,CITY OF MESQUITE,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/City%20of%20Mesquite%20MPOA%20CBA%202019-2022%20.pdf,Mesquite Police Officers Association - Collective Bargaining Agreement 2019-2022,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://emrb.nv.gov/uploadedFiles/emrbnvgov/content/Resources/police/City%20of%20Mesquite%20MPOA%20CBA%202019-2022%20.pdf,no,0,application/pdf,218745,218745,1.775289,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-490fe573d7ff131d99bf,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-5b814c16139b9914cad8_response_metadata.json,,,2026-07-24T15:29:46Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-359d21c9c145e15fd76c,NSCQ-NV-20260720-0021,cog_2025_130692,130692,NV,Elko,CITY OF ELKO,https://cms4files.revize.com/elko/10-22-2019.pdf,"Collective Bargaining Agreement (July 1, 2019 through June 30, 2022) — City of Elko and Elko Police Officers Protective Association (Nevada Association of Public Safety Officers, Communications Workers of America, AFL-CIO, Local 9110, Sergeants Unit)",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://cms4files.revize.com/elko/10-22-2019.pdf,no,0,application/pdf,4617126,4617126,0.451918,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-11bdb7891953cf6003ac,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-359d21c9c145e15fd76c_response_metadata.json,,,2026-07-24T15:29:45Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-095347b5efe207a6f8d1,NSCQ-NV-20260720-0028,cog_2025_130690,130690,NV,Fallon,CITY OF FALLON,https://www.fallonnevada.gov/wp-content/uploads/2021/12/Op-Egnineers-City-of-Fallon-Proposed-Agreement-7-21_6-24.pdf,"Agreement Between City of Fallon and Operating Engineers Local Union No. 3 (Duration: July 1, 2021–June 30, 2024) (Includes Schedule A classifications and wage/pay provisions)",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.fallonnevada.gov/wp-content/uploads/2021/12/Op-Egnineers-City-of-Fallon-Proposed-Agreement-7-21_6-24.pdf,no,0,application/pdf,2072431,2072431,2.796034,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-aa73a671661f889db6e5,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-095347b5efe207a6f8d1_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-65e3941f794e1bb52446,NSCQ-HI-20260720-0001,cog_2025_183701,183701,HI,Honolulu,CITY AND COUNTY OF HONOLULU,https://ballotpedia.s3.amazonaws.com/images/5/55/Honolulu_Police_CBA_2021-2025.pdf,"SHOPO Agreement (Bargaining Unit 12, Police Officers) — 2021-2025",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://ballotpedia.s3.amazonaws.com/images/5/55/Honolulu_Police_CBA_2021-2025.pdf,no,0,application/pdf,7073963,7073963,0.636558,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-6d48ab0c0d81a3ded7a1,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-65e3941f794e1bb52446_response_metadata.json,,,2026-07-24T15:29:46Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-93e0cb4d0a1f336d81d8,NSCQ-NH-20260720-0001,cog_2025_170001,170001,NH,Manchester,CITY OF MANCHESTER,https://www.manchesternh.gov/Portals/2/Departments/human_resources/Union%20Contracts/MPPA7_1_22-6_30_26.pdf?ver=2024-11-07-124950-423,"Agreement between the City of Manchester, NH and the Manchester Police Patrolman's Association (MPPA) — July 1, 2022 to June 30, 2026",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.manchesternh.gov/Portals/2/Departments/human_resources/Union%20Contracts/MPPA7_1_22-6_30_26.pdf?ver=2024-11-07-124950-423,no,0,application/pdf,2849202,2849202,8.417225,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-dfd654a29c70d4de6ac1,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-93e0cb4d0a1f336d81d8_response_metadata.json,,,2026-07-24T15:29:54Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-198d0291d62e95144ab8,NSCQ-NH-20260720-0004,cog_2025_170001,170001,NH,Manchester,CITY OF MANCHESTER,https://www.manchesternh.gov/Portals/2/Departments/human_resources/Union%20Contracts/AFSCMEMaster7_1_22-6_30_25.pdf?ver=2024-11-07-124745-173,"Collective Bargaining Agreement between the City of Manchester and AFSCME Council 93, Local 298 — Highway, Parks & EPD — July 1, 2022 to June 30, 2025",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.manchesternh.gov/Portals/2/Departments/human_resources/Union%20Contracts/AFSCMEMaster7_1_22-6_30_25.pdf?ver=2024-11-07-124745-173,no,0,application/pdf,3394857,3394857,12.433103,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-e05aa79da4f5553078d3,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-198d0291d62e95144ab8_response_metadata.json,,,2026-07-24T15:29:58Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-911c8f6570f6d9f13e55,NSCQ-NH-20260720-0012,cog_2025_170003,170003,NH,Rochester,CITY OF ROCHESTER,https://www.rochesternh.gov/human-resources/files/2023-2027-fire-cba,Agreement between the City of Rochester and Local 1451 of the International Association of Firefighters,cba,high,scheduled,blocked_or_forbidden,bounded request completed with terminal HTTP classification,no,403,https://www.rochesternh.gov/human-resources/files/2023-2027-fire-cba,no,0,text/html; charset=UTF-8,,0,2.559753,unknown,needs_content_review,unknown,unknown,unknown,URL-31e8966711fc29029294,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-911c8f6570f6d9f13e55_response_metadata.json,,,2026-07-24T15:29:49Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-51c6513b8f4ff14c8175,NSCQ-NH-20260720-0015,cog_2025_202148,202148,NH,Dover,CITY OF DOVER,https://www.dover.nh.gov/Assets/government/city-operations/2document/executive/human-resources/union-information/DPA%20CBA%20July%201%202014%20-%20June%2030%202017.pdf,"DPA CBA July 1, 2014 - June 30, 2017",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.dover.nh.gov/Assets/government/city-operations/2document/executive/human-resources/union-information/DPA%20CBA%20July%201%202014%20-%20June%2030%202017.pdf,no,0,application/pdf,1649614,1649614,0.814945,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-b05601fad92db759de03,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-51c6513b8f4ff14c8175_response_metadata.json,,,2026-07-24T15:29:47Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-e822633665113fd46871,NSCQ-NH-20260720-0018,cog_2025_202148,202148,NH,Dover,CITY OF DOVER,https://www.dover.nh.gov/Assets/government/city-operations/2document/executive/human-resources/union-information/AFSCME%20CBA%20July%201%202014-June%2030%202017.pdf,AFSCME CBA 7-1-14 to 6-30-17 Signed,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.dover.nh.gov/Assets/government/city-operations/2document/executive/human-resources/union-information/AFSCME%20CBA%20July%201%202014-June%2030%202017.pdf,no,0,application/pdf,2741623,2741623,0.796005,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-5e33160909d4e73f8d32,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-e822633665113fd46871_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-86000b50687ef48c25ad,NSCQ-NH-20260720-0026,cog_2025_169998,169998,NH,Laconia,CITY OF LACONIA,https://www.laconianh.gov/AgendaCenter/ViewFile/Item/9845?fileID=14262,COMPENSATION PLAN 7/1/19 - 6/30/20,wage_schedule_or_compensation_plan,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.laconianh.gov/AgendaCenter/ViewFile/Item/9845?fileID=14262,no,0,application/pdf,9842,9842,0.458496,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-6cd76b521edd99fa9c38,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-86000b50687ef48c25ad_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-959f43b2b25cd0b1d92f,NSCQ-NH-20260720-0035,cog_2025_183890,183890,NH,Franklin,CITY OF FRANKLIN,https://www.franklinnh.gov/home/files/fy26-council-adopted-payscale,FY2026 Council Adopted Payscale (includes Police Department - NEPBA Local #214 pay tables),wage_schedule_or_compensation_plan,high,scheduled,blocked_or_forbidden,bounded request completed with terminal HTTP classification,no,403,https://www.franklinnh.gov/home/files/fy26-council-adopted-payscale,no,0,text/html; charset=UTF-8,,0,0.191864,unknown,needs_content_review,unknown,unknown,unknown,URL-3972f7ecc343cb37b45a,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-959f43b2b25cd0b1d92f_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-d566611bdbf37cfa7040,NSCQ-MA-20260720-0026,cog_2025_106061,106061,MA,Springfield,CITY OF SPRINGFIELD,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/Police_Supervisors_2013-2016,Police_Supervisors_2013-2016,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/Police_Supervisors_2013-2016,no,0,application/pdf,518322,518322,0.323827,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-929771fdb0b3a8b00435,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-d566611bdbf37cfa7040_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
VER-cfba24767291ae086e81,NSCQ-MA-20260720-0029,cog_2025_106061,106061,MA,Springfield,CITY OF SPRINGFIELD,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/NAGE-_Building_Inspectors_2014-2017,NAGE-_Building_Inspectors_2014-2017,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.springfield-ma.gov/hr/fileadmin/Personnel/public/Union_Contracts/NAGE-_Building_Inspectors_2014-2017,no,0,application/pdf,2166266,2166266,0.348660,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-ce76779ddd589d29e04f,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND1-3X750-2026-07-23/lane_1_live_attempt1/candidate_artifacts/VER-cfba24767291ae086e81_response_metadata.json,,,2026-07-24T15:29:48Z,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,VERIFICATION-SCALE-ROUND1-3X750-MERGE-2026-07-24,2026-07-24T15:49:10Z,lane_1,url_reachability_metadata_verified
