candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-eb812d654e8d9c83e495,lane_2,tier_c,verification_ready_medium,105,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.statereference.com/items/dlr_cases/16-5559?attachment=Case+Filed.PDF,"StateReference — DLR case attachment: North Andover Firefighters Local 2035 / North Andover, Town of (DLR case 16-5559; attachment labeled “Case Filed.PDF”)",North Andover,MA,Northeast,safety_and_non_safety_bargaining_units,Firefighters (public safety),North Andover Firefighters Local 2035,DLR case number indicates 2016 filing context (case 16-5559).,2016-01-01 (inferred,Unknown from lead-on,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact municipality match (North Andover, MA).",Overlaps target window (2014–2024).,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:19Z,HEAD only; attempts=1; elapsed_seconds=0.077; identity_score=13; final_locator_hash=54dd72d068922ae01224; no body or raw headers retained.
TS4L-8beb2657822a661fc869,lane_2,tier_c,verification_ready_low,105,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://thesunpapers.com/2021/09/20/deptford-township-council-meeting-resolves-tax-resolutions/,Deptford Township council meeting resolves tax resolutions (The Sun Papers) (mentions collective negotiations agreement(s) approved between township and NJ State PBA Local 122-Deptford Unit; also references other bargaining relationships),Deptford,NJ,Northeast,safety_and_non_safety_bargaining_units,police (PBA) and non-safety municipal employee groups referenced in the article,New Jersey State PBA Local 122 – Deptford Unit (plus additional units referenced in the article),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,unknown_cycle_overlap,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:19Z,HEAD only; attempts=1; elapsed_seconds=0.182; identity_score=13; final_locator_hash=b5e4b4c493732bdccad5; no body or raw headers retained.
TS4L-332b5321399591c11893,lane_2,tier_c,verification_ready_medium,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.pacourts.us/assets/opinions/Commonwealth/out/187CD17_2-13-18.pdf?cb=1,"Millcreek Township School District v. Millcreek Township Educational Support Personnel Association (Pa. Commonwealth Court, Feb. 13, 2018) – Opinion PDF",Millcreek,PA,Northeast,safety_and_non_safety_bargaining_units,Educational support personnel (public school bargaining unit),Millcreek Township Educational Support Personnel Association,"November 7, 2016 arbitration award referenced",2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Millcreek (Township), PA match indicated in caption",Overlaps 2014–2024 window via 2016 award,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:20Z,HEAD only; attempts=1; elapsed_seconds=0.085; identity_score=13; final_locator_hash=92d539c4ae553c50ee92; no body or raw headers retained.
TS4L-45683e6f813aef4e533e,lane_2,tier_c,verification_ready_medium,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.perc.state.nj.us/percdecisions.nsf/IssuedDecisions/85257575007C210485257FDF004E59C2/$File/PERC%202017%2031.pdf?OpenElement=,P.E.R.C. NO. 2017-31 (Township of Howell; PBA Local 228; Docket No. SN-2016-061),Howell,NJ,Northeast,safety_and_non_safety_bargaining_units,police (PBA),PBA Local 228,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Howell (NJ) match,Overlaps target window via docket year (2013-2024); specific CBA years not identified in the lead snippet,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:20Z,HEAD only; attempts=1; elapsed_seconds=0.196; identity_score=13; final_locator_hash=2f8dbfa617c372d39d8c; no body or raw headers retained.
TS4L-96b88d98a01171d39ceb,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.nj.gov/perc/documents/NJ_PERC_Synopses_2013.03.21.pdf,NJ PERC Synopses (includes P.E.R.C. NO. 2013-68: Township of Howell; PBA Local 228; Docket No. SN-2012-038),Howell,NJ,Northeast,safety_and_non_safety_bargaining_units,police (PBA),PBA Local 228,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Howell (NJ) match,Overlaps target window (2014-2024) indirectly by PERC matter date being outside window while the bargaining relationship is within the target municipality/unit scope,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:20Z,HEAD only; attempts=1; elapsed_seconds=0.116; identity_score=13; final_locator_hash=ff5019866e5ed879cd4d; no body or raw headers retained.
TS4L-dde454fb025be20f11c3,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.nj.gov/perc/documents/20150513%20GC%20Report.pdf,"State of New Jersey Public Employment Relations Commission (PERC) — General Counsel’s Report (May 13, 2015)",Livingston,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (Superior Officers Association),Superior Officers Association (SOA 263),Not specified (references P.E.R.C. No. 2014-66),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Livingston match present,Overlaps 2014-2024 (referenced P.E.R.C. No. 2014-66),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:22Z,HEAD only; attempts=1; elapsed_seconds=0.081; identity_score=13; final_locator_hash=415f93cfaf55a27d5950; no body or raw headers retained.
TS4L-8829eff72b5e9c241f51,lane_2,tier_c,verification_ready_low,102,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2016/documents/bensalem%20twp%20pf-c-15-11-e.pdf,"Bensalem Township Police Benevolent Association v. Bensalem Township (Final Order, PF-C-15-11-E) (Pennsylvania Labor Relations Board) — 2016",Bensalem,PA,Northeast,safety_and_non_safety_bargaining_units,Police (Act 111/PLRB matter context),Bensalem Township Police Benevolent Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact (Bensalem Township, Bensalem, PA)",Unclear (not enough metadata in lead to confirm bargaining cycle dates within 2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:23Z,HEAD only; attempts=1; elapsed_seconds=0.441; identity_score=13; final_locator_hash=163df513b0d1548e5b35; no body or raw headers retained.
TS4L-0e4e88066a235a70ff60,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://psu-gatsby-files-prod.s3.amazonaws.com/newsdocuments/2021-Task-Force-on-Policing-and-Communities-of-Color_Draft-Report.pdf,Task Force on Policing and Communities of Color — Draft Report (contains embedded Spring Township Police collective bargaining contract text),Spring,PA,Northeast,safety_and_non_safety_bargaining_units,Police (police officers; police bargaining unit),Spring Township Police Association,"Made as of January 1, 2020; also references a prior contract dated January 1, 2014 (expired December 31, 2019)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"City/municipality match indicated by source text (Spring Township, PA).","References contract starting Jan 1, 2014 and expiring Dec 31, 2019, and a contract made as of Jan 1, 2020 (overlaps 2014-2024 window).",wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:28Z,HEAD only; attempts=1; elapsed_seconds=0.106; identity_score=13; final_locator_hash=b071558f21f43977079a; no body or raw headers retained.
TS4L-d58a24920420d2edbe83,lane_2,tier_c,verification_ready_medium,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-12-1225.pdf,"Collective Bargaining Agreement — City of Washington (OH) & Fraternal Order of Police, OLC, Inc. — Dispatcher, Secretary/Dispatcher (SERB Case No. 2018-MED-12-1225)",Washington,OH,Midwest,safety_and_non_safety_bargaining_units,Public Safety dispatch/clerical within police bargaining unit,"Fraternal Order of Police, Ohio Labor Council, Inc. — Dispatcher, Secretary/Dispatcher","Effective March 1, 2019 through February 28, 2022",2019-03-01,2022-02-28,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,unclear_municipality_name_match,overlaps_expected_window_(2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:36Z,HEAD only; attempts=1; elapsed_seconds=0.196; identity_score=13; final_locator_hash=4c2195a606002ee80e84; no body or raw headers retained.
TS4L-7124c4bce7b299652e36,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://westorange.org/AgendaCenter/ViewFile/Item/1353?fileID=2137,"Township of West Orange Council Resolution 208-15 (Aug. 11, 2015) — Memorandum of Agreement for WOPBA Local 25 and WOPSOA (Attachment “A”)",West Orange,NJ,Northeast,safety_and_non_safety_bargaining_units,Police (PBA/Superior Officers),West Orange Policemen’s Benevolent Association (PBA) Local 25; West Orange Police Superior Officers Association (WOPSOA),"January 1, 2014 through December 31, 2017",2014,2017,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,match,overlaps_2014_2024_target_window,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:40Z,HEAD only; attempts=1; elapsed_seconds=0.33; identity_score=13; final_locator_hash=e56bffbae50b294d310c; no body or raw headers retained.
TS4L-3e99b8b6daa3767f6dba,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.njcourts.gov/system/files/court-opinions/2024/a0743-23.pdf,New Jersey Courts — Appellate Division opinion referencing Irvington PBA Local 29 collective negotiations agreement (award/grievance/arbitration context),Irvington,NJ,Northeast,safety_and_non_safety_bargaining_units,police,Irvington PBA Local 29,"inferred: agreement effective dates referenced around late 2017 to later enforcement period (snippet includes October 1, 2017 reference)",2017,2019,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,unknown,overlaps_expected_window_2014_2024,wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:41Z,HEAD only; attempts=1; elapsed_seconds=0.25; identity_score=13; final_locator_hash=b3bb952a921efdbb4c10; no body or raw headers retained.
TS4L-49bea01c4ac11bc891e6,lane_2,tier_c,verification_ready_medium,96,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://www.meridian.mi.us/media/ewmjrucq/december-10-2018-township-board-special-meeting-packet.pdf,"Meridian Charter Township Board Special Meeting Packet (Dec. 10, 2018) — Compulsory arbitration decision references for POAM CBA",Meridian charter,MI,Midwest,safety_and_non_safety_bargaining_units,Public safety (Police),Police Officers Association of Michigan (POAM),2017-2019 (compulsory arbitration / ratified contract referenced within packet),2017-01-01,2019-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Meridian Charter Township (direct match to municipality name),Overlaps target window (2014-2024),wrong_period,title_or_locator_years_conflict_with_candidate_period_metadata,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.355; identity_score=13; final_locator_hash=655d191b7a3e4351affe; no body or raw headers retained.
TS4L-931d14c9e2fcabf73509,lane_1,tier_c,verification_ready_medium,152,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://missouricitytx.civicweb.net/document/279990/Consideration%20and%20Possible%20Action%20-%20Second%20and%20.pdf?handle=A66BE8367EB642BBA13E7BC8A0186676,"Memo - 24-285 — Consideration and Possible Action (Second and Final Reading): Ordinance adopting a new pay plan for non-exempt personnel and exempt personnel (excluding civil service Fire/Police and appointed employees) [supporting material: 2024.04.08 Pay Adjustment Ordinance (Non-civil service), Non Civil-Service May 2024v2]",Missouri City,TX,South,non_safety_comparator,non_safety_comparator,,"Effective May 5, 2024 (pay plan update for non-civil service)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) via May 5, 2024 effective date",wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.163; identity_score=11; final_locator_hash=f844e3cc3862849ba4a2; no body or raw headers retained.
TS4L-3cb03647131a45ef179a,lane_1,tier_c,verification_ready_medium,149,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.coconutcreek.gov/docs/default-source/hrdocs/employee-benefits---police/pba-coconut-creek-sergeants---2022-2025.pdf?sfvrsn=904fdf8a_1,"Collective Bargaining Agreement Between The City of Coconut Creek and The Police Sergeants’ Unit (PBA) — October 1, 2022 through September 30, 2025",Coconut Creek,FL,South,non_safety_comparator,Police Sergeants,The Police Sergeants’ Unit (represented by Broward County Police Benevolent Association),"October 1, 2022 through September 30, 2025",2022-10-01,2025-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_2022_2025,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T12:57:42Z,HEAD only; attempts=1; elapsed_seconds=0.233; identity_score=13; final_locator_hash=9e71edc2ff83f38dcd6a; no body or raw headers retained.
