candidate_id,lane_id,priority_tier,quality_label,target_mechanism_family,state,derived_region,unit_type,gap_priority_score,gap_priority_reason,selected_for_verification
TS4L-ba2c3631222cffc1fa4e,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-c316c2bc49da98c2c91f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d176faeb935a595f800a,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d49408a8fdee35f2f110,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CO,West,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d85d5081d7d04bb1b3bc,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,149,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-e6a9f2ef3984c4b25db0,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,TN,South,non_safety_comparator,159,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-ea5412274d01449ff1ea,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,149,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-eabf90e2be4207c0b0a5,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,149,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-f1409a49f89fd1d57f42,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,141,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-71b92bc7f02ad61e6d56,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MA,Northeast,non_safety_comparator,148,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-911385c4c24131d1a5a7,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MA,Northeast,non_safety_comparator,148,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-0004eda460008d8c0843,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-05dc4525a5bc3db46686,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-11df7e4f45e8553b14ae,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MT,West,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-15f87c90310db48bb036,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-171d9e84cf1374096c8b,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OK,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-2164901bb031b235a944,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-2180f325dfca28ec355a,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-34adae9de58cfce5b4a6,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-37680e443291e73af340,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-3b640dd8e2b456a6d0bb,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-3cd5772e487867c6ed8a,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-42f9d32a6c9e81688af2,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,AR,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-4f4ea2588f1dbf27665d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-5657ac66a592d5699215,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,VT,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-6930c8ebb2d226b99a37,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-6f0e2fdc28febcc55e0f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-7232d115dc689dcf0f00,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MA,Northeast,non_safety_comparator,157,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-73621257781166febda9,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NJ,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-8431ea13e16987d0376f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,IL,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-9323980bd3ed4fe670ca,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,TX,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-9e67053eeba050f45330,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a11991e075a8a242120d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,PA,Northeast,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a38e40811e0658ec91e8,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a57cc95557d8afd9fd2f,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a66bb1878a5774b3d8e4,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-a94612beddf731f7151d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,FL,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-bb5877734e06c5a40721,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-bcce517d390bba7d5131,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,TX,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-beb917d84ead6976356d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-ca2dcd110e45bce44376,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OK,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-d8e296abe2f9bdfad567,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,TX,South,non_safety_comparator,147,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-ea453e3b901a36e1d9a2,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,WI,Midwest,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-ec1802eaa65739659463,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,MT,West,non_safety_comparator,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-03f4f926529d4ce36950,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,IL,Midwest,safety_and_non_safety_compensation_units,100,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-061275e55166380a5524,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,156,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-0bcfd9154d0ad16cbb2b,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,CT,Northeast,safety_and_non_safety_compensation_units,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-10b7727bbb7f61fcb277,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NY,Northeast,safety_and_non_safety_bargaining_units,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-128e7a0428111f26e6a3,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-13dee3ba7e4e39857528,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-14f332fa20d1112c6cf7,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MN,Midwest,safety_and_non_safety_compensation_units,108,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-15ce854357eeb7953667,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,OH,Midwest,safety_and_non_safety_compensation_units,100,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|cycle_metadata_value,false
TS4L-1976c706d8736452b16a,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MN,Midwest,safety_and_non_safety_compensation_units,108,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-3223915512d864492d2e,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,NY,Northeast,non_safety_comparator,146,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-365cffc258271b820e47,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,NJ,Northeast,safety_and_non_safety_bargaining_units,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-38a6926da6477f578153,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CO,West,non_safety_comparator,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-3caa6fa6c1442ccb5f12,lane_4,tier_c,verification_ready_medium,market_or_comparability_pressure,MI,Midwest,safety_and_non_safety_compensation_units,108,memo_gap_market_or_comparability_pressure|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,false
TS4L-3d33b1afc1a125dc811d,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,OH,Midwest,non_safety_comparator,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-3d658f09d33d25ffc2ec,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,OH,Midwest,safety_and_non_safety_bargaining_units,110,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-443e63aee977d7b0ca94,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,ME,Northeast,non_safety_comparator,146,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-458dae8d3191aac6c2ae,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,CA,West,non_safety_comparator,138,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-4736ad5ffea15095127b,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,OH,Midwest,safety_and_non_safety_bargaining_units,110,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-484ebea358aa6b0d2b62,lane_2,tier_c,verification_ready_medium,strike_or_no_strike_constraint,RI,Northeast,safety_and_non_safety_bargaining_units,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,true
TS4L-4ae0152892b4bae4d209,lane_1,tier_c,verification_ready_medium,non_safety_constraint_signal,ME,Northeast,non_safety_comparator,146,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,true
